類別,電腦編號,村里別,地址,地下層數位址,可容納人數
大樓,EPA01778,青埔里,中壢區6鄰青埔四街36號,1,1784.0
大樓,EPA01779,橫峰里,中壢區46鄰高鐵南路一段98號,1,1384.0
大樓,EPA01780,洽溪里,中壢區12鄰永泰路93號,1,3014.0
大樓,EPA01781,青埔里,中壢區3鄰領航南路四段101號十樓,1,1674.0
大樓,EPA01782,華勛里,中壢區4鄰華美三路329號,1,3661.0
大樓,EPA01783,自治里,中壢區29鄰強國路29號,1,4962.0
大樓,EPA01784,興平里,中壢區12鄰中豐北路45號,1,1626.0
大樓,EPA01785,過嶺里,中壢區19鄰松勤路19號,1,4877.0
教育機構,EPA01786,自立里,中壢區1鄰永福路1166號,1,243.0
教育機構,EPA01787,洽溪里,中壢區7鄰領航北路二段281號,1,1879.0
公寓,EPA01788,橫峰里,中壢區35鄰公園路一段82號,1,650.0
大樓,EPA01789,新街里,中壢區5鄰延平路267號,1,1565.0
公家機構,EPA01790,青埔里,中壢區5鄰青埔路二段139號,1,3810.0
大樓,EPA01791,忠義里,中壢區5鄰中華路二段201號,1,1030.0
公寓,EPA01792,幸福里,中壢區6鄰延平路90巷59號,1,460.0
大樓,EPA01793,內定里,中壢區1鄰新北園路11號,1,1454.0
大樓,EPA01794,青埔里,中壢區6鄰青松街331號,1,1312.0
教育機構,EPA01795,五權里,中壢區2鄰中大路300號,1、2,10213.0
大樓,EPA01796,過嶺里,中壢區21鄰松義路179號,1,2745.0
大樓,EPA01797,永福里,中壢區7鄰東園路16號二樓,1,19285.0
大樓,EPA01798,芝芭里,中壢區14鄰永園路358號,1,1643.0
公寓,EPA01799,青埔里,中壢區4鄰青埔一街56號,1,552.0
其它,EPA01800,龍昌里,中壢區28鄰龍川三街63號,1,387.0
大樓,EPA01801,青埔里,中壢區15鄰高鐵站前東路二段38號,1、2,1719.0
大樓,EPA01802,洽溪里,中壢區5鄰永順一街156號,1,1373.0
大樓,EPA01803,永福里,中壢區7鄰中園路168-1號,1,3596.0
大樓,EPA01804,五權里,中壢區17鄰五族二街68號,1,2595.0
公家機構,EPA01805,水尾里,中壢區環北路390號,1,2335.0
大樓,EPA01806,洽溪里,中壢區5鄰永昌路173號,1,2633.0
其它,EPA01807,永福里,中壢區7鄰西園路105號,1,74.0
其它,EPA01808,普忠里,中壢區20鄰普忠路163號,1,122.0
公寓,EPA01809,興平里,中壢區12鄰中豐北路21號,1,759.0
大樓,EPA01810,洽溪里,中壢區7鄰領航北路二段260號,1,3243.0
大樓,EPA01811,五權里,中壢區14鄰正光街180號,1,1318.0
公寓,EPA01812,東興里,中壢區2鄰新興路260號,1,778.0
公寓,EPA01813,復興里,中壢區24鄰復華十一街67號,1,870.0
其它,EPA01814,仁德里,中壢區16鄰晉元路337巷66號,1,824.0
其它,EPA01815,橫峰里,中壢區27鄰大仁路109號,1,459.0
其它,EPA01816,內厝里,中壢區19鄰內厝五路66號,1,2035.0
其它,EPA01817,青埔里,中壢區4鄰青商路56號,1,1537.0
其它,EPA01818,青埔里,中壢區5鄰青埔路二段111號,1,6858.0
其它,EPA01819,青埔里,中壢區2鄰高鐵站前東路一段91號6樓之3,1,3624.0
其它,EPA01820,芝芭里,中壢區8鄰圓光路142號,1,1276.0
其它,EPA01821,洽溪里,中壢區5鄰永順一街206號,1,1947.0
其它,EPA01822,洽溪里,中壢區7鄰領航北路二段230號,1,4511.0
其它,EPA01823,橫峰里,中壢區45鄰新生路四段265號,1,2635.0
其它,EPA01824,永福里,中壢區7鄰東園二路6號,1,2173.0
其它,EPA01825,月眉里,中壢區6鄰圓光路一段86號,1,199.0
其它,EPA01826,青埔里,中壢區3鄰青峰路二段69號9樓,1,2673.0
其它,EPA01827,橫峰里,中壢區40鄰領航北路四段122號,1,3756.0
