編號,里別,地址,可容納人數,經度,緯度,避難樓層,轄管分局
470.0,仁德里,臺中市大里區仁德里13鄰文化街120號,1663.0,120.6983046,24.0923429,1.0,霧峰分局
471.0,仁德里,臺中市大里區仁德里12鄰仁化路675號,152.0,120.6926242,24.0957361,1.0,霧峰分局
472.0,仁德里,臺中市大里區仁德里20鄰仁福街93號,210.0,120.6950146,24.0960267,1.0,霧峰分局
473.0,仁德里,臺中市大里區仁德里20鄰仁福一街17號,27.0,120.6952573,24.095461,1.0,霧峰分局
474.0,仁德里,臺中市大里區仁德里20鄰至善路232號,21.0,120.6945833,24.0954569,1.0,霧峰分局
475.0,仁德里,臺中市大里區仁德里17鄰仁化路551號,241.0,120.7041974,24.1010957,1.0,霧峰分局
476.0,仁德里,臺中市大里區仁德里18鄰慈德路47號,382.0,120.6950494,24.0927914,1.0,霧峰分局
477.0,仁化里,臺中市大里區仁化里4鄰工業路21號,111.0,120.7141697,24.1015984,1.0,霧峰分局
478.0,仁化里,臺中市大里區仁化里5鄰仁化路312號,22.0,120.7061276,24.0948283,1.0,霧峰分局
479.0,仁化里,臺中市大里區仁化里4鄰工業九路148號,367.0,120.7119379,24.1000467,1.0,霧峰分局
480.0,仁化里,臺中市大里區仁化里28鄰工業九路1號,258.0,120.7165021,24.097743,1.0,霧峰分局
481.0,仁化里,臺中市大里區仁化里28鄰工業十路11號,552.0,120.7164917,24.0988805,1.0,霧峰分局
482.0,仁化里,臺中市大里區仁化里3鄰工業十路26號,1766.0,120.7168998,24.0998578,1.0,霧峰分局
483.0,仁化里,臺中市大里區仁化里28鄰工業十一路140號,1310.0,120.7142639,24.1001549,1.0,霧峰分局
484.0,仁化里,臺中市大里區仁化里4鄰工業路11號,1183.0,120.6905258,24.0957669,1.0,霧峰分局
485.0,仁化里,臺中市大里區仁化里28鄰工業十一路128號,618.0,120.7155982,24.0997805,1.0,霧峰分局
486.0,仁化里,臺中市大里區仁化里28鄰工業二路60號,414.0,120.7134375,24.0962091,1.0,霧峰分局
487.0,仁化里,臺中市大里區仁化里9鄰仁美路68號,137.0,120.7060184,24.0987699,1.0,霧峰分局
488.0,仁化里,臺中市大里區仁化里9鄰仁美路62號,233.0,120.7061771,24.0983229,1.0,霧峰分局
489.0,仁化里,臺中市大里區仁化里9鄰仁美路158號,176.0,120.7081373,24.1029686,1.0,霧峰分局
490.0,仁化里,臺中市大里區仁化里16鄰善化路166巷80號,1004.0,120.7012945,24.1005772,1.0,霧峰分局
491.0,仁化里,臺中市大里區仁化里12鄰仁化路518號,380.0,120.699276,24.0963427,1.0,霧峰分局
492.0,仁化里,臺中市大里區仁化里27鄰仁化路756號,11.0,120.6893912,24.0927252,1.0,霧峰分局
493.0,塗城里,臺中市大里區塗城里7鄰美群路99號,963.0,120.706306,24.0840319,1.0,霧峰分局
494.0,塗城里,臺中市大里區塗城里7鄰美群路99號,1138.0,120.706306,24.0840319,1.0,霧峰分局
495.0,塗城里,臺中市大里區塗城里19鄰光正路68號,220.0,120.7109182,24.0885274,1.0,霧峰分局
496.0,健民里,臺中市大里區健民里15鄰校前路26號,993.0,120.7259063,24.0895557,1.0,霧峰分局
497.0,健民里,臺中市大里區健民里15鄰校前路26號,786.0,120.7259063,24.0895557,1.0,霧峰分局
498.0,健民里,臺中市大里區健民里16鄰仁化路205號,183.0,120.7165539,24.0940803,1.0,霧峰分局
499.0,健民里,臺中市大里區健民里16鄰仁化路115號,226.0,120.7190394,24.0923161,1.0,霧峰分局
500.0,健民里,臺中市大里區健民里16鄰仁化工一路130號,2320.0,120.7230899,24.0901203,1.0,霧峰分局
501.0,仁德里,臺中市大里區仁德里3鄰成功二路30號,1056.0,120.7012223,24.0927706,1.0,霧峰分局
502.0,塗城里,臺中市大里區塗城里11鄰光正路18號,411.0,120.7098787,24.0864656,2.0,霧峰分局
503.0,塗城里,臺中市大里區塗城里11鄰光正路56號,1705.0,120.7102048,24.0873064,2.0,霧峰分局
504.0,健民里,臺中市大里區健民里16鄰仁化路105號,80.0,120.7199841,24.0917399,1.0,霧峰分局
505.0,健民里,臺中市大里區健民里16鄰仁化路158號,757.0,120.7161522,24.0944382,1.0,霧峰分局
506.0,仁化里,臺中市大里區仁化里34鄰仁堤路6號,168.0,120.6961795,24.0988505,1.0,霧峰分局
507.0,仁化里,臺中市大里區仁化里14鄰成功二路252巷5號,164.0,120.7004094,24.0983804,1.0,霧峰分局
508.0,健民里,臺中市大里區健民里10鄰仁化路10號,1668.0,120.7004094,24.0983901,1.0,霧峰分局
509.0,仁德里,臺中市大里區仁德里10鄰慈德路35號,241.0,120.6946727,24.0924023,1.0,霧峰分局
510.0,健民里,臺中市大里區健民里16鄰仁化工二路66之14號,1127.0,120.7225778,24.0930027,2.0,霧峰分局
511.0,塗城里,臺中市大里區塗城里28鄰三民一街24巷43號,106.0,120.7121792,24.0849083,1.0,霧峰分局
512.0,仁德里,臺中市大里區仁德里13鄰至善路157號,2617.0,120.6966983,24.094054,1.0,霧峰分局
513.0,健民里,臺中市大里區健民里30鄰健民路23巷62號,10170.0,120.726029,24.0892012,3.0,霧峰分局
514.0,塗城里,臺中市大里區塗城里23鄰光正路262號,2158.0,120.7125525,24.093348,1.0,霧峰分局
515.0,仁德里,臺中市大里區仁德里1鄰仁化路261號,2125.0,120.7114642,24.0941546,1.0,霧峰分局
516.0,健民里,臺中市大里區健民里16鄰仁化工二路99號,1858.0,120.7224511,24.0925749,2.0,霧峰分局
517.0,塗城里,臺中市大里區塗城里14鄰光明路10號,247.0,120.7092913,24.0872767,2.0,霧峰分局
518.0,北柳里,臺中市霧峰區北柳里2鄰國中路110號,565.0,120.6872504,24.0682477,1.0,霧峰分局
519.0,四德里,臺中市霧峰區四德里11鄰四德路611號,206.0,120.6608531,24.0596821,1.0,霧峰分局
520.0,南柳里,臺中市霧峰區南柳里14鄰柳豐路500號,6707.0,120.6824657,24.047547,1.0,霧峰分局
521.0,南柳里,臺中市霧峰區南柳里16鄰柳豐路535號,820.0,120.6882966,24.0435249,1.0,霧峰分局
522.0,南柳里,臺中市霧峰區南柳里16鄰柳豐路537號,527.0,120.6882072,24.0430723,1.0,霧峰分局
523.0,南柳里,臺中市霧峰區南柳里14鄰柳豐路500號,3358.0,120.684795,24.0461535,1.0,霧峰分局
524.0,南柳里,臺中市霧峰區南柳里14鄰柳豐三街11號,172.0,120.684795,24.0461632,1.0,霧峰分局
525.0,南柳里,臺中市霧峰區南柳里12鄰福新路222號,4222.0,120.6834616,24.0536272,2.0,霧峰分局
526.0,北柳里,臺中市霧峰區北柳里25鄰四德路402號之1,617.0,120.6752634,24.0646638,1.0,霧峰分局
527.0,四德里,臺中市霧峰區四德里1鄰新埔路236號,1812.0,120.6667409,24.0786598,1.0,霧峰分局
528.0,北柳里,臺中市霧峰區北柳里4鄰四德路253號,50.0,120.6888202,24.0659775,1.0,霧峰分局
529.0,五福里,臺中市霧峰區五福里5鄰五福路278之19號,788.0,120.6631092,24.0719452,2.0,霧峰分局
530.0,四德里,臺中市霧峰區四德里11鄰中投東路2段180號,184.0,120.6606212,24.0583137,1.0,霧峰分局
531.0,北柳里,臺中市霧峰區北柳里25鄰霧工五路15號,233.0,120.674483,24.0616535,1.0,霧峰分局
