類別,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,轄管所別,備註
台電公司南湖變電所,興隆里7鄰,苗栗縣頭份市興隆里興埔街364號,"24.707530603849214, 120.93625602658823",1.0,60,頭份分局,斗坪派出所,
公寓,流東里16鄰,苗栗縣頭份市流東里16鄰信德路128號,"24.68939593791142, 120.96056059775279",1.0,142,頭份分局,斗坪派出所,
公寓,流東里11鄰,苗栗縣頭份市流東里11鄰老崎5號之29,"24.684392826566807, 120.95496772843418",1.0,110,頭份分局,斗坪派出所,
大樓,後庄里16鄰,苗栗縣頭份市後庄里16鄰信義路595巷59弄5號,"24.69855317335053, 120.89165422569653",1.0,2908,頭份分局,頭份派出所,
公寓,後庄里15鄰,苗栗縣頭份市後庄里15鄰信義路670號,"24.700099770566467, 120.89136479686056",1.0,29,頭份分局,頭份派出所,
公寓,後庄里5鄰,苗栗縣頭份市後庄里5鄰信義路624號,"24.69867945199538, 120.89169096987655",1.0,28,頭份分局,頭份派出所,
公寓,後庄里5鄰,苗栗縣頭份市後庄里5鄰信義路650號,"24.699223172144364, 120.89176409871257",1.0,28,頭份分局,頭份派出所,
公寓,後庄里5鄰,苗栗縣頭份市後庄里5鄰信義路646號,"24.69908659382181, 120.89194336008855",1.0,28,頭份分局,頭份派出所,
公寓,後庄里5鄰,苗栗縣頭份市後庄里5鄰信義路640號,"24.698836062771242, 120.8919787889245",1.0,38,頭份分局,頭份派出所,
公寓,後庄里5鄰,苗栗縣頭份市後庄里5鄰信義路648號,"24.699119172331734, 120.89175364104051",1.0,28,頭份分局,頭份派出所,
公寓,後庄里16鄰,苗栗縣頭份市後庄里16鄰信義路537號,"24.69767126468354, 120.89334575638458",1.0,53,頭份分局,頭份派出所,
公寓,後庄里5鄰,苗栗縣頭份市後庄里5鄰信義路600號,"24.69831832638942, 120.8923563907765",1.0,29,頭份分局,頭份派出所,
大樓,後庄里19鄰,苗栗縣頭份市後庄里復興街40號,"24.696038205972005, 120.89473911776041",1.0,772,頭份分局,頭份派出所,
公寓,後庄里14鄰,苗栗縣頭份市後庄里信義路445號,"24.696476882032723, 120.89598641776038",1.0,381,頭份分局,頭份派出所,
公寓,後庄里2鄰,苗栗縣頭份市後庄里2鄰信義路732號,"24.700639191998707, 120.89019974289258",1.0,100,頭份分局,頭份派出所,
公寓,東庄里1鄰,苗栗縣頭份市東庄里1鄰自強路97號,"24.68852319140161, 120.90921901035227",1.0,26,頭份分局,頭份派出所,
公寓,東庄里1鄰,苗栗縣頭份市東庄里1鄰自強路101號,"24.688502732208363, 120.90938458892434",1.0,60,頭份分局,頭份派出所,
公寓,東庄里2鄰,苗栗縣頭份市東庄里2鄰雙十街27號,"24.68795888520153, 120.90877054104025",1.0,88,頭份分局,頭份派出所,
公寓,東庄里2鄰,苗栗縣頭份市東庄里2鄰雙十街23號,"24.687811640888444, 120.90879289686029",1.0,80,頭份分局,頭份派出所,
大樓,東庄里2鄰,苗栗縣頭份市東庄里2鄰仁愛路116號,"24.687770637387104, 120.90832625453227",1.0,1718,頭份分局,頭份派出所,
公寓,東庄里3鄰,苗栗縣頭份市東庄里3鄰雙十街95號,"24.689652841307133, 120.90799508151636",1.0,48,頭份分局,頭份派出所,
公寓,東庄里4鄰,苗栗縣頭份市東庄里4鄰仁愛路166號,"24.68924569391511, 120.90754925268028",1.0,50,頭份分局,頭份派出所,
公寓,東庄里4鄰,苗栗縣頭份市東庄里4鄰自強路112巷38號,"24.688829127755646, 120.9079307545324",1.0,165,頭份分局,頭份派出所,
公寓,東庄里4鄰,苗栗縣頭份市東庄里4鄰自強路112巷38號,"24.688829127755646, 120.9079092968604",1.0,289,頭份分局,頭份派出所,
大樓,東庄里5鄰,苗栗縣頭份市東庄里中央路1號,"24.687366797002003, 120.90650315453232",1.0,929,頭份分局,頭份派出所,
公寓,東庄里11鄰,苗栗縣頭份市東庄里11鄰雙十街3巷120號,"24.68939903790792, 120.9058220815164",1.0,40,頭份分局,頭份派出所,
公寓,東庄里12鄰,苗栗縣頭份市東庄里12鄰雙十街3巷263號,"24.688986290568202, 120.90868383918828",1.0,26,頭份分局,頭份派出所,
公寓,東庄里13鄰,苗栗縣頭份市東庄里13鄰雙十街116號,"24.68965318936831, 120.90845791220443",1.0,37,頭份分局,頭份派出所,
公寓,東庄里13鄰,苗栗縣頭份市東庄里13鄰雙十街94號,"24.68895673497465, 120.90855246802438",1.0,26,頭份分局,頭份派出所,
公寓,東庄里14鄰,苗栗縣頭份市東庄里14鄰仁愛路135號,"24.688343236222497, 120.90750892384435",1.0,37,頭份分局,頭份派出所,
公寓,東庄里14鄰,苗栗縣頭份市東庄里14鄰仁愛路141巷19號,"24.689027790493572, 120.90685380850026",1.0,524,頭份分局,頭份派出所,
公寓,東庄里16鄰,苗栗縣頭份市東庄里16鄰信義路172號,"24.689750393085944, 120.90211506802433",1.0,28,頭份分局,頭份派出所,
公寓,東庄里17鄰,苗栗縣頭份市東庄里17鄰和平路142號,"24.686857646118085, 120.90493052754832",1.0,24,頭份分局,頭份派出所,
宏恩醫院,東庄里17鄰,苗栗縣頭份市東庄里17鄰自強路214號,"24.68676734627353, 120.90556481035239",2.0,1292,頭份分局,頭份派出所,
中華電信南庄服務中心,東村20鄰,苗栗縣南庄鄉東村20鄰中正路147號之1,"24.60227244756783, 120.99974815627034",1.0,790,頭份分局,南庄分駐所,
南庄鄉圖書館,東村20鄰,苗栗縣南庄鄉東村20鄰中正路165號,"24.60418632543584, 121.00060975028657",1.0,196,頭份分局,南庄分駐所,
公寓,東村17鄰,苗栗縣南庄鄉東村17鄰南庄94之2號,"24.60583856103761, 121.00280049245632",1.0,150,頭份分局,南庄分駐所,
"南庄鄉東村
第二活動中心",東村4鄰,苗栗縣南庄鄉東村4鄰大同路1號之1,"24.596898649937973, 121.00088336333377",1.0,166,頭份分局,南庄分駐所,
南庄鄉菜市場,東村4鄰,苗栗縣南庄鄉東村4鄰民生街13號,"24.598061402792077, 120.99913819737051",1.0,385,頭份分局,南庄分駐所,
中華電信三灣服務中心,三灣村,苗栗縣三灣鄉三灣村中正路225號,"24.65494984465448, 120.95646523559692",1.0,508,頭份分局,三灣分駐所,
公寓,三灣村19鄰,苗栗縣三灣鄉三灣村19鄰三灣34號,"24.659571394771692, 120.96325025736111",1.0,40,頭份分局,三灣分駐所,
三灣鄕公所,三灣村11鄰,苗栗縣三灣鄉三灣村親民路13號之1,"24.653150603320647, 120.956619217469",1.0,46,頭份分局,三灣分駐所,
三灣鄕圖書館,三灣村11鄰,苗栗縣三灣鄉三灣村親民17號,"24.65288981175734, 120.95655262444593",1.0,176,頭份分局,三灣分駐所,
三灣鄉民代表會,三灣村6鄰,苗栗縣三灣鄉三灣村文化街36號,"24.65337713240915, 120.95659722265314",1.0,160,頭份分局,三灣分駐所,
公寓,頭份里13鄰,苗栗縣頭份市頭份里13鄰民權街47號,"24.687726333908966, 120.91335409871232",1.0,24,頭份分局,頭份派出所,
苗栗客運站,頭份里12鄰,苗栗縣頭份市頭份里12鄰中正路274號,"24.687582148426078, 120.91251856802423",1.0,26,頭份分局,頭份派出所,
公寓,頭份里12鄰,苗栗縣頭份市頭份里12鄰中正路280號,"24.68775394815723, 120.9125844545323",1.0,28,頭份分局,頭份派出所,
大樓,頭份里8鄰,苗栗縣頭份市頭份里8鄰中正路226號,"24.687022690638592, 120.91121328522024",1.0,633,頭份分局,頭份派出所,
公寓,頭份里14鄰,苗栗縣頭份市頭份里14鄰中華路1156號,"24.69040954000471, 120.91306172569637",1.0,58,頭份分局,頭份派出所,
大樓,頭份里14鄰,苗栗縣頭份市頭份里14鄰武昌街34號,"24.69441283311333, 120.91751070612035",1.0,1597,頭份分局,頭份派出所,
公寓,頭份里14鄰,苗栗縣頭份市頭份里14鄰中華路1196號,"24.69146893818116, 120.91381826802437",1.0,33,頭份分局,頭份派出所,
公寓,頭份里14鄰,苗栗縣頭份市頭份里14鄰中華路1264號,"24.693733425257786, 120.91584909871256",1.0,53,頭份分局,頭份派出所,
公寓,頭份里14鄰,苗栗縣頭份市頭份里14鄰中華路1262號,"24.693594948017047, 120.9157108103524",1.0,53,頭份分局,頭份派出所,
公寓,頭份里14鄰,苗栗縣頭份市頭份里14鄰中華路1260號,"24.69366017315816, 120.91586892940038",1.0,40,頭份分局,頭份派出所,
公寓,頭份里14鄰,苗栗縣頭份市頭份里14鄰中華路1292號,"24.694594580475695, 120.91602966617239",1.0,41,頭份分局,頭份派出所,
大樓,頭份里14鄰,苗栗縣頭份市頭份里14鄰武昌街27號,"24.69482477537802, 120.91692001220447",1.0,2141,頭份分局,頭份派出所,
新光人壽頭份營業處,頭份里14鄰,苗栗縣頭份市頭份里14鄰中華路1192號,"24.691438469559667, 120.91378188336837",2.0,712,頭份分局,頭份派出所,
公寓,頭份里12鄰,苗栗縣頭份市頭份里12鄰民權街33號,"24.687843337239237, 120.91306378522022",1.0,30,頭份分局,頭份派出所,
公寓,頭份里12鄰,苗栗縣頭份市頭份里頭份135號之1,"24.688275136639085, 120.9052056271467",1.0,22,頭份分局,頭份派出所,
公寓,頭份里12鄰,苗栗縣頭份市頭份里12鄰民權街34號,"24.687747833861884, 120.91306729500826",1.0,66,頭份分局,頭份派出所,
公寓,頭份里12鄰,苗栗縣頭份市頭份里12鄰中正路326號,"24.688240943737295, 120.91360625453224",1.0,81,頭份分局,頭份派出所,
公寓,頭份里12鄰,苗栗縣頭份市頭份里12鄰中正路322號,"24.68815993295924, 120.9134276238443",1.0,28,頭份分局,頭份派出所,
公寓,頭份里7鄰,苗栗縣頭份市頭份里7鄰中正路215號,"24.687892329954053, 120.91153438522022",1.0,32,頭份分局,頭份派出所,
公寓,頭份里8鄰,苗栗縣頭份市頭份里8鄰日新街51號,"24.68638489861511, 120.91056722754827",1.0,28,頭份分局,頭份派出所,
公寓,頭份里8鄰,苗栗縣頭份市頭份里8鄰日新街42號,"24.686651394769513, 120.91051936802432",1.0,694,頭份分局,頭份派出所,
大樓,後庄里10鄰,苗栗縣頭份市後庄里10鄰合興街5號,"24.697089065913673, 120.8952781256965",1.0,1188,頭份分局,頭份派出所,
公寓,頭份里4鄰,苗栗縣頭份市頭份里4鄰顯會路56號,"24.68998679269739, 120.9152415391883",1.0,18,頭份分局,頭份派出所,
公寓,頭份里4鄰,苗栗縣頭份市頭份里4鄰顯會路62號,"24.69019938838546, 120.91525775453233",1.0,22,頭份分局,頭份派出所,
頭份國小,頭份里6鄰,苗栗縣頭份市頭份里6鄰中正路219號,"24.688445876817248, 120.9126263410403",1.0,636,頭份分局,頭份派出所,
頭份國小,頭份里6鄰,苗栗縣頭份市頭份里6鄰中正路219號,"24.688445876817248, 120.9126263410403",1.0,125,頭份分局,頭份派出所,
公寓,頭份里6鄰,苗栗縣頭份市頭份里6鄰顯會路17號,"24.689211586357622, 120.91446632569637",1.0,38,頭份分局,頭份派出所,
公寓,頭份里17鄰,苗栗縣頭份市頭份里17鄰顯會路15號,"24.68918592691826, 120.91443713918832",1.0,60,頭份分局,頭份派出所,
公寓,頭份里17鄰,苗栗縣頭份市頭份里17鄰顯會路26號,"24.689275686232303, 120.91511230241625",1.0,30,頭份分局,頭份派出所,
公寓,頭份里17鄰,苗栗縣頭份市頭份里17鄰顯會路42號,"24.689674189330507, 120.91491773918833",1.0,60,頭份分局,頭份派出所,
頭份分局,頭份里15鄰,苗栗縣頭份市頭份里15鄰中正路223號,"24.688601946830424, 120.91448861035234",1.0,66,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰長春街223號,"24.68968214514009, 120.91568693918842",1.0,17,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰長春街2號,"24.68941403787971, 120.91578818336835",1.0,17,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰長春街3號,"24.689508241556084, 120.9154637391884",1.0,18,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰長春街6號,"24.6894243378604, 120.91566649686038",1.0,21,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰長春街7號,"24.68961788943184, 120.9154260950083",1.0,20,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰長春街2號,"24.68941403787971, 120.91578818336835",1.0,18,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰長春街3號,"24.689508241556084, 120.9154637391884",1.0,20,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰長春街5號,"24.68942920130746, 120.91552391035235",1.0,20,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰長春街6號,"24.68935610140452, 120.91573086987638",1.0,20,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰長春街8號,"24.689578145302853, 120.91566705268038",1.0,18,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰長春街10號,"24.689747477540678, 120.9160734177604",1.0,18,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰長春街12號,"24.689714437315793, 120.91573892384439",1.0,18,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰長春街9號,"24.6897974930085, 120.91592671776031",1.0,24,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰長春街8巷11號,"24.689444089744473, 120.91632068336833",1.0,18,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰國華街8號,"24.689151645970217, 120.91617765453236",1.0,77,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里國華街10號,"24.68934774183227, 120.91603476617233",1.0,18,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里國華街12號,"24.689408382139792, 120.91615549871231",1.0,18,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里國華街16號,"24.689400930240907, 120.91604832569637",1.0,18,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰國華街18號,"24.68941558595867, 120.91595511035237",1.0,18,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰國華街20號,"24.689368193713804, 120.91592716802431",1.0,18,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰國華街22號,"24.689348501414734, 120.91625451961235",1.0,18,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰國華街24號,"24.689366549471053, 120.91610496008832",1.0,18,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰國華街26號,"24.689219949677526, 120.91636426934839",1.0,18,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰國華街28號,"24.689479385833945, 120.91616889262842",1.0,18,頭份分局,頭份派出所,
公寓,頭份里15鄰,苗栗縣頭份市頭份里15鄰國華街30號,"24.689443745513138, 120.91603360426836",1.0,16,頭份分局,頭份派出所,
大樓,忠孝里10鄰,苗栗縣頭份市忠孝里10鄰中正路169號,"24.687138790411524, 120.91024059686032",1.0,1274,頭份分局,頭份派出所,
公寓,忠孝里12鄰,苗栗縣頭份市忠孝里12鄰忠孝一路69巷1弄2號,"24.689768445005107, 120.90751705268043",1.0,168,頭份分局,頭份派出所,
公寓,蘆竹里4鄰,苗栗縣頭份市蘆竹里4鄰工業路15號,"24.673315662843013, 120.887695326155",1.0,329,頭份分局,尖山派出所,
中化實業公司,東庄里6鄰,苗栗縣頭份市東庄里6鄰自強路2段217號,"24.675153702776978, 120.91296157762002",1.0,6768,頭份分局,頭份派出所,
大樓,仁愛里4鄰,苗栗縣頭份市仁愛里4鄰仁愛路1號,"24.674768916142686, 120.88460032615504",1.0,1433,頭份分局,頭份派出所,
大樓,後庄里7鄰,苗栗縣頭份市後庄里7鄰中央路708號,"24.682623320379367, 120.88443992272376",1.0,1668,頭份分局,頭份派出所,
六合國小,東庄里19鄰,苗栗縣頭份市東庄里19鄰民族路252號,"24.68536269708807, 120.90087746987618",1.0,1297,頭份分局,頭份派出所,
"三灣鄕公所
附設老人活動中心",三灣村11鄰,苗栗縣三灣鄉三灣村親民17號,"24.65352671260902, 120.95500811167403",1.0,3156,頭份分局,三灣分駐所,
大樓,建國里6鄰,苗栗縣頭份市建國里6鄰力行街2號,"24.69522330328035, 120.9127472661724",1.0,945,頭份分局,頭份派出所,
大樓,建國里6鄰,苗栗縣頭份市建國里6鄰力行街66號,"24.697999658815657, 120.9143349833686",1.0,934,頭份分局,頭份派出所,
蟠桃國小,蟠桃里1鄰,苗栗縣頭份市蟠桃里1鄰信東路285號,"24.693215830740886, 120.90685439500841",1.0,738,頭份分局,頭份派出所,
新興國小,下興里5鄰,苗栗縣頭份市下興里5鄰水源路157號,"24.675153702776978, 120.91296157762002",1.0,796,頭份分局,尖山派出所,
公寓,珊湖里17鄰,苗栗縣頭份市珊湖里17鄰中正三路136巷8號,"24.681531001375312, 120.95720876891743",1.0,239,頭份分局,斗坪派出所,
明光寺,民生里2鄰,苗栗縣頭份市自強路二段39巷80號,"24.682623320379367, 120.88443992272376",1.0,337,頭份分局,頭份派出所,
公寓,蘆竹里4鄰,苗栗縣頭份市蘆竹里4鄰工業路80號,"24.674768916142686, 120.88460032615504",1.0,178,頭份分局,尖山派出所,
蟠桃國小,蟠桃里1鄰,苗栗縣頭份市蟠桃里1鄰信東路285號,"24.692457623544808, 120.9063613545324",1.0,625,頭份分局,頭份派出所,
公寓,山下里9鄰,苗栗縣頭份市山下里9鄰永福街29號,"24.698445236682883, 120.9036503391885",1.0,705,頭份分局,頭份派出所,
興華中學,新華里22鄰,苗栗縣頭份市新華里22鄰中正一路333號,"24.686326643674082, 120.93240875357664",1.0,1336,頭份分局,斗坪派出所,
興華高中,新華里22鄰,苗栗縣頭份市新華里22鄰中正一路401號,"24.686065337544665, 120.93598498610466",1.0,496,頭份分局,斗坪派出所,
建國國中慈輝分校,合興里12鄰,苗栗縣頭份市合興里12鄰八德二路131號,"24.701107832931488, 120.89662885453258",1.0,1277,頭份分局,頭份派出所,
信義國小,後庄里6鄰,苗栗縣頭份市後庄里信中路36號,"24.697331012867348, 120.89070808151655",1.0,1039,頭份分局,頭份派出所,
大樓,蟠桃里10鄰,苗栗縣頭份市蟠桃里10鄰中央路515號,"24.694067938276625, 120.89575591220438",1.0,722,頭份分局,頭份派出所,
大樓,後庄里21鄰,苗栗縣頭份市後庄里21鄰公北二路101號,"24.69260897971244, 120.88941356987638",1.0,1421,頭份分局,頭份派出所,
大樓,蟠桃里3鄰,苗栗縣頭份市蟠桃里3鄰中興路436巷10號,"24.69281784899005, 120.90515475268042",1.0,968,頭份分局,頭份派出所,
公寓,建國里3鄰,苗栗縣頭份市建國里3鄰永安街169號,"24.697727537694, 120.91475873310449",1.0,542,頭份分局,頭份派出所,
大樓,民權里1鄰,苗栗縣頭份市民權里1鄰中華路883-7號,"24.68302656124737, 120.90491094659608",3.0,15751,頭份分局,頭份派出所,
大樓,蟠桃里10鄰,苗栗縣頭份市蟠桃里10鄰中央路525號,"24.69409178138067, 120.89538171405646",1.0,1458,頭份分局,頭份派出所,
大樓,蟠桃里5鄰,苗栗縣頭份市蟠桃里5鄰中央路322號,"24.692971483396864, 120.90134878336842",2.0,3663,頭份分局,頭份派出所,
大樓,民權里6鄰,苗栗縣頭份市民權里6鄰光華街58號,"24.682257005395858, 120.90133446987613",2.0,2608,頭份分局,頭份派出所,
大樓,興隆里5鄰,苗栗縣頭份市興隆里5鄰花園東路100巷11號,"24.690262396216056, 120.94366003330121",2.0,6450,頭份分局,斗坪派出所,
大樓,新華里11鄰,苗栗縣頭份市新華里11鄰中正路598巷31號,"24.687176716469683, 120.92198220471909",1.0,5357,頭份分局,斗坪派出所,
大樓,蟠桃里10鄰,苗栗縣頭份市蟠桃里10鄰中央路505號,"24.694130642760904, 120.89606539871244",2.0,3070,頭份分局,頭份派出所,
公寓,上埔里4鄰,苗栗縣頭份市上埔里4鄰中正一路181巷16號,"24.68678912551107, 120.92910228655772",1.0,318,頭份分局,斗坪派出所,
公寓,蟠桃里11鄰,苗栗縣頭份市蟠桃里11鄰上庄路87號,"24.686429437104387, 120.92953247527176",1.0,48,頭份分局,頭份派出所,
大樓,山下里9鄰,苗栗縣頭份市山下里9鄰永忠街38號,"24.689368014282383, 120.94518621013285",3.0,9114,頭份分局,頭份派出所,
大樓,田寮里23鄰,苗栗縣頭份市田寮里23鄰自強路二段506號,"24.682623320379367, 120.88443992272376",1.0,1610,頭份分局,尖山派出所,
大樓,後庄里20鄰,苗栗縣頭份市後庄里20鄰八德一路159號,"24.691176870194095, 120.89293150056439",2.0,635,頭份分局,頭份派出所,
大樓,東庄里19鄰,苗栗縣頭份市東庄里19鄰富強一街17號,"24.687338845289837, 120.89939434104032",3.0,4902,頭份分局,頭份派出所,
大樓,民權里4鄰,苗栗縣頭份市民權里4鄰銀河路256號,"24.680349352479553, 120.90371829500818",2.0,1422,頭份分局,頭份派出所,
大樓,成功里8鄰,苗栗縣頭份市成功里8鄰建國路二段1-7號,"24.69725446556417, 120.90700578151646",2.0,1010,頭份分局,頭份派出所,
大樓,新華里3鄰,苗栗縣頭份市新華里3鄰中正一路509號,"24.68358284298399, 120.93838335268022",2.0,4435,頭份分局,頭份派出所,
大樓,中興里3鄰,苗栗縣頭份市中興里3鄰中央路168號,"24.69051931579364, 120.90414633918836",4.0,2250,頭份分局,頭份派出所,
大樓,後庄里7鄰,苗栗縣頭份市後庄里7鄰公北三路138號,"24.693470343690915, 120.88830305268044",1.0,937,頭份分局,頭份派出所,
大樓,中興里3鄰,苗栗縣頭份市中興里3鄰中央路168號,"24.69051931579364, 120.90414633918836",2.0,2638,頭份分局,頭份派出所,
大樓,東庄里,苗栗縣頭份市東庄里富強二街6號,"24.6874719379947, 120.89803114104028",3.0,7898,頭份分局,頭份派出所,
大樓,興隆里,苗栗縣頭份市興隆里隆頂街16號,"24.7107619370167, 120.9309193526807",2.0,6330,頭份分局,頭份派出所,
大樓,民族里,苗栗縣頭份市民族路158號,"24.684924936917593, 120.9041811833682",2.0,1895,頭份分局,頭份派出所,110年新增
大樓,新華里,苗栗縣頭份市中正一路228號,"24.686429437104387, 120.92953247527176",1.0,1559,頭份分局,斗坪派出所,110年新增
大樓,東庄里,苗栗縣頭份市昌隆一街105號,"24.687482200353198, 120.89718768151637",3.0,7944,頭份分局,頭份派出所,110年新增
大樓,興隆里,苗栗縣頭份市花園東路100巷100號,"24.689368014282383, 120.94518621013285",2.0,1807,頭份份局,斗坪派出所,110年新增
大樓,後庄里,苗栗縣頭份市後庄里公園七街51號,"24.692518227729956, 120.8920803987124",3.0,1787,頭份分局,頭份派出所,
大樓,頭份里,苗栗縣頭份市中正路275號,"24.688489995156676, 120.91755426802425",1.0,174,頭份分局,頭份派出所,110年新增
大樓,忠孝里,苗栗縣頭份市忠孝一路69巷68號,"24.69112333467028, 120.90651700850039",2.0,2604,頭份分局,頭份派出所,110年新增
勝華建設有限公司,東庄里,苗栗縣頭份市東庄里6鄰昌榮二街201號,"24.411669,120.535136",3.0,1232,頭份分局,頭份派出所,111年新增
