電腦編號,鄉鎮市區,村里別,地址,經緯度,地下樓層,可容納人數,轄管分局
QJ0590," 前金區",榮復里,高雄市前金區五福三路63號,"22.621386,120.296626",3,"  749 ",新興分局
XX1373," 新興區",德望里,高雄市新興區民生一路176號,"22.627943,120.309242",2,"  798 ",新興分局
XX1374," 新興區",光耀里,高雄市新興區開封路39號,"22.62854,120.311274",1,"  352 ",新興分局
XX1375," 新興區",長驛里,高雄市新興區南台路99號,"22.633163,120.299409",1,"  85 ",新興分局
QJ0593," 前金區",青山里,高雄市前金區瑞源路16號,"22.62881,120.298606",1,"  192 ",新興分局
XX1376," 新興區",德望里,高雄市新興區達仁街101號,"22.630127,120.30879",1,"  118 ",新興分局
XX1377," 新興區",建華里,高雄市新興區七賢二路110號,"22.634181,120.298002",3,"  669 ",新興分局
XX1378," 新興區",東坡里,高雄市新興區大同一路116號,"22.62919,120.303431",1,"  132 ",新興分局
XX1379," 新興區",順昌里,高雄市新興區七賢一路37號,"22.633426,120.315648",2,"  310 ",新興分局
QJ0594," 前金區",長生里,高雄市前金區民生二路89號,"22.625022,120.295635",2,"  196 ",新興分局
XX1380," 新興區",建華里,高雄市新興區河南二路46號,"22.636177,120.298052",1,"  72 ",新興分局
XX1381," 新興區",東坡里,高雄市新興區林森一路165號,"22.630565,120.30425",3,"  1,577 ",新興分局
XX1382," 新興區",長驛里,高雄市新興區自立二路150號,"22.633368,120.298289",2,"  276 ",新興分局
XX1383," 新興區",德望里,高雄市新興區達仁街32號,"22.628502,120.308929",1,"  169 ",新興分局
XX1384," 新興區",德望里,高雄市新興區達仁街20號,"22.628105,120.308871",2,"  845 ",新興分局
QJ0596," 前金區",東金里,高雄市前金區自強一路22號,"22.629674,120.293816",2,"  961 ",新興分局
XX1385," 新興區",光耀里,高雄市新興區東海街73號,"22.628554,120.310743",1,"  258 ",新興分局
XX1386," 新興區",榮治里,高雄市新興區大同一路185號,"22.628737,120.300831",2,"  356 ",新興分局
QJ0597," 前金區",榮復里,高雄市前金區成功一路266號,"22.619333,120.296032",7,"  7,538 ",新興分局
XX1387," 前金區",振成里,高雄市新興區文化路103號,"22.622522,120.302282",1,"  104 ",新興分局
XX1388," 新興區",仁聲里,高雄市新興區仁愛一街102號,"22.63032,120.307426",2,"  375 ",新興分局
XX1389," 新興區",開平里,高雄市新興區開封路377號,"22.634402,120.31174",1,"  200 ",新興分局
XX1390," 新興區",開平里,高雄市新興區開封路379號,"22.634474,120.311745",1,"  325 ",新興分局
XX1391," 新興區",振成里,高雄市新興區新田路100號,"22.622802,120.304875",2,"  1,905 ",新興分局
QJ0599," 前金區",草江里,高雄市前金區中華三路196號,"22.632325,120.294932",1,"  196 ",新興分局
XX1392," 新興區",秋山里,高雄市新興區明星街52號,"22.633854,120.299696",1,"  81 ",新興分局
QJ0600," 前金區",北金里,高雄市前金區中華三路217號,"22.633306,120.294099",2,"  391 ",新興分局
QJ0601," 前金區",北金里,高雄市前金區八德二路196號,"22.634467,120.293486",2,"  654 ",新興分局
XX1393," 新興區",德生里,高雄市新興區復興二路316號,"22.625836,120.308307",3,"  2,689 ",新興分局
QJ0603," 前金區",新生里,高雄市前金區鼎盛街84號,"22.63251,120.289891",2,"  356 ",新興分局
QJ0604," 前金區",北金里,高雄市前金區中華三路247號,"22.63436,120.293712",1,"  458 ",新興分局
XX1394," 新興區",德望里,高雄市新興區東海街188號,"22.628964,120.309236",1,"  352 ",新興分局
QJ0605," 前金區",林投里,高雄市前金區中正四路215號,"22.628062,120.292762",4,"  2,801 ",新興分局
XX1395," 新興區",愛平里,高雄市新興區林森一路195號,"22.632141,120.304582",1,"  125 ",新興分局
QJ0606," 前金區",民生里,高雄市前金區大同二路20號,"22.627314,120.295562",2,"  594 ",新興分局
QJ0607," 前金區",新生里,高雄市前金區河南二路158號,"22.633725,120.291071",2,"  4,115 ",新興分局
XX1396," 新興區",德望里,高雄市新興區復興一路18號,"22.628869,120.308207",1,"  171 ",新興分局
XX1397," 新興區",成功里,高雄市新興區忠孝一路291號,"22.632265,120.305985",1,"  67 ",新興分局
QJ0609," 前金區",國民里,高雄市前金區河東路176號,"22.624845,120.290226",5,"  2,064 ",新興分局
XX1398," 新興區",振華里,高雄市新興區新田路23號,"22.623484,120.307778",1,"  199 ",新興分局
XX1399," 新興區",明莊里,高雄市新興區中山橫路42號,"22.631806,120.300292",1,"  282 ",新興分局
XX1400," 新興區",漢民里,高雄市新興區新興路67號,"22.628135,120.303228",1,"  185 ",新興分局
XX1401," 新興區",漢民里,高雄市新興區新興路55號,"22.628101,120.303785",1,"  90 ",新興分局
XX1402," 新興區",德望里,高雄市新興區中正三路55號之1,"22.63073669,120.308326467346",4,"  1,750 ",新興分局
XX1403," 新興區",建華里,高雄市新興區八德二路90號,"22.635732,120.297725",1,"  240 ",新興分局
XX1404," 新興區",玉衡里,高雄市新興區文橫一路5巷30號,"22.624057,120.30218",1,"  165 ",新興分局
QJ0610," 前金區",長城里,高雄市前金區中正四路118號,"22.630233,120.297647",1,"  578 ",新興分局
QJ0611," 前金區",民生里,高雄市前金區文武二街196號,"22.628064,120.295614",1,"  234 ",新興分局
XX1405," 新興區",建華里,高雄市新興區中山一路279號,"22.63567,120.301934",2,"  485 ",新興分局
XX1406," 新興區",秋山里,高雄市新興區七賢二路21號,"22.634474,120.301055",2,"  402 ",新興分局
XX1407," 新興區",開平里,高雄市新興區錦田路113號,"22.634468,120.310436",1,"  3,220 ",新興分局
XX1408," 新興區",浩然里,高雄市新興區五福二路65號,"22.624527,120.305982",1,"  734 ",新興分局
QJ0613," 前金區",民生里,高雄市前金區文武二街210號,"22.628408,120.295486",1,"  172 ",新興分局
QJ0614," 前金區",新生里,高雄市前金區七賢二路366號,"22.631435,120.289779",2,"  507 ",新興分局
XX1409," 新興區",長驛里,高雄市新興區明星街70號之1,"22.633561,120.298835",1,"  268 ",新興分局
QJ0615," 前金區",文東里,高雄市前金區中華四路302號,"22.620225,120.299707",1,"  485 ",新興分局
XX1410," 新興區",中東里,高雄市新興區七賢一路311號,"22.633944,120.308092",5,"  2,988 ",新興分局
QJ0616," 前金區",草江里,高雄市前金區七賢二路157號,"22.633333,120.296847",3,"  436 ",新興分局
XX1414," 新興區",開平里,高雄市新興區七賢一路302號,"22.63448,120.308717",4,"  1,793 ",新興分局
QJ0617," 前金區",後金里,高雄市前金區成功一路436號,"22.629194,120.292043",3,"  1,198 ",新興分局
QJ0618," 前金區",榮復里,高雄市前金區允文街75號,"22.618894,120.296501",1,"  210 ",新興分局
XX1415," 新興區",華聲里,高雄市新興區大同一路21號,"22.628619,120.306735",1,"  82 ",新興分局
XX1416," 新興區",華聲里,高雄市新興區忠孝一路186號,"22.628156,120.305976",1,"  123 ",新興分局
XX1417," 新興區",黎明里,高雄市新興區南華橫一路14號之1,"22.633782,120.303962",2,"  462 ",新興分局
XX1418," 新興區",東坡里,高雄市新興區中山一路100號,"22.630659,120.302207",2,"  724 ",新興分局
XX1420," 新興區",振華里,高雄市新興區民享街74之1號,"22.62239679,120.306265925019",1,"  188 ",新興分局
QJ0619," 前金區",林投里,高雄市前金區大同二路76號,"22.626574,120.293344",1,"  829 ",新興分局
QJ0620," 前金區",青山里,高雄市前金區中華三路86號,"22.627943,120.2967",1,"  476 ",新興分局
XX1421," 新興區",文昌里,高雄市新興區尚義街132號,"22.631592,120.315473",1,"  344 ",新興分局
XX1422," 新興區",興昌里,高雄市新興區民族二路95號,"22.632014,120.312825",4,"  1,383 ",新興分局
XX1423," 新興區",振華里,高雄市新興區民享街108號,"22.62181,120.304571",1,"  184 ",新興分局
QJ0621," 前金區",新生里,高雄市前金區河東路300號,"22.629809,120.287604",3,"  334 ",新興分局
XX1424," 新興區",蕉園里,高雄市新興區林森一路158巷25號,"22.629992,120.305466",1,"  102 ",新興分局
QJ0623," 前金區",民生里,高雄市前金區自強二路188號,"22.628159,120.294389",1,"  164 ",新興分局
XX1425," 新興區",成功里,高雄市新興區忠孝一路320巷11之2號,"22.631573,120.306843",1,"  125 ",新興分局
QJ0624," 前金區",文東里,高雄市前金區仁義街281號,"22.621794,120.300408",2,"  497 ",新興分局
XX1426," 新興區",玉衡里,高雄市新興區五福二路218號,"22.624607356392044, 120.30359671567332",1,"  2,340 ",新興分局
XX1427," 新興區",德生里,高雄市新興區復興二路356號,"22.626919,120.308158",1,"  313 ",新興分局
XX1428," 新興區",黎明里,高雄市新興區七賢一路467之1號,"22.63417,120.304225",1,"  596 ",新興分局
XX1429," 新興區",永寧里,高雄市新興區五福二路166號,"22.625086,120.306304",1,"  204 ",新興分局
XX1430," 新興區",德望里,高雄市新興區中正三路25號,"22.630502,120.309897",4,"  3,462 ",新興分局
XX1431," 新興區",文昌里,高雄市新興區中正二路222號,"22.630821,120.314925",3,"  671 ",新興分局
XX1432," 新興區",興昌里,高雄市新興區信守街172號,"22.631739,120.311961",2,"  384 ",新興分局
QJ0625," 前金區",青山里,高雄市前金區新盛二街87號,"22.628812,120.296995",1,"  275 ",新興分局
XX1433," 新興區",興昌里,高雄市新興區七賢一路178號,"22.634114,120.3118",2,"  293 ",新興分局
XX1434," 新興區",開平里,高雄市新興區錦田路142號,"22.635977864630142, 120.31095134603319",1,"  267 ",新興分局
XX1435," 新興區",開平里,高雄市新興區洛陽街66號,"22.634419,120.309379",4,"  3,184 ",新興分局
XX1436," 新興區",開平里,高雄市新興區興邦路88號,"22.636212,120.310053",2,"  1,246 ",新興分局
QJ0626," 前金區",博孝里,高雄市前金區河東路10號,"22.621932,120.291107",3,"  562 ",新興分局
XX1437," 新興區",中東里,高雄市新興區六合一路90之1號,"22.632717,120.308623",1,"  235 ",新興分局
XX1438," 新興區",德望里,高雄市新興區達仁街89號,"22.629937,120.308764",2,"  302 ",新興分局
XX1440," 新興區",德望里,高雄市新興區復興一路10號,"22.628378,120.308126",3,"  1,019 ",新興分局
XX1441," 新興區",浩然里,高雄市新興區五福二路3號,"22.625236778324307, 120.30877633099703",2,"  2,171 ",新興分局
XX1442," 新興區",德政里,高雄市新興區忠孝一路262號,"22.630006,120.306102",1,"  904 ",新興分局
QJ0628," 前金區",青山里,高雄市前金區中正四路111號,"22.629584,120.297327",4,"  1,375 ",新興分局
XX1443," 新興區",蕉園里,高雄市新興區球庭路46號之1,"22.63046879,120.305226225019",2,"  405 ",新興分局
QJ0629," 前金區",草江里,高雄市前金區新盛一街57號,"22.631921,120.295807",2,"  525 ",新興分局
XX1444," 新興區",文昌里,高雄市新興區民族二路38號,"22.631699,120.313674",5,"  2,470 ",新興分局
XX1445," 新興區",興昌里,高雄市新興區中東街201號,"22.632912,120.31274",2,"  288 ",新興分局
XX1446," 新興區",華聲里,高雄市新興區林森一路134號,"22.628775,120.304621",1,"  114 ",新興分局
XX1447," 新興區",榮治里,高雄市新興區民生二路36號,"22.627775,120.300338",7,"  1,403 ",新興分局
QJ0630," 前金區",社東里,高雄市前金區民生二路129號,"22.624887,120.295202",4,"  1,018 ",新興分局
XX1448," 新興區",德生里,高雄市新興區五福一路140號,"22.627108,120.312406",5,"  2,653 ",新興分局
XX1449," 新興區",長驛里,高雄市新興區民主路59號之1,"22.63275259,120.299152125019",2,"  800 ",新興分局
QJ0631," 前金區",新生里,高雄市前金區河南二路167號,"22.633375,120.290544",3,"  1,704 ",新興分局
XX1450," 新興區",德望里,高雄市新興區黃海街188號,"22.629895,120.30932",1,"  133 ",新興分局
XX1451," 新興區",仁聲里,高雄市新興區復興一路1號,"22.627923863031857, 120.30780005452634",2,"  240 ",新興分局
XX1452," 新興區",浩然里,高雄市新興區復興二路286號,"22.623833,120.309111",1,"  565 ",新興分局
XX1453," 新興區",長驛里,高雄市新興區明星街71號,"22.633402,120.299007",1,"  461 ",新興分局
XX1454," 新興區",成功里,高雄市新興區忠孝一路322號,"22.631808,120.306444",2,"  937 ",新興分局
XX1455," 新興區",仁聲里,高雄市新興區中正三路69號,"22.630776,120.307677",3,"  717 ",新興分局
QJ0632," 前金區",東金里,高雄市前金區東金里永恆街12號之1,"22.62981278,120.294281196182",1,"  301 ",新興分局
QJ0633," 前金區",榮復里,高雄市前金區允文街51號,"22.619233,120.297355",2,"  469 ",新興分局
XX1456," 新興區",新江里,高雄市新興區南華路196號,"22.635601,120.303199",2,"  290 ",新興分局
QJ0634," 前金區",博孝里,高雄市前金區市中一路15號之1,"22.621383,120.291538",1,"  451 ",新興分局
XX1457," 新興區",開平里,高雄市新興區八德一路125號,"22.635235,120.309912",1,"  324 ",新興分局
QJ0635," 前金區",林投里,高雄市前金區前金二街30號,"22.627642,120.293492",1,"  4,299 ",新興分局
XX1458," 新興區",玉衡里,高雄市新興區五福二路262號,"22.623557,120.301689",2,"  2,160 ",新興分局
QJ0636," 前金區",社西里,高雄市前金區市中一路105號,"22.623436,120.291962",1,"  199 ",新興分局
QJ0637," 前金區",青山里,高雄市前金區新盛二街86號,"22.629061,120.297127",3,"  2,844 ",新興分局
QJ0638," 前金區",長城里,高雄市前金區六合二路121號,"22.631143,120.297026",1,"  478 ",新興分局
QJ0639," 前金區",國民里,高雄市前金區市中一路166號,"22.625425,120.29191",1,"  239 ",新興分局
QJ0640," 前金區",新生里,高雄市前金區河南二路150號,"22.63381,120.291338",2,"  1,779 ",新興分局
QJ0641," 前金區",新生里,高雄市前金區鼎盛街88號,"22.632408,120.289724",2,"  1,878 ",新興分局
QJ0643," 前金區",榮復里,高雄市前金區五福三路68號,"22.621817,120.296407",3,"  915 ",新興分局
QJ0644," 前金區",新生里,高雄市前金區市中一路268號,"22.631875,120.289097",2,"  1,203 ",新興分局
XX1459," 新興區",愛平里,高雄市新興區興華路67號,"22.632051,120.303597",2,"  2,799 ",新興分局
QJ0646," 前金區",復元里,高雄市前金區中華三路65號,"22.625409,120.297155",3,"  701 ",新興分局
XX1461," 新興區",德望里,高雄市新興區黃海街171號,"22.629615,120.309648",1,"  201 ",新興分局
QJ0649," 前金區",民生里,高雄市前金區文武二街200號,"22.628216,120.295537",2,"  673 ",新興分局
QJ0651," 前金區",新生里,高雄市前金區新生里市中一路232號,"22.63045,120.289614",2,"  1,082 ",新興分局
XX1462," 新興區",興昌里,高雄市新興區中正三路32號,"22.631232,120.310909",1,"  1,376 ",新興分局
QJ0652," 前金區",長生里,高雄市前金區自強二路50巷12號,"22.623532,120.296544",3,"  1,980 ",新興分局
QJ0653," 前金區",文西里,高雄市前金區五福三路57號,"22.621649,120.298278",6,"  2,579 ",新興分局
XX1463," 新興區",振成里,高雄市新興區林森一路41號,"22.623968,120.304993",4,"  531 ",新興分局
QJ0654," 前金區",東金里,高雄市前金區旺盛街28號,"22.631732,120.293319",2,"  878 ",新興分局
QJ0655," 前金區",長城里,高雄市前金區新盛一街28號,"22.630707,120.296505",3,"  1,888 ",新興分局
QJ0656," 前金區",文東里,高雄市前金區仁義街293號,"22.622112,120.300295",2,"  408 ",新興分局
XX1467," 新興區",開平里,高雄市新興區興邦路62號,"22.636277,120.310587",1,"  413 ",新興分局
XX1468," 新興區",南港里,高雄市新興區七賢一路420號,"22.634512,120.306079",1,"  610 ",新興分局
XX1469," 新興區",開平里,高雄市新興區同心路25號,"22.634518,120.312175",3,"  2,118 ",新興分局
XX1470," 新興區",新江里,高雄市新興區七賢一路510號,"22.634688,120.30331",4,"  823 ",新興分局
QJ0658," 前金區",後金里,高雄市前金區成功一路428號,"22.628678,120.292312",2,"  1,687 ",新興分局
XX1471," 新興區",黎明里,高雄市新興區林森一路237號,"22.634043,120.304658",2,"  285 ",新興分局
QJ0660," 前金區",國民里,高雄市前金區民生二路200號,"22.624471,120.291555",5,"  2,382 ",新興分局
QJ0662," 前金區",長城里,高雄市前金區中正四路100號,"22.630474,120.298292",1,"  532 ",新興分局
QJ0663," 前金區",復元里,高雄市前金區文武二街138號,"22.626705,120.296221",2,"  590 ",新興分局
QJ0665," 前金區",新生里,高雄市前金區七賢二路289號,"22.631409,120.29118",4,"  692 ",新興分局
XX1472," 新興區",成功里,高雄市新興區忠孝一路271號,"22.631837,120.30597",3,"  465 ",新興分局
XX1475," 新興區",振華里,高雄市新興區民享街109號,"22.621604,120.304522",2,"  589 ",新興分局
XX1477," 新興區",永寧里,高雄市新興區五福二路136號,"22.625304,120.306918",5,"  765 ",新興分局
XX1482," 新興區",東坡里,高雄市新興區球庭路68號,"22.63054,120.30394",2,"  341 ",新興分局
QJ0670," 前金區",新生里,高雄市前金區七賢二路288號,"22.631985,120.291702",3,"  554 ",新興分局
QJ0673," 前金區",文西里,高雄市前金區文西里光明街1號,"22.621065,120.2979",2,"  175 ",新興分局
QJ0675," 前金區",社東里,高雄市前金區社東里自強二路51號,"22.623415,120.295872",3,"  627 ",新興分局
XX1484," 新興區",建華里,高雄市新興區建興里八德二路70號,"22.635992,120.298548",3,"  750 ",新興分局
XX1485," 新興區",德生里,高雄市新興區德生里復興街22號,"22.626801,120.309173",2,"  905 ",新興分局
QJ0679," 前金區",長興里,高雄市前金區六合二路147號,"22.630851,120.296075",4,"  1,205 ",新興分局
XX1487," 新興區",文昌里,高雄市新興區民族二路72號,"22.632757,120.31391",6,"  2,159 ",新興分局
QJ0680," 前金區",長生里,高雄市前金區長生街8號,"22.622751,120.29709",5,"  631 ",新興分局
QJ0681," 前金區",新生里,高雄市前金區自強一路83巷21號,"22.631504,120.292219",3,"  670 ",新興分局
XX1488," 新興區",華聲里,高雄市新興區新興路41號,"22.628029,120.304873",1,"  383 ",新興分局
QJ0684," 前金區",榮復里,高雄市前金區青年二路150號,"22.618525,120.297109",3,"  371 ",新興分局
XX1489," 新興區",新江里,高雄市新興區中山一路280號,"22.635427,120.302646",4,"  647 ",新興分局
QJ0685," 前金區",民生里,高雄市前金區中華三路103號,"22.628412,120.295991",3,"  546 ",新興分局
XX1493," 新興區",德生里,高雄市新興區光華一路383號,"22.627908,120.313811",1,"  11 ",新興分局
XX1494," 新興區",成功里,高雄市新興區復興一路89號之1,"22.63194139,120.308115396182",3,"  1,115 ",新興分局
QJ0688," 前金區",青山里,高雄市前金區中華三路106號,"22.62876,120.296368",7,"  1,094 ",新興分局
QJ0689," 前金區",新生里,高雄市前金區旺盛街46號,"22.631436,120.292467",3,"  670 ",新興分局
XX1497," 新興區",南港里,高雄市新興區林森一路252號,"22.635369,120.305148",3,"  617 ",新興分局
XX1500," 新興區",秋山里,高雄市新興區七賢二路39號,"22.634484,120.30029",3,"  494 ",新興分局
XX1503," 新興區",明莊里,高雄市新興區自立二路86號,"22.631347,120.299",5,"  787 ",新興分局
XX1508," 新興區",浩然里,高雄市新興區復興二路161號之1,"22.62477129,120.308380796182",3,"  579 ",新興分局
QJ0692," 前金區",東金里,高雄市前金區東金里六合二路161號,"22.630428,120.294787",3,"  524 ",新興分局
QJ0695," 前金區",新生里,高雄市前金區新生里七賢二路358號,"22.631464,120.289903",3,"  347 ",新興分局
QJ0698," 前金區",新生里,高雄市前金區七賢二路397號,"22.630355,120.287997",3,"  553 ",新興分局
XX1511," 新興區",玉衡里,高雄市新興區玉衡里民生一路345號之1,"22.62697689,120.303681367346",3,"  778 ",新興分局
XX1514," 新興區",秋山里,高雄市新興區七賢二路57號,"22.634371,120.299957",5,"  784 ",新興分局
QJ0701," 前金區",林投里,高雄市前金區成功一路412號,"22.62732,120.292716",4,"  2,491 ",新興分局
QJ0705," 前金區",長興里," 高雄市前金區新盛一街21號","22.630507,120.296361",3,"  2,076 ",新興分局
QJ0706," 前金區",青山里," 高雄市前金區大同一路270號","22.62796,120.297203",5,"  5,648 ",新興分局
QJ0707," 前金區",青山里," 高雄市前金區自立二路35號","22.629619,120.299443",3,"  395 ",新興分局
QJ0708," 前金區",長生里," 高雄市前金區五福三路38號","22.622228,120.297655",1,"  374 ",新興分局
QJ0704," 前金區",新生里," 高雄市前金區旺盛街126號","22.630721,120.290443",3,"  2,775 ",新興分局
QJ0709," 前金區",文西里," 高雄市前金區光明街2號","22.621279,120.297907",4,"  2,121 ",新興分局
XX1519," 新興區",愛平里," 高雄市新興區愛平里六合一路129號","22.632705,120.304103",2,"  378 ",新興分局
XX1521," 新興區",新江里," 高雄市新興區中山一路306號","22.63622,120.302701",2,"  186 ",新興分局
XX1522," 新興區",順昌里," 高雄市新興區七賢一路1號","22.633417,120.316619",3,"  383 ",新興分局
XX1525," 新興區",玉衡里," 高雄市新興區玉衡里中山一路14之26號","22.626411,120.302057",2,"  240 ",新興分局
XX1527," 新興區",漢民里," 高雄市新興區民生一路362號","22.627689,120.303095",5,"  4,848 ",新興分局
XX1528," 新興區",順昌里," 高雄市新興區七賢一路121號","22.63360709,120.314088196183",7,"  615 ",新興分局
XX1529," 新興區",文昌里," 高雄市新興區中正二路196號","22.630742,120.315856",6,"  654 ",新興分局
XX1530," 新興區",南港里," 高雄市新興區八德一路210號","22.635731,120.307818",4,"  2,151 ",新興分局
XX1531," 新興區",成功里," 高雄市新興區忠孝一路255號","22.631510803731317, 120.30595696472761",2,"  106 ",新興分局
XX1532," 新興區",仁聲里," 高雄市新興區仁愛一街86號","22.630254432726503, 120.30735736541715",2,"  726 ",新興分局
QJ0710," 前金區",民生里," 高雄市前金區中正四路169號","22.628924913051424, 120.29527677312788",4,"  3,179 ",新興分局
QJ0711," 前金區",長生里," 高雄市前金區光復三街39號","22.624447650660898, 120.29621124567886",4,"  2,575 ",新興分局
XX1533," 新興區",文昌里," 高雄市新興區中正二路186號","22.630605648770487, 120.31638524620593",3,"  1,091 ",新興分局
QJ0712," 前金區",三川里," 高雄市前金區七賢二路148號","22.633818428349613, 120.2971654723852",6,"  7,845 ",新興分局
QJ0713," 前金區",草江里," 高雄市前金區瑞源路101號暨六合二路98～112等號","22.631575606558624, 120.29723293984028",6,"  10,290 ",新興分局
QJ0714," 前金區",復元里," 高雄市前金區民生二路88號","22.625811423601828, 120.29601467085098",6,"  8,918 ",新興分局
QJ0715," 前金區",長生里," 高雄市前金區光復二街17號","22.623844604951184, 120.29653203280877",3,"  2,830 ",新興分局
QJ0716," 前金區",社西里," 高雄市前金區市中一路100號","22.623190052867802, 120.29272092717767",3,"  4,090 ",新興分局
QJ0717," 前金區",草江里," 高雄市前金區七賢二路193-10號","22.632782082285974, 120.29499250643445",4,"  1,480 ",新興分局
XX1534," 新興區",永寧里," 高雄市新興區復興二路215號","22.626376223473827, 120.30775866658372",4,"  2,258 ",新興分局
QJ0718," 前金區",草江里," 高雄市前金區新盛二街89號","22.628908082269653, 120.29700619772792",3,"  1,522 ",新興分局
XX1535," 新興區",東坡里," 高雄市新興區中山一路56號","22.62972258228875, 120.30204346758121",2,"  258 ",新興分局
XX1536," 新興區",文昌里," 高雄市新興區六合路182號","22.63224708250846, 120.31429326889284",6,"  7,799 ",新興分局
QJ0719," 新興區",新生里," 高雄市前金區成功一路551巷5號","22.632716379363146, 120.28913083857164",1,"  273 ",新興分局
XX1537," 新興區",大明里," 高雄市新興區自立二路16號","22.629247128019063, 120.29978326720179"," 1、2","  798 ",新興分局
YH0392,鹽埕區,教仁里,高雄市鹽埕區建國四路197號,"22.626888,120.280824","  1 ",101,鹽埕分局
YH0393,鹽埕區,教仁里,高雄市鹽埕區新樂街245號,"22.626344,120.280081","  1 ",322,鹽埕分局
YH0402,鹽埕區,港都里,高雄市鹽埕區瀨南街43號,"22.622112,120.280919","  1 ",164,鹽埕分局
YH0406,鹽埕區,江西里,高雄市鹽埕區建國四路145號,"22.625087,120.279821","  1 ",125,鹽埕分局
YH0410,鹽埕區,教仁里,高雄市鹽埕區大安街115號,"22.625971,120.279559","  1 ",275,鹽埕分局
YH0411,鹽埕區,教仁里,高雄市鹽埕區建國四路175號,"22.62612,120.280423","  2 ",471,鹽埕分局
YH0413,鹽埕區,中山里,高雄市鹽埕區中山里五福四路307號,"22.625357,120.279463","  1 ",233,鹽埕分局
YH0416,鹽埕區,江南里,高雄市鹽埕區瀨南街30號,"22.621534,120.28088","  1 ",211,鹽埕分局
YH0418,鹽埕區,江西里,高雄市鹽埕區五福四路295號,"22.62516,120.279923","  1 ",132,鹽埕分局
YH0420,鹽埕區,新樂里,高雄市鹽埕區瀨南街166之2號,"22.625816,120.283208","  2 ",246,鹽埕分局
YH0421,鹽埕區,瀨南里,高雄市鹽埕區富野路25號,"22.627451,120.285352","  1 ",199,鹽埕分局
YH0423,鹽埕區,港都里,高雄市鹽埕區必忠街225號,"22.623306,120.281336","  1 ",180,鹽埕分局
YH0427,鹽埕區,港都里,高雄市鹽埕區必忠街248號,"22.623989,120.280366","  1 ",190,鹽埕分局
YH0428,鹽埕區,港都里,高雄市鹽埕區必忠街247號,"22.62378,120.280409","  1 ",104,鹽埕分局
YH0430,鹽埕區,港都里,高雄市鹽埕區新興街40號,"22.624233,120.280591","  1 ",427,鹽埕分局
YH0431,鹽埕區,教仁里,高雄市鹽埕區新興街73號之1,"22.625743,120.281065","  1 ",325,鹽埕分局
YH0433,鹽埕區,中山里,高雄市鹽埕區大仁路196號,"22.62702,120.2818","  1 ",260,鹽埕分局
YH0435,鹽埕區,新樂里,高雄市鹽埕區大勇路85號,"22.624374,120.283951","  1 ",784,鹽埕分局
YH0438,鹽埕區,新樂里,高雄市鹽埕區五福四路178號,"22.623857,120.283627","  2 ",913,鹽埕分局
YH0441,鹽埕區,江南里,高雄市鹽埕區堀江街31號之1,"22.62176212,120.28175926674","  1 ",483,鹽埕分局
YH0442,鹽埕區,新樂里,高雄市鹽埕區鹽埕街10號,"22.624424,120.283184","  1 ",716,鹽埕分局
YH0443,鹽埕區,港都里,高雄市鹽埕區七賢三路60號,"22.623168,120.280842","  1 ",428,鹽埕分局
YH0444,鹽埕區,中原里,高雄市鹽埕區七賢三路196號,"22.628122,120.283404","  1 ",327,鹽埕分局
YH0446,鹽埕區,新樂里,高雄市鹽埕區鹽埕街5號之1,"22.624134,120.283443","  1 ",203,鹽埕分局
YH0450,鹽埕區,新豐里,高雄市鹽埕區新興街6號,"22.621751,120.279137"," 1、2",1698,鹽埕分局
YH0452,鹽埕區,新豐里,高雄市鹽埕區新興街2號,"22.62125,120.278885"," 1、2",3284,鹽埕分局
YH0461,鹽埕區,港都里,高雄市鹽埕區七賢三路58號,"22.623076,120.280789","  1 ",107,鹽埕分局
YH0462,鹽埕區,中原里,高雄市鹽埕區七賢三路128號,"22.62604,120.282265","  1 ",288,鹽埕分局
YH0394,鹽埕區,南端里,高雄市鹽埕區公園二路95之1號,"22.62036,120.284863","  1 ",29,鹽埕分局
YH0395,鹽埕區,育仁里,高雄市鹽埕區大智路122號,"22.622913,120.286475","  1 ",226,鹽埕分局
YH0399,鹽埕區,河濱里,高雄市鹽埕區必忠街186號,"22.62245068,120.283574485347","  1 ",1715,鹽埕分局
YH0401,鹽埕區,光明里,高雄市鹽埕區大勇路106號,"22.624783,120.284744","  3 ",599,鹽埕分局
YH0403,鹽埕區,沙地里,高雄市鹽埕區必忠街39號之1,"22.62017613,120.287894469657","  2 ",1219,鹽埕分局
YH0408,鹽埕區,河濱里,高雄市鹽埕區五福四路111號,"22.622636,120.284983","  3 ",475,鹽埕分局
YH0409,鹽埕區,光明里,高雄市鹽埕區光榮街72號之1,"22.623398,120.285681","  1 ",244,鹽埕分局
YH0419,鹽埕區,光明里,高雄市鹽埕區大仁路1號,"22.624314,120.286765","  1 ",260,鹽埕分局
YH0422,鹽埕區,光明里,高雄市鹽埕區莒光街213號,"22.624732,120.285189","  1 ",187,鹽埕分局
YH0432,鹽埕區,光明里,高雄市鹽埕區莒光街159號,"22.623519,120.284563","  1 ",685,鹽埕分局
YH0436,鹽埕區,光明里,高雄市鹽埕區大仁路6號,"22.62467,120.286753","  2 ",2043,鹽埕分局
YH0439,鹽埕區,育仁里,高雄市鹽埕區五福四路16號,"22.621252,120.288702","  1 ",196,鹽埕分局
