電腦編號,建築物名稱,縣(市),鄉鎮市區,村里別,緯度,經度,避難樓層,防空避難設備面積,是否兼作停車空間,容量,類別,依建築物類型分類,依容納人數分類,進出口2處(含)以上,有發電機,有通風設備,有照明設備,轄管分局,建檔日期,最後修正日期,備註
G22-02-118,私人住宅,桃園市,龜山區,大華里,25.056207,121.363244,3.0,2045.0,V,1420.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G11-01-120,大樓,桃園市,龜山區,文化里,25.05738,121.365091,3.0,1135.0,V,788.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G10-01-121,大樓,桃園市,龜山區,文化里,25.055546,121.366649,2.0,431.0,V,299.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G11-02-122,大樓,桃園市,龜山區,文化里,25.056903,121.365568,2.0,1267.0,,1407.0,E3,E,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
G02-04-123,大樓,桃園市,龜山區,文化里,25.05786,121.366034,3.0,385.0,,427.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G02-05-124,大樓,桃園市,龜山區,文化里,25.057308,121.366287,1.0,1191.0,V,827.0,E2,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G11-03-125,大樓,桃園市,龜山區,文化里,25.056421,121.365119,1.0,348.0,V,241.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G22-03-126,私人住宅,桃園市,龜山區,大華里,25.055968,121.364351,1.0,788.0,V,547.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G22-04-127,"私人住宅 (透天社區)",桃園市,龜山區,大華里,25.055164,121.365082,2.0,990.0,V,687.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G19-01-128,私人住宅,桃園市,龜山區,大華里,25.051344,121.368972,1.0,387.0,V,268.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G16-01-129,"學校 (文華國小)",桃園市,龜山區,大華里,25.050172,121.364796,1.0,283.0,,314.0,C3,C,2.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
G22-04-130,私人住宅,桃園市,龜山區,大華里,25.054684,121.36623,2.0,958.0,V,665.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G23-03-132,私人住宅,桃園市,龜山區,大華里,25.052204,121.366779,2.0,590.0,V,409.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G28-01-133,私人住宅,桃園市,龜山區,大華里,25.053167,121.362778,2.0,572.81,V,397.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G17-01-134,私人住宅,桃園市,龜山區,大華里,25.051015,121.367762,1.0,316.11,V,219.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G18-01-135,私人住宅,桃園市,龜山區,大華里,25.049823,121.367348,1.0,425.93,V,295.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G16-02-136,私人住宅,桃園市,龜山區,大華里,25.050142,121.363391,1.0,703.4,V,488.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G22-06-137,私人住宅,桃園市,龜山區,大華里,25.054795,121.36436,4.0,592.0,,657.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G02-07-137,大樓,桃園市,龜山區,文化里,25.057755,121.367163,3.0,817.63,,908.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G30-63-115,大樓,桃園市,龜山區,文化里,25.05582,121.365608,2.0,611.2,,679.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G30-63-120,大樓,桃園市,龜山區,文化里,25.056258,121.367054,2.0,254.33,V,176.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G30-63-118,私人住宅,桃園市,龜山區,文化里,25.058507,121.367846,2.0,1104.82,,1227.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G30-63-119,大樓,桃園市,龜山區,文化里,25.055457,121.367279,1.0,638.0,,708.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G30-63-117,大樓,桃園市,龜山區,大華里,25.053679,121.362936,3.0,548.24,,609.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G30-63-116,私人住宅,桃園市,龜山區,大華里,25.052973,121.362688,1.0,446.98,,496.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G30-63-121,大樓,桃園市,龜山區,文化里,25.056736,121.371695,2.0,488.18,V,339.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G30-63-122,私人住宅,桃園市,龜山區,文化里,25.056594,121.37376,2.0,1776.0,V,1233.0,E3,E,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
G24-03-138,大樓,桃園市,龜山區,大華里,25.055436,121.363864,2.0,763.93,V,530.0,E3,E,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
G19-02-148,大樓,桃園市,龜山區,文化里,25.055821,121.373957,3.0,703.8,V,488.0,E2,E,2.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
G19-03-149,大樓,桃園市,龜山區,大華里,25.05139,121.364037,2.0,1049.01,V,728.0,E3,E,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
G19-04-150,大樓,桃園市,龜山區,文化里,25.054725,121.366719,2.0,782.57,V,543.0,E3,E,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
G19-05-151,大樓,桃園市,龜山區,大華里,25.054065,121.365643,2.0,764.87,V,531.0,E3,E,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
G19-07-153,大樓,桃園市,龜山區,文化里,25.058291,121.369932,2.0,1154.0,V,801.0,E3,E,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
G19-08-154,大樓,桃園市,龜山區,文化里,25.056603,121.369418,1.0,327.46,V,227.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G19-06-152,大樓,桃園市,龜山區,文化里,25.052349,121.37325,4.0,1102.34,V,765.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G19-08-155,私人民宅,桃園市,龜山區,大華里,25.052177,121.359764,2.0,901.94,V,626.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G19-08-156,大樓,桃園市,龜山區,文化里,25.047162,121.37976,2.0,530.24,V,368.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G19-08-157,私人民宅,桃園市,龜山區,大華里,25.050815,121.36205,1.0,184.9,V,128.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G19-08-171,私人民宅,桃園市,龜山區,大華里,25.049709,121.36789,2.0,617.39,V,428.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G19-08-173,私人民宅,桃園市,龜山區,文化里,25.054919,121.370792,1.0,723.51,V,502.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G19-08-174,私人民宅,桃園市,龜山區,大華里,25.050367,121.367218,1.0,305.13,V,211.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G19-08-176,大樓,桃園市,龜山區,大華里,25.05021,121.360798,2.0,6124.26,V,4252.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G19-08-175,大樓,桃園市,龜山區,文化里,25.054044,121.374027,2.0,918.02,V,637.0,F3,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G19-08-178,"工廠 (廣達)",桃園市,龜山區,文化里,25.049963,121.37337,4.0,2468.55,V,1714.0,F2,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G21-02-001,大樓,桃園市,龜山區,文化里,25.056117,121.37325,2.0,556.09,V,386.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G21-03-001,大樓,桃園市,龜山區,文化里,25.046014,121.378519,4.0,2916.66,,3240.0,E2,E,2.0,,,,,龜山分局,4/19/2023,12/31/2023,
G21-03-002,私人民宅,桃園市,龜山區,大華里,25.054026,121.363121,1.0,1052.44,V,730.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G22-01-003,"學校 (幼兒園)",桃園市,龜山區,文化里,25.058212,121.371661,1.0,388.08,,431.0,E3,E,3.0,,,,,龜山分局,4/19/2023,12/31/2023,
G22-01-005,私人住宅,桃園市,龜山區,文化里,25.056651,121.368945,1.0,7495.29,,8328.0,E3,E,3.0,,,,,龜山分局,4/19/2023,12/31/2023,
G22-01-007,大樓,桃園市,龜山區,文化里,25.062599,121.368381,4.0,4354.46,V,3023.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G22-01-008,大樓,桃園市,龜山區,文化里,25.04166,121.371395,3.0,1900.92,V,1320.0,E2,E,2.0,v,v,v,V,龜山分局,4/19/2023,12/31/2023,
G22-01-009,大樓,桃園市,龜山區,文化里,25.05409,121.376185,3.0,6698.39,V,4651.0,E2,E,2.0,v,v,v,v,龜山分局,11/5/2014,7/17/2023,
E22-02-096,大樓,桃園市,龜山區,樂善里,25.057433,121.381171,5.0,2501.88,V,1737.0,E2,E,2.0,v,v,v,v,龜山分局,1/24/2018,8/1/2023,
E22-02-097,大樓,桃園市,龜山區,樂善里,25.045482,121.386986,5.0,2465.22,V,1711.0,E2,E,2.0,v,v,v,v,龜山分局,9/19/2019,8/31/2023,
E22-02-098,大樓,桃園市,龜山區,樂善里,25.050051,121.38294,4.0,3333.68,V,2315.0,E2,E,2.0,v,v,v,v,龜山分局,1/9/2024,12/31/2024,
E22-02-099,大樓,桃園市,龜山區,樂善里,25.045912,121.396091,4.0,4988.52,V,3464.0,E2,E,2.0,v,v,v,v,龜山分局,1/9/2024,12/31/2024,
E22-02-100,大樓,桃園市,龜山區,樂善里,25.046372,121.390424,6.0,1853.03,V,1286.0,E2,E,2.0,v,v,v,v,龜山分局,1/9/2024,12/31/2024,
E22-02-101,大樓,桃園市,龜山區,樂善里,25.048734,121.382625,2.0,724.62,V,503.0,E2,E,2.0,v,v,v,v,龜山分局,11/23/2020,7/27/2023,
G20-01-002,大樓,桃園市,龜山區,大華里,25.050153,121.370121,3.0,1361.58,V,945.0,E3,E,3.0,v,v,v,v,龜山分局,12/8/2020,12/8/2020,
G22-01-011,大樓,桃園市,龜山區,文化里,25.057667,121.368853,4.0,2599.78,V,1805.0,E2,E,2.0,v,v,v,V,龜山分局,7/1/2021,9/6/2023,
G22-01-012,大樓,桃園市,龜山區,文化里,25.04466,121.374444,4.0,3680.14,V,2555.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2024,12/31/2024,
