類別,電腦編號,村里別,地址,地下層數層數,可容納人數,備註
防空洞,647.0,光前里,金門縣金沙鎮光前里蔡厝23號,1.0,12人,
防空洞,648.0,光前里,金門縣金沙鎮光前里蔡厝13號,1.0,12人,
防空洞,649.0,光前里,金門縣金沙鎮光前里蔡厝7號,1.0,12人,
防空洞,650.0,光前里,金門縣金沙鎮光前里蔡厝1號,1.0,5人,
防空洞,651.0,光前里,金門縣金沙鎮光前里后水頭10號,1.0,12人,
防空洞,652.0,光前里,金門縣金沙鎮光前里后水頭7號,1.0,12人,
防空洞,653.0,光前里,金門縣金沙鎮光前里后水頭6號,1.0,12人,
防空洞,654.0,光前里,金門縣金沙鎮光前里后水頭6號,1.0,12人,
防空洞,655.0,光前里,金門縣金沙鎮光前里后水頭2之1號,1.0,12人,
防空洞,656.0,光前里,金門縣金沙鎮光前里后水頭1號,1.0,12人,
防空洞,657.0,大洋里,金門縣金沙鎮大洋里東山31號,1.0,11人,
防空洞,658.0,大洋里,金門縣金沙鎮大洋里東山31號,1.0,11人,
防空洞,659.0,三山里,金門縣金沙鎮三山里山西8號,1.0,4人,
防空洞,660.0,三山里,金門縣金沙鎮山西41號,1.0,11人,
防空洞,661.0,三山里,金門縣金沙鎮山西43號,1.0,11人,
防空洞,662.0,三山里,金門縣金沙鎮山西52號,1.0,13人,
防空洞,663.0,三山里,金門縣金沙鎮山西57號,1.0,13人,
防空洞,664.0,三山里,金門縣金沙鎮三山里東山前15號,1.0,13人,
防空洞,665.0,三山里,金門縣金沙鎮三山里西山前10號,1.0,11人,
防空洞,666.0,三山里,金門縣金沙鎮三山里西山前18號,1.0,5人,
防空洞,667.0,三山里,金門縣金沙鎮西山前25號,1.0,10人,
防空洞,668.0,三山里,金門縣金沙鎮三山里碧山3號,1.0,5人,
防空洞,669.0,三山里,金門縣金沙鎮三山里碧山11號,1.0,10人,
防空洞,670.0,三山里,金門縣金沙鎮碧山19號,1.0,13人,
防空洞,671.0,三山里,金門縣金沙鎮碧山30號,1.0,4人,
防空洞,672.0,三山里,金門縣金沙鎮三山里碧山32號,1.0,13人,
防空洞,673.0,三山里,金門縣金沙鎮碧山45號,1.0,6人,
防空洞,674.0,三山里,金門縣金沙鎮三山里碧山54之1號,1.0,13人,
防空洞,675.0,三山里,金門縣金沙鎮碧山61號,1.0,1人,
防空洞,676.0,三山里,金門縣金沙鎮三山里碧山68號,1.0,13人,
防空洞,677.0,三山里,金門縣金沙鎮山后2號,1.0,10人,
防空洞,678.0,三山里,金門縣金沙鎮山后6號,1.0,10人,
防空洞,679.0,三山里,金門縣金沙鎮山后21號,1.0,6人,
防空洞,680.0,三山里,金門縣金沙鎮山后24號,1.0,10人,
防空洞,681.0,三山里,金門縣金沙鎮山后26號,1.0,10人,
防空洞,682.0,三山里,金門縣金沙鎮山后34號,1.0,5人,
防空洞,683.0,三山里,金門縣金沙鎮山后59號,1.0,6人,
防空洞,684.0,三山里,金門縣金沙鎮山后101號,1.0,4人,
防空洞,685.0,三山里,金門縣金沙鎮山后101號,1.0,4人,
防空洞,686.0,官嶼里,金門縣金沙鎮官澳1之2號,1.0,15人,
防空洞,687.0,官嶼里,金門縣金沙鎮官嶼里官澳40號,1.0,18人,
防空洞,688.0,官嶼里,金門縣金沙鎮官嶼里官澳29號,1.0,8人,
防空洞,689.0,官嶼里,金門縣金沙鎮官嶼里官澳54號,1.0,13人,
防空洞,690.0,官嶼里,金門縣金沙鎮官嶼里官澳12號,1.0,8人,
防空洞,691.0,官嶼里,金門縣金沙鎮官嶼里官澳12號,1.0,8人,
防空洞,692.0,官嶼里,金門縣金沙鎮官嶼里官澳118號,1.0,8人,
防空洞,693.0,官嶼里,金門縣金沙鎮官嶼里官澳21號,1.0,5人,
防空洞,694.0,官嶼里,金門縣金沙鎮官嶼里官澳28號,1.0,5人,
防空洞,695.0,官嶼里,金門縣金沙鎮官澳68之1號,1.0,15人,
防空洞,696.0,官嶼里,金門縣金沙鎮官澳51之1號,1.0,17人,
防空洞,697.0,官嶼里,金門縣金沙鎮官澳51之1號,1.0,17人,
防空洞,698.0,官嶼里,金門縣金沙鎮官澳45之1號,1.0,8人,
防空洞,699.0,官嶼里,金門縣金沙鎮官嶼里官澳47號,1.0,8人,
防空洞,700.0,官嶼里,金門縣金沙鎮官嶼里官澳33號,1.0,8人,
防空洞,701.0,官嶼里,金門縣金沙鎮官嶼里官澳50號,1.0,13人,
防空洞,702.0,官嶼里,金門縣金沙鎮官嶼里官澳85號,1.0,8人,
防空洞,703.0,官嶼里,金門縣金沙鎮官嶼里官澳75號,1.0,13人,
防空洞,704.0,官嶼里,金門縣金沙鎮青嶼40號,1.0,18人,
防空洞,705.0,官嶼里,金門縣金沙鎮青嶼29號,1.0,17人,
防空洞,706.0,官嶼里,金門縣金沙鎮官嶼里青嶼27號,1.0,13人,
防空洞,707.0,官嶼里,金門縣金沙鎮官嶼里青嶼34號,1.0,13人,
防空洞,708.0,官嶼里,金門縣金沙鎮青嶼40號,1.0,13人,
防空洞,709.0,官嶼里,金門縣金沙鎮官嶼里青嶼46號,1.0,13人,
防空洞,710.0,官嶼里,金門縣金沙鎮官嶼里青嶼59號,1.0,10人,
防空洞,711.0,官嶼里,金門縣金沙鎮塘頭34之7號,1.0,8人,
防空洞,712.0,西園里,"24.510007468250553, 118.40457215936021",1.0,13人,金門縣金沙鎮西園21號
防空洞,713.0,西園里,金門縣金沙鎮西園63號,1.0,20人,
防空洞,714.0,西園里,金門縣金沙鎮西園里西園105號,1.0,4人,
防空洞,715.0,西園里,金門縣金沙鎮后珩1號,1.0,7人,
防空洞,716.0,西園里,金門縣金沙鎮后珩5號,1.0,7人,
防空洞,717.0,西園里,金門縣金沙鎮后珩6號,1.0,7人,
防空洞,718.0,西園里,金門縣金沙鎮西園里浯坑1號,1.0,4人,
防空洞,719.0,西園里,金門縣金沙鎮西園里浯坑1之1號,1.0,7人,
防空洞,720.0,西園里,金門縣金沙鎮浯坑1之2號,1.0,7人,
防空洞,721.0,西園里,金門縣金沙鎮浯坑1之3號,1.0,7人,
防空洞,722.0,西園里,金門縣金沙鎮西園里浯坑2號,1.0,7人,
防空洞,723.0,西園里,金門縣金沙鎮西園里浯坑21號,1.0,5人,
防空洞,724.0,西園里,金門縣金沙鎮浯坑33號,1.0,5人,
防空洞,725.0,西園里,金門縣金沙鎮浯坑33號,1.0,7人,
防空洞,726.0,西園里,金門縣金沙鎮西園里浯坑39號,1.0,7人,
防空洞,727.0,西園里,金門縣金沙鎮田墩11之1號,1.0,8人,
防空洞,728.0,西園里,金門縣金沙鎮田墩11之2號,1.0,7人,
防空洞,729.0,西園里,金門縣金沙鎮田墩11之3號,1.0,7人,
防空洞,730.0,何斗里,金門縣金沙鎮斗門1號,1.0,11人,
防空洞,731.0,何斗里,金門縣金沙鎮何斗里斗門2號,1.0,5人,
防空洞,732.0,何斗里,金門縣金沙鎮何斗里斗門3號,1.0,4人,
防空洞,733.0,何斗里,金門縣金沙鎮何斗里斗門7之2號,1.0,11人,
防空洞,734.0,何斗里,金門縣金沙鎮何斗里斗門14號,1.0,11人,
防空洞,735.0,何斗里,金門縣金沙鎮何斗里斗門16號,1.0,11人,
防空洞,736.0,何斗里,金門縣金沙鎮何斗里斗門20號,1.0,11人,
防空洞,737.0,何斗里,金門縣金沙鎮何斗里斗門33號,1.0,11人,
防空洞,738.0,何斗里,金門縣金沙鎮何斗里斗門45號,1.0,11人,
防空洞,739.0,何斗里,金門縣金沙鎮何斗里斗門47號,1.0,11人,
防空洞,740.0,何斗里,金門縣金沙鎮何斗里斗門47號,1.0,11人,
防空洞,741.0,何斗里,金門縣金沙鎮何斗里斗門48號,1.0,5人,
防空洞,742.0,何斗里,金門縣金沙鎮何斗里斗門66號,1.0,4人,
防空洞,743.0,何斗里,金門縣金沙鎮何斗里斗門66號,1.0,4人,
防空洞,744.0,何斗里,金門縣金沙鎮何斗里斗門66號,1.0,5人,
防空洞,745.0,何斗里,金門縣金沙鎮何斗里斗門66之1號,1.0,11人,
防空洞,746.0,何斗里,金門縣金沙鎮何斗里斗門66之1號,1.0,11人,
防空洞,747.0,何斗里,金門縣金沙鎮何斗里斗門77號,1.0,11人,
防空洞,748.0,何斗里,金門縣金沙鎮何斗里斗門80號,1.0,4人,
防空洞,749.0,何斗里,金門縣金沙鎮斗門81號,1.0,27人,
防空洞,750.0,何斗里,金門縣金沙鎮何厝8號,1.0,5人,
防空洞,751.0,何斗里,金門縣金沙鎮何厝8號,1.0,20人,
防空洞,752.0,何斗里,金門縣金沙鎮何厝8號,1.0,5人,
防空洞,753.0,何斗里,金門縣金沙鎮何斗里何厝10號,1.0,27人,
防空洞,754.0,何斗里,金門縣金沙鎮何厝21之1號,1.0,5人,
防空洞,755.0,何斗里,金門縣金沙鎮何厝25號,1.0,5人,
防空洞,756.0,何斗里,金門縣金沙鎮何厝28號,1.0,14人,
防空洞,757.0,何斗里,金門縣金沙鎮何厝31之1號,1.0,11人,
防空洞,758.0,何斗里,金門縣金沙鎮何斗里何厝40號,1.0,11人,
防空洞,759.0,何斗里,金門縣金沙鎮何厝44之1號,1.0,5人,
防空洞,760.0,何斗里,金門縣金沙鎮何厝44之2號,1.0,5人,
防空洞,761.0,何斗里,金門縣金沙鎮何厝45之2號,1.0,20人,
防空洞,762.0,何斗里,金門縣金沙鎮何厝46號,1.0,16人,
防空洞,763.0,何斗里,金門縣金沙鎮何厝46號,1.0,11人,
防空洞,764.0,何斗里,金門縣金沙鎮何厝51號,1.0,11人,
防空洞,765.0,何斗里,金門縣金沙鎮何斗里高坑3之1號,1.0,5人,
防空洞,766.0,何斗里,金門縣金沙鎮何斗里高坑9號,1.0,11人,
防空洞,767.0,何斗里,金門縣金沙鎮何斗里高坑30號,1.0,11人,
防空洞,768.0,何斗里,金門縣金沙鎮何斗里中蘭29號,1.0,11人,
防空洞,769.0,何斗里,金門縣金沙鎮何斗里中蘭35號,1.0,11人,
防空洞,770.0,何斗里,金門縣金沙鎮何斗里中蘭38之1號,1.0,11人,
防空洞,771.0,何斗里,金門縣金沙鎮何斗里中蘭43號,1.0,11人,
防空洞,772.0,何斗里,金門縣金沙鎮何斗里中蘭43之1號,1.0,11人,
防空洞,773.0,何斗里,金門縣金沙鎮何斗里中蘭44號,1.0,11人,
防空洞,774.0,浦山里,金門縣金沙鎮洋山31號,1.0,10人,
防空洞,775.0,浦山里,金門縣金沙鎮洋山24號,1.0,16人,
防空洞,776.0,浦山里,金門縣金沙鎮洋山3號,1.0,10人,
防空洞,777.0,浦山里,金門縣金沙鎮洋山30號,1.0,4人,
防空洞,778.0,浦山里,金門縣金沙鎮洋山30之1號,1.0,10人,
防空洞,779.0,浦山里,金門縣金沙鎮洋山48號,1.0,10人,
防空洞,780.0,浦山里,金門縣金沙鎮洋山50之1號,1.0,6人,
防空洞,781.0,浦山里,金門縣金沙鎮洋山61號,1.0,6人,
防空洞,782.0,浦山里,金門縣金沙鎮浦山里呂厝16號,1.0,18人,
防空洞,783.0,浦山里,金門縣金沙鎮呂厝9號,1.0,16人,
防空洞,784.0,浦山里,金門縣金沙鎮浦山里呂厝11號,1.0,10人,
防空洞,785.0,浦山里,金門縣金沙鎮浦山里后宅1號,1.0,10人,
防空洞,786.0,浦山里,金門縣金沙鎮浦山里后宅5號,1.0,10人,
防空洞,787.0,浦山里,金門縣金沙鎮浦山里后宅7號,1.0,10人,
防空洞,788.0,浦山里,金門縣金沙鎮浦山里浦邊9號,1.0,4人,
防空洞,789.0,浦山里,金門縣金沙鎮浦山里浦邊7號,1.0,20人,
防空洞,790.0,浦山里,金門縣金沙鎮浦山里浦邊1號,1.0,6人,
防空洞,791.0,浦山里,金門縣金沙鎮浦山里浦邊2號,1.0,9人,
防空洞,792.0,浦山里,金門縣金沙鎮浦山里浦邊1之1號,1.0,12人,
防空洞,793.0,浦山里,金門縣金沙鎮浦山里浦邊104號,1.0,8人,
防空洞,794.0,浦山里,金門縣金沙鎮浦山里劉澳20號,1.0,5人,
防空洞,795.0,浦山里,金門縣金沙鎮浦山里下塘頭5號,1.0,11人,
公寓,488.0,蓮庵里,"24.42944222677173, 118.44990142722473",1.0,13人,金門縣金湖鎮蓮庵里西埔1號
述美國小,796.0,西園里,金門縣金沙鎮沙青路999號,1.0,256人,
公寓,797.0,新湖里,金門縣金湖鎮新湖里市港路162號,1.0,242人,
公寓,798.0,新湖里,金門縣金湖鎮新湖里市港三路137號,1.0,429人,
公寓,799.0,新湖里,金門縣金湖鎮新湖里市港三路145號,1.0,960人,
公寓,800.0,新湖里,金門縣金湖鎮新湖里市港三路156號,1.0,1082人,
公寓,801.0,新湖里,金門縣金湖鎮新湖里市港三路163號,1.0,693人,
公寓,802.0,新湖里,金門縣金湖鎮新湖里市港三路231號,2.0,3892人,
公寓,803.0,新湖里,金門縣金湖鎮新湖里市港三路235號,1.0,547人,
公寓,804.0,新湖里,金門縣金湖鎮新湖里市港三路243號,1.0,263人,
公寓,805.0,新湖里,金門縣金湖鎮新湖里市港五路138號之1,1.0,434人,
公寓,806.0,新湖里,金門縣金湖鎮新湖里市港五路151號,1.0,866人,
公寓,807.0,新湖里,金門縣金湖鎮新湖里市港五路163號1樓之1,1.0,1090人,
公寓,808.0,新湖里,金門縣金湖鎮新湖里市港五路168號,1.0,1184人,
公寓,809.0,新湖里,金門縣金湖鎮新湖里市港六路110號1樓,1.0,92人,
公寓,810.0,新湖里,金門縣金湖鎮新湖里市港六路231號,2.0,3892人,
公寓,811.0,新湖里,金門縣金湖鎮新湖里赤東路19號之1,1.0,468人,
公寓,812.0,新湖里,金門縣金湖鎮新湖里赤東路68號,1.0,239人,
公寓,813.0,新湖里,金門縣金湖鎮新湖里赤東路150號,1.0,141人,
金湖國小,814.0,新市里,金門縣金湖鎮新市里林森路12號,1.0,1074人,
公寓,815.0,蓮庵里,金門縣金湖鎮蓮庵里三谿橋3-6號,1.0,583人,
金湖消防分隊,816.0,新市里,金門縣金湖鎮新市里士校路2號,1.0,578人,
中油金馬行銷中心,817.0,料羅里,金門縣金湖鎮料羅里料羅160號,1.0,426人,
公寓,818.0,新湖里,金門縣金湖鎮新湖里市港路138號,1.0,266人,
公寓,819.0,新湖里,金門縣金湖鎮新湖里市港五路176號,1.0,891人,
公寓,820.0,新湖里,金門縣新湖里市港三路167號,1.0,558人,
