類別,編號,村里別,地址,地下層數,可容納人數,定位點,備考
工廠行號,481.0,過溝里,嘉義縣太保市過溝里和順路7號,地下1樓,53,"23.50828, 120.35529",
工廠行號,482.0,過溝里,嘉義縣太保市過溝里興業路1號,地下1樓,98,"23.50938, 120.35814",
工廠行號,483.0,過溝里,嘉義縣太保市過溝里興業路2號,地下1樓,87,"23.50940, 120.35846",
工廠行號,484.0,過溝里,嘉義縣太保市過溝里興業路3號,地下1樓,159,"23.50964, 120.35815",
大樓,485.0,過溝里,嘉義縣太保市過溝里麻太路190號,地下1樓,,"23.49794, 120.36371",
大樓,486.0,麻寮里,嘉義縣太保市麻寮里15鄰北港路二段424巷1號,地下1樓,,"23.49900, 120.36980",
工廠行號,487.0,南新里,嘉義縣太保市南新里15鄰北港路二段145號,地下1樓,,"23.49670, 120.37935",
大樓,488.0,南新里,嘉義縣太保市南新里中山路一段293號一樓之2,地下1樓,253,"23.49830, 120.37879",
政府機關,489.0,南新里,嘉義縣太保市南新里3鄰中山路一段64號,地下1樓,1320,"23.49641, 120.38702",
學校,490.0,北新里,嘉義縣太保市北新里中興路一段250號,地下1樓,378,"23.50027, 120.37839",
農會,491.0,安福里,嘉義縣朴子市安福里山通路102號,地下1樓,1127,"23.46646, 120.24605",
電信公司,492.0,安福里,嘉義縣朴子市安福里山通路21號,地下1樓,668,"23.46659, 120.2469",不對外開放
金融機構,493.0,安福里,嘉義縣朴子市安福里光復路46號,地下1樓,430,"23.46614, 120.24623",不對外開放
電力公司,494.0,安福里,嘉義縣朴子市安福里光復路42號,地下1樓,353,"23.46576, 120.24645",不對外開放
大樓,495.0,安福里,嘉義縣朴子市安福里文明路8-9號,地下1樓,1453,"23.46769, 120.24853",
教會,496.0,平和里,嘉義縣朴子市平和里光復路13-1號,地下1樓,636,"23.46595, 120.24604",
教會,497.0,平和里,嘉義縣朴子市平和里光復路45號,地下1樓,115,"23.46604, 120.24598",
客運站,498.0,平和里,嘉義縣朴子市平和里山通路59號,地下1樓,208,"23.46528, 120.24442",
公司行號,499.0,平和里,嘉義縣朴子市平和里山通路35-1號,地下1樓,310,"23.46558, 120.245",
金融機構,500.0,平和里,嘉義縣朴子市平和里山通路43號,地下1樓,183,"23.46539, 120.24464",不對外開放
嘉南農田水利會,501.0,平和里,嘉義縣朴子市平和里市東路30號,地下1樓,324,"23.46502, 120.24586",
大樓,502.0,平和里,嘉義縣朴子市平和里海通路1-31號,地下1樓,240,"23.46392, 120.24838",
大樓,503.0,中正里,嘉義縣朴子市中正里光復路57號,地下1樓,464,"23.46644, 120.24584",
金融機構,504.0,中正里,嘉義縣朴子市中正里中正路135號,地下1樓,108,"23.4661, 120.24449",不對外開放
市場,505.0,中正里,嘉義縣朴子市中正里開元路1號,地下1樓,5693,"23.46643, 120.2442",
旅社,506.0,文化里,嘉義縣朴子市文化里南通3段800號,地下1樓,66,"23.462, 120.24264",
寺廟,507.0,文化里,嘉義縣朴子市文化里山通路73號,地下1樓,516,"23.46474, 120.24393",
醫院,508.0,永和里,嘉義縣朴子市永和里應菜埔42-50號,地下1樓,3631,"23.46515, 120.23479",
工廠行號,509.0,永和里,嘉義縣朴子市永和里應菜埔207號,地下1樓,343,"23.46433, 120.22649",
學校,510.0,竹圍里,嘉義縣朴子市竹圍里大同路239號,地下1樓,471,"23.46097, 120.23974",
大樓,511.0,竹圍里,嘉義縣朴子市竹圍里11鄰文化南路69、71號,地下1樓,443,"23.46184, 120.24133",
大樓,512.0,竹圍里,嘉義縣朴子市竹圍里自立路2巷17號,地下1樓,263,"23.46336, 120.24098",
學校,513.0,竹圍里,嘉義縣朴子市竹圍里南通路3段477巷5號,地下1樓,108,"23.45725, 120.24314",
醫院,514.0,博厚里,嘉義縣朴子市博厚里開元路516、518號,地下1樓,87,"23.46456, 120.23587",
醫院,515.0,博厚里,嘉義縣朴子市博厚里開元路520、522號,地下1樓,80,"23.4644, 120.23588",
醫院,516.0,博厚里,嘉義縣朴子市博厚里開元路524、526號,地下1樓,221,"23.46544, 120.2359",
學校,517.0,竹圍里,嘉義縣朴子市竹圍里大同路239號,地下1樓,283,"23.46099, 120.24049",
大樓,518.0,安福里,嘉義縣朴子市安福里山通路24-2號,地下1樓,2845,"23.46722, 120.2493",
大樓,519.0,安福里,嘉義縣朴子市安福里山通路3號,地下1樓,3251,"23.46669, 120.25072",
學校,520.0,安福里,嘉義縣朴子市安福里23鄰山通路6號,地下1樓,1721,"23.46634, 120.24949",
寺廟,521.0,文化里,嘉義縣朴子市文化里15鄰市西路9巷2號,地下1樓,429,"23.46477, 120.24428",
大樓,522.0,平和里,嘉義縣朴子市平和里1鄰市東路1-17號,地下1樓,1692,"23.46158, 120.24902",
大樓,523.0,竹圍里,嘉義縣朴子市竹圍里22鄰四維路2段261巷22-34號,地下1樓,711,"23.45869, 120.23648",
大樓,524.0,竹圍里,嘉義縣朴子市竹圍里18鄰大同路236號,地下1樓,583,"23.46149, 120.24067",
大樓,525.0,平和里,嘉義縣朴子市平和里市東路109-7號,地下1樓,1645,"23.4652, 120.24552",
大樓,526.0,竹圍里,嘉義縣朴子市竹圍里15鄰中興路79巷2號,地下1樓,3198,"23.45958, 120.24471",
縣立體育館,527.0,竹圍里,嘉義縣朴子市竹圍里1鄰四維路1段460號,地下1樓,3901,"23.45891, 120.24725",
縣立圖書館,528.0,安福里,嘉義縣朴子市安福里23鄰山通路7號,地下1樓,2269,"23.46672, 120.25002",
學校,529.0,竹圍里,嘉義縣朴子市竹圍里大同路245號,地下1樓,1717,"23.46132, 120.23907",
寺廟,530.0,永和里,嘉義縣朴子市永和里4鄰應菜埔36號,地下1樓,318,"23.46285, 120.23587",
醫院,531.0,永和里,嘉義縣朴子市永和里4鄰應菜埔42-50號,地下1樓,3048,"23.46447, 120.23478",
醫院,532.0,博厚里,嘉義縣朴子市博厚里15鄰開元路536號,地下1樓,920,"23.46499, 120.23532",
金融機構,533.0,文化里,嘉義縣朴子市文化北路1號,地下1樓,250,"23.46397, 120.24121",不對外開放
大樓,534.0,安福里,嘉義縣朴子市安福里23鄰山通路82-2號,地下1樓,146,"23.46703, 120.2471",
美術館,535.0,安福里,嘉義縣朴子市安福里23鄰山通路2-9號,地下1樓,356,"23.46722, 120.25411",
學校,536.0,安福里,嘉義縣朴子市安福里23鄰文明路3之5號,地下1樓,188,"23.46499, 120.25006",
政府機關,537.0,平和里,嘉義縣朴子市平和里光復路11-2號,地下1樓,99,"23.4653, 120.24619",
學校,538.0,大鄉里,嘉義縣朴子市大鄉里21鄰253號,地下1樓,620,"23.46465, 120.25241",
學校,539.0,大鄉里,嘉義縣朴子市大鄉里21鄰253號,地下1樓,227,"23.46404, 120.25216",
學校,540.0,大鄉里,嘉義縣朴子市大鄉里21鄰253號,地下1樓,209,"23.46401, 120.25124",
學校,541.0,大鄉里,嘉義縣朴子市大鄉里21鄰253號,地下1樓,186,"23.46461, 120.25259",
學校,542.0,大鄉里,嘉義縣朴子市大鄉里21鄰253號,地下1樓,214,"23.46419, 120.25114",
學校,543.0,大鄉里,嘉義縣朴子市大鄉里21鄰253號,地下1樓,265,"23.46386, 120.25081",
政府機關,544.0,大葛里,嘉義縣朴子市大葛里祥和1路西段1號,地下1樓,5638,"23.45934, 120.29152",
電信公司,545.0,大葛里,嘉義縣朴子市大葛里朴子2路6號,地下1樓,208,"23.45851, 120.28969",不對外開放
政黨總部,546.0,大葛里,嘉義縣朴子市大葛里祥和1路西段2號,地下1樓,211,"23.45948, 120.29053",
大樓,547.0,大葛里,嘉義縣朴子市大葛里祥和1路西段41號等61戶,地下1樓,1939,"23.46003, 120.2868",
大樓,548.0,大葛里,嘉義縣朴子市大葛里22鄰朴子6路58.60.62.68號等143戶,地下1樓,3949,"23.46086, 120.28741",
學校,549.0,大葛里,嘉義縣朴子市大葛里21鄰253號,地下1樓,2388,"23.46465, 120.25164",
工廠行號,550.0,大葛里,嘉義縣朴子市大葛里24鄰祥和3路西段23號,地下1樓,3330,"23.45505, 120.28954",
監理所,551.0,大葛里,嘉義縣朴子市大葛里24鄰朴子7路29號,地下1樓,4640,"23.45573, 120.28363",
學校,552.0,大葛里,嘉義縣朴子市大葛里學府路2段52-16號,地下1樓,6013,"23.45057, 120.28715",
醫院,553.0,仁和里,嘉義縣朴子市仁和里嘉朴路西段6號,地下1、2樓,18622,"23.46355, 120.28401",
醫院,554.0,仁和里,嘉義縣朴子市仁和里嘉朴路西段6-2、6-3、6-4、6-5號,地下1樓,6832,"23.4649, 120.28446",
學校,555.0,仁和里,嘉義縣朴子市仁和里1鄰嘉朴路西段2號,地下1、2樓,12685,"23.46475, 120.29226",
學校,556.0,仁和里,嘉義縣朴子市仁和里1鄰嘉朴路西段2號,地下1樓,11749,"23.46658, 120.29169",
醫院,557.0,仁和里,嘉義縣朴子市仁和里1鄰嘉朴路西段6號,地下1樓,5428,"23.46586, 120.28416",
學校,558.0,崁後里,嘉義縣朴子市崁後里54-2號,地下1樓,150,"23.45002, 120.22859",
學校,559.0,崁後里,嘉義縣朴子市崁後里54-2號,地下1樓,395,"23.45024, 120.22881",
市場,560.0,竹村里,嘉義縣朴子市竹村里1鄰1-8號,地下1樓,280,"23.44169, 120.24447",
市場,561.0,竹村里,嘉義縣朴子市竹村里1鄰1-8號,地下1樓,240,"23.44145, 120.24471",
工廠行號,562.0,竹村里,嘉義縣朴子市竹村里工業區一街1號,地下1樓,71,"23.43718, 120.2475",
工廠行號,563.0,竹村里,嘉義縣朴子市竹村里工業區三街10號,地下1樓,120,"23.43806, 120.2485",
工廠行號,564.0,竹村里,嘉義縣朴子市竹村里工業區2街8號,地下1樓,31,"23.43809, 120.24817",
工廠行號,565.0,竹村里,嘉義縣朴子市竹村里工業區橫1街4號,地下1樓,45,"23.43868, 120.24711",
工廠行號,566.0,竹村里,嘉義縣朴子市竹村里工業區橫2街11號,地下1樓,100,"23.43974, 120.24932",
工廠行號,567.0,竹村里,嘉義縣朴子市竹村里工業區橫1街7號,地下1樓,66,"23.43819, 120.24687",
工廠行號,568.0,竹村里,嘉義縣朴子市竹村里工業區2街10號,地下1樓,49,"23.43806, 120.2485",
工廠行號,569.0,竹村里,嘉義縣朴子市竹村里工業區橫1街2號,地下1樓,69,"23.43797, 120.24719",
工廠行號,570.0,竹村里,嘉義縣朴子市竹村里工業區橫一街9號,地下1樓,23,"23.43859, 120.24687",
工廠行號,571.0,竹村里,嘉義縣朴子市竹村里工業區2街12號,地下1樓,286,"23.43809, 120.249",
工廠行號,572.0,竹村里,嘉義縣朴子市竹村里工業區3街4號,地下1樓,56,"23.4397, 120.24765",
工廠行號,573.0,竹村里,嘉義縣朴子市竹村里工業區橫1街1號,地下1樓,56,"23.43701, 120.24707",
工廠行號,574.0,竹村里,嘉義縣朴子市竹村里工業區橫1街3號,地下1樓,134,"23.43717, 120.24704",
工廠行號,575.0,竹村里,嘉義縣朴子市竹村里工業2街5號,地下1樓,36,"23.43833, 120.24763",
工廠行號,576.0,竹村里,嘉義縣朴子市竹村里工業區2街4號,地下1樓,82,"23.43799, 120.24756",
工廠行號,577.0,竹村里,嘉義縣朴子市竹村里工業區1街3號,地下1樓,47,"23.43712, 120.24763",
工廠行號,578.0,竹村里,嘉義縣朴子市竹村里工業區3街61號,地下1樓,125,"23.44009, 120.24923",
學校,579.0,崁後里,嘉義縣朴子市崁後里54-2號,地下1樓,1540,"23.4505, 120.22858",
工廠行號,580.0,竹村里,嘉義縣朴子市竹村里工業區1街2號,地下1樓,104,"23.43687, 120.24738",
工廠行號,581.0,竹村里,嘉義縣朴子市竹村里工業區橫2街9號,地下1樓,79,"23.43932, 120.24939",
工廠行號,582.0,竹村里,嘉義縣朴子市竹村里工業區橫2街2號,地下1樓,135,"23.43739, 120.25",
工廠行號,583.0,竹村里,嘉義縣朴子市竹村里工業區1街7號,地下1樓,47,"23.43716, 120.24836",
工廠行號,584.0,竹村里,嘉義縣朴子市竹村里工業區2街9號,地下1樓,132,"23.43832, 120.2485",
工廠行號,585.0,竹村里,嘉義縣朴子市竹村里工業區1街4號,地下1樓,54,"23.43689, 120.24764",
工廠行號,586.0,竹村里,嘉義縣朴子市竹村里工業區3街57號,地下1樓,104,"23.43996, 120.24825",
工廠行號,587.0,竹村里,嘉義縣朴子市竹村里工業區橫1街13號,地下1樓,55,"23.43957, 120.24667",
工廠行號,588.0,竹村里,嘉義縣朴子市竹村里工業區1街16號,地下1樓,81,"23.43675, 120.25023",
工廠行號,589.0,竹村里,嘉義縣朴子市竹村里工業區橫2街10號,地下1樓,76,"23.43996, 120.24958",
工廠行號,590.0,竹村里,嘉義縣朴子市竹村里工業區橫2街8號,地下1樓,,"23.43868, 120.24976",
金融機構,591.0,梅華里,嘉義縣朴子市梅華里16鄰153號,地下1樓,94,"23.40969, 120.25534",不對外開放
學校,592.0,蒜頭村,嘉義縣六腳鄉蒜頭村189號,地下1樓,90,"23.49395, 120.29297",
學校,593.0,蒜頭村,嘉義縣六腳鄉蒜頭村189號,地下1樓,404,"23.49334, 120.29279",
政府機關,594.0,蒜頭村,嘉義縣六腳鄉蒜頭村73號,地下1樓,282,"23.49409, 120.29079",
電信公司,595.0,蒜頭村,嘉義縣六腳鄉蒜頭村126號,地下1樓,249,"23.49566, 120.29261",不對外開放
學校,596.0,六南村,嘉義縣六腳鄉六南村223-25號,地下1樓,1301,"23.49437, 120.24794",
學校,597.0,更寮村,嘉義縣六腳鄉更寮村233號,地下1樓,108,"23.483, 120.24654",
飯店,598.0,六斗村,嘉義縣六腳鄉六斗村10鄰272號,地下1樓,139,"23.54409, 120.29413",
學校,599.0,六斗村,嘉義縣六腳鄉六斗村31號,地下1樓,128,"23.53995, 120.29285",
政府機關,600.0,東石村,嘉義縣東石鄉東石村11鄰3號,地下1樓,267,"23.45875, 120.15377",
金融機構,601.0,東石村,嘉義縣東石鄉東石村13鄰34號,地下1樓,106,"23.45582, 120.1505",不對外開放
電力公司,602.0,東石村,嘉義縣東石鄉東石村11鄰1之6號,地下1樓,262,"23.46013, 120.15457",不對外開放
香客大樓,603.0,東石村,嘉義縣東石鄉東石村5鄰251之1號,地下1樓,147,"23.45712, 120.14888",
工廠行號,604.0,西崙村,嘉義縣東石鄉西崙村13鄰616號,地下1樓,36,"23.42699, 120.18854",
工廠行號,605.0,港墘村,嘉義縣東石鄉港墘村10鄰湖底21號,地下1樓,404,"23.46494, 120.21715",
工廠行號,606.0,洲仔村,嘉義縣東石鄉洲仔村5鄰123之3號,地下1樓,232,"23.45576, 120.19038",
工廠行號,607.0,港墘村,嘉義縣東石鄉港墘村10鄰60之40號,地下1樓,437,"23.46183, 120.21606",
工廠行號,608.0,蔦松村,嘉義縣東石鄉蔦松村10鄰湖底20之51號,地下1樓,122,"23.4636, 120.21794",
金融機構,609.0,竹崎村,嘉義縣竹崎鄉竹崎村中山路111號,地下1層,224,"23.52138, 120.55079",不對外開放
金融機構,610.0,竹崎村,嘉義縣竹崎鄉竹崎村中山路64號,地下1層,128,"23.52343, 120.55103",不對外開放
市場,611.0,竹崎村,嘉義縣竹崎鄉竹崎村復興路69號,地下1層,621,"23.51951, 120.54916",
電力公司,612.0,和平村,嘉義縣竹崎鄉和平村田寮99號,地下1層,102,"23.51794, 120.54876",不對外開放
電信公司,613.0,和平村,嘉義縣竹崎鄉和平村田寮160號,地下1層,692,"23.516, 120.54843",不對外開放
工廠行號,614.0,和平村,嘉義縣竹崎鄉和平村坑仔坪80號,地下1層,112,"23.51187, 120.5468",停業中
金融機構,615.0,竹崎村,嘉義縣竹崎鄉竹崎村中山路221-1號,地下1層,211,"23.5191097, 120.5495697",不對外開放
政府機關,616.0,和平村,嘉義縣竹崎鄉和平村坑仔坪163號,地下1層,558,"23.51363, 120.54732",
學校,617.0,竹崎村,嘉義縣竹崎鄉竹崎村文化路32號,地下1層,86,"23.52047, 120.55301",
工廠行號,618.0,鹿滿村,嘉義縣竹崎鄉鹿滿村頂溪心3號,地下1層,190,"23.51358, 120.54039",
醫院,619.0,鹿滿村,嘉義縣竹崎鄉鹿滿村9鄰水景頭16號,地下1層,317,"23.50245, 120.54011",
工廠行號,620.0,灣橋村,嘉義縣竹崎鄉灣橋村15鄰82號,地下1層,48,"23.48931, 120.50887",
工廠行號,621.0,灣橋村,嘉義縣竹崎鄉灣橋村24鄰21號,地下1層,129,"23.49326, 120.50036",
電力公司,622.0,灣橋村,嘉義縣竹崎鄉灣橋村30鄰崎腳242號,地下1層,138,"23.49502, 120.48845",不對外開放
大樓,623.0,灣橋村,嘉義縣竹崎鄉灣橋村5鄰朴子埔177號,地下1層,1317,"23.49087, 120.51379",
工廠行號,624.0,鹿滿村,嘉義縣竹崎鄉鹿滿村水景頭13號,地下1層,114,"23.50476, 120.53962",
旅社,625.0,梅南村,嘉義縣梅山鄉梅南村1鄰中山路15號,地下1層,108,"23.57885, 120.55903",
金融機構,626.0,梅南村,嘉義縣梅山鄉梅南村中山路125號,地下1層,223,"23.58159, 120.55878",不對外開放
金融機構,627.0,梅南村,嘉義縣梅山鄉梅南村中山路109號,地下1層,114,"23.58071, 120.55897",不對外開放
工廠行號,628.0,梅北村,嘉義縣梅山鄉梅北村新興路251-1號,地下1層,24,"23.58451, 120.55807",
工廠行號,629.0,梅北村,嘉義縣梅山鄉梅北村中山路826號,地下1層,118,"23.5901, 120.54454",
工廠行號,630.0,梅北村,嘉義縣梅山鄉梅北村工業一路34號,地下1層,100,"23.59238, 120.53797",
電信公司,631.0,梅北村,嘉義縣梅山鄉梅北村中山路408號,地下1層,668,"23.58645, 120.55212",不對外開放
集合式住宅,632.0,梅北村,嘉義縣梅山鄉梅北村環北街201號,地下1層,1994,"23.58897, 120.55019",
寺廟,633.0,梅南村,嘉義縣梅山鄉梅南村玄廟街6號,地下1層,477,"23.58184, 120.55895",
政府機關,634.0,梅北村,嘉義縣梅山鄉梅北村中山路282號,地下1層,1665,"23.5851, 120.55556",
學校,635.0,圳南村,嘉義縣梅山鄉圳南村三源23號,地下1層,1802,"23.57678, 120.59017",
教會,636.0,梅東村,嘉義縣梅山鄉梅東村社教路3號,地下1層,270,"23.57804, 120.56086",
市場,637.0,梅東村,嘉義縣梅山鄉梅東村中山路114號,地下1層,415,"23.58279, 120.55885",
農會,638.0,內埔村,嘉義縣竹崎鄉內埔村元興路129號,地下1層,737,"23.48514, 120.55865",
農會,639.0,中和村,嘉義縣竹崎鄉中和村石棹21-1號,地下1層,398,"23.47445, 120.69763",
電力公司,640.0,中和村,嘉義縣竹崎鄉中和村8鄰奮起湖97之4號,地下1層,180,"23.50472, 120.69388",不對外開放
政府機關,641.0,下坑村,嘉義縣番路鄉下坑村菜公店101號,地下1樓,705,"23.46458, 120.55421",
政府機關,642.0,下坑村,嘉義縣番路鄉下坑村菜公店101之5.6號,地下1樓,750,"23.46453, 120.55405",
大樓,643.0,江西村,嘉義縣番路鄉江西村19號,地下2、3樓,5600,"23.47709, 120.51772",
政府機關,644.0,大埔村,嘉義縣大埔鄉大埔村162之9號,地下1樓,723,"23.2986367, 120.593773",
市場,645.0,大埔村,嘉義縣大埔鄉大埔村148號,地下1樓,246,"23.2990703, 120.5938807",
金融機構,646.0,大埔村,嘉義縣大埔鄉大埔村257號,地下1樓,101,"23.2991948, 120.5934685",不對外開放
政府機關,647.0,大埔村,嘉義縣大埔鄉大埔村162之6號,地下1樓,122,"23.2947897, 120.5935915",
飯店,648.0,大埔村,嘉義縣大埔鄉大埔村200之1號,地下1樓,258,"23.2962028, 120.5877059",
政府機關,649.0,中埔村,嘉義縣中埔鄉中埔村中正路64號,地下1樓,84,"23.4251, 120.52372",
電信公司,650.0,中埔村,嘉義縣中埔鄉中埔村80之4號,地下1樓,770,"23.42192, 120.52155",不對外開放
金融機構,651.0,中埔村,嘉義縣中埔鄉中埔村167號,地下1樓,201,"23.4247, 120.52312",不對外開放
集合式住宅,652.0,中埔村,嘉義縣中埔鄉中埔村80之11號,地下1樓,2080,"23.42301, 120.52212",
金融機構,653.0,中埔村,嘉義縣中埔鄉中埔村中正路75號,地下1樓,793,"23.42541, 120.52331",不對外開放
學校,654.0,觸口村,嘉義縣番路鄉觸口村164號,地下1樓,205,"23.43887, 120.60445",
工廠行號,655.0,富收村,嘉義縣中埔鄉富收村興化廍23之4號,地下1樓,31,"23.44262, 120.47444",
工廠行號,656.0,金蘭村,嘉義縣中埔鄉金蘭村頂山門11之2號,地下1樓,60,"23.4452, 120.50038",
大樓,657.0,富收村,嘉義縣中埔鄉富收村9鄰庄內1之9號,地下1樓,1044,"23.44504, 120.49478",
電信公司,658.0,和睦村,嘉義縣中埔鄉和睦村4鄰中山路5段599號,地下1樓,498,"23.45112, 120.46667",不對外開放
公寓,659.0,和興村,嘉義縣中埔鄉和興村1鄰中山路5段901號,地下1樓,190,"23.45233, 120.46021",
電力公司,660.0,和美村,嘉義縣中埔鄉和美村1鄰司公廍7之3號,地下1樓,40,"23.4513, 120.48138",不對外開放
金融機構,661.0,和睦村,嘉義縣中埔鄉和睦村8鄰中山路5段867號,地下1樓,902,"23.4516, 120.46083",不對外開放
醫院,662.0,和睦村,嘉義縣中埔鄉和睦村23鄰中華路398號,地下1樓,2473,"23.43923, 120.45401",
工廠行號,663.0,和興村,嘉義縣中埔鄉和興村1鄰中山路5段987之1號,地下1樓,177,"23.45417, 120.45949",
學校,664.0,和興村,嘉義縣中埔鄉和興村33鄰和興路91號,地下1樓,2022,"23.44307, 120.45349",
工廠行號,665.0,岑海里,嘉義縣布袋鎮岑海里中正路12號,地下1樓,191,"23.37812, 120.15513",
布袋文創,666.0,岑海里,嘉義縣布袋鎮岑海里順安街61號,地下1樓,634,"23.38228, 120.15552",
金融機構,667.0,九龍里,嘉義縣布袋鎮九龍里入船路2號,地下1樓,110,"23.37794, 120.15795",不對外開放
農會,668.0,興中里,嘉義縣布袋鎮興中里太平路116號,地下1樓,147,"23.37845, 120.16216",
電信公司,669.0,興中里,嘉義縣布袋鎮興中里自由路8號,地下1樓,858,"23.37846, 120.16701",不對外開放
飯店,670.0,興中里,嘉義縣布袋鎮興中里太平路120號,地下1樓,72,"23.37828, 120.16197",
工廠行號,671.0,見龍里,嘉義縣布袋鎮見龍里內田180-12號,地下1樓,514,"23.37543, 120.17848",
政府機關,672.0,興中里,嘉義縣布袋鎮興中里自由路2號,地下1樓,199,"23.37817, 120.16695",
圖書館,673.0,光復里,嘉義縣布袋鎮光復里東安庄64號,地下1樓,149,"23.37609, 120.16987",
工廠行號,674.0,光復里,嘉義縣布袋鎮光復里六棟寮48-6號,地上1樓,64,"23.37399, 120.17786",
工廠行號,675.0,岑海里,嘉義縣布袋鎮岑海里中正路6號,地下1樓,113,"23.3775, 120.15497",
學校,676.0,光復里,嘉義縣布袋鎮光復里六棟寮40號,地下1樓,1439,"23.36025, 120.18058",
金融機構,677.0,中安里,嘉義縣布袋鎮中安里頂厝11號,地下1樓,257,"23.4202, 120.18233",不對外開放
學校,678.0,中安里,嘉義縣布袋鎮中安里頂厝1號,地下1樓,407,"23.42012, 120.1831",
學校,679.0,新岑里,嘉義縣布袋鎮新岑里4號,地下1樓,371,"23.34266, 120.17446",
金融機構,680.0,仁里村,嘉義縣義竹鄉仁里村十一鄰四二一號,地上1樓,112,"23.33678, 120.24327",不對外開放
金融機構,681.0,仁里村,嘉義縣義竹鄉仁里村十一鄰四二二之二號,地下1樓,360,"23.33731, 120.24335",不對外開放
市場,682.0,六桂村,嘉義縣義竹鄉六桂村十四鄰二三八之十三號,地下1樓,464,"23.33522, 120.24368",
圖書館,683.0,岸腳村,嘉義縣義竹鄉六桂村十四鄰二三八號,地下1樓,18,"23.33581, 120.2433",
電力公司,684.0,岸腳村,嘉義縣義竹鄉岸腳村八鄰五九之二五號,地下1樓,176,"23.34142, 120.25164",不對外開放
工廠行號,685.0,岸腳村,嘉義縣義竹鄉岸腳村角帶圍二五之二號,地下1樓,72,"23.34661, 120.25409",
工廠行號,686.0,岸腳村,嘉義縣義竹鄉岸腳村角帶圍一之一號,地上1樓,81,"23.35537, 120.26575",
電信公司,687.0,岸腳村,嘉義縣義竹鄉岸腳村八鄰五九之二三號,地下1樓,630,"23.34156, 120.25199",不對外開放
工廠行號,688.0,岸腳村,嘉義縣義竹鄉岸腳村角帶圍一之二號,地下1樓,106,"23.35331, 120.2635",
學校,689.0,岸腳村,嘉義縣義竹鄉岸腳村八鄰五九之二號,地下1樓,318,"23.34199, 120.25046",
農會,690.0,傳芳村,嘉義縣義竹鄉傳芳村3鄰義竹449號,地上1樓,56,"23.34028, 120.24289",
工廠行號,691.0,龍蛟村,嘉義縣義竹鄉龍蛟村義工二路1號,地上1樓,120,"23.35892, 120.22124",
工廠行號,692.0,龍蛟村,嘉義縣義竹鄉龍蛟村義工二路11號,地上1樓,33,"23.3605217, 120.2220681",
工廠行號,693.0,龍蛟村,嘉義縣義竹鄉龍蛟村義工一路2-1，三路2、5號,地上1樓,66,"23.35934, 120.21974",
工廠行號,694.0,龍蛟村,嘉義縣義竹鄉龍蛟村義工三路8號,地上1樓,80,"23.36039, 120.21888",
工廠行號,695.0,龍蛟村,嘉義縣義竹鄉龍蛟村義工三路10號,地下1樓,193,"23.36086, 120.21912",
工廠行號,696.0,龍蛟村,嘉義縣義竹鄉龍蛟村義工二路15號,地上1樓,34,"23.3608143, 120.2211681",
工廠行號,697.0,龍蛟村,嘉義縣義竹鄉龍蛟村義工三路1號,地上1樓,481,"23.35957, 120.21977",
工廠行號,698.0,龍蛟村,嘉義縣義竹鄉龍蛟村義工二路9號,地上1樓,73,"23.36016, 120.22247",
工廠行號,699.0,龍蛟村,嘉義縣義竹鄉龍蛟村義工一路1號,地上1樓,331,"23.3582635, 120.2207143",
工廠行號,700.0,龍蛟村,嘉義縣義竹鄉龍蛟村義工二路5-1號,地上1樓,35,"23.3592951, 120.2226478",
工廠行號,701.0,龍蛟村,嘉義縣義竹鄉龍蛟村義工三路12號,地上1樓,67,"23.36078, 120.21981",
工廠行號,702.0,龍蛟村,嘉義縣義竹鄉龍蛟村義工一路6號,地下1樓,60,"23.35990, 120.22026",
工廠行號,703.0,龍蛟村,嘉義縣義竹鄉龍蛟村義工二路2號,地下1樓,361,"23.3599216, 120.220903",
學校,,三興村,嘉義縣民雄鄉三興村陳厝寮55號,地下一層,792,"23.5579234, 120.4818776",
學校,,三興村,嘉義縣民雄鄉三興村陳厝寮55號,地下一層,2153,"23.5582037, 120.4818797",
工廠行號,,興南村,嘉義縣民雄鄉興南村工業一路13號,地下一層,137,"23.5177817, 120.42989",
工廠行號,,北斗村,嘉義縣民雄鄉民雄工業區北斗村中興一街6號,地下一層,70,"23.5180044, 120.4550378",
工廠行號,,北斗村,嘉義縣民雄鄉民雄工業區北斗村中興一街6號,地下一層,43,"23.5177683, 120.4541526",
旅社,,宮前村,嘉義縣新港鄉宮前村登雲路74-2號,地下1層,73,"23.5558218, 120.3470189",
