類別,建築物名稱,電腦編號,村里別,地址,地下樓層數,可容納人數,轄管分局,備註,"unnamed (1)","unnamed (2)"
醫院照護,七賢脊椎外科,XX1468,南港里,高雄市新興區南港里七賢一路420號,1,813,新興分局,,,
一般建築,禮仁通寶大樓,XX0603,秋山里,高雄市新興區秋山里七賢二路25號,1,813,新興分局,,,
一般建築,,XX1189,光耀里,高雄市新興區光耀里復橫一路31號,1,816,新興分局,,,
一般建築,大悅管理委員會,XX1528,順昌里,高雄市新興區順昌里七賢一路121號,1.2.3.4.5.6.7,820,新興分局,,,
一般建築,星亞都大樓,XX1497,南港里,高雄市新興區南港里林森一路252號,1.2.3,823,新興分局,,,
一般建築,柏麟大廈管理,XX0201,興昌里,高雄市新興區興昌里七賢一路225號,1.2,826,新興分局,,,
一般建築,,QJ0701,林投里,高雄市前金區林投里成功一路412號,1.2.3.4,3321,新興分局,,,
一般建築,臻鑫大樓管理,QJ0675,社東里,高雄市前金區社東里自強二路51號,1.2.3,837,新興分局,,,
一般建築,,QJ0680,長生里,高雄市前金區長生里長生街8號,1.2.3.4.5,841,新興分局,,,
一般建築,,XX0152,玉衡里,高雄市新興區玉衡里文橫一路17號,1,848,新興分局,,,
一般建築,,XX1210,玉衡里,高雄市新興區玉衡里玉竹二街14號,1,849,新興分局,,,
辦公室,高雄市前金區公所,QJ0225,林投里,高雄市前金區林投里自強二路169號,1,855,新興分局,,,
一般建築,,XX0875,光耀里,高雄市新興區光耀里民生一路22號,1,861,新興分局,,,
旅館,"just sleep捷絲旅站前館",XX1489,新江里,高雄市新興區新江里中山一路280號,1.2.3.4,862,新興分局,,,
一般建築,君峰大樓,XX1529,文昌里,高雄市新興區文昌里中正二路196號,1.2.3.4.5.6,872,新興分局,,,
一般建築,塞納河畔大廈,QJ0601,北金里,高雄市前金區北金里八德二路196號,1.2,872,新興分局,,,
商場,環球經貿大樓,QJ0586,青山里,高雄市前金區青山里中正四路151號,1.2.3,873,新興分局,,,
辦公室,法務部調查局,QJ0224,後金里,高雄市前金區後金里中正四路226號,1,877,新興分局,,,
學校,高雄市立高雄女子高級中學,QJ0184,博孝里,高雄市前金區博孝里五福三路122號,1,879,新興分局,,,
政府機關,高雄市政府警察局,QJ0559,後金里,高雄市前金區後金里中正四路260號,1,884,新興分局,,,
一般建築,,XX0914,南港里,高雄市新興區南港里南華橫二路33號,1,889,新興分局,,,
旅館,"Wo Hotel窩飯",QJ0114,新生里,高雄市前金區新生里七賢二路394號,1,890,新興分局,,,
辦公室,,XX1377,建華里,高雄市新興區建華里七賢二路110號,1.2.3,892,新興分局,,,
一般建築,,QJ0681,新生里,高雄市前金區新生里自強一路83巷21號,1.2.3,893,新興分局,,,
一般建築,星河匯大樓管,QJ0689,新生里,高雄市前金區新生里旺盛街46號,1.2.3,893,新興分局,,,
商場,資生堂高雄辧,XX1431,文昌里,高雄市新興區文昌里中正二路222號,1.2.3,894,新興分局,,,
一般建築,亞洲中山大廈,XX0757,建華里,高雄市新興區建華里中山一路263號,1,894,新興分局,,,
一般建築,夏威夷大廈管,QJ0175,東金里,高雄市前金區東金里自強一路54號,1,895,新興分局,,,
一般建築,,XX1321,光耀里,高雄市新興區光耀里錦田路20號,1.2,907,新興分局,,,
一般建築,,XX0782,建華里,高雄市新興區建華里七賢二路74號,1,908,新興分局,,,
一般建築,中華新都二期大廈,QJ0581,北金里,高雄市前金區北金里八德二路212號,1,910,新興分局,,,
一般建築,,XX1274,建華里,高雄市新興區建華里同愛街28號,1.2.3.4.5,912,新興分局,,,
一般建築,新興台灣基督長老教會,XX0794,秋山里,高雄市新興區秋山里明星街5號,1,913,新興分局,,,
一般建築,泛亞大廈,XX0501,德生里,高雄市新興區德生里民生一路101號,1,914,新興分局,,,
學校,高雄市立高雄女子高級中學,QJ0036,博孝里,高雄市前金區博孝里五福三路122號,1,916,新興分局,,,
一般建築,,QJ0706,青山里,高雄市前金區青山里大同一路270號,1.2.3.4.5,7531,新興分局,,,
一般建築,高匯新興大樓,XX0469,新江里,高雄市新興區新江里七賢一路480號,1,918,新興分局,,,
一般建築,堅山君河苑大,QJ0665,新生里,高雄市前金區新生里七賢二路289號,1.2.3.4,923,新興分局,,,
一般建築,京城御花園,XX1111,振華里,高雄市新興區振華里新田路99號,1,932,新興分局,,,
旅館,九褔大飯店,XX0229,秋山里,高雄市新興區秋山里民主路16號,1.2,935,新興分局,,,
一般建築,,QJ0646,復元里,高雄市前金區復元里中華三路65號,1.2.3,935,新興分局,,,
一般建築,,QJ0307,草江里,高雄市前金區草江里中華三路156號,1,937,新興分局,,,
一般建築,國賓狀元名廈,QJ0336,復元里,高雄市前金區復元里中華三路67號,1,938,新興分局,,,
一般建築,,QJ0300,青山里,高雄市前金區青山里中正四路87號,1.2,940,新興分局,,,
一般建築,,XX0549,永寧里,高雄市新興區永寧里五福二路196號,1,943,新興分局,,,
一般建築,,XX1370,黎明里,高雄市新興區黎明里南華橫一路11號,1,943,新興分局,,,
辦公室,中華電信七賢機房,XX1339,順昌里,高雄市新興區順昌里七賢一路18號,1,944,新興分局,,,
一般建築,國慶大廈管理,XX0354,仁聲里,高雄市新興區仁聲里復興一路49號,1,946,新興分局,,,
一般建築,采藍天大樓管,XX1455,仁聲里,高雄市新興區仁聲里中正三路69號,1.2.3,956,新興分局,,,
商場,都會大亨大廈,XX1260,文昌里,高雄市新興區文昌里和平一路199號,1.2,957,新興分局,,,
一般建築,中華新都大廈管理委員會,QJ0570,北金里,高雄市前金區北金里河南二路123號,1,961,新興分局,,,
一般建築,大立投資錢場,QJ0536,榮復里,高雄市前金區榮復里五福三路79號,1.2,964,新興分局,,,
政府機關,,XX1418,東坡里,高雄市新興區東坡里中山一路100號,1.2,965,新興分局,,,
一般建築,仁愛逸捷大樓,XX1532,仁聲里,高雄市新興區仁聲里仁愛一街86號,1.2,967,新興分局,,,
商場,享溫馨KTV,XX1408,浩然里,高雄市新興區浩然里五福二路65號,1,978,新興分局,,,
一般建築,,XX0323,光耀里,高雄市新興區光耀里黃海街36號,1,979,新興分局,,,
辦公室,新五福商業大樓,QJ0354,榮復里,高雄市前金區榮復里五福三路87號,1.2,981,新興分局,,,
一般建築,豪門世家大廈,XX1122,振華里,高雄市新興區振華里新田路103號,1,992,新興分局,,,
一般建築,,XX1256,浩然里,高雄市新興區浩然里五福二路49號,1.2,996,新興分局,,,
商場,和盛凱撒大樓,XX1365,開平里,高雄市新興區開平里七賢一路216號,1.2.3,996,新興分局,,,
一般建築,亞太商業大廈,QJ0590,榮復里,高雄市前金區榮復里五福三路63號,1.2.3,998,新興分局,,,
一般建築,恆上鉑悅大樓,XX1484,建華里,高雄市新興區建華里八德二路70號,1.2.3,999,新興分局,,,
辦公室,高陽明眼科診,QJ0571,青山里,高雄市前金區青山里中華三路108號,1.2,1005,新興分局,,,
一般建築,龍揚京華大樓,XX1372,浩然里,高雄市新興區浩然里復興二路171號,1.2,1005,新興分局,,,
一般建築,福懋精硯大樓,XX1477,永寧里,高雄市新興區永寧里五福二路136號,1.2.3.4.5,1020,新興分局,,,
辦公室,內政部營建署南區工程處,XX0817,永寧里,高雄市新興區永寧里五福二路200號,1,1029,新興分局,,,
一般建築,,XX1156,仁聲里,高雄市新興區仁聲里復興一路47之1號,1,1030,新興分局,,,
一般建築,,XX0852,開平里,高雄市新興區開平里開封路449號,1,1030,新興分局,,,
一般建築,,XX1511,玉衡里,高雄市新興區玉衡里民生一路345號之1,1.2.3,1038,新興分局,,,
商場,高感度城市商場,QJ0569,長城里,高雄市前金區長城里六合二路107之1號,1.2.3,1038,新興分局,,,
一般建築,普賢大樓管理,QJ0282,新生里,高雄市前金區新生里七賢二路426號,1,1041,新興分局,,,
商場,長谷民生大樓,XX1304,德生里,高雄市新興區德生里民生一路111號,1.2,1045,新興分局,,,
一般建築,聯上V1,XX1514,秋山里,高雄市新興區秋山里七賢二路57號,1.2.3.4.5,1046,新興分局,,,
一般建築,香榭麗庭A棟管,QJ0537,長城里,高雄市前金區長城里河南二路106號,1,1047,新興分局,,,
一般建築,美麗綻大樓,XX1503,明莊里,高雄市新興區明莊里自立二路86號,1.2.3.4.5,1049,新興分局,,,
一般建築,中正大樓管理,XX0445,大明里,高雄市新興區大明里中正四路53號,1,1059,新興分局,,,
商場,名揚大廈,XX0472,仁聲里,高雄市新興區仁聲里復興一路19號,1,1064,新興分局,,,
一般建築,民生富邑大廈,XX1373,德望里,高雄市新興區德望里民生一路176號,1.2,1064,新興分局,,,
一般建築,,XX1449,長驛里,高雄市新興區長驛里民主路59號之1,1.2,1067,新興分局,,,
一般建築,,QJ0558,新生里,高雄市前金區新生里河南二路174號,1,1067,新興分局,,,
辦公室,,XX0639,南港里,高雄市新興區南港里忠孝一路456號,1.2,1084,新興分局,,,
一般建築,,XX1354,文昌里,高雄市新興區文昌里信守街12號,1.2,1090,新興分局,,,
一般建築,,XX1470,新江里,高雄市新興區新江里七賢一路510號,1.2.3.4,1097,新興分局,,,
學校,高雄市前金國民小學,QJ0346,國民里,高雄市前金區國民里大同二路61號,1,1100,新興分局,,,
學校,高雄市立前金,QJ0619,林投里,高雄市前金區林投里大同二路76號,1,1106,新興分局,,,
一般建築,,XX1384,德望里,高雄市新興區德望里達仁街20號,1.2,1127,新興分局,,,
一般建築,羅浮大廈,QJ0222,長生里,高雄市前金區長生里民生二路71號,1,1144,新興分局,,,
一般建築,亞洲忠孝大廈,XX0171,中東里,高雄市新興區中東里七賢一路301號,1,1147,新興分局,,,
一般建築,,QJ0367,長城里,高雄市前金區長城里中山橫路95號,1,1148,新興分局,,,
體育設施,台灣海洋科技研中心,QJ0145,新生里,高雄市前金區新生里河南二路196之1號,1,1149,新興分局,,,
一般建築,,QJ0200,文東里,高雄市前金區文東里五福三路21號,1.2,1168,新興分局,,,
一般建築,,QJ0654,東金里,高雄市前金區東金里旺盛街28號,1.2,1171,新興分局,,,
辦公室,中山清江大廈,QJ0534,文東里,高雄市前金區文東里中山二路505號,1.2,1177,新興分局,,,
一般建築,,XX0336,德望里,高雄市新興區德望里復興一路22號,1,1182,新興分局,,,
一般建築,,QJ0034,青山里,高雄市前金區青山里中正四路99號,1.2,1187,新興分局,,,
商場,翡翠國城,XX1367,仁聲里,高雄市新興區仁聲里復興一路63號B,1.2.3,1190,新興分局,,,
一般建築,,QJ0511,草江里,高雄市前金區草江里瑞源路140號,1.2,1201,新興分局,,,
一般建築,,XX1442,德政里,高雄市新興區德政里忠孝一路262號,1,1205,新興分局,,,
一般建築,,XX0812,德生里,高雄市新興區德生里五福一街2號之1,1,1206,新興分局,,,
一般建築,鳳凰苑大廈管,XX1485,德生里,高雄市新興區德生里復興街22號,1.2,1206,新興分局,,,
辦公室,世界通貿中心,XX1326,德生里,高雄市新興區德生里民生一路247號,1.2.3,1214,新興分局,,,
一般建築,,QJ0643,榮復里,高雄市前金區榮復里五福三路68號,1.2.3,1220,新興分局,,,
旅館,互舍酒店,XX1226,秋山里,高雄市新興區秋山里七賢二路11號,1.2.3,1221,新興分局,,,
一般建築,福林大樓管理,XX0874,振成里,高雄市新興區振成里林森一路14號,1,1222,新興分局,,,
一般建築,中山世紀名廈,XX0837,黎明里,高雄市新興區黎明里中山一路242號,1,1228,新興分局,,,
一般建築,,XX1454,成功里,高雄市新興區成功里忠孝一路322號,1.2,1249,新興分局,,,
宗教設施,高雄山達基教,QJ0182,新生里,高雄市前金區新生里七賢二路329號,1.2,1253,新興分局,,,
辦公室,中信公寓大廈,XX1300,中東里,高雄市新興區中東里中正三路38號,1.2.3,1260,新興分局,,,
一般建築,洛陽山水大廈,XX0770,中東里,高雄市新興區中東里七賢一路299號,1,1271,新興分局,,,
一般建築,恆順大樓,QJ0596,東金里,高雄市前金區東金里自強一路22號,1.2,1281,新興分局,,,
辦公室,,XX0637,新江里,高雄市新興區新江里中山一路308號,1.2,1282,新興分局,,,
辦公室,,XX0302,文昌里,高雄市新興區文昌里六合路67號,1,1290,新興分局,,,
一般建築,,QJ0432,後金里,高雄市前金區後金里中正四路192號,1,1293,新興分局,,,
一般建築,,XX1121,開平里,高雄市新興區開平里開封路435號,1,1319,新興分局,,,
辦公室,和泰產險高雄,QJ0192,東金里,高雄市前金區東金里中正四路168號,1.2.3,1323,新興分局,,,
辦公室,高雄西子灣大,QJ0457,復元里,高雄市前金區復元里大同二路23號,1.2,1332,新興分局,,,
辦公室,皇家廣場,XX1311,黎明里,高雄市新興區黎明里七賢一路469號,1.2.3,1347,新興分局,,,
一般建築,,XX0335,德望里,高雄市新興區德望里復橫一路156之1號,1,1353,新興分局,,,
一般建築,,XX1337,建華里,高雄市新興區建華里七賢二路58號,1,1355,新興分局,,,
一般建築,天興大廈管理,XX0681,仁聲里,高雄市新興區仁聲里復興一路51號,1,1356,新興分局,,,
一般建築,聖田民生公寓大廈,QJ0630,社東里,高雄市前金區社東里民生二路129號,1.2.3.4,1357,新興分局,,,
一般建築,生活大師大樓,XX1440,德望里,高雄市新興區德望里復興一路10號,1.2.3,1358,新興分局,,,
一般建築,燕山公寓大廈,XX0103,新江里,高雄市新興區新江里八德一路316號,1.2,1362,新興分局,,,
商場,燕山大廈,XX0104,新江里,高雄市新興區新江里林森一路267號,1.2,1372,新興分局,,,
辦公室,世界健身,QJ0568,東金里,高雄市前金區東金里中華三路149號,1,1413,新興分局,,,
學校,信義國民小學,XX0645,浩然里,高雄市新興區浩然里五福二路3號,1,1417,新興分局,,,
一般建築,國安中山廣場大廈,XX0952,玉衡里,高雄市新興區玉衡里中山一路12之2號,1.2,1421,新興分局,,,
宗教設施,聖光神學院,XX1140,建華里,高雄市新興區建華里河南二路2號,1,1432,新興分局,,,
一般建築,國際經貿大樓,QJ0555,社東里,高雄市前金區社東里五福三路80號,1.2,1440,新興分局,,,
一般建築,36美境大樓管,QJ0651,新生里,高雄市前金區新生里市中一路232號,1.2,1443,新興分局,,,
一般建築,,XX1533,文昌里,高雄市新興區文昌里中正二路186號,1.2.3,1454,新興分局,,,
一般建築,,QJ0688,青山里,高雄市前金區青山里中華三路106號,1.2.3,1459,新興分局,,,
一般建築,高雄市光二街第一期公教大廈,QJ0522,社東里,高雄市前金區社東里光復二街48號,1,1461,新興分局,,,
一般建築,,XX1494,成功里,高雄市新興區成功里復興一路89號之1,1.2.3,1487,新興分局,,,
一般建築,華信大樓管理,XX0328,光耀里,高雄市新興區光耀里中正三路5號,1,1498,新興分局,,,
商場,樹屋旅店,QJ0399,草江里,高雄市前金區草江里六合二路132號,1,1510,新興分局,,,
一般建築,,QJ0314,後金里,高雄市前金區後金里中正四路258號,1,1520,新興分局,,,
一般建築,,QJ0115,文東里,高雄市前金區文東里中山二路575號,1,1548,新興分局,,,
一般建築,,XX1095,文昌里,高雄市新興區文昌里中正二路184號,1.2,1555,新興分局,,,
旅館,英迪格酒店,XX1327,玉衡里,高雄市新興區玉衡里中山一路4號,1.2.3,1563,新興分局,,,
一般建築,國家名廈,QJ0269,長生里,高雄市前金區長生里光復一街2號,1,1583,新興分局,,,
旅館,承攜行旅,QJ0142,後金里,高雄市前金區後金里六合二路279號,1,1596,新興分局,,,
辦公室,東南文化大樓,QJ0617,後金里,高雄市前金區後金里成功一路436號,1.2.3,1597,新興分局,,,
一般建築,亞洲總勵大廈,XX0227,德生里,高雄市新興區德生里五福一路142號,1,1601,新興分局,,,
一般建築,太子敦園大廈,QJ0644,新生里,高雄市前金區新生里市中一路268號,1.2,1604,新興分局,,,
一般建築,,,青山里,高雄市前金區青山里中正四路107號,1.2,1606,新興分局,,,
郵局,前金郵局,QJ0679,長興里,高雄市前金區長興里六合二路147號,1.2.3.4,1607,新興分局,,,
一般建築,,XX0114,建華里,高雄市新興區建華里自立一路66之16號,1.2,1608,新興分局,,,
一般建築,,XX0505,光耀里,高雄市新興區光耀里渤海街16號,1,1610,新興分局,,,
一般建築,歐帝大樓,XX0976,愛平里,高雄市新興區愛平里中正三路158號,1.2,1627,新興分局,,,
一般建築,,QJ0144,復元里,高雄市前金區復元里民生二路58號,1,1639,新興分局,,,
一般建築,,QJ0348,青山里,高雄市前金區青山里自立橫路65號,1,1642,新興分局,,,
學校,信義國民小學,XX0816,浩然里,高雄市新興區浩然里五福二路3號,1,1661,新興分局,,,
一般建築,,XX1436,開平里,高雄市新興區開平里興邦路88號,1.2,1661,新興分局,,,
一般建築,亞信世界大樓,XX0288,東坡里,高雄市新興區東坡里林森一路163號,1,1733,新興分局,,,
學校,前金國民中學,QJ0310,後金里,高雄市前金區後金里六合二路278號,1,1736,新興分局,,,
學校,信義國民小學,XX1347,興昌里,高雄市新興區興昌里中正三路32號,1,1752,新興分局,,,
一般建築,,QJ0363,復元里,高雄市前金區復元里中華三路68號,1.2,1769,新興分局,,,
一般建築,京城天下大廈,QJ0493,博孝里,高雄市前金區博孝里河東路8號,1.2.3,1775,新興分局,,,
一般建築,金金大廈,XX0143,南港里,高雄市新興區南港里林森一路242號,1.2,1793,新興分局,,,
辦公室,,QJ0405,草江里,高雄市前金區草江里中華三路148號,1.2,1800,新興分局,,,
一般建築,六合仁愛管理,XX1093,中東里,高雄市新興區中東里六合一路98號,1.2,1812,新興分局,,,
一般建築,,QJ0575,博孝里,高雄市前金區博孝里光復二街167號,1.2.3,1815,新興分局,,,
學校,高雄市立高雄女子高級中學,QJ0294,博孝里,高雄市前金區博孝里五福三路122號,1,1824,新興分局,,,
辦公室,,,順昌里,高雄市新興區順昌里七賢一路18號,1.2,1832,新興分局,,,
一般建築,,QJ0628,青山里,高雄市前金區青山里中正四路111號,1.2.3,1833,新興分局,,,
學校,信義國民小學,XX1462,興昌里,高雄市新興區興昌里中正三路32號,1,1835,新興分局,,,
一般建築,新興國小,XX1350,浩然里,高雄市新興區浩然里林森一路321號,1,1841,新興分局,,,
辦公室,,XX1422,興昌里,高雄市新興區興昌里民族二路95號,1.2.3.4,1845,新興分局,,,
商場,台壽高雄大樓,XX1303,明莊里,高雄市新興區明莊里六合二路1號,1.2,1859,新興分局,,,
辦公室,中華電信高雄,XX1047,成功里,高雄市新興區成功里林森一路230號,1,1869,新興分局,,,
一般建築,馨馥華大樓,XX1447,榮治里,高雄市新興區榮治里民生二路36號,1.2.3.4.5.6.7,1870,新興分局,,,
一般建築,,XX1155,德生里,高雄市新興區德生里德順街17號,1.2,1887,新興分局,,,
一般建築,摩登時代廣場,XX1275,浩然里,高雄市新興區浩然里復興二路260號,1.2,1892,新興分局,,,
一般建築,,XX0570,中東里,高雄市新興區中東里七賢一路321號,1,1897,新興分局,,,
辦公室,新興區行政中心,XX1176,中東里,高雄市新興區中東里中正三路34號,1,1916,新興分局,,,
辦公室,聯宏聯宏商業,QJ0146,文西里,高雄市前金區文西里五福三路61號,1.2,1942,新興分局,,,
一般建築,,XX0451,南港里,高雄市新興區南港里七賢一路398號,1.2,1942,新興分局,,,
一般建築,,XX1343,德生里,高雄市新興區德生里民權一路251號地下室,1.2.3.4,1946,新興分局,,,
一般建築,,XX0349,南港里,高雄市新興區南港里仁愛一街291巷8號,1,1994,新興分局,,,
一般建築,大同商業大樓,XX1315,大明里,高雄市新興區大明里大同一路188號,1.2.3,2062,新興分局,,,
商場,"Hotel dùa",XX1381,東坡里,高雄市新興區東坡里林森一路165號,1.2.3,2103,新興分局,,,
辦公室,國泰人壽中正,XX0906,興昌里,高雄市新興區興昌里中正三路2號,1.2.3,2116,新興分局,,,
辦公室,國家實驗研究,QJ0370,新生里,高雄市前金區新生里河南二路196號,1,2192,新興分局,,,
一般建築,新興郵局,XX0057,東坡里,高雄市新興區東坡里中正三路179號,1,2216,新興分局,,,
一般建築,當代紀念座管理服務中心,QJ0567,社東里,高雄市前金區社東里民生二路139號,1.2,2222,新興分局,,,
一般建築,高雄皇家大樓,XX0949,中東里,高雄市新興區中東里六合一路55號,1,2233,新興分局,,,
一般建築,,QJ0312,青山里,高雄市前金區青山里瑞源路31之1號,1,2233,新興分局,,,
學校,高雄市立前金國民中學,QJ0482,後金里,高雄市前金區後金里六合二路278號,1,2245,新興分局,,,
辦公室,法務部調查局,QJ0658,後金里,高雄市前金區後金里成功一路428號,1.2,2250,新興分局,,,
一般建築,長谷新廈大樓,XX1182,振華里,高雄市新興區振華里新田路71號,1.2,2256,新興分局,,,
辦公室,中華電信研究,QJ0631,新生里,高雄市前金區新生里河南二路167號,1.2.3,2271,新興分局,,,
一般建築,,XX1402,德望里,高雄市新興區德望里中正三路55號之1,1.2.3.4,2334,新興分局,,,
一般建築,,QJ0465,林投里,高雄市前金區林投里中正四路259號,1.2,2369,新興分局,,,
一般建築,,QJ0640,新生里,高雄市前金區新生里河南二路150號,1.2,2371,新興分局,,,
一般建築,亨利王大廈管,XX1414,開平里,高雄市新興區開平里七賢一路302號,1.2.3.4,2390,新興分局,,,
一般建築,中華電信七賢機房,XX1248,順昌里,高雄市新興區順昌里七賢一路20號,1.2,2405,新興分局,,,
一般建築,,XX1005,開平里,高雄市新興區開平里七賢一路300號之1,1,2411,新興分局,,,
學校,大同國民小學,XX1027,榮治里,高雄市新興區榮治里大同一路231號,1,2471,新興分局,,,
一般建築,蒙娜麗莎大廈,QJ0504,新生里,高雄市前金區新生里七賢二路396號,1.2,2498,新興分局,,,
一般建築,,QJ0641,新生里,高雄市前金區新生里鼎盛街88號,1.2,2504,新興分局,,,
一般建築,,QJ0655,長城里,高雄市前金區長城里新盛一街28號,1.2.3,2518,新興分局,,,
辦公室,新光人壽大樓,XX0903,中東里,高雄市新興區中東里七賢一路249號,1.2,2522,新興分局,,,
一般建築,,XX1391,振成里,高雄市新興區振成里新田路100號,1.2,2541,新興分局,,,
學校,高雄市立新興高中,XX1330,玉衡里,高雄市新興區玉衡里五福二路218號,1,2615,新興分局,,,
一般建築,太普尚隱大樓,QJ0652,長生里,高雄市前金區長生里自強二路50巷12號,1.2.3,2640,新興分局,,,
辦公室,寶成世紀大樓,XX1334,光耀里,高雄市新興區光耀里民生一路54號,1.2.3,2690,新興分局,,,
一般建築,新興郵局,XX1028,東坡里,高雄市新興區東坡里中正三路177號,1,2712,新興分局,,,
商場,夢萊茵河畔名,QJ0609,國民里,高雄市前金區國民里河東路176號,1.2.3,2752,新興分局,,,
一般建築,,XX1469,開平里,高雄市新興區開平里同心路25號,1.2.3,2823,新興分局,,,
一般建築,文立苑大樓管,QJ0709,文西里,高雄市前金區文西里光明街2號,1.2.3.4,2828,新興分局,,,
一般建築,褔懋心湛大樓,XX1530,南港里,高雄市新興區南港里八德一路210號,1.2.3,2868,新興分局,,,
一般建築,國王1號院大樓,XX1487,文昌里,高雄市新興區文昌里民族二路72號,1.2.3.4.5.6,2879,新興分局,,,
商場,大統百貨企業,XX1458,玉衡里,高雄市新興區玉衡里五福二路262號,1.2,2879,新興分局,,,
學校,高雄市立高雄高商,XX1441,浩然里,高雄市新興區浩然里五福二路3號,1,2895,新興分局,,,
學校,高雄市立新興高級中學,XX1426,玉衡里,高雄市新興區玉衡里五福二路218號,1,3120,新興分局,,,
一般建築,,QJ0660,國民里,高雄市前金區國民里民生二路200號,1.2.3.4.5,3177,新興分局,,,
學校,前金國民小學,QJ0574,國民里,高雄市前金區國民里大同二路61號,1,3209,新興分局,,,
一般建築,,XX1444,文昌里,高雄市新興區文昌里民族二路38號,1.2.3.4.5,3293,新興分局,,,
一般建築,褔懋真湛湛真美館大樓,QJ0711,長生里,高雄市前金區長生里光復三街39號,1.2.3.4,3433,新興分局,,,
商場,大立百貨,QJ0653,文西里,高雄市前金區文西里五福三路57號,1.2.3.4.5,3439,新興分局,,,
一般建築,登峯大樓,XX1448,德生里,高雄市新興區德生里五福一路140號,1.2.3.4.5,3537,新興分局,,,
商場,亞洲聯合大廈,QJ0027,國民里,高雄市前金區國民里大同二路145號十之6,1.2,3549,新興分局,,,
一般建築,京城雅典,XX1393,德生里,高雄市新興區德生里復興二路316號,1.2.3,3585,新興分局,,,
商場,大立百貨,QJ0334,文西里,高雄市前金區文西里五福三路59號,1.2.3,3592,新興分局,,,
一般建築,,QJ0707,新生里,高雄市前金區新生里旺盛街126號,1.2.3,3701,新興分局,,,
一般建築,,XX1459,愛平里,高雄市新興區愛平里興華路67號,1.2,3732,新興分局,,,
辦公室,中國文化大學推廣教育部-高雄教育中心,QJ0605,林投里,高雄市前金區林投里中正四路215號,1.2.3.4,3734,新興分局,,,
一般建築,華國世界貿易金融中心花園大廈,QJ0510,林投里,高雄市前金區林投里中正四路235號,1.2.3.4,3779,新興分局,,,
一般建築,,QJ0637,青山里,高雄市前金區青山里新盛二街86號,1.2.3,3792,新興分局,,,
旅館,高雄褔華大飯店,XX1410,中東里,高雄市新興區中東里七賢一路311號,1.2.3.4.5,3984,新興分局,,,
一般建築,,XX0439,中東里,高雄市新興區中東里六合一路96巷18號,1,4095,新興分局,,,
一般建築,,QJ0710,民生里,高雄市前金區民生里中正四路169號,1.2.3.4,4238,新興分局,,,
商場,上頂至善,XX1435,開平里,高雄市新興區開平里洛陽街66號,1.2.3.4,4245,新興分局,,,
一般建築,,XX1407,開平里,高雄市新興區開平里錦田路113號,1,4294,新興分局,,,
辦公室,中華電信高雄營運處,XX0329,成功里,高雄市新興區成功里林森一路230號,1,4450,新興分局,,,
辦公室,高雄市財稅行政大樓,XX1430,德望里,高雄市新興區德望里中正三路25號,1.2.3.4,4616,新興分局,,,
一般建築,,QJ0607,新生里,高雄市前金區新生里河南二路158號,1.2,5487,新興分局,,,
辦公室,合發前金立體停車場,QJ0635,林投里,高雄市前金區林投里前金二街30號,1,5731,新興分局,,,
旅館,高雄國賓大飯店,QJ0206,國民里,高雄市前金區國民里民生二路202號,1.2.3,14504,新興分局,,,
一般建築,民生高峰會,XX1527,漢民里,高雄市新興區漢民里民生一路362號,1.2.3.4.5,6464,新興分局,,,
一般建築,,QJ0531,復元里,高雄市前金區復元里中華三路68號,1.2,6735,新興分局,,,
辦公室,,QJ0533,林投里,高雄市前金區林投里河東路188號,1.2,9883,新興分局,,,
商場,漢來大飯店,QJ0597,榮復里,高雄市前金區榮復里成功一路266號,1.2.3.4.5.6.7,10051,新興分局,,,
一般建築,,QJ0712,三川里,高雄市前金區三川里七賢二路148號,1.2.3.4.5.6,10460,新興分局,,,
一般建築,,QJ0713,草江里,高雄市前金區草江里瑞源路101號,1.2.3.4.5.6,13720,新興分局,,,
一般建築,私人住宅,LY0601,林中里,高雄市苓雅區林中里五權街200號,1,27,苓雅分局,,,
一般建築,,,苓雅里,高雄市苓雅區苓雅里四維四路172之8號,1,34,苓雅分局,,,
一般建築,高門大樓,LY3864,正大里,高雄市苓雅區正大里中正一路258號,1,75,苓雅分局,,,
一般建築,,LY3936,同慶里,高雄市苓雅區同慶里凱旋二路75號,1,80,苓雅分局,,,
一般建築,,LY3430,林中里,高雄市苓雅區林中里光華一路146號,1,85,苓雅分局,,," "
一般建築,,LY3915,正大里,高雄市苓雅區正大里正言路46之1號,2,89,苓雅分局,,,
一般建築,私人住宅,LY3923,林西里,高雄市苓雅區林西里五權街133之2號,1,89,苓雅分局,,,
一般建築,私人住宅,LY3792,晴朗里,高雄市苓雅區晴朗里苓雅一路252號,1,92,苓雅分局,,,
一般建築,,,苓雅里,高雄市苓雅區苓雅里苓雅二路235號,1,100,苓雅分局,,,
一般建築,鴻碩文化靜園,LY3476,林富里,高雄市苓雅區林富里福建街194號,1,106,苓雅分局,,,
一般建築,,LY2075,永康里,高雄市苓雅區永康里四維一路78號,1,109,苓雅分局,,,
一般建築,,LY3474,同慶里,高雄市苓雅區同慶里同慶路90號,1,111,苓雅分局,,,
一般建築,,LY2137,林貴里,高雄市苓雅區林貴里和平二路324號,1,113,苓雅分局,,,
一般建築,私人住宅,LY3911,華堂里,高雄市苓雅區華堂里苓雅一路317號,1,113,苓雅分局,,,
