類別,電腦編號,里別,座落,緯度,經度,新計算容量,轄管分局
一般住宅,FOA00535,頂竹里,新竹市東區頂竹里東南街58號,24.798837,120.9729135,94.0,第三分局
一般住宅,FOA00536,頂竹里,新竹市東區頂竹里南大路207號,24.7991231,120.9727599,33.0,第三分局
一般住宅,FOA00537,頂竹里,新竹市東區頂竹里東南街42-46號,24.7994317,120.9728162,180.0,第三分局
一般住宅,FOA00538,頂竹里,新竹市東區頂竹里17鄰東南街96巷4號,24.7982134,120.9734656,51.0,第三分局
一般住宅,FOA00539,頂竹里,新竹市東區頂竹里南大路241號,24.7989075,120.9720898,32.0,第三分局
一般住宅,FOA00540,頂竹里,新竹市東區頂竹里南大路203號B1,24.7993002,120.972671,33.0,第三分局
一般住宅,FOA00541,頂竹里,新竹市東區頂竹里東南街64號,24.7987509,120.9729971,42.0,第三分局
一般住宅,FOA00542,頂竹里,新竹市東區頂竹里竹蓮街64號,24.798163,120.971067,91.0,第三分局
一般住宅,FOA00543,頂竹里,新竹市東區頂竹里17鄰東南街96巷18號,24.7979881,120.9731632,42.0,第三分局
供公眾使用建築物,FOA00544,頂竹里,新竹市東區頂竹里東南街52巷26號,24.7987091,120.9725038,93.0,第三分局
一般住宅,FOA00545,頂竹里,新竹市東區頂竹里16鄰東南街128號,24.7974714,120.9738858,31.0,第三分局
一般住宅,FOA00546,頂竹里,新竹市東區頂竹里南大路223號,24.7990744,120.9723704,22.0,第三分局
一般住宅,FOA00547,南大里,新竹市東區南大里食品路297號,24.7951395,120.9732684,260.0,第三分局
一般住宅,FOA00548,南大里,新竹市東區南大里食品路205號,24.796027,120.974842,97.0,第三分局
一般住宅,FOA00550,南大里,新竹市東區南大里食品路273號,24.795167,120.973616,14.0,第三分局
一般住宅,FOA00551,南大里,新竹市東區南大里食品路269號,24.795209,120.973681,84.0,第三分局
一般住宅,FOA00552,南大里,新竹市東區南大里西大路46巷28號,24.795888,120.9721613,112.0,第三分局
一般住宅,FOA00553,南大里,新竹市東區南大里竹蓮街47巷2號,24.7974465,120.9715067,16.0,第三分局
一般住宅,FOA00554,南大里,新竹市東區南大里竹蓮街51號,24.7975377,120.9714677,51.0,第三分局
一般住宅,FOA00555,南大里,新竹市東區南大里食品路261號,24.795288,120.973838,30.0,第三分局
一般住宅,FOA00556,南大里,新竹市東區南大里食品路279號,24.795098,120.973476,66.0,第三分局
一般住宅,FOA00557,南大里,新竹市東區南大里西大路46巷33弄11-15號,24.7956271,120.971918,121.0,第三分局
一般住宅,FOA00558,南大里,"新竹市東區南大里竹蓮街61號 B1",24.7977251,120.9710014,156.0,第三分局
一般住宅,FOA00559,振興里,新竹市東區振興里食品路551號,24.7952571,120.9646906,93.0,第三分局
一般住宅,FOA00560,振興里,"新竹市東區振興里32鄰振興路85巷9號 B1",24.794521,120.9613972,1059.0,第三分局
一般住宅,FOA00561,振興里,新竹市東區振興里興中街51號,24.7966531,120.967341,89.0,第三分局
一般住宅,FOA00562,南大里,新竹市東區南大里西大路27號,24.7946141,120.972418,101.0,第三分局
一般住宅,FOA00563,振興里,新竹市東區振興里興學街12號,24.7982169,120.9679298,102.0,第三分局
一般住宅,FOA00564,振興里,新竹市東區振興里興學街105號,24.7965451,120.966915,100.0,第三分局
一般住宅,FOA00565,南門里,新竹市東區南門里林森路57號,24.8014618,120.9682029,135.0,第三分局
一般住宅,FOA00566,南門里,新竹市東區南門里武昌街12號,24.8005655,120.968459,111.0,第三分局
一般住宅,FOA00567,頂竹里,新竹市東區頂竹里南大路273號,24.7984916,120.971253,163.0,第三分局
一般住宅,FOA00568,振興里,新竹市東區振興里興中街46號,24.7970591,120.9674784,260.0,第三分局
一般住宅,FOA00569,南門里,新竹市東區南門里中華路二段508號,24.8007363,120.9693108,165.0,第三分局
一般住宅,FOA00570,振興里,新竹市東區振興里興中街50號,24.7969955,120.9672807,245.0,第三分局
一般住宅,FOA00571,新興里,新竹市東區新興里南大路441號,24.7957536,120.9671521,225.0,第三分局
一般住宅,FOA00572,中隘里,"新竹市香山區中隘里中華路6段799巷8弄10-24號 B2",24.7201148,120.919464,736.0,第三分局
一般住宅,FOA00573,中隘里,新竹市香山區中隘里中華路6段799巷8弄9號,24.7201148,120.919464,236.0,第三分局
公有建築物,FOA00574,樹下里,"新竹市香山區樹下里9鄰香北路12號 B1",24.7923995,120.9304169,1690.0,第三分局
一般住宅,FOA00575,明湖里,"新竹市東區明湖里11鄰明湖路1050巷260號 B2",24.7636419,120.9774648,368.0,第三分局
一般住宅,FOA00576,光鎮里,"新竹市東區光鎮里5鄰南大路619號 B1",24.7880274,120.967321,575.0,第三分局
一般住宅,FOA00577,頂埔里,"新竹市香山區頂埔里21鄰經國路3段61號 B1",24.7986911,120.95364,980.0,第三分局
公有建築物,FOA00578,頂竹里,"新竹市東區頂竹里食品路226號 B1",24.7959792,120.9741066,781.0,第三分局
供公眾使用建築物,FOA00579,東香里,"新竹市香山區東香里1鄰玄奘路48號 B1",24.7743486,120.943289,1534.0,第三分局
一般住宅,FOA00580,鹽水里,"新竹市香山區鹽水里11鄰中華路6段67巷66弄2號 B2",24.7486618,120.9104982,807.0,第三分局
公有建築物,FOA00581,香山里,"新竹市香山區香山里元培街124號 B1",24.7851705,120.9303385,703.0,第三分局
一般住宅,FOA00582,茄苳里,"新竹市香山區茄苳里至善街35巷12號 B1",24.7553922,120.9499738,281.0,第三分局
一般住宅,FOA00583,香山里,"新竹市香山區香山里18鄰香北路160-166號 B1",24.7910607,120.9260611,2029.0,第三分局
供公眾使用建築物,FOA00584,朝山里,"新竹市香山區朝山里2鄰中華路五段722號 B1",24.765044,120.913751,1117.0,第三分局
一般住宅,FOA00586,高峰里,新竹市東區高峰里27鄰寶山路150巷1號,24.791486,120.975222,116.0,第三分局
公有建築物,FOA00587,朝山里,"新竹市香山區朝山里富禮街16號 B1",24.764249,120.9127599,602.0,第三分局
公有建築物,FOA00588,虎林里,新竹市香山區虎林里10鄰延平路2段76號B1,24.8052619,120.9419437,856.0,第三分局
一般住宅,FOA00589,頂竹里,新竹市東區頂竹里東南街139號B1,24.7976345,120.9744133,138.0,第三分局
一般住宅,FOA00590,明湖里,"新竹市東區明湖里17鄰明湖路1050巷270號 B1",24.764945,120.9769977,511.0,第三分局
供公眾使用建築物,FOA00591,湖濱里,新竹市東區湖濱里15鄰明湖路486巷33號,24.7794973,120.9662058,221.0,第三分局
一般住宅,FOA00592,頂竹里,新竹市東區頂竹里東南街189號,24.796695,120.9750792,129.0,第三分局
一般住宅,FOA00593,茄苳里,"新竹市香山區茄苳里至善街31巷15號 B1",24.7557778,120.9502543,238.0,第三分局
公有建築物,FOA00594,內湖里,"新竹市香山區內湖里內湖路109號 B1",24.7422354,120.9061346,479.0,第三分局
一般住宅,FOA00595,頂福里,"新竹市香山區頂福里16鄰中山路640巷566號 B1",24.7940396,120.9517357,1734.0,第三分局
一般住宅,FOA00596,香山里,"新竹市香山區香山里香北一路15號 B1",24.7899055,120.9243846,518.0,第三分局
一般住宅,FOA00597,明湖里,新竹市東區明湖里21鄰明湖路1200巷132弄35號,24.7636721,120.9792961,240.0,第三分局
一般住宅,FOA00599,牛埔里,新竹市香山區牛埔里東華路81巷2號B2,24.7949905,120.9450654,338.0,第三分局
公有建築物,FOA00600,新興里,"新竹市東區新興里8鄰食品路463號 B1",24.7936078,120.9665857,1289.0,第三分局
一般住宅,FOA00601,明湖里,新竹市東區明湖里21鄰明湖路1200巷132弄35號,24.7636721,120.9792961,240.0,第三分局
供公眾使用建築物,FOA00602,朝山里,"新竹市香山區朝山里中華路5段522巷18號 B1",24.7736169,120.9171419,855.0,第三分局
一般住宅,FOA00603,香山里,新竹市香山區香山里大庄路66-88號,24.7903911,120.9248361,228.0,第三分局
一般住宅,FOA00604,明湖里,"新竹市東區明湖里明湖路1050巷372號 B2",24.7676102,120.9789249,549.0,第三分局
供公眾使用建築物,FOA00605,埔前里,新竹市香山區埔前里14鄰牛埔南路207巷11號B1,24.7917984,120.9334433,365.0,第三分局
公有建築物,FOA00606,虎林里,"新竹市香山區虎林里10鄰延平路2段76號 B1",24.8052619,120.9419437,1750.0,第三分局
一般住宅,FOA00607,頂埔里,"新竹市香山區頂埔里經國路3段2巷28號 B1",24.8007119,120.953217,961.0,第三分局
供公眾使用建築物,FOA00608,頂埔里,"新竹市香山區頂埔里14鄰經國路3段60號 B1",24.7991008,120.9531699,889.0,第三分局
一般住宅,FOA00609,中埔里,"新竹市香山區中埔里3鄰牛埔路329號 B1",24.7981728,120.9445683,368.0,第三分局
公有建築物,FOA00610,新光里,"新竹市東區新光里1鄰食品路331號 B2",24.7934621,120.97083,2156.0,第三分局
一般住宅,FOA00611,柴橋里,新竹市東區柴橋里16鄰柴橋路61號,24.7710091,120.9658743,79.0,第三分局
公有建築物,FOA00612,振興里,"新竹市東區振興里興學街106號 B1",24.7968093,120.966368,553.0,第三分局
供公眾使用建築物,FOA00613,柴橋里,"新竹市東區柴橋里1鄰明湖路773號 B2",24.7753331,120.967646,4018.0,第三分局
一般住宅,FOA00614,振興里,新竹市東區振興里南大路622號B1,24.793473,120.9630287,138.0,第三分局
供公眾使用建築物,FOA00615,東香里,"新竹市香山區東香里玄奘路48號 B3",24.7743486,120.943289,623.0,第三分局
一般住宅,FOA00616,頂埔里,"新竹市香山區頂埔里25鄰經國路3段2巷20號 B1",24.800668,120.953324,334.0,第三分局
一般住宅,FOA00617,中埔里,新竹市香山區中埔里11鄰華北路66號B1,24.7970105,120.9474033,575.0,第三分局
公有建築物,FOA00618,頂竹里,"新竹市東區頂竹里竹蓮街6號 B2",24.7969551,120.972713,797.0,第三分局
一般住宅,FOA00619,新興里,新竹市東區新興里食品路470號B2,24.7939688,120.9663498,272.0,第三分局
公有建築物,FOA00620,南市里,"新竹市東區南市里16鄰西大路317號 B1",24.801574,120.9656909,2490.0,第三分局
一般住宅,FOA00621,東香里,"新竹市香山區東香里16鄰富群街9號 B2",24.7689068,120.9563834,2454.0,第三分局
公有建築物,FOA00622,虎林里,新竹市香山區虎林里延平路2段78號,24.8052582,120.9410568,401.0,第三分局
供公眾使用建築物,FOA00623,南市里,"新竹市東區南市里16鄰西大路323號 B4",24.8019347,120.9648374,3945.0,第三分局
一般住宅,FOA00624,福德里,"新竹市東區福德里林森路233號 B3",24.7980952,120.96323,438.0,第三分局
供公眾使用建築物,FOA00625,頂竹里,"新竹市東區頂竹里東南街142巷28號 B1",24.796861,120.9732268,724.0,第三分局
供公眾使用建築物,FOA00626,柴橋里,新竹市東區柴橋里21鄰藝術路2號B1,24.7685083,120.9672812,295.0,第三分局
供公眾使用建築物,FOA00627,東香里,"新竹市香山區東香里1鄰玄奘路48號 B1-B2",24.7743535,120.9411003,9211.0,第三分局
供公眾使用建築物,FOA00628,埔前里,"新竹市香山區埔前里8鄰中華路4段518號 B1",24.789638,120.931258,763.0,第三分局
供公眾使用建築物,FOA00629,埔前里,"新竹市香山區埔前里6鄰牛埔南路15號 B1",24.7945226,120.9414903,1324.0,第三分局
公有建築物,FOA00630,新光里,新竹市東區新光里9鄰明湖路200號B2,24.7898278,120.967955,151.0,第三分局
供公眾使用建築物,FOA00631,明湖里,"新竹市東區明湖里3鄰明湖路1008巷178號 B1",24.7650453,120.9758243,3926.0,第三分局
供公眾使用建築物,FOA00632,明湖里,"新竹市東區明湖里2鄰明湖路1006巷200號 B1",24.7654814,120.9756436,2344.0,第三分局
一般住宅,FOA00633,東香里,"新竹市香山區東香里11鄰香檳三街36號 B1",24.7764064,120.9489763,2123.0,第三分局
一般住宅,FOA00634,福德里,"新竹市東區福德里林森路231號 B3",24.7980952,120.96323,824.0,第三分局
公有建築物,FOA00635,香山里,新竹市香山區香山里大庄路105號,24.7916476,120.9239954,397.0,第三分局
一般住宅,FOA00636,中埔里,"新竹市香山區中埔里中華路4段270巷25弄25號 B1",24.7954584,120.9470313,406.0,第三分局
一般住宅,FOA00637,新光里,新竹市東區新光里14鄰明湖路180號,24.7917615,120.9683786,283.0,第三分局
一般住宅,FOA00638,牛埔里,"新竹市香山區牛埔里17鄰牛埔東路251巷33號 B1-B2",24.7951173,120.9444671,2788.0,第三分局
公有建築物,FOA00639,香山里,"新竹市香山區香山里元培街124號 B1",24.7851754,120.9281498,525.0,第三分局
公有建築物,FOA00640,新光里,"新竹市東區新光里9鄰明湖路200號 B1",24.7898278,120.967955,295.0,第三分局
一般住宅,FOA00641,牛埔里,"新竹市香山區牛埔里16鄰育德街101號 B1",24.794486,120.944013,900.0,第三分局
一般住宅,FOA00642,柴橋里,"新竹市東區柴橋里1鄰明湖路715號 B4-B5",24.7764321,120.9675578,7508.0,第三分局
一般住宅,FOA00643,東香里,"新竹市香山區東香里美之城88號 B1",24.7693393,120.9577282,525.0,第三分局
一般住宅,FOA00644,湖濱里,"新竹市東區湖濱里2鄰明湖路400巷8號 B2",24.785536,120.966846,927.0,第三分局
一般住宅,FOA00645,牛埔里,"新竹市香山區牛埔里16鄰育德街111號 B1",24.794346,120.943642,474.0,第三分局
一般住宅,FOA00646,振興里,"新竹市東區振興里14鄰南大路588號 B2",24.7941068,120.9637249,1258.0,第三分局
一般住宅,FOA00647,香村里,"新竹市香山區香村里1鄰元培街288號  B2",24.778299,120.9392085,1137.0,第三分局
一般住宅,FOA00649,明湖里,新竹市東區明湖里22鄰明湖路1200巷6弄2號B1,24.7651052,120.9799692,888.0,第三分局
供公眾使用建築物,FOA00650,牛埔里,"新竹市香山區牛埔里2鄰牛埔東路290號 B1",24.7965006,120.9427679,1060.0,第三分局
一般住宅,FOA00651,牛埔里,"新竹市香山區牛埔里中華路4段451巷208號 B1",24.7849861,120.9382397,396.0,第三分局
一般住宅,FOA00652,南市里,新竹市東區南市里中華路二段635號B1,24.7987829,120.9667344,87.0,第三分局
一般住宅,FOA00654,新興里,"新竹市東區新興里明湖路72巷2弄20號 B1",24.7953944,120.9684897,316.0,第三分局
一般住宅,FOA00655,柴橋里,"新竹市東區柴橋里21鄰志平路111號 B1",24.7663038,120.9698189,3473.0,第三分局
一般住宅,FOA00656,頂埔里,"新竹市香山區頂埔里26鄰經國路3段36號 B3",24.7995888,120.9533864,1036.0,第三分局
供公眾使用建築物,FOA00657,東香里,"新竹市香山區東香里五福路2段707號 B1",24.7570738,120.9526905,482.0,第三分局
一般住宅,FOA00658,頂埔里,"新竹市香山區頂埔里11鄰牛埔東路33巷23號 B3",24.7993068,120.9511599,2618.0,第三分局
一般住宅,FOA00659,明湖里,"新竹市東區明湖里21鄰明湖路1200巷5弄29號 B2",24.7643402,120.9805431,1230.0,第三分局
供公眾使用建築物,FOA00660,中埔里,新竹市香山區中埔里6鄰牛埔路287號B1,24.799187,120.945485,452.0,第三分局
一般住宅,FOA00661,頂福里,新竹市香山區頂福里頂埔路19巷7號,24.7966941,120.9509741,199.0,第三分局
公有建築物,FOA00662,高峰里,"新竹市東區高峰里2鄰高翠路332巷2號 B1",24.7801033,120.9834351,795.0,第三分局
供公眾使用建築物,FOA00663,香村里,"新竹市香山區香村里元培街306號 B1",24.7763419,120.9406409,1426.0,第三分局
公有建築物,FOA00664,明湖里,"新竹市東區明湖里4鄰明湖路1211號 B1",24.7685317,120.978023,621.0,第三分局
供公眾使用建築物,FOA00665,頂埔里,新竹市香山區頂埔里中山路558號,24.7977669,120.9559628,622.0,第三分局
公有建築物,FOA00666,頂竹里,"新竹市東區頂竹里食品路226號 B1",24.7959792,120.9741066,712.0,第三分局
一般住宅,FOA00667,柴橋里,新竹市東區柴橋里5鄰新香街279-1號B1,24.7767043,120.9608308,153.0,第三分局
一般住宅,FOA00668,新光里,"新竹市東區新光里6鄰明湖路243巷105號 B2",24.7900785,120.9729706,822.0,第三分局
公有建築物,FOA00669,新興里,"新竹市東區新興里8鄰南大路521號 B1-B3",24.7931736,120.9633505,1596.0,第三分局
一般住宅,FOA00670,朝山里,新竹市香山區朝山里14鄰中華路五段672號,24.7672824,120.9154097,101.0,第三分局
一般住宅,FOA00671,鹽水里,"新竹市香山區鹽水里中華路六段89號 B1",24.7485793,120.9076185,837.0,第三分局
一般住宅,FOA00672,埔前里,"新竹市香山區埔前里5鄰牛埔南路142巷33弄5號 B2",24.7972854,120.9393113,4491.0,第三分局
一般住宅,FOA00673,頂福里,"新竹市香山區頂福里15鄰中山路640巷498號 B3",24.793924,120.9496953,1103.0,第三分局
一般住宅,FOA00674,香山里,"新竹市香山區香山里莊敬街108號 B1",24.794325,120.925669,910.0,第三分局
一般住宅,FOA00675,頂埔里,"新竹市香山區頂埔里29鄰經國路3段78巷23號 B1",24.7989135,120.9524446,5635.0,第三分局
一般住宅,FOA00676,中埔里,"新竹市香山區中埔里11鄰中華路4段236號 B3",24.795107,120.9482663,796.0,第三分局
一般住宅,FOA00677,明湖里,新竹市東區明湖里3鄰明湖路1010號B1,24.7687679,120.9772587,621.0,第三分局
一般住宅,FOA00678,牛埔里,"新竹市香山區牛埔里14鄰中華路4段302號 B1",24.7937416,120.9450045,2534.0,第三分局
供公眾使用建築物,FOA00679,內湖里,"新竹市香山區內湖里4鄰中華路六段335號 B1",24.7397134,120.9100007,1068.0,第三分局
一般住宅,FOA00680,牛埔里,"新竹市香山區牛埔里14鄰中華路4段286號 B3",24.7942245,120.9460722,759.0,第三分局
供公眾使用建築物,FOA00681,中埔里,"新竹市香山區中埔里6鄰牛埔路238號 B1",24.8003581,120.9483362,1810.0,第三分局
一般住宅,FOA00682,頂埔里,新竹市香山區頂埔里牛埔路120巷3號1樓之1,24.7996804,120.9527855,237.0,第三分局
一般住宅,FOA00683,香山里,新竹市香山區香山里大庄路28-36號,24.789046,120.927965,88.0,第三分局
一般住宅,FOA00684,香山里,"新竹市香山區香山里20鄰大庄路45巷1-15號 B1",24.7896283,120.9282849,639.0,第三分局
一般住宅,FOA00685,新興里,"新竹市東區新興里26鄰食品路290號 B1",24.7942579,120.9711114,1106.0,第三分局
一般住宅,FOA00686,香山里,"新竹市香山區香山里大庄路216號 B1",24.7927479,120.9242408,580.0,第三分局
公有建築物,FOA00687,埔前里,新竹市香山區埔前里牛埔北路150號,24.8006662,120.9411317,220.0,第三分局
一般住宅,FOA00688,朝山里,"新竹市香山區朝山里中華路五段648巷111號 B1",24.7662855,120.9143102,350.0,第三分局
一般住宅,FOA00689,頂福里,"新竹市香山區頂福里3鄰中山路640巷168弄7號 B1",24.7955722,120.9514865,2284.0,第三分局
一般住宅,FOA00690,頂埔里,新竹市香山區頂埔里牛埔路122號,24.7994713,120.9527095,108.0,第三分局
公有建築物,FOA00691,牛埔里,"新竹市香山區牛埔里3鄰育德街188號 B1-B2",24.7940491,120.9422677,2251.0,第三分局
供公眾使用建築物,FOA00692,柴橋里,"新竹市東區柴橋里21鄰柴橋路95號 B1",24.768817,120.966208,722.0,第三分局
一般住宅,FOA00693,光鎮里,新竹市東區光鎮里18鄰南大路537巷36號B1,24.7913014,120.9655477,155.0,第三分局
一般住宅,FOA00694,虎山里,"新竹市香山區虎山里14鄰延平路二段385號 B1",24.807962,120.9330049,2195.0,第三分局
一般住宅,FOA00695,福德里,新竹市東區福德里11鄰中華路二段695巷18號,24.7975741,120.964957,132.0,第三分局
一般住宅,FOA00696,大庄里,"新竹市香山區大庄里大庄路228巷1號 B1",24.792582,120.9237651,384.0,第三分局
一般住宅,FOA00697,光鎮里,"新竹市東區光鎮里5鄰南大路639號 B2",24.7875467,120.9676399,1581.0,第三分局
一般住宅,FOA00698,頂埔里,"新竹市香山區頂埔里18鄰牛埔路120巷17弄8號 B1",24.8001038,120.9530404,955.0,第三分局
一般住宅,FOA00699,新興里,"新竹市東區新興里食品路446巷1號 B2",24.7939801,120.9670928,582.0,第三分局
供公眾使用建築物,FOA00700,湖濱里,"新竹市東區湖濱里12鄰明湖路482巷2號 B1",24.7812549,120.9664896,561.0,第三分局
一般住宅,FOA00701,新興里,"新竹市東區新興里南大路423巷25號 B1",24.7953068,120.9676895,462.0,第三分局
一般住宅,FOA00702,新興里,"新竹市東區新興里3鄰西大路135巷41號 B1",24.7960865,120.9687316,410.0,第三分局
供公眾使用建築物,FOA00703,朝山里,"新竹市香山區朝山里9鄰中華路五段452-1號 B1",24.7765027,120.9180018,500.0,第三分局
一般住宅,FOA00704,香村里,"新竹市香山區香村里8鄰草漯街201巷10號 B1",24.7577245,120.9385,1302.0,第三分局
一般住宅,FOA00705,新興里,"新竹市東區新興里2鄰西大路135巷32號 B1",24.796348,120.968852,519.0,第三分局
一般住宅,FOA00706,寺前里,"新竹市東區寺前里4鄰竹蓮街101巷26號 B1",24.7983911,120.9692805,323.0,第三分局
一般住宅,FOA00707,香山里,"新竹市香山區香山里5鄰香北一路32號 B1",24.7902728,120.9242849,376.0,第三分局
一般住宅,FOA00708,牛埔里,"新竹市香山區牛埔里5鄰牛埔南路28號 B1",24.793515,120.9422125,875.0,第三分局
一般住宅,FOA00709,牛埔里,新竹市香山區牛埔里1鄰牛埔路413巷15號B1,24.7963832,120.942038,977.0,第三分局
供公眾使用建築物,FOA00710,牛埔里,"新竹市香山區牛埔里7鄰中華路四段559號 B1",24.7903693,120.9349155,1462.0,第三分局
一般住宅,FOA00711,頂竹里,"新竹市東區頂竹里6鄰南大路219號 B1",24.7991602,120.9724178,334.0,第三分局
一般住宅,FOA00712,牛埔里,新竹市香山區牛埔里14鄰東華路71號B1,24.7945982,120.9450251,426.0,第三分局
供公眾使用建築物,FOA00713,內湖里,新竹市香山區內湖里2鄰五福路一段6號,24.742699,120.9090263,168.0,第三分局
供公眾使用建築物,FOA00714,海山里,"新竹市香山區海山里14鄰大湖路173號 B1",24.7524128,120.9232465,1393.0,第三分局
一般住宅,FOA00715,南港里,"新竹市香山區南港里南港街32巷38弄28號 B1",24.742053,120.8998927,972.0,第三分局
一般住宅,FOA00716,牛埔里,"新竹市香山區牛埔里4鄰牛埔南路92號 B2",24.7958937,120.9413494,2031.0,第三分局
一般住宅,FOA00717,南大里,"新竹市東區南大里14鄰西大路72巷5號 B1",24.7962187,120.9712148,123.0,第三分局
供公眾使用建築物,FOA00718,樹下里,新竹市香山區樹下里9鄰香北路21號B1,24.7920828,120.9303878,1088.0,第三分局
一般住宅,FOA00719,埔前里,新竹市香山區埔前里2鄰牛埔北路37巷35號B1,24.7976922,120.9410027,710.0,第三分局
一般住宅,FOA00720,關帝里,新竹市東區關帝里015鄰西門街15-19號B1,24.8031115,120.9660598,65.0,第三分局
一般住宅,FOA00721,新光里,新竹市東區新光里6鄰明湖路243巷182號B1,24.7888282,120.9741636,1467.0,第三分局
一般住宅,FOA00722,頂福里,新竹市香山區頂福里9鄰景觀大道252號B1-B2,24.7833168,120.9538857,1910.0,第三分局
一般住宅,FOA00723,柴橋里,新竹市東區柴橋里21鄰仲生路1號B1,24.7668359,120.9693872,98.0,第三分局
一般住宅,FOA00724,牛埔里,"新竹市香山區牛埔里14鄰中華路四段278號 B2",24.7943504,120.9464862,684.0,第三分局
一般住宅,FOA00725,頂福里,"新竹市香山區頂福里10鄰頂埔路66號 B2",24.7984208,120.9503547,1690.0,第三分局
一般住宅,FOA00726,港南里,"新竹市香山區港南里8鄰延平路二段1428號 B1",24.8205968,120.9277313,1253.0,第三分局
公有建築物,FOA00727,港南里,新竹市香山區港南里12鄰新竹市香海浦路171巷91號,24.8139797,120.9228403,263.0,第三分局
