"unnamed (1)",類別,經緯度,村里別,地址,地下層數位址,可容納人數,轄管分局,備註,placemark_address
266.0,工廠,"25.05973, 121.12403",樹林里,328桃園市觀音區樹林里工業三路9號,1.0,1034,大園分局,,"工廠 ENA08054 樹林里 328桃園市觀音區樹林里工業三路9號 1034 大園分局"
267.0,工廠,"25.05267, 121.12613",樹林里,328桃園市觀音區樹林里建國路11號,1.0,80,大園分局,,"工廠 ENA08055 樹林里 328桃園市觀音區樹林里建國路11號 80 大園分局"
268.0,工廠,"25.05619, 121.11996",樹林里,328桃園市觀音區樹林里工業四路7號,3.0,390,大園分局,,"工廠 ENA08057 樹林里 328桃園市觀音區樹林里工業四路7號 390 大園分局"
269.0,大樓,"25.05708, 121.11948",樹林里,328桃園市觀音區樹林里工業四路9號,1.0,1144,大園分局,,"大樓 ENA08058 樹林里 328桃園市觀音區樹林里工業四路9號 1144 大園分局"
270.0,工廠,"25.05841, 121.11892",樹林里,328桃園市觀音區樹林里工業四路11號,1.0,156,大園分局,,"工廠 ENA08059 樹林里 328桃園市觀音區樹林里工業四路11號 156 大園分局"
271.0,大樓,"25.0588, 121.1189",樹林里,328桃園市觀音區樹林里工業四路12號,1.0,388,大園分局,,"大樓 ENA08060 樹林里 328桃園市觀音區樹林里工業四路12號 388 大園分局"
272.0,大樓,"25.0601, 121.11843",樹林里,328桃園市觀音區樹林里工業四路16號,1.0,34,大園分局,,"大樓 ENA08061 樹林里 328桃園市觀音區樹林里工業四路16號 34 大園分局"
273.0,工廠,"25.05622, 121.11595",樹林里,328桃園市觀音區樹林里工業五路11號,4.0,461,大園分局,,"工廠 ENA08062 樹林里 328桃園市觀音區樹林里工業五路11號 461 大園分局"
274.0,大樓,"25.0618, 121.11322",樹林里,328桃園市觀音區樹林里工業五路17號,1.0,964,大園分局,,"大樓 ENA08063 樹林里 328桃園市觀音區樹林里工業五路17號 964 大園分局"
275.0,工廠,"25.05545, 121.12172",樹林里,328桃園市觀音區樹林里經建一路16號,1.0,297,大園分局,,"工廠 ENA08064 樹林里 328桃園市觀音區樹林里經建一路16號 297 大園分局"
276.0,公寓,"25.05663, 121.12436",樹林里,328桃園市觀音區樹林里經建一路28號,1.0,166,大園分局,,"公寓 ENA08065 樹林里 328桃園市觀音區樹林里經建一路28號 166 大園分局"
277.0,公寓,"25.05715, 121.12247",樹林里,328桃園市觀音區樹林里經建一路31號,1.0,118,大園分局,,"公寓 ENA08066 樹林里 328桃園市觀音區樹林里經建一路31號 118 大園分局"
278.0,公寓,"25.05741, 121.12333",樹林里,328桃園市觀音區樹林里經建一路33號,1.0,593,大園分局,,"公寓 ENA08067 樹林里 328桃園市觀音區樹林里經建一路33號 593 大園分局"
279.0,大樓,"25.05741, 121.12333",樹林里,328桃園市觀音區樹林里經建一路33號之1,1.0,1943,大園分局,,"大樓 ENA08068 樹林里 328桃園市觀音區樹林里經建一路33號之1 1943 大園分局"
280.0,大樓,"25.05888, 121.1266",樹林里,328桃園市觀音區樹林里經建一路38號,1.0,21,大園分局,,"大樓 ENA08070 樹林里 328桃園市觀音區樹林里經建一路38號 21 大園分局"
281.0,工廠,"25.05917, 121.12736",樹林里,328桃園市觀音區樹林里經建一路42號,1.0,160,大園分局,,"工廠 ENA08071 樹林里 328桃園市觀音區樹林里經建一路42號 160 大園分局"
282.0,工廠,"25.05844, 121.12552",樹林里,328桃園市觀音區樹林里經建一路47號,1.0,123,大園分局,,"工廠 ENA08072 樹林里 328桃園市觀音區樹林里經建一路47號 123 大園分局"
283.0,大樓,"25.05842, 121.12598",樹林里,328桃園市觀音區樹林里經建一路49號,1.0,101,大園分局,,"大樓 ENA08073 樹林里 328桃園市觀音區樹林里經建一路49號 101 大園分局"
284.0,大樓,"25.06198, 121.12837",樹林里,328桃園市觀音區樹林里經建一路55號,1.0,577,大園分局,,"大樓 ENA08074 樹林里 328桃園市觀音區樹林里經建一路55號 577 大園分局"
285.0,工廠,"25.05534, 121.11666",樹林里,328桃園市觀音區樹林里經建二路3號,1.0,190,大園分局,,"工廠 ENA08077 樹林里 328桃園市觀音區樹林里經建二路3號 190 大園分局"
286.0,工廠,"25.05783, 121.12024",樹林里,328桃園市觀音區樹林里經建二路25號,1.0,282,大園分局,,"工廠 ENA08078 樹林里 328桃園市觀音區樹林里經建二路25號 282 大園分局"
287.0,工廠,"25.05737, 121.12208",樹林里,328桃園市觀音區樹林里經建二路28號,1.0,277,大園分局,,"工廠 ENA08079 樹林里 328桃園市觀音區樹林里經建二路28號 277 大園分局"
288.0,工廠,"25.0675, 121.12635",樹林里,328桃園市觀音區樹林里工業一路31號,1.0,5053,大園分局,,"工廠 ENA08080 樹林里 328桃園市觀音區樹林里工業一路31號 5053 大園分局"
289.0,工廠,"25.05889, 121.12413",樹林里,328桃園市觀音區樹林里經建二路33號,1.0,371,大園分局,,"工廠 ENA08081 樹林里 328桃園市觀音區樹林里經建二路33號 371 大園分局"
290.0,工廠,"25.06005, 121.12537",樹林里,328桃園市觀音區樹林里經建二路45號,1.0,363,大園分局,,"工廠 ENA08083 樹林里 328桃園市觀音區樹林里經建二路45號 363 大園分局"
291.0,工廠,"25.05946, 121.12506",樹林里,328桃園市觀音區樹林里經建二路46號,1.0,84,大園分局,,"工廠 ENA08084 樹林里 328桃園市觀音區樹林里經建二路46號 84 大園分局"
292.0,工廠,"25.06029, 121.12538",樹林里,328桃園市觀音區樹林里經建二路49號,1.0,1068,大園分局,,"工廠 ENA08085 樹林里 328桃園市觀音區樹林里經建二路49號 1068 大園分局"
293.0,工廠,"25.06033, 121.12585",樹林里,328桃園市觀音區樹林里經建二路52號,1.0,72,大園分局,,"工廠 ENA08086 樹林里 328桃園市觀音區樹林里經建二路52號 72 大園分局"
294.0,工廠,"25.05766, 121.11799",樹林里,328桃園市觀音區樹林里經建三路5號,1.0,426,大園分局,,"工廠 ENA08087 樹林里 328桃園市觀音區樹林里經建三路5號 426 大園分局"
295.0,工廠,"25.06073, 121.12447",樹林里,328桃園市觀音區樹林里經建三路25、27號,1.0,96,大園分局,,"工廠 ENA08088 樹林里 328桃園市觀音區樹林里經建三路25、27號 96 大園分局"
296.0,工廠,"25.06122, 121.12437",樹林里,328桃園市觀音區樹林里經建三路29號,1.0,115,大園分局,,"工廠 ENA08089 樹林里 328桃園市觀音區樹林里經建三路29號 115 大園分局"
297.0,工廠,"25.06179, 121.12478",樹林里,328桃園市觀音區樹林里經建三路33號,1.0,74,大園分局,,"工廠 ENA08090 樹林里 328桃園市觀音區樹林里經建三路33號 74 大園分局"
298.0,工廠,"25.05999, 121.12411",樹林里,328桃園市觀音區樹林里經建三路42號,1.0,61,大園分局,,"工廠 ENA08091 樹林里 328桃園市觀音區樹林里經建三路42號 61 大園分局"
299.0,工廠,"25.06131, 121.12513",樹林里,328桃園市觀音區樹林里經建三路45號,1.0,60,大園分局,,"工廠 ENA08092 樹林里 328桃園市觀音區樹林里經建三路45號 60 大園分局"
300.0,工廠,"25.0605, 121.12512",樹林里,328桃園市觀音區樹林里經建三路46號,1.0,178,大園分局,,"工廠 ENA08093 樹林里 328桃園市觀音區樹林里經建三路46號 178 大園分局"
301.0,工廠,"25.06137, 121.12532",樹林里,328桃園市觀音區樹林里經建三路50號,1.0,487,大園分局,,"工廠 ENA08094 樹林里 328桃園市觀音區樹林里經建三路50號 487 大園分局"
302.0,工廠,"25.06211, 121.12608",樹林里,328桃園市觀音區樹林里經建三路52號,1.0,244,大園分局,,"工廠 ENA08095 樹林里 328桃園市觀音區樹林里經建三路52號 244 大園分局"
303.0,工廠,"25.05943, 121.11614",樹林里,328桃園市觀音區樹林里經建四路7號,1.0,27,大園分局,,"工廠 ENA08096 樹林里 328桃園市觀音區樹林里經建四路7號 27 大園分局"
304.0,工廠,"25.05963, 121.11646",樹林里,328桃園市觀音區樹林里經建四路9號,1.0,61,大園分局,,"工廠 ENA08097 樹林里 328桃園市觀音區樹林里經建四路9號 61 大園分局"
305.0,工廠,"25.05963, 121.11784",樹林里,328桃園市觀音區樹林里經建四路15號,1.0,403,大園分局,,"工廠 ENA08098 樹林里 328桃園市觀音區樹林里經建四路15號 403 大園分局"
306.0,工廠,"25.05962, 121.11806",樹林里,328桃園市觀音區樹林里經建四路17號,1.0,81,大園分局,,"工廠 ENA08099 樹林里 328桃園市觀音區樹林里經建四路17號 81 大園分局"
307.0,工廠,"25.05989, 121.11846",樹林里,328桃園市觀音區樹林里經建四路21號,1.0,481,大園分局,,"工廠 ENA08100 樹林里 328桃園市觀音區樹林里經建四路21號 481 大園分局"
308.0,工廠,"25.06176, 121.12366",樹林里,328桃園市觀音區樹林里經建四路22號,1.0,25,大園分局,,"工廠 ENA08101 樹林里 328桃園市觀音區樹林里經建四路22號 25 大園分局"
309.0,工廠,"25.06273, 121.12506",樹林里,328桃園市觀音區樹林里經建四路32號,1.0,86,大園分局,,"工廠 ENA08103 樹林里 328桃園市觀音區樹林里經建四路32號 86 大園分局"
310.0,工廠,"25.063, 121.1253",樹林里,328桃園市觀音區樹林里經建四路34號,1.0,38,大園分局,,"工廠 ENA08104 樹林里 328桃園市觀音區樹林里經建四路34號 38 大園分局"
311.0,工廠,"25.06342, 121.12579",樹林里,328桃園市觀音區樹林里經建四路36號,1.0,496,大園分局,,"工廠 ENA08105 樹林里 328桃園市觀音區樹林里經建四路36號 496 大園分局"
312.0,工廠,"25.06185, 121.12308",樹林里,328桃園市觀音區樹林里經建四路42號,1.0,63,大園分局,,"工廠 ENA08106 樹林里 328桃園市觀音區樹林里經建四路42號 63 大園分局"
313.0,工廠,"25.06216, 121.12376",樹林里,328桃園市觀音區樹林里經建四路43號,1.0,112,大園分局,,"工廠 ENA08107 樹林里 328桃園市觀音區樹林里經建四路43號 112 大園分局"
314.0,工廠,"25.06216, 121.12376",樹林里,328桃園市觀音區樹林里經建四路45號,1.0,15,大園分局,,"工廠 ENA08108 樹林里 328桃園市觀音區樹林里經建四路45號 15 大園分局"
315.0,工廠,"25.06407, 121.12622",樹林里,328桃園市觀音區樹林里經建四路47號,1.0,438,大園分局,,"工廠 ENA08109 樹林里 328桃園市觀音區樹林里經建四路47號 438 大園分局"
316.0,工廠,"25.0599, 121.11448",樹林里,328桃園市觀音區樹林里經建五路1號,1.0,466,大園分局,,"工廠 ENA08110 樹林里 328桃園市觀音區樹林里經建五路1號 466 大園分局"
317.0,工廠,"25.05951, 121.11442",樹林里,328桃園市觀音區樹林里經建五路2號,1.0,466,大園分局,,"工廠 ENA08111 樹林里 328桃園市觀音區樹林里經建五路2號 466 大園分局"
318.0,工廠,"25.05978, 121.11552",樹林里,328桃園市觀音區樹林里經建五路6號,1.0,85,大園分局,,"工廠 ENA08112 樹林里 328桃園市觀音區樹林里經建五路6號 85 大園分局"
319.0,工廠,"25.06047, 121.11642",樹林里,328桃園市觀音區樹林里經建五路12號,1.0,51,大園分局,,"工廠 ENA08113 樹林里 328桃園市觀音區樹林里經建五路12號 51 大園分局"
320.0,工廠,"25.06008, 121.11708",樹林里,328桃園市觀音區樹林里經建五路14號,1.0,218,大園分局,,"工廠 ENA08114 樹林里 328桃園市觀音區樹林里經建五路14號 218 大園分局"
321.0,工廠,"25.06079, 121.11713",樹林里,328桃園市觀音區樹林里經建五路18號,1.0,36,大園分局,,"工廠 ENA08115 樹林里 328桃園市觀音區樹林里經建五路18號 36 大園分局"
322.0,工廠,"25.06117, 121.11809",樹林里,328桃園市觀音區樹林里經建五路20號,1.0,86,大園分局,,"工廠 ENA08116 樹林里 328桃園市觀音區樹林里經建五路20號 86 大園分局"
323.0,工廠,"25.0614, 121.11859",樹林里,328桃園市觀音區樹林里經建五路22號,1.0,77,大園分局,,"工廠 ENA08117 樹林里 328桃園市觀音區樹林里經建五路22號 77 大園分局"
324.0,工廠,"25.06247, 121.12116",樹林里,328桃園市觀音區樹林里經建五路30號,1.0,164,大園分局,,"工廠 ENA08118 樹林里 328桃園市觀音區樹林里經建五路30號 164 大園分局"
325.0,工廠,"25.06191, 121.12231",樹林里,328桃園市觀音區樹林里經建五路32號,1.0,6677,大園分局,,"工廠 ENA08119 樹林里 328桃園市觀音區樹林里經建五路32號 6677 大園分局"
326.0,工廠,"25.06287, 121.11665",樹林里,328桃園市觀音區樹林里經建六路3號,1.0,845,大園分局,,"工廠 ENA08120 樹林里 328桃園市觀音區樹林里經建六路3號 845 大園分局"
327.0,工廠,"25.06738, 121.12471",樹林里,328桃園市觀音區樹林里經建六路29號,1.0,37,大園分局,,"工廠 ENA08121 樹林里 328桃園市觀音區樹林里經建六路29號 37 大園分局"
328.0,大樓,"25.04954, 121.13704",草漯里,328桃園市觀音區草漯里成功路一段502號,1.0,78,大園分局,,"大樓 ENA08123 草漯里 328桃園市觀音區草漯里成功路一段502號 78 大園分局"
329.0,工廠,"25.04917, 121.1363",草漯里,328桃園市觀音區草漯里成功路一段506號,1.0,4045,大園分局,,"工廠 ENA08124 草漯里 328桃園市觀音區草漯里成功路一段506號 4045 大園分局"
330.0,工廠,"25.05397, 121.12638",草漯里,328桃園市觀音區草漯里成功路一段513號,1.0,758,大園分局,,"工廠 ENA08125 草漯里 328桃園市觀音區草漯里成功路一段513號 758 大園分局"
331.0,大樓,"25.05532, 121.12665",草漯里,328桃園市觀音區草漯里成功路一段514號,1.0,278,大園分局,,"大樓 ENA08126 草漯里 328桃園市觀音區草漯里成功路一段514號 278 大園分局"
332.0,工廠,"25.05608, 121.1253",樹林里,328桃園市觀音區樹林里成功路一段520號,1.0,56,大園分局,,"工廠 ENA08127 樹林里 328桃園市觀音區樹林里成功路一段520號 56 大園分局"
333.0,工廠,"25.05511, 121.12438",樹林里,328桃園市觀音區樹林里成功路一段522號,1.0,997,大園分局,,"工廠 ENA08128 樹林里 328桃園市觀音區樹林里成功路一段522號 997 大園分局"
334.0,工廠,"25.05021, 121.11625",樹林里,328桃園市觀音區樹林里成功路二段911號,1.0,56,大園分局,,"工廠 ENA08131 樹林里 328桃園市觀音區樹林里成功路二段911號 56 大園分局"
335.0,工廠,"25.04911, 121.11472",樹林里,328桃園市觀音區樹林里成功路二段915號,1.0,622,大園分局,,"工廠 ENA08133 樹林里 328桃園市觀音區樹林里成功路二段915號 622 大園分局"
336.0,工廠,"25.0556, 121.10337",富林里,328桃園市觀音區富林里成功路二段919號,1.0,497,大園分局,,"工廠 ENA08134 富林里 328桃園市觀音區富林里成功路二段919號 497 大園分局"
337.0,工廠,"25.04508, 121.11078",富林里,328桃園市觀音區富林里成功路二段921號,1.0,210,大園分局,,"工廠 ENA08135 富林里 328桃園市觀音區富林里成功路二段921號 210 大園分局"
338.0,工廠,"25.05293, 121.11686",富林里,328桃園市觀音區富林里成功路二段923號,1.0,154,大園分局,,"工廠 ENA08136 富林里 328桃園市觀音區富林里成功路二段923號 154 大園分局"
339.0,工廠,"25.05246, 121.11564",富林里,328桃園市觀音區富林里成功路二段933號,1.0,380,大園分局,,"工廠 ENA08138 富林里 328桃園市觀音區富林里成功路二段933號 380 大園分局"
340.0,工廠,"25.05895, 121.1137",富林里,328桃園市觀音區富林里成功路二段937號,1.0,637,大園分局,,"工廠 ENA08139 富林里 328桃園市觀音區富林里成功路二段937號 637 大園分局"
341.0,工廠,"25.05676, 121.10435",富林里,328桃園市觀音區富林里成功路二段943號,1.0,977,大園分局,,"工廠 ENA08141 富林里 328桃園市觀音區富林里成功路二段943號 977 大園分局"
342.0,工廠,"25.04782, 121.11614",富林里,328桃園市觀音區富林里工業六路2號,1.0,78,大園分局,,"工廠 ENA08142 富林里 328桃園市觀音區富林里工業六路2號 78 大園分局"
343.0,工廠,"25.05276, 121.10643",富林里,328桃園市觀音區富林里工業六路6號,1.0,1794,大園分局,,"工廠 ENA08143 富林里 328桃園市觀音區富林里工業六路6號 1794 大園分局"
344.0,工廠,"25.04245, 121.1058",富林里,328桃園市觀音區富林里工業七路5號,1.0,613,大園分局,,"工廠 ENA08144 富林里 328桃園市觀音區富林里工業七路5號 613 大園分局"
345.0,工廠,"25.04782, 121.11614",富林里,328桃園市觀音區富林里工業七路9號,1.0,56,大園分局,,"工廠 ENA08145 富林里 328桃園市觀音區富林里工業七路9號 56 大園分局"
346.0,工廠,"25.04709, 121.11186",富林里,328桃園市觀音區富林里工業七路10號,1.0,1556,大園分局,,"工廠 ENA08146 富林里 328桃園市觀音區富林里工業七路10號 1556 大園分局"
347.0,工廠,"25.04534, 121.10935",富林里,328桃園市觀音區富林里工業七路11號,1.0,438,大園分局,,"工廠 ENA08147 富林里 328桃園市觀音區富林里工業七路11號 438 大園分局"
348.0,工廠,"25.05324, 121.10565",富林里,328桃園市觀音區富林里工業七路13號,1.0,2416,大園分局,,"工廠 ENA08148 富林里 328桃園市觀音區富林里工業七路13號 2416 大園分局"
349.0,工廠,"25.05919, 121.1115",富林里,328桃園市觀音區富林里國瑞路16號,1.0,1159,大園分局,,"工廠 ENA08149 富林里 328桃園市觀音區富林里國瑞路16號 1159 大園分局"
350.0,工廠,"25.04995, 121.10845",富林里,328桃園市觀音區富林里工業八路6號,1.0,78,大園分局,,"工廠 ENA08151 富林里 328桃園市觀音區富林里工業八路6號 78 大園分局"
351.0,工廠,"25.05293, 121.11686",富林里,328桃園市觀音區富林里國建一路1號,1.0,605,大園分局,,"工廠 ENA08152 富林里 328桃園市觀音區富林里國建一路1號 605 大園分局"
352.0,工廠,"25.05399, 121.11645",富林里,328桃園市觀音區富林里國建一路2號,1.0,1052,大園分局,,"工廠 ENA08153 富林里 328桃園市觀音區富林里國建一路2號 1052 大園分局"
353.0,工廠,"25.03327, 121.12231",富林里,328桃園市觀音區富林里國建一路3號,1.0,284,大園分局,,"工廠 ENA08154 富林里 328桃園市觀音區富林里國建一路3號 284 大園分局"
354.0,工廠,"25.05895, 121.1137",富林里,328桃園市觀音區富林里國建二路2號,1.0,222,大園分局,,"工廠 ENA08155 富林里 328桃園市觀音區富林里國建二路2號 222 大園分局"
355.0,工廠,"25.05732, 121.11212",富林里,328桃園市觀音區富林里國建二路3-1號,1.0,181,大園分局,,"工廠 ENA08156 富林里 328桃園市觀音區富林里國建二路3-1號 181 大園分局"
356.0,工廠,"25.05872, 121.11389",富林里,328桃園市觀音區富林里國建三路1號之5,1.0,780,大園分局,,"工廠 ENA08157 富林里 328桃園市觀音區富林里國建三路1號之5 780 大園分局"
357.0,工廠,"25.05803, 121.1061",富林里,328桃園市觀音區富林里國建三路3號,1.0,44,大園分局,,"工廠 ENA08158 富林里 328桃園市觀音區富林里國建三路3號 44 大園分局"
358.0,工廠,"25.03682, 121.13481",富林里,328桃園市觀音區富林里國建三路7號,1.0,198,大園分局,,"工廠 ENA08159 富林里 328桃園市觀音區富林里國建三路7號 198 大園分局"
359.0,工廠,"25.05962, 121.10813",富林里,328桃園市觀音區富林里國建三路7-1號,1.0,60,大園分局,,"工廠 ENA08160 富林里 328桃園市觀音區富林里國建三路7-1號 60 大園分局"
360.0,工廠,"25.05958, 121.10577",富林里,328桃園市觀音區富林里國光路8號,1.0,118,大園分局,,"工廠 ENA08161 富林里 328桃園市觀音區富林里國光路8號 118 大園分局"
361.0,工廠,"25.05803, 121.1061",富林里,桃園市觀音區富林里桃37線4號,1.0,97,大園分局,,"工廠 ENA08163 富林里 桃園市觀音區富林里桃37線4號 97 大園分局"
362.0,工廠,"25.03119, 121.12229",富林里,328桃園市觀音區富林里文林路889巷27號,1.0,80,大園分局,,"工廠 ENA08164 富林里 328桃園市觀音區富林里文林路889巷27號 80 大園分局"
363.0,工廠,"25.04718, 121.14298",保障里,桃園市觀音區保障里9鄰68-1號,1.0,57,大園分局,,"工廠 ENA08166 保障里 桃園市觀音區保障里9鄰68-1號 57 大園分局"
364.0,大樓,"25.03727, 121.14264",草新里,桃園市觀音區草新里九如街261號,1.0,947,大園分局,,"大樓 ENA08168 草新里 桃園市觀音區草新里九如街261號 947 大園分局"
365.0,工廠,"25.04917, 121.1363",草漯里,328桃園市觀音區草漯里大同二路25號,1.0,614,大園分局,,"工廠 ENA08169 草漯里 328桃園市觀音區草漯里大同二路25號 614 大園分局"
366.0,工廠,"25.04597, 121.14131",草漯里,328桃園市觀音區草漯里大同二路40號,1.0,56,大園分局,,"工廠 ENA08170 草漯里 328桃園市觀音區草漯里大同二路40號 56 大園分局"
367.0,工廠,"25.06749, 121.12635",樹林里,328桃園市觀音區樹林里工業一路11號,1.0,1556,大園分局,,"工廠 ENA08171 樹林里 328桃園市觀音區樹林里工業一路11號 1556 大園分局"
368.0,工廠,"25.06645, 121.12641",樹林里,328桃園市觀音區樹林里工業二路16號,1.0,438,大園分局,,"工廠 ENA08172 樹林里 328桃園市觀音區樹林里工業二路16號 438 大園分局"
369.0,工廠,"25.04362, 121.10702",富林里,328桃園市觀音區富林里工業七路2號,1.0,2416,大園分局,,"工廠 ENA08173 富林里 328桃園市觀音區富林里工業七路2號 2416 大園分局"
370.0,工廠,"25.05968, 121.12701",樹林里,328桃園市觀音區樹林里經建一路59號,1.0,1158,大園分局,,"工廠 ENA08174 樹林里 328桃園市觀音區樹林里經建一路59號 1158 大園分局"
371.0,工廠,"25.05754, 121.12141",樹林里,328桃園市觀音區樹林里經建二路26號,1.0,43,大園分局,,"工廠 ENA08175 樹林里 328桃園市觀音區樹林里經建二路26號 43 大園分局"
372.0,工廠,"25.06115, 121.12489",樹林里,328桃園市觀音區樹林里經建三路31號,1.0,125,大園分局,,"工廠 ENA08176 樹林里 328桃園市觀音區樹林里經建三路31號 125 大園分局"
373.0,工廠,"25.06196, 121.12387",樹林里,328桃園市觀音區樹林里經建四路26號,1.0,284,大園分局,,"工廠 ENA08179 樹林里 328桃園市觀音區樹林里經建四路26號 284 大園分局"
374.0,工廠,"25.05872, 121.11389",富林里,328桃園市觀音區富林里國建二路1號　　　,1.0,181,大園分局,,"工廠 ENA08181 富林里 328桃園市觀音區富林里國建二路1號　　　 181 大園分局"
375.0,工廠,"25.04954, 121.13554",草漯里,328桃園市觀音區草漯里成功路一段504號　　,1.0,44,大園分局,,"工廠 ENA08183 草漯里 328桃園市觀音區草漯里成功路一段504號　　 44 大園分局"
376.0,工廠,"25.059798, 121.108136",樹林里,桃園市觀音區樹林里國建三路7號,1.0,284,大園分局,,"工廠 ENA08187 樹林里 桃園市觀音區樹林里國建三路7號 284 大園分局"
377.0,工廠,"25.05047, 121.12902",草漯里,328桃園市觀音區草漯里源遠街10號,1.0,118,大園分局,,"工廠 ENA08188 草漯里 328桃園市觀音區草漯里源遠街10號 118 大園分局"
378.0,大樓,"25.06948, 121.13949",保障里,328桃園市觀音區保障里8鄰草漯116號,1.0,3395,大園分局,,"大樓 ENA08191 保障里 328桃園市觀音區保障里8鄰草漯116號 3395 大園分局"
379.0,大樓,"25.04718, 121.14298",草新里,328桃園市觀音區草新里新生路1305號,1.0,1018,大園分局,,"大樓 ENA08192 草新里 328桃園市觀音區草新里新生路1305號 1018 大園分局"
380.0,工廠,"25.05097, 121.11789",樹林里,328桃園市觀音區樹林里福壽街28號,1.0,624,大園分局,,"工廠 ENA08193 樹林里 328桃園市觀音區樹林里福壽街28號 624 大園分局"
381.0,工廠,"25.0478, 121.11278",富林里,328桃園市觀音區富林里二聖路431巷11號,1.0,381,大園分局,,"工廠 ENA08194 富林里 328桃園市觀音區富林里二聖路431巷11號 381 大園分局"
382.0,工廠,"25.05737, 121.12501",樹林里,328桃園市觀音區樹林里經建一路30號,1.0,623,大園分局,,"工廠 ENA08195 樹林里 328桃園市觀音區樹林里經建一路30號 623 大園分局"
383.0,工廠,"25.04125, 121.11242",富林里,328桃園市觀音區富林里工業八路188號,1.0,34383,大園分局,,"工廠 ENA08196 富林里 328桃園市觀音區富林里工業八路188號 34383 大園分局"
384.0,工廠,"25.04639, 121.13548",草漯里,328桃園市觀音區草漯里福祥街80號,1.0,1505,大園分局,,"工廠 ENA08199 草漯里 328桃園市觀音區草漯里福祥街80號 1505 大園分局"
385.0,工廠,"25.06239, 121.1118",樹林里,328桃園市觀音區樹林里國建三路9號,1.0,38,大園分局,,"工廠 ENA08200 樹林里 328桃園市觀音區樹林里國建三路9號 38 大園分局"
386.0,工廠,"25.04338, 121.13746",草漯里,328桃園市觀音區草漯里福德街182號,2.0,591,大園分局,,"工廠 ENA08201 草漯里 328桃園市觀音區草漯里福德街182號 591 大園分局"
387.0,工廠,"25.05832, 121.12878",草漯里,328桃園市觀音區草漯里榮工北路9號,1.0,390,大園分局,,"工廠 ENA08202 草漯里 328桃園市觀音區草漯里榮工北路9號 390 大園分局"
388.0,工廠,"25.04513, 121.13636",草漯里,"328桃園市觀音區草漯里福祥街 151號",1.0,2573,大園分局,,"工廠 ENA08203 草漯里 328桃園市觀音區草漯里福祥街 151號 2573 大園分局"
389.0,工廠,"25.05399, 121.11645",樹林里,328桃園市觀音區樹林里國建一路2號,1.0,953,大園分局,,"工廠 ENA08204 樹林里 328桃園市觀音區樹林里國建一路2號 953 大園分局"
390.0,大樓,"25.03957, 121.14389",草新里,328桃園市觀音區草新里十全路36號,1.0,2316,大園分局,,"大樓 ENA08205 草新里 328桃園市觀音區草新里十全路36號 2316 大園分局"
391.0,大樓,"25.03727, 121.14264",草新里,桃園市觀音區草新里九如街261號,1.0,1055,大園分局,,"大樓 ENA08206 草新里 桃園市觀音區草新里九如街261號 1055 大園分局"
392.0,大樓,"25.04718, 121.14298",草漯里,328桃園市觀音區草漯里福興街123號,1.0,1018,大園分局,,"大樓 ENA08208 草漯里 328桃園市觀音區草漯里福興街123號 1018 大園分局"
393.0,大樓,"25.05832, 121.12878",草漯里,328桃園市觀音區草漯里福祥街102號,2.0,2016,大園分局,,"大樓 ENA08209 草漯里 328桃園市觀音區草漯里福祥街102號 2016 大園分局"
394.0,大樓,"25.04129, 121.13693",草新里,328桃園市觀音區草新里八德二街11號,1.0,882,大園分局,,"大樓 ENA08210 草新里 328桃園市觀音區草新里八德二街11號 882 大園分局"
395.0,大樓,"25.04248, 121.13657",草新里,328桃園市觀音區草新里大觀路二段361號7樓,2.0,1493,大園分局,,"大樓 ENA08211 草新里 328桃園市觀音區草新里大觀路二段361號7樓 1493 大園分局"
396.0,大樓,"25.0433, 121.13623",草漯里,"328桃園市觀音區草漯里福興街 258號",2.0,740,大園分局,,"大樓 ENA08212 草漯里 328桃園市觀音區草漯里福興街 258號 740 大園分局"
397.0,大樓,"25.04151, 121.13585",草新里,328桃園市觀音區草新里六合二街121號,1.0,519,大園分局,,"大樓 ENA08213 草新里 328桃園市觀音區草新里六合二街121號 519 大園分局"
398.0,大樓,"25.03439, 121.0993",草漯里,桃園市觀音區草漯里12鄰福興街318號,2.0,838,大園分局,,"大樓 ENA08214 草漯里 桃園市觀音區草漯里12鄰福興街318號 838 大園分局"
399.0,大樓,"25.03439, 121.0993",樹林里,桃園市觀音區樹林里10鄰民生路83巷17號,1.0,770,大園分局,,"大樓 ENA08215 樹林里 桃園市觀音區樹林里10鄰民生路83巷17號 770 大園分局"
400.0,大樓,"25.047911, 121.137207",草漯里,桃園市觀音區草漯里16鄰福祥街111-1號,2.0,708,大園分局,,"大樓 ENA08220 草漯里 桃園市觀音區草漯里16鄰福祥街111-1號 708 大園分局"
401.0,大樓,"25.046658, 121.137706",草漯里,桃園市觀音區草漯里16鄰福德街100號,2.0,614,大園分局,,"大樓 ENA08221 草漯里 桃園市觀音區草漯里16鄰福德街100號 614 大園分局"
402.0,大樓,"25.038594, 121.135832",草漯里,桃園市觀音區草漯里18鄰二聖路313巷30號,3.0,1257,大園分局,,"大樓 ENA08222 草漯里 桃園市觀音區草漯里18鄰二聖路313巷30號 1257 大園分局"
