電腦編號,建築物名稱,里別,地址,經度,避難樓層,防空避難設備面積,可容納人數,轄管分局,備註,placemark_address
E22-02-097,私人住宅大樓,樂善里,桃園市龜山區樂學三路69巷17號十三樓,"121.383313 ",B01B02B03B04,2188.48,1519.0,龜山分局,,桃園市龜山區樂學三路69巷17號十三樓
E22-02-098,私人住宅大樓,樂善里,桃園市龜山區文禾路241號7樓之7,"121.388727 ",B01B02B03B04,9363.66,6502.0,龜山分局,,桃園市龜山區文禾路241號7樓之7
E22-02-099,私人住宅大樓,樂善里,桃園市龜山區文化二路518號2樓,"121.381861 ",B01B02B03B04,985.42,684.0,龜山分局,,桃園市龜山區文化二路518號2樓
E22-02-100,A7大亮時代,樂善里,桃園市龜山區文化一路512巷66號二樓之6,"121.385529 ",B01B02B03B04,714.49,496.0,龜山分局,,桃園市龜山區文化一路512巷66號二樓之6
E22-02-101,中華郵政物流園區,樂善里,桃園市龜山區文華路18號,"121.391920 ",B01B02,2412.44,1675.0,龜山分局,,桃園市龜山區文華路18號
E22-02-102,中華郵政物流園區,樂善里,桃園市龜山區文信路286號,"121.391164 ",B01B02,14972.35,10397.0,龜山分局,,桃園市龜山區文信路286號
E22-02-103,鴻廣社區大樓,長庚里,桃園市龜山區長慶一街45巷29號九樓,"121.384042 ",B01B02B03B04,2449.08,1700.0,龜山分局,,桃園市龜山區長慶一街45巷29號九樓
E22-02-104,長庚科技大學,文青里,桃園市龜山區文化一路261號,"121.390018 ",B01B02B03B04,1497.76,1040.0,龜山分局,,桃園市龜山區文化一路261號
F06-01-003,工廠,山福里,桃園市龜山區頂興路62號,"121.328358 ",B01,60.0,41.0,龜山分局,,桃園市龜山區頂興路62號
F06-02-004,透天,山福里,桃園市龜山區頂興路64巷2號,"121.328630 ",B01,26.0,18.0,龜山分局,,桃園市龜山區頂興路64巷2號
F06-03-005,工廠,山福里,桃園市龜山區頂興路64巷9號,"121.329018 ",B01,55.0,38.0,龜山分局,,桃園市龜山區頂興路64巷9號
F06-06-008,透天,山福里,桃園市龜山區頂興路64巷7號,"121.328985 ",B01,26.0,18.0,龜山分局,,桃園市龜山區頂興路64巷7號
F08-01-009,私人住宅大樓,山頂里,桃園市龜山區明興街221巷30弄10號,"121.334259 ",B01,2938.0,2040.0,龜山分局,,桃園市龜山區明興街221巷30弄10號
F08-02-010,私人住宅大樓,山頂里,桃園市龜山區明興街223號,"121.333523 ",B01,600.0,416.0,龜山分局,,桃園市龜山區明興街223號
F10-01-011,"學校 (幸福國小)",山福里,桃園市龜山區頂興路115巷20號,"121.330684 ",B01,3017.0,2095.0,龜山分局,,桃園市龜山區頂興路115巷20號
F14-01-013,工廠,山頂里,桃園市龜山區山鶯路340巷3號,"121.327797 ",B01,46.0,31.0,龜山分局,,桃園市龜山區山鶯路340巷3號
F14-02-014,工廠,山頂里,桃園市龜山區山鶯路338-1號,"121.328297 ",B01,132.0,91.0,龜山分局,,桃園市龜山區山鶯路338-1號
F14-05-017,工廠,山頂里,桃園市龜山區山鶯路340巷1號,"121.327873 ",B01,228.0,158.0,龜山分局,,桃園市龜山區山鶯路340巷1號
F14-06-018,透天,山頂里,桃園市龜山區山鶯路340巷5號,"121.327644 ",B01,142.0,98.0,龜山分局,,桃園市龜山區山鶯路340巷5號
F14-07-019,透天,山頂里,桃園市龜山區華國新村1號,"121.330248 ",B01,123.0,85.0,龜山分局,,桃園市龜山區華國新村1號
F14-08-020,工廠,山頂里,桃園市龜山區山鶯路340巷8號,"121.327454 ",B01,34.0,23.0,龜山分局,,桃園市龜山區山鶯路340巷8號
F14-09-021,"工廠 (銓銘金屬)",山頂里,桃園市龜山區山鶯路358號,"121.328953 ",B01,66.0,45.0,龜山分局,,桃園市龜山區山鶯路358號
F14-10-022,工廠,山頂里,桃園市龜山區山鶯路中華巷2號,"121.330529 ",B01,44.0,30.0,龜山分局,,桃園市龜山區山鶯路中華巷2號
F14-13-025,"工廠 (美光)",山頂里,桃園市龜山區興邦路29號,"121.322910 ",B01,2534.0,1759.0,龜山分局,,桃園市龜山區興邦路29號
F14-14-026,工廠,山頂里,桃園市龜山區山鶯路348號,"121.328736 ",B01,165.0,114.0,龜山分局,,桃園市龜山區山鶯路348號
F14-17-029,"工廠 (晶碩)",山頂里,桃園市龜山區興業路2號,"121.327269 ",B01,1777.0,1234.0,龜山分局,,桃園市龜山區興業路2號
F14-18-030,"工廠 (晟峰精密)",山頂里,桃園市龜山區山鶯路中華巷1號,"121.330886 ",B01,116.0,80.0,龜山分局,,桃園市龜山區山鶯路中華巷1號
F14-19-031,"工廠 (和碩聯合科技桃園三甲廠)",山頂里,桃園市龜山區山鶯路356號,"121.329355 ",B01,713.0,495.0,龜山分局,,桃園市龜山區山鶯路356號
F14-20-032,"工廠 (欣興電子山鶯廠)",山頂里,桃園市龜山區山鶯路173號,"121.331366 ",B01,63.0,43.0,龜山分局,,桃園市龜山區山鶯路173號
F14-21-033,"工廠 (欣興電子)",山頂里,桃園市龜山區山鶯路179號,"121.330651 ",B01B02,900.0,625.0,龜山分局,,桃園市龜山區山鶯路179號
F14-22-034,"工廠 (欣興電子)",山頂里,桃園市龜山區山鶯路177號,"121.330428 ",B01B02,6165.0,4281.0,龜山分局,,桃園市龜山區山鶯路177號
F14-23-035,透天,山德里,桃園市龜山區山鶯路130巷5號,"121.323846 ",B01,304.0,211.0,龜山分局,,桃園市龜山區山鶯路130巷5號
F14-24-036,"工廠 (台達電桃二廠)",山頂里,桃園市龜山區山鶯路252號,"121.326508 ",B01B02B03,6872.0,4772.0,龜山分局,,桃園市龜山區山鶯路252號
F14-25-037,"工廠 (佳世達總部)",山頂里,桃園市龜山區興業街1號,"121.326843 ",B01B02B03,7239.0,5027.0,龜山分局,,桃園市龜山區興業街1號
F14-27-039,"工廠 (晶碩光學)",山頂里,桃園市龜山區興業街5號,"121.328656 ",B01B02,1384.0,961.0,龜山分局,,桃園市龜山區興業街5號
F14-28-040,"工廠 (台達電桃五廠)",山頂里,桃園市龜山區山鶯路252號,"121.326508 ",B01B02B03,6872.0,4772.0,龜山分局,,桃園市龜山區山鶯路252號
F14-29-041,"工廠 (欣興電子)",山頂里,桃園市龜山區山鶯路175號,"121.329949 ",B01B02,4925.0,3420.0,龜山分局,,桃園市龜山區山鶯路175號
F14-30-042,透天,山頂里,桃園市龜山區中興路17巷11號,"121.329491 ",B01,622.0,431.0,龜山分局,,桃園市龜山區中興路17巷11號
F14-31-043,"工廠 (台達電桃五廠側門)",山頂里,桃園市龜山區山鶯路252號,"121.326508 ",B01B02B03,6872.0,4772.0,龜山分局,,桃園市龜山區山鶯路252號
F14-32-044,"工廠 (佳世達雙星大樓)",山頂里,桃園市龜山區興業街1號,"121.326843 ",B01B02B03,8399.0,5832.0,龜山分局,,桃園市龜山區興業街1號
F16-01-045,商貿新城社區大樓,新興里,桃園市龜山區中興路168號,"121.332834 ",B01,1508.0,1047.0,龜山分局,,桃園市龜山區中興路168號
F16-02-046,商貿新城社區大樓,新興里,桃園市龜山區中興路186號,"121.334268 ",B01,2025.0,1406.0,龜山分局,,桃園市龜山區中興路186號
F16-03-047,透天,新興里,桃園市龜山區自強南路763號,"121.332563 ",B01,56.0,38.0,龜山分局,,桃園市龜山區自強南路763號
F16-04-048,私人住宅大樓,新興里,桃園市龜山區自強南路97號,"121.338684 ",B01,1507.0,1046.0,龜山分局,,桃園市龜山區自強南路97號
F16-05-049,商貿新城社區大樓,新興里,桃園市龜山區中興路173號,"121.332822 ",B01,1848.0,1283.0,龜山分局,,桃園市龜山區中興路173號
F17-01-050,工廠,新興里,桃園市龜山區明德路162巷100號,"121.341206 ",B01,726.0,504.0,龜山分局,,桃園市龜山區明德路162巷100號
F18-04-054,活力城市社區大樓,中興里,桃園市龜山區萬壽路2段1190號,"121.331606 ",B01B02,767.08,532.0,龜山分局,,桃園市龜山區萬壽路2段1190號
F19-02-056,透天,中興里,桃園市龜山區三民路10號,"121.325442 ",B01,195.0,135.0,龜山分局,,桃園市龜山區三民路10號
F03-01-058,"學校 (幸福國中圖書館)",幸福里,桃園市龜山區中興路100巷20號,"121.331769 ",B01,687.0,477.0,龜山分局,,桃園市龜山區中興路100巷20號
F03-02-059,"學校 (幸福國中愛智樓)",幸福里,桃園市龜山區中興路100巷20號,"121.331769 ",B01,566.0,393.0,龜山分局,,桃園市龜山區中興路100巷20號
F14-34-061,私人住宅大樓,山頂里,桃園市龜山區建國東路31號,"121.318453 ",B01B02,7643.0,5307.0,龜山分局,,桃園市龜山區建國東路31號
F14-04-062,私人住宅大樓,山頂里,桃園市龜山區中興路35號,"121.330479 ",B01B02,3288.16,2283.0,龜山分局,,桃園市龜山區中興路35號
F14-36-063,工廠,山頂里,桃園市龜山區興業街6號,"121.328147 ",B01,3560.31,2472.0,龜山分局,,桃園市龜山區興業街6號
F14-37-064,私人住宅大樓,山頂里,桃園市龜山區中興路52號,"121.331088 ",B01B02B03,3305.76,2295.0,龜山分局,,桃園市龜山區中興路52號
F24-01-065,私人住宅大樓,新興里,桃園市龜山區明德路152號,"121.340386 ",B01B02,1134.05,787.0,龜山分局,,桃園市龜山區明德路152號
F19-04-066,私人住宅大樓,中興里,桃園市龜山區民生街6號,"121.325402 ",B01B02B03,2782.64,1932.0,龜山分局,,桃園市龜山區民生街6號
F14-38-067,透天,山頂里,桃園市龜山區山鶯路200-5號,"121.326174 ",B01,3063.24,2127.0,龜山分局,,桃園市龜山區山鶯路200-5號
F14-39-068,"工廠 (台達電桃五廠)",山頂里,桃園市龜山區山鶯路268號6樓,"121.327383 ",B01B02,6720.45,4666.0,龜山分局,,桃園市龜山區山鶯路268號6樓
F14-40-069,法務部矯正署臺北監獄,山頂里,桃園市龜山區宏德新村2號,"121.332342 ",B01,1904.93,1322.0,龜山分局,,桃園市龜山區宏德新村2號
F13-02-070,私人住宅大樓,山福里,桃園市龜山區萬壽路二段1261號7樓,"121.328424 ",B01B02B03,2384.79,1656.0,龜山分局,,桃園市龜山區萬壽路二段1261號7樓
F13-02-71,透天,幸福里,桃園市龜山區幸福七街16-2號3樓,"121.335439 ",B01B02,1644.82,1142.0,龜山分局,,桃園市龜山區幸福七街16-2號3樓
F22-14-072,太和官邸社區大樓,中興里,桃園市龜山區萬壽路二段1202號,"121.331339 ",B01B02B03,1322.65,918.0,龜山分局,,桃園市龜山區萬壽路二段1202號
F12-56-73,私人住宅大樓,幸福里,桃園市龜山區幸福七街20號,"121.335439 ",B01B02,1245.35,864.0,龜山分局,,桃園市龜山區幸福七街20號
F21-01-074,工廠,山德里,桃園市龜山區萬壽路二段1439號,"121.323998 ",B01B02,2057.99,1429.0,龜山分局,,桃園市龜山區萬壽路二段1439號
F13-14-75,透天,山頂里,桃園市龜山區山鶯路169-2號,"121.329491 ",B01,247.06,171.0,龜山分局,,桃園市龜山區山鶯路169-2號
F11-01-076,"工廠 (欣興電子)",山頂里,桃園市龜山區山鶯路169號,"121.329491 ",B01,1229.93,854.0,龜山分局,,桃園市龜山區山鶯路169號
F11-12-077,透天,新興里,桃園市龜山區中興路166-6號二樓,"121.333276 ",B01,1169.84,812.0,龜山分局,,桃園市龜山區中興路166-6號二樓
F13-14-078,桃園市政府警察局龜山分局,新興里,桃園市龜山區自強南路123號,,B01,961.47,667.0,龜山分局,不對外開放,桃園市龜山區自強南路123號
F13-14-079,私人住宅大樓,山頂里,桃園市龜山區中興路1號,"121.328578 ",B01B02,3909.24,2714.0,龜山分局,,桃園市龜山區中興路1號
G04-01-001,透天,文化里,桃園市龜山區復興二路17號,"121.371870 ",B01B02,1409.49,978.0,龜山分局,,桃園市龜山區復興二路17號
G08-01-002,"工廠 (禾聯碩)",文化里,桃園市龜山區科技三路88號,"121.374787 ",B01B02B03,4436.66,3081.0,龜山分局,,桃園市龜山區科技三路88號
G07-01-004,透天,文化里,桃園市龜山區復興二路131巷72號,"121.375109 ",B01,238.64,165.0,龜山分局,,桃園市龜山區復興二路131巷72號
G01-01-005,透天,文化里,桃園市龜山區文化一路10巷20號,"121.370566 ",B01,1659.0,1152.0,龜山分局,,桃園市龜山區文化一路10巷20號
G05-01-006,透天,文化里,桃園市龜山區復興二路75巷11號,"121.373394 ",B01,341.86,237.0,龜山分局,,桃園市龜山區復興二路75巷11號
G01-02-007,透天,文化里,桃園市龜山區復興北路52號,"121.369830 ",B01,512.08,355.0,龜山分局,,桃園市龜山區復興北路52號
G01-03-008,透天,文化里,桃園市龜山區文昌五街130號,"121.372669 ",B01,227.0,252.0,龜山分局,,桃園市龜山區文昌五街130號
G02-01-010,透天,文化里,桃園市龜山區文昌一街47巷7-9號,"121.367845 ",B01,321.0,356.0,龜山分局,,桃園市龜山區文昌一街47巷7-9號
G03-02-011,透天,文化里,桃園市龜山區文昌二街21巷15-21號,"121.368415 ",B01,131.0,145.0,龜山分局,,桃園市龜山區文昌二街21巷15-21號
G02-02-013,透天,文化里,桃園市龜山區文昌一街3號,"121.367417 ",B01,986.0,1095.0,龜山分局,,桃園市龜山區文昌一街3號
G04-04-014,私立丞格幼稚園,文化里,桃園市龜山區文昌一街88號,"121.369450 ",B01,296.0,328.0,龜山分局,,桃園市龜山區文昌一街88號
G07-01-015,工廠,文化里,桃園市龜山區復興南路106巷37號,"121.374907 ",B01,87.28,96.0,龜山分局,,桃園市龜山區復興南路106巷37號
G08-02-016,"工廠 (中環股份有限公司)",文化里,桃園市龜山區文化二路215號,"121.376454 ",B01,6977.0,4845.0,龜山分局,,桃園市龜山區文化二路215號
G08-03-017,"工廠 (神達電腦)",文化里,桃園市龜山區文化二路200號,"121.375484 ",B01B02,8734.0,9704.0,龜山分局,,桃園市龜山區文化二路200號
G08-04-018,"工廠 (飛宏科技)",文化里,桃園市龜山區復興三路568號,"121.372178 ",B01,2367.0,1643.0,龜山分局,,桃園市龜山區復興三路568號
G08-05-020,"工廠 (穩懋)B廠P1棟",文化里,桃園市龜山區華亞二路358號,"121.374655 ",B01,2997.0,3330.0,龜山分局,,桃園市龜山區華亞二路358號
G08-06-021,"工廠 (神準科技)",文化里,桃園市龜山區復興三路500號,"121.369965 ",B01B02B03,3383.96,2349.0,龜山分局,,桃園市龜山區復興三路500號
G08-07-022,"工廠 (台灣美光晶圓)HQ棟",文化里,桃園市龜山區復興三路669號,"121.373938 ",B01,4697.0,3261.0,龜山分局,,桃園市龜山區復興三路669號
G08-08-023,"工廠 (台灣美光晶圓)Tub-6棟",文化里,桃園市龜山區復興三路669號,"121.373938 ",B01,1927.0,1338.0,龜山分局,,桃園市龜山區復興三路669號
G08-09-024,"工廠 (穩懋)",文化里,桃園市龜山區復興三路558號,"121.371990 ",B01B02,1602.0,1780.0,龜山分局,,桃園市龜山區復興三路558號
G07-02-025,透天,文化里,桃園市龜山區復興南路106巷6號,"121.374546 ",B01B02,643.0,446.0,龜山分局,,桃園市龜山區復興南路106巷6號
G06-01-026,透天,文化里,桃園市龜山區復興二路9巷7弄22號,"121.372616 ",B01B02,529.43,367.0,龜山分局,,桃園市龜山區復興二路9巷7弄22號
G01-04-027,私人住宅大樓,文化里,桃園市龜山區復興二路78巷6號,"121.371937 ",B01B02,1089.83,756.0,龜山分局,,桃園市龜山區復興二路78巷6號
G08-10-029,"工廠 (大世紀塗料)",文化里,桃園市龜山區華亞一路40號,"121.371991 ",B01,3962.37,2751.0,龜山分局,,桃園市龜山區華亞一路40號
G08-11-030,"工廠 (穩懋)A廠",文化里,桃園市龜山區華亞二路358號,"121.374655 ",B01,2997.0,2081.0,龜山分局,,桃園市龜山區華亞二路358號
G08-12-031,"工廠 (廣達)A棟",文化里,桃園市龜山區文化二路188號,"121.374364 ",B01,7058.0,7842.0,龜山分局,,桃園市龜山區文化二路188號
G08-13-032,"工廠 (凌華科技A棟)",文化里,桃園市龜山區華亞一路66號,"121.373014 ",B01B02,5789.0,6432.0,龜山分局,,桃園市龜山區華亞一路66號
G08-14-033,"工廠 (廣達)B棟",文化里,桃園市龜山區文化二路188號,"121.374364 ",B01B02,2298.0,1595.0,龜山分局,,桃園市龜山區文化二路188號
G08-15-034,"工廠 (聯友友機電)",文化里,桃園市龜山區科技七路39號,"121.375090 ",B01,489.0,339.0,龜山分局,,桃園市龜山區科技七路39號
G08-16-035,"工廠 (鈺德科技)",文化里,桃園市龜山區華亞二路222號,"121.374818 ",B01,6912.0,7680.0,龜山分局,,桃園市龜山區華亞二路222號
G08-17-036,工廠,文化里,桃園市龜山區華亞二路268號,"121.373819 ",B01,4419.98,3069.0,龜山分局,,桃園市龜山區華亞二路268號
G08-18-037,工廠(MITAC),文化里,桃園市龜山區文化二路202號,"121.375803 ",B01B02,313.0,347.0,龜山分局,,桃園市龜山區文化二路202號
G08-19-038,"工廠 (精技)",文化里,桃園市龜山區科技六路60號,"121.375115 ",B01B02,2319.0,1610.0,龜山分局,,桃園市龜山區科技六路60號
G08-20-039,"工廠 (穩懋)",文化里,桃園市龜山區科技七路35號,"121.374814 ",B01,352.0,244.0,龜山分局,,桃園市龜山區科技七路35號
G08-21-040,工廠,文化里,桃園市龜山區華亞一路38號,"121.371889 ",B01,1345.17,934.0,龜山分局,,桃園市龜山區華亞一路38號
G08-22-041,工廠,文化里,桃園市龜山區華亞二路270號,"121.373689 ",B01,7211.35,5007.0,龜山分局,,桃園市龜山區華亞二路270號
G08-23-042,工廠,文化里,桃園市龜山區科技三路80號,"121.375442 ",B01,7146.23,4962.0,龜山分局,,桃園市龜山區科技三路80號
G08-24-043,"工廠 (凌華科技B棟)",文化里,桃園市龜山區華亞一路66號,"121.373014 ",B01B02,1505.87,1045.0,龜山分局,,桃園市龜山區華亞一路66號
G01-05-046,透天,文化里,桃園市龜山區文化一路10巷42弄20號,"121.369918 ",B01,251.35,279.0,龜山分局,,桃園市龜山區文化一路10巷42弄20號
G01-05-047,透天,文化里,桃園市龜山區文化一路10巷41弄3號,"121.370419 ",B01,202.59,225.0,龜山分局,,桃園市龜山區文化一路10巷41弄3號
G06-02-048,私人住宅大樓,文化里,桃園市龜山區復興二路35號,"121.372649 ",B01,2197.0,2441.0,龜山分局,,桃園市龜山區復興二路35號
G02-04-049,透天,文化里,桃園市龜山區復興一路108巷1號,"121.367897 ",B01B02,339.8,377.0,龜山分局,,桃園市龜山區復興一路108巷1號
G07-03-050,透天,文化里,桃園市龜山區復興二路75巷20弄3號,"121.373895 ",B01,281.26,195.0,龜山分局,,桃園市龜山區復興二路75巷20弄3號
G30-08-058,工廠,大華里,桃園市龜山區頂湖路20-2號,"121.360410 ",B01B02,400.0,444.0,龜山分局,,桃園市龜山區頂湖路20-2號
G30-09-059,工廠,大華里,桃園市龜山區頂湖路47號,"121.364923 ",B01,385.0,427.0,龜山分局,,桃園市龜山區頂湖路47號
G30-10-060,工廠,大華里,桃園市龜山區頂湖5街18號,"121.364389 ",B01,401.0,445.0,龜山分局,,桃園市龜山區頂湖5街18號
G30-11-061,透天,大華里,桃園市龜山區頂湖路29號,"121.361942 ",B01,300.0,333.0,龜山分局,,桃園市龜山區頂湖路29號
G30-14-064,工廠,大華里,桃園市龜山區頂湖路50-3號,"121.362865 ",B01,384.0,426.0,龜山分局,,桃園市龜山區頂湖路50-3號
G30-17-067,工廠,大華里,桃園市龜山區頂湖路9號,"121.360417 ",B01,345.0,383.0,龜山分局,,桃園市龜山區頂湖路9號
G30-22-072,工廠,大華里,桃園市龜山區頂湖路26號,"121.361409 ",B01B02,1528.0,1061.0,龜山分局,,桃園市龜山區頂湖路26號
G30-24-074,工廠,大華里,桃園市龜山區頂湖一街24號,"121.364464 ",B01,303.0,336.0,龜山分局,,桃園市龜山區頂湖一街24號
G30-29-079,工廠,大華里,桃園市龜山區頂湖一街6號,"121.362067 ",B01,102.0,113.0,龜山分局,,桃園市龜山區頂湖一街6號
G30-33-083,工廠,大華里,"桃園市龜山區頂湖路30號
(頂湖二街66巷2號)","121.362214 ",B01,190.0,211.0,龜山分局,,"桃園市龜山區頂湖路30號
(頂湖二街66巷2號)"
G30-34-084,工廠,大華里,"桃園市龜山區桃園市龜山區頂湖路50-6號
(頂湖二街66巷2號)","121.362865 ",B01,45.0,50.0,龜山分局,,"桃園市龜山區桃園市龜山區頂湖路50-6號
(頂湖二街66巷2號)"
G30-42-092,工廠,大華里,桃園市龜山區頂湖路64-7號,"121.365148 ",B01,72.0,80.0,龜山分局,,桃園市龜山區頂湖路64-7號
G30-43-093,工廠,大華里,桃園市龜山區頂湖9街11號,"121.360213 ",B01,190.0,211.0,龜山分局,,桃園市龜山區頂湖9街11號
G30-45-095,工廠,大華里,桃園市龜山區頂湖路62號,"121.364323 ",B01,74.0,82.0,龜山分局,,桃園市龜山區頂湖路62號
G30-49-099,工廠,大華里,桃園市龜山區頂湖路50號,"121.362865 ",B01,68.0,75.0,龜山分局,,桃園市龜山區頂湖路50號
G30-50-100,工廠,大華里,桃園市龜山區頂湖路16號,"121.360604 ",B01,4037.0,2803.0,龜山分局,,桃園市龜山區頂湖路16號
G30-59-109,工廠,大華里,桃園市龜山區頂湖一街49號,"121.365455 ",B01,685.0,475.0,龜山分局,,桃園市龜山區頂湖一街49號
G30-61-111,工廠,大華里,桃園市龜山區頂湖路58號,"121.363667 ",B01,4373.0,4858.0,龜山分局,,桃園市龜山區頂湖路58號
G18-01-112,明日之星社區大樓,大華里,桃園市龜山區文化七路182巷29號,"121.368602 ",B01,501.0,347.0,龜山分局,,桃園市龜山區文化七路182巷29號
G30-63-114,工廠,大華里,桃園市龜山區頂湖一街45號,"121.364440 ",B01,592.0,657.0,龜山分局,,桃園市龜山區頂湖一街45號
G22-01-115,透天,大華里,桃園市龜山區復興一路330號,"121.362809 ",B01,998.0,693.0,龜山分局,,桃園市龜山區復興一路330號
G23-01-116,透天,大華里,桃園市龜山區文化五路15號,"121.362372 ",B01,329.0,228.0,龜山分局,,桃園市龜山區文化五路15號
G24-01-117,透天,大華里,桃園市龜山區興華一街242號,"121.362666 ",B01,342.0,237.0,龜山分局,,桃園市龜山區興華一街242號
G22-02-118,透天,大華里,桃園市龜山區復興一路306號,"121.363152 ",B01,789.0,547.0,龜山分局,,桃園市龜山區復興一路306號
G11-01-120,私人住宅大樓,文化里,桃園市龜山區復興一路230號,"121.365035 ",B01B02B03,784.0,544.0,龜山分局,,桃園市龜山區復興一路230號
G10-01-121,私人住宅大樓,文化里,桃園市龜山區文興路206號,"121.366762 ",B01B02B03,2045.0,1420.0,龜山分局,,桃園市龜山區文興路206號
G11-02-122,私人住宅大樓,文化里,桃園市龜山區文興路142號,"121.365578 ",B01B02B03,1135.0,788.0,龜山分局,,桃園市龜山區文興路142號
G02-04-123,私人住宅大樓,文化里,桃園市龜山區文化二路38-10號,"121.364937 ",B01B02,431.0,299.0,龜山分局,,桃園市龜山區文化二路38-10號
G02-05-124,私人住宅大樓,文化里,桃園市龜山區文化二路40號,"121.366500 ",B01B02,1267.0,1407.0,龜山分局,,桃園市龜山區文化二路40號
G11-03-125,私人住宅大樓,文化里,桃園市龜山區文化三路315號,"121.365123 ",B01B02B03,385.0,427.0,龜山分局,,桃園市龜山區文化三路315號
G22-03-126,透天,大華里,桃園市龜山區興華一街285號,"121.364285 ",B01,1191.0,827.0,龜山分局,,桃園市龜山區興華一街285號
G22-04-127,透天,大華里,桃園市龜山區興華一街355號,"121.364986 ",B01,348.0,241.0,龜山分局,,桃園市龜山區興華一街355號
G19-01-128,透天,大華里,桃園市龜山區文化七路206巷25號,"121.368851 ",B01,788.0,547.0,龜山分局,,桃園市龜山區文化七路206巷25號
G16-01-129,"學校 (文華國小)",大華里,桃園市龜山區文化七路116號,"121.365079 ",B01B02,990.0,687.0,龜山分局,,桃園市龜山區文化七路116號
G22-04-130,透天,大華里,桃園市龜山區文化三路370號,"121.366234 ",B01,387.0,268.0,龜山分局,,桃園市龜山區文化三路370號
G23-03-132,透天,大華里,桃園市龜山區文化七路181巷17弄7號,"121.366623 ",B01,283.0,314.0,龜山分局,,桃園市龜山區文化七路181巷17弄7號
G28-01-133,透天,大華里,桃園市龜山區文化東路2-7號,"121.362776 ",B01B02,958.0,665.0,龜山分局,,桃園市龜山區文化東路2-7號
G17-01-134,透天,大華里,桃園市龜山區文化七路182巷10-1號,"121.367776 ",B01B02,590.0,409.0,龜山分局,,桃園市龜山區文化七路182巷10-1號
G18-01-135,透天,大華里,桃園市龜山區文化三路564巷75弄10號,"121.367447 ",B01B02,572.81,397.0,龜山分局,,桃園市龜山區文化三路564巷75弄10號
G16-02-136,透天,大華里,桃園市龜山區文東五街85號,"121.363560 ",B01,316.11,219.0,龜山分局,,桃園市龜山區文東五街85號
G22-06-137,透天,大華里,桃園市龜山區興華三街28巷28號2樓,"121.364792 ",B01,425.93,295.0,龜山分局,,桃園市龜山區興華三街28巷28號2樓
G02-07-137,私人住宅大樓,文化里,桃園市龜山區復興一路212巷25號,"121.367224 ",B01,703.4,488.0,龜山分局,,桃園市龜山區復興一路212巷25號
G30-63-115,私人住宅大樓,文化里,桃園市龜山區文化三路327號7樓,"121.365341 ",B01B02B03B04,592.0,657.0,龜山分局,,桃園市龜山區文化三路327號7樓
G30-63-120,私人住宅大樓,文化里,桃園市龜山區文化二路70號6樓之3,"121.367425 ",B01B02B03,817.63,908.0,龜山分局,,桃園市龜山區文化二路70號6樓之3
G30-63-118,私人住宅大樓,文化里,"桃園市龜山區復興北路6巷46號 ","121.367682 ",B01B02,611.2,679.0,龜山分局,,桃園市龜山區復興北路6巷46號
G30-63-119,私人住宅大樓,文化里,桃園市龜山區文興路221號,"121.367227 ",B01B02,254.33,176.0,龜山分局,,桃園市龜山區文興路221號
G30-63-117,私人住宅大樓,大華里,桃園市龜山區文化五路60號,"121.361708 ",B01B02,1104.82,1227.0,龜山分局,,桃園市龜山區文化五路60號
G30-63-116,透天,大華里,桃園市龜山區文化東路9號,"121.362684 ",B01,638.0,708.0,龜山分局,,桃園市龜山區文化東路9號
G30-63-121,私人住宅大樓,文化里,桃園市龜山區文昌五街88號四樓之1,"121.370707 ",B01B02B03,548.24,609.0,龜山分局,,桃園市龜山區文昌五街88號四樓之1
G30-63-122,透天,文化里,桃園市龜山區復興二路131巷98號,"121.374777 ",B01,446.98,496.0,龜山分局,,桃園市龜山區復興二路131巷98號
G24-03-138,私人住宅大樓,大華里,桃園市龜山區興華一街272巷11號5樓,"121.363970 ",B01B02,488.18,339.0,龜山分局,,桃園市龜山區興華一街272巷11號5樓
G19-02-148,私人住宅大樓,文化里,桃園市龜山區復興二路131巷16號,"121.373822 ",B01B02,1776.0,1233.0,龜山分局,,桃園市龜山區復興二路131巷16號
G19-03-149,私人住宅大樓,大華里,桃園市龜山區文化七路96號,"121.364110 ",B01B02,763.93,530.0,龜山分局,,桃園市龜山區文化七路96號
G19-04-150,私人住宅大樓,文化里,桃園市龜山區文化三路399號三樓之2,"121.366813 ",B01B02B03,703.8,488.0,龜山分局,,桃園市龜山區文化三路399號三樓之2
G19-05-151,私人住宅大樓,大華里,桃園市龜山區興華三街18號,"121.365732 ",B01B02,1049.01,728.0,龜山分局,,桃園市龜山區興華三街18號
G19-07-153,私人住宅大樓,文化里,桃園市龜山區復興北路58號,"121.369999 ",B01B02,782.57,543.0,龜山分局,,桃園市龜山區復興北路58號
G19-08-154,私人住宅大樓,文化里,桃園市龜山區文昌三街112號,"121.369634 ",B01B02,764.87,531.0,龜山分局,,桃園市龜山區文昌三街112號
G19-06-152,私人住宅大樓,文化里,桃園市龜山區復興三路75號,"121.373016 ",B01B02,1154.0,801.0,龜山分局,,桃園市龜山區復興三路75號
G19-08-155,透天,大華里,桃園市龜山區文七一街91號,"121.359739 ",B01,327.46,227.0,龜山分局,,桃園市龜山區文七一街91號
