電腦編號(強制),建築物名稱(強制),類別(強制),村里別(強制),地址(強制),經緯度(強制),地下層樓數(強制),通知列管文號(非強制),建築執照文號(非強制),使用執照文號(非強制),建築層數(強制),基層面積(非強制),附建面積(非強制),容量(強制),自用(強制),活動人口(強制),兼作停車場(強制),分局別(強制),所別(強制)
HQA00274,公寓,公寓,,苗栗縣頭份市田寮里16鄰民族路716號,"24.6853680454746, 120.88714182800003",1.0,73年5月10日建都字第32565號,,,2.0,17.0,17.0,22.0,15.0,7.0,無,頭份分局,尖山派出所
HQA00275,公寓,公寓,,苗栗縣頭份市田寮里16鄰民族路718號,"24.685581786989403, 120.88706745499024",1.0,73年5月10日建都字第32565號,,,2.0,20.0,17.0,22.0,15.0,7.0,無,頭份分局,尖山派出所
HQA00276,龍泰冶金公司,公司,,苗栗縣頭份市蘆竹里8鄰永貞路一段181巷42號,"24.685581786989403, 120.88706745499024",1.0,73年12月29日建都字第113245號,,,2.0,25.0,26.0,34.0,23.0,11.0,無,頭份分局,尖山派出所
HQA00277,公寓,公寓,,苗栗縣頭份市田寮里15鄰民族路681號,"24.685150194299066, 120.88687541266012",1.0,76年12月17日建都字第113541號,,,2.0,100.0,104.0,138.0,96.0,42.0,無,頭份分局,尖山派出所
HQA00278,公寓,公寓,,苗栗縣頭份市田寮里15鄰自強路二段450號,"24.682717965402997, 120.8864149811806",1.0,81年6月11日建都字第60709號,,,2.0,80.0,78.0,104.0,72.0,32.0,無,頭份分局,尖山派出所
HQA00279,公寓,公寓,,苗栗縣頭份市田寮里14鄰民族路405號,"24.685444445331285, 120.8941742108151",1.0,73年12月29日建都字第113245號,,,2.0,25.0,24.0,32.0,22.0,10.0,無,頭份分局,尖山派出所
HQA00280,公寓,公寓,,頭份市田寮里14鄰民族路521號,"24.685160851953622, 120.89418511444266",1.0,70年5月29日建都字第73383號,,,2.0,80.0,84.0,112.0,78.0,34.0,無,頭份分局,尖山派出所
HQA00282,大唐新村,,,苗栗縣頭份市田寮里14鄰民族路525號,查無地址,1.0,80年4月22日建都字第37758號,,,2.0,80.0,81.0,108.0,75.0,33.0,無,頭份分局,尖山派出所
HQA00283,公寓,公寓,,苗栗縣頭份市田寮里3鄰東田街176號,"24.68746660509088, 120.8869347519622",1.0,79年10月2日建都字第98239號,,,2.0,65.0,65.0,86.0,60.0,26.0,無,頭份分局,尖山派出所
HQA00284,公寓,公寓,,苗栗縣頭份市田寮里5鄰民族路584號,"24.68572309643818, 120.89058428382512",1.0,79年10月2日建都字第98239號,,,2.0,75.0,75.0,100.0,70.0,30.0,無,頭份分局,尖山派出所
HQA00286,公寓,公寓,,苗栗縣頭份市自強里14鄰自強路55巷30號,"24.665724782078733, 120.8822360126598",1.0,70年1月5日建都字第13150號,,,4.0,20.0,20.0,26.0,18.0,8.0,無,頭份分局,頭份派出所
HQA00287,公寓,公寓,,苗栗縣頭份市忠孝里3鄰中華路13號之9,查無地址,1.0,71年11月24日建都字第92225號,,,4.0,200.0,200.0,266.0,186.0,80.0,無,頭份分局,頭份派出所
HQA00288,公寓,公寓,,苗栗縣頭份市忠孝里3鄰中華路1101巷8號之10,查無地址,1.0,71年11月24日建都字第92225號,,,4.0,180.0,180.0,240.0,168.0,72.0,無,頭份分局,頭份派出所
HQA00289,公寓,公寓,,苗栗縣頭份市自強里13鄰中華路1103號,"24.67583081081068, 120.88482185314496",1.0,71年11月24日建都字第92225號,,,5.0,60.0,60.0,80.0,56.0,24.0,無,頭份分局,頭份派出所
HQA00290,公寓,公寓,,苗栗縣頭份市自強里9鄰仁愛路75號,"24.686292059187743, 120.90891847850543",1.0,73年5月10日建都字第32565號,,,3.0,150.0,150.0,200.0,140.0,60.0,無,頭份分局,頭份派出所
HQA00291,公寓,公寓,,苗栗縣頭份市忠孝里11鄰中華路1119號之5,查無地址,1.0,73年10月12日建管字第89934號,,,5.0,50.0,50.0,66.0,46.0,20.0,無,頭份分局,頭份派出所
HQA00292,公寓,公寓,,苗栗縣頭份市忠孝里11鄰中華路1175號,"24.68824013079609, 120.91123373191651",1.0,73年5月10日建都字第32565號,,,5.0,35.0,34.0,45.0,31.0,14.0,無,頭份分局,頭份派出所
HQA00293,公寓,公寓,,苗栗縣頭份市自強里14鄰自強路61號,"24.689330, 120.910906",1.0,76年5月9日建都字第37744號,,,5.0,22.0,22.0,29.0,20.0,9.0,無,頭份分局,頭份派出所
HQA00294,吳金垣小兒科診所,診所,,苗栗縣頭份市自強里14鄰自強路35號,"24.689620, 120.911507",1.0,77年10月19日建管字第97332號,,,3.0,30.0,28.0,37.0,25.0,12.0,無,頭份分局,頭份派出所
HQA00295,金天地大樓,大樓,,苗栗縣頭份市自強里14鄰中華路1095號,"24.687686237558786, 120.90966282569623",1.0,77年12月19日建管字第120726號,,,7.0,1200.0,1206.0,1608.0,1125.0,483.0,無,頭份分局,頭份派出所
HQA00296,中油頭份站,,,苗栗縣頭份市自強里14鄰自強路2號,"24.690732531362354, 120.91250586802434",1.0,79年4月17日建管字第22399號,,,6.0,500.0,487.0,649.0,454.0,195.0,無,頭份分局,頭份派出所
HQA00297,東園大飯店,大樓,,苗栗縣頭份市忠孝里11鄰信東路115號,"24.688727035441858, 120.90981603918831",1.0,80年1月14日建管字第115號號,,,7.0,400.0,413.0,550.0,385.0,165.0,無,頭份分局,頭份派出所
HQA00298,公寓,公寓,,苗栗縣頭份市自強里14鄰自強路33號,"24.689804, 120.911478",1.0,77年10月19日建都字第97331號,,,3.0,20.0,20.0,26.0,18.0,8.0,無,頭份分局,頭份派出所
HQA00299,公寓,公寓,,苗栗縣頭份市自強里13鄰中華路1109號,"24.687882485362913, 120.90998288151634",1.0,78年3月16日建管字第21402號,,,5.0,50.0,49.0,65.0,45.0,20.0,無,頭份分局,頭份派出所
HQA00300,公寓,公寓,,苗栗縣頭份市東庄里2鄰自強路119號,"24.688176636561334, 120.90857509686025",1.0,77年1月11日建管字第11960號,,,3.0,30.0,28.0,37.0,25.0,12.0,無,頭份分局,頭份派出所
HQA00301,合作金庫,銀行,,苗栗縣頭份市仁愛里8鄰仁愛路70號,"24.686516595012094, 120.90927492754831",1.0,80年12月18日建管字第135837號,,,7.0,350.0,338.0,450.0,315.0,135.0,無,頭份分局,頭份派出所
HQA00302,公寓,公寓,,苗栗縣頭份市忠孝里11鄰中華路1209號,"24.689474693538926, 120.9118748103524",1.0,71年1月20日建都字第13346號,,,5.0,150.0,145.0,193.0,135.0,58.0,無,頭份分局,頭份派出所
HQA00303,自強大樓,大樓,,苗栗縣頭份市自強里14鄰自強路75號,"24.689098, 120.910420",1.0,81年7月6日建管字第74406號,,,11.0,800.0,822.0,1096.0,767.0,329.0,有,頭份分局,頭份派出所
HQA00305,公寓,公寓,,苗栗縣頭份市忠孝里11鄰信東路88巷1號,"24.688623139364775, 120.91039264104037",1.0,78年1月30日建都字第62835號,,,4.0,25.0,25.0,33.0,23.0,10.0,無,頭份分局,頭份派出所
HQA00306,公寓,公寓,,苗栗縣頭份市自強里14鄰自強路55巷1號,"24.689405189814543, 120.91122462384439",1.0,70年1月6日建都字第113153號,,,4.0,20.0,20.0,26.0,18.0,8.0,無,頭份分局,頭份派出所
HQA00308,公寓,公寓,,苗栗縣頭份市自強里14鄰自強路55巷5號,"24.68932528995834, 120.91135053918835",1.0,70年10月6日建都字第113151號,,,4.0,20.0,20.0,26.0,18.0,8.0,無,頭份分局,頭份派出所
HQA00309,公寓,公寓,,苗栗縣頭份市自強里14鄰自強路55巷12號,"24.689078694189504, 120.91120553918833",1.0,70年1月25日建都字第13216號,,,4.0,20.0,20.0,26.0,18.0,8.0,無,頭份分局,頭份派出所
HQA00310,公寓,公寓,,苗栗縣頭份市忠孝里自強路55巷2號,"24.687531834334987, 120.90682273733631",1.0,70年1月25日建都字第13150號,,,1.0,20.0,20.0,26.0,18.0,8.0,無,頭份分局,頭份派出所
HQA00311,公寓,公寓,,苗栗縣頭份市自強里14鄰自強路55巷8號,"24.6892304268139, 120.91113299686035",1.0,70年1月5日建都字第13216號,,,4.0,20.0,20.0,26.0,18.0,8.0,無,頭份分局,頭份派出所
HQA00312,公寓,公寓,,苗栗縣頭份市自強里14鄰自強路55巷6號,"24.68921678634751, 120.91104808151637",1.0,70年1月6日建都字第13152號,,,4.0,20.0,20.0,26.0,18.0,8.0,無,頭份分局,頭份派出所
HQA00313,公寓,公寓,,苗栗縣頭份市忠孝里7鄰中華路982號,"24.68707128361188, 120.90885076617229",1.0,74年7月23日建都字第59908號,,,5.0,20.0,17.0,22.0,15.0,7.0,無,頭份分局,頭份派出所
HQA00314,公寓,公寓,,苗栗縣頭份市自強里14鄰自強路53號,"24.689497, 120.911249",1.0,78年10月6日建管字第97893號,,,5.0,30.0,29.0,38.0,26.0,12.0,無,頭份分局,頭份派出所
HQA00315,國泰人壽大樓,大樓,,苗栗縣頭份市中華路1201號,"24.689107578049626, 120.91179420255247",1.0,78年12月22日建管字第127757號,,,7.0,400.0,393.0,524.0,366.0,158.0,無,頭份分局,頭份派出所
HQA00316,公寓,公寓,,苗栗縣頭份市自強里中華路1121號,"24.687901040720554, 120.9103020815163",1.0,79年2月3日建管字第4290號,,,5.0,40.0,42.0,56.0,39.0,17.0,無,頭份分局,頭份派出所
HQA00317,御寶大樓,大樓,,苗栗縣頭份市自強里13鄰中華路1215號,"24.689516214178614, 120.91210913607205",1.0,79年3月19日建管字第15341號,,,5.0,20.0,20.0,26.0,18.0,8.0,無,頭份分局,頭份派出所
HQA00318,公寓,公寓,,苗栗縣頭份市山下里13鄰山下街304號,"24.702266360818196, 120.90950389686057",1.0,70年8月4日建管字第6418號,,,2.0,25.0,25.0,33.0,23.0,10.0,無,頭份分局,頭份派出所
HQA00319,公寓,公寓,,苗栗縣頭份市山下里13鄰山下街100號,"24.69628696270239, 120.90772559686044",1.0,72年2月23日建都字第15號,,,2.0,25.0,23.0,30.0,21.0,9.0,無,頭份分局,頭份派出所
HQA00320,公寓,公寓,,苗栗縣頭份市山下里8鄰山下213號,"24.70232756069854, 120.90405576802455",1.0,78年1月23日建管字第7170號,,,2.0,25.0,25.0,33.0,23.0,10.0,無,頭份分局,頭份派出所
HQA00321,公寓,公寓,,苗栗縣頭份市山下里7鄰山下222號,"24.70228857248056, 120.9040879545326",1.0,77年12月13日建管字第112478號,,,2.0,30.0,33.0,44.0,30.0,14.0,無,頭份分局,頭份派出所
HQA00322,頭份市農會,大樓,,苗栗縣頭份市和平里9鄰中正路1號,"24.684019, 120.905422",1.0,73年3月21日建都字第13872號,,,2.0,100.0,100.0,133.0,93.0,40.0,無,頭份分局,頭份派出所
HQA00323,公寓,公寓,,苗栗縣頭份市和平里5鄰和平路79號,"24.685418193776556, 120.90683168336828",1.0,72年12月19日建都字第104357號,,,3.0,100.0,99.0,132.0,92.0,40.0,無,頭份分局,頭份派出所
HQA00324,公寓,公寓,,苗栗縣頭份市和平里9鄰中正路2號,"24.683667900137216, 120.90589338151611",1.0,73年10月12日建都字第89934號,,,4.0,120.0,120.0,160.0,112.0,48.0,無,頭份分局,頭份派出所
HQA00325,公寓,公寓,,苗栗縣頭份市和平里9鄰中正路6號,"24.683838242424628, 120.90607848336816",1.0,78年5月9日建管字第36482號,,,2.0,1.0,20.0,26.0,18.0,8.0,無,頭份分局,頭份派出所
HQA00326,公寓,公寓,,苗栗縣頭份市和平里9鄰中正路8號,"24.683797405830145, 120.9062993680242",1.0,78年5月9日建管字第36482號,,,2.0,20.0,20.0,26.0,18.0,8.0,無,頭份分局,頭份派出所
HQA00327,公寓,公寓,,苗栗縣頭份市和平里9鄰中正路10號,"24.683867796808222, 120.9063113391882",1.0,78年5月9日建管字第36482號,,,2.0,15.0,16.0,21.0,14.0,7.0,無,頭份分局,頭份派出所
HQA00328,公寓,公寓,,苗栗縣頭份市和平里9鄰東興路62號,"24.68354245182329, 120.90612575453218",1.0,72年2月23日建都字第15101號,,,4.0,25.0,25.0,33.0,23.0,10.0,無,頭份分局,頭份派出所
HQA00329,公寓,公寓,,苗栗縣頭份市和平里9鄰東興路64號,"24.683584351751247, 120.90598376617221",1.0,86年7月31日苗警份防字第0004號,,,3.0,45.0,43.0,57.0,39.0,18.0,無,頭份分局,頭份派出所
HQA00330,公寓,公寓,,苗栗縣頭份市和平里11鄰東興路58號,"24.683506188795192, 120.90606278151623",1.0,72年9月9日建都字第93335號,,,3.0,20.0,20.0,26.0,18.0,8.0,無,頭份分局,頭份派出所
HQA00331,中山市場,,,苗栗縣頭份市和平里中山路11號,"24.68323826751154, 120.9065833077564",1.0,86年7月31日苗警份防字第0005號,,,2.0,1000.0,1000.0,1333.0,933.0,400.0,無,頭份分局,頭份派出所
HQA00332,公寓,公寓,,苗栗縣頭份市和平里11鄰民族路58號,"24.68406034793107, 120.9068778545322",1.0,72年9月9日建都字第93335號,,,3.0,20.0,20.0,26.0,18.0,8.0,無,頭份分局,頭份派出所
HQA00333,公寓,公寓,,苗栗縣頭份市和平里11鄰民族路39號,"24.683560194491527, 120.90677145453218",1.0,72年6月20日建都字第47129號,,,3.0,40.0,40.0,53.0,37.0,16.0,無,頭份分局,頭份派出所
HQA00334,公寓,公寓,,苗栗縣頭份市和平里11鄰民族路41號,"24.68355520033996, 120.90677664104027",1.0,72年6月20日建都字第47129號,,,3.0,40.0,40.0,53.0,37.0,16.0,無,頭份分局,頭份派出所
HQA00335,公寓,公寓,,苗栗縣頭份市和平里11鄰民族路43號,"24.68366318841458, 120.90666581035224",1.0,72年6月20日建都字第47129號,,,3.0,40.0,40.0,53.0,37.0,16.0,無,頭份分局,頭份派出所
HQA00336,公寓,公寓,,苗栗縣頭份市和平里11鄰民族路51號,"24.683732602972142, 120.90663092569622",1.0,72年6月20日建都字第47129號,,,3.0,20.0,19.0,25.0,17.0,8.0,無,頭份分局,頭份派出所
HQA00337,公寓,公寓,,苗栗縣頭份市和平里12鄰民族路46號,"24.68371970890095, 120.90711931405613",1.0,72年2月23日建都字第15101號,,,3.0,40.0,40.0,53.0,37.0,16.0,無,頭份分局,頭份派出所
HQA00338,公寓,公寓,,苗栗縣頭份市和平里12鄰民族路44號,"24.683396809330265, 120.90762657358025",1.0,72年2月23日建都字第15101號,,,3.0,30.0,29.0,38.0,26.0,12.0,無,頭份分局,頭份派出所
HQA00339,公寓,公寓,,苗栗縣頭份市和平里中山路25號,"24.683624654617766, 120.90730305453218",1.0,72年6月20日建都字第47129號,,,4.0,32.0,25.0,33.0,23.0,10.0,無,頭份分局,頭份派出所
HQA00340,公寓,公寓,,苗栗縣頭份市和平里13鄰東興路37巷43號,"24.682284599904026, 120.90502445453218",1.0,72年12月19日建都字第104357號,,,4.0,20.0,20.0,26.0,18.0,8.0,無,頭份分局,頭份派出所
HQA00341,公寓,公寓,,苗栗縣頭份市和平里13鄰東興路37巷45號,"24.682203905483156, 120.90499594104018",1.0,86年7月31日苗份警防字第0006號,,,3.0,30.0,30.0,40.0,28.0,12.0,無,頭份分局,頭份派出所
HQA00342,公寓,公寓,,苗栗縣頭份市和平里13鄰東興路37巷47號,"24.68224249456516, 120.90483698151624",1.0,86年7月31日苗份警防字第0007號,,,3.0,30.0,30.0,40.0,28.0,12.0,無,頭份分局,頭份派出所
HQA00343,公寓,公寓,,苗栗縣頭份市和平里13鄰東興路37巷55號,"24.68209409221889, 120.9048285698762",1.0,71年11月24日建都字第92225號,,,3.0,20.0,20.0,26.0,18.0,8.0,無,頭份分局,頭份派出所
HQA00344,公寓,公寓,,苗栗縣頭份市和平里13鄰東興路37巷56號,"24.68197710853541, 120.9047749256962",1.0,72年12月19日建都字第104357號,,,3.0,25.0,26.0,34.0,23.0,11.0,無,頭份分局,頭份派出所
HQA00345,公寓,公寓,,苗栗縣頭份市和平里14鄰東興路15巷8號,"25.050332235909305, 121.565683181524",1.0,86年7月31日苗份警防字第0008號,,,3.0,22.0,22.0,29.0,20.0,9.0,無,頭份分局,頭份派出所
HQA00347,公寓,公寓,,苗栗縣頭份市和平里14鄰東興路21號,"24.682473718857622, 120.90711820003621",1.0,74年10月24日建都字第91877號,,,3.0,20.0,21.0,28.0,19.0,9.0,無,頭份分局,頭份派出所
HQA00348,公寓,公寓,,苗栗縣頭份市和平里14鄰東興路23號,"24.68247756746883, 120.90682483495624",1.0,74年3月8日建都字第13048號,,,3.0,30.0,31.0,41.0,28.0,13.0,無,頭份分局,頭份派出所
HQA00349,公寓,公寓,,苗栗縣頭份市和平里14鄰東興路43號,"24.682977798548567, 120.9066064656443",1.0,70年9月3日建都字第78509號,,,3.0,40.0,38.0,50.0,35.0,15.0,無,頭份分局,頭份派出所
HQA00350,公寓,公寓,,苗栗縣頭份市和平里和平73號,"24.68542352295788, 120.9070184987123",1.0,70年10月15日建都字第93335號,,,3.0,20.0,18.0,24.0,16.0,8.0,無,頭份分局,頭份派出所
HQA00351,公寓,公寓,,苗栗縣頭份市和平里和平74號,"24.685522800031375, 120.90705123918828",1.0,86年7月31日苗份警防字第0009號,,,3.0,20.0,16.0,21.0,14.0,7.0,無,頭份分局,頭份派出所
HQA00352,公寓,公寓,,苗栗縣頭份市和平里和平45號,"24.684490892526068, 120.90763472569624",1.0,71年11月24日建都字第92225號,,,3.0,15.0,16.0,21.0,14.0,7.0,無,頭份分局,頭份派出所
HQA00353,公寓,公寓,,苗栗縣頭份市成功里15鄰1號,"24.698442263054403, 120.91003159500855",1.0,78年1月12日建管字第1430號,,,3.0,25.0,27.0,36.0,25.0,11.0,無,頭份分局,頭份派出所
HQA00354,公寓,公寓,,苗栗縣頭份市成功里15鄰貴品居2號,"24.698452010411025, 120.91007451035257",1.0,78年1月12日建管字第1433號,,,3.0,25.0,24.0,32.0,22.0,10.0,無,頭份分局,頭份派出所
HQA00355,公寓,公寓,,苗栗縣頭份市成功里15鄰貴品居3號,"24.69846175776686, 120.91007451035257",1.0,78年1月12日建管字第1432號,,,3.0,25.0,24.0,32.0,22.0,10.0,無,頭份分局,頭份派出所
HQA00356,公寓,公寓,,苗栗縣頭份市成功里15鄰貴品居5號,"24.69842276833892, 120.91016034104057",1.0,78年1月12日建管字第1431號,,,3.0,25.0,24.0,32.0,22.0,10.0,無,頭份分局,頭份派出所
HQA00357,公寓,公寓,,苗栗縣頭份市成功里15鄰貴品居6號,"24.698374031536805, 120.91013888336855",1.0,78年1月12日建管字第1427號,,,3.0,25.0,24.0,32.0,22.0,10.0,無,頭份分局,頭份派出所
HQA00358,公寓,公寓,,苗栗縣頭份市成功里15鄰貴品居7號,"24.698413020980006, 120.91003159500855",1.0,78年1月12日建管字第1428號,,,3.0,20.0,21.0,28.0,19.0,9.0,無,頭份分局,頭份派出所
HQA00359,公寓,公寓,,苗栗縣頭份市成功里15鄰貴品居8號,"24.69839352625992, 120.91005305268057",1.0,78年1月12日建管字第1429號,,,3.0,30.0,27.0,36.0,25.0,11.0,無,頭份分局,頭份派出所
HQA00360,公寓,公寓,,苗栗縣頭份市成功里15鄰貴品居11號,"24.698403273620357, 120.91010669686054",1.0,77年11月25日建管字第106357號,,,3.0,35.0,36.0,48.0,33.0,15.0,無,頭份分局,頭份派出所
HQA00361,公寓,公寓,,苗栗縣頭份市成功里15鄰貴品居12號,"24.698432515697043, 120.91009596802455",1.0,77年11月25日建管字第106365號,,,3.0,25.0,27.0,36.0,25.0,11.0,無,頭份分局,頭份派出所
HQA00362,公寓,公寓,,苗栗縣頭份市成功里15鄰貴品居13號,"24.698481252476288, 120.91014961220455",1.0,77年11月25日建管字第106365號,,,3.0,30.0,27.0,36.0,25.0,11.0,無,頭份分局,頭份派出所
HQA00363,公寓,公寓,,苗栗縣頭份市成功里15鄰貴品居14號,"24.698442263054403, 120.91007451035257",1.0,77年11月25日建管字第106361號,,,3.0,25.0,26.0,34.0,23.0,11.0,無,頭份分局,頭份派出所
HQA00364,公寓,公寓,,苗栗縣頭份市建國里11鄰建國路128號,"24.69585951421473, 120.90982212903782",1.0,72年12月19日建都字第104357號,,,4.0,70.0,68.0,90.0,63.0,27.0,無,頭份分局,頭份派出所
HQA00365,江波庭園,大樓,,苗栗縣頭份市成功里明新街79巷11號,"24.698197873990075, 120.90935638336857",1.0,83年3月24日建管字第23867號,,,10.0,1600.0,1687.0,2249.0,1574.0,675.0,有,頭份分局,頭份派出所
HQA00366,建國國小,學校,,苗栗縣頭份市建國里10鄰建國路80號,"24.695601297486697, 120.9121914968605",1.0,85年2月7日建管字第9817號,,,3.0,700.0,690.0,920.0,644.0,276.0,無,頭份分局,頭份派出所
HQA00367,公寓,公寓,,苗栗縣頭份市建國里7鄰大同路815號,查無地址,1.0,72年6月20日建都字第47129號,,,3.0,25.0,26.0,34.0,23.0,11.0,無,頭份分局,頭份派出所
HQA00368,公寓,公寓,,苗栗縣頭份市建國里7鄰大同路30號,"24.694645975727852, 120.91435421220444",1.0,72年12月29日建都字第113245號,,,3.0,20.0,20.0,26.0,18.0,8.0,無,頭份分局,頭份派出所
HQA00369,公寓,公寓,,苗栗縣頭份市建國里7鄰大同路32號,"24.694782370787276, 120.91438323918851",1.0,72年12月29日建都字第113245號,,,2.0,20.0,19.0,25.0,17.0,8.0,無,頭份分局,頭份派出所
HQA00370,公寓,公寓,,苗栗縣頭份市建國里7鄰中華路1443號,"24.695427121811885, 120.91598338336841",1.0,71年9月15日建都字第77928號,,,3.0,65.0,64.0,85.0,59.0,26.0,無,頭份分局,頭份派出所
HQA00371,公寓,公寓,,苗栗縣頭份市建國里6鄰三民街43號,查無地址,1.0,73年10月12日建都字第89934號,,,2.0,35.0,34.0,45.0,31.0,14.0,無,頭份分局,頭份派出所
HQA00372,公寓,公寓,,苗栗縣頭份市建國里2鄰中華路1471號,"24.69598453040758, 120.91649235453252",1.0,73年3月31日建都字第13876號,,,2.0,30.0,28.0,37.0,25.0,12.0,無,頭份分局,頭份派出所
HQA00373,公寓,公寓,,苗栗縣頭份市建國里7鄰中華路1383號,"24.694187415179083, 120.91496523918845",1.0,73年10月12日建都字第89934號,,,2.0,25.0,23.0,30.0,21.0,9.0,無,頭份分局,頭份派出所
HQA00374,公寓,公寓,,苗栗縣頭份市建國里7鄰建國路10號,"24.69358919127442, 120.91419903918846",1.0,74年10月4日建都字第84926號,,,3.0,25.0,25.0,33.0,23.0,10.0,無,頭份分局,頭份派出所
HQA00375,公寓,公寓,,苗栗縣頭份市建國里7鄰大同路56號,"24.69513072241503, 120.91454963733646",1.0,75年10月16日建管字第90544號,,,2.0,25.0,23.0,30.0,21.0,9.0,無,頭份分局,頭份派出所
HQA00376,公寓,公寓,,苗栗縣頭份市建國里1鄰中華路1404號,"24.69691091378785, 120.91757176987637",1.0,78年4月11日建管字第276717號,,,2.0,15.0,13.0,17.0,11.0,6.0,無,頭份分局,頭份派出所
HQA00377,公寓,公寓,,苗栗縣頭份市建國里1鄰中華路1394號,"24.69691091378785, 120.91757176987637",1.0,78年4月11日建管字第276717號,,,2.0,10.0,12.0,16.0,11.0,5.0,無,頭份分局,頭份派出所
HQA00379,公寓,公寓,,苗栗縣頭份市建國里8鄰建國路36號,"24.69405782003903, 120.91350845453245",1.0,78年4月24日建管字第31525號,,,3.0,15.0,15.0,20.0,14.0,6.0,無,頭份分局,頭份派出所
HQA00380,公寓,公寓,,苗栗縣頭份市建國里8鄰大同路3號,"24.69400623381329, 120.91369465453249",1.0,78年4月24日建管字第31525號,,,3.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00381,公寓,公寓,,苗栗縣頭份市建國里1鄰中華路1398號,"24.696768524068656, 120.91727442384453",1.0,78年4月11日建管字第27617號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00382,公寓,公寓,,苗栗縣頭份市建國里8鄰建國路52號,"24.6943602762866, 120.91305271220452",1.0,78年4月11日建管字第24554號,,,3.0,60.0,58.0,77.0,53.0,24.0,無,頭份分局,頭份派出所
HQA00383,公寓,公寓,,苗栗縣頭份市建國里8鄰建國路42號,"24.69415107212108, 120.9132933391884",1.0,78年4月24日建管字第31525號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00385,公寓,公寓,,苗栗縣頭份市建國里6鄰大同路75號,"24.69576931146572, 120.91478232384449",1.0,76年11月16日建都字第99074號,,,3.0,40.0,38.0,50.0,35.0,15.0,無,頭份分局,頭份派出所
HQA00386,公寓,公寓,,苗栗縣頭份市建國里1鄰中華路1396號,"24.696662186705073, 120.9174129680245",1.0,78年4月11日建管字第27617號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00387,公寓,公寓,,苗栗縣頭份市建國里8鄰建國路50號,"24.696662186705073, 120.9174129680245",1.0,86年7月31日苗份警防字第0010號,,,6.0,60.0,58.0,77.0,53.0,24.0,無,頭份分局,頭份派出所
HQA00388,公寓,公寓,,苗栗縣頭份市建國里8鄰建國路42號,"24.694263781071054, 120.91310576987644",1.0,86年7月31日苗份警防字第0011號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00389,公寓,公寓,,苗栗縣頭份市建國里8鄰大同路1號,"24.69400485664454, 120.91387269633239",1.0,78年4月24日建管字第31525號,,,3.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00390,公寓,公寓,,苗栗縣頭份市建國里8鄰大同路3號,"24.693967242990997, 120.9137053833685",1.0,78年1月12日建管字第125147號,,,2.0,35.0,33.0,44.0,30.0,14.0,無,頭份分局,頭份派出所
HQA00391,公寓,公寓,,苗栗縣頭份市建國里8鄰建國路8號,"24.69356353457545, 120.91452737543247",1.0,78年1月12日建管字第125147號,,,3.0,25.0,25.0,33.0,23.0,10.0,無,頭份分局,頭份派出所
HQA00392,公寓,公寓,,苗栗縣頭份市建國里7鄰中華路1417巷8號,查無地址,1.0,86年7月31日苗份警防字第0012號,,,2.0,40.0,38.0,50.0,35.0,15.0,無,頭份分局,頭份派出所
HQA00393,公寓,公寓,,苗栗縣頭份市建國里7鄰中華路1400號,"24.69673033909877, 120.9174756545325",1.0,78年4月11日建管字第27617號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00394,公寓,公寓,,苗栗縣頭份市建國里1鄰中華路1402號,"24.69679173401347, 120.91747196802457",1.0,78年4月11日建管字第27617號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00395,公寓,公寓,,苗栗縣頭份市建國里7鄰中華路1435號,"24.69517958890961, 120.91589248336848",1.0,78年4月21日建管字第27661號,,,3.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00396,公寓,公寓,,苗栗縣頭份市建國里8鄰建國路34號,"24.694068120016496, 120.9135243833685",1.0,78年4月24日建管字第31525號,,,3.0,15.0,16.0,21.0,14.0,7.0,無,頭份分局,頭份派出所
HQA00397,公寓,公寓,,苗栗縣頭份市建國里7鄰大同路52號,"24.695018884428734, 120.91455068151646",1.0,74年6月2日建都字第42618號,,,2.0,30.0,28.0,37.0,25.0,12.0,無,頭份分局,頭份派出所
HQA00398,公寓,公寓,,苗栗縣頭份市建國里7鄰中華路1417巷6號,查無地址,1.0,86年7月31日苗份警防字第0013號,,,3.0,40.0,38.0,50.0,35.0,15.0,無,頭份分局,頭份派出所
HQA00399,公寓,公寓,,苗栗縣頭份市建國里7鄰建國路6號,"24.693626282218307, 120.91483826564435",1.0,76年10月3日建都字第89118號,,,3.0,30.0,28.0,37.0,25.0,12.0,無,頭份分局,頭份派出所
HQA00400,公寓,公寓,,苗栗縣頭份市建國里8鄰大同路55號,"24.695062927272097, 120.91441385453251",1.0,83年8月15日建管字第82448號,,,6.0,1400.0,1395.0,1860.0,1302.0,558.0,無,頭份分局,頭份派出所
