電腦編號,鄉鎮市區,村里別,地址,經緯度,地下樓層數,可容納人數,轄管分局
CE206,左營區,新下里,"高雄市左營區重安路35號
","22.676070285134433, 120.29857429772855",1,1767.0,左營分局
CE207,左營區,新下里,高雄市左營區新庄仔路260巷41號,"22.67035688,120.303886238511",1,736.0,左營分局
CE208,左營區,新上里,高雄市左營區新中街13號,"22.667017,120.312698",1,160.0,左營分局
CE209,左營區,新下里,高雄市左營區富民路435號,"22.668043,120.305702",2,2081.0,左營分局
CE210,左營區,新上里,高雄市左營區大順一路272之1號,"22.657101,120.306935",2,1134.0,左營分局
CE211,左營區,新下里,左營區新莊一路152號,"22.672815,120.297597",1、2、3,1061.0,左營分局
CE212,左營區,新下里,左營區新莊一路355號,"22.671106,120.30166",1、2、3、4、5,5041.0,左營分局
CE213,左營區,新下里,左營區至真路305號,"22.672861,120.300166",1、2、3,5709.0,左營分局
CE214,左營區,新上里,左營區博愛二路282號,"22.662088,120.303533",1、2、3、4,4859.0,左營分局
CE215,左營區,新下里,左營區新下里21鄰立信路246號,"22.66769,120.304339",1,184.0,左營分局
CE216,左營區,新上里,"高雄市左營區忠言路115 號","22.658149,120.305584",1、2、3、4,4915.0,左營分局
CE217,左營區,新上里,左營區博愛二路322號,"22.663948036394924, 120.30351266764838",1、2、3、4、5、6,5103.0,左營分局
CE218,左營區,新下里,高雄市左營區文萊路18巷5號,"22.672508,120.299608",1、2,537.0,左營分局
CE219,左營區,新上里,高雄市左營區立信路25號,"22.665939684702494, 120.30798519772817",1、2、3,3076.0,左營分局
CE220,左營區,新上里,高雄市左營區新上里明華一路150號,"22.663050685997888, 120.30714481122288",1、2、3,671.0,左營分局
CE221,左營區,新上里,高雄市左營區新上里保靖街45號,"22.663595985140777, 120.30600204005796",1、2、3,2105.0,左營分局
CE222,左營區,新下里,高雄市左營區至真路505號,"22.673849784784267, 120.29881894005807",1、2、3、4,2770.0,左營分局
CE223,左營區,新下里,高雄市左營區文智路75號,"22.67564765114345, 120.2971318782968",1、2,1184.0,左營分局
CG001,左營區,褔山里,高雄市左營區華夏路1452號,"22.687733,120.31451",1,350.0,左營分局
CG002,左營區,褔山里,高雄市左營區華夏路1174號,"22.68438588,120.309521367348",1,451.0,左營分局
CG003,左營區,褔山里,高雄市左營區華夏路1398號,"22.686743,120.313117",1,1077.0,左營分局
CG004,左營區,褔山里,高雄市左營區華夏路1133號,"22.684204,120.308845",1,593.0,左營分局
CG005,左營區,褔山里,高雄市左營區重仁路68號,"22.688289,120.315591",2,399.0,左營分局
CG006,左營區,褔山里,高雄市左營區華夏路1275號,"22.685447,120.31061",1,764.0,左營分局
CG007,左營區,褔山里,高雄市左營區華夏路1476號,"22.688033,120.315059",1,706.0,左營分局
CG008,左營區,褔山里,高雄市左營區華夏路1168號,"22.68407,120.309241",1,424.0,左營分局
CG009,左營區,褔山里,高雄市左營區華夏路1753號,"22.688863,120.318984",1、2、3,1414.0,左營分局
CG010,左營區,褔山里,高雄市左營區重平路11號二樓之1,"22.684196,120.311068",1、2,905.0,左營分局
CG011,左營區,褔山里,高雄市左營區華夏路1457號,"22.687612,120.313619",1,827.0,左營分局
CG012,左營區,褔山里,高雄市左營區華夏路1388號,"22.686669,120.31304",1、2,3205.0,左營分局
CG013,左營區,褔山里,高雄市左營區大中二路432號,"22.680954,120.310927",1,667.0,左營分局
CG014,左營區,褔山里,高雄市左營區大中一路386號,"22.677696,120.322256",1、2、3,8127.0,左營分局
CG015,左營區,褔山里,高雄市左營區大中二路278號,"22.680192,120.312504",2,2150.0,左營分局
CG016,左營區,菜公里,高雄市左營區高鐵路115號,"22.688039,120.309647",1,1705.0,左營分局
CG017,左營區,菜公里,高雄市左營區高鐵路123號,"22.689557,120.310917",5,5774.0,左營分局
CG018,左營區,褔山里,"高雄市左營區榮總路522巷1號
","22.687734285128442, 120.32252684005823",1,407.0,左營分局
CG019,左營區,褔山里,"高雄市左營區榮總路495號　
","22.68714608644066, 120.32208079772865",1,269.0,左營分局
CG020,左營區,褔山里,"高雄市左營區榮總路440號
","22.685990185129274, 120.32214256889336",1,87.0,左營分局
CG021,左營區,褔山里,"高雄市左營區榮總路536巷2號
","22.68791848512829, 120.3222240688933",1,669.0,左營分局
CG022,左營區,褔山里,高雄市左營區重孝路31號,"22.684715,120.318406",1,552.0,左營分局
CG023,左營區,褔山里,高雄市左營區文慈路265巷25號,"22.6839,120.318102",1,602.0,左營分局
CG024,左營區,褔山里,高雄市左營區文自路607號,"22.681056,120.31198",1,564.0,左營分局
CG025,左營區,褔山里,高雄市左營區福山里文慈路289巷37號,"22.684515,120.317927",1,1102.0,左營分局
CG026,左營區,褔山里,高雄市左營區文自路876號,"22.684875,120.315612",1,81.0,左營分局
CG027,左營區,褔山里,"高雄市左營區榮總路522巷20號
","22.68748508646496, 120.32293176889344",1,155.0,左營分局
CG028,左營區,褔山里,高雄市左營區民族一路901巷32號,"22.681301,120.318588",1,1113.0,左營分局
CG029,左營區,褔山里,高雄市左營區重愛路307號,"22.68664078,120.31408072502",1,371.0,左營分局
CG030,左營區,褔山里,高雄市左營區文慈路142巷17號,"22.681833,120.318354",1,1033.0,左營分局
CG031,左營區,褔山里,高雄市左營區文川路146號,"22.683684,120.311558",1,413.0,左營分局
CG032,左營區,菜公里,高雄市左營區文科街22號,"22.684949,120.307587",1,444.0,左營分局
CG033,左營區,菜公里,高雄市左營區重信路585號,"22.685549,120.3087",1,550.0,左營分局
CG034,左營區,褔山里,高雄市左營區文自路820號,"22.683959,120.314762",1,173.0,左營分局
CG035,左營區,褔山里,高雄市左營區自由四路164號,"22.682359,120.314434",1,539.0,左營分局
CG036,左營區,菜公里,高雄市左營區重惠街220號,"22.685435,120.307506",1,1498.0,左營分局
CG037,左營區,褔山里,高雄市左營區文川路384號,"22.686851,120.315301",1,379.0,左營分局
CG038,左營區,褔山里,高雄市左營區自由四路149號,"22.682493,120.314121",1,954.0,左營分局
CG039,左營區,褔山里,高雄市左營區文府路348號,"22.6903,120.313903",1,1047.0,左營分局
CG040,左營區,褔山里,高雄市左營區文自路831號,"22.684628,120.314991",1,200.0,左營分局
CG041,左營區,褔山里,高雄市左營區文恩路15號,"22.684728,120.317132",1,315.0,左營分局
CG042,左營區,褔山里,高雄市左營區重孝路7號,"22.684562,120.318563",2,1112.0,左營分局
CG043,左營區,菜公里,高雄市左營區文府路72號,"22.68672688,120.309948267348",1,433.0,左營分局
CG044,左營區,褔山里,高雄市左營區文自路822號,"22.684049,120.314846",1,163.0,左營分局
CG045,左營區,褔山里,高雄市左營區博愛四路228號,"22.684797,120.314339",3,1446.0,左營分局
CG046,左營區,褔山里,高雄市左營區文慈路281號,"22.684003,120.318583",1,1185.0,左營分局
CG047,左營區,褔山里,高雄市左營區重愛路100號,"22.683657,120.318025",1,902.0,左營分局
CG048,左營區,菜公里,高雄市左營區重惠街161巷39號,"22.684524,120.307486",1,811.0,左營分局
CG049,左營區,菜公里,高雄市左營區重愛路357號,"22.688161,120.312183",1,502.0,左營分局
CG050,左營區,褔山里,高雄市左營區重愛路364號,"22.687757,120.313197",1,566.0,左營分局
CG051,左營區,菜公里,高雄市左營區大中二路624巷3號,"22.684639,120.307025",1、2,1008.0,左營分局
CG052,左營區,褔山里,高雄市左營區文自路682號,"22.682046,120.312973",1,513.0,左營分局
CG053,左營區,褔山里,高雄市左營區文府路466號,"22.69112,120.316115",1,224.0,左營分局
CG054,左營區,褔山里,高雄市左營區大中二路492號,"22.681823,120.309728",2,936.0,左營分局
CG055,左營區,褔山里,高雄市左營區文川路307號,"22.684325,120.311884",1,1543.0,左營分局
CG056,左營區,褔山里,高雄市左營區重忠路155號,"22.690384,120.31456",1,61.0,左營分局
CG057,左營區,褔山里,高雄市左營區大中二路556號,"22.682444,120.309003",1、2,2844.0,左營分局
CG058,左營區,菜公里,高雄市左營區文科街36號,"22.685348,120.308083",1,950.0,左營分局
CG059,左營區,褔山里,高雄市左營區民族一路971號,"22.68239,120.319552",3,1643.0,左營分局
CG060,左營區,褔山里,高雄市左營區文川路509號,"22.687249,120.315374",2,1476.0,左營分局
CG061,左營區,褔山里,高雄市左營區重愛路25號,"22.682957,120.3192",2,3252.0,左營分局
CG062,左營區,褔山里,高雄市左營區自由四路522號,"22.688043,120.319363",1,747.0,左營分局
CG063,左營區,褔山里,高雄市左營區文慈路178號,"22.682456,120.31822",2,1444.0,左營分局
CG064,左營區,褔山里,高雄市左營區重和路51巷43號,"22.682794,120.312904",2,1045.0,左營分局
CG065,左營區,褔山里,高雄市左營區民族一路921號,"22.681549,120.319372",2,1497.0,左營分局
CG066,左營區,褔山里,高雄市左營區文川路391號,"22.685769,120.313604",1,348.0,左營分局
CG067,左營區,褔山里,高雄市左營區文慈路99號,"22.681225,120.317589",1、2、3,1003.0,左營分局
CG068,左營區,褔山里,高雄市左營區文川路433號B1樓,"22.686267,120.314124",3,870.0,左營分局
CG069,左營區,褔山里,高雄市左營區榮總路183巷23號二樓之2,"22.681222,120.320978",1,693.0,左營分局
CG070,左營區,褔山里,高雄市左營區榮成一街78號,"22.679205,120.320266",2,1344.0,左營分局
CG071,左營區,褔山里,高雄市左營區榮成一街76號,"22.679178,120.320312",2,1334.0,左營分局
CG072,左營區,褔山里,高雄市左營區榮德街210號,"22.683071,120.320646",1、2,564.0,左營分局
CG073,左營區,褔山里,高雄市左營區民族一路1087號,"22.684287,120.319879",2,791.0,左營分局
CG074,左營區,褔山里,高雄市左營區民族一路1007號,"22.683447,120.319744",2,1022.0,左營分局
CG075,左營區,褔山里,高雄市左營區文府路319號,"22.68995,120.312931",2,1984.0,左營分局
CG076,左營區,褔山里,高雄市左營區榮總路141巷30號,"22.680499,120.320764",1、2,1493.0,左營分局
CG077,左營區,褔山里,高雄市左營區重仁路211號,"22.689712,120.313863",1,412.0,左營分局
CG078,左營區,褔山里,高雄市左營區榮耀街26號,"22.679857,120.32095",1,2482.0,左營分局
CG079,左營區,褔山里,高雄市左營區民族一路1082號,"22.687615,120.32105",2,683.0,左營分局
CG080,左營區,菜公里,高雄市左營區文學路203號,"22.68758,120.311997",1,2112.0,左營分局
CG081,左營區,褔山里,高雄市左營區榮德街218號,"22.683208,120.320655",2,2648.0,左營分局
CG082,左營區,褔山里,高雄市左營區民族一路1156號,"22.689153,120.321341",1,1127.0,左營分局
CG083,左營區,褔山里,高雄市左營區民族一路1018號,"22.681668,120.319923",2,1141.0,左營分局
CG084,左營區,褔山里,高雄市左營區博愛四路455號,"22.688236,120.317122",1,1108.0,左營分局
CG085,左營區,褔山里,高雄市左營區民族一路1024之5號,"22.682283,120.320023",3,605.0,左營分局
CG086,左營區,菜公里,高雄市左營區文學路292號,"22.686594,120.311708",1,2539.0,左營分局
CG087,左營區,褔山里,高雄市左營區民族一路996號,"22.6794,120.319468",2,1725.0,左營分局
CG088,左營區,褔山里,高雄市左營區榮耀街9之1號,"22.679435,120.32143",2,1153.0,左營分局
CG089,左營區,褔山里,高雄市左營區大中二路552號,"22.682354,120.309083",2,1302.0,左營分局
CG090,左營區,褔山里,高雄市左營區民族一路975號,"22.682586,120.319573",2,1087.0,左營分局
CG091,左營區,褔山里,高雄市左營區文川路187號,"22.682835,120.309985",2,454.0,左營分局
CG092,左營區,褔山里,高雄市左營區文恩路19號,"22.684801,120.31724",2,1898.0,左營分局
CG093,左營區,褔山里,高雄市左營區民族一路1012號,"22.680092,120.319691",3,2130.0,左營分局
CG094,左營區,褔山里,高雄市左營區民族一路1080之6號,"22.687059,120.320946",2,867.0,左營分局
CG095,左營區,褔山里,高雄市左營區重信路458號,"22.683914,120.310616",2,659.0,左營分局
CG096,左營區,褔山里,高雄市左營區榮成三街70號,"22.678967,120.321265",2,1608.0,左營分局
CG097,左營區,褔山里,高雄市左營區文府路236號,"22.689024,120.312304",1,272.0,左營分局
CG098,左營區,褔山里,高雄市左營區榮總路21號,"22.678335,120.321686",3,1326.0,左營分局
CG099,左營區,褔山里,高雄市左營區文學路686號,"22.68914,120.319526",1,1187.0,左營分局
CG100,左營區,褔山里,高雄市左營區重愛路378號,"22.68813,120.312717",1,494.0,左營分局
CG101,左營區,褔山里,高雄市左營區文川路287號,"22.683831,120.311279",3,980.0,左營分局
CG102,左營區,褔山里,高雄市左營區重惠街112號,"22.683623,120.309326",2,1794.0,左營分局
CG103,左營區,褔山里,高雄市左營區文自路789號,"22.68366,120.314077",2,1294.0,左營分局
CG104,左營區,褔山里,高雄市左營區博愛四路328號,"22.686522,120.316236",1,1154.0,左營分局
CG105,左營區,褔山里,高雄市左營區博愛四路306號,"22.686129,120.315833",1,1627.0,左營分局
CG106,左營區,褔山里,高雄市左營區民族一路1103之1號,"22.684898,120.320024",1,556.0,左營分局
CG107,左營區,褔山里,高雄市左營區民族一路1014號,"22.680541,120.319672",3,1196.0,左營分局
CG108,左營區,褔山里,高雄市左營區自由四路453號,"22.686869,120.317949",1,512.0,左營分局
CG109,左營區,褔山里,高雄市左營區重惠街82號二樓之1,"22.682997,120.309813",2,534.0,左營分局
CG110,左營區,褔山里,高雄市左營區文學路671號,"22.689122,120.319828",2,2063.0,左營分局
CG111,左營區,褔山里,高雄市左營區文府路399號,"22.691458,120.315467",1,1239.0,左營分局
CG112,左營區,褔山里,高雄市左營區重仁路50巷3號,"22.688184,120.315924",2,474.0,左營分局
CG113,左營區,褔山里,高雄市左營區文府路532號,"22.691042,120.317567",1,1035.0,左營分局
CG114,左營區,褔山里,高雄市左營區重信路215號,"22.681039,120.314781",1,1242.0,左營分局
CG115,左營區,褔山里,高雄市左營區重信路483號,"22.684169,120.30996",2,1096.0,左營分局
CG116,左營區,褔山里,高雄市左營區文川路285號,"22.683751,120.310995",3,1048.0,左營分局
CG117,左營區,褔山里,高雄市左營區重忠路23號,"22.688454,120.316169",1,547.0,左營分局
CG118,左營區,褔山里,高雄市左營區重仁路1號,"22.687291,120.316147",3,701.0,左營分局
CG119,左營區,褔山里,左營區福山里53鄰民族一路1188號,"22.689923,120.321501",1、2、3,3129.0,左營分局
CG120,左營區,褔山里,高雄市左營區文川路189號,"22.682912,120.310186",2,1303.0,左營分局
CG121,左營區,褔山里,高雄市左營區榮德街177號,"22.683584,120.320528",2,1401.0,左營分局
CG122,左營區,褔山里,高雄市左營區重義路5號,"22.68513,120.313643",1、2,1529.0,左營分局
