檔案卡電腦編號,里別,防空疏散避難設施地址,地下層數位址,可容納人數,轄管分局,備註
WOA00593,三愛里,臺北市中正區新生南路一段170巷3號,1,253.0,中正第一分局,
WOA01001,三愛里,臺北市中正區信義路二段257號,1,70.0,中正第一分局,
WOA01002,三愛里,臺北市中正區新生南路一段160巷1之3號,1,60.0,中正第一分局,
WOA01005,三愛里,臺北市中正區新生南路170巷4號,1,70.0,中正第一分局,
WOA01006,三愛里,臺北市中正區新生南路170巷6號,1,40.0,中正第一分局,
WOA01007,三愛里,臺北市中正區新生南路一段170巷9號,1,20.0,中正第一分局,
WOA01009,三愛里,臺北市中正區新生南路一段170巷15號,1,300.0,中正第一分局,
WOA01010,三愛里,臺北市中正區新生南路一段170巷16-2號,1,40.0,中正第一分局,
WOA01011,三愛里,臺北市中正區新生南路一段170巷20號,1,200.0,中正第一分局,
WOA00516,三愛里,臺北市中正區連雲街56號,1,81.0,中正第一分局,
WOA00811,三愛里,臺北市中正區臨沂街63巷24號,1,30.0,中正第一分局,
WOA00812,三愛里,臺北市中正區臨沂街63巷25號,1,249.0,中正第一分局,
WOA00813,三愛里,臺北市中正區臨沂街63巷27號,1,164.0,中正第一分局,
WOA00829,三愛里,臺北市中正區臨沂街71巷20號,1,89.0,中正第一分局,
WOA00830,三愛里,臺北市中正區臨沂街71巷22號,1,88.0,中正第一分局,
WOA00831,三愛里,臺北市中正區臨沂街71巷24號,1,68.0,中正第一分局,
WOA01013,三愛里,臺北市中正區連雲街41號,1,32.0,中正第一分局,
WOA01014,三愛里,臺北市中正區連雲街42號,1,218.0,中正第一分局,
WOA01015,三愛里,臺北市中正區連雲街45號,1,72.0,中正第一分局,
WOA01016,三愛里,臺北市中正區連雲街54號,1,32.0,中正第一分局,
WOA01017,三愛里,臺北市中正區連雲街55號,1,80.0,中正第一分局,
WOA01018,三愛里,臺北市中正區連雲街59號,1,60.0,中正第一分局,
WOA01019,三愛里,臺北市中正區連雲街70號,1,184.0,中正第一分局,
WOA00120,三愛里,臺北市中正區連雲街47巷3號,1,120.0,中正第一分局,
WOA01022,三愛里,臺北市中正區臨沂街63巷21號,1,94.0,中正第一分局,
WOA00822,三愛里,臺北市中正區臨沂街65巷15號,1,84.0,中正第一分局,
WOA01025,三愛里,臺北市中正區臨沂街65巷19號,1,80.0,中正第一分局,
WOA01026,三愛里,臺北市中正區臨沂街65巷13號,1,64.0,中正第一分局,
WOA01350,三愛里,臺北市中正區臨沂街61巷30號,1,90.0,中正第一分局,
WOA01012,三愛里,臺北市中正區連雲街39號,1,82.0,中正第一分局,
WOA00412,三愛里,臺北市中正區信義路二段181巷4號,1,40.0,中正第一分局,
WOA00413,三愛里,臺北市中正區信義路二段181巷8號,1,40.0,中正第一分局,
WOA00590,三愛里,臺北市中正區新生南路一段160巷19號,1,78.0,中正第一分局,
WOA00592,三愛里,臺北市中正區新生南路一段160巷25號,1,57.0,中正第一分局,
WOA00890,三愛里,臺北市中正區信義路二段181巷9號,1,159.0,中正第一分局,
WOA01027,三愛里,臺北市中正區新生南路一段160巷24號,1,22.0,中正第一分局,
WOA01055,三愛里,臺北市中正區臨沂街75巷14號,1,40.0,中正第一分局,
WOA01056,三愛里,臺北市中正區臨沂街75巷18號,1,40.0,中正第一分局,
WOA01064,三愛里,臺北市中正區連雲街74巷2號,1,40.0,中正第一分局,
WOA01066,三愛里,臺北市中正區信義路二段195號,1,40.0,中正第一分局,
WOA01067,三愛里,臺北市中正區信義路二段183號,1,60.0,中正第一分局,
WOA01070,三愛里,臺北市中正區信義路二段167號,1,60.0,中正第一分局,
WOA01071,三愛里,臺北市中正區信義路二段161巷7號,1,40.0,中正第一分局,
WOA00512,三愛里,臺北市中正區連雲街18號,1,120.0,中正第一分局,
WOA00514,三愛里,臺北市中正區連雲街27號,1,66.0,中正第一分局,
WOA00587,三愛里,臺北市中正區新生南路一段146巷7號,1,60.0,中正第一分局,
WOA00792,三愛里,臺北市中正區臨沂街57巷48號,1,71.0,中正第一分局,
WOA00799,三愛里,臺北市中正區臨沂街59巷31號,1,85.0,中正第一分局,
WOA00800,三愛里,臺北市中正區臨沂街59巷32號,1,342.0,中正第一分局,
WOA00801,三愛里,臺北市中正區臨沂街59巷35號,1,33.0,中正第一分局,
WOA01021,三愛里,臺北市中正區連雲街37巷1號,1,781.0,中正第一分局,
WOA00511,三愛里,臺北市中正區連雲街17號,1,48.0,中正第一分局,
WOA00515,三愛里,臺北市中正區連雲街4之5號,1,42.0,中正第一分局,
WOA00519,三愛里,臺北市中正區連雲街9號,1,52.0,中正第一分局,
WOA00584,三愛里,臺北市中正區新生南路一段132巷6弄4號,1,25.0,中正第一分局,
WOA00585,三愛里,臺北市中正區新生南路一段132巷6弄8號,1,52.0,中正第一分局,
WOA00586,三愛里,臺北市中正區新生南路一段140巷9號,1,26.0,中正第一分局,
WOA01484,三愛里,臺北市中正區臨沂街63巷16號,1,400.0,中正第一分局,
WOA00027,光復里,臺北市中正區中華路一段21巷7弄11號,1,258.0,中正第一分局,
WOA00028,光復里,臺北市中正區中華路一段9巷10號,1,256.0,中正第一分局,
WOA00029,光復里,臺北市中正區中華路一段9巷21號,1,41.0,中正第一分局,
WOA00154,光復里,臺北市中正區忠孝西路122號,1,274.0,中正第一分局,
WOA01224,光復里,臺北市中正區延平南路10號,1,40.0,中正第一分局,
WOA01225,光復里,臺北市中正區延平南路8號,1,30.0,中正第一分局,
WOA01226,光復里,臺北市中正區延平南路2號,1,45.0,中正第一分局,
WOA01459,光復里,臺北市中正區中華路一段7號,1,754.0,中正第一分局,
WOA01469,光復里,臺北市中正區中華路一段3號,1,617.0,中正第一分局,
WOA00150,光復里,臺北市中正區延平南路9號,1,124.0,中正第一分局,
WOA00435,光復里,臺北市中正區重慶南路一段18號,1、2,529.0,中正第一分局,
WOA00435,光復里,臺北市中正區重慶南路一段18號,1、2,529.0,中正第一分局,
WOA00437,光復里,臺北市中正區重慶南路一段2號,5,3364.0,中正第一分局,
WOA00438,光復里,臺北市中正區重慶南路一段20號,1,162.0,中正第一分局,
WOA00536,光復里,臺北市中正區博愛路36號,1,304.0,中正第一分局,
WOA00548,光復里,臺北市中正區開封街一段35號,1,446.0,中正第一分局,
WOA00552,光復里,臺北市中正區開封街一段41號,1,210.0,中正第一分局,
WOA00554,光復里,臺北市中正區開封街一段57號,1,242.0,中正第一分局,
WOA00917,光復里,臺北市中正區開封街一段77號,1,30.0,中正第一分局,
WOA00918,光復里,臺北市中正區開封街一段75號,1,30.0,中正第一分局,
WOA00919,光復里,臺北市中正區開封街一段73號,1,50.0,中正第一分局,
WOA00920,光復里,臺北市中正區開封街一段71號,1,40.0,中正第一分局,
WOA00921,光復里,臺北市中正區開封街一段69號,1,20.0,中正第一分局,
WOA00922,光復里,臺北市中正區開封街一段67號,1,20.0,中正第一分局,
WOA00923,光復里,臺北市中正區開封街一段65號,1,20.0,中正第一分局,
WOA00924,光復里,臺北市中正區開封街一段61號,1,100.0,中正第一分局,
WOA00925,光復里,臺北市中正區開封街一段37號,1,500.0,中正第一分局,
WOA00926,光復里,臺北市中正區開封街一段33號,1,500.0,中正第一分局,
WOA00927,光復里,臺北市中正區重慶南路一段10號,1,2000.0,中正第一分局,
WOA01220,光復里,臺北市中正區延平南路13號,1,378.0,中正第一分局,
WOA01221,光復里,臺北市中正區延平南路11號,1,104.0,中正第一分局,
WOA01267,光復里,臺北市中正區忠孝西路一段96號,3,1420.0,中正第一分局,
WOA00439,光復里,臺北市中正區重慶南路一段30號,1、3,10044.0,中正第一分局,
WOA00440,光復里,臺北市中正區重慶南路一段30號,1、3,10044.0,中正第一分局,
WOA00535,光復里,臺北市中正區博愛路25號,1,1257.0,中正第一分局,
WOA00544,光復里,臺北市中正區博愛路9號,1,296.0,中正第一分局,
WOA00549,光復里,臺北市中正區開封街一段36號,1,180.0,中正第一分局,
WOA00550,光復里,臺北市中正區開封街一段38號,1,24.0,中正第一分局,
WOA00551,光復里,臺北市中正區開封街一段40號,1,29.0,中正第一分局,
WOA00555,光復里,臺北市中正區開封街一段66號,1,242.0,中正第一分局,
WOA00617,光復里,臺北市中正區漢口街一段51號,1,305.0,中正第一分局,
WOA00892,光復里,臺北市中正區博愛路17號,1,2013.0,中正第一分局,
WOA00913,光復里,臺北市中正區漢口街一段45號,1,825.0,中正第一分局,
WOA01334,光復里,臺北市中正區開封街一段32號,2,766.0,中正第一分局,
WOA01372,光復里,臺北市中正區開封街一段48號,1,740.0,中正第一分局,
WOA00441,光復里,臺北市中正區重慶南路一段38號,1、2、3,6113.0,中正第一分局,
WOA00442,光復里,臺北市中正區重慶南路一段38號,1、2、3,6113.0,中正第一分局,
WOA00443,光復里,臺北市中正區重慶南路一段38號,1、2、3,6113.0,中正第一分局,
WOA00458,光復里,臺北市中正區重慶南路一段46巷13號,1,612.0,中正第一分局,
WOA00459,光復里,臺北市中正區重慶南路一段46巷17號,1,106.0,中正第一分局,
WOA00460,光復里,臺北市中正區重慶南路一段46巷1-3號,1,106.0,中正第一分局,
WOA00618,光復里,臺北市中正區漢口街一段68巷4號,1,48.0,中正第一分局,
WOA00619,光復里,臺北市中正區漢口街一段80巷1-3號,1,44.0,中正第一分局,
WOA00873,光復里,臺北市中正區武昌街一段17號,1,13.0,中正第一分局,
WOA01201,光復里,臺北市中正區漢口街一段68巷12號,1,90.0,中正第一分局,
WOA01203,光復里,臺北市中正區漢口街一段70號,1,112.0,中正第一分局,
WOA01204,光復里,臺北市中正區漢口街一段68巷6號,1,61.0,中正第一分局,
WOA00539,光復里,臺北市中正區博愛路57號,1,832.0,中正第一分局,
WOA00540,光復里,臺北市中正區博愛路63號,1,1297.0,中正第一分局,
WOA00875,光復里,臺北市中正區漢口街一段82號,3,420.0,中正第一分局,
WOA01200,光復里,臺北市中正區漢口街一段80巷4弄4號,1,720.0,中正第一分局,
WOA01283,光復里,臺北市中正區博愛路33號,1,1150.0,中正第一分局,
WOA01458,光復里,臺北市中正區博愛路47號,1,418.0,中正第一分局,
WOA00343,光復里,臺北市中正區武昌街一段18號,2,693.0,中正第一分局,
WOA00348,光復里,臺北市中正區武昌街一段16巷10號,1,113.0,中正第一分局,
WOA00349,光復里,臺北市中正區武昌街一段16巷16號,1,109.0,中正第一分局,
WOA00350,光復里,臺北市中正區武昌街一段16巷3號,1,165.0,中正第一分局,
WOA00351,光復里,臺北市中正區武昌街一段16巷5號,1,142.0,中正第一分局,
WOA00447,光復里,臺北市中正區重慶南路一段58號,1,640.0,中正第一分局,
WOA00452,光復里,臺北市中正區重慶南路一段82號,2,1238.0,中正第一分局,
WOA01228,光復里,臺北市中正區重慶南路一段72-74號,1,500.0,中正第一分局,
WOA01229,光復里,臺北市中正區武昌街一段16巷3-1號,1,198.0,中正第一分局,
WOA01230,光復里,臺北市中正區重慶南路一段86號,3,932.0,中正第一分局,
WOA01231,光復里,臺北市中正區武昌街一段16巷68號,1,106.0,中正第一分局,
WOA01232,光復里,臺北市中正區重慶南路一段70號,1,182.0,中正第一分局,
WOA01233,光復里,臺北市中正區武昌街一段16巷2號,1,693.0,中正第一分局,
WOA01234,光復里,臺北市中正區武昌街一段16巷7號,1,170.0,中正第一分局,
WOA01235,光復里,臺北市中正區武昌街一段20號,1,177.0,中正第一分局,
WOA00135,光復里,臺北市中正區沅陵街17號,1,82.0,中正第一分局,
WOA00352,光復里,臺北市中正區武昌街一段22巷24號,1,17.0,中正第一分局,
WOA01227,光復里,臺北市中正區沅陵街11號,1,82.0,中正第一分局,
WOA01448,光復里,臺北市中正區博愛路77號,2,1609.0,中正第一分局,
WOA00658,光復里,臺北市中正區衡陽路25號,1,264.0,中正第一分局,
WOA01239,光復里,臺北市中正區博愛路105號,2,166.0,中正第一分局,
WOA01240,光復里,臺北市中正區衡陽路27號,1,316.0,中正第一分局,
WOA01309,光復里,臺北市中正區衡陽路51號,6,3516.0,中正第一分局,
WOA01475,光復里,臺北市中正區衡陽路69號,1、2,484.0,中正第一分局,
WOA00133,光復里,臺北市中正區永綏街4號,1,69.0,中正第一分局,
WOA00134,光復里,臺北市中正區永綏街6號,1,90.0,中正第一分局,
WOA00136,光復里,臺北市中正區秀山街1號,1,1598.0,中正第一分局,
WOA00149,光復里,臺北市中正區延平南路81號,1,654.0,中正第一分局,
WOA00152,光復里,臺北市中正區延平南路101巷9號,1,62.0,中正第一分局,
WOA00345,光復里,臺北市中正區武昌街64號,1,608.0,中正第一分局,
WOA00532,光復里,臺北市中正區博愛路118號,1,89.0,中正第一分局,
WOA00533,光復里,臺北市中正區博愛路122號,2,245.0,中正第一分局,
WOA00534,光復里,臺北市中正區博愛路134號,1,156.0,中正第一分局,
WOA00663,光復里,臺北市中正區衡陽路79號,1,177.0,中正第一分局,
WOA00664,光復里,臺北市中正區衡陽路77號,1,421.0,中正第一分局,
WOA00665,光復里,臺北市中正區衡陽路85號,2,369.0,中正第一分局,
WOA00666,光復里,臺北市中正區衡陽路95號,2,4280.0,中正第一分局,
WOA00885,光復里,臺北市中正區延平南路101巷3號,1,61.0,中正第一分局,
WOA01237,光復里,臺北市中正區衡陽路91號,1,1372.0,中正第一分局,
WOA01238,光復里,臺北市中正區延平南路87號,1,10144.0,中正第一分局,
WOA01278,光復里,臺北市中正區中華路一段55號,4,1750.0,中正第一分局,
WOA01293,光復里,臺北市中正區永綏街5號,1、2,348.0,中正第一分局,
WOA01307,光復里,臺北市中正區武昌街一段58號,4,1085.0,中正第一分局,
WOA00146,光復里,臺北市中正區延平南路61號,1,828.0,中正第一分局,
WOA00344,光復里,臺北市中正區武昌街一段49號,3,1657.0,中正第一分局,
WOA00542,光復里,臺北市中正區博愛路76號,1、2,1378.0,中正第一分局,
WOA00608,光復里,臺北市中正區漢口街一段110號,1,1133.0,中正第一分局,
WOA00897,光復里,臺北市中正區博愛路80號,3,441.0,中正第一分局,
WOA01472,光復里,臺北市中正區延平南路65號,1,885.0,中正第一分局,
WOA00025,光復里,臺北市中正區中華路一段41號,2,401.0,中正第一分局,
WOA00026,光復里,臺北市中正區中華路一段49號,1,226.0,中正第一分局,
WOA00148,光復里,臺北市中正區延平南路70號,1,433.0,中正第一分局,
WOA00347,光復里,臺北市中正區武昌街一段77號,1,2218.0,中正第一分局,
WOA00609,光復里,臺北市中正區漢口街一段132號,1,265.0,中正第一分局,
WOA00610,光復里,臺北市中正區漢口街一段132號,1,208.0,中正第一分局,
WOA01211,光復里,臺北市中正區延平南路68號,1,409.0,中正第一分局,
WOA01212,光復里,臺北市中正區漢口街一段142號,1,265.0,中正第一分局,
WOA01213,光復里,臺北市中正區延平南路74號,1,433.0,中正第一分局,
WOA00144,光復里,臺北市中正區延平南路48號,1,226.0,中正第一分局,
WOA00145,光復里,臺北市中正區延平南路52號,1,172.0,中正第一分局,
WOA00556,光復里,臺北市中正區開封街一段90號,1,180.0,中正第一分局,
WOA00558,光復里,臺北市中正區開封街一段94巷2號,1,22.0,中正第一分局,
WOA01209,光復里,臺北市中正區延平南路42號,1,180.0,中正第一分局,
WOA01210,光復里,臺北市中正區延平南路46號,1,145.0,中正第一分局,
WOA01277,光復里,臺北市中正區中華路一段39號之2、3,2、3、4,6869.0,中正第一分局,
WOA00140,光復里,臺北市中正區延平南路21號,1,365.0,中正第一分局,
WOA00142,光復里,臺北市中正區延平南路27號,1,141.0,中正第一分局,
WOA00537,光復里,臺北市中正區博愛路50號,1,261.0,中正第一分局,
WOA00538,光復里,臺北市中正區博愛路52號,1,310.0,中正第一分局,
WOA00607,光復里,臺北市中正區漢口街一段103號,1,57.0,中正第一分局,
WOA01214,光復里,臺北市中正區博愛路60號,1,76.0,中正第一分局,
WOA01215,光復里,臺北市中正區延平南路29號,1,141.0,中正第一分局,
WOA01216,光復里,臺北市中正區延平南路31號,1,61.0,中正第一分局,
WOA01217,光復里,臺北市中正區延平南路33號,1,61.0,中正第一分局,
WOA01218,光復里,臺北市中正區延平南路35號,1,61.0,中正第一分局,
WOA01219,光復里,臺北市中正區延平南路37號,1,33.0,中正第一分局,
WOA01262,光復里,臺北市中正區漢口街一段85號,1,666.0,中正第一分局,
WOA01301,光復里,臺北市中正區博愛路38號,5,860.0,中正第一分局,
WOA00021,光復里,臺北市中正區中華路一段21號,1、2,983.0,中正第一分局,
WOA00022,光復里,臺北市中正區中華路一段21號,1、2,983.0,中正第一分局,
WOA00023,光復里,臺北市中正區中華路一段25號,2,474.0,中正第一分局,
WOA00024,光復里,臺北市中正區中華路一段25-3號,1,262.0,中正第一分局,
WOA00143,光復里,臺北市中正區延平南路38號,1,1050.0,中正第一分局,
WOA00546,光復里,臺北市中正區開封街一段101號,1,880.0,中正第一分局,
WOA00557,光復里,臺北市中正區開封街一段99號,1,16.0,中正第一分局,
WOA01223,光復里,臺北市中正區開封街一段105號,1,60.0,中正第一分局,
WOA00384,幸福里,臺北市中正區青島東路7號,1,2413.0,中正第一分局,
WOA00172,幸福里,臺北市中正區忠孝東路一段10號,1,497.0,中正第一分局,
WOA00176,幸福里,臺北市中正區忠孝東路一段12號,1,9254.0,中正第一分局,
WOA00184,幸福里,臺北市中正區忠孝東路一段2號,1,250.0,中正第一分局,
WOA00192,幸福里,臺北市中正區忠孝東路一段54號,1,952.0,中正第一分局,
WOA00378,幸福里,臺北市中正區青島東路3號,1,801.0,中正第一分局,
WQA00379,幸福里,臺北市中正區青島東路4號,1,2886.0,中正第一分局,
WOA00381,幸福里,臺北市中正區青島東路5號,1,2449.0,中正第一分局,
WOA00382,幸福里,臺北市中正區青島東路5號,1,888.0,中正第一分局,
WOA00383,幸福里,臺北市中正區青島東路5-7號,1,2164.0,中正第一分局,
WOA00850,幸福里,臺北市中正區鎮江街1巷1號,1,1413.0,中正第一分局,
WOA00690,幸福里,臺北市中正區濟南路一段5號,1,1481.0,中正第一分局,
WOA01339,幸福里,臺北市中正區濟南路一段5號,1,774.0,中正第一分局,
WOA00698,幸福里,臺北市中正區濟南路一段9號,1,461.0,中正第一分局,
WOA00999,幸福里,臺北市中正區林森南路2號,1,785.0,中正第一分局,
WOA01276,幸福里,臺北市中正區青島東路6-1號,1,1086.0,中正第一分局,
WOA01332,幸福里,臺北市中正區林森南路19號,1,1954.0,中正第一分局,
WOA00502,幸福里,臺北市中正區紹興南街4號,1,3560.0,中正第一分局,
WOA01000,幸福里,臺北市中正區紹興南街4-1號,1,3560.0,中正第一分局,
WOA00693,幸福里,臺北市中正區濟南路一段71號,1,130.0,中正第一分局,
WOA00694,幸福里,臺北市中正區濟南路一段71號,1,124.0,中正第一分局,
WOA00695,幸福里,臺北市中正區濟南路一段71號,1,1170.0,中正第一分局,
WOA00696,幸福里,臺北市中正區濟南路一段71號,1,824.0,中正第一分局,
WOA00697,幸福里,臺北市中正區濟南路一段71號,1,504.0,中正第一分局,
WOA00329,幸福里,臺北市中正區林森南路10號,1,1908.0,中正第一分局,
WOA00174,幸福里,臺北市中正區忠孝東路一段112號,1,1382.0,中正第一分局,
WOA00175,幸福里,臺北市中正區忠孝東路一段112號,1,1382.0,中正第一分局,
WOA00173,幸福里,臺北市中正區忠孝東路一段108號,1,1405.0,中正第一分局,
WOA00178,幸福里,臺北市中正區忠孝東路一段138號,1,612.0,中正第一分局,
WOA00180,幸福里,臺北市中正區忠孝東路一段154號,1,772.0,中正第一分局,
WOA00182,幸福里,臺北市中正區忠孝東路一段172號,1,286.0,中正第一分局,
WOA00183,幸福里,臺北市中正區忠孝東路一段178號,1,462.0,中正第一分局,
WOA00197,幸福里,臺北市中正區忠孝東路一段76號,1,593.0,中正第一分局,
WOA00293,幸福里,臺北市中正區杭州南路一段6巷11號,1,290.0,中正第一分局,
WOA00295,幸福里,臺北市中正區杭州南路一段6巷16號,1,164.0,中正第一分局,
WOA00296,幸福里,臺北市中正區杭州南路一段6巷5號,1,473.0,中正第一分局,
WOA00297,幸福里,臺北市中正區杭州南路一段6巷9號,1,304.0,中正第一分局,
WOA01291,幸福里,臺北市中正區忠孝東路一段86號,1,3674.0,中正第一分局,
WOA01291,幸福里,臺北市中正區杭州南路一段6巷20號,1,276.0,中正第一分局,
WOA01443,幸福里,臺北市中正區杭州南路一段6巷14號,1,54.0,中正第一分局,
WOA00259,幸福里,臺北市中正區杭州南路一段11巷5號,1,94.0,中正第一分局,
WOA00260,幸福里,臺北市中正區杭州南路一段11巷7號,1,188.0,中正第一分局,
WOA00261,幸福里,臺北市中正區杭州南路一段11巷8號,1,60.0,中正第一分局,
WOA00256,幸福里,臺北市中正區杭州南路一段11巷15號,1,45.0,中正第一分局,
WOA00232,幸福里,臺北市中正區杭州南路一段15號,1,1660.0,中正第一分局,
WOA01308,幸福里,臺北市中正區杭州南路一段19號,2,4782.0,中正第一分局,
WOA00385,幸福里,臺北市中正區濟南路一段321號,1,480.0,中正第一分局,
WOA00683,幸福里,臺北市中正區濟南路一段321號,1,249.0,中正第一分局,
WOA00684,幸福里,臺北市中正區濟南路一段321號,1,829.0,中正第一分局,
WOA00685,幸福里,臺北市中正區濟南路一段321號,1,2306.0,中正第一分局,
WOA00686,幸福里,臺北市中正區濟南路一段321號,1,688.0,中正第一分局,
WOA01333,幸福里,臺北市中正區忠孝東路二段24號,5,1398.0,中正第一分局,
WOA00213,幸福里,臺北市中正區忠孝東路二段46號,1,181.0,中正第一分局,
WOA00214,幸福里,臺北市中正區忠孝東路二段48號,1,85.0,中正第一分局,
WOA00215,幸福里,臺北市中正區忠孝東路二段54號,1,41.0,中正第一分局,
WOA00240,幸福里,臺北市中正區杭州南路一段8之1號,1,618.0,中正第一分局,
WOA00226,幸福里,臺北市中正區杭州南路一段10號,1,404.0,中正第一分局,
WOA01437,幸福里,臺北市中正區杭州南路一段21巷7號,1,628.0,中正第一分局,
WOA01435,幸福里,臺北市中正區濟南路一段321號,1,2746.0,中正第一分局,
WOA00255,幸福里,臺北市中正區杭州南路一段11巷13號,1,34.0,中正第一分局,
WOA00292,幸福里,臺北市中正區杭州南路一段21巷14號,1,630.0,中正第一分局,
WOA00380,幸福里,臺北市中正區青島東路47號,1,1601.0,中正第一分局,
WOA00687,幸福里,臺北市中正區濟南路一段321號,1,829.0,中正第一分局,
WOA00501,幸福里,臺北市中正區紹興南街3號,1,80.0,中正第一分局,
WOA00234,幸福里,臺北市中正區杭州南路一段23號,1,2134.0,中正第一分局,
WOA00236,幸福里,臺北市中正區杭州南路一段29號,1,534.0,中正第一分局,
WOA01379,幸福里,臺北市中正區杭州南路一段31號,4,410.0,中正第一分局,
WOA00704,幸福里,臺北市中正區濟南路二段3號,2,1634.0,中正第一分局,
WOA00653,幸福里,臺北市中正區齊東街82巷9號,1,56.0,中正第一分局,
WOA00642,幸福里,臺北市中正區齊東街57號,1,41.0,中正第一分局,
WOA00643,幸福里,臺北市中正區齊東街59號,1,84.0,中正第一分局,
WOA00650,幸福里,臺北市中正區齊東街82巷29號,1,22.0,中正第一分局,
WOA00678,幸福里,臺北市中正區濟南路一段27之3號,1,272.0,中正第一分局,
WOA00699,幸福里,臺北市中正區濟南路一段13號,1,446.0,中正第一分局,
WOA00701,幸福里,臺北市中正區濟南路一段19號,1,297.0,中正第一分局,
WOA00703,幸福里,臺北市中正區濟南路一段23號,1,192.0,中正第一分局,
WOA00713,幸福里,臺北市中正區濟南路一段7號,1,194.0,中正第一分局,
WOA01295,幸福里,臺北市中正區濟南路一段21號,1,298.0,中正第一分局,
WOA01360,幸福里,臺北市中正區濟南路一段15號,1,740.0,中正第一分局,
WOA00648,幸福里,臺北市中正區齊東街53巷18號,1,182.0,中正第一分局,
WOA00869,幸福里,臺北市中正區濟南路一段29號,1,872.0,中正第一分局,
WOA00363,幸福里,臺北市中正區金山南路一段30巷6號,1,46.0,中正第一分局,
WOA00998,幸福里,臺北市中正區金山南路一段30巷7號,1,412.0,中正第一分局,
WOA00356,幸福里,臺北市中正區金山南路一段34號,1,437.0,中正第一分局,
WOA00640,幸福里,臺北市中正區齊東街35號,1,106.0,中正第一分局,
WOA00369,幸福里,臺北市中正區金山南路一段20號,1,813.0,中正第一分局,
WOA01389,幸福里,臺北市中正區忠孝東路二段64巷28號,1,1858.0,中正第一分局,
WOA00216,幸福里,臺北市中正區忠孝東路二段88號,1,3044.0,中正第一分局,
WOA00257,幸福里,臺北市中正區杭州南路11巷23號,1,94.0,中正第一分局,
WOA00636,幸福里,臺北市中正區齊東街14號,1,42.0,中正第一分局,
WOA00637,幸福里,臺北市中正區齊東街16號,1,40.0,中正第一分局,
WOA00639,幸福里,臺北市中正區齊東街24號,1,62.0,中正第一分局,
WOA00638,幸福里,臺北市中正區齊東街18號,1,100.0,中正第一分局,
WOA00641,幸福里,臺北市中正區齊東街36號,1,34.0,中正第一分局,
WOA00649,幸福里,臺北市中正區齊東街70巷5號,1,78.0,中正第一分局,
WOA00651,幸福里,臺北市中正區齊東街82巷36號,1,169.0,中正第一分局,
WOA00652,幸福里,臺北市中正區齊東街82巷42號,1,64.0,中正第一分局,
WOA01264,幸福里,臺北市中正區忠孝東路一段80號,1,338.0,中正第一分局,
WOA01438,幸福里,臺北市中正區齊東街26號,1,365.0,中正第一分局,
WOA00366,幸福里,臺北市中正區金山南路30巷16號,1,202.0,中正第一分局,
WOA00363,幸福里,臺北市中正區金山南路8號,4,997.0,中正第一分局,
WOA00370,幸福里,臺北市中正區金山南路30號,1,650.0,中正第一分局,
WOA00645,幸福里,臺北市中正區齊東街37巷3號,1,360.0,中正第一分局,
WOA00646,幸福里,臺北市中正區齊東街37巷7號,1,412.0,中正第一分局,
WOA00647,幸福里,臺北市中正區齊東街53巷13之號,1,128.0,中正第一分局,
WOA01483,幸福里,臺北市中正區濟南路一段13巷6號,1,534.0,中正第一分局,
WOA00802,幸市里,臺北市中正區臨沂街6巷1號,1,133.0,中正第一分局,
WOA00843,幸市里,臺北市中正區臨沂街8巷1號,1,116.0,中正第一分局,
WOA00844,幸市里,臺北市中正區臨沂街8巷2號,1,273.0,中正第一分局,
WOA00845,幸市里,臺北市中正區臨沂街8巷3號,1,341.0,中正第一分局,
WOA00749,幸市里,臺北市中正區臨沂街14巷6號,1,410.0,中正第一分局,
WOA00727,幸市里,臺北市中正區臨沂街12號,1,2006.0,中正第一分局,
WOA00726,幸市里,臺北市中正區臨沂街12號,2,2082.0,中正第一分局,
WOA00707,幸市里,臺北市中正區濟南路二段35號,1,308.0,中正第一分局,
WOA00709,幸市里,臺北市中正區濟南路二段39號,3,1750.0,中正第一分局,
WOA00706,幸市里,臺北市中正區濟南路二段33號,1,274.0,中正第一分局,
WOA00218,幸市里,臺北市中正區忠孝東路二段96號,1,597.0,中正第一分局,
WOA00217,幸市里,臺北市中正區忠孝東路二段94號,1,768.0,中正第一分局,
WOA00207,幸市里,臺北市中正區忠孝東路二段102號,1,550.0,中正第一分局,
WOA01271,幸市里,臺北市中正區濟南路二段47號,2,297.0,中正第一分局,
WOA01270,幸市里,臺北市中正區臨沂街27之1號,3,1733.0,中正第一分局,
WOA00761,幸市里,臺北市中正區臨沂街27巷4號,1,309.0,中正第一分局,
WOA00763,幸市里,臺北市中正區臨沂街27巷8號,1,230.0,中正第一分局,
WOA01336,幸市里,臺北市中正區臨沂街6巷2號,1,129.0,中正第一分局,
WOA00740,幸市里,臺北市中正區臨沂街10巷3號,1,168.0,中正第一分局,
WOA00740,幸市里,臺北市中正區臨沂街10巷7號,1,356.0,中正第一分局,
WOA00355,幸市里,臺北市中正區金山南路3號,1,450.0,中正第一分局,
WOA00728,幸市里,臺北市中正區臨沂街2號,1,396.0,中正第一分局,
WOA00738,幸市里,臺北市中正區臨沂街6號,1,112.0,中正第一分局,
WOA00741,幸市里,臺北市中正區臨沂街10巷4號,1,148.0,中正第一分局,
WOA00868,幸市里,臺北市中正區金山南路9之1號,1,640.0,中正第一分局,
