類別,電腦編號,里別,防空疏散避難設施地址,緯經度,可容納人數,轄管分局,備註
一般住宅,FNA00754,三民里,新竹市東區三民里民生路8號,"24.807346,120.979451",45.0,第二分局,
一般住宅,FNA00755,成功里,新竹市東區成功里武昌路66號,"24.8022454,120.9678509",148.0,第二分局,
一般住宅,FNA00756,三民里,新竹市東區三民里中華路二段46號,"24.8087051,120.98158",312.0,第二分局,
一般住宅,FNA00757,三民里,新竹市東區三民里民族路10號,"24.8028824,120.9718773",66.0,第二分局,
一般住宅,FNA00758,三民里,新竹市東區三民里民主路12號,"24.8087489,120.9812985",41.0,第二分局,
一般住宅,FNA00759,中正里,新竹市東區中正里中正路71號,"24.8051412,120.9695358",152.0,第二分局,
一般住宅,FNA00760,中正里,新竹市東區中正里中正路79號,"24.8052241,120.969364",134.0,第二分局,
一般住宅,FNA00761,榮光里,新竹市東區榮光里民族路25號,"24.8036398,120.9718648",206.0,第二分局,
一般住宅,FNA00762,三民里,新竹市東區三民里民族路1號,"24.8096711,120.9802539",150.0,第二分局,
一般住宅,FNA00763,三民里,新竹市東區三民里民權路86巷10號,"24.8075437,120.9760775",49.0,第二分局,
一般住宅,FNA00764,三民里,新竹市東區三民里中華路二段170巷6號,"24.8077129,120.9776162",78.0,第二分局,
一般住宅,FNA00765,成功里,新竹市東區成功里勝利路96號之1,"24.8011174,120.9689137",30.0,第二分局,
一般住宅,FNA00766,三民里,新竹市東區三民里民族路127巷35號,"24.80878,120.9773379",73.0,第二分局,
一般住宅,FNA00767,三民里,新竹市東區三民里民族路82號,"24.8072224,120.9763196",25.0,第二分局,
一般住宅,FNA00768,成功里,新竹市東區成功里勝利路86號,"24.8013041,120.969046",90.0,第二分局,
一般住宅,FNA00769,東門里,新竹市東區東門里大同路49號,"24.8039555,120.9691124",229.0,第二分局,
一般住宅,FNA00770,三民里,新竹市東區三民里民族路142號,"24.8082257,120.9780174",120.0,第二分局,
一般住宅,FNA00771,三民里,新竹市東區三民里民族路155號,"24.8089812,120.9787987",45.0,第二分局,
一般住宅,FNA00772,公園里,新竹市東區公園里花園街127號,"24.8033155,120.9759534",66.0,第二分局,
一般住宅,FNA00773,三民里,新竹市東區三民里民生路43巷23號,"24.8079325,120.9786256",153.0,第二分局,
一般住宅,FNA00774,公園里,新竹市東區公園里南大路29之1號,"24.8029176,120.978555",104.0,第二分局,
公有建築物,FNA00775,成功里,新竹市東區成功里東門街87號,"24.8041068,120.9698302",149.0,第二分局,
公有建築物,FNA00776,育賢里,新竹市東區育賢里11鄰民族路33號,"24.8046376,120.9721473",197.0,第二分局,
一般住宅,FNA00777,三民里,新竹市東區三民里民族路158號之1,"24.8087323,120.9787175",41.0,第二分局,
一般住宅,FNA00778,三民里,新竹市東區三民里民族路158號之3,"24.8087323,120.9787175",32.0,第二分局,
一般住宅,FNA00779,三民里,新竹市東區三民里自由路27巷1號,"24.8116209,120.9815677",68.0,第二分局,
一般住宅,FNA00780,三民里,新竹市東區三民里自由路27巷3號,"24.8115968,120.9815284",69.0,第二分局,
一般住宅,FNA00781,育賢里,新竹市東區育賢里東門街56號,"24.8042515,120.9730746",662.0,第二分局,
一般住宅,FNA00782,成功里,新竹市東區成功里復興路16號之5,"24.802691,120.969464",90.0,第二分局,
一般住宅,FNA00783,三民里,新竹市東區三民里民族路205號,"24.8098441,120.9800926",938.0,第二分局,
一般住宅,FNA00784,三民里,新竹市東區三民里民權路110號,"24.80799,120.975476",242.0,第二分局,
一般住宅,FNA00785,公園里,新竹市東區公園里南大路42號,"24.8028315,120.9779092",444.0,第二分局,
公有建築物,FNA00786,三民里,新竹市東區三民里中華路二段2號,"24.809448,120.9830404",265.0,第二分局,
一般住宅,FNA00787,三民里,新竹市東區三民里民權路111巷83號,"24.8068429,120.973496",26.0,第二分局,
一般住宅,FNA00788,親仁里,新竹市東區親仁里文化路96號,"24.808215,120.970782",610.0,第二分局,
一般住宅,FNA00789,三民里,新竹市東區三民里民權路186號,"24.80999,120.9740072",24.0,第二分局,
一般住宅,FNA00790,榮光里,新竹市東區榮光里中華路二段480號,"24.8013411,120.970267",338.0,第二分局,
一般住宅,FNA00791,三民里,新竹市東區三民里民權路111巷27號,"24.8071756,120.9743777",253.0,第二分局,
一般住宅,FNA00792,成功里,新竹市東區成功里勝利路102號,"24.8010459,120.9687638",49.0,第二分局,
一般住宅,FNA00793,三民里,新竹市東區三民里民族路261號,"24.8109703,120.9818709",40.0,第二分局,
一般住宅,FNA00794,三民里,新竹市東區三民里自由路27巷31號,"24.8110258,120.9808419",138.0,第二分局,
供公眾使用建築物,FNA00795,榮光里,新竹市東區榮光里東門街59號,"24.8040076,120.9722398",52.0,第二分局,
一般住宅,FNA00796,中正里,新竹市東區中正里大同路104號,"24.8052661,120.968471",48.0,第二分局,
一般住宅,FNA00797,公園里,新竹市東區公園里南大路32號,"24.8029548,120.9781539",474.0,第二分局,
一般住宅,FNA00798,公園里,新竹市東區公園里光復路二段247號,"24.799827,120.9905812",194.0,第二分局,
公有建築物,FNA00799,三民里,新竹市東區三民里中華路二段270號,"24.8047755,120.9756282",1946.0,第二分局,
一般住宅,FNA00800,三民里,新竹市東區三民里中華路二段287號,"24.8042531,120.975949",90.0,第二分局,
一般住宅,FNA00801,三民里,新竹市東區三民里中華路二段285號,"24.8042792,120.9759943",62.0,第二分局,
一般住宅,FNA00802,三民里,新竹市東區三民里民權路108巷11號,"24.8081901,120.975674",202.0,第二分局,
一般住宅,FNA00803,成功里,新竹市東區成功里勝利路40號,"24.8026247,120.969729",516.0,第二分局,
一般住宅,FNA00804,成功里,新竹市東區成功里勝利路26號,"24.803335,120.969926",52.0,第二分局,
一般住宅,FNA00805,三民里,新竹市東區三民里民族路67巷1弄28號,"24.8066365,120.9742457",36.0,第二分局,
一般住宅,FNA00806,成功里,新竹市東區成功里林森路43號,"24.8016028,120.9685035",149.0,第二分局,
一般住宅,FNA00807,三民里,新竹市東區三民里民族路127巷7號,"24.8087215,120.9773898",73.0,第二分局,
一般住宅,FNA00808,東門里,新竹市東區東門里文昌街32號,"24.803596,120.968838",77.0,第二分局,
一般住宅,FNA00809,三民里,新竹市東區三民里民權路261號,"24.8130281,120.97083",41.0,第二分局,
一般住宅,FNA00810,親仁里,新竹市東區親仁里世界街92號,"24.809184,120.969625",45.0,第二分局,
一般住宅,FNA00811,三民里,新竹市東區三民里民族路41號,"24.8062661,120.974195",114.0,第二分局,
一般住宅,FNA00812,育賢里,新竹市東區育賢里民族路34號,"24.804922,120.9726862",501.0,第二分局,
一般住宅,FNA00813,成功里,新竹市東區成功里復興路2號,"24.8021669,120.9696805",853.0,第二分局,
一般住宅,FNA00814,東門里,新竹市東區東門里中央路60號,"24.8049627,120.9677995",34.0,第二分局,
一般住宅,FNA00815,三民里,新竹市東區三民里民族路67巷1弄24號,"24.8065904,120.9741457",101.0,第二分局,
一般住宅,FNA00816,三民里,新竹市東區三民里民族路63號,"24.806655,120.974764",25.0,第二分局,
一般住宅,FNA00817,榮光里,新竹市東區榮光里民族路21號,"24.8035117,120.971867",84.0,第二分局,
一般住宅,FNA00818,成功里,新竹市東區成功里林森路48號,"24.8017171,120.968314",884.0,第二分局,
一般住宅,FNA00819,三民里,新竹市東區三民里民權路111巷48號,"24.8071921,120.973707",98.0,第二分局,
一般住宅,FNA00820,三民里,新竹市東區三民里民權路111巷5號,"24.8076071,120.974967",25.0,第二分局,
一般住宅,FNA00821,榮光里,新竹市東區榮光里民族路17號,"24.8034367,120.9718534",290.0,第二分局,
一般住宅,FNA00822,三民里,新竹市東區三民里民族路82號之1,"24.8072224,120.9763196",33.0,第二分局,
一般住宅,FNA00823,榮光里,新竹市東區榮光里信義街18號,"24.8015044,120.9701782",37.0,第二分局,
一般住宅,FNA00824,成功里,新竹市東區成功里文昌街25號,"24.803295,120.969249",30.0,第二分局,
公有建築物,FNA00825,育賢里,新竹市東區育賢里11鄰民族路33號,"24.8046376,120.9721473",92.0,第二分局,
一般住宅,FNA00826,三民里,新竹市東區三民里民族路76號,"24.8071483,120.9761817",57.0,第二分局,
一般住宅,FNA00827,公園里,新竹市東區公園里花園街17號,"24.8034834,120.9780836",28.0,第二分局,
供公眾使用建築物,FNA00828,公園里,新竹市東區公園里南大路25號,"24.8028542,120.9783694",116.0,第二分局,
一般住宅,FNA00829,成功里,新竹市東區成功里大同路28號,"24.8034495,120.9697408",25.0,第二分局,
一般住宅,FNA00830,成功里,新竹市東區成功里大同路32號,"24.8035112,120.9696729",25.0,第二分局,
一般住宅,FNA00831,成功里,新竹市東區成功里大同路30號,"24.8034842,120.9696996",26.0,第二分局,
一般住宅,FNA00832,三民里,新竹市東區三民里民族路67巷15弄7號,"24.806975,120.974127",92.0,第二分局,
一般住宅,FNA00833,公園里,新竹市東區公園里民族路24號,"24.8044285,120.9723734",38.0,第二分局,
一般住宅,FNA00834,榮光里,新竹市東區榮光里林森路6號,"24.8020944,120.9707215",66.0,第二分局,
一般住宅,FNA00835,三民里,新竹市東區三民里民族路127巷1號,"24.8084992,120.9775434",65.0,第二分局,
一般住宅,FNA00836,公園里,新竹市東區公園里花園街43巷1號,"24.8035655,120.9774947",85.0,第二分局,
一般住宅,FNA00837,育賢里,新竹市東區育賢里東門街10號,"24.8043088,120.9745748",76.0,第二分局,
一般住宅,FNA00838,育賢里,新竹市東區育賢里東門街8號,"24.8043068,120.9745997",101.0,第二分局,
一般住宅,FNA00839,育賢里,新竹市東區育賢里文化街14號之1,"24.806381,120.971383",40.0,第二分局,
一般住宅,FNA00840,三民里,新竹市東區三民里民族路139號,"24.8087588,120.9784238",494.0,第二分局,
一般住宅,FNA00841,公園里,新竹市東區公園里東大路一段50號之1,"24.8027127,120.9764124",112.0,第二分局,
一般住宅,FNA00842,中正里,新竹市東區中正里東門街128號,"24.804431,120.969431",377.0,第二分局,
一般住宅,FNA00843,中正里,新竹市東區中正里東門街128號,"24.804431,120.969431",377.0,第二分局,
公有建築物,FNA00844,三民里,新竹市東區三民里12鄰中華路二段2號,"24.809448,120.9830404",108.0,第二分局,
一般住宅,FNA00845,三民里,新竹市東區三民里民族路241巷12號,"24.8109304,120.9813194",117.0,第二分局,
公有建築物,FNA00846,三民里,新竹市東區三民里民族路109巷14號,"24.808192,120.9762375",581.0,第二分局,
公有建築物,FNA00847,育賢里,新竹市東區育賢里11鄰民族路33號,"24.8046376,120.9721473",89.0,第二分局,
一般住宅,FNA00848,三民里,新竹市東區三民里民生路17巷14號,"24.8072761,120.9784675",77.0,第二分局,
一般住宅,FNA00849,三民里,新竹市東區三民里民權路111巷31號,"24.8071448,120.9742462",84.0,第二分局,
一般住宅,FNA00850,三民里,新竹市東區三民里民族路147號,"24.8088819,120.9785492",44.0,第二分局,
一般住宅,FNA00851,公園里,新竹市東區公園里東大路一段32巷22號,"24.8023741,120.976617",116.0,第二分局,
一般住宅,FNA00852,三民里,新竹市東區三民里民族路67巷1弄12號,"24.8068786,120.9744181",30.0,第二分局,
一般住宅,FNA00853,育賢里,新竹市東區育賢里東門街34巷19號,"24.8046428,120.9728117",89.0,第二分局,
一般住宅,FNA00854,公園里,新竹市東區公園里花園街43巷4號,"24.8035655,120.9774947",60.0,第二分局,
一般住宅,FNA00855,育賢里,新竹市東區育賢里文化街12號之1,"24.806297,120.971446",77.0,第二分局,
一般住宅,FNA00856,三民里,新竹市東區三民里民族路39號,"24.806231,120.974144",34.0,第二分局,
一般住宅,FNA00857,三民里,新竹市東區三民里民權路6號,"24.8058321,120.9770644",102.0,第二分局,
一般住宅,FNA00858,公園里,新竹市東區公園里南大路32號之1,"24.8029548,120.9781539",152.0,第二分局,
一般住宅,FNA00859,三民里,新竹市東區三民里民族路155巷12號,"24.8094341,120.978513",168.0,第二分局,
一般住宅,FNA00860,東門里,新竹市東區東門里東前街43號,"24.8040032,120.9674676",388.0,第二分局,
一般住宅,FNA00861,榮光里,新竹市東區榮光里中正路13號,"24.802984,120.971006",242.0,第二分局,
一般住宅,FNA00862,榮光里,新竹市東區榮光里東門街33號,"24.804056,120.9734236",58.0,第二分局,
供公眾使用建築物,FNA00863,成功里,新竹市東區成功里林森路29號,"24.8017355,120.9692815",1548.0,第二分局,
一般住宅,FNA00864,三民里,新竹市東區三民里民主路48巷1號,"24.81013,120.9813277",101.0,第二分局,
一般住宅,FNA00865,三民里,新竹市東區三民里民主路48巷5號,"24.8098922,120.9810304",101.0,第二分局,
一般住宅,FNA00866,三民里,新竹市東區三民里民主路48巷9號,"24.8100931,120.9811073",101.0,第二分局,
一般住宅,FNA00867,三民里,新竹市東區三民里民權路24巷12弄10號,"24.8070551,120.9775418",65.0,第二分局,
一般住宅,FNA00868,文華里,新竹市東區文華里17鄰國華街16號,"24.8148418,120.9709384",420.0,第二分局,
公有建築物,FNA00869,三民里,新竹市東區三民里3鄰中華路二段270號,"24.805472,120.976579",857.0,第二分局,
一般住宅,FNA00870,三民里,新竹市東區三民里民生路17巷12號,"24.8073237,120.9785345",29.0,第二分局,
一般住宅,FNA00871,三民里,新竹市東區三民里中華路二段162巷20號,"24.8072178,120.9782875",32.0,第二分局,
一般住宅,FNA00872,東門里,新竹市東區東門里東前街47號,"24.803809,120.967564",53.0,第二分局,
一般住宅,FNA00873,東門里,新竹市東區東門里東門街156號,"24.8044985,120.9683945",20.0,第二分局,
一般住宅,FNA00874,東門里,新竹市東區東門里東門街158號,"24.8042278,120.9684382",18.0,第二分局,
一般住宅,FNA00875,三民里,新竹市東區三民里中華路二段162巷24號,"24.8072933,120.9782717",32.0,第二分局,
一般住宅,FNA00876,三民里,新竹市東區三民里民族路67巷1弄14號,"24.8068534,120.9743749",52.0,第二分局,
一般住宅,FNA00877,三民里,新竹市東區三民里民族路155巷1號,"24.8091693,120.9783906",46.0,第二分局,
公有建築物,FNA00878,育賢里,新竹市東區育賢里11鄰民族路33號,"24.8046376,120.9721473",382.0,第二分局,
一般住宅,FNA00879,三民里,新竹市東區三民里民生路11號之2,"24.8073072,120.9793969",80.0,第二分局,
一般住宅,FNA00880,東門里,新竹市東區東門里東門街127號之1,"24.803913,120.968485",37.0,第二分局,
一般住宅,FNA00881,親仁里,新竹市東區親仁里東大路二段5號,"24.8110325,120.9694686",518.0,第二分局,
一般住宅,FNA00882,三民里,新竹市東區三民里民生路10巷1號之1,"24.8101348,120.9782946",1217.0,第二分局,
一般住宅,FNA00883,榮光里,新竹市東區榮光里民族路22號,"24.8036569,120.9720735",309.0,第二分局,
一般住宅,FNA00884,榮光里,新竹市東區榮光里民族路22號,"24.8036569,120.9720735",408.0,第二分局,
公有建築物,FNA00885,三民里,新竹市東區三民里12鄰中華路二段2號,"24.809448,120.9830404",652.0,第二分局,
一般住宅,FNA00886,成功里,新竹市東區成功里林森路49號,"24.8014425,120.9683787",156.0,第二分局,
一般住宅,FNA00887,育賢里,新竹市東區育賢里東門街60號,"24.8044371,120.972732",214.0,第二分局,
一般住宅,FNA00888,公園里,新竹市東區公園里光復路二段481號,"24.8023254,120.9824204",772.0,第二分局,
一般住宅,FNA00889,三民里,新竹市東區三民里民族路243號,"24.8106642,120.9813277",392.0,第二分局,
一般住宅,FNA00890,公園里,新竹市東區公園里花園街97巷1號,"24.8035216,120.9764319",126.0,第二分局,
一般住宅,FNA00891,公園里,新竹市東區公園里南大路26號,"24.8030966,120.9782668",288.0,第二分局,
一般住宅,FNA00892,公園里,新竹市東區公園里南大路81號,"24.8019321,120.976805",336.0,第二分局,
供公眾使用建築物,FNA00893,東門里,新竹市東區東門里東門街152號,"24.8044287,120.9686105",160.0,第二分局,
一般住宅,FNA00894,三民里,新竹市東區三民里自由路27巷43號,"24.8108757,120.9806109",129.0,第二分局,
供公眾使用建築物,FNA00895,榮光里,新竹市東區榮光里東門街43號,"24.803681,120.973235",589.0,第二分局,
一般住宅,FNA00896,榮光里,新竹市東區榮光里東門街77號,"24.803869,120.971345",165.0,第二分局,
一般住宅,FNA00897,公園里,新竹市東區公園里光復路二段611號,"24.8033018,120.9791527",144.0,第二分局,
一般住宅,FNA00898,親仁里,新竹市東區親仁里東大路二段1號,"24.810962,120.969457",386.0,第二分局,
一般住宅,FNA00899,公園里,新竹市東區公園里東大路一段16號,"24.8017803,120.976892",602.0,第二分局,
公有建築物,FNA00900,三民里,新竹市東區三民里12鄰中華路二段2號,"24.809448,120.9830404",637.0,第二分局,
公有建築物,FNA00901,育賢里,新竹市東區育賢里11鄰民族路33號,"24.8046376,120.9721473",1438.0,第二分局,
一般住宅,FNA00902,三民里,新竹市東區三民里13鄰民族路255號,"24.8109268,120.9816735",618.0,第二分局,
一般住宅,FNA00903,三民里,新竹市東區三民里民生路50號,"24.8081976,120.978736",154.0,第二分局,
一般住宅,FNA00904,成功里,新竹市東區成功里林森路47號,"24.80155,120.96838",308.0,第二分局,
一般住宅,FNA00905,三民里,新竹市東區三民里中華路二段44號,"24.8087371,120.981639",61.0,第二分局,
一般住宅,FNA00906,榮光里,新竹市東區榮光里大同路16號,"24.8032255,120.9699688",778.0,第二分局,
一般住宅,FNA00907,公園里,新竹市東區公園里東大路一段56號,"24.802817,120.976304",1813.0,第二分局,
公有建築物,FNA00908,三民里,新竹市東區三民里12鄰中華路二段2號,"24.809448,120.9830404",661.0,第二分局,
供公眾使用建築物,FNA00909,三民里,新竹市東區三民里民族路196號,"24.8094588,120.9798984",661.0,第二分局,
一般住宅,FNA00910,親仁里,新竹市東區親仁里仁愛街2號,"24.8064978,120.9719967",112.0,第二分局,
一般住宅,FNA00911,東門里,新竹市東區東門里文昌街18號,"24.803735,120.9691521",356.0,第二分局,
一般住宅,FNA00912,中正里,新竹市東區中正里中正路57號,"24.8046592,120.9698579",161.0,第二分局,
一般住宅,FNA00913,軍功里,新竹市東區軍功里建功路23號,"24.796713,120.998948",25.0,第二分局,
一般住宅,FNA00914,親仁里,新竹市東區親仁里東大路一段127號,"24.8079718,120.9716819",1615.0,第二分局,
一般住宅,FNA00915,軍功里,新竹市東區軍功里建功一路49號,"24.799494,120.9974765",2188.0,第二分局,
公有建築物,FNA00916,軍功里,新竹市東區軍功里建功一路70巷1號之6,"24.799212,120.9977759",702.0,第二分局,
供公眾使用建築物,FNA00917,光明里,新竹市東區光明里大學路2號,"24.7905597,121.00429",186.0,第二分局,
一般住宅,FNA00918,埔頂里,新竹市東區埔頂里埔頂路99巷155號,"24.7979498,121.0054086",156.0,第二分局,
供公眾使用建築物,FNA00919,軍功里,新竹市東區軍功里建新路121-123號,"24.8007173,121.0012785",145.0,第二分局,
一般住宅,FNA00920,光明里,新竹市東區光明里光復路二段16-18號,"24.7910929,121.0050715",77.0,第二分局,
供公眾使用建築物,FNA00921,龍山里,新竹市東區龍山里光復路一段637號,"24.7864279,121.0108521",212.0,第二分局,
公有建築物,FNA00922,光明里,新竹市東區光明里光明新村54-56號,"24.7917291,120.999289",344.0,第二分局,
公有建築物,FNA00923,光明里,新竹市東區光明里7鄰光復路二段101號,"24.7957091,120.9947106",200.0,第二分局,
公有建築物,FNA00924,光明里,新竹市東區光明里11鄰光復路二段153號,"24.795994,120.9932782",392.0,第二分局,
公有建築物,FNA00925,光明里,新竹市東區光明里光復路二段153號,"24.7983869,120.9940564",72.0,第二分局,
公有建築物,FNA00926,光明里,新竹市東區光明里光復路二段3號,"24.7916326,121.0012202",133.0,第二分局,
公有建築物,FNA00927,光明里,新竹市東區光明里光復路二段3號,"24.7916326,121.0012202",188.0,第二分局,
公有建築物,FNA00928,光明里,新竹市東區光明里光復路二段3號,"24.7916326,121.0012202",164.0,第二分局,
供公眾使用建築物,FNA00929,光明里,新竹市東區光明里光復路二段7號之8,"24.791679,121.003225",130.0,第二分局,
一般住宅,FNA00930,光明里,新竹市東區光明里光復路二段155巷74.46號,"24.7977859,120.9929929",242.0,第二分局,
一般住宅,FNA00931,光明里,新竹市東區光明里光復路二段155巷10弄1號,"24.7982734,120.9927859",142.0,第二分局,
一般住宅,FNA00932,埔頂里,新竹市東區埔頂里埔頂路99巷158號,"24.7980574,121.0033002",92.0,第二分局,
一般住宅,FNA00933,埔頂里,新竹市東區埔頂里埔頂路99巷158號,"24.7980574,121.0033002",37.0,第二分局,
公有建築物,FNA00934,建功里,新竹市東區建功里18鄰金城一路52巷15號,"24.7946673,121.0051744",258.0,第二分局,
一般住宅,FNA00935,埔頂里,新竹市東區埔頂里埔頂路99巷158號之2,"24.7980525,121.0054889",224.0,第二分局,
公有建築物,FNA00936,光明里,新竹市東區光明里11鄰光復路二段153號,"24.7983869,120.9940564",320.0,第二分局,
公有建築物,FNA00937,龍山里,新竹市東區龍山里1鄰光復路一段574號,"24.7893476,121.0073228",154.0,第二分局,
一般住宅,FNA00938,光明里,新竹市東區光明里光復路二段155巷2弄1號,"24.7988926,120.9927146",353.0,第二分局,
公有建築物,FNA00940,光明里,新竹市東區光明里大學路1001號,"24.7955593,120.9984828",3086.0,第二分局,
公有建築物,FNA00941,軍功里,新竹市東區軍功里24鄰建功一路104巷22號,"24.8007091,120.999182",492.0,第二分局,
一般住宅,FNA00942,光明里,新竹市東區光明里光復路一段919巷1號,"24.7890877,121.0072419",121.0,第二分局,
公有建築物,FNA00943,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",1201.0,第二分局,
公有建築物,FNA00946,光明里,新竹市東區光明里光復路二段3號,"24.7916326,121.0012202",178.0,第二分局,
一般住宅,FNA00948,新莊里,新竹市東區新莊里13鄰光復路一段438巷12號,"24.7848583,121.0140034",200.0,第二分局,
一般住宅,FNA00949,科園里,新竹市東區科園里光復路一段623-633號,"24.7863643,121.011106",326.0,第二分局,
供公眾使用建築物,FNA00950,龍山里,新竹市東區龍山里光復路一段681號,"24.788454,121.0079515",165.0,第二分局,
公有建築物,FNA00951,光明里,新竹市東區光明里光復二段101號,"24.792968,120.9931349",337.0,第二分局,
一般住宅,FNA00952,立功里,新竹市東區立功里光復路二段192號,"24.7940026,121.0006938",33.0,第二分局,
一般住宅,FNA00953,軍功里,新竹市東區軍功里光復路二段434號,"24.7975866,120.9960445",65.0,第二分局,
一般住宅,FNA00954,軍功里,新竹市東區軍功里光復路二段430號,"24.7974794,120.9962298",48.0,第二分局,
公有建築物,FNA00955,光明里,新竹市東區光明里光復路二段3號,"24.7916326,121.0012202",108.0,第二分局,
一般住宅,FNA00956,科園里,新竹市東區科園里科園路106號,"24.7834043,121.0112357",24.0,第二分局,
公有建築物,FNA00957,軍功里,新竹市東區軍功里建功路86巷2弄10-14號,"24.7969406,121.0005661",165.0,第二分局,
公有建築物,FNA00958,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",916.0,第二分局,
一般住宅,FNA00959,龍山里,新竹市東區龍山里光復路一段572巷12號,"24.7895087,121.0083637",125.0,第二分局,
一般住宅,FNA00960,光明里,新竹市東區光明里光明新村59-69號,"24.7923126,120.999547",384.0,第二分局,
公有建築物,FNA00961,科園里,新竹市東區科園里工業東六路5號,"24.7753323,121.0110494",1317.0,第二分局,
一般住宅,FNA00962,豐功里,新竹市東區豐功里7鄰建中路110號,"24.8023896,120.9957514",13437.0,第二分局,
一般住宅,FNA00964,軍功里,新竹市東區軍功里建新路42-48號,"24.798192,120.997124",118.0,第二分局,
一般住宅,FNA00965,埔頂里,新竹市東區埔頂里埔頂路23號,"24.7939465,121.0077401",32.0,第二分局,
公有建築物,FNA00966,光明里,新竹市東區光明里光復路二段153號,"24.7983869,120.9940564",233.0,第二分局,
公有建築物,FNA00967,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",1057.0,第二分局,
一般住宅,FNA00968,科園里,新竹市東區科園里科園路4弄129號,"24.7834043,121.0112357",650.0,第二分局,
公有建築物,FNA00969,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",64.0,第二分局,
一般住宅,FNA00970,科園里,新竹市東區科園里創新路一段1號,"24.7797061,120.9964408",1368.0,第二分局,
一般住宅,FNA00971,科園里,新竹市東區科園里新安路5-7號,"24.7815839,120.9995382",394.0,第二分局,
公有建築物,FNA00972,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",2497.0,第二分局,
一般住宅,FNA00973,科園里,新竹市東區科園里科園路117-125號,"24.7834043,121.0112357",269.0,第二分局,
一般住宅,FNA00974,埔頂里,新竹市東區埔頂里埔頂路99巷21號,"24.7963701,121.007217",94.0,第二分局,
一般住宅,FNA00976,科園里,新竹市東區科園里工業東二路47號,"24.7775904,121.0069639",400.0,第二分局,
公有建築物,FNA00977,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",448.0,第二分局,
一般住宅,FNA00978,科園里,新竹市東區科園里湖濱路30巷6.8.10號,"24.7777431,121.0131046",637.0,第二分局,
一般住宅,FNA00979,科園里,新竹市東區科園里民享街61號,"24.7839366,121.0093975",40.0,第二分局,
公有建築物,FNA00980,科園里,新竹市東區科園里25鄰園區一路39-43號,"24.7763177,121.0108422",921.0,第二分局,
公有建築物,FNA00981,科園里,新竹市東區科園里竹村三路20-24號,"24.778517,121.0097483",862.0,第二分局,
一般住宅,FNA00982,科園里,新竹市東區科園里竹村三路32-42號,"24.7787691,121.0099468",537.0,第二分局,
一般住宅,FNA00983,科園里,新竹市東區科園里竹村七路6-12號,"24.77893,121.010671",513.0,第二分局,
一般住宅,FNA00984,龍山里,新竹市東區龍山里光復路一段609號2-5號,"24.7860997,121.011332",29.0,第二分局,
公有建築物,FNA00985,軍功里,新竹市東區軍功里建功路86號,"24.7969406,121.0005661",177.0,第二分局,
一般住宅,FNA00987,光明里,新竹市東區光明里光明新村78-1-2號之2-3,"24.7897911,121.000251",152.0,第二分局,
公有建築物,FNA00989,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",165.0,第二分局,
一般住宅,FNA00990,光明里,新竹市東區光明里光復路二段155巷18號,"24.7981671,120.9928922",41.0,第二分局,
一般住宅,FNA00991,光明里,新竹市東區光明里光復路二段165巷16號,"24.7989584,120.9914499",36.0,第二分局,
一般住宅,FNA00992,軍功里,新竹市東區軍功里建功一路26號,"24.7973048,120.9982642",49.0,第二分局,
一般住宅,FNA00993,光明里,新竹市東區光明里大學路236號之2-5,"24.7900908,120.9983579",64.0,第二分局,
一般住宅,FNA00994,軍功里,新竹市東區軍功里建新路70-88號,"24.7986695,120.9981834",1184.0,第二分局,
一般住宅,FNA00995,軍功里,新竹市東區軍功里建新路72號,"24.798705,120.9982654",1184.0,第二分局,
一般住宅,FNA00996,軍功里,新竹市東區軍功里建新路82號,"24.7987896,120.9986191",1184.0,第二分局,
一般住宅,FNA00997,光明里,新竹市東區光明里光復路二段165巷30.32號,"24.7989485,120.9918151",305.0,第二分局,
一般住宅,FNA00998,軍功里,"新竹市東區軍功里建新路38 號","24.7981561,120.997042",34.0,第二分局,
一般住宅,FNA00999,光明里,新竹市東區光明里光復路二段155巷66-80號,"24.7976964,120.9929342",749.0,第二分局,
一般住宅,FNA01000,龍山里,新竹市東區龍山里光復路一段572巷7.9號,"24.7892751,121.0078637",106.0,第二分局,
一般住宅,FNA01001,科園里,新竹市東區科園里湖濱二路36-38號,"24.7776271,121.0118742",637.0,第二分局,
一般住宅,FNA01002,光明里,新竹市東區光明里大學路81巷2弄7號,"24.7885467,121.0023294",169.0,第二分局,
一般住宅,FNA01003,立功里,新竹市東區立功里光復路二段254-256號,"24.7948817,120.9995284",136.0,第二分局,
一般住宅,FNA01004,豐功里,新竹市東區豐功里建美路58巷1-33號,"24.8023181,120.9982903",2030.0,第二分局,
公有建築物,FNA01005,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",570.0,第二分局,
一般住宅,FNA01006,光明里,新竹市東區光明里光復路二段167號,"24.7991992,120.9923246",69.0,第二分局,
一般住宅,FNA01007,科園里,新竹市東區科園里展業一路8號,"24.783589,121.002743",497.0,第二分局,
