電腦編號,座落,緯度,經度,地下樓層數,可容納人數,轄管分局,placemark_address
TMB0052,宜蘭縣宜蘭市思源里神農路1段1號,24.7462924,121.7475856,1.0,5826.0,宜蘭分局,宜蘭縣宜蘭市思源里神農路1段1號
TMB0053,宜蘭縣宜蘭市文化里民族路382號,24.7506517,121.7446506,2.0,3684.0,宜蘭分局,宜蘭縣宜蘭市文化里民族路382號
TMB0054,宜蘭縣宜蘭市復興里農權路130號,24.7473462,121.7525407,1.0,64.0,宜蘭分局,宜蘭縣宜蘭市復興里農權路130號
TMB0057,宜蘭縣宜蘭市復興里復興路2段70號,24.749182,121.747916,1.0,107.0,宜蘭分局,宜蘭縣宜蘭市復興里復興路2段70號
TMB0059,宜蘭縣宜蘭市思源里神農路1段1號,24.7462924,121.7475856,1.0,1006.0,宜蘭分局,宜蘭縣宜蘭市思源里神農路1段1號
TMB0062,宜蘭縣宜蘭市文化里復興路2段77號,24.7490995,121.7468602,1.0,132.0,宜蘭分局,宜蘭縣宜蘭市文化里復興路2段77號
TMB0063,宜蘭縣宜蘭市復興里女中路2段488號,24.744798,121.7498927,1.0,550.0,宜蘭分局,宜蘭縣宜蘭市復興里女中路2段488號
TMB0064,宜蘭縣宜蘭市復興里神農路1段10號,24.7494076,121.7502597,1.0,133.0,宜蘭分局,宜蘭縣宜蘭市復興里神農路1段10號
TMB0065,宜蘭縣宜蘭市復興里中華路73號,24.7476159,121.7535584,1.0,1896.0,宜蘭分局,宜蘭縣宜蘭市復興里中華路73號
TMB0066,宜蘭縣宜蘭市民族里文化路141號,24.7533462,121.7485549,1.0,1447.0,宜蘭分局,宜蘭縣宜蘭市民族里文化路141號
TMB0067,宜蘭縣宜蘭市文化里民權新路279號,24.751557,121.744882,1.0,3453.0,宜蘭分局,宜蘭縣宜蘭市文化里民權新路279號
TMB0068,宜蘭縣宜蘭市思源里神農路1段1號,24.7462924,121.7475856,1.0,3504.0,宜蘭分局,宜蘭縣宜蘭市思源里神農路1段1號
TMB0069,宜蘭縣宜蘭市負郭里民權新路262號,24.7525981,121.744372,2.0,18590.0,宜蘭分局,宜蘭縣宜蘭市負郭里民權新路262號
TMB0070,宜蘭縣宜蘭市負郭里泰山路66號,24.7545089,121.7457287,2.0,3996.0,宜蘭分局,宜蘭縣宜蘭市負郭里泰山路66號
TMB0076,宜蘭縣宜蘭市復興里復興路一段26號,24.7493502,121.7526103,1.0,49.0,宜蘭分局,宜蘭縣宜蘭市復興里復興路一段26號
TMB0079,宜蘭縣宜蘭市思源里神農路1段1號,24.7461575,121.745816,1.0,2692.0,宜蘭分局,宜蘭縣宜蘭市思源里神農路1段1號
TMB0088,宜蘭縣宜蘭市南門里宜蘭市舊城西路8號,24.7576187,121.7497308,1.0,314.0,宜蘭分局,宜蘭縣宜蘭市南門里宜蘭市舊城西路8號
TMB0093,宜蘭縣宜蘭市復興里女中路二段428號,24.7450438,121.7513227,1.0,458.0,宜蘭分局,宜蘭縣宜蘭市復興里女中路二段428號
TMB0094,宜蘭縣宜蘭市南門里民權路二段10號,24.7537253,121.7509735,4.0,47374.0,宜蘭分局,宜蘭縣宜蘭市南門里民權路二段10號
TMB0095,宜蘭縣宜蘭市負郭里泰山路65號,24.7541078,121.7462674,1.0,2397.0,宜蘭分局,宜蘭縣宜蘭市負郭里泰山路65號
TMB0096,宜蘭縣宜蘭市復興里10鄰農權路191巷5號,24.7462206,121.7510277,1.0,761.0,宜蘭分局,宜蘭縣宜蘭市復興里10鄰農權路191巷5號
TMB0097,宜蘭縣宜蘭市七結里農權路三段79巷15號,24.7493723,121.740232,1.0,2759.0,宜蘭分局,宜蘭縣宜蘭市七結里農權路三段79巷15號
TMB0098,宜蘭縣宜蘭市建軍里農權路三段86巷27號,24.7503599,121.7404303,1.0,2613.0,宜蘭分局,宜蘭縣宜蘭市建軍里農權路三段86巷27號
TMB0099,宜蘭縣宜蘭市民族里民權新路169號,24.7514015,121.7479189,1.0,317.0,宜蘭分局,宜蘭縣宜蘭市民族里民權新路169號
TMB0100,宜蘭縣宜蘭市復興里女中路二段348號,24.7457171,121.753167,1.0,86.0,宜蘭分局,宜蘭縣宜蘭市復興里女中路二段348號
TMB0101,宜蘭縣宜蘭市泰山里民權新路465號,24.7539453,121.7412199,1.0,1429.0,宜蘭分局,宜蘭縣宜蘭市泰山里民權新路465號
TMB0102,宜蘭縣宜蘭市文化里文化路100號,24.7501889,121.7483592,1.0,121.0,宜蘭分局,宜蘭縣宜蘭市文化里文化路100號
TMB0103,宜蘭縣宜蘭市文化里復興路2段45號,24.7486381,121.748661,1.0,274.0,宜蘭分局,宜蘭縣宜蘭市文化里復興路2段45號
TMB0104,宜蘭縣宜蘭市民族里民族路143-1號,24.752584,121.7502638,1.0,265.0,宜蘭分局,宜蘭縣宜蘭市民族里民族路143-1號
TMB0105,宜蘭縣宜蘭市思源里農權路3段163巷1號,24.7497351,121.737956,2.0,7820.0,宜蘭分局,宜蘭縣宜蘭市思源里農權路3段163巷1號
TMB0106,宜蘭縣宜蘭市建軍里復興路3段8號,24.7507581,121.7418381,1.0,2323.0,宜蘭分局,宜蘭縣宜蘭市建軍里復興路3段8號
TMB0107,宜蘭縣宜蘭市負郭里泰山路86巷4弄51-3號,24.756515,121.7449319,1.0,383.0,宜蘭分局,宜蘭縣宜蘭市負郭里泰山路86巷4弄51-3號
TMB0109,宜蘭縣宜蘭市思源里民族路463號,24.749319,121.742575,2.0,6857.0,宜蘭分局,宜蘭縣宜蘭市思源里民族路463號
TME0001,宜蘭縣宜蘭市建業里凱旋路500號,24.7388255,121.7585275,2.0,20912.0,宜蘭分局,宜蘭縣宜蘭市建業里凱旋路500號
TME0002,宜蘭縣宜蘭市擺厘里嵐峰路一段6號,24.742692,121.753618,1.0,219.0,宜蘭分局,宜蘭縣宜蘭市擺厘里嵐峰路一段6號
TME0003,宜蘭縣宜蘭市南津里縣政一街5號,24.7285353,121.7651074,2.0,8917.0,宜蘭分局,宜蘭縣宜蘭市南津里縣政一街5號
TME0004,宜蘭縣宜蘭市南津里建蘭北路27巷15號,24.73383,121.761738,1.0,4198.0,宜蘭分局,宜蘭縣宜蘭市南津里建蘭北路27巷15號
TME0005,宜蘭縣宜蘭市南津里建蘭北路27巷8號,24.73383,121.761738,1.0,2889.0,宜蘭分局,宜蘭縣宜蘭市南津里建蘭北路27巷8號
TME0006,宜蘭縣宜蘭市南津里縣政一街45號,24.7279612,121.7659287,2.0,4447.0,宜蘭分局,宜蘭縣宜蘭市南津里縣政一街45號
TME0007,宜蘭縣宜蘭市南津里凱旋路129巷1號,24.7241901,121.7625611,1.0,4356.0,宜蘭分局,宜蘭縣宜蘭市南津里凱旋路129巷1號
TME0008,宜蘭縣宜蘭市南津里凱旋路129巷2號,24.7244708,121.7622028,1.0,5738.0,宜蘭分局,宜蘭縣宜蘭市南津里凱旋路129巷2號
TME0009,宜蘭縣宜蘭市進士里嵐峰路一段197號,24.7421056,121.7508847,1.0,359.0,宜蘭分局,宜蘭縣宜蘭市進士里嵐峰路一段197號
TME0010,宜蘭縣宜蘭市南津里縣政一街25號,24.7279991,121.7659093,2.0,1968.0,宜蘭分局,宜蘭縣宜蘭市南津里縣政一街25號
TME0011,宜蘭縣宜蘭市南津里凱旋路135號,24.7255512,121.7622287,3.0,2460.0,宜蘭分局,宜蘭縣宜蘭市南津里凱旋路135號
TME0012,宜蘭縣宜蘭市建業里縣政西路1號,24.7274678,121.7613725,1.0,5315.0,宜蘭分局,宜蘭縣宜蘭市建業里縣政西路1號
TME0013,宜蘭縣宜蘭市建業里縣政七街50巷1號,24.7260003,121.7573169,1.0,1211.0,宜蘭分局,宜蘭縣宜蘭市建業里縣政七街50巷1號
TME0014,宜蘭縣宜蘭市建業里縣政西路81號,24.7269028,121.7595127,1.0,909.0,宜蘭分局,宜蘭縣宜蘭市建業里縣政西路81號
TME0015,宜蘭縣宜蘭市擺厘里自強路163號,24.7427519,121.7498735,1.0,1922.0,宜蘭分局,宜蘭縣宜蘭市擺厘里自強路163號
TME0016,宜蘭縣宜蘭市擺厘里嵐峰路一段134號,24.7424295,121.7521657,1.0,504.0,宜蘭分局,宜蘭縣宜蘭市擺厘里嵐峰路一段134號
TME0017,宜蘭縣宜蘭市擺厘里自強路147號,24.7427502,121.7501618,1.0,1112.0,宜蘭分局,宜蘭縣宜蘭市擺厘里自強路147號
TME0019,宜蘭縣宜蘭市擺厘里嵐峰路1段120號,24.7424008,121.7513142,1.0,1641.0,宜蘭分局,宜蘭縣宜蘭市擺厘里嵐峰路1段120號
TME0021,宜蘭縣宜蘭市擺厘里自強路131號,24.7428053,121.7510025,1.0,1308.0,宜蘭分局,宜蘭縣宜蘭市擺厘里自強路131號
TME0022,宜蘭縣宜蘭市擺厘里自強路116號,24.7431861,121.7495592,2.0,1298.0,宜蘭分局,宜蘭縣宜蘭市擺厘里自強路116號
TME0023,宜蘭縣宜蘭市擺厘里進士路70號,24.7437274,121.7479706,1.0,1436.0,宜蘭分局,宜蘭縣宜蘭市擺厘里進士路70號
TME0024,宜蘭縣宜蘭市擺厘里女中路二段501號,24.7445762,121.7493636,1.0,1008.0,宜蘭分局,宜蘭縣宜蘭市擺厘里女中路二段501號
TME0025,宜蘭縣宜蘭市擺厘里女中路二段455號,24.7445681,121.75117,2.0,4085.0,宜蘭分局,宜蘭縣宜蘭市擺厘里女中路二段455號
TME0029,宜蘭縣宜蘭市擺厘里女中路二段491巷2號,24.7441029,121.7494715,2.0,1943.0,宜蘭分局,宜蘭縣宜蘭市擺厘里女中路二段491巷2號
TME0030,宜蘭縣宜蘭市進士里女中路三段209號,24.745077,121.742359,1.0,2543.0,宜蘭分局,宜蘭縣宜蘭市進士里女中路三段209號
TME0031,宜蘭縣宜蘭市進士里嵐峰路二段14號,24.7421712,121.7463234,1.0,557.0,宜蘭分局,宜蘭縣宜蘭市進士里嵐峰路二段14號
TME0033,宜蘭縣宜蘭市進士里女中路三段123號,24.7448609,121.7448055,1.0,363.0,宜蘭分局,宜蘭縣宜蘭市進士里女中路三段123號
TME0034,宜蘭縣宜蘭市進士里女中路三段49號,24.7447818,121.7464903,1.0,1433.0,宜蘭分局,宜蘭縣宜蘭市進士里女中路三段49號
TME0035,宜蘭縣宜蘭市進士里進士路171號,24.7443745,121.7480169,1.0,1613.0,宜蘭分局,宜蘭縣宜蘭市進士里進士路171號
TME0036,宜蘭縣宜蘭市擺厘里嵐峰路一段84號,24.7427705,121.7537274,1.0,181.0,宜蘭分局,宜蘭縣宜蘭市擺厘里嵐峰路一段84號
TME0037,宜蘭縣宜蘭市擺厘里女中路二段355號,24.7454748,121.7534369,1.0,733.0,宜蘭分局,宜蘭縣宜蘭市擺厘里女中路二段355號
TME0038,宜蘭縣宜蘭市擺厘里嵐峰路一段146號,24.7423958,121.7518393,1.0,285.0,宜蘭分局,宜蘭縣宜蘭市擺厘里嵐峰路一段146號
TME0041,宜蘭縣宜蘭市擺厘里自強路92號,24.7429292,121.7499305,2.0,1674.0,宜蘭分局,宜蘭縣宜蘭市擺厘里自強路92號
TME0043,宜蘭縣宜蘭市建業里縣政九街65號,24.7312485,121.7576798,1.0,1450.0,宜蘭分局,宜蘭縣宜蘭市建業里縣政九街65號
TME0045,宜蘭縣宜蘭市擺厘里女中路二段355號,24.7453914,121.753373,1.0,580.0,宜蘭分局,宜蘭縣宜蘭市擺厘里女中路二段355號
TME0046,宜蘭縣宜蘭市擺厘里女中路二段355號,24.7453914,121.753373,1.0,492.0,宜蘭分局,宜蘭縣宜蘭市擺厘里女中路二段355號
TME0047,宜蘭縣宜蘭市南津里凱旋路130號,24.7244611,121.763175,1.0,789.0,宜蘭分局,宜蘭縣宜蘭市南津里凱旋路130號
TME0048,宜蘭縣宜蘭市南津里中山路一段399號,24.7294747,121.7644558,1.0,7562.0,宜蘭分局,宜蘭縣宜蘭市南津里中山路一段399號
TME0049,宜蘭縣宜蘭市進士里嵐峰路一段46號,24.7429272,121.7547009,1.0,405.0,宜蘭分局,宜蘭縣宜蘭市進士里嵐峰路一段46號
TME0050,宜蘭縣宜蘭市擺厘里擺里路9-38號,24.743695,121.7513541,1.0,588.0,宜蘭分局,宜蘭縣宜蘭市擺厘里擺里路9-38號
TME0051,宜蘭縣宜蘭市進士里嵐峰路一段175號,24.742095,121.7516327,1.0,1098.0,宜蘭分局,宜蘭縣宜蘭市進士里嵐峰路一段175號
TME0052,宜蘭縣宜蘭市擺厘里女中路二段383號,24.7450894,121.7523082,1.0,788.0,宜蘭分局,宜蘭縣宜蘭市擺厘里女中路二段383號
TME0053,宜蘭縣宜蘭市擺厘里嵐峰路一段320號,24.7419417,121.7476152,1.0,1672.0,宜蘭分局,宜蘭縣宜蘭市擺厘里嵐峰路一段320號
TMD0001,宜蘭縣宜蘭市新東里林森路100號,24.7554756,121.7599884,1.0,200.0,宜蘭分局,宜蘭縣宜蘭市新東里林森路100號
TMD0002,宜蘭縣宜蘭市新東里陽明三路38號,24.7496455,121.7659524,1.0,1298.0,宜蘭分局,宜蘭縣宜蘭市新東里陽明三路38號
TMD0005,宜蘭縣宜蘭市成功里延平路38-28號,24.7556085,121.7654128,1.0,189.0,宜蘭分局,宜蘭縣宜蘭市成功里延平路38-28號
TMD0006,宜蘭縣宜蘭市成功里東港路二段110巷50號,24.7513232,121.7684117,2.0,940.0,宜蘭分局,宜蘭縣宜蘭市成功里東港路二段110巷50號
TMD0007,宜蘭縣宜蘭市成功里成功路50號,24.7569303,121.7657633,1.0,2169.0,宜蘭分局,宜蘭縣宜蘭市成功里成功路50號
TMD0008,宜蘭縣宜蘭市新東里東港路二段155巷2號,24.7515166,121.7669074,1.0,1490.0,宜蘭分局,宜蘭縣宜蘭市新東里東港路二段155巷2號
TMD0009,宜蘭縣宜蘭市延平里延平路56巷8號,24.7553671,121.766968,1.0,670.0,宜蘭分局,宜蘭縣宜蘭市延平里延平路56巷8號
TMD0010,宜蘭縣宜蘭市成功里延平路50號,24.7556631,121.7669525,1.0,1832.0,宜蘭分局,宜蘭縣宜蘭市成功里延平路50號
TMD0011,宜蘭縣宜蘭市延平里東港路二段420號,24.755009,121.7627545,1.0,1088.0,宜蘭分局,宜蘭縣宜蘭市延平里東港路二段420號
TMD0012,宜蘭縣宜蘭市成功里延平路42巷2弄8號,24.7547725,121.7643422,1.0,1920.0,宜蘭分局,宜蘭縣宜蘭市成功里延平路42巷2弄8號
TMD0013,宜蘭縣宜蘭市成功里延平路38-32號,24.7556743,121.765655,1.0,164.0,宜蘭分局,宜蘭縣宜蘭市成功里延平路38-32號
TMD0014,宜蘭縣宜蘭市延平里延平路56巷5號,24.7554538,121.7674008,1.0,1238.0,宜蘭分局,宜蘭縣宜蘭市延平里延平路56巷5號
TMD0015,宜蘭縣宜蘭市成功里延平路50號,24.7556631,121.7669525,1.0,221.0,宜蘭分局,宜蘭縣宜蘭市成功里延平路50號
TMD0016,宜蘭縣宜蘭市成功里延平路34號,24.7549068,121.7638909,1.0,1391.0,宜蘭分局,宜蘭縣宜蘭市成功里延平路34號
TMD0017,宜蘭縣宜蘭市新東里校舍一路83巷,24.7507009,121.7646971,1.0,3418.0,宜蘭分局,宜蘭縣宜蘭市新東里校舍一路83巷
TMD0018,宜蘭縣宜蘭市延平里黎明三路一段57巷1號,24.7532596,121.7676137,1.0,4196.0,宜蘭分局,宜蘭縣宜蘭市延平里黎明三路一段57巷1號
TMD0020,宜蘭縣宜蘭市延平里黎明三路一段27巷2號,24.7525599,121.7677889,1.0,344.0,宜蘭分局,宜蘭縣宜蘭市延平里黎明三路一段27巷2號
TMD0021,宜蘭縣宜蘭市新東里校舍路19號,24.7515085,121.763358,1.0,808.0,宜蘭分局,宜蘭縣宜蘭市新東里校舍路19號
TMD0022,宜蘭縣宜蘭市中興里中興路330巷3號,24.756879,121.7619343,1.0,2680.0,宜蘭分局,宜蘭縣宜蘭市中興里中興路330巷3號
TMD0023,宜蘭縣宜蘭市中興里慈安路84巷,24.760417,121.7644547,1.0,1333.0,宜蘭分局,宜蘭縣宜蘭市中興里慈安路84巷
TMD0025,宜蘭縣宜蘭市新東里林森路116號,24.756768,121.760658,1.0,448.0,宜蘭分局,宜蘭縣宜蘭市新東里林森路116號
TMD0026,宜蘭縣宜蘭市東村里陽明路131巷93號,24.7461224,121.7585225,1.0,187.0,宜蘭分局,宜蘭縣宜蘭市東村里陽明路131巷93號
TMD0027,宜蘭縣宜蘭市延平里延平路50號,24.7556631,121.7669525,1.0,168.0,宜蘭分局,宜蘭縣宜蘭市延平里延平路50號
TMD0028,宜蘭縣宜蘭市新東里校舍路200號,24.7504722,121.7581958,1.0,111.0,宜蘭分局,宜蘭縣宜蘭市新東里校舍路200號
TMD0029,宜蘭縣宜蘭市新東里陽明二路82號,24.7504713,121.7635533,1.0,952.0,宜蘭分局,宜蘭縣宜蘭市新東里陽明二路82號
TMD0030,宜蘭縣宜蘭市東村里陽明二路46號,24.7497453,121.7640206,1.0,327.0,宜蘭分局,宜蘭縣宜蘭市東村里陽明二路46號
TMD0031,宜蘭縣宜蘭市東村里黎明三路211號,24.7450333,121.7682943,1.0,184.0,宜蘭分局,宜蘭縣宜蘭市東村里黎明三路211號
TMD0032,宜蘭縣宜蘭市新東里校舍路1號,24.7519701,121.7642722,1.0,103.0,宜蘭分局,宜蘭縣宜蘭市新東里校舍路1號
TMF0001,宜蘭縣員山鄉員山村員山路一段210號,24.7455355,121.726448,1.0,188.0,宜蘭分局,宜蘭縣員山鄉員山村員山路一段210號
TMF0002,宜蘭縣員山鄉員山村金山西路265號,24.74626,121.72135,1.0,721.0,宜蘭分局,宜蘭縣員山鄉員山村金山西路265號
TMF0003,宜蘭縣員山鄉員山村復興路20號,24.7451029,121.7226736,1.0,147.0,宜蘭分局,宜蘭縣員山鄉員山村復興路20號
TMF0004,宜蘭縣員山鄉員山村員山路一段143巷23號,24.7455739,121.728086,1.0,723.0,宜蘭分局,宜蘭縣員山鄉員山村員山路一段143巷23號
TMG0001,宜蘭縣員山鄉枕山村枕山路149之46號,24.7677703,121.711531,1.0,473.0,宜蘭分局,宜蘭縣員山鄉枕山村枕山路149之46號
TMG0003,宜蘭縣員山鄉永和村溫泉路8號,24.7493709,121.7134841,1.0,113.0,宜蘭分局,宜蘭縣員山鄉永和村溫泉路8號
TMI0001,宜蘭縣員山鄉內城村榮光路386號,24.7219914,121.6872493,1.0,702.0,宜蘭分局,宜蘭縣員山鄉內城村榮光路386號
TMI0002,宜蘭縣員山鄉內城村榮光路386號,24.7219914,121.6872493,1.0,692.0,宜蘭分局,宜蘭縣員山鄉內城村榮光路386號
TMI0003,宜蘭縣員山鄉內城村榮光路386號,24.7219914,121.6872493,1.0,1356.0,宜蘭分局,宜蘭縣員山鄉內城村榮光路386號
TPA0037,宜蘭縣羅東鎮公正里中正北路40號,24.6795037,121.7719658,1.0,114.0,羅東分局,宜蘭縣羅東鎮公正里中正北路40號
TPA0038,宜蘭縣羅東鎮公正里公正路158號,24.678912,121.769111,1.0,746.0,羅東分局,宜蘭縣羅東鎮公正里公正路158號
TPA0044,宜蘭縣羅東鎮信義里中正北路93號,24.681783,121.771168,1.0,109.0,羅東分局,宜蘭縣羅東鎮信義里中正北路93號
TPA0045,宜蘭縣羅東鎮賢文里民意街115號,24.6775561,121.7642426,1.0,216.0,羅東分局,宜蘭縣羅東鎮賢文里民意街115號
TPA0046,宜蘭縣羅東鎮集祥里興東路8-1號,24.6774097,121.7684588,2.0,973.0,羅東分局,宜蘭縣羅東鎮集祥里興東路8-1號
TPA0050,宜蘭縣羅東鎮樹林里公正路324號,24.6807286,121.761905,1.0,424.0,羅東分局,宜蘭縣羅東鎮樹林里公正路324號
TPA0055,宜蘭縣羅東鎮賢文里興東路16號,24.6781677,121.768628,1.0,181.0,羅東分局,宜蘭縣羅東鎮賢文里興東路16號
TPA0059,宜蘭縣羅東鎮公正里公正路157號,24.6785504,121.7697348,1.0,346.0,羅東分局,宜蘭縣羅東鎮公正里公正路157號
TPA0063,宜蘭縣羅東鎮公正里公正路鍾山新村1號,24.6804705,121.766518,1.0,454.0,羅東分局,宜蘭縣羅東鎮公正里公正路鍾山新村1號
TPA0065,宜蘭縣羅東鎮賢文里純精路二段226巷3號,24.6789561,121.7643495,1.0,264.0,羅東分局,宜蘭縣羅東鎮賢文里純精路二段226巷3號
TPA0069,宜蘭縣羅東鎮賢文里民權路160號,24.676616,121.7658876,1.0,266.0,羅東分局,宜蘭縣羅東鎮賢文里民權路160號
TPA0070,宜蘭縣羅東鎮公正里公正路284巷1號,24.6800621,121.7650741,1.0,380.0,羅東分局,宜蘭縣羅東鎮公正里公正路284巷1號
TPA0071,宜蘭縣羅東鎮公正里公正路238號,24.679551,121.7667146,1.0,330.0,羅東分局,宜蘭縣羅東鎮公正里公正路238號
TPA0072,宜蘭縣羅東鎮信義里純精路3段160巷16號,24.682495,121.765975,1.0,733.0,羅東分局,宜蘭縣羅東鎮信義里純精路3段160巷16號
TPA0073,宜蘭縣羅東鎮集祥里公正路103號,24.6782073,121.7709116,1.0,213.0,羅東分局,宜蘭縣羅東鎮集祥里公正路103號
TPA0074,宜蘭縣羅東鎮信義里純精路3段252巷26號,24.6836672,121.7662904,1.0,681.0,羅東分局,宜蘭縣羅東鎮信義里純精路3段252巷26號
TPA0075,宜蘭縣羅東鎮公正里天津路42號,24.679704,121.770143,2.0,1019.0,羅東分局,宜蘭縣羅東鎮公正里天津路42號
TPA0076,宜蘭縣羅東鎮集祥里天津路1巷12號,24.6777668,121.7688673,1.0,98.0,羅東分局,宜蘭縣羅東鎮集祥里天津路1巷12號
TPA0079,宜蘭縣羅東鎮樹林里公正路324號,24.6807286,121.761905,1.0,1164.0,羅東分局,宜蘭縣羅東鎮樹林里公正路324號
TPA0080,宜蘭縣羅東鎮賢文里興東路85號,24.6783311,121.7684031,1.0,965.0,羅東分局,宜蘭縣羅東鎮賢文里興東路85號
TPA0081,宜蘭縣羅東鎮集祥里興東路16號,24.6781677,121.768628,1.0,609.0,羅東分局,宜蘭縣羅東鎮集祥里興東路16號
TPA0082,宜蘭縣羅東鎮信義里中正北路42號,24.6795451,121.772005,1.0,942.0,羅東分局,宜蘭縣羅東鎮信義里中正北路42號
TPA0083,宜蘭縣羅東鎮公正里倉前路68號,24.681226,121.769097,1.0,1782.0,羅東分局,宜蘭縣羅東鎮公正里倉前路68號
TPA0084,宜蘭縣羅東鎮公正里倉前路119號,24.6811527,121.7680597,1.0,160.0,羅東分局,宜蘭縣羅東鎮公正里倉前路119號
TPA0085,宜蘭縣羅東鎮信義里純精路3段162號,24.6829401,121.7655607,1.0,1162.0,羅東分局,宜蘭縣羅東鎮信義里純精路3段162號
TPA0086,宜蘭縣羅東鎮信義里天津路85號,24.68177,121.7704895,1.0,844.0,羅東分局,宜蘭縣羅東鎮信義里天津路85號
TPA0087,宜蘭縣羅東鎮信義里純精路3段252巷3號,24.6842316,121.7665349,1.0,1260.0,羅東分局,宜蘭縣羅東鎮信義里純精路3段252巷3號
TPA0088,宜蘭縣羅東鎮信義里興東路245號,24.6830472,121.7699445,0.0,518.0,羅東分局,宜蘭縣羅東鎮信義里興東路245號
TPA0089,宜蘭縣羅東鎮信義里愛國路85號,24.685316,121.7680872,1.0,473.0,羅東分局,宜蘭縣羅東鎮信義里愛國路85號
TPA0090,宜蘭縣羅東鎮信義里興東路263號,24.6838191,121.77022,1.0,829.0,羅東分局,宜蘭縣羅東鎮信義里興東路263號
TPA0091,宜蘭縣羅東鎮賢文里民生路113號,24.6778807,121.7658807,1.0,330.0,羅東分局,宜蘭縣羅東鎮賢文里民生路113號
TPA0092,宜蘭縣羅東鎮公正里公正路196號,24.6791862,121.7680421,1.0,262.0,羅東分局,宜蘭縣羅東鎮公正里公正路196號
TPA0093,宜蘭縣羅東鎮賢文里純精路2段195號,24.6790305,121.7635975,1.0,3224.0,羅東分局,宜蘭縣羅東鎮賢文里純精路2段195號
TPA0094,宜蘭縣羅東鎮信義里興東路280號,24.6843395,121.7706377,1.0,372.0,羅東分局,宜蘭縣羅東鎮信義里興東路280號
TPA0096,宜蘭縣羅東鎮賢文里公正路289號,24.6800598,121.7635631,1.0,1369.0,羅東分局,宜蘭縣羅東鎮賢文里公正路289號
TPA0097,宜蘭縣羅東鎮賢文里河濱路25號,24.6878307,121.7521603,1.0,373.0,羅東分局,宜蘭縣羅東鎮賢文里河濱路25號
TPA0099,宜蘭縣羅東鎮樹林里豐年路207號,24.682358,121.7618327,1.0,1130.0,羅東分局,宜蘭縣羅東鎮樹林里豐年路207號
TPA0103,宜蘭縣羅東鎮賢文里公正路371號,24.6804358,121.7611148,1.0,860.0,羅東分局,宜蘭縣羅東鎮賢文里公正路371號
TPA0105,宜蘭縣羅東鎮信義里興東路117號,24.679657,121.768822,1.0,316.0,羅東分局,宜蘭縣羅東鎮信義里興東路117號
TPA0106,宜蘭縣羅東鎮賢文里公正路173號,24.6789721,121.7679528,2.0,145.0,羅東分局,宜蘭縣羅東鎮賢文里公正路173號
TPA0107,宜蘭縣羅東鎮信義里純精路3段162號,24.683066,121.765898,1.0,2092.0,羅東分局,宜蘭縣羅東鎮信義里純精路3段162號
TPA0108,宜蘭縣羅東鎮公正里倉前路81號,24.6807791,121.769661,2.0,560.0,羅東分局,宜蘭縣羅東鎮公正里倉前路81號
TPA0109,宜蘭縣羅東鎮信義里純精路三段107號,24.6826413,121.7647796,1.0,524.0,羅東分局,宜蘭縣羅東鎮信義里純精路三段107號
TPA0147,宜蘭縣羅東鎮國華里國華路101號,24.6765027,121.7607902,1.0,314.0,羅東分局,宜蘭縣羅東鎮國華里國華路101號
TPA0166,宜蘭縣羅東鎮國華里國華路101號,24.6765027,121.7607902,1.0,170.0,羅東分局,宜蘭縣羅東鎮國華里國華路101號
TPA0324,宜蘭縣羅東鎮賢文里中華路45號,24.6776342,121.7667344,1.0,277.0,羅東分局,宜蘭縣羅東鎮賢文里中華路45號
TPA0325,宜蘭縣羅東鎮集祥里公正路155號,24.6784933,121.7698821,3.0,1446.0,羅東分局,宜蘭縣羅東鎮集祥里公正路155號
TPA0329,宜蘭縣羅東鎮樹林里樹人路36號,24.6815361,121.7633766,1.0,1188.0,羅東分局,宜蘭縣羅東鎮樹林里樹人路36號
TPA0330,宜蘭縣羅東鎮信義里長春路62號,24.678057,121.7708871,1.0,1179.0,羅東分局,宜蘭縣羅東鎮信義里長春路62號
TPA0342,宜蘭縣羅東鎮信義里興東路269號,24.6840205,121.770294,1.0,506.0,羅東分局,宜蘭縣羅東鎮信義里興東路269號
TPA0344,宜蘭縣羅東鎮賢文里中華路29-1號,24.6767944,121.7663931,1.0,257.0,羅東分局,宜蘭縣羅東鎮賢文里中華路29-1號
TPA0353,宜蘭縣羅東鎮公正里公正路119號,24.6783794,121.7702587,1.0,678.0,羅東分局,宜蘭縣羅東鎮公正里公正路119號
TPA0355,宜蘭縣羅東鎮信義里林場路1號,24.6838913,121.7711109,1.0,669.0,羅東分局,宜蘭縣羅東鎮信義里林場路1號
TPA0359,宜蘭縣羅東鎮公正里中華路99號,24.6824518,121.768302,1.0,1228.0,羅東分局,宜蘭縣羅東鎮公正里中華路99號
TPA0361,宜蘭縣羅東鎮國華里國華街101號,24.6773113,121.7610201,1.0,1779.0,羅東分局,宜蘭縣羅東鎮國華里國華街101號
TPA0368,宜蘭縣羅東鎮賢文里忠孝路90巷26號,24.676883,121.765946,1.0,660.0,羅東分局,宜蘭縣羅東鎮賢文里忠孝路90巷26號
TPA0370,宜蘭縣羅東鎮賢文里中華路47號,24.6789072,121.7670582,2.0,7452.0,羅東分局,宜蘭縣羅東鎮賢文里中華路47號
