建築物名稱,縣(市),鄉鎮市區,村里別,地址,"避難 樓層","防空避難 設備面積(平方公尺)",是否兼作停車空間,"容量 （自動計算）",轄管分局,緯經度,備註
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中正路106號,1.0,"28 ",,31.0,苗栗分局,"24.567736602164754, 120.8242002959053",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中正路102號,1.0,"90 ",,100.0,苗栗分局,"24.56775785970109, 120.82414795172556",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中正路85號,1.0,"10 ",,11.0,苗栗分局,"24.56807201382476, 120.82452996892076",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中山路126號,1.0,"37 ",,41.0,苗栗分局,"24.567127660879112, 120.82325106706935",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中正路73號,1.0,"20 ",,22.0,苗栗分局,"24.568391198336677, 120.8245205824131",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中正路97號,1.0,"100 ",,111.0,苗栗分局,"24.567983247076302, 120.82443626706942",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中山路118號,1.0,"30 ",,33.0,苗栗分局,"24.567386717999142, 120.82321443638195",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中山路116號,1.0,"48 ",,53.0,苗栗分局,"24.567470460238358, 120.82322318056151",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中正路107號,1.0,"100 ",,111.0,苗栗分局,"24.56771652947185, 120.82437212288967",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中山路120號,1.0,"37 ",,41.0,苗栗分局,"24.56728588775169, 120.82321680939742",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中山路122號,1.0,"37 ",,41.0,苗栗分局,"24.567263403012348, 120.82327818241313",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中正路89號,1.0,"20 ",,22.0,苗栗分局,"24.56816996174942, 120.82457085542845",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中正路79號,1.0,"24 ",,26.0,苗栗分局,"24.568428973493546, 120.82439130754608",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市建國街23號,1.0,"18 ",,20.0,苗栗分局,"24.5695341415092, 120.82387662288983",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府東路95巷5號,1.0,"42 ",,46.0,苗栗分局,"24.563072352580395, 120.82126100939723",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府東路10號,1.0,"53 ",,58.0,苗栗分局,"24.564939222764025, 120.82161456706912",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府東路89號,1.0,"29 ",,32.0,苗栗分局,"24.5629722471488, 120.82143712288953",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府東路85號,1.0,"23 ",,25.0,苗栗分局,"24.563354536266154, 120.8215645805615",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府東路83號,1.0,"36 ",,40.0,苗栗分局,"24.56349686766493, 120.82157236706915",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府東路67號,1.0,"48 ",,53.0,苗栗分局,"24.56348819396273, 120.82160615357695",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府東路57號,1.0,"41 ",,45.0,苗栗分局,"24.563836393393267, 120.82175071124888",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府東路95巷10號,1.0,"25 ",,27.0,苗栗分局,"24.562228588722956, 120.8216656390863",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府東路95巷1號,1.0,"70 ",,77.0,苗栗分局,"24.562666834724965, 120.8215281715135",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府東路9號,1.0,"66 ",,73.0,苗栗分局,"24.565006496006202, 120.82193568241293",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府東路4號,1.0,"200 ",,222.0,苗栗分局,"24.56485914926657, 120.82177556307747",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市縣府路71號,1.0,"66 ",,73.0,苗栗分局,"24.56397945717085, 120.82174680585274",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市縣府路69號,1.0,"32 ",,35.0,苗栗分局,"24.56400075229623, 120.82193659277851",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市縣府路67號,1.0,"56 ",,62.0,苗栗分局,"24.56392705204953, 120.8219018056765",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市縣府路63號,1.0,"133 ",,147.0,苗栗分局,"24.56385959423694, 120.82203115660225",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市縣府路62號,1.0,"80 ",,88.0,苗栗分局,"24.56438871493251, 120.8221447277663",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路131號,1.0,"28 ",,31.0,苗栗分局,"24.560859130706582, 120.81856375172536",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路133號,1.0,"25 ",,27.0,苗栗分局,"24.560768682177834, 120.81862468241286",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路129號,1.0,"34 ",,37.0,苗栗分局,"24.560814665888074, 120.81856396521766",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路95號,1.0,"53 ",,58.0,苗栗分局,"24.561634987249093, 120.81921400754591",
縣立文化中心,苗栗縣,苗栗市,建功里,苗栗縣苗栗市自治路50號,1.0,"800 ",,888.0,苗栗分局,"24.566630273504746, 120.82020803638196",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路63巷1號,1.0,"68 ",,75.0,苗栗分局,"24.5622565959766, 120.81998422474094",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路61-1號,1.0,"126 ",,140.0,苗栗分局,"24.562252727993904, 120.81981335172553",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路61號,1.0,"29 ",,32.0,苗栗分局,"24.562252137983084, 120.81997868241295",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路135號,1.0,"29 ",,32.0,苗栗分局,"24.56079885647508, 120.8186341112487",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中山路82號,1.0,"21 ",,23.0,苗栗分局,"24.568072956278087, 120.82312176521796",
中油公司,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中正路140號,1.0,"1152 ",,1280.0,苗栗分局,"24.566680646398467, 120.82384170754611",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市建民街60號,1.0,"606 ",,673.0,苗栗分局,"24.566179278048853, 120.82386711124896",
苗栗市信用合作社,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中正路81號,1.0,"75 ",,83.0,苗栗分局,"24.568259601227833, 120.82453698241302",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市國華路100號,1.0,"20 ",,22.0,苗栗分局,"24.57394571976727, 120.8310133670696",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市為公路458號,1.0,"31 ",,34.0,苗栗分局,"24.572677250505244, 120.83372108241315",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市國華路69號,1.0,"26 ",,28.0,苗栗分局,"24.573529077420993, 120.83145528241319",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市國華路94號,1.0,"28 ",,31.0,苗栗分局,"24.573936819781014, 120.83106816521793",
民宅公寓,苗栗縣,苗栗市,嘉盛里,苗栗縣苗栗市育英街16號,1.0,"21 ",,23.0,苗栗分局,"24.57195878010815, 120.83172305357724",
住宅大樓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路240號,2.0,"818 ",,908.0,苗栗分局,"24.56458176090072, 120.82391163823331",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路264號,1.0,"23 ",,25.0,苗栗分局,"24.564090603696187, 120.82384372288949",
建功國小,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路241號,1.0,"249 ",,276.0,苗栗分局,"24.56468900762354, 120.82425869590517",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路328號,1.0,"20 ",,22.0,苗栗分局,"24.562843495016946, 120.82330949590515",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中山路253號,1.0,"117 ",,130.0,苗栗分局,"24.56419593002996, 120.82334049590509",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路336號,1.0,"80 ",,88.0,苗栗分局,"24.562726885038565, 120.82320966706926",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中山路269號,1.0,"10 ",,11.0,苗栗分局,"24.56381856191121, 120.82334796706928",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中山路267號,1.0,"10 ",,11.0,苗栗分局,"24.563825477655026, 120.8233109959052",
縣立體育館,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路191號,1.0,"1000 ",,1111.0,苗栗分局,"24.56568264810843, 120.82441306706923",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市建功街11號,1.0,"37 ",,41.0,苗栗分局,"24.56374537777346, 120.82539115357699",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路310號,1.0,"27 ",,30.0,苗栗分局,"24.56328303637741, 120.82328069405361",
建功國小,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路241號,1.0,"30 ",,33.0,苗栗分局,"24.564669492030806, 120.82421578056147",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路265號,1.0,"48 ",,53.0,苗栗分局,"24.56389983541692, 120.82418141124884",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路222號,1.0,"13 ",,14.0,苗栗分局,"24.564898302689652, 120.82391668056151",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市建功街31號,1.0,"29 ",,32.0,苗栗分局,"24.563919609001566, 120.82507198241277",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路335號,1.0,"20 ",,22.0,苗栗分局,"24.56267161123666, 120.82339673823317",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路315號,1.0,"23 ",,25.0,苗栗分局,"24.562954963054565, 120.8236128959051",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路325號,1.0,"50 ",,55.0,苗栗分局,"24.562860452943465, 120.82337527870995",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路327號,1.0,"47 ",,52.0,苗栗分局,"24.56275673719725, 120.82350103638176",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路323號,1.0,"82 ",,91.0,苗栗分局,"24.562825863225452, 120.82350478056152",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路319號,1.0,"40 ",,44.0,苗栗分局,"24.56293765281121, 120.82353708056135",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路331號,1.0,"25 ",,27.0,苗栗分局,"24.56276068497012, 120.82338276521757",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路289巷19號,1.0,"35 ",,38.0,苗栗分局,"24.56311467870673, 120.82467091124875",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市建功街32巷19號,1.0,"23 ",,25.0,苗栗分局,"24.564902533855104, 120.82534578241298",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市建功街32巷15號,1.0,"19 ",,21.0,苗栗分局,"24.564820533982804, 120.82529555357709",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路275號,1.0,"110 ",,122.0,苗栗分局,"24.563716062046982, 120.82408631124888",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路333巷6-1號,1.0,"27 ",,30.0,苗栗分局,"24.562559911436683, 120.82394656706904",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路26號,1.0,"90 ",,100.0,苗栗分局,"24.56958355628852, 120.82445726892085",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路354巷1號,1.0,"18 ",,20.0,苗栗分局,"24.562495169536977, 120.82303276706915",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路339號,1.0,"27 ",,30.0,苗栗分局,"24.562591153404757, 120.8233439805614",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路344號,1.0,"34 ",,37.0,苗栗分局,"24.562483663678503, 120.82312656706922",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路289巷21弄7號,1.0,"40 ",,44.0,苗栗分局,"24.56309886840881, 120.82465794987394",
住宅大樓,苗栗縣,三義鄉,西湖村12鄰,苗栗縣苗栗市自治路567巷80號,1.0,"292 ",,324.0,苗栗分局,"24.571921151918723, 120.81812756521794",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市北苗里39鄰正發路93號,1.0,"20 ",,22.0,苗栗分局,"24.569398041742346, 120.8186092517257",
住宅大樓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市北苗里40鄰文峯街52號,1.0,"820 ",v,569.0,苗栗分局,"24.567929465451677, 120.81895711296524",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市蕉嶺街16號,1.0,"20 ",,22.0,苗栗分局,"24.566874430783617, 120.81860975357702",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市蕉嶺街18號,1.0,"20 ",,22.0,苗栗分局,"24.566962461187828, 120.81866046892081",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市蕉嶺街20號,1.0,"20 ",,22.0,苗栗分局,"24.56692086126558, 120.81844325172561",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市蕉嶺街22號,1.0,"20 ",,22.0,苗栗分局,"24.566970145902413, 120.81870166706923",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市蕉嶺街23號,1.0,"40 ",,44.0,苗栗分局,"24.567021003446513, 120.81813855357719",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路86號,1.0,"54 ",,60.0,苗栗分局,"24.56629433168725, 120.81874258241298",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路90號,1.0,"54 ",,60.0,苗栗分局,"24.566409204542282, 120.81868578241294",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路62巷31號,1.0,"23 ",,25.0,苗栗分局,"24.56710975755344, 120.81928292474116",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路62巷33號,1.0,"23 ",,25.0,苗栗分局,"24.56726619107899, 120.81922035172562",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路62巷29號,1.0,"24 ",,26.0,苗栗分局,"24.567175260790126, 120.81919659405382",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路62巷15號,1.0,"591 ",,656.0,苗栗分局,"24.56677867683517, 120.8191634363818",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路62巷26號,1.0,"58 ",,64.0,苗栗分局,"24.566881991916844, 120.81957282474114",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路62巷11號,1.0,"19 ",,21.0,苗栗分局,"24.566533231315116, 120.81935358056143",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路62巷22號,1.0,"58 ",,64.0,苗栗分局,"24.56679673090462, 120.81969338241286",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路62巷2號,1.0,"32 ",,35.0,苗栗分局,"24.566110789673534, 120.8196473400848",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路62巷8號,1.0,"29 ",,32.0,苗栗分局,"24.56641225062412, 120.81938759220222",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路62巷12號,1.0,"27 ",,30.0,苗栗分局,"24.56649280439268, 120.81957378241309",
中正圖書館,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路50號,1.0,"200 ",,222.0,苗栗分局,"24.566119101168276, 120.82044151124887",
都市發展局,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市英才路45號,1.0,"1547 ",,1718.0,苗栗分局,"24.567044929886052, 120.82096412616276",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路52巷47號,1.0,"18 ",,20.0,苗栗分局,"24.56714753035822, 120.81976375172557",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市龍川街11號,1.0,"40 ",,44.0,苗栗分局,"24.567525490513663, 120.82035071124895",
住宅大樓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市文峰街32號,1.0,"466 ",,517.0,苗栗分局,"24.567985556819195, 120.81947092616295",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路52巷37號,1.0,"20 ",,22.0,苗栗分局,"24.56694263414358, 120.8198133517257",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路52巷35號,1.0,"20 ",,22.0,苗栗分局,"24.566839719064074, 120.81977043638186",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路52巷9號之5,1.0,"35 ",,38.0,苗栗分局,"24.56624766252387, 120.81975340939745",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路182巷2弄1號,1.0,"53 ",,58.0,苗栗分局,"24.56697471880119, 120.81760499405377",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路182巷2弄23號,1.0,"33 ",,36.0,苗栗分局,"24.566811615591863, 120.81701099590525",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路182巷2弄20號,1.0,"19 ",,21.0,苗栗分局,"24.566906930732973, 120.8170478652178",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路182巷2弄22號,1.0,"19 ",,21.0,苗栗分局,"24.56686713079493, 120.81704045357718",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路82巷6號,1.0,"60 ",,66.0,苗栗分局,"24.56628863169604, 120.81889216521772",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路82巷24號,1.0,"40 ",,44.0,苗栗分局,"24.56676388860554, 120.81906448056156",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路82巷53號,1.0,"24 ",,26.0,苗栗分局,"24.56752919050548, 120.81867389405363",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市縣府路122號,1.0,"40 ",,44.0,苗栗分局,"24.56521699113535, 120.81900243638188",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市忠孝路21號,1.0,"25 ",,27.0,苗栗分局,"24.56525284448438, 120.8190330093973",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市忠孝路1號,1.0,"12 ",,13.0,苗栗分局,"24.565835516960302, 120.81928543823335",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市忠孝路27號,1.0,"70 ",,77.0,苗栗分局,"24.56506560248128, 120.81901226706927",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市和平路131號,1.0,"20 ",,22.0,苗栗分局,"24.56172847449297, 120.81707032474097",
苗栗稅捐處,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市府前路46號,1.0,"364 ",,404.0,苗栗分局,"24.562905226723725, 120.8196519112488",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市民族路66巷17弄10號,1.0,"14 ",,15.0,苗栗分局,"24.563731851450616, 120.81939076892074",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市民族路66巷17弄11號,1.0,"14 ",,15.0,苗栗分局,"24.563761125057553, 120.81927275172559",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市民族路66巷17弄12號,1.0,"14 ",,15.0,苗栗分局,"24.563751367189322, 120.81931566706929",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市民族路54號,1.0,"38 ",,42.0,苗栗分局,"24.56351649925482, 120.81951516706937",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市民族路58號,1.0,"180 ",,200.0,苗栗分局,"24.563426736153712, 120.81948445172546",
農田水利會,苗栗縣,苗栗市,建功里,苗栗縣苗栗市民族路61號,1.0,501,,556.0,苗栗分局,"24.563346094194962, 120.81846313638182",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府東路2-6號,1.0,"21 ",,23.0,苗栗分局,"24.56518332228881, 120.82171485357696",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府東路6號,1.0,"22 ",,24.0,苗栗分局,"24.565002407062103, 120.82162726706929",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府東路8號,1.0,"15 ",,16.0,苗栗分局,"24.56501489598788, 120.82168714008469",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府東路10號,1.0,"130 ",,144.0,苗栗分局,"24.56491970721026, 120.82151800754579",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府東路23號,1.0,"90 ",,100.0,苗栗分局,"24.564429134592405, 120.8216746382332",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市和平路67號,1.0,"44 ",,48.0,苗栗分局,"24.56352826760628, 120.81767036706925",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市縣府路141號,1.0,"50 ",,55.0,苗栗分局,"24.565545768084366, 120.8182811670693",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市縣府路134號,1.0,"43 ",,47.0,苗栗分局,"24.565589483501775, 120.81862482705391",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市縣府路140號,1.0,"53 ",,58.0,苗栗分局,"24.565561635243427, 120.81847007684063",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市縣府路142號,1.0,"53 ",,58.0,苗栗分局,"24.565609429540235, 120.81836734125854",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市縣府路154號,1.0,"47 ",,52.0,苗栗分局,"24.56567107176028, 120.81802621242271",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市縣府路156號,1.0,"46 ",,51.0,苗栗分局,"24.565672892895634, 120.81803143451242",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市縣府路158號,1.0,"35 ",,38.0,苗栗分局,"24.565733481467884, 120.81794168358672",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市縣府路160號,1.0,"35 ",,38.0,苗栗分局,"24.565737623738606, 120.81797004985614",
苗栗線稅務局,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路46號,1.0,"24 ",,26.0,苗栗分局,"24.562836921163917, 120.81967336892065",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路86號,1.0,"30 ",,33.0,苗栗分局,"24.561561093829162, 120.81873645357682",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路90號,1.0,"34 ",,37.0,苗栗分局,"24.56133838133498, 120.81865045357702",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路94號,1.0,"21 ",,23.0,苗栗分局,"24.561204555780176, 120.81866722474099",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路96號,1.0,"24 ",,26.0,苗栗分局,"24.56127070721003, 120.81854234008472",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市和平路113號,1.0,"31 ",,34.0,苗栗分局,"24.562500401470082, 120.81713925172546",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市和平路115號,1.0,"31 ",,34.0,苗栗分局,"24.562118506153755, 120.8171995517254",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市和平路121號,1.0,"50 ",,55.0,苗栗分局,"24.561999206302357, 120.81713379590498",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市和平路125號,1.0,"50 ",,55.0,苗栗分局,"24.56200609638632, 120.81710589590507",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市和平路129號,1.0,"25 ",,27.0,苗栗分局,"24.56173646466777, 120.81699228056134",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市和平路137號,1.0,"28 ",,31.0,苗栗分局,"24.56166288085479, 120.81697646706908",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市饒平街16號,1.0,"150 ",,166.0,苗栗分局,"24.56101848180826, 120.8177624824128",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市忠孝路3號,1.0,"115 ",,127.0,苗栗分局,"24.56584666327334, 120.81938592659255",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市忠孝路7號,1.0,"80 ",,88.0,苗栗分局,"24.56555073997551, 120.81908963638175",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市忠孝路15巷9號,1.0,"125 ",,138.0,苗栗分局,"24.56562550178357, 120.8193384382334",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市忠孝路15巷16號,1.0,"100 ",,111.0,苗栗分局,"24.56516977127612, 120.81943076706924",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市自治路59號,1.0,"100 ",,111.0,苗栗分局,"24.56589733634144, 120.81946578241305",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市民族路66巷17弄9號,1.0,"14 ",,15.0,苗栗分局,"24.563770882924988, 120.81927275172555",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市民族路66巷17弄8號,1.0,"14 ",,15.0,苗栗分局,"24.563741609320356, 120.81933712474114",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市自治路82巷55號,1.0,"24 ",,26.0,苗栗分局,"24.567500229808775, 120.81874026706932",
住宅大樓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市文峯街95號,1.0,"224 ",,248.0,苗栗分局,"24.5677870415234, 120.81773429775676",
建功國小,苗栗縣,苗栗市,建功里,苗栗縣苗栗市中正路241號,1.0,"505 ",,561.0,苗栗分局,"24.56456559220068, 120.82427569590514",
民宅公寓,苗栗縣,苗栗市,文山里,苗栗縣苗栗市橫車路323號,1.0,"13 ",,14.0,苗栗分局,"24.57211529369471, 120.81395489590535",
民宅公寓,苗栗縣,苗栗市,文山里,苗栗縣苗栗市橫車路323號,1.0,"12 ",,13.0,苗栗分局,"24.57211529369471, 120.81395489590535",
民宅公寓,苗栗縣,苗栗市,文山里,苗栗縣苗栗市文山11號,1.0,"31 ",,34.0,苗栗分局,"24.56726049386894,  120.8124036844212",
民宅公寓,苗栗縣,苗栗市,文山里,苗栗縣苗栗市文發路76巷7號,1.0,"40 ",,44.0,苗栗分局,"24.567348030045945, 120.81249438056152",
民宅公寓,苗栗縣,苗栗市,文山里,苗栗縣苗栗市文發路82號,1.0,"25 ",,27.0,苗栗分局,"24.567330887678118, 120.81196788241303",
