電腦編號,建築物名稱,地址,緯度,經度,避難樓層,容量,轄管分局,備註
EMA01055,公寓,桃園市桃園區中信里2鄰國強一街94號,24.992917,121.287297,B1,293.0,桃園分局,
EMA01072,瑞士花園,桃園市桃園區中泰里12鄰國聖一街127號,24.986233,121.2887578,B1,1467.0,桃園分局,
EMA01073,必富邑E區,桃園市桃園區龍祥里16鄰龍泉五街41號,24.982311,121.2718572,B1、B2,236.0,桃園分局,
EMA01087,必富邑B區,桃園市桃園區龍壽里13鄰龍城二街49巷1號,24.983116,121.271568,B1、B2,575.0,桃園分局,
EMA01088,桃園市桃園區龍山國民小學,桃園市桃園區龍壽里3鄰龍泉二街36號,24.980357,121.2699031,B1,813.0,桃園分局,
EMA01089,必富邑C區,桃園市桃園區龍壽里11鄰龍城二街47號,24.982861,121.2717116,B1,1059.0,桃園分局,
EMA01121,宏國真愛F區,桃園市桃園區龍鳳里20鄰龍鳳三街65巷15號,24.987002,121.2793322,B1,985.0,桃園分局,
EMA01125,宏國真愛D區,桃園市桃園區龍鳳里28鄰國強七街111號,24.988113,121.2782341,B1,889.0,桃園分局,
EMA01126,宏國真愛C區,桃園市桃園區龍鳳里26鄰國強六街15號,24.987618,121.2789853,B1、B2,1481.0,桃園分局,
EMA01127,波特曼社區,桃園市桃園區龍安里17鄰文中路745號,24.992928,121.2752414,B1、B2、B3,1891.0,桃園分局,
EMA01140,幸福社區,桃園市桃園區龍鳳里25鄰國強六街1號,24.987937,121.2795753,B1,1422.0,桃園分局,
EMA01141,必富邑G區,桃園市桃園區龍壽里15鄰龍泉六街58號,24.983937,121.2718771,B1、B2,787.0,桃園分局,
EMA01142,宏國真愛E區,桃園市桃園區龍鳳里21鄰龍鳳三街65巷2號,24.987038,121.2790588,B1、B2,3603.0,桃園分局,
EMA01152,必富邑F區,桃園市桃園區龍祥里15鄰龍祥街92號,24.980961,121.2715921,B1、B2,787.0,桃園分局,
EMA01154,維也納B區,桃園市桃園區中泰里7鄰宏昌八街97號,24.985417,121.288379,B1、B2,984.0,桃園分局,
EMA01155,英倫皇家,桃園市桃園區中泰里9鄰國聖二街2-54號,24.987285,121.2871839,B1、B2,5210.0,桃園分局,
EMA01156,衛生福利部桃園醫院,桃園市桃園區龍山里8鄰中山路1492號,24.978186,121.2685878,B1、B2,7116.0,桃園分局,
EMA01157,長鼎電機工業股份有限公司,桃園市桃園區龍山里1鄰龍壽街195號,24.983667,121.2679625,B1、B2,842.0,桃園分局,
EMA01161,幸福二期社區,桃園市桃園區龍鳳里24鄰國強七街97號,24.988369,121.2788718,B1,1198.0,桃園分局,
EMA01164,公寓,桃園市桃園區中聖里12鄰國際路一段1167號,24.988543,121.2887947,B1、B2,595.0,桃園分局,
EMA01183,公寓,桃園市桃園區龍鳳里18鄰國豐二街11號,24.989526,121.2808714,B1、B2,720.0,桃園分局,
EMA01184,維也納A區,桃園市桃園區中泰里8鄰宏昌八街118號,24.985731,121.288422,B1、B2,2031.0,桃園分局,
EMA01186,必富邑D區,桃園市桃園區龍壽里12鄰龍祥街108號,24.980221,121.2679059,B1、B2,842.0,桃園分局,
EMA01199,公寓,桃園市桃園區龍安里2鄰龍安街159號,24.991524,121.2790991,B1、B2,842.0,桃園分局,
EMA01214,愛買,桃園市桃園區中信里27鄰中山路958號,24.989636,121.2867765,B1、B2,4877.0,桃園分局,
EMA01225,新名人賞,桃園市桃園區中聖里6鄰中山路847巷2號,24.988887,121.287148,B1、B2、B3,1646.0,桃園分局,
EMA01227,臻好社區,桃園市桃園區龍壽里4鄰龍城三街19號,24.980327,121.2706585,B1、B2,1410.0,桃園分局,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,46595.0,,
