電腦編號,建築物名稱,地址,緯度,經度,避難樓層,容量,轄管分局,備註
T102409,合輝鼎苑社區,桃園市桃園區同安里19鄰天祥一街81號,25.011057,121.3050319,B1、B2,2292.0,桃園分局,
T102410,中正文華社區,桃園市桃園區中正里2鄰廈門街75號,24.994863,121.300044,B1、B2、B3,888.0,桃園分局,
T102411,新晶晶,桃園市桃園區大有里10鄰民富十三街6號,25.012858,121.3199724,B1,321.0,桃園分局,
T102412,誠豐社區,桃園市桃園區中信里13鄰國強一街168-1號,24.992769,121.285145,B1、B2,709.0,桃園分局,
T102413,華爾道夫社區,桃園市桃園區同安里9鄰藝文二街80號,25.013853,121.300902,B1、B2、B3、B4,2630.0,桃園分局,
T102414,光合,桃園市桃園區大業里15鄰民富十一街108號,25.010789,121.3143655,B1、B2,546.0,桃園分局,
T102415,群都三期社區,桃園市桃園區寶安里24鄰南平路588號,25.015553,121.2918933,B1、B2,1830.0,桃園分局,
T101101,力璞當代,桃園市桃園區南埔里10鄰永順街88巷10號,25.007729,121.2967708,B1、B2、B3,1626.0,桃園分局,
T101102,御品苑社區,桃園市桃園區大樹里15鄰大明街56巷1號,24.979545,121.3180839,B1,676.0,桃園分局,
T101103,聚豐耘,桃園市桃園區永安里15鄰永光街97號,24.999750,121.3047532,B1、B2,1315.0,桃園分局,
T101104,合遠首葳,桃園市桃園區長德里17鄰愛二街75號,25.002715,121.3014684,B1、B2、B3,1003.0,桃園分局,
T101105,百川大喆,桃園市桃園區南埔里8鄰永安路776號,25.006306,121.294051,B1、B2,2209.0,桃園分局,
T101106,鼎營和砌社區,桃園市桃園區中路里4鄰延壽街97巷2號,24.993016,121.2917633,B1、B2,421.0,桃園分局,
T101201,英業達股份有限公司,桃園市桃園區大林里18鄰大智路88號,24.978663,121.3266666,B1、B2、B3、B4,8525.0,桃園分局,
T101202,天群社區,桃園市桃園區北埔里12鄰莊二街230號,25.023147,121.2913134,B1、B2,554.0,桃園分局,
T101203,昭揚大隱社區,桃園市桃園區經國里10鄰經國路251巷88號,25.012722,121.3056851,B1、B2,1692.0,桃園分局,
T101204,美力城邦藝美館社區,桃園市桃園區大林里3鄰樹仁三街15巷7號,24.974730,121.323401,B1、B2、B3,735.0,桃園分局,
T101205,公寓,桃園市桃園區武陵里1鄰民生路137號,24.993196,121.3131352,B1、B2、B3,601.0,桃園分局,
T101206,英業達股份有限公司,桃園市桃園區大林里18鄰大智路88號,24.978663,121.3266666,B1、B2、B3、B4,8544.0,桃園分局,
T101207,君悅社區,桃園市桃園區中信里11鄰福信街15號,24.994116,121.2831964,B1、B2、B3,1119.0,桃園分局,
T101301,RICH58商辦大樓,桃園市桃園區同安里6鄰大興西路一段208號,25.013693,121.3026995,B1、B2、B3,616.0,桃園分局,
T101302,桃大富林苑社區,桃園市桃園區中德里2鄰中路街11號,24.961724,121.2935518,B1、B2,4123.0,桃園分局,
T101303,公寓,桃園市桃園區青溪里33鄰三民路一段195號,25.000963,121.3175811,B1、B2,316.0,桃園分局,
T101304,拉斐爾,桃園市桃園區龍壽里1鄰龍泉一街1號,24.979569,121.2712236,B1、B2、B3,2774.0,桃園分局,
T101305,美力城邦國美館社區,桃園市桃園區大林里12鄰樹仁三街67號,24.974567,121.3227495,B1、B2、B3,2692.0,桃園分局,
T101306,巴黎馥,桃園市桃園區長德里13鄰中正三街389號,25.002612,121.2992063,B1、B2、B3,1719.0,桃園分局,
T101401,比佛利社區,桃園市桃園區大林里10鄰樹仁三街131巷26弄12號,24.973695,121.3202477,B1、B2,2547.0,桃園分局,
T101402,大吾疆社區,桃園市桃園區莊敬里15鄰中正路1452號,25.024520,121.2948346,B1、B2、B3,3624.0,桃園分局,
T101403,新晶華,桃園市桃園區大有里10鄰民富十三街28號,25.012690,121.3199897,B1、B2,773.0,桃園分局,
T101404,竹城新城社區,桃園市桃園區中德里9鄰桃智路9號,24.964775,121.2948258,B1、B2、B3,2723.0,桃園分局,
T101405,青川社區,桃園市桃園區忠義里5鄰大業路一段19巷70號,25.004681,121.3165555,B1,737.0,桃園分局,
T100101,大秀南玉社區,桃園市桃園區玉山里11鄰大同西路75巷1號,24.987955,121.3019843,B1、B2,522.0,桃園分局,
T100102,竹成大和,桃園市桃園區同德里6鄰同德六街169號,25.015130,121.2967523,B1、B2、B3,4542.0,桃園分局,
T100103,IF國際貿易中心大樓,桃園市桃園區瑞慶里10鄰中正路1351號,25.022567,121.2951621,B1、B2、B3、B4,1367.0,桃園分局,
T100104,中正美館,桃園市桃園區永安里20鄰中正三街153號,24.998826,121.304376,B1、B2、B3,746.0,桃園分局,
T100105,葳旺有限公司,桃園市桃園區建國里15鄰大林路20-2號,24.988488,121.3164975,B1,364.0,桃園分局,
T100201,紐約大時代,桃園市桃園區中寧里17鄰大興西路二段69巷118號,25.010422,121.2988641,B1、B2、B3,6421.0,桃園分局,
T100202,公寓,桃園市桃園區中德里8鄰國際路一段136號,24.965169,121.2924775,B1,263.0,桃園分局,
T100203,經國亞緻社區,桃園市桃園區經國里1鄰慈文路14號,25.011287,121.307676,B1、B2、B3,1535.0,桃園分局,
T100204,竹城橫濱社區,桃園市桃園區春日里5鄰大業路二段208號,25.020301,121.3105596,B1、B2、B3,2027.0,桃園分局,
T100205,豐達百邑社區,桃園市桃園區龍鳳里11鄰國豐三街72號1樓,24.989506,121.2794396,B1,855.0,桃園分局,
T100206,明勝兒童課後課後照顧服務中心,桃園市桃園區龍安里5鄰國豐十街252號,24.991787,121.2748881,B1,52.0,桃園分局,
T100207,家賀,桃園市桃園區大有里4鄰民有東路1巷1號,25.014615,121.3195154,B1、B2、B3,276.0,桃園分局,
T100301,台灣表面黏著科技公司,桃園市桃園區大樹里5鄰桃鶯路437號,24.979095,121.3218665,B1,3463.0,桃園分局,
T100302,公寓,桃園市桃園區西埔里9鄰永安路1208號,25.010590,121.2802921,B1、B2,1253.0,桃園分局,
T100303,宜誠富御,桃園市桃園區龍岡里21鄰國強一街176號,24.992614,121.2836905,B1、B2,601.0,桃園分局,
T100304,豪椰大鎮社區,桃園市桃園區大林里13鄰樹仁三街127號,24.973856,121.3209439,B1、B2,630.0,桃園分局,
T100305,公寓,桃園市桃園區慈文里3鄰蓮埔街13號,25.005434,121.297839,B1,101.0,桃園分局,
T100306,台達電子工業股份有限公司,桃園市桃園區大樹里5鄰興隆路18號,24.984321,121.3212152,B1,4623.0,桃園分局,
T100401,台達電子工業股份有限公司,桃園市桃園區大樹里5鄰興隆路18號,24.984321,121.3212152,B1,4623.0,桃園分局,
T100402,大陽明社區,桃園市桃園區福林里21鄰介壽路459巷8弄29號,24.977887,121.3043626,B1,150.0,桃園分局,
T100403,典藏藝樹社區,桃園市桃園區瑞慶里5鄰敬三街1號4樓,25.019950,121.2905982,B1、B2,841.0,桃園分局,
T100404,昭揚,桃園市桃園區福元里3鄰大業路一段121巷8號,25.005877,121.3161799,B1、B2,2223.0,桃園分局,
T100405,美力城邦新美館社區,桃園市桃園區大林里5鄰樹仁三街87巷16號,24.974193,121.3223302,B1、B2,992.0,桃園分局,
T100406,宜誠,桃園市桃園區大有里7鄰民有東路1號,25.015171,121.3191591,B1,681.0,桃園分局,
T100407,V1威秀社區,桃園市桃園區永興里2鄰民權路150號,24.996049,121.3086018,B1,254.0,桃園分局,
T100408,桃大君匯社區,桃園市桃園區玉山里3鄰南豐二街132號,24.982803,121.3008153,B1、B2,6135.0,桃園分局,
T100409,一品國硯,桃園市桃園區福元里2鄰大業路一段113號,25.005523,121.3163576,B1、B2,4701.0,桃園分局,
T100410,善美館社區,桃園市桃園區大林里22鄰桃鶯路382-8號,24.977298,121.3225508,B1、B2、B3,3856.0,桃園分局,
T100411,公寓,桃園市桃園區泰山里7鄰金山街37巷6號,24.990850,121.3004132,B1,76.0,桃園分局,
T100412,NIKE萬岳桃園南平店,桃園市桃園區同德里10鄰南平路419號,25.017118,121.296276,B1,521.0,桃園分局,
EMA00001,公寓,桃園市桃園區永興里民權路116號,24.995137,121.3091688,B1,23.0,桃園分局,
EMA00002,公寓,桃園市桃園區永興里民權路197號,24.997129,121.3077531,B1,133.0,桃園分局,
EMA00003,公寓,桃園市桃園區永興里民權路117號,24.994838,121.309,B1,19.0,桃園分局,
EMA00004,公寓,桃園市桃園區永興里新興街5號,24.996999,121.3075723,B1,338.0,桃園分局,
EMA00005,公寓,桃園市桃園區永興里新興街25號,24.996895,121.307186,B1,46.0,桃園分局,
EMA00006,公寓,桃園市桃園區永興里新興街15號,24.997009,121.307395,B1,56.0,桃園分局,
EMA00007,公寓,桃園市桃園區永興里民權路144號,24.995819,121.3087718,B1,42.0,桃園分局,
EMA00008,公寓,桃園市桃園區永興里民權路146號,24.995912,121.3086965,B1,35.0,桃園分局,
EMA00009,公寓,桃園市桃園區永興里民權路142號,24.995814,121.3087622,B1,91.0,桃園分局,
EMA00010,公寓,桃園市桃園區永興里和平路124號,24.995490,121.3082631,B1,36.0,桃園分局,
EMA00011,公寓,桃園市桃園區永興里永安路37號,24.995646,121.3095491,B1,98.0,桃園分局,
EMA00012,公寓,桃園市桃園區永興里和平路104號之5,24.995910,121.3093607,B1,14.0,桃園分局,
EMA00013,桃園市政府消防局三民分隊,桃園市桃園區永興里三民路三段26號,24.998062,121.306726,B1,59.0,桃園分局,
EMA00014,公寓,桃園市桃園區永興里和平路104號之6,24.995910,121.3093607,B1,17.0,桃園分局,
EMA00015,公寓,桃園市桃園區文昌里民權路71巷16號,24.993364,121.3099088,B1,27.0,桃園分局,
EMA00016,公寓,桃園市桃園區文昌里中山路165號,24.993287,121.3092571,B1,62.0,桃園分局,
EMA00017,嘉仕特飯店,桃園市桃園區文昌里中山路203號,24.992922,121.3082385,B1、B2,202.0,桃園分局,
EMA00018,公寓,桃園市桃園區文昌里中山路163號,24.993311,121.3092966,B1,50.0,桃園分局,
EMA00019,公寓,桃園市桃園區文昌里民權路75號,24.993648,121.3102062,B1,35.0,桃園分局,
EMA00020,公寓,桃園市桃園區文昌里民權路71巷20號,24.993299,121.3098527,B1,27.0,桃園分局,
EMA00021,公寓,桃園市桃園區西湖里四維街90號,24.993664,121.3052896,B1,24.0,桃園分局,
EMA00023,公寓,桃園市桃園區中和里中正路246號,24.996142,121.3103033,B1,11.0,桃園分局,
EMA00025,公寓,桃園市桃園區中和里和平路80號,24.996611,121.3106942,B1,11.0,桃園分局,
EMA00026,公寓,桃園市桃園區中和里中山路70號,24.995137,121.311198,B1,16.0,桃園分局,
EMA00027,公寓,桃園市桃園區中和里永樂街29號,24.996174,121.3114418,B1,16.0,桃園分局,
EMA00028,公寓,桃園市桃園區中和里永樂街33號,24.996301,121.3112019,B1,11.0,桃園分局,
EMA00029,公寓,桃園市桃園區中和里桃源街50號,24.996098,121.3107612,B1,15.0,桃園分局,
EMA00030,公寓,桃園市桃園區中和里中山路32號,24.99528,121.3122219,B1,15.0,桃園分局,
EMA00031,公寓,桃園市桃園區中和里和平路66號,24.996908,121.310742,B1,13.0,桃園分局,
EMA00032,公寓,桃園市桃園區中和里和平路82號,24.996728,121.3105933,B1,15.0,桃園分局,
EMA00033,公寓,桃園市桃園區中和里中正路224號,24.995692,121.3105429,B1,15.0,桃園分局,
EMA00034,公寓,桃園市桃園區中和里桃源街9號,24.996404,121.3117203,B1,17.0,桃園分局,
EMA00035,公寓,桃園市桃園區中和里中山路52號,24.995118,121.3117622,B1,11.0,桃園分局,
EMA00036,公寓,桃園市桃園區中和里永安路8號,24.995392,121.3102308,B1,15.0,桃園分局,
EMA00037,公寓,桃園市桃園區中和里博愛路52號,24.995666,121.3110963,B1,15.0,桃園分局,
EMA00038,公寓,桃園市桃園區中和里民生路219巷5號,24.995687,121.3122576,B1,15.0,桃園分局,
EMA00039,公寓,桃園市桃園區中和里永樂街31號,24.996104,121.3114065,B1,20.0,桃園分局,
EMA00040,公寓,桃園市桃園區中和里永樂街41號,24.996405,121.3112591,B1,36.0,桃園分局,
EMA00041,公寓,桃園市桃園區中和里三民路二段255號,24.998924,121.3089997,B1,23.0,桃園分局,
EMA00042,公寓,桃園市桃園區中和里和平路84巷36號,24.997201,121.310129,B1,15.0,桃園分局,
EMA00043,公寓,桃園市桃園區中和里和平路84巷34號,24.997148,121.3102317,B1,15.0,桃園分局,
EMA00044,公寓,桃園市桃園區中和里新生路33號,24.997640,121.310788,B1,20.0,桃園分局,
EMA00045,台灣基督長老教會桃園教會,桃園市桃園區民生里民生路208號,24.994099,121.3130861,B1、B2,80.0,桃園分局,
EMA00046,公寓,桃園市桃園區民生里民生路232號,24.994831,121.31289,B1,8.0,桃園分局,
EMA00047,公寓,桃園市桃園區民生里民生路242號,24.995025,121.3128431,B1,14.0,桃園分局,
EMA00048,公寓,桃園市桃園區民生里民生路226號,24.994692,121.3129349,B1,22.0,桃園分局,
EMA00049,公寓,桃園市桃園區文昌里新民街75號,24.993645,121.311213,B1,11.0,桃園分局,
EMA00050,公寓,桃園市桃園區文昌里新民街78號,24.993882,121.3110297,B1,29.0,桃園分局,
EMA00052,公寓,桃園市桃園區西門里三民路三段67號,24.997267,121.3067326,B1,31.0,桃園分局,
EMA00053,公寓,桃園市桃園區北門里民生路349號,24.998563,121.3110722,B1,104.0,桃園分局,
EMA00054,公寓,桃園市桃園區北門里民生路303號,24.997585,121.3114423,B1,41.0,桃園分局,
EMA00055,公寓,桃園市桃園區北門里民生路339號,24.998374,121.3111504,B1,10.0,桃園分局,
EMA00056,公寓,桃園市桃園區北門里永樂街112號,24.998208,121.310365,B1,20.0,桃園分局,
EMA00057,公寓,桃園市桃園區北門里桃源街10號,24.996594,121.311743,B1,11.0,桃園分局,
EMA00058,公寓,桃園市桃園區北門里桃源街8號,24.996699,121.3117507,B1,13.0,桃園分局,
EMA00059,公寓,桃園市桃園區北門里新生路15、17號,24.997834,121.3110006,B1,25.0,桃園分局,
EMA00060,公寓,桃園市桃園區北門里民生路299號,24.997503,121.3114775,B1,25.0,桃園分局,
EMA00061,公寓,桃園市桃園區北門里民生路283號,24.997270,121.311463,B1,58.0,桃園分局,
EMA00062,公寓,桃園市桃園區北門里桃源街12號,24.996602,121.3116935,B1,10.0,桃園分局,
EMA00064,公寓,桃園市桃園區北門里桃源街22號,24.996639,121.3114641,B1,25.0,桃園分局,
EMA00065,公寓,桃園市桃園區北門里北興街18號,24.999105,121.3103041,B1,225.0,桃園分局,
EMA00066,公寓,桃園市桃園區北門里民生路411號,25.00051,121.309958,B1,28.0,桃園分局,
EMA00067,新巢派大廈,桃園市桃園區北門里三民路二段195號,24.999661,121.3103971,B1,173.0,桃園分局,
EMA00068,公寓,桃園市桃園區北門里三民路二段223號,24.999314,121.30981,B1,94.0,桃園分局,
EMA00069,公寓,桃園市桃園區北門里民生路401號,25.000466,121.3101976,B1,40.0,桃園分局,
EMA00071,公寓,桃園市桃園區北門里民生路425號,25.000889,121.3099039,B1,43.0,桃園分局,
EMA00072,民生凱悅社區,桃園市桃園區北門里民生路413號,25.000532,121.3102166,B1,559.0,桃園分局,
EMA00074,公寓,桃園市桃園區北門里北華街20號,25.000472,121.309725,B1,45.0,桃園分局,
EMA00075,公寓,桃園市桃園區北門里民生路391號,25.000190,121.3103192,B1,115.0,桃園分局,
EMA00076,公寓,桃園市桃園區西門里和平路169號,24.995060,121.3080504,B1,43.0,桃園分局,
EMA00077,公寓,桃園市桃園區西門里和平路126號,24.995362,121.3082361,B1,33.0,桃園分局,
EMA00078,桃園區農會,桃園市桃園區西門里新生路165號,24.996118,121.3077767,B1、B2,284.0,桃園分局,
EMA00079,公寓,桃園市桃園區西門里三民路三段69號,24.997101,121.3067037,B1,41.0,桃園分局,
EMA00080,公寓,桃園市桃園區西門里和平路132號,24.99544,121.308144,B1,25.0,桃園分局,
EMA00081,濟弘皇璽社區,桃園市桃園區西門里民族路199號,24.994524,121.3077413,B1,590.0,桃園分局,
EMA00082,公寓,桃園市桃園區西門里民族路239號,24.995223,121.3072527,B1,34.0,桃園分局,
EMA00083,公寓,桃園市桃園區西門里金華街12號,24.994543,121.307253,B1、B2,312.0,桃園分局,
EMA00084,公寓,桃園市桃園區西門里民族路212號,24.995221,121.3075287,B1,62.0,桃園分局,
EMA00085,名岱町酒吧,桃園市桃園區西門里和平路148號,24.995310,121.3078146,B1,55.0,桃園分局,
EMA01076,桃園市私立喬幼幼兒園,桃園市桃園區西湖里三民路三段245號,24.994411,121.306269,B1、B2,545.0,桃園分局,
EMA01077,富邦產物保險股份有限公司分公司,桃園市桃園區民生里福昌街8號,24.994443,121.3133339,B1、B2,343.0,桃園分局,
EMA01168,公寓,桃園市桃園區西湖里博愛西路6號,24.994124,121.306771,B1,105.0,桃園分局,
EMA01169,公寓,桃園市桃園區西湖里三民路三段301號,24.993043,121.3063196,B1、B2,446.0,桃園分局,
EMA01286,協和大廈,桃園市桃園區永興里北新街91號,24.997337,121.308635,B1,209.0,桃園分局,
EMA01457,寶佳利社區,桃園市桃園區民生里民生路310-3號,24.996440,121.3122727,B1、B2、B3,750.0,桃園分局,
EMA01459,蜜月世紀大飯店,桃園市桃園區永興里三民路三段55號,24.997497,121.3069299,B1、B2,602.0,桃園分局,
T97327,葛里法W社區,桃園市桃園區西門里民族路250號,24.996025,121.3070926,B1,102.0,桃園分局,
T97329,公寓,桃園市桃園區西門里和興街27號,24.994648,121.306328,B1、B2,1890.0,桃園分局,
T98028,鴻福寺,桃園市桃園區中和里民生路231號,24.995931,121.3122273,B1、B2,521.0,桃園分局,
EMA00158,三本大樓,桃園市桃園區南門里復興路283號,24.989090,121.3063168,B1,286.0,桃園分局,
EMA01078,公寓,桃園市桃園區南門里復興路299號,24.989159,121.3057278,B1,6.0,桃園分局,
EMA01144,古鼎商業大樓,桃園市桃園區文化里復興路161號,24.989695,121.3107984,B1,8.0,桃園分局,
EMA00098,公寓,桃園市桃園區文化里大同路60號之1,24.989477,121.3118153,B1,6.0,桃園分局,
EMA00099,公寓,桃園市桃園區文化里大同路60號之1,24.989477,121.3118153,B1,46.0,桃園分局,
EMA01111,公寓,桃園市桃園區南門里育樂街18號,24.991433,121.304108,B1,15.0,桃園分局,
EMA00110,公寓,桃園市桃園區武陵里民生路58號,24.991390,121.314859,B1,454.0,桃園分局,
EMA01021,桃花園飯店,桃園市桃園區文化里復興路151號,24.989845,121.311348,B1,36.0,桃園分局,
EMA00134,公寓,桃園市桃園區東門里春日路229號,24.997316,121.3152239,B1,31.0,桃園分局,
EMA00135,公寓,桃園市桃園區東門里春日路231號,24.997389,121.3152342,B1,34.0,桃園分局,
EMA00131,公寓,桃園市桃園區東門里春日路233號,24.997432,121.3152356,B1,47.0,桃園分局,
EMA01050,公寓,桃園市桃園區東門里朝陽街一段75號,24.994050,121.313821,B1,13.0,桃園分局,
EMA00136,公寓,桃園市桃園區文明里大同路157號,24.988360,121.3078745,B1,10.0,桃園分局,
EMA00138,公寓,桃園市桃園區文明里大同路112號之1,24.988976,121.3102131,B1,361.0,桃園分局,
EMA00114,"行政院農業委員會             農糧署北區分署",桃園市桃園區武陵里大同路111號,24.988465,121.3094243,B1,230.0,桃園分局,
EMA00139,公寓,桃園市桃園區南華里南海路45號,24.991327,121.3073362,B1,216.0,桃園分局,
EMA00140,公寓,桃園市桃園區南華里南海路54號,24.991327,121.3073362,B1,133.0,桃園分局,
EMA00149,公寓,桃園市桃園區南華里南華街57號,24.990511,121.308133,B1,20.0,桃園分局,
EMA00148,公寓,桃園市桃園區文明里南華街60號,24.990563,121.308543,B1,214.0,桃園分局,
EMA00146,鎮南華廈,桃園市桃園區南華里南華街66號,24.990686,121.308443,B1、B2,659.0,桃園分局,
EMA00142,運通大樓,桃園市桃園區南華里南華街67號,24.990820,121.3081023,B1,22.0,桃園分局,
EMA00144,公寓,桃園市桃園區南華里南華街77號,24.991026,121.3080149,B1、B2,414.0,桃園分局,
EMA001178,遠東國際商業銀行桃園分行,桃園市桃園區南華里南華街78號,24.991088,121.308367,B1,14.0,桃園分局,
EMA00147,凱基銀行桃園分行,桃園市桃園區南華里南華街80號,24.991103,121.3083527,B1,95.0,桃園分局,
EMA00143,公寓,桃園市桃園區南華里鎮南街26號,24.991014,121.3086271,B1,14.0,桃園分局,
EMA00141,公寓,桃園市桃園區南華里鎮南街59號,24.990411,121.307711,B1,22.0,桃園分局,
EMA00145,公寓,桃園市桃園區南華里鎮南街77號,24.990417,121.307265,B1,129.0,桃園分局,
EMA00152,公寓,桃園市桃園區南門里大同路219號,24.988205,121.3060228,B1,65.0,桃園分局,
EMA00154,桃園市桃園區南門國民小學,桃園市桃園區南門里復興路303號,24.989130,121.3055056,B1,516.0,桃園分局,
EMA00155,公寓,桃園市桃園區南門里復興路305號,24.989194,121.3052657,B1,334.0,桃園分局,
EMA00153,公寓,桃園市桃園區南門里復興路314號,24.989333,121.3062581,B1,14.0,桃園分局,
EMA01001,中華路16號華廈,桃園市桃園區文化里中華路16號,24.991226,121.3111792,B1、B2,1060.0,桃園分局,
EMA00157,公寓,桃園市桃園區南門里南山街2號,24.989854,121.3040094,B1,18.0,桃園分局,
EMA00156,公寓,桃園市桃園區南門里南山街3號,24.989327,121.3043907,B1,127.0,桃園分局,
EMA01049,樂居華廈,桃園市桃園區萬壽里復興路25號,24.990781,121.3177307,B1、B2,53.0,桃園分局,
EMA00161,公寓,桃園市桃園區萬壽里復興路43號,24.990857,121.3166827,B1,27.0,桃園分局,
EMA01246,公寓,桃園市桃園區武陵里復興路51號,24.990872,121.3161919,B1,168.0,桃園分局,
EMA00115,公寓,桃園市桃園區武陵里復興路51號,24.990872,121.3161919,B1、B2,352.0,桃園分局,
EMA00159,"國立臺北科技大學         附屬桃園農工高級中等學校",桃園市桃園區萬壽里成功路二段144號,24.993250,121.3201555,B1,547.0,桃園分局,
EMA00160,"國立臺北科技大學         附屬桃園農工高級中等學校",桃園市桃園區萬壽里成功路二段144號,24.993250,121.3201555,B1,375.0,桃園分局,
EMA00515,公寓,桃園市桃園區文明里三民路三段413號,24.988699,121.307459,B1、B2,130.0,桃園分局,
EMA01107,御康大樓,桃園市桃園區東門里成功路二段7號,24.993503,121.3143111,B1,8.0,桃園分局,
EMA01108,御康大樓,桃園市桃園區東門里成功路二段9號,24.99368,121.314244,B1,7.0,桃園分局,
EMA00517,公寓,桃園市桃園區西湖里三民路三段303號,24.992986,121.3061311,B1、B2、B3,298.0,桃園分局,
EMA00516,公寓,桃園市桃園區西湖里三民路三段305號,24.992900,121.3061351,B1、B2,430.0,桃園分局,
EMA00164,公寓,桃園市桃園區東門里朝陽街一段91號,24.994577,121.3139083,B1、B2,405.0,桃園分局,
EMA00165,公寓,桃園市桃園區東門里忠孝街4號,24.994162,121.31469,B1,15.0,桃園分局,
EMA00166,公寓,桃園市桃園區東門里東國街29號,24.994538,121.314732,B1,42.0,桃園分局,
EMA00169,"台灣自來水股份有限公司  (第二區管理處)",桃園市桃園區南門里中山路291號,24.992068,121.304489,B1,325.0,桃園分局,
EMA00518,公寓,桃園市桃園區南門里南豐街234號,24.982353,121.3051809,B1、B2,573.0,桃園分局,
EMA00553,公寓,桃園市桃園區南華里三民路三段319號,24.99207,121.306337,B1,109.0,桃園分局,
EMA00687,公寓,桃園市桃園區南華里三民路三段319號,24.99207,121.306337,B1、B2、B3,431.0,桃園分局,
EMA00174,成功新象,桃園市桃園區東門里桃一街53號,24.995089,121.3172849,B1,63.0,桃園分局,
EMA00177,成功官邸,桃園市桃園區東門里成功路二段99號,24.994558,121.3174,B1,2520.0,桃園分局,
EMA00173,成功官邸,桃園市桃園區東門里成功路二段101號,24.994502,121.3175536,B1,59.0,桃園分局,
EMA00175,桃園市桃園區東門國民小學,桃園市桃園區東門里東國街14號,24.994727," 121.315302",B1,55.0,桃園分局,
EMA00100,公寓,桃園市桃園區文化里大同路60號之1,24.989477,121.3118153,B1、B2,662.0,桃園分局,
EMA01112,公寓,桃園市桃園區文化里中華路5號,24.990965,121.3113023,B1,16.0,桃園分局,
EMA00108,鑫華商業大樓,桃園市桃園區文化里中華路33號,24.990885,121.3110474,B1,55.0,桃園分局,
EMA00103,統領百貨,桃園市桃園區文化里中正路61號,24.991054,121.3124309,B1、B2、B3、B4,2259.0,桃園分局,
EMA00094,公寓,桃園市桃園區文化里中正路109號,24.992918,121.3119747,B1,472.0,桃園分局,
EMA00092,公寓,桃園市桃園區文化里中正路107號,24.992878,121.31199,B1,440.0,桃園分局,
EMA00101,啟聖成功大樓,桃園市桃園區文化里成功路一段32號,24.992643,121.3111349,B1、B2,665.0,桃園分局,
EMA00093,双得統領大廈,桃園市桃園區文化里民權路4號,24.989742,121.3120033,B1,99.0,桃園分局,
EMA00095,桃園市桃園區桃園國民小學,桃園市桃園區文化里民權路67號,24.992046,121.310755,B1、B2,509.0,桃園分局,
EMA00096,桃園市桃園區桃園國民小學,桃園市桃園區文化里民權路67號,24.992046,121.310755,B1,11.0,桃園分局,
EMA00111,公寓,桃園市桃園區武陵里民生路70號,24.991488,121.3147414,B1、B2,270.0,桃園分局,
EMA00116,公寓,桃園市桃園區武陵里武昌街5號,24.989203,121.3118462,B1,11.0,桃園分局,
EMA11151,公寓,桃園市桃園區南華里三民路三段343號,24.991072,121.3067817,B1、B2、B3、B4,1821.0,桃園分局,
EMA01051,公寓,桃園市桃園區南華里大同路43號,24.989419,121.3124086,B1,11.0,桃園分局,
EMA01192,公寓,桃園市桃園區武陵里大同路69號,24.989046,121.3115148,B1,41.0,桃園分局,
EMA00119,公寓,桃園市桃園區武陵里大同路77號之1,24.989079,121.3112179,B1,36.0,桃園分局,
EMA00118,公寓,桃園市桃園區武陵里大同路77號之2,24.989079,121.3112179,B1,36.0,桃園分局,
EMA00117,公寓,桃園市桃園區武陵里大同路77號之3,24.989079,121.3112179,B1,36.0,桃園分局,
EMA00568,公寓,桃園市桃園區南門里南豐街322號,24.980345,121.3045712,B1、B2、B3,1147.0,桃園分局,
EMA00573,公寓,桃園市桃園區南門里南豐街324號,24.980297,121.3045101,B1、B2、B3,250.0,桃園分局,
EMA00587,公寓,桃園市桃園區南門里南豐街338號,24.979953,121.3044223,B1、B2、B3,511.0,桃園分局,
EMA01145,公寓,桃園市桃園區武陵里中正路20號,24.989869,121.3138954,B1,11.0,桃園分局,
EMA00163,公寓,桃園市桃園區萬壽里復興路13號,24.990781,121.318087,B1,84.0,桃園分局,
EMA00122,晴空宿社區,桃園市桃園區東山里鎮江街62號,24.993373,121.3165156,B1,29.0,桃園分局,
EMA00120,民宅,桃園市桃園區東山里復興路68巷12號,24.991293,121.3172608,B1,10.0,桃園分局,
EMA00123,龍威商業大樓,桃園市桃園區東山里復興路70號,24.991103,121.3171201,B1,750.0,桃園分局,
EMA00121,福星大廈,桃園市桃園區東山里復興路80號,24.991117,121.3163309,B1、B2,252.0,桃園分局,
EMA00162,國泰人壽,桃園市桃園區萬壽里萬壽路3段188號,24.990379,121.316944,B1、B2,317.0,桃園分局,
EMA00124,公寓,桃園市桃園區東門里中山東路32號之21,24.996065,121.3154078,B1,113.0,桃園分局,
EMA01022,桃園監理站,桃園市桃園區南門里介壽路416號,24.978763,121.303434,B1,202.0,桃園分局,
EMA01178,公寓,桃園市桃園區文明里三民路三段415號,24.988661,121.307457,B1,334.0,桃園分局,
EMA00658,美琪電子股份有限公司,桃園市桃園區南門里南豐街88號,24.985443,121.3060402,B1、B2,1249.0,桃園分局,
EMA00639,公寓,桃園市桃園區南門里南豐街170號,24.983644,121.3055373,B1、B2、B3,1967.0,桃園分局,
EMA00602,公寓,桃園市桃園區南門里南豐街286號,24.981179,121.304775,B1、B2,1177.0,桃園分局,
EMA00613,公寓,桃園市桃園區南門里南豐街294巷12號,24.981281,121.3043703,B1、B2、B3,1381.0,桃園分局,
