類別,電腦編號,村里別,地址,地下層數,可容納數人,備註,placemark_address
公寓,397.0,北門里,金門縣金城鎮北門里民生路22號,1.0,11人,,金門縣金城鎮北門里民生路22號
公寓,398.0,北門里,金門縣金城鎮北門里民生路30號,1.0,11人,,金門縣金城鎮北門里民生路30號
公寓,399.0,北門里,"24.43538914201947, 118.31921574558223",1.0,16人,金門縣金城鎮北門里民生路38-2號,"24.43538914201947, 118.31921574558223"
公寓,400.0,北門里,金門縣金城鎮北門里民生路38號,1.0,13人,,金門縣金城鎮北門里民生路38號
公寓,401.0,北門里,金門縣金城鎮北門里民生路13號,1.0,8人,,金門縣金城鎮北門里民生路13號
公寓,402.0,北門里,"24.43382246497364, 118.319489918362",1.0,11人,金門縣金城鎮北門里民生路11巷11弄11號,"24.43382246497364, 118.319489918362"
公寓,403.0,北門里,"24.43384922955302, 118.31945957263223",1.0,11人,金門縣金城鎮北門里民生路11巷11弄13號,"24.43384922955302, 118.31945957263223"
公寓,404.0,北門里,"24.43388549123214, 118.31941595064569",1.0,9人,金門縣金城鎮北門里民生路11巷11弄15號,"24.43388549123214, 118.31941595064569"
公寓,405.0,北門里,"24.434045215174496, 118.31978294431369",1.0,11人,金門縣金城鎮北門里民生路15-4號,"24.434045215174496, 118.31978294431369"
公寓,406.0,北門里,"24.434077159937956, 118.31976397823259",1.0,11人,金門縣金城鎮北門里民生路15-5號,"24.434077159937956, 118.31976397823259"
公寓,407.0,北門里,"24.43315332229893, 118.31855288880881",1.0,12人,金門縣金城鎮北門里珠浦北路11-2號,"24.43315332229893, 118.31855288880881"
公寓,408.0,北門里,"24.433129707380232, 118.31857431567748",1.0,12人,金門縣金城鎮北門里珠浦北路11-1號,"24.433129707380232, 118.31857431567748"
公寓,409.0,北門里,"24.43296029587771, 118.31819652613984",1.0,13人,金門縣金城鎮北門里珠浦北路21-1號,"24.43296029587771, 118.31819652613984"
公寓,410.0,賢庵里,金門縣金城鎮賢庵里庵前29號,1.0,27人,,金門縣金城鎮賢庵里庵前29號
公寓,411.0,賢庵里,金門縣金城鎮賢庵里庵前44-2號,1.0,27人,,金門縣金城鎮賢庵里庵前44-2號
公寓,412.0,賢庵里,金門縣金城鎮賢庵里庵前4-2號,1.0,16人,,金門縣金城鎮賢庵里庵前4-2號
公寓,413.0,賢庵里,金門縣金城鎮賢庵里庵前29-3號,1.0,13人,,金門縣金城鎮賢庵里庵前29-3號
公寓,414.0,賢庵里,金門縣金城鎮賢庵里03鄰賢聚42號,1.0,16人,,金門縣金城鎮賢庵里03鄰賢聚42號
公寓,415.0,賢庵里,金門縣金城鎮賢庵里賢聚52-2號,1.0,16人,,金門縣金城鎮賢庵里賢聚52-2號
公寓,416.0,賢庵里,金門縣金城鎮賢庵里吳厝21-1號,1.0,16人,,金門縣金城鎮賢庵里吳厝21-1號
公寓,417.0,賢庵里,金門縣金城鎮賢庵里庵前13-3號,1.0,20人,,金門縣金城鎮賢庵里庵前13-3號
公寓,418.0,賢庵里,金門縣金城鎮賢庵里庵前38號,1.0,13人,,金門縣金城鎮賢庵里庵前38號
公寓,419.0,賢庵里,金門縣金城鎮賢庵里庵前24號,1.0,8人,,金門縣金城鎮賢庵里庵前24號
公寓,420.0,賢庵里,金門縣金城鎮賢庵里庵前8-2號,1.0,11人,,金門縣金城鎮賢庵里庵前8-2號
公寓,421.0,賢庵里,金門縣金城鎮賢庵里庵前17號,1.0,16人,,金門縣金城鎮賢庵里庵前17號
公寓,422.0,賢庵里,金門縣金城鎮賢庵里東社1號,1.0,8人,,金門縣金城鎮賢庵里東社1號
公寓,423.0,賢庵里,金門縣金城鎮賢庵里夏墅15號,1.0,6人,,金門縣金城鎮賢庵里夏墅15號
公寓,424.0,賢庵里,金門縣金城鎮賢庵里夏墅4-1號,1.0,16人,,金門縣金城鎮賢庵里夏墅4-1號
公寓,425.0,賢庵里,金門縣金城鎮賢庵里夏墅22號,1.0,16人,,金門縣金城鎮賢庵里夏墅22號
公寓,426.0,賢庵里,金門縣金城鎮賢庵里夏墅17-2號,1.0,16人,,金門縣金城鎮賢庵里夏墅17-2號
公寓,427.0,賢庵里,金門縣金城鎮賢庵里夏墅12號,1.0,8人,,金門縣金城鎮賢庵里夏墅12號
公寓,428.0,賢庵里,金門縣金城鎮賢庵里古區13號,1.0,13人,,金門縣金城鎮賢庵里古區13號
公寓,429.0,金水里,金門縣金城鎮前水頭119號,1.0,8人,,金門縣金城鎮前水頭119號
公寓,430.0,金水里,金門縣金城鎮金水里前水頭158之1號,1.0,8人,,金門縣金城鎮金水里前水頭158之1號
公寓,431.0,金水里,金門縣金城鎮金水里前水頭172-1號,1.0,8人,,金門縣金城鎮金水里前水頭172-1號
公寓,432.0,金水里,金門縣金城鎮金水里後豐港25號,1.0,8人,,金門縣金城鎮金水里後豐港25號
公寓,433.0,金水里,金門縣金城鎮金水里前水頭140號,1.0,8人,,金門縣金城鎮金水里前水頭140號
公寓,434.0,金水里,金門縣金城鎮金水里後豐港21之1號,1.0,8人,,金門縣金城鎮金水里後豐港21之1號
公寓,435.0,金水里,金門縣金城鎮金水里前水頭102號,1.0,8人,,金門縣金城鎮金水里前水頭102號
公寓,436.0,金水里,金門縣金城鎮金水里前水頭171號,1.0,8人,,金門縣金城鎮金水里前水頭171號
公寓,437.0,金水里,金門縣金城鎮金水里后豐港35號,1.0,8人,,金門縣金城鎮金水里后豐港35號
公寓,438.0,金水里,金門縣金城鎮金水里後豐港2之1號,1.0,8人,,金門縣金城鎮金水里後豐港2之1號
公寓,439.0,金水里,"24.409915221597377, 118.30035614931487",1.0,8人,金門縣金城鎮金水里前水頭10號,"24.409915221597377, 118.30035614931487"
公寓,440.0,金水里,金門縣金城鎮金水里後豐港22之2號,1.0,8人,,金門縣金城鎮金水里後豐港22之2號
公寓,441.0,金水里,金門縣金城鎮金水里前水頭24號,1.0,8人,,金門縣金城鎮金水里前水頭24號
公寓,442.0,金水里,金門縣金城鎮金水里前水頭6-1號,1.0,8人,,金門縣金城鎮金水里前水頭6-1號
公寓,443.0,金水里,金門縣金城鎮金水里前水頭133號,1.0,8人,,金門縣金城鎮金水里前水頭133號
公寓,444.0,金水里,金門縣金城鎮金水里前水頭170號,1.0,8人,,金門縣金城鎮金水里前水頭170號
公寓,445.0,金水里,金門縣金城鎮前水頭72號,1.0,8人,,金門縣金城鎮前水頭72號
公寓,446.0,金水里,金門縣金城鎮金水里前水頭137號,1.0,8人,,金門縣金城鎮金水里前水頭137號
公寓,447.0,金水里,金門縣金城鎮金水里前水頭118之1號,1.0,8人,,金門縣金城鎮金水里前水頭118之1號
公寓,448.0,金水里,金門縣金城鎮金水里前水頭139號,1.0,8人,,金門縣金城鎮金水里前水頭139號
公寓,449.0,金水里,金門縣金城鎮金水里前水頭120之1號,1.0,8人,,金門縣金城鎮金水里前水頭120之1號
公寓,450.0,金水里,金門縣金城鎮金水里前水頭120號,1.0,8人,,金門縣金城鎮金水里前水頭120號
公寓,451.0,金水里,金門縣金城鎮金水里前水頭101號,1.0,8人,,金門縣金城鎮金水里前水頭101號
公寓,452.0,古城里,金門縣金城鎮古城里金門城116號,1.0,8人,,金門縣金城鎮古城里金門城116號
公寓,453.0,古城里,金門縣金城鎮古城里金門城162之5號,1.0,8人,,金門縣金城鎮古城里金門城162之5號
公寓,454.0,古城里,金門縣金城鎮古城里金門城151之1號,1.0,8人,,金門縣金城鎮古城里金門城151之1號
公寓,455.0,古城里,金門縣金城鎮古城里金門城28號,1.0,4人,,金門縣金城鎮古城里金門城28號
公寓,456.0,古城里,金門縣金城鎮古城里大古崗66號,1.0,8人,,金門縣金城鎮古城里大古崗66號
公寓,457.0,古城里,金門縣金城鎮古城里金門城164-之5號,1.0,8人,,金門縣金城鎮古城里金門城164-之5號
公寓,458.0,古城里,金門縣金城鎮古城里小古崗40號,1.0,12人,,金門縣金城鎮古城里小古崗40號
公寓,459.0,古城里,金門縣金城鎮古城里金門城6號,1.0,12人,,金門縣金城鎮古城里金門城6號
公寓,460.0,古城里,金門縣金城鎮古城里金門城166之12號,1.0,8人,,金門縣金城鎮古城里金門城166之12號
公寓,461.0,古城里,金門縣金城鎮古城里金門城32號,1.0,8人,,金門縣金城鎮古城里金門城32號
公寓,462.0,古城里,金門縣金城鎮古城里金門城164-13號,1.0,8人,,金門縣金城鎮古城里金門城164-13號
公寓,463.0,古城里,金門縣金城鎮古城里金門城162號,1.0,8人,,金門縣金城鎮古城里金門城162號
公寓,464.0,古城里,金門縣金城鎮大古崗96號,1.0,12人,,金門縣金城鎮大古崗96號
公寓,465.0,古城里,金門縣金城鎮古城里金門城37之1號,1.0,13人,,金門縣金城鎮古城里金門城37之1號
公寓,466.0,古城里,金門縣金城鎮大古崗49號,1.0,12人,,金門縣金城鎮大古崗49號
公寓,467.0,古城里,金門縣金城鎮古城里大古崗9之1號,1.0,8人,,金門縣金城鎮古城里大古崗9之1號
公寓,468.0,古城里,金門縣金城鎮古城里小古崗26號,1.0,12人,,金門縣金城鎮古城里小古崗26號
公寓,469.0,古城里,金門縣金城鎮古城里小古崗9之1號,1.0,4人,,金門縣金城鎮古城里小古崗9之1號
公寓,470.0,古城里,金門縣金城鎮古城里小古崗9之4號,1.0,12人,,金門縣金城鎮古城里小古崗9之4號
公寓,471.0,古城里,金門縣金城鎮大古崗22號,1.0,12人,,金門縣金城鎮大古崗22號
公寓,472.0,古城里,金門縣金城鎮古城里小古崗44號,1.0,12人,,金門縣金城鎮古城里小古崗44號
公寓,473.0,古城里,金門縣金城鎮古城里金門城143之6號,1.0,8人,,金門縣金城鎮古城里金門城143之6號
公寓,474.0,古城里,金門縣金城鎮古城里金門城97-1號,1.0,8人,,金門縣金城鎮古城里金門城97-1號
公寓,475.0,古城里,金門縣金城鎮古城里金門城116號,1.0,8人,,金門縣金城鎮古城里金門城116號
公寓,476.0,硃沙里,金門縣金城鎮小西門1-1號,1.0,8人,,金門縣金城鎮小西門1-1號
公寓,477.0,硃沙里,金門縣金城鎮珠沙里小西門12號,1.0,17人,,金門縣金城鎮珠沙里小西門12號
公寓,478.0,硃沙里,金門縣金城鎮珠沙里小西門29號,1.0,7人,,金門縣金城鎮珠沙里小西門29號
公寓,479.0,硃沙里,金門縣金城鎮珠沙里小西門2號,1.0,6人,,金門縣金城鎮珠沙里小西門2號
公寓,480.0,硃沙里,"24.41263819494095, 118.32923899780147",1.0,8人,金門縣金城鎮小西門3-1號,"24.41263819494095, 118.32923899780147"
公寓,481.0,硃沙里,"24.412985287503027, 118.32876986215406",1.0,5人,金門縣金城鎮小西門33號,"24.412985287503027, 118.32876986215406"
公寓,482.0,硃沙里,金門縣金城鎮珠沙里小西門4號,1.0,5人,,金門縣金城鎮珠沙里小西門4號
公寓,483.0,珠沙里,金門縣金城鎮東沙18號,1.0,11人,,金門縣金城鎮東沙18號
公寓,484.0,珠沙里,"24.40515712245069, 118.32471762716841",1.0,9人,金門縣金城鎮東沙24號
公寓,485.0,珠沙里,金門縣金城鎮東沙1號,1.0,8人,,金門縣金城鎮東沙1號
公寓,486.0,珠沙里,"24.40573356155079, 118.32416509212023",1.0,8人,金門縣金城鎮東沙39號
公寓,487.0,珠沙里,金門縣金城鎮東沙51號,1.0,11人,,金門縣金城鎮東沙51號
公寓,488.0,珠沙里,"24.405762871943196, 118.32289372506756",1.0,16人,金門縣金城鎮東沙73號
公寓,489.0,珠沙里,金門縣金城鎮泗湖10號,1.0,4人,,金門縣金城鎮泗湖10號
公寓,490.0,珠沙里,金門縣金城鎮泗湖12號,1.0,4人,,金門縣金城鎮泗湖12號
公寓,491.0,硃沙里,金門縣金城鎮珠沙里泗湖31號,1.0,4人,,金門縣金城鎮珠沙里泗湖31號
公寓,492.0,珠沙里,金門縣金城鎮珠沙里泗湖33之號,1.0,8人,,金門縣金城鎮珠沙里泗湖33之號
公寓,493.0,珠沙里,金門縣金城鎮泗湖3號,1.0,3人,,金門縣金城鎮泗湖3號
公寓,494.0,硃沙里,金門縣金城鎮珠沙里泗湖6號,1.0,4人,,金門縣金城鎮珠沙里泗湖6號
公寓,495.0,硃沙里,金門縣金城鎮珠沙里珠山1-1號,1.0,8人,,金門縣金城鎮珠沙里珠山1-1號
公寓,496.0,硃沙里,金門縣金城鎮珠沙里珠山19號,1.0,4人,,金門縣金城鎮珠沙里珠山19號
公寓,497.0,硃沙里,金門縣金城鎮珠沙里珠山19號,1.0,8人,,金門縣金城鎮珠沙里珠山19號
公寓,498.0,珠]沙里,金門縣金城鎮珠沙里珠山4之2號,1.0,8人,,金門縣金城鎮珠沙里珠山4之2號
公寓,499.0,硃沙里,金門縣金城鎮珠沙里珠山85號,1.0,8人,,金門縣金城鎮珠沙里珠山85號
公寓,500.0,硃沙里,"24.40547768417372, 118.33074967617756",1.0,4人,金門縣金城鎮珠沙里歐厝2-1號,"24.40547768417372, 118.33074967617756"
公寓,501.0,硃沙里,"24.40651696412534, 118.33105190780213",1.0,4人,金門縣金城鎮珠沙里歐厝27號,"24.40651696412534, 118.33105190780213"
公寓,502.0,硃沙里,金門縣金城鎮珠沙里歐厝30號,1.0,4人,,金門縣金城鎮珠沙里歐厝30號
公寓,503.0,硃沙里,"24.407412463334353, 118.33121655637981",1.0,4人,金門縣金城鎮珠沙里歐厝42號,"24.407412463334353, 118.33121655637981"
公寓,504.0,硃沙里,"24.407463810571958, 118.33120979000024",1.0,8人,金門縣金城鎮珠沙里歐厝44號,"24.407463810571958, 118.33120979000024"
公寓,505.0,硃沙里,"24.407007846371446, 118.33223151331686",1.0,4人,金門縣金城鎮珠沙里歐厝45號,"24.407007846371446, 118.33223151331686"
公寓,506.0,硃沙里,"24.407903320488703, 118.33105222450844",1.0,5人,金門縣金城鎮珠沙里歐厝69號,"24.407903320488703, 118.33105222450844"
公寓,507.0,硃沙里,"24.40592585545691, 118.33045069296774",1.0,8人,金門縣金城鎮珠沙里歐厝6號,"24.40592585545691, 118.33045069296774"
公寓,508.0,硃沙里,"24.407800104001463, 118.33065464444512",1.0,8人,金門縣金城鎮珠沙里歐厝74號,"24.407800104001463, 118.33065464444512"
透天厝,509.0,榜林村,金門縣金寧鄉榜林村榜林121-1號,1.0,7人,,金門縣金寧鄉榜林村榜林121-1號
透天厝,510.0,榜林村,金門縣金寧鄉榜林村榜林100-1號,1.0,7人,,金門縣金寧鄉榜林村榜林100-1號
透天厝,511.0,榜林村,金門縣金寧鄉榜林村4鄰榜林87號,1.0,4人,,金門縣金寧鄉榜林村4鄰榜林87號
透天厝,512.0,榜林村,金門縣金寧鄉榜林村榜林79-1號,1.0,8人,,金門縣金寧鄉榜林村榜林79-1號
透天厝,513.0,榜林村,金門縣金寧鄉榜林村3鄰榜林96號,1.0,4人,,金門縣金寧鄉榜林村3鄰榜林96號
透天厝,514.0,榜林村,金門縣金寧鄉榜林村榜林5-1號,1.0,4人,,金門縣金寧鄉榜林村榜林5-1號
透天厝,515.0,榜林村,金門縣金寧鄉榜林村6鄰榜林36號,1.0,4人,,金門縣金寧鄉榜林村6鄰榜林36號
透天厝,516.0,榜林村,金門縣金寧鄉榜林村榜林43號,1.0,5人,,金門縣金寧鄉榜林村榜林43號
透天厝,517.0,榜林村,金門縣金寧鄉榜林村榜林35號,1.0,8人,,金門縣金寧鄉榜林村榜林35號
透天厝,518.0,榜林村,金門縣金寧鄉榜林村榜林72號,1.0,7人,,金門縣金寧鄉榜林村榜林72號
透天厝,519.0,榜林村,金門縣金寧鄉榜林村榜林105號,1.0,4人,,金門縣金寧鄉榜林村榜林105號
透天厝,520.0,榜林村,金門縣金寧鄉東洲3號,1.0,7人,,金門縣金寧鄉東洲3號
透天厝,521.0,榜林村,金門縣金寧鄉榜林村昔果山50-2號,1.0,6人,,金門縣金寧鄉榜林村昔果山50-2號
透天厝,522.0,榜林村,金門縣金寧鄉榜林村昔果山72號,1.0,32人,,金門縣金寧鄉榜林村昔果山72號
透天厝,523.0,榜林村,金門縣金寧鄉榜林村榜林29-1號,1.0,27人,,金門縣金寧鄉榜林村榜林29-1號
透天厝,524.0,榜林村,金門縣金寧鄉榜林村11鄰昔果山52-2號,1.0,50人,,金門縣金寧鄉榜林村11鄰昔果山52-2號
透天厝,525.0,榜林村,金門縣金寧鄉榜林村9鄰昔果山9號,1.0,11人,,金門縣金寧鄉榜林村9鄰昔果山9號
透天厝,526.0,榜林村,金門縣金寧鄉榜林村29鄰伯玉路一段236號,1.0,10人,,金門縣金寧鄉榜林村29鄰伯玉路一段236號
透天厝,527.0,湖埔村,金門縣金寧鄉湖埔村7鄰湖下19號,1.0,10人,,金門縣金寧鄉湖埔村7鄰湖下19號
透天厝,528.0,湖埔村,金門縣金寧鄉湖埔村湖下72號,1.0,8人,,金門縣金寧鄉湖埔村湖下72號
透天厝,529.0,湖埔村,金門縣金寧鄉湖埔村2鄰湖下156-2號,1.0,7人,,金門縣金寧鄉湖埔村2鄰湖下156-2號
透天厝,530.0,湖埔村,金門縣金寧鄉湖埔村湖下68-2號,1.0,5人,,金門縣金寧鄉湖埔村湖下68-2號
透天厝,531.0,湖埔村,金門縣金寧鄉湖埔村湖下209-1號,1.0,13人,,金門縣金寧鄉湖埔村湖下209-1號
透天厝,532.0,湖埔村,金門縣金寧鄉湖埔村湖下128號,1.0,9人,,金門縣金寧鄉湖埔村湖下128號
透天厝,533.0,湖埔村,金門縣金寧鄉湖埔村湖下112號,1.0,12人,,金門縣金寧鄉湖埔村湖下112號
透天厝,534.0,湖埔村,金門縣金寧鄉湖埔村湖下210號,1.0,11人,,金門縣金寧鄉湖埔村湖下210號
透天厝,535.0,湖埔村,金門縣金寧鄉湖埔村2鄰湖下175號,1.0,8人,,金門縣金寧鄉湖埔村2鄰湖下175號
透天厝,536.0,湖埔村,金門縣金寧鄉湖埔村2鄰湖下175-2號,1.0,5人,,金門縣金寧鄉湖埔村2鄰湖下175-2號
透天厝,537.0,湖埔村,金門縣金寧鄉湖埔村15鄰湖下169號,1.0,5人,,金門縣金寧鄉湖埔村15鄰湖下169號
透天厝,538.0,湖埔村,金門縣金寧鄉湖埔村湖下146-1號,1.0,12人,,金門縣金寧鄉湖埔村湖下146-1號
透天厝,539.0,湖埔村,金門縣金寧鄉湖埔村下埔下35號,1.0,5人,,金門縣金寧鄉湖埔村下埔下35號
透天厝,540.0,湖埔村,金門縣金寧鄉湖埔村下埔下52號,1.0,33人,,金門縣金寧鄉湖埔村下埔下52號
透天厝,541.0,湖埔村,金門縣金寧鄉湖埔村19鄰下埔下90號,1.0,40人,,金門縣金寧鄉湖埔村19鄰下埔下90號
透天厝,542.0,湖埔村,金門縣金寧鄉湖埔村下埔下56號,1.0,56人,,金門縣金寧鄉湖埔村下埔下56號
透天厝,543.0,湖埔村,金門縣金寧鄉湖埔村下埔下19號,1.0,13人,,金門縣金寧鄉湖埔村下埔下19號
透天厝,544.0,安美村,金門縣金寧鄉安美村安岐49-7號,1.0,13人,,金門縣金寧鄉安美村安岐49-7號
透天厝,545.0,安美村,金門縣金寧鄉安美村安岐61-4號,1.0,13人,,金門縣金寧鄉安美村安岐61-4號
透天厝,546.0,安美村,金門縣金寧鄉安美村安岐49-12號,1.0,26人,,金門縣金寧鄉安美村安岐49-12號
透天厝,547.0,安美村,金門縣金寧鄉安美村12鄰安岐85號,1.0,13人,,金門縣金寧鄉安美村12鄰安岐85號
透天厝,548.0,安美村,金門縣金寧鄉安美村9鄰安岐250號,1.0,13人,,金門縣金寧鄉安美村9鄰安岐250號
透天厝,549.0,安美村,金門縣金寧鄉安美村安岐1-3號,1.0,13人,,金門縣金寧鄉安美村安岐1-3號
透天厝,550.0,安美村,金門縣金寧鄉安美村安岐49-6號,1.0,13人,,金門縣金寧鄉安美村安岐49-6號
透天厝,551.0,安美村,金門縣金寧鄉安美村西浦頭49號,1.0,13人,,金門縣金寧鄉安美村西浦頭49號
透天厝,552.0,安美村,金門縣金寧鄉安美村西浦頭20-1號,1.0,13人,,金門縣金寧鄉安美村西浦頭20-1號
透天厝,553.0,安美村,金門縣金寧鄉安美村西浦頭20-2號,1.0,13人,,金門縣金寧鄉安美村西浦頭20-2號
透天厝,554.0,安美村,金門縣金寧鄉安美村西堡29之1號,1.0,13人,,金門縣金寧鄉安美村西堡29之1號
透天厝,555.0,安美村,金門縣金寧鄉安美村西堡23號,1.0,13人,,金門縣金寧鄉安美村西堡23號
透天厝,556.0,安美村,金門縣金寧鄉安美村西堡28之1號,1.0,13人,,金門縣金寧鄉安美村西堡28之1號
透天厝,557.0,安美村,金門縣金寧鄉安美村西堡20號,1.0,13人,,金門縣金寧鄉安美村西堡20號
透天厝,558.0,安美村,金門縣金寧鄉安美村西堡18號,1.0,13人,,金門縣金寧鄉安美村西堡18號
透天厝,559.0,安美村,金門縣金寧鄉安美村西堡40之2號,1.0,26人,,金門縣金寧鄉安美村西堡40之2號
透天厝,560.0,安美村,金門縣金寧鄉安美村西堡26號,1.0,13人,,金門縣金寧鄉安美村西堡26號
透天厝,561.0,安美村,金門縣金寧鄉安美村西堡40之1號,1.0,13人,,金門縣金寧鄉安美村西堡40之1號
透天厝,562.0,安美村,金門縣金寧鄉安美村湖南13號,1.0,13人,,金門縣金寧鄉安美村湖南13號
透天厝,563.0,安美村,金門縣金寧鄉安美村湖南8號,1.0,13人,,金門縣金寧鄉安美村湖南8號
透天厝,564.0,安美村,金門縣金寧鄉安美村湖南1號,1.0,13人,,金門縣金寧鄉安美村湖南1號
透天厝,565.0,安美村,金門縣金寧鄉安美村湖南2-2號,1.0,13人,,金門縣金寧鄉安美村湖南2-2號
透天厝,566.0,安美村,金門縣金寧鄉東堡34號,1.0,8人,,金門縣金寧鄉東堡34號
透天厝,567.0,安美村,金門縣金寧鄉安美村中堡28號,1.0,8人,,金門縣金寧鄉安美村中堡28號
透天厝,568.0,安美村,金門縣金寧鄉安美村中堡28之1號,1.0,8人,,金門縣金寧鄉安美村中堡28之1號
透天厝,569.0,安美村,金門縣金寧鄉安美村中堡26-2號,1.0,8人,,金門縣金寧鄉安美村中堡26-2號
透天厝,570.0,安美村,金門縣金寧鄉中堡28之3號,1.0,8人,,金門縣金寧鄉中堡28之3號
透天厝,571.0,古寧村,金門縣金寧鄉古寧村林厝28-1號,1.0,11人,,金門縣金寧鄉古寧村林厝28-1號
透天厝,572.0,古寧村,金門縣金寧鄉古寧村林厝14-1號,1.0,14人,,金門縣金寧鄉古寧村林厝14-1號
透天厝,573.0,古寧村,金門縣金寧鄉古寧村富康慈湖農莊8號,1.0,10人,,金門縣金寧鄉古寧村富康慈湖農莊8號
透天厝,574.0,古寧村,金門縣金寧鄉古寧村北山25號,1.0,13人,,金門縣金寧鄉古寧村北山25號
透天厝,575.0,古寧村,金門縣金寧鄉古寧村北山166號,1.0,12人,,金門縣金寧鄉古寧村北山166號
透天厝,576.0,古寧村,金門縣金寧鄉古寧村北山55-1號,1.0,13人,,金門縣金寧鄉古寧村北山55-1號
透天厝,577.0,古寧村,金門縣金寧鄉古寧村11鄰北山130號,1.0,16人,,金門縣金寧鄉古寧村11鄰北山130號
透天厝,578.0,古寧村,金門縣金寧鄉古寧村北山26號,1.0,14人,,金門縣金寧鄉古寧村北山26號
透天厝,579.0,古寧村,金門縣金寧鄉古寧村南山95號,1.0,10人,,金門縣金寧鄉古寧村南山95號
透天厝,580.0,古寧村,金門縣金寧鄉古寧村林厝14-2號,1.0,15人,,金門縣金寧鄉古寧村林厝14-2號
社區公寓,581.0,盤山村,金門縣金寧鄉盤山村21鄰伯玉路一段184號,1.0,250人,,金門縣金寧鄉盤山村21鄰伯玉路一段184號
透天厝,582.0,湖埔村,金門縣金寧鄉湖埔村埔後49號,1.0,13人,,金門縣金寧鄉湖埔村埔後49號
透天厝,583.0,湖埔村,金門縣金寧鄉湖埔村埔邊8號,1.0,13人,,金門縣金寧鄉湖埔村埔邊8號
透天厝,584.0,湖埔村,金門縣金寧鄉湖埔村埔後39號,1.0,13人,,金門縣金寧鄉湖埔村埔後39號
透天厝,585.0,湖埔村,金門縣金寧鄉湖埔村埔後51號,1.0,13人,,金門縣金寧鄉湖埔村埔後51號
公寓,586.0,林湖村,金門縣烈嶼鄉林湖村羅厝1號,1.0,11人,,金門縣烈嶼鄉林湖村羅厝1號
公寓,587.0,林湖村,金門縣烈嶼鄉林湖村東林14號,1.0,11人,,金門縣烈嶼鄉林湖村東林14號
公寓,588.0,林湖村,金門縣烈嶼鄉林湖村東林27號,1.0,16人,,金門縣烈嶼鄉林湖村東林27號
公寓,589.0,林湖村,金門縣烈嶼鄉林湖村東林117號,1.0,11人,,金門縣烈嶼鄉林湖村東林117號
公寓,590.0,林湖村,金門縣烈嶼鄉林湖村東林27號,1.0,11人,,金門縣烈嶼鄉林湖村東林27號
公寓,591.0,林湖村,金門縣烈嶼鄉林湖村東林街118號,1.0,20人,,金門縣烈嶼鄉林湖村東林街118號
公寓,592.0,林湖村,金門縣烈嶼鄉林湖村東林街135號,1.0,11人,,金門縣烈嶼鄉林湖村東林街135號
公寓,593.0,林湖村,金門縣烈嶼鄉林湖村東林68之1號,1.0,11人,,金門縣烈嶼鄉林湖村東林68之1號
公寓,594.0,林湖村,金門縣烈嶼鄉林湖村東林71號,1.0,11人,,金門縣烈嶼鄉林湖村東林71號
公寓,595.0,林湖村,金門縣烈嶼鄉林湖村東林71之4號,1.0,11人,,金門縣烈嶼鄉林湖村東林71之4號
公寓,596.0,林湖村,金門縣烈嶼鄉林湖村東林街137號,1.0,11人,,金門縣烈嶼鄉林湖村東林街137號
公寓,597.0,林湖村,金門縣烈嶼鄉林湖村東林街139號,1.0,11人,,金門縣烈嶼鄉林湖村東林街139號
公寓,598.0,林湖村,金門縣烈嶼鄉林湖村東林街141號,1.0,11人,,金門縣烈嶼鄉林湖村東林街141號
公寓,599.0,林湖村,金門縣烈嶼鄉林湖村東林街143號,1.0,11人,,金門縣烈嶼鄉林湖村東林街143號
公寓,600.0,林湖村,金門縣烈嶼鄉林湖村東林街146號,1.0,11人,,金門縣烈嶼鄉林湖村東林街146號
公寓,601.0,林湖村,金門縣烈嶼鄉林湖村東林街156號,1.0,27人,,金門縣烈嶼鄉林湖村東林街156號
公寓,602.0,林湖村,金門縣烈嶼鄉林湖村東林街166號,1.0,20人,,金門縣烈嶼鄉林湖村東林街166號
公寓,603.0,林湖村,金門縣烈嶼鄉林湖村東林街168號,1.0,11人,,金門縣烈嶼鄉林湖村東林街168號
公寓,604.0,林湖村,金門縣烈嶼鄉林湖村東林街172號,1.0,11人,,金門縣烈嶼鄉林湖村東林街172號
公寓,605.0,林湖村,金門縣烈嶼鄉林湖村西宅48號,1.0,16人,,金門縣烈嶼鄉林湖村西宅48號
公寓,606.0,林湖村,金門縣烈嶼鄉林湖村羅厝61之1號,1.0,11人,,金門縣烈嶼鄉林湖村羅厝61之1號
公寓,607.0,林湖村,金門縣烈嶼鄉林湖村羅厝61之1號,1.0,11人,,金門縣烈嶼鄉林湖村羅厝61之1號
公寓,608.0,林湖村,金門縣烈嶼鄉林湖村羅厝55號,1.0,11人,,金門縣烈嶼鄉林湖村羅厝55號
公寓,609.0,林湖村,金門縣烈嶼鄉林湖村羅厝55號,1.0,11人,,金門縣烈嶼鄉林湖村羅厝55號
公寓,610.0,林湖村,金門縣烈嶼鄉林湖村羅厝55之1號,1.0,11人,,金門縣烈嶼鄉林湖村羅厝55之1號
公寓,611.0,林湖村,金門縣烈嶼鄉林湖村羅厝56號,1.0,21人,,金門縣烈嶼鄉林湖村羅厝56號
公寓,612.0,林湖村,金門縣烈嶼鄉林湖村羅厝70號,1.0,17人,,金門縣烈嶼鄉林湖村羅厝70號
公寓,613.0,林湖村,金門縣烈嶼鄉林湖村湖下27號,1.0,11人,,金門縣烈嶼鄉林湖村湖下27號
