類別,建築物名稱,電腦編號,村里別,緯、經度,地下樓層數,可容納人數,轄管分局,停車場坡道,備註,"unnamed (1)"
大樓,南亞國寶,EPA01203,龍昌里,"24.937374,121.249191",1.0,1011,中壢分局,V,龍興所,
大樓,家賀屋,EPA01204,光明里,"24.964812,121.217685",2.0,1043,中壢分局,V,興國所,
大樓,,EPA01205,後寮里,"24.94216,121.247844",2.0,4081,中壢分局,V,普仁所,
大樓,雅致名園,EPA01206,幸福里,"24.956331,121.222025",2.0,808,中壢分局,V,中福所,
大樓,桃苗豐田汽車,EPA01207,永福里,"24.969805,121.236512",1.0,1121,中壢分局,V,中福所,
大樓,太子國際村,EPA01208,龍慈里,"24.940843,121.245204",3.0,4666,中壢分局,V,龍興所,
教育機構,,EPA01209,明德里,"24.947384,121.228305",1.0,1861,中壢分局,V,普仁所,
教育機構,龍興國民中學,EPA01210,龍興里,"24.938155,121.236058",1.0,2122,中壢分局,V,龍興所,
大樓,宮廷樂章,EPA01211,金華里,"24.964255,121.223291",2.0,3956,中壢分局,V,中福所,
大樓,宮廷樂章,EPA01212,金華里,"24.964213,121.223275",2.0,3977,中壢分局,V,中福所,
大樓,,EPA01213,石頭里,"24.953933,121.223638",3.0,609,中壢分局,V,中壢所,
大樓,元智e生活,EPA01214,中正里,"24.96467,121.260744",1.0,3569,中壢分局,V,自強所,
透天,台達電子中壢五廠東園路16號,EPA01215,永福里,"24.969926,121.239887",1.0,61,中壢分局,V,中福所,
透天,翊展中醫診所,EPA01216,東興里,"24.948036,121.225843",1.0,83,中壢分局,,中壢所,
大樓,,EPA01217,文化里,"24.978726,121.248115",2.0,1579,中壢分局,V,文化所,
透天,錕億鋼鐵股份有限公司,EPA01218,內定里,"25.009102,121.247222",1.0,25,中壢分局,,文化所,
透天,精華企業股份有限公司,EPA01220,永福里,"24.970845,121.238511",1.0,24,中壢分局,V,中福所,
大樓,桃園麗寶麗池社區,EPA01221,至善里,"24.938489,121.248245",3.0,2743,中壢分局,V,龍興所,
公寓,龍和一街228號華廈,EPA01222,龍慈里,"24.940377,121.245178",1.0,459,中壢分局,V,龍興所,
學校,自立國小,EPA01223,自立里,"24.96843,121.251411",1.0,531,中壢分局,,自強所,
大樓,維輪實業股份有限公司,EPA01224,過嶺里,"24.966484,121.175463",2.0,13598,中壢分局,V,大崙所,
公寓,,EPA01225,新街里,"24.961695,121.22728",1.0,384,中壢分局,V,中壢所,
大樓,,EPA01226,興南里,"24.959911,121.224895",3.0,947,中壢分局,V,中壢所,
大樓,輝煌年代,EPA01227,文化里,"24.977062,121.245234",3.0,1325,中壢分局,V,文化所,
大樓,第一家庭,EPA01228,文化里,"24.978187,121.247164",2.0,770,中壢分局,V,文化所,
大樓,春虹e吉邦,EPA01229,篤行里,"24.951195,121.260214",2.0,6227,中壢分局,V,仁愛所,
大樓,心動一期,EPA01230,中興里,"24.961889,121.259081",1.0,103,中壢分局,V,自強所,
透天,學金天下,EPA01231,仁義里,"24.968779,121.234951",1.0,136,中壢分局,V,普仁所,
教育機構,忠福國小,EPA01232,永福里,"24.976492,121.234878",1.0,2822,中壢分局,V,中福所,
工廠,日月欣半導體股份有限公司,EPA01233,忠義里,"24.971237,121.252436",2.0,4735,中壢分局,V,文化所,
公寓,王宅,EPA01234,興國里,"24.963457,121.220769",1.0,218,中壢分局,V,興國所,
透天,秋宅,EPA01235,五權里,"24.957776,121.20637",1.0,176,中壢分局,V,興國所,
大樓,中壢監理站,EPA01236,興南里,"24.959909,121.224314",1.0,821,中壢分局,V,中壢所,
大樓,"JC PARK食尚廣場",EPA01237,石頭里,"24.95434,121.224015",3.0,1521,中壢分局,V,中壢所,
工廠,迅得機械,EPA01239,中正里,"24.960808,121.261745",1.0,658,中壢分局,V,自強所,
透天厝,民宅,EPA01240,中興里,"24.962969,121.259665",2.0,1863,中壢分局,V,自強所,
透天,龍安菸酒,EPA01241,中原里,"24.973103,121.256296",1.0,132,中壢分局,V,內壢所,
大樓,,EPA01242,正義里,"24.952952,121.228462",3.0,3901,中壢分局,V,普仁所,
透天,劉宅,EPA01243,新明里,"24.959276,121.214393",1.0,127,中壢分局,V,興國所,
公寓,寶復科技公司,EPA01244,芝芭里,"24.991533,121.208504",1.0,535,中壢分局,,青埔所,
透天,甘宅,EPA01245,新興里,"24.944594,121.225474",1.0,184,中壢分局,V,龍興所,
工廠,華群電子公司,EPA01246,復華里,"24.972951,121.240817",1.0,543,中壢分局,,文化所,
大樓,大江國際股份有限公司,EPA01247,內定里,"25.001717,121.228447",2.0,17431,中壢分局,V,文化所,
大樓,勝昌製葯廠股份有限公司,EPA01248,過嶺里,"24.963599,121.157071",1.0,3236,中壢分局,,大崙所,
大樓,還中愛樂,EPA01249,自信里,"24.962838,121.255398",2.0,2058,中壢分局,V,自強所,
大樓,世紀三星NO.3,EPA01250,興福里,"24.968061,",2.0,1609,中壢分局,V,中福所,
公寓,陳宅,EPA01251,林森里,"24.944871,",1.0,468,中壢分局,V,龍興所,
大樓,廖宅,EPA01252,新興里,"24.94407,",3.0,1335,中壢分局,V,龍興所,
透天,林朱宅,EPA01253,新明里,"24.958528,121.21602",1.0,252,中壢分局,,興國所,
大樓,大潤發,EPA01254,正義里,"24.954541,121.234595",1.0,14913,中壢分局,V,普仁所,
大樓,,EPA01255,普仁里,"24.95774,121.239163",2.0,911,中壢分局,V,普仁所,
公家機構,中壢分局警備隊,EPA01256,石頭里,"24.953866,121.223001",1.0,163,中壢分局,V,中壢所,
教育機構,健行科大,EPA01257,明德里,"24.94716,121.22905",1.0,5778,中壢分局,V,普仁所,
大樓,馬祖新村,EPA01258,興南里,"24.985053,121.223965",4.0,33822,中壢分局,,中壢所,
教育機構,中原國小,EPA01259,普仁里,"24.95647,121.238251",1.0,745,中壢分局,,普仁所,
大樓,,EPA01260,明德里,"24.945512,121.230847",2.0,19529,中壢分局,V,普仁所,
大樓,悠活18,EPA01261,自治里,"24.964164,121.257897",3.0,13506,中壢分局,V,自強所,
大樓,陳宅,EPA01262,林森里,"24.94453,121.228477",1.0,8512,中壢分局,V,龍興所,
大樓,金像電子股份有限公司,EPA01263,永福里,"24.98108,121.23451",1.0,2811,中壢分局,V,中福所,
大樓," 台達電子工業",EPA01264,永福里,"24.968887,121.238387",3.0,1738,中壢分局,V,中福所,
大樓,,EPA01265,興南里,"24.96207,121.224391",3.0,2581,中壢分局,V,中壢所,
大樓,呂宅,EPA01266,石頭里,"24.955055,121.225112",1.0,14455,中壢分局,V,中壢所,
大樓,花都花店,EPA01267,中壢里,"24.955636,121.219777",1.0,1741,中壢分局,V,中壢所,
大樓,中壢福容飯店,EPA01268,石頭里,"24.954599,121.223491",3.0,681,中壢分局,V,中壢所,
大樓,穀太太健康便當,EPA01270,新街里,"24.96301,121.225634",1.0,11619,中壢分局,V,中壢所,
教育機構,龍岡國中,EPA01271,龍東里,"24.929685,121.252638",1.0,1036,中壢分局,V,龍興所,
大樓,簡宅,EPA01272,龍安里,"24.935939,121.256257",2.0,1343,中壢分局,V,龍興所,
公寓,梁宅,EPA01273,振興里,"24.947274,121.227768",2.0,451,中壢分局,V,龍興所,
大樓,中原師鄉,EPA01274,普仁里,"24.955094,121.236778",2.0,537,中壢分局,V,普仁所,
大樓,江宅,EPA01275,新興里,"24.94471,121.223812",1.0,18174,中壢分局,V,龍興所,
大樓,麗寶SMART,EPA01276,至善里,"24.938539,121.248721",2.0,25385,中壢分局,V,龍興所,
大樓,大學園區,EPA01277,健行里,"24.9525556,121.2284382",3.0,2727,中壢分局,V,中壢所,
大樓,依莎城堡,EPA01279,自信里,"24.962186,121.254856",2.0,16504,中壢分局,V,自強所,
工廠,中華電信,EPA01280,興仁里,"24.969158,121.261687",2.0,47997,中壢分局,V,自強所,機敏單位
工廠,精材科技股份有限公司中壢二廠,EPA01281,復華里,"24.970022,121.245489",1.0,1680,中壢分局,V,文化所,
公家機構,鐵路局,EPA01282,石頭里,"24.95391,121.22598",1.0,304,中壢分局,V,中壢所,
學校,自強國中,EPA01283,自強里,"24.968962,121.260519",1.0,602,中壢分局,V,自強所,
學校,元智大學,EPA01284,興仁里,"24.970433,121.263377",4.0,3069,中壢分局,V,自強所,
教育機構,內壢國小,EPA01285,福德里,"24.973974,121.259421",1.0,31763,中壢分局,V,內壢所,
大樓,精忠國宅,EPA01286,莊敬里,"24.970263,121.256224",2.0,6018,中壢分局,V,自強所,
大樓,精忠國宅,EPA01287,莊敬里,"24.970293,121.256501",3.0,29770,中壢分局,V,自強所,
大樓,精忠國宅,EPA01288,莊敬里,"24.970369,121.256564",2.0,8778,中壢分局,V,自強所,
大樓,精忠國宅,EPA01289,莊敬里,"24.970254,121.256662",2.0,3325,中壢分局,V,自強所,
教育機構,中原國小,EPA01291,普仁里,"24.956489,121.238809",1.0,10057,中壢分局,V,普仁所,
大樓,,EPA01292,普忠里,"24.955,121.240656",2.0,11731,中壢分局,V,普仁所,
大樓,,EPA01293,仁義里,"24.963179,121.236409",1.0,5360,中壢分局,V,普仁所,
公家機構,龍興派出所,EPA01294,龍興里,"24.93837,121.23465",1.0,225,中壢分局,V,龍興所,機敏單位
大樓,世紀廣場,EPA01295,興南里,"24.96146,121.223135",4.0,7575,中壢分局,V,中壢所,
大樓,陸光國宅,EPA01296,自治里,"24.96651,121.258886",2.0,13549,中壢分局,V,自強所,
大樓,優-PARK,EPA01297,中山里,"24.962426,121.260651",2.0,1245,中壢分局,V,自強所,
大樓,陸光國宅,EPA01298,自治里,"24.966084,121.2578",2.0,3700,中壢分局,V,自強所,
大樓,陸光國宅,EPA01299,自治里,"24.966775,121.258414",2.0,30389,中壢分局,V,自強所,
大樓,陸光國宅,EPA01300,自治里,"24.966404,121.258857",2.0,31617,中壢分局,V,自強所,
大樓,陸光國宅,EPA01301,自治里,"24.967111,121.258026",2.0,34491,中壢分局,V,自強所,
大樓,優活21,EPA01302,至善里,"24.938377,121.249596",2.0,1381,中壢分局,V,龍興所,
教育機構,元生國小,EPA01303,復華里,"24.974601,121.251593",1.0,1745,中壢分局,V,文化所,
工廠,悅城科技股份有限公司,EPA01304,復興里,"24.97767,121.242184",1.0,7881,中壢分局,V,文化所,
大樓,內壢家樂福,EPA01305,忠義里,"24.973261,121.253977",1.0,16204,中壢分局,V,文化所,
大樓,,EPA01306,普義里,"24.962554,121.230117",1.0,1000,中壢分局,V,普仁所,
大樓,家樂福中原店,EPA01307,仁義里,"24.962698,121.23301",2.0,7881,中壢分局,V,普仁所,
大樓,古華飯店,EPA01308,光明里,"24.96524,121.217457",3.0,1708,中壢分局,,興國所,
透天,瑞恩帝兒環中幼稚園,EPA01309,普忠里,"24.957053,121.24733",1.0,135,中壢分局,V,普仁所,
大樓,自立國宅,EPA01310,自立里,"24.966425,121.251279",2.0,7606,中壢分局,,自強所,
大樓,自立國宅,EPA01311,自立里,"24.963721,121.258303",2.0,4071,中壢分局,,自強所,
大樓,自立國宅,EPA01312,自立里,"24.965176,121.25559",2.0,4475,中壢分局,,自強所,
教育機構,南亞技術學院,EPA01313,龍昌里,"24.937091,121.251796",1.0,1098,中壢分局,V,龍興所,
大樓,統一超商新壢揚門市,EPA01314,中央里,"24.956131,121.224872",4.0,736,中壢分局,V,中壢所,
大樓,太子鳳凰城B座,EPA01315,仁美里,"24.945909,121.248676",2.0,1318,中壢分局,V,仁愛所,
大樓,太子鳳凰城A座,EPA01316,仁美里,"24.945919,121.248676",2.0,1174,中壢分局,V,仁愛所,
教育機構,中原大學,EPA01317,普忠里,"24.957731,121.240753",2.0,1001,中壢分局,V,普仁所,
大樓,自立國宅,EPA01318,自立里,"24.963266,121.253003",2.0,21210,中壢分局,,自強所,
透天,張宅,EPA01319,新明里,"24.957453,121.223462",1.0,219,中壢分局,,興國所,
教育機構,健行科大宿舍,EPA01320,後寮里,"24.945355,121.232095",1.0,1704,中壢分局,V,普仁所,
大樓,,EPA01321,後寮里,"24.94159,121.247081",2.0,1068,中壢分局,,普仁所,
教育機構,中原國小,EPA01322,普仁里,"24.956421,121.238198",1.0,1294,中壢分局,V,普仁所,
大樓,優-PARK,EPA01323,中山里,"24.962484,121.260957",2.0,1977,中壢分局,V,自強所,
公寓,長春騰養生會館,EPA01324,中原里,"24.975203,121.25347",1.0,406,中壢分局,,內壢所,
教育機構,中原大學,EPA01325,普忠里,"24.95747,121.240744",1.0,3325,中壢分局,V,普仁所,
電信,中華電信,EPA01326,中央里,"24.956609,121.224505",3.0,531,中壢分局,V,中壢所,機敏單位
大樓,科學城,EPA01327,健行里,"24.952212,121.228177",1.0,921,中壢分局,V,中壢所,
警察,中福派出所,EPA01328,永福里,"24.972361,121.233262",1.0,379,中壢分局,V,中福所,機敏單位
教育機構,中原大學,EPA01329,普忠里,"24.957538,121.240776",1.0,2066,中壢分局,V,普仁所,
大樓,方宅,EPA01330,興國里,"24.95939,121.221245",1.0,1855,中壢分局,,興國所,
工廠,宇環科技公司,EPA01331,復華里,"24.971644,121.243411",1.0,1279,中壢分局,V,文化所,
大樓,,EPA01332,普仁里,"24.957771,121.239481",1.0,2589,中壢分局,V,普仁所,
大樓,環中音樂季,EPA01333,自信里,"24.963691,121.256582",3.0,3498,中壢分局,V,自強所,
大樓,舞動陽光藍天特區,EPA01334,興華里,"24.977053,121.25116",1.0,1889,中壢分局,V,文化所,
大樓,愛琴海,EPA01335,忠孝里,"24.980764,121.254951",2.0,4016,中壢分局,V,內壢所,
大樓,國瑞汽車(股),EPA01336,內定里,"24.999446,121.230533",1.0,433,中壢分局,V,文化所,
大樓,舞動陽光森活,EPA01338,興華里,"24.977237,121.250229",1.0,770,中壢分局,V,文化所,
大樓,太子假期,EPA01339,仁美里,"24.945665,121.248636",3.0,1289,中壢分局,V,仁愛所,
透天,,EPA01340,普忠里,"24.956176,121.240996",1.0,312,中壢分局,,普仁所,
大樓,木子股份有限公司,EPA01341,福德里,"24.978414,121.25887",1.0,828,中壢分局,V,內壢所,
大樓,日月欣半導體(股),EPA01342,復華里,"24.969988,121.251456",1.0,1294,中壢分局,,文化所,
教育機構,內壢國中,EPA01343,復華里,"24.971202,121.248974",1.0,308,中壢分局,V,文化所,
大樓,維納斯花園社區,EPA01344,普義里,"24.962063,121.230834",2.0,4502,中壢分局,V,普仁所,
大樓,亞爵麗緻,EPA01345,復興里,"24.975837,121.244599",3.0,3043,中壢分局,V,文化所,
學校,自立國小,EPA01346,自立里,"24.968478,121.251807",1.0,1159,中壢分局,,自強所,
大樓,藝術賞,EPA01347,復華里,"24.974641,121.248579",3.0,969,中壢分局,,文化所,
大樓,湖映左岸,EPA01348,仁福里,"24.941387,121.255087",2.0,2158,中壢分局,V,仁愛所,
大樓,日月光半導體製造(股),EPA01349,復華里,"24.970105,121.251893",2.0,4665,中壢分局,V,文化所,
大樓,傳世國寶,EPA01350,復華里,"24.9701,121.250882",1.0,3516,中壢分局,V,文化所,
大樓,宜誠麗都NO2領袖特區,EPA01351,忠孝里,"24.979154,121.253982",2.0,2823,中壢分局,V,內壢所,
教育機構,財團法人南亞技術學院,EPA01352,龍昌里,"24.937103,121.251772",2.0,2157,中壢分局,V,龍興所,
透天,吉野家中壢店,EPA01353,石頭里,"24.956436,121.2233",1.0,279,中壢分局,,中壢所,
大樓,凱都大飯店,EPA01354,新街里,"24.962146,121.225188",2.0,1258,中壢分局,,中壢所,
大樓,舞動陽光四季,EPA01355,興華里,"24.977644,121.250899",2.0,1571,中壢分局,,文化所,
大樓,,EPA01356,普義里,"24.962362,121.230554",2.0,5547,中壢分局,V,普仁所,
大樓,智偉織造股份有限公司,EPA01357,永福里,"24.982722,121.239977",1.0,3403,中壢分局,,中福所,
公家機構,桃園市政府保護局,EPA01358,內定里,"24.993728,121.249702",2.0,2482,中壢分局,,文化所,
大樓,天晟醫院,EPA01359,新街里,"24.963002,121.228583",1.0,1327,中壢分局,,中壢所,
大樓,舞動陽光飛揚,EPA01360,興華里,"24.978756,121.250831",1.0,4428,中壢分局,V,文化所,
大樓,勝昌製葯廠股份有限公司,EPA01361,過嶺里,"24.963511,121.157103",1.0,5053,中壢分局,V,大崙所,
大樓,典藏伊莎,EPA01362,仁和里,"24.953101,121.261446",2.0,1289,中壢分局,V,仁愛所,
大樓,雅硯社區,EPA01363,自信里,"24.962563,121.254118",2.0,543,中壢分局,V,自強所,
大樓,元智生活會館,EPA01364,興仁里,"24.966833,121.262973",1.0,3142,中壢分局,V,自強所,
大樓,順益汽車中壢營業所,EPA01365,永福里,"24.968155,121.237121",1.0,2277,中壢分局,,中福所,
教育機構,中原大學,EPA01366,普忠里,"24.957625,121.240776",1.0,676,中壢分局,V,普仁所,
大樓,戀戀歐洲,EPA01367,仁義里,"24.965158,121.236271",2.0,1490,中壢分局,V,普仁所,
透天,,EPA01368,普仁里,"24.954213,121.240217",1.0,216,中壢分局,,普仁所,
工廠,易鼎股份有限公司,EPA01369,文化里,"24.980649,121.245261",1.0,696,中壢分局,V,文化所,
大樓,臻藝,EPA01370,五權里,"24.959094,121.206578",3.0,3137,中壢分局,,興國所,
大樓,居城市,EPA01371,復興里,"24.975485,121.245144",1.0,1122,中壢分局,V,文化所,
大樓,顏宅,EPA01372,永光里,"24.964022,121.213046",3.0,3153,中壢分局,,興國所,
大樓,宜誠鼎峰,EPA01373,興華里,"24.978835,121.250226",2.0,3119,中壢分局,V,文化所,
大樓,,EPA01374,中堅里,"24.938925,121.258135",2.0,1506,中壢分局,V,仁愛所,
大樓,舞動向陽特區,EPA01375,忠孝里,"24.977968,121.251773",2.0,1360,中壢分局,V,內壢所,
教育機構,中央大學,EPA01376,五權里,"24.968249,121.195259",0.0,7948,中壢分局,V,興國所,
大樓,美麗歐洲,EPA01377,忠義里,"24.965143,121.236476",3.0,3542,中壢分局,V,文化所,
透天,鄒宅,EPA01378,光明里,"24.961344,121.217227",2.0,286,中壢分局,,興國所,
大樓,海華帝國,EPA01379,金華里,"24.964179,121.224578",2.0,1921,中壢分局,V,中福所,
大樓,,EPA01380,中堅里,"24.937915,121.25856",2.0,1506,中壢分局,V,仁愛所,
公寓,陳宅,EPA01381,興國里,"24.959523,121.221239",1.0,408,中壢分局,,興國所,
大樓,水悅社區,EPA01382,自信里,"24.963685,121.254902",2.0,8110,中壢分局,,自強所,
大樓,愛上杜拜,EPA01383,文化里,"24.979316,121.247901",2.0,1813,中壢分局,V,文化所,
公寓,清境,EPA01384,芝芭里,"24.987257,121.208219",1.0,275,中壢分局,V,青埔所,
透天,嚴宅,EPA01385,五權里,"24.960284,121.206371",1.0,165,中壢分局,,興國所,
公寓,匯豐汽車中壢營業所,EPA01386,永福里,"24.982282,121.235964",1.0,241,中壢分局,V,中福所,
公寓,,EPA01387,新街里,"24.962073,121.225547",2.0,353,中壢分局,V,中壢所,
大樓,林宅,EPA01388,光明里,"24.96338,121.217709",3.0,3523,中壢分局,V,興國所,
教育機構,,EPA01389,普忠里,"24.9597,121.245925",1.0,1467,中壢分局,V,普仁所,
大樓,臻品社區,EPA01390,中堅里,"24.941326,121.251392",2.0,6350,中壢分局,V,仁愛所,
大樓,青雲小富翁,EPA01391,明德里,"24.946363,121.229268",1.0,877,中壢分局,V,普仁所,
教育機構,樂家精神護理之家,EPA01392,內厝里,"24.976313,121.233266",1.0,432,中壢分局,,大崙所,
工廠,日月光半導體製造(股),EPA01393,復華里,"24.971737,121.252072",3.0,40549,中壢分局,,文化所,
大樓,古華飯店,EPA01394,光明里,"24.964715,121.217064",3.0,3355,中壢分局,V,興國所,
教育機構,萬能科技大學,EPA01395,永福里,"24.990387,121.232171",1.0,1062,中壢分局,,中福所,
大樓,裕邦華廈,EPA01396,中正里,"24.962125,121.255175",1.0,315,中壢分局,V,自強所,
公寓,富庶村,EPA01397,至善里,"24.939082,121.250586",1.0,337,中壢分局,V,龍興所,
大樓,,EPA01398,興南里,"24.961997,121.223522",3.0,1883,中壢分局,V,中壢所,
大樓,,EPA01399,仁福里,"24.940072,121.253981",1.0,591,中壢分局,V,仁愛所,
大樓,囍來登,EPA01400,龍德里,"24.936454,121.239083",2.0,3245,中壢分局,V,龍興所,
公寓,基督教聖經教會,EPA01401,興和里,"24.98493,121.223719",1.0,374,中壢分局,,興國所,
大樓,站前藝術館,EPA01402,德義里,"24.956485,121.229091",3.0,1731,中壢分局,V,普仁所,
大樓,元智大富翁,EPA01403,興仁里,"24.966581,121.264461",3.0,1771,中壢分局,V,自強所,
大樓,太子天廈,EPA01404,仁美里,"24.94556,121.247933",4.0,2153,中壢分局,V,仁愛所,
大樓,南方莊園,EPA01405,過嶺里,"24.967842,121.178677",2.0,3187,中壢分局,V,大崙所,
大樓,臻第社區,EPA01406,仁和里,"24.953563,121.262161",3.0,5250,中壢分局,V,仁愛所,
透天,,EPA01407,健行里,"24.95301,121.22736",1.0,174,中壢分局,,中壢所,
大樓,,EPA01408,東興里,"24.953352,121.228974",3.0,1542,中壢分局,V,中壢所,
大樓,久霆股份有限公司,EPA01409,永福里,"24.980486,121.234422",1.0,4047,中壢分局,,中福所,
大樓,城市之鑽,EPA01410,芝芭里,"24.999668,121.210234",1.0,640,中壢分局,V,青埔所,
大樓,,EPA01411,普仁里,"24.957462,121.236085",1.0,855,中壢分局,V,普仁所,
教育機構,過嶺國民中學,EPA01412,過嶺里,"24.960547,121.175444",1.0,1247,中壢分局,V,大崙所,
大樓,海華國際之星,EPA01413,金華里,"24.965887,121.22415",3.0,5389,中壢分局,V,中福所,
大樓,悠活賞社區,EPA01414,龍慈里,"24.937031,121.244968",3.0,1972,中壢分局,V,龍興所,
大樓,宜誠菁英行館,EPA01415,文化里,"24.979351,121.247846",2.0,5188,中壢分局,V,文化所,
金融機構,合作金庫,EPA01416,永光里,"24.964492,121.211636",4.0,2553,中壢分局,V,興國所,
大樓,宜誠天裔,EPA01417,龍興里,"24.939134,121.233384",3.0,1522,中壢分局,V,龍興所,
大樓,維多利亞社區,EPA01418,自強里,"24.96851,121.257838",2.0,1708,中壢分局,V,自強所,
公寓,鋒橋建設,EPA01419,青埔里,"25.005247,121.217182",1.0,436,中壢分局,V,青埔所,
教育機構,財團法人私立有得國民小學,EPA01420,文化里,"24.980521,121.251704",1.0,963,中壢分局,V,文化所,
醫院,長榮醫院,EPA01422,自治里,"24.964584,121.257801",2.0,714,中壢分局,,自強所,
大樓,冠世界,EPA01423,忠義里,"24.965671,121.236492",3.0,2651,中壢分局,V,文化所,
公寓,宏惠光電股份有限公司,EPA01424,永福里,"24.98235,121.241242",1.0,470,中壢分局,V,中福所,
大樓,帝元家堡,EPA01425,青埔里,"25.004212,121.214138",1.0,527,中壢分局,V,青埔所,
大樓,元智生活會館,EPA01426,興仁里,"24.967465,121.263025",3.0,2231,中壢分局,V,自強所,
教育機構,中央大學,EPA01427,五權里,"24.9659,121.194953",1.0,250,中壢分局,V,興國所,
大樓,竑門天止,EPA01428,幸福里,"24.965482,121.233204",2.0,1845,中壢分局,V,中福所,
教育機構,大園高中,EPA01429,青峰里,"25.0233465,121.2171286",1.0,2077,中壢分局,V,青埔所,
大樓,索士亞科技股份有限公司,EPA01430,內定里,"24.987972,121.240508",1.0,1397,中壢分局,V,文化所,
大樓,城市之星,EPA01431,洽溪里,"25.009883,121.203273",2.0,1707,中壢分局,V,青埔所,
大樓,城市之光,EPA01432,芝芭里,"25.001656,121.207766",2.0,2436,中壢分局,V,青埔所,
金融機構,,EPA01433,普忠里,"24.960142,121.243965",1.0,242,中壢分局,V,普仁所,
大樓,杭州勵緻,EPA01434,信義里,"24.950428,121.23535",2.0,1541,中壢分局,V,普仁所,
公寓,清雲天下,EPA01435,健行里,"24.949701,121.22711",1.0,352,中壢分局,V,中壢所,
金融機構,法國之星,EPA01436,永光里,"24.964914,121.213192",4.0,1315,中壢分局,V,興國所,
大樓,新上城,EPA01437,興華里,"24.976501,121.248471",3.0,2004,中壢分局,V,文化所,
大樓,鼎藏精華,EPA01438,篤行里,"24.957931,121.26427",1.0,911,中壢分局,V,仁愛所,
大樓,,EPA01439,東興里,"24.953768,121.228273",3.0,1151,中壢分局,V,中壢所,
教育機構,新街國小,EPA01440,新街里,"24.962347,121.217623",2.0,341,中壢分局,V,中壢所,
大樓,富庶村,EPA01441,至善里,"24.93915,121.250521",1.0,893,中壢分局,V,龍興所,
教育機構,中原大學,EPA01442,普忠里,"24.957479,121.240787",2.0,2540,中壢分局,V,普仁所,
公寓,青雲福邸,EPA01443,明德里,"24.949383,121.23053",1.0,280,中壢分局,V,普仁所,
大樓,新都廷,EPA01444,忠福里,"24.971837,121.227051",3.0,1077,中壢分局,V,中福所,
大樓,和瑞捷星,EPA01445,忠福里,"24.971999,121.227912",3.0,2301,中壢分局,V,中福所,
大樓,天朵,EPA01446,仁德里,"24.954569,121.263083",2.0,2807,中壢分局,V,仁愛所,
大樓,漢升密封科技股份有限公司,EPA01447,文化里,"24.980324,121.242366",1.0,1572,中壢分局,V,文化所,
大樓,宸宜進寶,EPA01448,洽溪里,"25.009348,121.201861",1.0,1213,中壢分局,V,青埔所,
教育機構,啟英高中,EPA01449,永福里,"24.975337,121.235744",1.0,860,中壢分局,V,中福所,
教育機構,中央大學,EPA01450,內厝里,"24.968966,121.187225",1.0,1269,中壢分局,V,大崙所,
大樓,國際高鐵新站特區,EPA01451,青埔里,"25.007193,121.215177",2.0,1547,中壢分局,V,青埔所,
透天,家福開發,EPA01452,新明里,"24.963316,121.212278",1.0,100,中壢分局,V,興國所,
透天,家福開發,EPA01453,新明里,"24.961234,121.210995",1.0,104,中壢分局,V,興國所,
透天,家福開發,EPA01454,新明里,"24.961279,121.210985",1.0,104,中壢分局,V,興國所,
透天,家福開發,EPA01455,新明里,"24.961304,121.211071",1.0,104,中壢分局,V,興國所,
透天,家福開發,EPA01456,新明里,"24.963326,121.212246",1.0,104,中壢分局,V,興國所,
透天,家福開發,EPA01457,新明里,"24.961339,121.21114",1.0,104,中壢分局,V,興國所,
大樓,城市首席,EPA01458,青埔里,"25.017014,121.223737",2.0,2293,中壢分局,V,青埔所,
大樓,宏國新城,EPA01459,永光里,"24.957927,121.207135",4.0,1524,中壢分局,V,興國所,
透天,翁宅,EPA01460,永光里,"24.965689,121.214843",1.0,91,中壢分局,,興國所,
大樓,海華大帝,EPA01461,金華里,"24.963102,121.224659",3.0,5957,中壢分局,V,中福所,
大樓,宜誠僑峰,EPA01462,芝芭里,"25.00058,121.206277",2.0,3111,中壢分局,V,青埔所,
大樓,宜誠璽悅,EPA01463,龍興里,"24.93842,121.233694",2.0,1766,中壢分局,V,龍興所,
大樓,鋒橋淳光,EPA01464,青埔里,"25.00444,121.218446",2.0,1521,中壢分局,V,青埔所,
大樓,國際高鐵晶站社區,EPA01465,青埔里,"25.010182,121.216258",2.0,835,中壢分局,V,青埔所,
大樓,幸福樂章,EPA01466,中興里,"24.962518,121.258957",2.0,581,中壢分局,V,自強所,
透天,聯饗書屋,EPA01467,中央里,"24.956704,121.225045",1.0,77,中壢分局,V,中壢所,
大樓,鉑金苑,EPA01468,忠福里,"24.9717,121.227981",2.0,3450,中壢分局,V,中福所,
透天,人人化學製藥股份有限公司,EPA01469,永福里,"24.971737,121.234378",0.0,29,中壢分局,V,中福所,
大樓,龍騰御,EPA01470,五權里,"24.961007,121.206337",3.0,945,中壢分局,V,興國所,
大樓,涵美賞,EPA01471,明德里,"24.948126,121.231991",3.0,797,中壢分局,V,普仁所,
公寓,中大隨筆社區,EPA01472,內厝里,"24.974452,121.197305",2.0,364,中壢分局,V,大崙所,
透天,榮元診所,EPA01473,中原里,"24.97366,121.257507",1.0,202,中壢分局,V,內壢所,
大樓,湯城世紀-領袖,EPA01474,忠義里,"24.965653,121.246481",4.0,5040,中壢分局,V,文化所,
