類別,建築物名稱,電腦編號,村里別,地址,"地下 樓層數","可容納 人數",派出所,備註,經度,緯度
大樓,優派國際科技大樓,DJ01000019,碧河里,新北市中和區碧河里連城路192號,3,1793.0,中原派出所,,121.492303,24.996838
大樓,中山經貿,DJ01000020,碧河里,新北市中和區碧河里建一路1號,2,902.0,中原派出所,,121.488218,25.004142
公寓,明煌印刷,DJ01000021,中原里,新北市中和區中原里立德街216號,1,472.0,中原派出所,,121.483478,25.010052
大樓,亞太TOP工業園區,DJ01000022,碧河里,新北市中和區碧河里中山路二段403號,3,1681.0,中原派出所,,121.486046,25.004703
公寓,明翔科技股份有限公司,DJ01000023,中原里,新北市中和區中原里立德街306號,2,460.0,中原派出所,,121.48291,25.010379
公寓,依德股份有限公司,DJ01000024,碧河里,新北市中和區碧河里建一路68號,1,152.0,中原派出所,,121.487769,25.003077
大樓,永昌冷凍,DJ01000025,碧河里,新北市中和區碧河里建一路66號,1,523.0,中原派出所,,121.487847,25.003496
大樓,汎美家園,DJ01000026,碧河里,新北市中和區碧河里中正路260號,1,340.0,中原派出所,,121.49534,24.994126
公寓,白紗科技印刷',DJ01000027,中原里,新北市中和區中原里中板路25巷18號,1,204.0,中原派出所,,121.483087,25.010703
大樓,王信記塑膠,DJ01000028,中原里,新北市中和區中原里中山路二段482巷17號,2,700.0,中原派出所,,121.489097,25.006622
大樓,力康骨科診所,DJ01000029,連和里,新北市中和區連和里連城路10號,2,163.0,中原派出所,,121.498972,25.00235
大樓,大萊管理,DJ01000030,連和里,新北市中和區連和里景平路690號,2,724.0,中原派出所,,121.49694,25.001688
大樓,創研光電,DJ01000031,中原里,新北市中和區中原里中山路二段366巷9號,1,959.0,中原派出所,,121.491714,25.004172
大樓,微星科技,DJ01000032,中原里,新北市中和區中原里立德街69號,1,2083.0,中原派出所,,121.487484,25.007702
大樓,MIT國際科學園區,DJ01000033,中原里,新北市中和區中原里立德街112號,1,11339.0,中原派出所,,121.487278,25.008553
公寓,鼎泰豐小吃店,DJ01000034,中原里,新北市中和區中原里立言街36號,1,113.0,中原派出所,,121.486701,25.005947
大樓,大亨企業廠房,DJ01000035,中原里,新北市中和區中原里橋和路88號,1,997.0,中原派出所,,121.490177,25.005237
大樓,青年市,DJ01000036,中原里,新北市中和區中原里橋和路150號,2,5062.0,中原派出所,,121.493989,25.006128
大樓,上煇精密儀器,DJ01000037,連和里,新北市中和區連和里連城路134巷16號,1,434.0,中原派出所,,121.495522,24.999722
大樓,中山一路發33廠,DJ01000038,中原里,新北市中和區中原里橋安街17號,1,831.0,中原派出所,,121.492599,25.003959
公寓,儒風資訊印刷,DJ01000039,中原里,新北市中和區中原里立德街202號,1,374.0,中原派出所,,121.484775,25.009415
大樓,台灣迪卡農,DJ01000040,福善里,新北市中和區福善里中山路二段228號,4,4459.0,中原派出所,,121.498939,25.00278
大樓,中山一路發14廠,DJ01000041,中原里,新北市中和區中原里橋安街2號,1,419.0,中原派出所,,121.492917,25.003425
大樓,福美路298號,DJ01000042,福善里,新北市中和區福善里福美路298號,1,230.0,中原派出所,,121.497242,25.005021
大樓,福美路303號,DJ01000044,福善里,新北市中和區福善里福美路303號,1,317.0,中原派出所,,121.497152,25.004783
大樓,智匯企業,DJ01000045,中原里,新北市中和區中原里橋安街15巷1號,1,2745.0,中原派出所,,121.492408,25.00389
公寓,群採數位影像製作,DJ01000046,中原里,新北市中和區中原里立德街200巷23號,1,318.0,中原派出所,,121.485223,25.009953
大樓,縱橫天下,DJ01000047,中原里,新北市中和區中原里橋安街27號,2,2100.0,中原派出所,,121.49239,25.004717
大樓,E時代科技總部,DJ01000048,中原里,新北市中和區中原里中正路951號,4,2943.0,中原派出所,,121.483501,25.006559
大樓,及成企業,DJ01000049,碧河里,新北市中和區碧河里建二路111號,2,1456.0,中原派出所,,121.486417,25.003816
大樓,大亨企業,DJ01000050,中原里,新北市中和區中原里橋和路85號,2,248.0,中原派出所,,121.490005,25.005506
大樓,新得里有限公司,DJ01000051,中原里,新北市中和區中原里立德街211號,1,354.0,中原派出所,,121.483391,25.00989
大樓,全球長昇鴻,DJ01000052,中原里,新北市中和區中原里中正路876號,1,3657.0,中原派出所,,121.484147,25.006356
大樓,嘉仲印刷,DJ01000053,中原里,新北市中和區中原里立德街218號,2,695.0,中原派出所,,121.483122,25.010221
大樓,立昌紙業,DJ01000054,碧河里,新北市中和區碧河里連城路194巷11號,1,1040.0,中原派出所,,121.491777,24.997704
大樓,橋和經貿,DJ01000055,中原里,新北市中和區中原里橋和路115號,2,454.0,中原派出所,,121.491275,25.00579
大樓,光復國小,DJ01000056,中原里,新北市中和區中原里光環路二段1號,2,1209.0,中原派出所,,121.482576,25.014698
公寓,健亨大樓,DJ01000057,平河里,新北市中和區平河里建一路100號,1,198.0,中原派出所,,121.487856,25.000568
大樓,中山晶鑽工商園區,DJ01000058,中原里,新北市中和區中原里中山路二段530號,2,624.0,中原派出所,,121.485791,25.005049
大樓,天悅大廈,DJ01000059,連和里,新北市中和區連和里景平路601號,4、5,17107.0,中原派出所,,121.496752,25.001034
公寓,LEXUS,DJ01000060,中原里,新北市中和區中原里中山路二段546號,1,397.0,中原派出所,,121.484952,25.0051
大樓,四知新城,DJ01000061,連和里,新北市中和區連和里連城路146號,1、2,3024.0,中原派出所,,121.495066,24.998405
大樓,冠提橋和,DJ01000062,中原里,新北市中和區中原里橋和路116號,1,959.0,中原派出所,,121.491342,25.005485
大樓,好市多中和店,DJ01000063,連和里,新北市中和區連和里中山路二段347號,1,8892.0,中原派出所,,121.491959,25.002706
大樓,光復國小,DJ01000064,中原里,新北市中和區中原里光環路二段1號,1,3566.0,中原派出所,,121.482576,25.014698
大樓,百隆彩藝印刷,DJ01000065,中原里,新北市中和區中原里橋和路56號,1,428.0,中原派出所,,121.489427,25.005077
大樓,威電電子股份有限公司,DJ01000066,中原里,新北市中和區中原里立德街199號,1,1488.0,中原派出所,,121.484262,25.009408
大樓,台北生活智慧王,DJ01000067,碧河里,新北市中和區碧河里連勝街95號,1,906.0,中原派出所,,121.494999,24.996061
大樓,大中探針實業,DJ01000068,中原里,新北市中和區中原里中山路二段432號,1,412.0,中原派出所,,121.489506,25.004176
大樓,廣寰科技股份有限公司,DJ01000069,碧河里,新北市中和區碧河里建二路113號,1,368.0,中原派出所,,121.486832,25.003816
大樓,MIT國際科學園區NO.3,DJ01000070,中原里,新北市中和區中原里立德街103號,2,5651.0,中原派出所,,121.486062,25.008519
大樓,美麗殿興業有限公司,DJ01000071,中原里,新北市中和區中原里板南路487號,1,1008.0,中原派出所,,121.487984,25.006367
大樓,富村食品冷凍,DJ01000072,碧河里,新北市中和區碧河里建康路250號,1,2577.0,中原派出所,,121.492447,24.999615
大樓,大來經貿廣場,DJ01000073,碧河里,新北市中和區碧河里建康路156號,3,7566.0,中原派出所,,121.490337,25.000005
大樓,捷運上城,DJ01000074,碧河里,新北市中和區碧河里中正路288號,3,703.0,中原派出所,,121.494559,24.994318
大樓,漢皇super大廈,DJ01000075,連和里,新北市中和區連和里中山路二段305號,3,4102.0,中原派出所,,121.495189,25.002019
公寓,山水彩色印刷,DJ01000076,碧河里,新北市中和區碧河里連城路222巷1號,1,1156.0,中原派出所,,121.491034,24.996997
公寓,金石通訊行,DJ01000079,福善里,新北市中和區福善里景平路750號,1,64.0,中原派出所,,121.49654,25.004462
公寓,陳文雄,DJ01000080,福善里,新北市中和區福善里中山路二段242巷4號,1,117.0,中原派出所,,121.497758,25.003044
公寓,福美路319號,DJ01000081,福善里,新北市中和區福善里福美路319號,1,131.0,中原派出所,,121.496543,25.004608
公寓,誠傢設計,DJ01000082,福善里,新北市中和區福善里景平路738號,1,134.0,中原派出所,,121.496648,25.004127
公寓,劉邦誥,DJ01000083,福善里,新北市中和區福善里中山路二段242巷8號,1,153.0,中原派出所,,121.497746,25.003209
公寓,公寓,DJ01000084,福善里,新北市中和區福善里福美路307號,1,182.0,中原派出所,,121.496992,25.00475
公寓,綠朋傢俱行,DJ01000086,福善里,新北市中和區福善里景平路744號,1,163.0,中原派出所,,121.496597,25.004292
公寓,徐邱瑞燕,DJ01000087,福善里,新北市中和區福善里景平路746號,1,164.0,中原派出所,,121.496579,25.004343
公寓,公寓,DJ01000089,福善里,新北市中和區福善里景平路736巷3弄3號,1,360.0,中原派出所,,121.497252,25.003746
公寓,佳麗美甲美睫,DJ01000091,福真里,新北市中和區福真里景平路739號,1,765.0,中原派出所,,121.496243,25.004449
公寓,華中庭園,DJ01000095,福善里,新北市中和區福善里永和路99巷1號,1,415.0,中原派出所,,121.496228,25.005942
大樓,龍門大廈,DJ01000097,福善里,新北市中和區福善里景平路726號,1,263.0,中原派出所,,121.496768,25.00332
大樓,連城工業廣場,DJ01000121,碧河里,新北市中和區碧河里連城路222巷2弄1號,1,2226.0,中原派出所,,121.491278,24.997165
公寓,江志敏,DJ01000133,福真里,新北市中和區福真里中山路二段312巷33弄11號,1,211.0,中原派出所,,121.494804,25.003627
大樓,昇佳科技,DJ01000164,中原里,新北市中和區中原里中板路18巷1弄1號,1,2347.0,中原派出所,,121.483809,25.012292
大樓,新第來享,DJ01000177,福善里,新北市中和區福善里景平路726-4號,1,281.0,中原派出所,,121.496733,25.003566
大樓,家美企業,DJ01000178,連和里,新北市中和區連和里中山路二段327巷1號,1,7538.0,中原派出所,,121.493404,25.001562
公寓,"禾暉 企業社",DJ01000213,中原里,新北市中和區中原里立業路83巷1號,2,475.0,中原派出所,,121.491412,25.007252
大樓,凱撒大地,DJ01000215,福善里,新北市中和區福善里景平路782號,1,739.0,中原派出所,,121.496062,25.005575
大樓,萬豐企業天廈,DJ01000216,中原里,新北市中和區中原里中山路二段560號,1,709.0,中原派出所,,121.483231,25.005263
大樓,双慈護理之家,DJ01000217,中原里,新北市中和區中原里中正路909號,2,404.0,中原派出所,,121.483558,25.006444
公寓,理研電器,DJ01000218,碧河里,新北市中和區碧河里錦和路59號,1,256.0,中原派出所,,121.488925,24.998774
大樓,連和里活動中心,DJ01000219,連和里,新北市中和區連和里連城路54號,1,246.0,中原派出所,,121.498037,25.001886
大樓,財星廣場,DJ01000220,中原里,新北市中和區中原里中板路15巷9號,1,2861.0,中原派出所,,121.484266,25.011239
公寓,立業63號,DJ01000222,中原里,新北市中和區中原里立業路63號,1,660.0,中原派出所,,121.492188,25.00724
大樓,華隆經貿廣場,DJ01000223,碧河里,新北市中和區碧河里中山路二段351號,3,4118.0,中原派出所,,121.490684,25.003167
大樓,芝加哥財經廣場,DJ01000224,中原里,新北市中和區中原里中山路二段348巷8號,1、2,5384.0,中原派出所,,121.493052,25.003002
大樓,黃金新幹線,DJ01000225,福真里,新北市中和區福真里中山路二段296號,3,918.0,中原派出所,,121.49619,25.00253
公寓,鴻遠實業,DJ01000226,中原里,新北市中和區中原里立德街305號,1,65.0,中原派出所,,121.483105,25.009975
大樓,連城路229號,DJ01000227,碧河里,新北市中和區碧河里連城路229號,1,52.0,中原派出所,,121.494155,24.997396
大樓,中正逸園,DJ01000228,碧河里,新北市中和區碧河里中正路276號,1,595.0,中原派出所,,121.494874,24.994121
大樓,萬億紙器,DJ01000229,中原里,新北市中和區中原里立德街200巷56號,2,1088.0,中原派出所,,121.485637,25.010473
大樓,財星廣場,DJ01000231,中原里,新北市中和區中原里中板路7號,1,945.0,中原派出所,,121.484765,25.01156
大樓,雅舍小品大廈,DJ01000233,福真里,新北市中和區福真里景平路761號,1,297.0,中原派出所,,121.495971,25.005071
公寓,公寓,DJ01000234,碧河里,新北市中和區碧河里建一路76號,1,201.0,中原派出所,,121.487587,25.00269
大樓,泓福香鋪,DJ01000235,碧河里,新北市中和區碧河里連勝街146號,1,925.0,中原派出所,,121.494129,24.9972
大樓,中山精典,DJ01000236,碧河里,新北市中和區碧河里中山路二段389號,1,1038.0,中原派出所,,121.486812,25.004723
大樓,大亨工業,DJ01000237,中原里,新北市中和區中原里橋和路87號,2,516.0,中原派出所,,121.490129,25.005529
大樓,興亞華中園中園,DJ01000238,福真里,新北市中和區福真里景平路989巷2號,2,1255.0,中原派出所,,121.495676,25.005459
公寓,順益汽車,DJ01000239,中原里,新北市中和區中原里中正路912號,1,145.0,中原派出所,,121.483534,25.007445
公寓,寶喬家飾,DJ01000240,中原里,新北市中和區中原里橋和路128號,1,23.0,中原派出所,,121.493234,25.005901
大樓,家有中山工業,DJ01000241,中原里,新北市中和區中原里中山路二段366巷10號,1,799.0,中原派出所,,121.492023,25.004104
大樓,中山贏家,DJ01000242,碧河里,新北市中和區碧河里中山路二段369號,1,478.0,中原派出所,,121.487464,25.004646
公寓,佳俍企業,DJ01000243,中原里,新北市中和區中原里中板路47巷27號,1,323.0,中原派出所,,121.482212,25.010806
大樓,漢偉資訊,DJ01000244,碧河里,新北市中和區碧河里連城路166號,2,2661.0,中原派出所,,121.493811,24.997588
大樓,台北企業家,DJ01000245,中原里,新北市中和區中原里中山路二段442號,2,742.0,中原派出所,,121.489133,25.004336
大樓,光復國小,DJ01000246,中原里,新北市中和區中原里光環路二段1號,2,1262.0,中原派出所,,121.482576,25.014698
大樓,親水河畔,DJ01000247,中原里,新北市中和區中原里橋和路320號,2,954.0,中原派出所,,121.497459,25.007177
公寓,三福製衣,DJ01000248,中原里,新北市中和區中原里立德街200巷21號,2,381.0,中原派出所,,121.485118,25.009791
大樓,景觀大樓,DJ01000249,福善里,新北市中和區福善里景平路722號,2,606.0,中原派出所,,121.496799,25.003014
公寓,皇甫彩藝印刷,DJ01000250,中原里,新北市中和區中原里中正路988巷10號,1,469.0,中原派出所,,121.482066,25.009774
大樓,好消息大樓,DJ01000251,中原里,新北市中和區中原里中正路911號,2,817.0,中原派出所,,121.483546,25.006465
大樓,美成產後護理之家,DJ01000252,碧河里,新北市中和區碧河里建康路152號,1,138.0,中原派出所,,121.489712,25.000148
大樓,金龍世紀,DJ01000253,連和里,新北市中和區連和里建康路270號,1,1256.0,中原派出所,,121.492997,25.000107
大樓,雙和一品苑,DJ01000254,碧河里,新北市中和區碧河里中正路360號,3,1029.0,中原派出所,,121.493412,24.994216
大樓,遠雄采梅園,DJ01000255,中原里,新北市中和區中原里中原二街127號,1,1612.0,中原派出所,,121.485441,25.01284
大樓,天囍大廈,DJ01000256,中原里,新北市中和區中原里中正路901號,3,1010.0,中原派出所,,121.483808,25.005682
大樓,遠雄左岸玫瑰園,DJ01000257,中原里,新北市中和區中原里中原街86號,1,3597.0,中原派出所,,121.488688,25.009283
大樓,遠雄左岸紫金園,DJ01000258,中原里,新北市中和區中原里中原二街115號,1,1938.0,中原派出所,,121.48586,25.012237
大樓,遠雄左岸彩虹園,DJ01000259,中原里,新北市中和區中原里中原街166號,1,2366.0,中原派出所,,121.484703,25.012441
大樓,江左風華,DJ01000260,中原里,新北市中和區中原里中原二街65號,1,439.0,中原派出所,,121.487398,25.010786
大樓,香榭園社區,DJ01000261,中原里,新北市中和區中原里中原街2號,1,4252.0,中原派出所,,121.491666,25.007875
公寓,新大房建設,DJ01000262,中原里,新北市中和區中原里橋和路86號,1,105.0,中原派出所,,121.490056,25.005228
大樓,光寶科技股份有限公司,DJ01000263,碧河里,新北市中和區碧河里建六路77號,3,785.0,中原派出所,,121.487621,25.002311
大樓,遠雄左岸錦繡園,DJ01000264,中原里,新北市中和區中原里中原五街22號,2,1088.0,中原派出所,,121.486634,25.011113
大樓,景泰丰社區,DJ01000265,中原里,新北市中和區中原里中原二街156號,3,1011.0,中原派出所,,121.486699,25.012179
大樓,呈冠渼學,DJ01000266,中原里,新北市中和區中原里中原二街73號,1,739.0,中原派出所,,121.487096,25.011057
大樓,遠雄錸儷,DJ01000267,中原里,新北市中和區中原里中原街126號,1,4165.0,中原派出所,,121.485804,25.011121
大樓,世界V1社區,DJ01000268,福真里,新北市中和區福真里中山二段332巷1號,1,2831.0,中原派出所,,121.49483,25.002578
大樓,遠雄左岸牡丹園,DJ01000269,中原里,新北市中和區中原里中原東街90號,1,1822.0,中原派出所,,121.487118,25.012798
大樓,遠雄PARKONE,DJ01000270,中原里,新北市中和區中原里中原二街20號,1,1524.0,中原派出所,,121.488674,25.010271
大樓,旭泰城光,DJ01000271,福善里,新北市中和區福善里中山二段208號,1,161.0,中原派出所,,121.499839,25.002817
大樓,遠雄日安社區,DJ01000272,中原里,新北市中和區中原里環河西路三段66號,1,248.0,中原派出所,,121.493596,25.007549
大樓,冠德蝴水映,DJ01000273,中原里,新北市中和區中原里中原五街51號,3,671.0,中原派出所,,121.487529,25.012215
大樓,映象太和,DJ01000274,碧河里,新北市中和區碧河里建康路178號,1,1796.0,中原派出所,,121.491867,24.999855
大樓,遠雄和光社區,DJ01000275,中原里,新北市中和區中原里中原二街166號,1,1834.0,中原派出所,,121.486283,25.012712
大樓,依德股份有限公司,DJ01000276,碧河里,新北市中和區碧河里建一路68號,1、2,2965.0,中原派出所,,121.487769,25.003077
大樓,遠雄悅河,DJ01000277,中原里,新北市中和區中原里中原街28號,1,1516.0,中原派出所,,121.490539,25.008666
大樓,遠雄百富社區,DJ01000278,中原里,新北市中和區中原里中原二街26號,1,4670.0,中原派出所,,121.488315,25.010881
大樓,台灣科技廣場,DJ01000279,中原里,新北市中和區中原里橋和路11號,3,5210.0,中原派出所,,121.488523,25.005372
大樓,灣岸Villa社區,DJ01000280,中原里,新北市中和區中原里2鄰立業路2號2樓,3,1821.0,中原派出所,,121.494634,25.007366
公寓,福和國中,D201000107,秀和里,新北市永和區秀和里永利路71號,1,243.0,秀朗派出所,,121.520856,25.003998
公寓,公寓,D201000110,秀成里,新北市永和區秀成里成功路一段93巷15號,1,56.0,秀朗派出所,,121.527793,25.002795
公寓,公寓,D201000111,得和里,新北市永和區得和里秀朗路一段196巷11號,1,66.0,秀朗派出所,,121.519894,25.002687
公寓,公寓,D201000112,福和里,新北市永和區福和里福和路263巷13號,1,642.0,秀朗派出所,,121.518018,25.00662
大樓,大樓,D201000113,永貞里,新北市永和區永貞里永貞路72號,1,825.0,秀朗派出所,,121.520236,25.005334
大樓,大樓,D201000114,永貞里,新北市永和區永貞里福和路147號,1,977.0,秀朗派出所,,121.520652,25.007654
大樓,大樓,D201000115,福和里,新北市永和區福和里永貞路148號,1,236.0,秀朗派出所,,121.517937,25.004487
大樓,大樓,D201000116,福和里,新北市永和區福和里福和路221號,1,242.0,秀朗派出所,,121.518893,25.007467
大樓,大樓,D201000117,福和里,新北市永和區福和里中正路504號,1,238.0,秀朗派出所,,121.517392,25.00446
大樓,復興名園,D201000118,永元里,新北市永和區永元里秀朗路二段24巷6弄11號,1,481.0,秀朗派出所,,121.52058,25.002716
大樓,福和全星,D201000119,福和里,新北市永和區福和里福和路213號,1,213.0,秀朗派出所,,121.519058,25.007486
大樓,復興貴族,D201000120,得和里,新北市永和區得和里秀朗路一段196巷1號,1,720.0,秀朗派出所,,121.519474,25.00305
大樓,大樓,D201000121,永元里,新北市永和區永元里永元路17巷7弄2號,1,515.0,秀朗派出所,,121.52115,25.000561
大樓,國華大樓,D201000122,福和里,新北市永和區福和里中正路588號,1,744.0,秀朗派出所,,121.517152,25.006833
大樓,大樓,D201000123,永貞里,新北市永和區永貞里8鄰永安街4巷1號,1,290.0,秀朗派出所,,121.5188,25.005918
大樓,東偉大和公寓大廈,D201000124,秀和里,新北市永和區秀和里林森路122號,1,66.0,秀朗派出所,,121.522393,25.003271
大樓,東偉大和公寓大廈,D201000125,秀和里,新北市永和區秀和里林森路122號,1,349.0,秀朗派出所,,121.522393,25.003271
大樓,大樓,D201000126,福和里,新北市永和區福和里永寧街125號,1,644.0,秀朗派出所,,121.518034,25.005575
大樓,國豐福星大樓,D201000127,永貞里,新北市永和區永貞里福和路201號,2,319.0,秀朗派出所,,121.519443,25.007526
公寓,福和國中,D201000128,秀和里,新北市永和區秀和里永利路71號,1,5016.0,秀朗派出所,,121.520856,25.003998
大樓,大樓,D201000129,永貞里,新北市永和區永貞里永亨路7號,1,66.0,秀朗派出所,,121.51928,25.00573
大樓,大樓,D201000130,福和里,新北市永和區福和里永寧街115巷1號,1,197.0,秀朗派出所,,121.518326,25.006201
大樓,大樓,D201000131,永貞里,新北市永和區永貞里永亨路13號,1,193.0,秀朗派出所,,121.51948,25.005948
大樓,大樓,D201000132,秀和里,新北市永和區秀和里永亨路107號,1,776.0,秀朗派出所,,121.5234,25.004807
大樓,永和禮拜堂,D201000133,福和里,新北市永和區福和里永利路27號,2,214.0,秀朗派出所,,121.518309,25.005964
大樓,大樓,D201000134,永元里,新北市永和區永元里秀朗路二段24巷21號,2,103.0,秀朗派出所,,121.520548,25.002141
大樓,大樓,D201000135,福和里,新北市永和區福和里中正路550號,2,379.0,秀朗派出所,,121.517263,25.005606
大樓,恆豐大廈,D201000136,福和里,新北市永和區福和里中正路522號,2,406.0,秀朗派出所,,121.517325,25.004942
大樓,大樓,D201000137,秀朗里,新北市永和區秀朗里成功路一段116號,2,545.0,秀朗派出所,,121.526772,25.002423
大樓,永安科技大樓,D201000138,秀朗里,新北市永和區秀朗里成功路一段76號,5,3352.0,秀朗派出所,,121.526767,25.003401
大樓,大樓,D201000139,永元里,新北市永和區永元里永元路85號,2,579.0,秀朗派出所,,121.522241,25.001449
大樓,大樓,D201000140,秀朗里,新北市永和區秀朗里秀朗路二段161巷8號,2,662.0,秀朗派出所,,121.52519,25.001878
大樓,統領中正大廈,D201000141,得和里,新北市永和區得和里中正路456號,3,661.0,秀朗派出所,,121.517627,25.002995
大樓,大樓,D201000142,秀成里,新北市永和區秀成里成功路一段93巷11號,1,245.0,秀朗派出所,,121.527519,25.002842
大樓,大樓,D201000143,秀和里,新北市永和區秀和里秀朗路二段13巷2號,1,420.0,秀朗派出所,,121.521118,25.002842
大樓,大樓,D201000144,秀成里,新北市永和區秀成里成功路一段93巷10號,1,97.0,秀朗派出所,,121.527555,25.002659
大樓,統領中正大廈,D201000145,得和里,新北市永和區得和里中正路442巷3號,2,366.0,秀朗派出所,,121.517815,25.00277
大樓,大樓,D201000146,得和里,新北市永和區得和里得和路103號,1,66.0,秀朗派出所,,121.518174,25.00032
大樓,大樓,D201000147,得和里,新北市永和區得和里中正路370號,2,218.0,秀朗派出所,,121.517759,25.000939
公寓,大樓,D201000148,福和里,新北市永和區福和里永寧街82號,1,33.0,秀朗派出所,,121.518157,25.004139
大樓,大樓,D201000149,福和里,新北市永和區福和里永安街11號,1,63.0,秀朗派出所,,121.519026,25.006382
大樓,大樓,D201000150,得和里,新北市永和區得和里中正路468巷1號,2,22.0,秀朗派出所,,121.517641,25.003251
大樓,大樓,D201000151,秀成里,新北市永和區秀成里成功路一段93巷13弄21號,1,171.0,秀朗派出所,,121.527589,25.003519
大樓,大樓,D201000152,得和里,新北市永和區得和里秀朗路一段192巷2弄2號,1,320.0,秀朗派出所,,121.518926,25.003006
大樓,永和學名,D201000153,得和里,新北市永和區得和里中正路442巷1號,2,234.0,秀朗派出所,,121.517728,25.002742
大樓,永貞一品大廈,D201000154,福和里,新北市永和區福和里永貞路79號,2,465.0,秀朗派出所,,121.518603,25.004343
大樓,大樓,D201000155,得和里,新北市永和區得和里中正路428巷25弄2號,1,117.0,秀朗派出所,,121.518423,25.002506
大樓,長春藤大廈,D201000156,福和里,新北市永和區福和里永亨路98號,3,1497.0,秀朗派出所,,,
大樓,鳳凰新村,D201000157,得和里,新北市永和區得和里秀朗路二段84號,2,781.0,秀朗派出所,,121.517536,25.003458
大樓,大樓,D201000158,秀林里,新北市永和區秀林里秀朗路二段124號,1,374.0,秀朗派出所,,121.524292,25.001311
大樓,傳家堡,D201000159,秀朗里,新北市永和區秀朗里永亨路165巷1號,3,807.0,秀朗派出所,,121.526021,25.004058
大樓,大樓,D201000160,得和里,新北市永和區得和里中正路428巷3號,1,247.0,秀朗派出所,,121.517795,25.002409
大樓,宏怡天廈,D201000161,福和里,新北市永和區福和里中正路568號,2,169.0,秀朗派出所,,121.517204,25.006228
大樓,橋頭堡大廈,D201000162,秀和里,新北市永和區秀和里林森路92號,2,623.0,秀朗派出所,,121.523114,25.003671
大樓,大樓,D201000163,得和里,新北市永和區得和里中正路412巷1號,1,398.0,秀朗派出所,,121.517887,25.002145
公寓,永和國中,D201000164,秀和里,新北市永和區秀和里國中路111號,1,921.0,秀朗派出所,,121.523319,25.006689
大樓,大樓,D201000165,永福里,新北市永和區永福里福和路103號,3,1168.0,秀朗派出所,,121.521809,25.007777
大樓,能夠居,D201000166,秀朗里,新北市永和區秀朗里林森路29巷18號,1,134.0,秀朗派出所,,121.52621,25.004483
大樓,大樓,D201000167,福和里,新北市永和區福和里中正路608號,2,149.0,秀朗派出所,,121.517095,25.007216
大樓,第一世家,D201000168,福和里,新北市永和區福和里中正路602巷1號,3,410.0,秀朗派出所,,121.517229,25.007058
大樓,長堤寶石華廈,D201000169,秀成里,新北市永和區秀成里成功路一段93巷16號,1,208.0,秀朗派出所,,121.527759,25.00266
大樓,秀朗靜園社區,D201000170,秀林里,新北市永和區秀林里秀朗路二段114號,2,694.0,秀朗派出所,,121.52433,25.001523
大樓,花志聯合大樓,D201000171,福和里,新北市永和區福和里永利路18號,1,109.0,秀朗派出所,,121.518117,25.005824
大樓,儒邑大樓,D201000172,永元里,新北市永和區永元里秀朗路二段24巷33號,1,93.0,秀朗派出所,,121.520364,25.002008
大樓,大樓,D201000173,福和里,新北市永和區福和里中正路512號,2,343.0,秀朗派出所,,121.517361,25.004669
大樓,永和秀朗社區,D201000174,永元里,新北市永和區永元里秀朗路二段24巷18號,2,991.0,秀朗派出所,,121.520118,25.00214
大樓,永和秀朗社區,D201000175,永元里,新北市永和區永元里秀朗路二段24巷35號,1,186.0,秀朗派出所,,121.520261,25.001962
大樓,潤泰中正國寶,D201000176,得和里,新北市永和區得和里中正路374號,3,607.0,秀朗派出所,,121.517725,25.001114
大樓,大樓,D201000177,福和里,新北市永和區福和里永寧街66號,1,256.0,秀朗派出所,,121.51789,25.005588
大樓,大樓,D201000178,永元里,新北市永和區永元里得和路243巷25號,1,193.0,秀朗派出所,,121.520636,25.001071
大樓,秀朗大樓,D201000179,秀朗里,新北市永和區秀朗里秀朗路二段98號,1,229.0,秀朗派出所,,121.525175,25.001666
大樓,大樓,D201000180,福和里,新北市永和區福和里永利路5號,1,71.0,秀朗派出所,,121.517477,25.006097
大樓,大樓,D201000181,秀城里,新北市永和區秀城里成功路一段93巷13弄8號,2,466.0,秀朗派出所,,121.527445,25.003078
大樓,長堤第一景社區,D201000182,秀城里,新北市永和區秀城里環河東路3段146號,3,612.0,秀朗派出所,門牌整編,121.52833,25.003471
大樓,珍園大樓,D201000184,福和里,新北市永和區福和里永貞路132號,2,235.0,秀朗派出所,,121.518419,25.004509
大樓,美新厝公寓大廈,D201000186,秀和里,新北市永和區秀和里林森路44巷6弄1號,3,649.0,秀朗派出所,,121.525451,25.005405
大樓,台大御園,D201000187,秀和里,新北市永和區秀和里永利路138號,3,1180.0,秀朗派出所,,121.521915,25.00283
大樓,永基京華大樓,D201000189,永元里,新北市永和區永元里得和路211號,2,669.0,秀朗派出所,,121.519205,25.000316
大樓,台北愛河,D201000190,河濱里,新北市永和區河濱里福和路7巷7號,5,1211.0,秀朗派出所,,121.525304,25.007889
大樓,大樓,D201000191,永元里,新北市永和區永元里郎秀朗路二段24巷16弄16號,2,401.0,秀朗派出所,,121.520243,25.002342
大樓,福和賞,D201000192,河濱子,新北市永和區河濱子河濱子7鄰福和路5號,3,1107.0,秀朗派出所,,121.525648,25.007977
公寓,秀朗郵局,D201000193,秀朗里,新北市永和區秀朗里永亨路178號,2,447.0,秀朗派出所,,,
大樓,大樓,D201000194,秀和里,新北市永和區秀和里秀朗路二段35巷26號,1,146.0,秀朗派出所,,121.521717,25.002781
