類別,電腦編號,村里別,經緯度,地下層數位址,可容納人數,轄管分局,備註
大樓,EPA01349,復華里,"24.970105,121.251893",1,8957.0,中壢分局,
大樓,EPA01350,復華里,"24.970100,121.250882",1,6751.0,中壢分局,
大樓,EPA01351,忠孝里,"24.979154,121.253982",1,5421.0,中壢分局,
教育機構,EPA01352,龍昌里,"24.937103,121.251772",1,4142.0,中壢分局,
透天,EPA01353,石頭里,"24.956436,121.223300",1,335.0,中壢分局,
大樓,EPA01354,新街里,"24.962146,121.225188",1,1509.0,中壢分局,
大樓,EPA01355,興華里,"24.977644,121.250899",1、2,1886.0,中壢分局,
大樓,EPA01356,普義里,"24.962362,121.230554",1,10650.0,中壢分局,
大樓,EPA01357,永福里,"24.982722,121.239977",1,4084.0,中壢分局,
公家機構,EPA01358,內定里,"24.993728,121.249702",1,2979.0,中壢分局,
大樓,EPA01359,新街里,"24.963002,121.228583",1,1592.0,中壢分局,
大樓,EPA01360,興華里,"24.978756,121.250831",1,8502.0,中壢分局,
大樓,EPA01361,過嶺里,"24.963511,121.157103",1,9702.0,中壢分局,
大樓,EPA01362,仁和里,"24.953101,121.261446",1,2475.0,中壢分局,
大樓,EPA01363,自信里,"24.962563,121.254118",1,1043.0,中壢分局,
大樓,EPA01364,興仁里,"24.966833,121.262973",1,6033.0,中壢分局,
大樓,EPA01365,永福里,"24.968155,121.237121",1,2732.0,中壢分局,
教育機構,EPA01366,普忠里,"24.957625,121.240776",1,1298.0,中壢分局,
大樓,EPA01367,仁義里,"24.965158,121.236271",1,2862.0,中壢分局,
透天,EPA01368,普仁里,"24.954213,121.240217",1、2,260.0,中壢分局,
大樓,EPA01369,文化里,"24.980649,121.245261",1,1337.0,中壢分局,
大樓,EPA01370,五權里,"24.959094,121.206578",1,3765.0,中壢分局,
大樓,EPA01371,復興里,"24.975485,121.245144",1、2,2156.0,中壢分局,
大樓,EPA01372,永光里,"24.964022,121.213046",1,3784.0,中壢分局,
大樓,EPA01373,興華里,"24.978835,121.250226",1,5989.0,中壢分局,
大樓,EPA01374,中堅里,"24.938925,121.258135",1,2891.0,中壢分局,
大樓,EPA01375,忠孝里,"24.977968,121.251773",1、2,2611.0,中壢分局,
教育機構,EPA01376,五權里,"24.968249,121.195259",1,15261.0,中壢分局,
大樓,EPA01377,忠義里,"24.965143,121.236476",1,6800.0,中壢分局,
透天,EPA01378,光明里,"24.961344,121.217227",1,344.0,中壢分局,
大樓,EPA01379,金華里,"24.964179,121.224578",1,3689.0,中壢分局,
大樓,EPA01380,中堅里,"24.937915,121.258560",1,2892.0,中壢分局,
公寓,EPA01381,興國里,"24.959523,121.221239",1,490.0,中壢分局,
大樓,EPA01382,自信里,"24.963685,121.254902",1,9732.0,中壢分局,
大樓,EPA01383,文化里,"24.979316,121.247901",1,3482.0,中壢分局,
公寓,EPA01384,芝芭里,"24.987257,121.208219",1,528.0,中壢分局,
透天,EPA01385,五權里,"24.960284,121.206371",1,198.0,中壢分局,
公寓,EPA01386,永福里,"24.982282,121.235964",1、2,464.0,中壢分局,
公寓,EPA01387,新街里,"24.962073,121.225547",1,678.0,中壢分局,
大樓,EPA01388,光明里,"24.963381,121.217709",1,6765.0,中壢分局,
教育機構,EPA01389,普忠里,"24.959701,121.245925",1,2817.0,中壢分局,
大樓,EPA01390,中堅里,"24.941326,121.251392",1,12192.0,中壢分局,
大樓,EPA01391,明德里,"24.946363,121.229268",1、2,1684.0,中壢分局,
教育機構,EPA01392,內厝里,"24.976313,121.233266",1,519.0,中壢分局,
大樓,EPA01393,復華里,"24.971737,121.252072",1,48659.0,中壢分局,
大樓,EPA01394,光明里,"24.964715,121.217064",1,6442.0,中壢分局,
教育機構,EPA01395,永福里,"24.990387,121.232171",1,1275.0,中壢分局,
公寓,EPA01396,中正里,"24.962125,121.255175",1,606.0,中壢分局,
公寓,EPA01397,至善里,"24.939082,121.250586",1,647.0,中壢分局,
大樓,EPA01398,興南里,"24.961997,121.223522",1,3616.0,中壢分局,
大樓,EPA01399,仁福里,"24.940072,121.253981",1,1135.0,中壢分局,
大樓,EPA01400,龍德里,"24.936454,121.239083",1,6230.0,中壢分局,
公寓,EPA01401,興和里,"24.984930,121.223719",1,449.0,中壢分局,
大樓,EPA01402,德義里,"24.956485,121.229091",1,3325.0,中壢分局,
大樓,EPA01403,興仁里,"24.966581,121.264461",1,3402.0,中壢分局,
大樓,EPA01404,仁美里,"24.945560,121.247933",1,4135.0,中壢分局,
大樓,EPA01405,過嶺里,"24.967842,121.178677",1,6120.0,中壢分局,
大樓,EPA01406,仁和里,"24.953563,121.262161",1,10081.0,中壢分局,
透天,EPA01407,健行里,"24.953010,121.227360",1,209.0,中壢分局,
大樓,EPA01408,東興里,"24.953352,121.228974",1,2962.0,中壢分局,
大樓,EPA01409,永福里,"24.980486,121.234422",1,4857.0,中壢分局,
大樓,EPA01410,芝芭里,"24.999668,121.210234",1,1230.0,中壢分局,
大樓,EPA01411,普仁里,"24.957462,121.236085",1,1643.0,中壢分局,
教育機構,EPA01412,過嶺里,"24.960547,121.175444",1,2395.0,中壢分局,
大樓,EPA01413,金華里,"24.965887,121.224150",1、2,10347.0,中壢分局,
大樓,EPA01414,龍慈里,"24.937031,121.244968",1、2,3787.0,中壢分局,
大樓,EPA01415,文化里,"24.979351,121.247846",1,9961.0,中壢分局,
金融機構,EPA01416,永光里,"24.964492,121.211636",1,4902.0,中壢分局,機敏單位
大樓,EPA01417,龍興里,"24.939134,121.233384",1,2922.0,中壢分局,
大樓,EPA01418,自強里,"24.968510,121.257838",1,3281.0,中壢分局,
公寓,EPA01419,青埔里,"25.005247,121.217182",1,838.0,中壢分局,
教育機構,EPA01420,文化里,"24.980521,121.251704",1,1850.0,中壢分局,
公寓,EPA01422,自治里,"24.964584,121.257801",1,857.0,中壢分局,
大樓,EPA01423,忠義里,"24.965671,121.236492",1,5091.0,中壢分局,
公寓,EPA01424,永福里,"24.982350,121.241242",1、2,902.0,中壢分局,
大樓,EPA01425,青埔里,"25.004212,121.214138",1,1012.0,中壢分局,
大樓,EPA01426,興仁里,"24.967465,121.263025",1,4283.0,中壢分局,
教育機構,EPA01427,五權里,"24.965900,121.194953",1,480.0,中壢分局,
大樓,EPA01428,幸福里,"24.965482,121.233204",1,3544.0,中壢分局,
教育機構,EPA01429,青峰里,"25.021362,121.220999",1,3988.0,中壢分局,
大樓,EPA01430,內定里,"24.987972,121.240508",1,2682.0,中壢分局,
大樓,EPA01431,洽溪里,"25.009883,121.203273",1,3277.0,中壢分局,
大樓,EPA01432,芝芭里,"25.001656,121.207766",1,4678.0,中壢分局,
金融機構,EPA01433,普忠里,"24.960142,121.243965",1,465.0,中壢分局,機敏單位
大樓,EPA01434,信義里,"24.950428,121.235350",1,2960.0,中壢分局,
公寓,EPA01435,健行里,"24.949701,121.227110",1,677.0,中壢分局,
金融機構,EPA01436,永光里,"24.964914,121.213192",1,2526.0,中壢分局,機敏單位
大樓,EPA01437,興華里,"24.976501,121.248471",1,3848.0,中壢分局,
大樓,EPA01438,篤行里,"24.957931,121.264270",1,1749.0,中壢分局,
大樓,EPA01439,東興里,"24.953768,121.228273",1,2211.0,中壢分局,
公寓,EPA01440,新街里,"24.962347,121.217623",1,654.0,中壢分局,
大樓,EPA01441,至善里,"24.939150,121.250521",1,1716.0,中壢分局,
教育機構,EPA01442,普忠里,"24.957479,121.240787",1,4877.0,中壢分局,
公寓,EPA01443,明德里,"24.949383,121.230530",1,538.0,中壢分局,
大樓,EPA01444,忠福里,"24.971837,121.227051",1,2068.0,中壢分局,
大樓,EPA01445,忠福里,"24.971999,121.227912",1,4418.0,中壢分局,
大樓,EPA01446,仁德里,"24.954569,121.263083",1,5390.0,中壢分局,
大樓,EPA01447,文化里,"24.980324,121.242366",1,3018.0,中壢分局,
大樓,EPA01448,洽溪里,"25.009348,121.201861",1,2330.0,中壢分局,
教育機構,EPA01449,永福里,"24.975337,121.235744",1,1651.0,中壢分局,
教育機構,EPA01450,內厝里,"24.968966,121.187225",1,2437.0,中壢分局,
大樓,EPA01451,青埔里,"25.007193,121.215177",1,2970.0,中壢分局,
透天,EPA01452,新明里,"24.963316,121.212278",1,193.0,中壢分局,
透天,EPA01453,新明里,"24.961234,121.210995",1,200.0,中壢分局,
透天,EPA01454,新明里,"24.961279,121.210985",1,200.0,中壢分局,
透天,EPA01455,新明里,"24.961304,121.211071",1,200.0,中壢分局,
透天,EPA01456,新明里,"24.963326,121.212246",1,200.0,中壢分局,
透天,EPA01457,新明里,"24.961339,121.211140",1,200.0,中壢分局,
大樓,EPA01458,青埔里,"25.017014,121.223737",1,4402.0,中壢分局,
大樓,EPA01459,永光里,"24.957927,121.207135",1、2,2926.0,中壢分局,
透天,EPA01460,永光里,"24.965689,121.214843",1,109.0,中壢分局,
大樓,EPA01461,金華里,"24.963102,121.224659",1,11437.0,中壢分局,
大樓,EPA01462,芝芭里,"25.000580,121.206277",1,5974.0,中壢分局,
大樓,EPA01463,龍興里,"24.938420,121.233694",1,3392.0,中壢分局,
大樓,EPA01464,青埔里,"25.004440,121.218446",1,2922.0,中壢分局,
大樓,EPA01465,青埔里,"25.010182,121.216258",1,1603.0,中壢分局,
大樓,EPA01466,中興里,"24.962518,121.258957",1,1116.0,中壢分局,
透天,EPA01467,中央里,"24.956704,121.225045",1,148.0,中壢分局,
大樓,EPA01468,忠福里,"24.971700,121.227981",1,6625.0,中壢分局,
透天,EPA01469,永福里,"24.971737,121.234378",1,56.0,中壢分局,
大樓,EPA01470,五權里,"24.961007,121.206337",1,1814.0,中壢分局,
大樓,EPA01471,明德里,"24.948126,121.231991",1,1531.0,中壢分局,
公寓,EPA01472,內厝里,"24.974452,121.197305",1,699.0,中壢分局,
透天,EPA01473,中原里,"24.973660,121.257507",1,389.0,中壢分局,
大樓,EPA01474,忠義里,"24.965653,121.246481",1,9676.0,中壢分局,
公寓,EPA01475,信義里,"24.951350,121.235405",1,879.0,中壢分局,
大樓,EPA01476,仁義里,"24.968296,121.235072",1,8858.0,中壢分局,
大樓,EPA01477,青山里,"25.008542,121.211394",1,1625.0,中壢分局,
大樓,EPA01478,過嶺里,"24.960704,121.164799",1,4294.0,中壢分局,
大樓,EPA01479,過嶺里,"24.958171,121.166009",1,2638.0,中壢分局,
透天,EPA01480,內厝里,"24.979642,121.193231",1,84.0,中壢分局,
透天,EPA01481,內厝里,"24.979710,121.193220",1,84.0,中壢分局,
透天,EPA01483,內厝里,"24.979632,121.193231",1,84.0,中壢分局,
透天,EPA01484,內厝里,"24.979690,121.193199",1,87.0,中壢分局,
大樓,EPA01485,洽溪里,"25.007530,121.202239",1,3679.0,中壢分局,
大樓,EPA01486,青埔里,"25.006957,121.220214",1,2408.0,中壢分局,
大樓,EPA01488,復華里,"24.971296,121.250429",1,5812.0,中壢分局,
大樓,EPA01489,興華里,"24.974681,121.248305",1,1352.0,中壢分局,
透天,EPA01490,忠義里,"24.966782,121.240942",1,198.0,中壢分局,
大樓,EPA01491,青山里,"25.008815,121.212434",1,3433.0,中壢分局,
大樓,EPA01492,洽溪里,"25.012682,121.203551",1,2126.0,中壢分局,
大樓,EPA01493,芝芭里,"25.002595,121.204839",1,1875.0,中壢分局,
大樓,EPA01494,忠福里,"24.972353,121.227648",1,3604.0,中壢分局,
公家機構,EPA01495,興南里,"24.962544,121.230043",1,3956.0,中壢分局,
大樓,EPA01496,五權里,"24.960082,121.205197",1,2649.0,中壢分局,
大樓,EPA01497,青溪里,"25.006744,121.203202",1,2287.0,中壢分局,
大樓,EPA01498,青峰里,"25.020863,121.219361",1,2454.0,中壢分局,
大樓,EPA01499,青山里,"25.006643,121.212926",1,5133.0,中壢分局,
大樓,EPA01500,芝芭里,"25.006302,121.200710",1,3348.0,中壢分局,
大樓,EPA01501,芝芭里,"25.001889,121.206947",1,2840.0,中壢分局,
大樓,EPA01502,青埔里,"25.005723,121.217070",1,2285.0,中壢分局,
大樓,EPA01503,洽溪里,"25.021003,121.196172",1,2948.0,中壢分局,
大樓,EPA01504,龍興里,"24.937645,121.234357",1,1610.0,中壢分局,
大樓,EPA01505,五權里,"24.960045,121.205462",1,3936.0,中壢分局,
透天,EPA01506,中榮里,"24.954689,121.218983",1,231.0,中壢分局,
透天,EPA01507,新明里,"24.959473,121.211385",1,282.0,中壢分局,
透天,EPA01508,仁美里,"24.944661,121.248463",1,92.0,中壢分局,
大樓,EPA01509,青溪里,"25.007625,121.202212",1,1990.0,中壢分局,
透天,EPA01510,東興里,"24.951260,121.224862",1,376.0,中壢分局,
公寓,EPA01511,龍慈里,"24.937118,121.246263",1,805.0,中壢分局,
公寓,EPA01512,內定里,"24.990330,121.241732",1,978.0,中壢分局,
公寓,EPA01513,興福里,"24.967450,121.230135",1,811.0,中壢分局,
公寓,EPA01514,洽溪里,"25.012903,121.205932",1,869.0,中壢分局,
大樓,EPA01515,青山里,"25.005624,121.211448",1、2,2028.0,中壢分局,
大樓,EPA01516,青山里,"25.004598,121.210827",1、2,3918.0,中壢分局,
大樓,EPA01517,復華里,"24.969852,121.251642",1、2,8333.0,中壢分局,
大樓,EPA01518,復華里,"24.969833,121.251740",1,38321.0,中壢分局,
大樓,EPA01519,過嶺里,"24.960356,121.166582",1,5189.0,中壢分局,
大樓,EPA01520,五權里,"24.961409,121.205358",1、2,2903.0,中壢分局,
公寓,EPA01521,興國里,"24.962631,121.220571",1,543.0,中壢分局,
大樓,EPA01522,金華里,"24.964324,121.223401",1,7596.0,中壢分局,
公寓,EPA01523,青埔里,"25.005723,121.220206",1,625.0,中壢分局,
大樓,EPA01524,青埔里,"25.006965,121.217949",1、2,2462.0,中壢分局,
大樓,EPA01525,青山里,"25.004978,121.210337",1,2079.0,中壢分局,
大樓,EPA01526,復華里,"24.973069,121.250225",1,10714.0,中壢分局,
公寓,EPA01527,洽溪里,"25.013000,121.204653",1,981.0,中壢分局,
大樓,EPA01528,青埔里,"25.005355,121.216293",1,2704.0,中壢分局,
大樓,EPA01529,青埔里,"25.007266,121.218213",1,1519.0,中壢分局,
大樓,EPA01530,洽溪里,"24.986861,121.208100",1,3722.0,中壢分局,
大樓,EPA01531,青峰里,"25.018352,121.220657",1,1616.0,中壢分局,
大樓,EPA01532,青峰里,"25.021628,121.219479",1,2363.0,中壢分局,
大樓,EPA01533,青峰里,"25.020223,121.221136",1,2591.0,中壢分局,
公寓,EPA01534,青埔里,"25.017699,121.218231",1,772.0,中壢分局,
大樓,EPA01535,興福里,"24.972752,121.227874",1,6598.0,中壢分局,
公寓,EPA01536,月眉里,"25.011219,121.188633",1、2,722.0,中壢分局,
大樓,EPA01537,自信里,"24.963474,121.254738",1,2487.0,中壢分局,
大樓,EPA01538,忠義里,"24.967221,121.245748",1,9676.0,中壢分局,
透天,EPA01539,文化里,"24.982950,121.242240",1,231.0,中壢分局,
大樓,EPA01540,龍東里,"24.931168,121.250002",1,1599.0,中壢分局,
大樓,EPA01541,龍東里,"24.931015,121.248948",1、2,2329.0,中壢分局,
大樓,EPA01542,三民里,"24.965716,121.216512",1,3245.0,中壢分局,
大樓,EPA01543,青峰里,"25.0240185, 121.2202249",1,6868.0,中壢分局,
大樓,EPA01544,青溪里,"25.007799,121.205716",1,1355.0,中壢分局,
大樓,EPA01545,青峰里,"25.023127, 121.218616",1,1442.0,中壢分局,
大樓,EPA01546,青峰里,"25.022953,121.216866",1,1241.0,中壢分局,
大樓,EPA01547,洽溪里,"25.013120,121.203808",1,1207.0,中壢分局,
公寓,EPA01548,青埔里,"25.018038,121.222199",1,587.0,中壢分局,
大樓,EPA01549,青峰里,"25.018425,121.223725",1,4533.0,中壢分局,
大樓,EPA01550,芝芭里,"25.001135,121.205347",1,3307.0,中壢分局,
公寓,EPA01551,金華里,"24.966165,121.225666",1,558.0,中壢分局,
透天,EPA01552,新街里,"24.963959,121.233451",1,375.0,中壢分局,
金融機構,EPA01553,永光里,"24.963932,121.211819",1,524.0,中壢分局,機敏單位
大樓,EPA01554,龍德里,"24.934277,121.237553",1,4717.0,中壢分局,
大樓,EPA01555,過嶺里,"24.959784,121.165457",1,2991.0,中壢分局,
大樓,EPA01556,芝芭里,"25.001242,121.205379",1,3307.0,中壢分局,
大樓,EPA01557,青峰里,"25.023683,121.216676",1,1778.0,中壢分局,
大樓,EPA01558,青峰里,"24.974022,121.259045",1,3902.0,中壢分局,
大樓,EPA01559,芝芭里,"25.004469,121.204369",1,2479.0,中壢分局,
大樓,EPA01560,青峰里,"25.022468,121.221102",1,2346.0,中壢分局,
大樓,EPA01561,青溪里,"25.006857,121.208126",1,1873.0,中壢分局,
大樓,EPA01562,洽溪里,"24.962515,121.230150",1,5876.0,中壢分局,
大樓,EPA01563,青溪里,"25.008602,121.204177",1,6219.0,中壢分局,
大樓,EPA01564,青埔里,"25.011343,121.221304",1,1044.0,中壢分局,
大樓,EPA01565,復華里,"24.971541,121.250456",1,1879.0,中壢分局,
大樓,EPA01566,興華里,"24.977999,121.248954",1,4398.0,中壢分局,
公寓,EPA01567,過嶺里,"24.959681,121.170874",1,711.0,中壢分局,
大樓,EPA01568,月眉里,"25.020826,121.181144",1,2071.0,中壢分局,
大樓,EPA01569,過嶺里,"24.962493,121.163954",1,2864.0,中壢分局,
大樓,EPA01570,五福里,"24.959605,121.210758",1,1395.0,中壢分局,
教育機構,EPA01571,青溪里,"25.011357,121.205993",1,971.0,中壢分局,
金融機構,EPA01572,青山里,"25.019297,121.212321",1,3055.0,中壢分局,機敏單位
大樓,EPA01573,青溪里,"25.010506,121.205281",1,3697.0,中壢分局,
大樓,EPA01574,青埔里,"25.011201,121.221950",1,1028.0,中壢分局,
大樓,EPA01575,青溪里,"25.003021,121.209130",1,2186.0,中壢分局,
大樓,EPA01576,青埔里,"25.008528,121.220095",1,1783.0,中壢分局,
大樓,EPA01577,青溪里,"25.007606,121.202202",1,4347.0,中壢分局,
公寓,EPA01578,月眉里,"25.013082,121.184445",1,839.0,中壢分局,
大樓,EPA01579,普義里,"24.960632,121.230367",1,1887.0,中壢分局,
大樓,EPA01580,忠義里,"24.968106,121.246842",1,6672.0,中壢分局,
透天,EPA01581,光明里,"24.960949,121.214814",1,192.0,中壢分局,
透天,EPA01582,仁愛里,"24.955380,121.255245",1,305.0,中壢分局,
大樓,EPA01583,芝芭里,"25.002071,121.208723",1,2836.0,中壢分局,
大樓,EPA01584,青溪里,"25.010421,121.208295",1,3332.0,中壢分局,
大樓,EPA01585,青溪里,"25.006701,121.209182",1,2530.0,中壢分局,
大樓,EPA01586,青峰里,"25.023150,121.218816",1,2119.0,中壢分局,
大樓,EPA01587,青埔里,"25.005996,121.222521",1,2239.0,中壢分局,
大樓,EPA01588,芝芭里,"25.003366,121.205092",1,2675.0,中壢分局,
大樓,EPA01589,青埔里,"25.005757,121.219874",1,2512.0,中壢分局,
大樓,EPA01590,青埔里,"25.007698,121.202260",1,3273.0,中壢分局,
大樓,EPA01591,青山里,"25.009475,121.210974",1,3297.0,中壢分局,
大樓,EPA01592,芝芭里,"25.003764,121.205865",1,1887.0,中壢分局,
大樓,EPA01593,洽溪里,"25.009144,121.201626",1,1105.0,中壢分局,
大樓,EPA01594,青溪里,"25.002181,121.207815",1,2797.0,中壢分局,
公寓,EPA01595,青埔里,"25.005127,121.220969",1,967.0,中壢分局,
大樓,EPA01596,洽溪里,"25.013775,121.205279",1,2987.0,中壢分局,
大樓,EPA01597,青峰里,"25.023540,121.216607",1,1484.0,中壢分局,
大樓,EPA01598,青峰里,"25.019208,121.222479",1,2584.0,中壢分局,
大樓,EPA01599,幸福里,"24.964924,121.233154",1,2836.0,中壢分局,
大樓,EPA01600,內厝里,"24.974365,121.197177",1,1045.0,中壢分局,
大樓,EPA01601,普義里,"24.960603,121.230335",1,1568.0,中壢分局,
大樓,EPA01602,龍岡里,"24.930177,121.248783",1,2129.0,中壢分局,
大樓,EPA01603,東興里,"24.953768,121.228381",1,2402.0,中壢分局,
大樓,EPA01604,五福里,"24.959530,121.210895",1,1530.0,中壢分局,
大樓,EPA01605,文化里,"24.978297,121.247672",1,2154.0,中壢分局,
大樓,EPA01606,青山里,"25.006483,121.212708",1,2730.0,中壢分局,
大樓,EPA01607,過嶺里,"24.962966,121.166138",1,4180.0,中壢分局,
大樓,EPA01608,青埔里,"25.009302,121.217271",1,8044.0,中壢分局,
金融機構,EPA01609,中正里,"24.961923,121.264004",1,720.0,中壢分局,機敏單位
大樓,EPA01610,永光里,"24.966222,121.218744",1,1584.0,中壢分局,
大樓,EPA01611,過嶺里,"24.960508,121.169086",1,1891.0,中壢分局,
大樓,EPA01612,普忠里,"24.958680,121.243051",1,2682.0,中壢分局,
大樓,EPA01613,過嶺里,"24.959398,121.168388",1,1866.0,中壢分局,
大樓,EPA01614,青溪里,"25.002422,121.209895",1,3916.0,中壢分局,
公寓,EPA01615,月眉里,"25.015704,121.194456",1,779.0,中壢分局,
大樓,EPA01616,青溪里,"25.002271,121.209409",1,1201.0,中壢分局,
大樓,EPA01617,洽溪里,"25.025521,121.201759",1、2,2582.0,中壢分局,
大樓,EPA01618,青埔里,"25.008508,121.218372",1,3150.0,中壢分局,
大樓,EPA01619,青峰里,"25.022040,121.215519",1,6836.0,中壢分局,
大樓,EPA01620,中興里,"24.961915,121.255828",1,1528.0,中壢分局,
大樓,EPA01621,過嶺里,"24.961284,121.168438",1,2940.0,中壢分局,
大樓,EPA01622,月眉里,"25.007695,121.193455",1,2112.0,中壢分局,
大樓,EPA01623,過嶺里,"24.960520,121.163742",1,4830.0,中壢分局,
大樓,EPA01624,永興里,"24.959429,121.221363",1,1167.0,中壢分局,
大樓,EPA01625,過嶺里,"24.960610,121.167800",1,4427.0,中壢分局,
大樓,EPA01626,青溪里,"25.007905,121.203284",1,2625.0,中壢分局,
大樓,EPA01627,月眉里,"25.007140,121.191181",1,6479.0,中壢分局,
大樓,EPA01628,華勛里,"24.965874,121.225035",1,3307.0,中壢分局,
大樓,EPA01629,福德里,"24.977110,121.257898",1,4282.0,中壢分局,
大樓,EPA01630,過嶺里,"24.959035,121.170053",1,2399.0,中壢分局,
透天,EPA01631,興和里,"24.966436,121.222432",1,376.0,中壢分局,
大樓,EPA01632,青埔里,"25.012439,121.221468",1,3044.0,中壢分局,
大樓,EPA01633,洽溪里,"25.016314,121.199611",1,2507.0,中壢分局,
大樓,EPA01634,青埔里,"25.007597,121.222676",1,2067.0,中壢分局,
金融機構,EPA01635,明德里,"24.946550,121.231464",1,1263.0,中壢分局,
大樓,EPA01636,永福里,"24.973276,121.234557",1,4080.0,中壢分局,
大樓,EPA01637,後寮里,"24.944632,121.244848",1,1862.0,中壢分局,
大樓,EPA01638,振興里,"24.938850,121.230431",1,1850.0,中壢分局,
大樓,EPA01639,芝芭里,"25.001374,121.204766",1,4118.0,中壢分局,
公家機構,EPA01640,中堅里,"24.938019,121.254643",1,204.0,中壢分局,
金融機構,EPA01641,過嶺里,"24.959366,121.171507",1,2742.0,中壢分局,機敏單位
大樓,EPA01642,忠孝里,"24.976963,121.255717",1,2557.0,中壢分局,
教育機構,EPA01643,明德里,"24.949549,121.229474",1,1358.0,中壢分局,
大樓,EPA01644,洽溪里,"25.011230,121.203377",1、2,1418.0,中壢分局,
大樓,EPA01645,後寮里,"24.940830,121.245170",1,3524.0,中壢分局,
大樓,EPA01646,光明里,"24.963169,121.217684",1,4915.0,中壢分局,
大樓,EPA01647,洽溪里,"25.008460,121.200785",1,3651.0,中壢分局,
公寓,EPA01648,復華里,"24.969123,121.244626",1,952.0,中壢分局,
大樓,EPA01649,月眉里,"25.012964,121.183732",1,2149.0,中壢分局,
大樓,EPA01650,青埔里,"25.007360,121.221738",1,3826.0,中壢分局,
大樓,EPA01651,青埔里,"25.005568,121.213702",1、2,2131.0,中壢分局,
大樓,EPA01652,龍德里,"24.937630,121.234671",1,2058.0,中壢分局,
大樓,EPA01653,洽溪里,"25.007101,121.200202",1,6233.0,中壢分局,
大樓,EPA01654,內定里,"24.987860,121.249611",1,2134.0,中壢分局,
公寓,EPA01655,忠福里,"24.976174,121.239794",1,525.0,中壢分局,
透天,EPA01656,青山里,"25.007344,121.213425",1,373.0,中壢分局,
公寓,EPA01657,青埔里,"25.016075,121.220037",1,853.0,中壢分局,
教育機構,EPA01658,普忠里,"24.960806,121.245769",1,1194.0,中壢分局,
大樓,EPA01659,華愛里,"24.951510,121.257235",1,2397.0,中壢分局,
大樓,EPA01660,內定里,"24.988911,121.240005",1,3170.0,中壢分局,
教育機構,EPA01661,中榮里,"24.952647,121.220031",1,1934.0,中壢分局,
大樓,EPA01662,青埔里,"25.008486,121.221029",1,3529.0,中壢分局,
大樓,EPA01663,洽溪里,"25.011272,121.201128",1,4946.0,中壢分局,
公寓,EPA01664,青山里,"25.006422,121.213552",1,849.0,中壢分局,
大樓,EPA01665,中正里,"24.963521,121.265305",1,1655.0,中壢分局,
公寓,EPA01666,青山里,"25.007980,121.215777",1,739.0,中壢分局,
大樓,EPA01667,青埔里,"25.005098,121.216656",1,1161.0,中壢分局,
大樓,EPA01668,華愛里,"24.946894,121.260012",1、2,1655.0,中壢分局,
大樓,EPA01669,青埔里,"25.014994,121.218751",1,5161.0,中壢分局,
金融機構,EPA01670,新街里,"24.961884,121.226260",1,3069.0,中壢分局,機敏單位
公寓,EPA01671,月眉里,"25.011355,121.184491",1,975.0,中壢分局,
大樓,EPA01672,華愛里,"24.951481,121.257278",1,1158.0,中壢分局,
大樓,EPA01673,忠孝里,"24.977098,121.255636",1,2524.0,中壢分局,
金融機構,EPA01674,青山里,"25.007715,121.213420",1,1160.0,中壢分局,機敏單位
大樓,EPA01675,華勛里,"24.946332,121.258924",1,5546.0,中壢分局,
大樓,EPA01676,過嶺里,"24.960533,121.167821",1,2693.0,中壢分局,
大樓,EPA01677,月眉里,"25.004890,121.190072",1,6446.0,中壢分局,
大樓,EPA01678,龍興里,"24.938514,121.232650",1,2521.0,中壢分局,
大樓,EPA01679,青山里,"25.004000,121.211261",1,3645.0,中壢分局,
透天,EPA01680,內厝里,"24.974965,121.178956",1,9.0,中壢分局,
大樓,EPA01681,青溪里,"25.006527,121.200709",1,4261.0,中壢分局,
透天,EPA01682,青埔里,"25.017640,121.218324",1,234.0,中壢分局,
大樓,EPA01683,永福里,"24.968191,121.239267",1,2007.0,中壢分局,
金融機構,EPA01684,青溪里,"25.008629,121.206530",1,2404.0,中壢分局,機敏單位
公寓,EPA01685,內厝里,"24.983688,121.180409",1,775.0,中壢分局,
大樓,EPA01686,仁愛里,"24.954703,121.251392",1,2839.0,中壢分局,
大樓,EPA01687,復興里,"24.977359,121.246928",1,4723.0,中壢分局,
大樓,EPA01688,過嶺里,"24.961551,121.163169",1,1305.0,中壢分局,
大樓,EPA01689,青埔里,"25.008487,121.218810",1,2132.0,中壢分局,
透天,EPA01690,內定里,"24.988997,121.245346",1,250.0,中壢分局,
大樓,EPA01691,青山里,"25.011385,121.211542",1,4892.0,中壢分局,
公寓,EPA01692,永福里,"24.978336,121.235295",1,788.0,中壢分局,
大樓,EPA01693,復華里,"24.973319,121.250460",1,3767.0,中壢分局,
公寓,EPA01694,青溪里,"25.009242,121.206917",1、2,436.0,中壢分局,
透天,EPA01695,永興里,"24.959370,121.221352",1,367.0,中壢分局,
大樓,EPA01696,青埔里,"25.008630,121.221941",1,4029.0,中壢分局,
大樓,EPA01697,青埔里,"25.007901,121.219602",1,3947.0,中壢分局,
大樓,EPA01698,振興里,"24.935399,121.231136",1,3529.0,中壢分局,
大樓,EPA01699,內厝里,"24.986268,121.191106",1,1646.0,中壢分局,
公寓,EPA01700,中正里,"24.963472,121.262245",1,872.0,中壢分局,
大樓,EPA01701,青峰里,"25.023276,121.217665",1、2,1339.0,中壢分局,
