編號,里別,地址,可容納人數,經度,緯度,轄管分局,避難所在之地下樓層數
485.0,仁化里,臺中市大里區仁化里5鄰仁化路312號,22.0,120.70867,24.094987,霧峰分局,1.0
486.0,仁化里,臺中市大里區仁化里4鄰工業九路148號,367.0,120.714486,24.09992,霧峰分局,1.0
487.0,仁化里,臺中市大里區仁化里28鄰工業九路1號,258.0,120.719083,24.097739,霧峰分局,1.0
488.0,仁化里,臺中市大里區仁化里28鄰工業十路11號,552.0,120.718981,24.098809,霧峰分局,1.0
489.0,仁化里,臺中市大里區仁化里3鄰工業十路26號,1766.0,120.719984,24.099965,霧峰分局,1.0
490.0,仁化里,臺中市大里區仁化里28鄰工業十一路140號,1310.0,120.716832,24.100166,霧峰分局,1.0
491.0,仁化里,臺中市大里區仁化里4鄰工業路11號,1183.0,120.713596,24.095453,霧峰分局,1.0
492.0,仁化里,臺中市大里區仁化里28鄰工業十一路128號,618.0,120.718169,24.099745,霧峰分局,1.0
493.0,仁化里,臺中市大里區仁化里28鄰工業二路60號,414.0,120.715978,24.096227,霧峰分局,1.0
494.0,仁化里,臺中市大里區仁化里9鄰仁美路68號,137.0,120.70864,24.098793,霧峰分局,1.0
495.0,仁化里,臺中市大里區仁化里9鄰仁美路62號,233.0,120.708443,24.098396,霧峰分局,1.0
496.0,仁化里,臺中市大里區仁化里9鄰仁美路158號,176.0,120.710535,24.102146,霧峰分局,1.0
497.0,仁化里,臺中市大里區仁化里16鄰善化路166巷80號,1004.0,120.703855,24.100312,霧峰分局,1.0
498.0,仁化里,臺中市大里區仁化里12鄰仁化路518號,380.0,120.702026,24.096438,霧峰分局,1.0
499.0,仁化里,臺中市大里區仁化里27鄰仁化路756號,11.0,120.691775,24.09266,霧峰分局,1.0
500.0,塗城里,臺中市大里區塗城里7鄰美群路99號,963.0,120.709563,24.083964,霧峰分局,1.0
501.0,塗城里,臺中市大里區塗城里7鄰美群路99號,1138.0,120.709516,24.084034,霧峰分局,1.0
502.0,塗城里,臺中市大里區塗城里19鄰光正路68號,220.0,120.71377,24.088057,霧峰分局,1.0
503.0,健民里,臺中市大里區健民里15鄰校前路26號,993.0,120.727984,24.089307,霧峰分局,1.0
504.0,健民里,臺中市大里區健民里15鄰校前路26號,786.0,120.728026,24.089247,霧峰分局,1.0
505.0,健民里,臺中市大里區健民里16鄰仁化路205號,183.0,120.719388,24.09396,霧峰分局,1.0
506.0,健民里,臺中市大里區健民里16鄰仁化路115號,226.0,120.721637,24.091865,霧峰分局,1.0
507.0,健民里,臺中市大里區健民里16鄰仁化工一路130號,1320.0,120.725698,24.090299,霧峰分局,1.0
508.0,仁德里,臺中市大里區仁德里3鄰成功二路30號,1056.0,120.703751,24.092789,霧峰分局,1.0
509.0,塗城里,臺中市大里區塗城里11鄰光正路18號,411.0,120.712598,24.086558,霧峰分局,2.0
510.0,塗城里,臺中市大里區塗城里11鄰光正路56號,1705.0,120.712817,24.08686,霧峰分局,2.0
511.0,健民里,臺中市大里區健民里16鄰仁化路105號,80.0,120.722556,24.091778,霧峰分局,1.0
512.0,健民里,臺中市大里區健民里16鄰仁化路158號,757.0,120.718478,24.094509,霧峰分局,1.0
513.0,仁化里,臺中市大里區仁化里34鄰仁堤路6號,168.0,120.698797,24.098825,霧峰分局,1.0
514.0,仁化里,臺中市大里區仁化里14鄰成功二路252巷5號,164.0,120.702986,24.098656,霧峰分局,1.0
515.0,健民里,臺中市大里區健民里10鄰仁化路10號,1668.0,120.72931,24.091965,霧峰分局,1.0
516.0,仁德里,臺中市大里區仁德里10鄰慈德路35號,241.0,120.697198,24.092375,霧峰分局,1.0
517.0,健民里,臺中市大里區健民里16鄰仁化工二路66之14號,1127.0,120.725108,24.092999,霧峰分局,2.0
518.0,塗城里,臺中市大里區塗城里28鄰三民一街24巷43號,106.0,120.714847,24.08481,霧峰分局,1.0
519.0,仁德里,臺中市大里區仁德里13鄰至善路157號,2617.0,120.699529,24.093445,霧峰分局,1.0
520.0,健民里,臺中市大里區健民里30鄰健民路23巷62號,10170.0,120.728607,24.088924,霧峰分局,3.0
521.0,塗城里,臺中市大里區塗城里23鄰光正路262號,2158.0,120.715191,24.093673,霧峰分局,1.0
522.0,仁德里,臺中市大里區仁德里1鄰仁化路261號,2125.0,120.713598,24.093813,霧峰分局,1.0
523.0,健民里,臺中市大里區健民里16鄰仁化工二路99號,1858.0,120.724795,24.092701,霧峰分局,2.0
524.0,塗城里,臺中市大里區塗城里14鄰光明路10號,247.0,120.712021,24.087023,霧峰分局,2.0
525.0,仁化里,臺中市大里區仁化里4鄰工業十四路46號,1888.0,120.713324,24.103286,霧峰分局,1.0
526.0,北柳里,臺中市霧峰區北柳里2鄰國中路110號,565.0,120.689238,24.067231,霧峰分局,1.0
527.0,四德里,臺中市霧峰區四德里11鄰四德路611號,206.0,120.66368,24.059583,霧峰分局,1.0
528.0,南柳里,臺中市霧峰區南柳里14鄰柳豐路500號,6706.0,120.684672,24.04702,霧峰分局,1.0
529.0,南柳里,臺中市霧峰區南柳里16鄰柳豐路535號,820.0,120.689208,24.043859,霧峰分局,1.0
530.0,南柳里,臺中市霧峰區南柳里16鄰柳豐路537號,527.0,120.690736,24.043834,霧峰分局,1.0
531.0,南柳里,臺中市霧峰區南柳里14鄰柳豐路500號,3358.0,120.684672,24.04702,霧峰分局,1.0
532.0,南柳里,臺中市霧峰區南柳里14鄰柳豐三街11號,172.0,120.688068,24.043618,霧峰分局,1.0
533.0,南柳里,臺中市霧峰區南柳里12鄰福新路222號,4222.0,120.686166,24.053567,霧峰分局,2.0
534.0,北柳里,臺中市霧峰區北柳里25鄰四德路402號之1,617.0,120.677746,24.064704,霧峰分局,1.0
535.0,四德里,臺中市霧峰區四德里1鄰新埔路236號,1812.0,120.669285,24.078827,霧峰分局,1.0
536.0,北柳里,臺中市霧峰區北柳里4鄰四德路253號,50.0,120.691395,24.065946,霧峰分局,1.0
537.0,五福里,臺中市霧峰區五福里5鄰五福路278之19號,788.0,120.665811,24.07234,霧峰分局,2.0
538.0,四德里,臺中市霧峰區四德里11鄰中投東路2段180號,184.0,120.662992,24.057471,霧峰分局,1.0
539.0,北柳里,臺中市霧峰區北柳里25鄰霧工五路15號,233.0,120.677069,24.061252,霧峰分局,1.0
540.0,永隆里,臺中市大里區永隆里永隆八街110號,234.0,120.676683,24.114323,霧峰分局,1.0
