類別,建築物名稱,電腦編號,村里別,地址,"地下樓 層數",可容納人數,派出所,備註,經度,緯度
大樓,大樓,D403000066,同慶里,新北市三重區同慶里正義南路183號,1.0,61.0,大同派出所,,121.498886,25.056897
大樓,大樓,D403000067,同安里,新北市三重區同安里大同南路157號,1.0,2053.0,大同派出所,,121.496746,25.056154
大樓,三光國民小學,D403000068,同安里,新北市三重區同安里大同南路157號,1.0,1283.0,大同派出所,,121.496746,25.056154
大樓,大樓,D403000069,同慶里,新北市三重區同慶里大同南路220號,1.0,490.0,大同派出所,,121.496965,25.056331
大樓,大樓,D403001096,同安里,新北市三重區同安里環河南路125號,1.0,923.0,大同派出所,,121.497032,25.055044
大樓,大樓,D403001107,忠孝里,新北市三重區忠孝里大同南路102號,1.0,122.0,大同派出所,,121.496288,25.058815
大樓,大樓,D403001110,仁義里,新北市三重區仁義里正義南路129號,1.0,506.0,大同派出所,,121.4987,25.057971
大樓,冠德愛閱,D403001111,仁德里,新北市三重區仁德里重新2段110號,1.0,517.0,大同派出所,,121.496688,25.061719
大樓,大樓,D403001112,仁義里,新北市三重區仁義里大同南路172巷26號,1.0,365.0,大同派出所,,121.497897,25.057553
大樓,大樓,D403001113,同慶里,新北市三重區同慶里環河南路118號,1.0,101.0,大同派出所,,121.498015,25.056242
大樓,大樓,D403001114,吉利里,新北市三重區吉利里中正南路172號,1.0,104.0,大同派出所,,121.494164,25.056714
大樓,大樓,D403001115,仁義里,新北市三重區仁義里大同南路168號,4.0,1130.0,大同派出所,,121.496698,25.057394
大樓,大樓,D403001116,平和里,新北市三重區平和里7鄰大同南路109號,1.0,376.0,大同派出所,,121.496257,25.058468
公寓,老舊公寓,D404000001,永興里,新北市三重區永興里福德南路15號,1.0,85.0,三重派出所,,121.50263,25.063135
公寓,三重麗景,D404000005,永興里,新北市三重區永興里福德南路24巷6號,1.0,1278.0,三重派出所,,121.503522,25.063258
公寓,公寓,D404000007,正義里,新北市三重區正義里自強路1段160巷2弄23號,1.0,195.0,三重派出所,,121.494966,25.065937
公寓,公寓,D404000011,正義里,新北市三重區正義里自強路1段178號,1.0,168.0,三重派出所,,121.495168,25.066297
大樓,華夏,D404000014,正義里,新北市三重區正義里信義西街98號,1.0,167.0,三重派出所,,121.49638,25.064302
大樓,華夏,D404000015,正義里,新北市三重區正義里信義西街90號,1.0,259.0,三重派出所,,121.496649,25.064347
大樓,大樓,D404000018,大德里,新北市三重區大德里福德北路45號,1.0,765.0,三重派出所,,121.502322,25.065015
大樓,大樓,D404000028,清和里,新北市三重區清和里中央南路62號之11,1.0,86.0,三重派出所,,121.501516,25.061538
大樓,興建中大樓,D404000031,開元里,新北市三重區開元里長元街53號,1.0,112.0,三重派出所,,121.502501,25.066482
大樓,大樓,D404000033,開元里,新北市三重區開元里長元街57號,1.0,176.0,三重派出所,,121.502501,25.066482
大樓,寶麗金大廈,D404000038,正德里,新北市三重區正德里正義北路68號,3.0,296.0,三重派出所,,121.497114,25.064292
公寓,公寓,D404000040,開元里,新北市三重區開元里三和路1段47巷13號,1.0,112.0,三重派出所,,121.503746,25.065445
大樓,大樓,D404000041,文化里,新北市三重區文化里重新路2段2號,1.0,847.0,三重派出所,,121.499849,25.063024
公寓,公寓,D404000043,錦安里,新北市三重區錦安里文化北路39巷1號,1.0,1082.0,三重派出所,,121.499165,25.065167
大樓,大樓,D404000044,重新里,新北市三重區重新里正義北路4號,1.0,1236.0,三重派出所,,121.497651,25.062537
大樓,華夏,D404000047,福星里,新北市三重區福星里和平街6號,1.0,157.0,三重派出所,,121.500507,25.062564
公寓,公寓,D404000049,福星里,新北市三重區福星里和平街2號,1.0,288.0,三重派出所,,121.500331,25.062547
大樓,大樓,D404000055,中央里,新北市三重區中央里自強路1段66號,1.0,383.0,三重派出所,,121.497184,25.066525
大樓,大樓,D404000062,正安里,新北市三重區正安里雙園街9496號,1.0,142.0,三重派出所,,121.493812,25.067189
大樓,大樓,D404000063,正安里,新北市三重區正安里大智街451號,1.0,43.0,三重派出所,,121.493409,25.066655
大樓,大樓,D404000069,正安里,新北市三重區正安里自強路1段81號,1.0,397.0,三重派出所,,121.496223,25.066511
大樓,正義寶鑽,D404000070,中央里,新北市三重區中央里正義北路113號,1.0,187.0,三重派出所,,121.496981,25.065789
大樓,華夏,D404000071,福星里,新北市三重區福星里和平街12號,1.0,48.0,三重派出所,,121.500671,25.062586
大樓,彌敦道,D404000072,正安里,新北市三重區正安里長壽西街115號,1.0,811.0,三重派出所,,121.494315,25.0668
大樓,聯合商業大樓,D404000073,文化里,新北市三重區文化里重新路2段17號,1.0,891.0,三重派出所,,121.49818,25.062444
大樓,九揚金鑽,D404000074,正義里,新北市三重區正義里正義北路136號,3.0,1532.0,三重派出所,,121.496661,25.065866
大樓,大樓,D404000075,正義里,新北市三重區正義里信義西街100號,1.0,59.0,三重派出所,,121.496308,25.064293
大樓,大樓,D404000076,正義里,新北市三重區正義里信義西街110號,1.0,713.0,三重派出所,,121.495977,25.064241
大樓,大樓,D404000077,正義里,新北市三重區正義里信義西街118號,1.0,324.0,三重派出所,,121.495738,25.064208
大樓,大樓,D404000078,正義里,新北市三重區正義里信義西街102號,1.0,384.0,三重派出所,,121.496247,25.064289
大樓,大樓,D404000079,福利里,新北市三重區福利里中央南路47號,1.0,411.0,三重派出所,,121.501293,25.061783
大樓,大樓,D404000080,福利里,新北市三重區福利里文化南路38號之1,1.0,626.0,三重派出所,,121.500354,25.061042
大樓,飛龍保齡球,D404000081,福利里,新北市三重區福利里中央南路63號,1.0,2605.0,三重派出所,,121.501406,25.061075
大樓,大樓,D404000082,福利里,新北市三重區福利里中央南路107號,1.0,157.0,三重派出所,,121.501493,25.060275
大樓,大樓,D404000083,福利里,新北市三重區福利里中央南路51號,1.0,1236.0,三重派出所,,121.5013,25.061682
大樓,麗景豪門,D404000085,清和里,新北市三重區清和里中央南路102號,3.0,998.0,三重派出所,,121.501663,25.060506
大樓,華夏,D404000087,清和里,新北市三重區清和里福和街1號,1.0,405.0,三重派出所,,121.502931,25.061847
公寓,公寓,D404000088,開元里,新北市三重區開元里三和路1段39巷11號,1.0,197.0,三重派出所,,121.504136,25.065232
公寓,公寓,D404000090,開元里,新北市三重區開元里三和路1段35號,1.0,195.0,三重派出所,,121.50332,25.065063
大樓,大樓,D404000094,永興里,新北市三重區永興里重新路1段50號,1.0,678.0,三重派出所,,121.502877,25.063784
大樓,華夏,D404000095,清和里,新北市三重區清和里中央南路14巷1號,1.0,464.0,三重派出所,,121.501464,25.062816
大樓,大樓,D404000096,正義里,新北市三重區正義里大智街13號,1.0,139.0,三重派出所,,121.494608,25.065229
大樓,大樓,D404000097,重新里,新北市三重區重新里正義北路4號,1.0,779.0,三重派出所,,121.497651,25.062537
大樓,大樓,D404000098,清和里,新北市三重區清和里福和街15號,1.0,32.0,三重派出所,,121.502314,25.061773
大樓,大樓,D404000099,光華里,新北市三重區光華里中央北路37號,3.0,649.0,三重派出所,,121.500855,25.064817
大樓,飛越三重,D404000100,永興里,新北市三重區永興里環河南路9號,1.0,75.0,三重派出所,,121.503743,25.063148
大樓,太平洋花園廣場,D404000101,光華里,新北市三重區光華里福德北路36號,1.0,115.0,三重派出所,,121.501832,25.065162
大樓,台北橋花園,D404000102,福利里,新北市三重區福利里中央南路111號,1.0,2653.0,三重派出所,,121.501161,25.060193
大樓,重新國寶,D404000103,光華里,新北市三重區光華里重新路1段51號,1.0,511.0,三重派出所,,121.501979,25.063819
大樓,大樓,D404000104,中央里,新北市三重區中央里正義北路115號,1.0,247.0,三重派出所,,121.496919,25.065899
大樓,大樓,D404000105,福星里,新北市三重區福星里和平街22號,1.0,72.0,三重派出所,,121.501004,25.062621
大樓,大樓,D404000106,光華里,新北市三重區光華里中央北路27巷27號,1.0,470.0,三重派出所,,121.501826,25.064689
公寓,公寓,D404000107,正安里,新北市三重區正安里正義北路12號,1.0,171.0,三重派出所,,121.496441,25.066544
大樓,大樓,D404000108,福利里,新北市三重區福利里中央南路105號,1.0,148.0,三重派出所,,121.501486,25.060313
大樓,大樓,D404000109,福星里,新北市三重區福星里文化南路2巷15號,1.0,394.0,三重派出所,,121.500909,25.06276
大樓,台北橋頭第一讚,D404000110,清和里,新北市三重區清和里福德南路37號,1.0,908.0,三重派出所,,121.502831,25.062384
大樓,旺德福,D404000111,光華里,新北市三重區光華里福德北路46號,1.0,711.0,三重派出所,,121.501946,25.065477
大樓,大樓,D404000112,福星里,新北市三重區福星里文化南路2巷1號,1.0,260.0,三重派出所,,121.500246,25.062686
大樓,大樓,D404000113,開元里,新北市三重區開元里長元街65巷16弄10號,1.0,299.0,三重派出所,,121.503348,25.066241
大樓,荷堤,D404000114,清和里,新北市三重區清和里福德南路32號,3.0,3742.0,三重派出所,,121.502934,25.062871
大樓,萊茵賞,D404000115,清和里,新北市三重區清和里環河南路35號,3.0,1163.0,三重派出所,,121.502971,25.061585
大樓,寶島曼波,D404000117,清和里,新北市三重區清和里福德南路52號,3.0,498.0,三重派出所,,121.503101,25.062234
大樓,大樓,D404000118,清和里,新北市三重區清和里福德南路35號,1.0,168.0,三重派出所,,121.502818,25.062424
大樓,大樓,D404000119,正安里,新北市三重區正安里正義北路218號,1.0,283.0,三重派出所,,121.496146,25.067623
大樓,大樓,D404000120,光華里,新北市三重區光華里長元街51號之6,1.0,243.0,三重派出所,,121.50075,25.066139
大樓,大樓,D404000121,光華里,新北市三重區光華里中央北路61號,1.0,82.0,三重派出所,,121.500588,25.065644
大樓,美麗河畔,D404000122,清和里,新北市三重區清和里福德南路45號,1.0,2636.0,三重派出所,,121.502934,25.061931
大樓,大樓,D404000123,光華里,新北市三重區光華里福德北路76號,1.0,284.0,三重派出所,,121.501699,25.06618
大樓,台北新境,D404000124,大德里,新北市三重區大德里三和路1段22號,1.0,1524.0,三重派出所,,121.503016,25.064917
大樓,大樓,D404000125,文化里,新北市三重區文化里大榮街53號,1.0,53.0,三重派出所,,121.499303,25.063564
大樓,大樓,D404000126,清和里,新北市三重區清和里福和街2號,4.0,257.0,三重派出所,,121.502966,25.061721
公寓,大樓,D404000128,正義里,新北市三重區正義里信義西街31號,1.0,888.0,三重派出所,,121.496115,25.064444
大樓,玖原香榭,D404000192,中央里,新北市三重區中央里正義北路123號,1.0,611.0,三重派出所,,121.496871,25.066127
大樓,久保立,D404000193,清和里,新北市三重區清和里中央南路88號,1.0,449.0,三重派出所,,121.501566,25.060844
大樓,大樓,D404000194,開元里,新北市三重區開元里開元街2號,1.0,104.0,三重派出所,,121.503896,25.065327
大樓,璞園春生生,D404000195,光華里,新北市三重區光華里重新路1段61號,1.0,675.0,三重派出所,,121.501721,25.06373
大樓,長隆天美,D404000196,重新里,新北市三重區重新里重新路2段35號,1.0,459.0,三重派出所,,121.497441,25.062178
大樓,華峰上水,D404000197,永興里,新北市三重區永興里福德南路10號,1.0,2090.0,三重派出所,,121.502761,25.063435
大樓,河景站,D404000198,光華里,新北市三重區光華里福德北路18號,1.0,546.0,三重派出所,,121.50222,25.064605
大樓,橋峰168社區,D404000199,永興里,新北市三重區永興里重新路1段64號,1.0,270.0,三重派出所,,121.502205,25.063658
大樓,觀瀾,D404000200,開元里,新北市三重區開元里三和路1段21號,1.0,832.0,三重派出所,,121.503632,25.064781
公寓,公寓,D405000002,奕壽里,新北市三重區奕壽里龍門路27號,1.0,238.0,長泰派出所,,121.495602,25.071917
公寓,公寓,D405000006,萬壽里,新北市三重區萬壽里龍濱路124號,1.0,156.0,長泰派出所,,121.501687,25.071443
公寓,光榮國小,D405000012,萬壽里,新北市三重區萬壽里介壽路32號,1.0,23.0,長泰派出所,,121.500073,25.070336
公寓,公寓,D405000013,承德里,新北市三重區承德里仁和街148號,1.0,201.0,長泰派出所,,121.501491,25.075375
大樓,城中城,D405000014,長安里,新北市三重區長安里文化北路131巷3號,1.0,1698.0,長泰派出所,,121.498025,25.068901
公寓,公寓,D405000016,順德里,新北市三重區順德里仁義街12號,1.0,115.0,長泰派出所,,121.499862,25.075953
大樓,公寓,D405000017,錦江里,新北市三重區錦江里龍濱路173號,1.0,1206.0,長泰派出所,,121.502359,25.070141
公寓,公寓,D405000023,龍濱里,新北市三重區龍濱里龍濱路195號,1.0,136.0,長泰派出所,,121.502023,25.071414
公寓,公寓,D405000024,龍濱里,新北市三重區龍濱里河邊北街142號,1.0,130.0,長泰派出所,,121.503248,25.072187
公寓,公寓,D405000025,龍濱里,新北市三重區龍濱里河邊北街136號,1.0,104.0,長泰派出所,,121.503353,25.071971
公寓,公寓,D405000027,秀江里,新北市三重區秀江里仁愛街53巷177號,1.0,148.0,長泰派出所,,121.500124,25.072827
公寓,公寓,D405000030,介壽里,新北市三重區介壽里萬壽街33號,1.0,107.0,長泰派出所,,121.500044,25.069478
公寓,公寓,D405000046,長泰里,新北市三重區長泰里長壽街58號,1.0,200.0,長泰派出所,,121.50086,25.068336
公寓,公寓,D405000054,長泰里,新北市三重區長泰里長樂街102號,1.0,105.0,長泰派出所,,121.50145,25.069791
大樓,東和婦產科,D405000057,長泰里,新北市三重區長泰里三和路2段97號,1.0,382.0,長泰派出所,,121.499534,25.068533
公寓,公寓,D405000061,長安里,新北市三重區長安里長安街20號,1.0,192.0,長泰派出所,,121.499024,25.066965
公寓,公寓,D405000063,長安里,新北市三重區長安里中央北路122巷2號,1.0,157.0,長泰派出所,,121.499624,25.067574
公寓,公寓,D405000064,長安里,新北市三重區長安里中央北路110巷2號,1.0,157.0,長泰派出所,,121.499665,25.067299
公寓,公寓,D405000065,長安里,新北市三重區長安里長安街28號,1.0,195.0,長泰派出所,,121.499235,25.067019
大樓,7-11便利商店,D405000066,長元里,新北市三重區長元里長安街71號,1.0,870.0,長泰派出所,,121.501383,25.067374
公寓,公寓,D405000067,長元里,新北市三重區長元里長元街94號,1.0,268.0,長泰派出所,,121.502275,25.066571
大樓,華夏,D405000068,秀江里,新北市三重區秀江里秀江街185號,1.0,190.0,長泰派出所,,121.498029,25.071799
大樓,大樓,D405000069,龍濱里,新北市三重區龍濱里秀江街26號,1.0,118.0,長泰派出所,,121.502545,25.073006
