電腦編號,建築物名稱,地址,緯度,經度,避難樓層,可容納人數,轄管分局,備註一,備註二
EPA01026,陳宅,桃園市中壢區林森里20鄰百韜二路47號,24.943975,121.227843,B01,163,中壢分局,,
EPA01028,郭宅,桃園市中壢區林森里20鄰星文一街6號之1,24.946074,121.228494,B01,31,中壢分局,,
EPA01030,執信二街32號華廈,桃園市中壢區新興里27鄰執信二路32號,24.944664,121.225592,B01,304,中壢分局,,
EPA01031,古宅,桃園市中壢區林森里25鄰黃興街70號,24.942777,121.225854,B01,43,中壢分局,,
EPA01034,董宅,桃園市中壢區林森里2鄰龍岡路二段82號,24.945652,121.22921,B01,17,中壢分局,,
EPA01036,莊宅,桃園市中壢區林森里32鄰環中東路二段786號,24.943,121.226755,B01,27,中壢分局,,
EPA01039,薔薇廣場,桃園市中壢區新興里19鄰自忠路21號,24.942384,121.225416,B01,1007,中壢分局,,
EPA01041,邱宅,桃園市中壢區中建里9鄰中平路206號,24.956009,121.221681,B01,98,中壢分局,,
EPA01051,林森大道,桃園市中壢區林森里5鄰林森路11號,24.945698,121.226512,B01B02,738,中壢分局,,
EPA01053,陳宅,桃園市中壢區林森里4鄰鄒容二街5號,24.947216,121.225964,B01,76,中壢分局,,
EPA01059,將像公園大廈,桃園市中壢區新街里1鄰元化路165巷52號,24.959962,121.228716,B01B02,695,中壢分局,,
EPA01061,將像公園大廈,桃園市中壢區新街里1鄰元化路165巷50號,24.96019,121.228484,B01B02,1127,中壢分局,,
EPA01066,李宅,桃園市中壢區永興里5鄰中央西路一段65號,24.957887,121.221881,B01B02,83,中壢分局,,
EPA01069,世貿財星廣場,桃園市中壢區永興里6鄰中央西路一段120號,24.95854,121.219944,B01,2083,中壢分局,老街溪站及燈廊,10.0
EPA01072,POYA寶雅,桃園市中壢區永興里9鄰新生路59號,24.95953,121.222508,B01,111,中壢分局,,
EPA01090,中壢興南福德祀,桃園市中壢區興南里17鄰慈惠二街45號,24.960921,121.224313,B01B02,621,中壢分局,,
EPA01091,賢明華園,桃園市中壢區興南里13鄰延平路356號,24.960226,121.225199,B01B02,1731,中壢分局,,
EPA01093,林宅,桃園市中壢區興南里1鄰大同路31號,24.958705,121.224033,B01,349,中壢分局,,
EPA01094,"_壢食樂Z12 PLAZA大樓",桃園市中壢區興南里11鄰中美路一段12號,24.959781,121.223924,B01B02,1492,中壢分局,老街溪站及燈廊,450.0
EPA01100,SYM經銷店,桃園市中壢區興南里1鄰大同路6號,24.959132,121.224256,B01,17,中壢分局,,
EPA01101,富康豆腐店,桃園市中壢區興南里1鄰大同路66號,24.958138,121.223136,B01,45,中壢分局,,
EPA01103,鄭宅,桃園市中壢區石頭里5鄰中平路24號,24.955148,121.225785,B01,28,中壢分局,,
EPA01107,徐宅,桃園市中壢區石頭里3鄰中平路80號,24.955154,121.224328,B01,220,中壢分局,,
EPA01109,劉宅,桃園市中壢區石頭里3鄰中平路52號,24.955451,121.224495,B01,154,中壢分局,,
EPA01110,謝宅,桃園市中壢區石頭里3鄰中平路88巷1號之1,24.955639,121.223914,B01,127,中壢分局,,
EPA01122,中壢區公所,桃園市中壢區金華里18鄰環北路380號,24.965779,121.225173,B01B02,2285,中壢分局,,
EPA01128,幸葉電子股份有限公司,桃園市中壢區永福里5鄰南園二路1號,24.971753,121.238906,B01,68,中壢分局,,
EPA01133,達洲實業有限公司,桃園市中壢區永福里16鄰東園二路15號,24.975952,121.237997,B01,132,中壢分局,,
EPA01138,台達電子中壢五廠東園路16號,桃園市中壢區永福里14鄰東園路16號,24.969936,121.239941,B01,1120,中壢分局,,
EPA01139,裕元興業,桃園市中壢區永福里16鄰吉林路9號,24.979672,121.238905,B01,196,中壢分局,,
EPA01141,恒青機電有限公司,桃園市中壢區永福里18鄰南園路6號,24.969278,121.238377,B01,1330,中壢分局,,
EPA01142,啟英高中,桃園市中壢區永福里9鄰中園路447號,24.975263,121.235783,B01,500,中壢分局,,
EPA01148,YKK承租宿舍,桃園市中壢區幸福里31鄰延平路90巷229號,24.965962,121.234143,B01,605,中壢分局,,
EPA01149,儒林世家,桃園市中壢區幸福里30鄰福壽九街7號,24.966987,121.233715,B01,3045,中壢分局,,
EPA01150,儒林世家,桃園市中壢區幸福里30鄰福壽九街7號,24.9669,121.233618,B01,520,中壢分局,,
EPA01152,花與綠,桃園市中壢區幸福里11鄰福州一街252號,24.967426,121.233153,B01,1140,中壢分局,,
EPA01154,宏致電子股份有限公司,桃園市中壢區永福里7鄰東園路13號,24.969738,121.240323,B01,393,中壢分局,,
EPA01155,雅典宮廷,桃園市中壢區金華里18鄰新生路266號,24.964208,121.223088,B01B02,4588,中壢分局,,
EPA01156,北帝國五期,桃園市中壢區林森里20鄰林森路執信一街163號,24.947417,121.225293,B01B02,3114,中壢分局,,
EPA01157,米諾漢堡,桃園市中壢區中央里5鄰復興路35號,24.957827,121.225622,B01,220,中壢分局,,
EPA01159,好機會社區,桃園市中壢區莊敬里16鄰莊敬路126號,24.969405,121.257305,B01,3318,中壢分局,,
EPA01160,開喜庭園,桃園市中壢區林森里20鄰百韜二路20號,24.944596,121.228457,B01,654,中壢分局,,
EPA01161,內壢國小,桃園市中壢區福德里7鄰成功路79巷40及42號,24.965403,121.231752,B01,222,中壢分局,,
EPA01162,彩頭市社區,桃園市中壢區莊敬里1鄰莊敬路102號,24.970259,121.257187,B01B02,911,中壢分局,,
EPA01163,統領大國,桃園市中壢區中正里22鄰榮安一街234號,24.96429,121.260069,B01B02,1250,中壢分局,,
EPA01164,高閣社區,桃園市中壢區中堅里18鄰中山東路四段39巷20號(2830951),24.936946,121.255786,B01B02,1205,中壢分局,,
EPA01165,廣涵社區,桃園市中壢區山東里4鄰中正路四段588巷8號,24.993025,121.172538,B01,1921,中壢分局,,
EPA01167,民宅,桃園市中壢區明德里廣州路60號,24.950912,121.230174,B01B02,813,中壢分局,,
EPA01168,伍全公司,桃園市中壢區內定里新北園路20號,24.990389,121.241764,B01,1038,中壢分局,,
EPA01170,慶豐麗園,桃園市中壢區光明里王子五街16號,24.962536,121.214004,B01,7911,中壢分局,,
EPA01171,南亞工商專校,桃園市中壢區至善里中山東路3段414號,24.93713,121.251818,B01,397,中壢分局,,
EPA01172,常裕工業股份有限公司,桃園市中壢區山東里14鄰山下172號之74,25.005742,121.165703,B01,212,中壢分局,,
EPA01173,亞智股份有限公司,桃園市中壢區忠義里5鄰自強三路3號,24.96817,121.243516,B01,1956,中壢分局,,
EPA01174,私立健行工商專校,桃園市中壢區龍興里3鄰龍岡路二段29號,24.947123,121.228128,B01,1630,中壢分局,,
EPA01175,星光大道KTV,桃園市中壢區中央里10鄰復興路8號,24.958738,121.225448,B01B02,672,中壢分局,,
EPA01176,布查花園,桃園市中壢區仁和里10鄰仁德四街100號(4388103),24.95338,121.26203,B01B02,3353,中壢分局,,
EPA01178,精材科技股份有限公司中壢三廠,桃園市中壢區永福里6鄰中園路188號,24.982283,121.237995,B01,6718,中壢分局,,
EPA01179,金像電子,桃園市中壢區永福里12鄰西園路113號,24.985108,121.237188,B01,1052,中壢分局,,
EPA01182,雅居小築,桃園市中壢區信義里2鄰廣州路139號,24.952357,121.229995,B01B02,301,中壢分局,,
EPA01183,民宅,桃園市中壢區信義里2鄰廣州路210號,24.95284,121.233054,B01,128,中壢分局,,
EPA01184,民宅,桃園市中壢區明德里11鄰環中東路二段294號,24.94879,121.235278,B01B02,2545,中壢分局,,
EPA01186,科學家,桃園市中壢區仁福里24鄰仁福四街31號(4383965),24.940767,121.255651,B01B02B03,2152,中壢分局,,
EPA01187,民宅,桃園市中壢區仁福里20鄰榮民南路817巷1弄1號(4162325),24.939307,121.256723,B01,2943,中壢分局,,
EPA01188,寶佳建設公司,桃園市中壢區文化里24鄰長春路261巷2之1號,24.976727,121.245102,B01B02,2513,中壢分局,,
EPA01189,平鎮市農會,桃園市中壢區舊明里22鄰中正路389號,24.955658,121.215509,B01,1315,中壢分局,,
EPA01190,厚茂股份有限公司,桃園市中壢區五福里4鄰民族路204號,24.956492,121.210462,B01,188,中壢分局,,
EPA01192,_運春商業大樓,桃園市中壢區中央里8鄰中山路118號,24.955872,121.225621,B01,464,中壢分局,老街溪站及燈廊,130.0
EPA01194,富麗前程,桃園市中壢區中堅里5鄰同慶路348號(4361233),24.939981,121.257197,B01B02,2344,中壢分局,,
EPA01196,民宅,桃園市中壢區信義里1鄰成都路10號,24.951652,121.230875,B01B02,286,中壢分局,,
EPA01197,陸光國宅,桃園市中壢區自治里22鄰環中東路24號,24.962721,121.255103,B01B02B03,1058,中壢分局,,
EPA01198,蜜之屋,桃園市中壢區自信里16鄰莊敬路865號,24.964013,121.254313,B01,565,中壢分局,,
EPA01199,興仁國小,桃園市中壢區興仁里16鄰遠東路210號,24.968095,121.262789,B01,622,中壢分局,,
EPA01201,新光產物,桃園市中壢區五權里21鄰環西路121號,24.960974,121.207214,B01B02,556,中壢分局,,
EPA01202,麥瑟半導體公司,桃園市中壢區內定里定安路1號,24.991321,121.241292,B01B02,1695,中壢分局,,
EPA01203,南亞國寶,桃園市中壢區龍昌里10鄰龍川二街103號,24.937374,121.249191,B01,1011,中壢分局,,
EPA01204,家賀屋,桃園市中壢區光明里5鄰光輝三街29巷1號,24.964812,121.217685,B01B02,1043,中壢分局,,
EPA01205,民宅,桃園市中壢區後寮里18鄰後興路一段90巷88號之1,24.94216,121.247844,B01B02,4081,中壢分局,,
EPA01206,雅致名園,桃園市中壢區幸福里26鄰福星三街35號,24.966002,121.231679,B01B02,808,中壢分局,,
EPA01207,桃苗豐田汽車,桃園市中壢區永福里7鄰中園路162號,24.969805,121.236512,B01,1121,中壢分局,,
EPA01208,太子國際村,桃園市中壢區龍慈里10鄰龍和一街192號,24.940843,121.245204,B01B02B03,4666,中壢分局,,
EPA01209,民宅,桃園市中壢區明德里龍岡路二段29號,24.947384,121.228305,B01,1861,中壢分局,,
EPA01210,龍興國民中學,桃園市中壢區龍興里18鄰龍勇路100號,24.938155,121.236058,B01,2122,中壢分局,,
EPA01211,宮廷樂章,桃園市中壢區金華里新生路288號,24.964255,121.223291,B01B02,3956,中壢分局,,
EPA01212,宮廷樂章,桃園市中壢區金華里六合路56號(原-新生路288號),24.964213,121.223275,B01B02,3977,中壢分局,,
EPA01213,_大僑商務大樓,桃園市中壢區石頭里13鄰復興路161號,24.953762,121.223617,B01B02B03,609,中壢分局,老街溪站及燈廊,160.0
EPA01214,元智e生活,桃園市中壢區中正里22鄰榮安一街198號,24.96467,121.260744,B01,3569,中壢分局,,
EPA01215,台達電子中壢五廠東園路16號,桃園市中壢區永福里14鄰東園路16號,24.969926,121.239887,B01,61,中壢分局,,
EPA01216,翊展中醫診所,桃園市中壢區東興里3鄰龍岡路一段215號,24.948036,121.225843,B01,83,中壢分局,,
EPA01217,民宅,桃園市中壢區文化里1鄰長春路96號,24.978726,121.248115,B01B02,1579,中壢分局,,
EPA01218,錕億鋼鐵股份有限公司,桃園市中壢區內定里合圳北路二段570號,25.009102,121.247222,B01,25,中壢分局,,
EPA01220,精華企業股份有限公司,桃園市中壢區永福里7鄰南園路15號,24.970845,121.238511,B01,24,中壢分局,,
EPA01221,桃園麗寶麗池社區,桃園市中壢區至善里24鄰後寮二路237號,24.938489,121.248245,B01B02B03,2743,中壢分局,,
EPA01222,龍和一街228號華廈,桃園市中壢區龍慈里1鄰龍和一街228號,24.940377,121.245178,B01,459,中壢分局,,
EPA01223,自立國小,桃園市中壢區自立里永福路1200號(原自立1號),24.96843,121.251411,B01,531,中壢分局,,
EPA01224,維輪實業股份有限公司,桃園市中壢區過嶺里7鄰過嶺50號之1號,24.966484,121.175463,B01B02,13599,中壢分局,,
EPA01225,民宅,桃園市中壢區新街里6鄰延平路241號,24.961695,121.22728,B01,384,中壢分局,,
EPA01226,民宅,桃園市中壢區興南里6鄰延平路366-372號,24.959911,121.224895,B01B02B03,947,中壢分局,,
EPA01227,輝煌年代,桃園市中壢區文化里24鄰長春路255號,24.977062,121.245234,B01B02B03,1325,中壢分局,,
EPA01228,第一家庭,桃園市中壢區文化里21鄰長春路150之1號,24.978187,121.247164,B01B02,770,中壢分局,,
EPA01229,春虹e吉邦,桃園市中壢區篤行里12鄰華美一路14號(4632055),24.95653,121.2622,B01B02,6227,中壢分局,,
EPA01230,心動一期,桃園市中壢區中興里13鄰榮安八街88號,24.961889,121.259081,B01,103,中壢分局,,
EPA01231,學金天下,桃園市中壢區仁義里18鄰福州二街515號,24.968779,121.234951,B01,136,中壢分局,,
EPA01232,忠福國小,桃園市中壢區永福里9鄰西園57號,24.976492,121.234878,B01,2822,中壢分局,,
EPA01233,日月欣半導體股份有限公司,桃園市中壢區忠義里9鄰中華路一段550號,24.971237,121.252436,B01B02,4735,中壢分局,,
EPA01234,王宅,桃園市中壢區興國里中豐路49巷18弄2號,24.963457,121.220769,B01,218,中壢分局,,
EPA01235,秋宅,桃園市中壢區五權里9鄰民族路二段76號,24.957776,121.20637,B01,176,中壢分局,,
EPA01236,中壢監理站,桃園市中壢區興南里6鄰延平路394號,24.959909,121.224314,B01,821,中壢分局,老街溪站及燈廊,480.0
EPA01237,"_JC PARK食尚廣場",桃園市中壢區石頭里9鄰中正路51號,24.954302,121.224014,B01B02B03,1521,中壢分局,老街溪站及燈廊,100.0
EPA01239,迅得機械,桃園市中壢區中正里15鄰榮民路421號,24.960808,121.261745,B01,658,中壢分局,,
EPA01240,民宅,桃園市中壢區中興里15鄰榮安七街17號,24.962969,121.259665,B01B02,1863,中壢分局,,
EPA01241,龍安菸酒,桃園市中壢區中原里10鄰仁愛路35號,24.973103,121.256296,B01,132,中壢分局,,
EPA01242,民宅,桃園市中壢區正義里中北路二段208巷69號,24.952952,121.228462,B01B02B03,3901,中壢分局,,
EPA01243,劉宅,桃園市中壢區新明里14鄰中央西路二段148號,24.959276,121.214393,B01,127,中壢分局,,
EPA01244,寶復科技公司,桃園市中壢區芝芭里11鄰民權路三段1149號,24.991533,121.208504,B01,535,中壢分局,,
EPA01245,甘宅,桃園市中壢區新興里15鄰銘傳路26號,24.944594,121.225474,B01,184,中壢分局,,
EPA01246,華群電子公司,桃園市中壢區復華里11鄰自強四路8號,24.972951,121.240817,B01,543,中壢分局,,
EPA01247,大江國際股份有限公司,桃園市中壢區內定里中園路二段501號,25.001717,121.228447,B01B02,17431,中壢分局,,
EPA01248,勝昌製葯廠股份有限公司,桃園市中壢區過嶺里11鄰民族路六段436之1號,24.963599,121.157071,B01,3236,中壢分局,,
EPA01249,還中愛樂,桃園市中壢區自信里39鄰環中東路232巷2號,24.962838,121.255398,B01B02,2058,中壢分局,,
EPA01250,世紀三星NO.3,桃園市中壢區興福里28鄰福州二街415號,24.968061,121.232306,B01B02,1609,中壢分局,,
EPA01251,陳宅,桃園市中壢區林森里19鄰百韜二街2號,24.944871,121.22867,B01,468,中壢分局,,
EPA01252,廖宅,桃園市中壢區新興里25鄰金山街23巷1號,24.94407,121.22324,B01B02B03,1335,中壢分局,,
EPA01253,林朱宅,桃園市中壢區新明里7鄰中新路56號,24.958528,121.21602,B01,252,中壢分局,,
EPA01254,大潤發,桃園市中壢區正義里16鄰中北路二段468號,24.954541,121.234595,B01,10389,中壢分局,,
EPA01255,民宅,桃園市中壢區普仁里22鄰實踐路229號,24.95774,121.239163,B01B02,911,中壢分局,,
EPA01256,中壢分局警備隊,桃園市中壢區石頭里10鄰中和路210號,24.953866,121.223001,B01,163,中壢分局,,
EPA01257,民宅,桃園市中壢區明德里健行路229號,24.948156,121.230277,B01,5778,中壢分局,,
EPA01258,馬祖新村,桃園市中壢區興南里15鄰新生路188號,24.985053,121.223965,B01B02B03B04,3382,中壢分局,,
EPA01259,中原國小,桃園市中壢區普仁里11鄰中北路八十八號,24.95647,121.238251,B01,745,中壢分局,,
EPA01260,民宅,桃園市中壢區明德里21鄰環中東路二段六一六號,24.945512,121.230847,B01B02,390,中壢分局,,
EPA01261,悠活18,桃園市中壢區自治里27鄰環中東路一八八號,24.964164,121.257897,B01B02B03,1350,中壢分局,,
EPA01262,陳宅,桃園市中壢區林森里30鄰清泉街二號,24.94453,121.228477,B01,851,中壢分局,,
EPA01263,金像電子股份有限公司,桃園市中壢區永福里6鄰西園路一三二號,24.98108,121.23451,B01,2811,中壢分局,,
EPA01264," 台達電子工業",桃園市中壢區永福里7鄰南園路四號,24.968887,121.238387,B01B02B03,1738,中壢分局,,
EPA01265,民宅,桃園市中壢區興南里22鄰興南路九和一街五十二號,24.96207,121.224391,B01B02B03,2581,中壢分局,,
EPA01266,呂宅,桃園市中壢區石頭里6鄰中平路四十六號,24.955055,121.225112,B01,144,中壢分局,,
EPA01267,花都花店,桃園市中壢區中壢里13鄰中正路二四八號,24.955636,121.219777,B01,1741,中壢分局,待查詢,
EPA01268,中壢福容飯店,桃園市中壢區石頭里10鄰中正路八十九號,24.9545188,121.2234736,B01B02B03,681,中壢分局,老街溪站及燈廊,100.0
EPA01270,穀太太健康便當,桃園市中壢區新街里11鄰慈惠三街一0六號,24.96301,121.225634,B01,116,中壢分局,,
EPA01271,龍岡國中,桃園市中壢區龍東里12鄰龍東路一四七號,24.929685,121.252638,B01,1036,中壢分局,,
EPA01272,簡宅,桃園市中壢區龍安里2鄰中山東路四段四二六號,24.935939,121.256257,B01B02,1343,中壢分局,,
EPA01273,梁宅,桃園市中壢區振興里16鄰龍岡路二段六之一號,24.947274,121.227768,B01B02,451,中壢分局,,
EPA01274,中原師鄉,桃園市中壢區普仁里3鄰中山東路一段347號,24.955094,121.236778,B01B02,537,中壢分局,,
EPA01275,江宅,桃園市中壢區新興里14鄰自忠街99號,24.94471,121.223812,B01,181,中壢分局,,
EPA01276,麗寶SMART,桃園市中壢區至善里34鄰後寮二路二二七巷二十三號,24.938539,121.248721,B01B02,1593,中壢分局,,
EPA01277,大學園區,桃園市中壢區健行里19鄰中北路208巷210號,24.95284,121.228223,B01B02,2727,中壢分局,,
EPA01279,依莎城堡,桃園市中壢區自信里41鄰環中東路260號,24.962186,121.254856,B01B02,1650,中壢分局,,
EPA01280,中華電信,桃園市中壢區興仁里14鄰興仁路一段188號,24.969158,121.261687,B01B02,479,中壢分局,,
EPA01281,精材科技股份有限公司中壢二廠,桃園市中壢區復華里11鄰自強二路1號,24.970022,121.245489,B01,1680,中壢分局,,
EPA01282,鐵路局,桃園市中壢區石頭里1鄰中和路139號,24.953898,121.225874,B01,304,中壢分局,,
EPA01283,自強國中,桃園市中壢區自強里20鄰榮民路80號,24.968962,121.260519,B01,602,中壢分局,,
EPA01284,元智大學,桃園市中壢區興仁里5鄰遠東路一三五號,24.970433,121.263377,B01B02B03B04,3069,中壢分局,,
EPA01285,內壢國小,桃園市中壢區福德里11鄰福德路二十號,24.973974,121.259421,B01,317,中壢分局,,
EPA01286,精忠國宅,桃園市中壢區莊敬里14鄰精忠二街六十號,24.970263,121.256224,B01B02,6018,中壢分局,,
EPA01287,精忠國宅,桃園市中壢區莊敬里9鄰精忠二街三十一號,24.970293,121.256501,B01B02B03,2977,中壢分局,,
EPA01288,精忠國宅,桃園市中壢區莊敬里13鄰精忠三街一號,24.970369,121.256564,B02,877,中壢分局,,
EPA01289,精忠國宅,桃園市中壢區莊敬里2鄰精忠二街5號,24.970254,121.256662,B01B02,3325,中壢分局,,
EPA01291,中原國小,桃園市中壢區普仁里11鄰中北路八十八號,24.956489,121.238809,B01,586,中壢分局,,
EPA01292,民宅,桃園市中壢區普忠里9鄰大仁二街三十九號,24.955,121.240656,B01B02,1173,中壢分局,,
EPA01293,民宅,桃園市中壢區仁義里9鄰中華路二段三六九號之1,24.963179,121.236409,B01,5360,中壢分局,,
EPA01294,龍興派出所,桃園市中壢區龍興里19鄰龍勇路一四一號,24.938647,121.235122,B01,182,中壢分局,,
EPA01295,世紀廣場,桃園市中壢區興南里15鄰新生路一八二號,24.96146,121.223135,B01B02B03B04,7575,中壢分局,,
EPA01296,陸光國宅,桃園市中壢區自治里10鄰陸光一街七號,24.96651,121.258886,B01B02,1354,中壢分局,,
EPA01297,優-PARK,桃園市中壢區中山里21鄰榮安十三街二０五號,24.962426,121.260651,B01B02,1245,中壢分局,,
EPA01298,陸光國宅,桃園市中壢區自治里14鄰陸光五街十二號,24.966084,121.2578,B01B02,3700,中壢分局,,
EPA01299,陸光國宅,桃園市中壢區自治里11鄰陸光一街二十二號,24.966775,121.258414,B01B02,998,中壢分局,,
EPA01300,陸光國宅,桃園市中壢區自治里8鄰陸光一街六號,24.966404,121.258857,B01B02,3164,中壢分局,,
EPA01301,陸光國宅,桃園市中壢區自治里13鄰陸光一街31號,24.967111,121.258026,B01B02,3449,中壢分局,,
EPA01302,優活21,桃園市中壢區至善里34鄰龍昌路一七八號,24.938377,121.249596,B01B02,1381,中壢分局,,
EPA01303,元生國小,桃園市中壢區復華里31鄰文化二路161號,24.974601,121.251593,B01,1745,中壢分局,,
EPA01304,悅城科技股份有限公司,桃園市中壢區復興里北園路18號,24.97767,121.242184,B01,7881,中壢分局,,
EPA01305,內壢家樂福,桃園市中壢區忠義里8鄰中華路一段450號,24.973261,121.253977,B01,15181,中壢分局,,
EPA01306,民宅,桃園市中壢區普義里8鄰溪州街二八八號,24.962554,121.230117,B01,1000,中壢分局,,
EPA01307,家樂福中原店,桃園市中壢區仁義里12鄰中華路二段五０一號,24.962698,121.23301,B01B02,7881,中壢分局,,
EPA01308,古華飯店,桃園市中壢區光明里4鄰民權路三九八號,24.96524,121.217457,B01B02B03,1708,中壢分局,,
EPA01309,瑞恩帝兒環中幼稚園,桃園市中壢區普忠里新中北路558號,24.957053,121.24733,B01,135,中壢分局,,
EPA01310,自立國宅,桃園市中壢區自立里自立五街82號(原自立新村一號),24.966425,121.251279,B01B02,7606,中壢分局,,
EPA01311,自立國宅,桃園市中壢區自立里11鄰榮安一街四三一號,24.963721,121.258303,B01B02,4071,中壢分局,,
EPA01312,自立國宅,桃園市中壢區自立里12鄰榮安一街四０五號,24.965176,121.25559,B01B02,4475,中壢分局,,
EPA01313,南亞技術學院,"桃園市中壢區龍昌里中山東路三段四一四號 ",24.937091,121.251796,B01,1098,中壢分局,,
EPA01314,_永達創世紀商業大樓,"桃園市中壢區中央里8鄰中山路一三八號 ",24.955941,121.224873,B01B02B03B04,736,中壢分局,老街溪站及燈廊,110.0
EPA01315,太子鳳凰城B座,桃園市中壢區仁美里28鄰金蜂四街七十六號二樓(4381392),24.945909,121.248676,B01B02,1318,中壢分局,,
EPA01316,太子鳳凰城A座,桃園市中壢區仁美里29鄰金蜂四街五十一號三樓(4381389),24.945919,121.248676,B01B02,1174,中壢分局,,
EPA01317,中原大學,桃園市中壢區普忠里中北路200號,24.957731,121.240753,B01B02,1001,中壢分局,,
EPA01318,自立國宅,桃園市中壢區自立里9鄰永福路一一三六號,24.963266,121.253003,B01B02,13256,中壢分局,,
EPA01319,張宅,桃園市中壢區新明里7鄰中央西路二段一０二號,24.957453,121.223462,B01,219,中壢分局,,
EPA01320,健行科大宿舍,桃園市中壢區後寮里19鄰後興路二段四六０號,24.945355,121.232095,B01,1704,中壢分局,,
EPA01321,民宅,桃園市中壢區後寮里25鄰後興路一段一二八號,24.94159,121.247081,B01B02,1068,中壢分局,,
EPA01322,中原國小,桃園市中壢區普仁里11鄰中北路88號,24.956421,121.238198,B01,1294,中壢分局,,
EPA01323,優-PARK,桃園市中壢區中山里21鄰榮安十三街195號,24.962484,121.260957,B01B02,1977,中壢分局,,
EPA01324,長春騰養生會館,桃園市中壢區中原里22鄰文化路162號,24.975203,121.25347,B01,406,中壢分局,,
EPA01325,中原大學,桃園市中壢區普忠里13鄰中北路200號,24.95747,121.240744,B01,3325,中壢分局,,
EPA01326,中華電信,桃園市中壢區中央里8鄰復興路76號,24.956432,121.224535,B01B02B03,531,中壢分局,,
EPA01327,科學城,桃園市中壢區健行里21鄰中北路二段208巷41號,24.952212,121.228177,B01,921,中壢分局,,
EPA01328,中福派出所,桃園市中壢區永福里28鄰南園二路86號,24.972361,121.233262,B01,379,中壢分局,,
EPA01329,中原大學,桃園市中壢區普忠里13鄰中北路200號,24.957538,121.240776,B01,2066,中壢分局,,
EPA01330,方宅,桃園市中壢區興國里1鄰永嘉街90號,24.95939,121.221245,B01,1855,中壢分局,地圖查無,
EPA01331,宇環科技公司,桃園市中壢區復華里11鄰自強四路3號,24.971644,121.243411,B01,1279,中壢分局,,
EPA01332,民宅,桃園市中壢區普仁里22鄰實踐路225-25號,24.957771,121.239481,B01,2589,中壢分局,,
EPA01333,環中音樂季,桃園市中壢區自信里39鄰環中東路206巷23號2樓,24.963691,121.256582,B01B02B03,3498,中壢分局,,
EPA01334,舞動陽光藍天特區,桃園市中壢區興華里10鄰文化二路256號,24.977053,121.25116,B01,1889,中壢分局,,
EPA01335,愛琴海,桃園市中壢區忠孝里10鄰成章二街452號等,24.980764,121.254951,B01B02,4016,中壢分局,,
EPA01336,國瑞汽車(股),桃園市中壢區內定里中園路二段506號,24.999446,121.230533,B01,433,中壢分局,,
EPA01338,舞動陽光森活,桃園市中壢區興華里10鄰長樂街69巷12號,24.977237,121.250229,B01,770,中壢分局,,
EPA01339,太子假期,桃園市中壢區仁美里27鄰金鋒四街50巷2號(4666331),24.945665,121.248636,B01B02B03,1289,中壢分局,,
EPA01340,民宅,桃園市中壢區普忠里6鄰大仁五街2號,24.956176,121.240996,B01,312,中壢分局,,
EPA01341,木子股份有限公司,桃園市中壢區福德里15鄰大華路57號,24.978414,121.25887,B01,828,中壢分局,,
EPA01342,日月欣半導體(股),桃園市中壢區復華里3鄰中華路一段560號,24.969988,121.251456,B01,1294,中壢分局,,
EPA01343,內壢國中,桃園市中壢區復華里7鄰復華一街108號,24.971202,121.248974,B01,308,中壢分局,,
EPA01344,維納斯花園社區,桃園市中壢區普義里4鄰普義路223號等,24.962063,121.230834,B01B02,4502,中壢分局,,
EPA01345,亞爵麗緻,桃園市中壢區復興里28鄰自強一路42號,24.975837,121.244599,B01B02B03,3043,中壢分局,,
EPA01346,自立國小,桃園市中壢區自立里7鄰永福路1200號,24.968478,121.251807,B01,1159,中壢分局,,
EPA01347,藝術賞,桃園市中壢區復華里19鄰自強六路67號,24.974641,121.248579,B01B02B03,969,中壢分局,,
EPA01348,湖映左岸,桃園市中壢區仁福里25鄰仁福五街19號(4386037),24.941387,121.255087,B01B02,2158,中壢分局,,
EPA01349,日月光半導體製造(股),桃園市中壢區復華里3鄰中華路一段556號,24.970105,121.251893,B01B02,4665,中壢分局,,
EPA01350,傳世國寶,桃園市中壢區復華里3鄰長興街8號,24.9701,121.250882,B01,3516,中壢分局,,
EPA01351,宜誠麗都NO2領袖特區,桃園市中壢區忠孝里15鄰元生三街135號,24.979154,121.253982,B01B02,2823,中壢分局,,
EPA01352,財團法人南亞技術學院,桃園市中壢區龍昌里21鄰中山東路三段414號,24.937103,121.251772,B01B02,2157,中壢分局,,
EPA01353,吉野家中壢店,桃園市中壢區石頭里3鄰中山路185號,24.956436,121.2233,B01,279,中壢分局,,
EPA01354,凱都大飯店,桃園市中壢區新街里5鄰元化路268號1樓之1,24.962146,121.225188,B01B02,1258,中壢分局,,
EPA01355,舞動陽光四季,桃園市中壢區興華里31鄰文化二路272號,24.977644,121.250899,B01B02,1571,中壢分局,,
EPA01356,民宅,桃園市中壢區普義里4鄰普義路237號,24.962362,121.230554,B01B02,5547,中壢分局,,
EPA01357,智偉織造股份有限公司,桃園市中壢區永福里7鄰東園路50號,24.982722,121.239977,B01,3403,中壢分局,,
EPA01358,桃園市政府保護局,桃園市中壢區內定里定寧路31-1號,24.993728,121.249702,B01B02,2482,中壢分局,,
EPA01359,天晟醫院,桃園市中壢區新街里1鄰延平路176號,24.963002,121.228583,B01,1327,中壢分局,,
