類別,建築物名稱,電腦編號,村里別,緯經度,地下樓層數,可容納人數,轄管分局,備註,停車場坡道,"unnamed (1)","unnamed (2)","unnamed (3)",placemark_address
公寓,桃園市立青溪國民中學,EMA00757,三民里,"24.9966878,121.3200286",1,630.0,桃園分局,,,,,,桃園區中山東路124號
公寓,私人住宅,EMA00759,三民里,"24.9990479,121.318779",1,34.0,桃園分局,,,,,,桃園區國華街36號
公寓,私人住宅,EMA00760,三民里,"24.998119,121.318357",1,106.0,桃園分局,,,,,,桃園區國民街9號
公寓,松柏園,EMA00761,三民里,"24.9992231,121.3184456",1,568.0,桃園分局,,,,,,桃園區鎮撫街160號
公寓,私人住宅,EMA00762,三民里,"24.9977615,121.3187841",1,26.0,桃園分局,,,,,,桃園區園一街120號
公寓,私人住宅,EMA00763,三民里,"24.9978714,121.3184079",1,18.0,桃園分局,,,,,,桃園區自強路20號
公寓,私人住宅,EMA00764,三民里,"24.9977596,121.3196114",1,48.0,桃園分局,,,,,,桃園區中山東路199號
公寓,私人住宅,EMA00765,三民里,"24.998835,121.318178",1,434.0,桃園分局,,,,,,桃園區國民街31號
公寓,陶莊,EMA00766,三民里,"24.9999186,121.3208768",1,1016.0,桃園分局,,O,,,,桃園區鎮撫街352巷18號
公寓,桃園市議會,EMA00767,三民里,"24.9970507,121.3216907",1,3173.0,桃園分局,,O,,,,桃園區三民路一段9號
公寓,德萊教會,EMA00768,三民里,"24.9964535,121.3232899",1,862.0,桃園分局,,,,,,桃園區三民路一段2號
公寓,全球奧斯卡,EMA00769,三民里,"24.9968943,121.3226481",1,581.0,桃園分局,,,,,,桃園區三民路一段24號
公寓,桃園市政府地方稅務局,EMA00770,三民里,"24.9952723,121.319957",1,286.0,桃園分局,,,,,,桃園區成功路二段179號
公寓,成功大廈,EMA00771,三民里,"24.9958232,121.3246691",1,3184.0,桃園分局,,O,,,,桃園區壽山路202號
公寓,滿庭芳,EMA00772,三民里,"24.9975877,121.3223283",1,1420.0,桃園分局,,O,,,,桃園區三民路一段42巷2號
公寓,豪世,EMA00773,三民里,"24.9994425,121.3215358",1,1597.0,桃園分局,,O,,,,桃園區鎮撫街360號
公寓,園億,EMA00774,成功里,"24.9980524,121.3159836",1,257.0,桃園分局,,,,,,桃園區鎮撫街86號
公寓,雙子星,EMA00776,寶山里,"25.0121042,121.3143414",1,2765.0,桃園分局,,O,,,,桃園區民有三街448號
公寓,私人住宅,EMA00777,寶山里,"25.0122098,121.3147726",1,640.0,桃園分局,," ",,,,桃園區民有十三街26號之1
大樓,海山中國城,EMA00778,寶民里,"25.0116877,121.3172795",1、2,4546.0,桃園分局,,O,,,,桃園區民富十一街21號
大樓,福慶天地,EMA00779,寶山里,"25.0154902,121.3133787",1、2,1424.0,桃園分局,,O,,,,桃園區大德一街88號
大樓,羅丹七期,EMA00780,大有里,"25.0147414,121.3189573",1、2,412.0,桃園分局,," ",,,,桃園區民有十街328號
大樓,麗悅,EMA00781,大有里,"25.0129391,121.3182858",1、2,3112.0,桃園分局,,O,,,,桃園區大有路491號
公寓,私人住宅,EMA00782,寶山里,"25.0145843,121.3135555",1,385.0,桃園分局,,,,,,桃園區大德一街63號
公寓,私人住宅,EMA00784,大有里,"25.0143947,121.3192309",1,352.0,桃園分局,,,,,,桃園區民有十街324號
公寓,私人住宅,EMA00785,寶山里,"25.0144707,121.3138612",1,565.0,桃園分局,,,,,,桃園區大德一街52號
公寓,大興豪門,EMA00787,寶山里,"25.0147689,121.3138041",1,788.0,桃園分局,,,,,,桃園區會稽一街2號
公寓,大興豪門,EMA00788,寶山里,"25.0150422,121.3137594",1,1190.0,桃園分局,,O,,,,桃園區會稽一街1號
大樓,羅丹藝術家,EMA00790,大有里,"25.01285,121.3187311",1、2,2363.0,桃園分局,,O,,,,桃園區大有路486號
公寓,私人住宅,EMA00796,朝陽里,"25.0022031,121.3096897",1,44.0,桃園分局,,,,,,桃園區民生路622號
公寓,私人住宅,EMA00797,朝陽里,"24.9976679,121.3135304",1,96.0,桃園分局,,,,,,桃園區鎮撫街20號
公寓,私人住宅,EMA00798,朝陽里,"24.9975302,121.3133724",1,38.0,桃園分局,,,,,,桃園區鎮撫街10號
公寓,私人住宅,EMA00799,朝陽里,"24.9986444,121.313091",1,17.0,桃園分局,,,,,,桃園區鎮二街2號之3
公寓,私人住宅,EMA00800,朝陽里,"25.001447,121.3100179",1,188.0,桃園分局,,,,,,桃園區民生路584號
公寓,私人住宅,EMA00801,朝陽里,"24.9989771,121.3135033",1,42.0,桃園分局,,,,,,桃園區鎮二街15號
公寓,私人住宅,EMA00802,朝陽里,"24.9972887,121.3128653",1,345.0,桃園分局,,,,,,桃園區和平路1號
公寓,私人住宅,EMA00803,朝陽里,"24.9978211,121.3140321",1,41.0,桃園分局,,,,,,桃園區鎮撫街34號
公寓,私人住宅,EMA00804,朝陽里,"24.9979889,121.313284",1,24.0,桃園分局,,,,,,桃園區鎮撫街11號
公寓,私人住宅,EMA00805,朝陽里,"24.997954,121.313191",1,22.0,桃園分局,,,,,,桃園區鎮撫街7號
公寓,私人住宅,EMA00806,朝陽里,"24.9977715,121.3133929",1,41.0,桃園分局,,,,,,桃園區鎮撫街13號
公寓,私人住宅,EMA00807,朝陽里,"24.997811,121.3134807",1,66.0,桃園分局,,,,,,桃園區鎮撫街17號
公寓,私人住宅,EMA00808,朝陽里,"24.9992859,121.3135064",1,54.0,桃園分局,,,,,,桃園區鎮三街18號
公寓,私人住宅,EMA00809,朝陽里,"24.9983188,121.3114109",1,105.0,桃園分局,,,,,,桃園區民生路412號
公寓,私人住宅,EMA00810,朝陽里,"25.0008256,121.310377",1,42.0,桃園分局,,,,,,桃園區民生路554號
公寓,私人住宅,EMA00811,朝陽里,"25.0019999,121.3097553",1,70.0,桃園分局,,,,,,桃園區民生路614號
公寓,私人住宅,EMA00812,朝陽里,"24.9977395,121.3137729",1,132.0,桃園分局,,,,,,桃園區鎮撫街32號之1
公寓,朝陽春城,EMA00813,朝陽里,"24.9983123,121.3138869",1,105.0,桃園分局,,,,,,桃園區東興街37號
公寓,私人住宅,EMA00826,青溪里,"24.9996029,121.3170823",1,132.0,桃園分局,,,,,,桃園區鎮一街111號
公寓,桃園市桃園區青溪國民小學,EMA00827,青溪里,"24.9996377,121.3179664",1,1878.0,桃園分局,,,,,,桃園區自強路80號
大樓,巴黎風禾,EMA00828,青溪里,"25.0008043,121.3185377",1、2、3、4,7333.0,桃園分局,車道位於右側,O,,,
公寓,私人住宅,EMA00829,成功里,"24.998432,121.3163589",1,21.0,桃園分局,,,,,,桃園區鎮撫街104號
公寓,私人住宅,EMA00830,成功里,"24.998531, 121.317850",1,122.0,桃園分局,,,,,
公寓,私人住宅,EMA00831,成功里,"24.9977833,121.3179739",1,20.0,桃園分局,," ",,,,桃園區自強路103號
公寓,松鶴園,EMA00832,成功里,"24.9987508,121.3177459",1,126.0,桃園分局,,,,,,桃園區自強路131號
公寓,私人住宅,EMA00833,成功里,"24.9980545,121.3190628",1,24.0,桃園分局,,,,,,桃園區園一街115號
公寓,私人住宅,EMA00834,成功里,"24.9986004,121.3165792",1,16.0,桃園分局,,,,,,桃園區鎮撫街108號
公寓,私人住宅,EMA00835,成功里,"24.9976088,121.3150125",1,21.0,桃園分局,,,,,,桃園區園一街66號
公寓,私人住宅,EMA00836,成功里,"24.9974952,121.3178871",1,29.0,桃園分局,,,,,,桃園區園一街74號
公寓,私人住宅,EMA00837,成功里,"24.996887,121.3160485",1,12.0,桃園分局,,,,,,桃園區園一街14號
公寓,私人住宅,EMA00838,成功里,"24.996873,121.316001099999",1,13.0,桃園分局,,,,,,桃園市桃園區園一街12號
公寓,私人住宅,EMA00839,成功里,"24.9970626,121.3162609",1,14.0,桃園分局,,,,,,桃園市桃園區園一街23號
公寓,桃園區成功里辦事處,EMA00840,成功里,"24.9970778,121.3163443",1,220.0,桃園分局,,,,,,桃園區園一街33號
公寓,松鶴樓,EMA00842,成功里,"24.9987797,121.3177285",1,33.0,桃園分局,,,,,,桃園區自強路133號
公寓,潤泰大家,EMA00867,大業里,"25.0092622,121.311294",1,54.0,桃園分局,,,,,,桃園區春日路622巷25號
公寓,私人住宅,EMA00868,大業里,"25.0090744,121.3132532",1,234.0,桃園分局,,,,,,桃園區民有十一街106號
公寓,私人住宅,EMA00869,大業里,"25.0085956,121.3129418",1,60.0,桃園分局,,,,,,桃園區民富九街156巷17號
大樓,都會名廈,EMA00870,大業里,"25.0088099,121.313943",1、2,4554.0,桃園分局,,O,,,,桃園區民富九街84號
公寓,私人住宅,EMA00871,大業里,"25.0090404,121.3129365",1,396.0,桃園分局,,,,,,桃園區民富九街194號
大樓,百順森活,EMA01023,朝陽里,"24.9994827,121.3109137",1、2、3,1336.0,桃園分局,,O,,,,桃園區民生路484號
公寓,博市,EMA01024,忠義里,"25.0047124,121.317725",1,5477.0,桃園分局,,O,,,,桃園區大業路一段58號
大樓,寶山名邸,EMA01026,寶民里,"25.011697,121.3150459",1、2,6025.0,桃園分局,,O,,,,桃園區寶山街235號
大樓,香榭樹園,EMA01027,成功里,"24.995752, 121.318369",1、2,2010.0,桃園分局,,O,,,
公寓,私人住宅,EMA01028,成功里,"24.9975773,121.3178356",1,314.0,桃園分局,,,,,,桃園區園一街63號
公寓,私人住宅,EMA01066,三元里,"25.0079885,121.3229738",1,100.0,桃園分局,,,,,,桃園區三元街269號
大樓,有伴生活,EMA01067,三元里,"25.0077464,121.3193597",1、2,2478.0,桃園分局,,O,,,,桃園區民有六街85號
大樓,青溪校園,EMA01068,大業里,"25.0073937,121.3156589",1、2,1752.0,桃園分局,,O,,,,桃園區民光東路260號
大樓,日和長虹,EMA01069,大業里,"25.0097277,121.311049",1、2、3,1493.0,桃園分局,,O,,,,桃園區春日路634號
公寓,私人住宅,EMA01070,成功里,"24.9974469,121.317112",1,444.0,桃園分局,," ",,,,桃園區中央街66號
大樓,富德晶品,EMA01071,寶山里,"25.0156931,121.3123412",1、2,1602.0,桃園分局,,O,,,,桃園區大興路205號
大樓,青榕園,EMA01079,三民里,"24.9984462,121.3180886",1、2、3,1409.0,桃園分局,,O,,,,桃園區自強路52號
公寓,洛桑,EMA01080,三民里,"24.9995079,121.3192312",1,770.0,桃園分局,,,,,,桃園區鎮撫街312號
公寓,私人住宅,EMA01082,成功里,"24.996943,121.3181975",1,112.0,桃園分局,,,,,,桃園區中山東路100號
公寓,桃園市桃園區青溪國民小學,EMA01095,青溪里,"24.9996377,121.3179664",1,1638.0,桃園分局,,,,,
公寓,百年皇族,EMA01097,朝陽里,"24.9992232,121.3130471",1,1732.0,桃園分局,,O,,,,桃園區鎮三街2號
公寓,桃園市立桃園高級中等學校,EMA01098,三元里,"24.9976445,121.3261944",1,382.0,桃園分局,," ",,,,桃園區成功路三段38號
公寓,羅丹藝術,EMA01113,大有里,"25.0145409,121.3189704",1,4050.0,桃園分局,,O,,,,桃園區民有東路19號
大樓,陽光閣廈,EMA01114,忠義里,"25.0060314,121.3168935",1、2,2900.0,桃園分局,,O,,,,桃園區大業路一段112號
公寓,桃園市桃園區大業國民小學,EMA01115,福元里,"25.0067122,121.3160189",1,702.0,桃園分局,,,,,,桃園區大業路一段135號
大樓,私人住宅,EMA01133,大興里,"25.012343,121.311653",1、2,330.0,桃園分局,,,,,,桃園區雙峰路70號
大樓,潤泰大家,EMA01158,大業里,"25.0101649,121.3110039",1、2,7902.0,桃園分局,,O,,,,桃園區春日路656號
大樓,巴黎街頭,EMA01190,福元里,"25.0072265,121.3187009",1、2,1474.0,桃園分局,,O,,,,桃園區民有五街73號
大樓,來來新象,EMA01191,朝陽里,"24.9970779,121.3130788",1、2,3126.0,桃園分局,,O,,,,桃園區朝陽街51號
公寓,私人住宅,EMA01198,福元里,"25.005057,121.3189404",1,668.0,桃園分局,,,,,,桃園區福元街94號
大樓,來蘭皇家,EMA01204,福元里,"25.0049751,121.3195357",1、2,2134.0,桃園分局,,O,,,,桃園區民有三街12號
大樓,東京貴族,EMA01207,大興里,"25.0144086,121.309095",1、2、3、4,1390.0,桃園分局,,O,,,,桃園區大興里5鄰春日路1155號
公寓,培德,EMA01209,福元里,"25.009212,121.3148277",1,514.0,桃園分局,," ",,,,桃園區大業路一段290號
公寓,桃園市桃園區大有國民小學,EMA01219,大有里,"25.0096184,121.3202341",1,6773.0,桃園分局,,O,,,,桃園區大有路220號
大樓,典藏家,EMA01223,寶民里,"25.013475,121.313235",1、2,1773.0,桃園分局,,O,,,,桃園區坤成街91號
公寓,桃園市桃園區大業國民小學,EMA01229,福元里,"25.0067122,121.3160189",1,1677.0,桃園分局,,O,,,,桃園區大業路一段135號
公寓,私人住宅,EMA01244,三民里,"24.9979166,121.3200715",1,305.0,桃園分局,," ",,,,桃園區中山東路219號
大樓,巴黎名門,EMA01252,寶民里,"25.0081815,121.3182928",1、2、3,1382.0,桃園分局,,O,,,,桃園區民光東路108號
公寓,私人住宅,EMA01253,福元里,"25.0057135,121.3181735",1,138.0,桃園分局,,,,,,桃園區福元街140號
大樓,皇家花園,EMA01277,忠義里,"25.0034906,121.3188793",1、2,3932.0,桃園分局,,,,,,桃園區大業路一段10號
大樓,富仕名門,EMA01279,三民里,"25.0008349,121.3180785",1、2,961.0,桃園分局,車道位於正後方,,,,,桃園區三民路一段59號
公寓,私人住宅,EMA01315,大業里,"25.0083252,121.3154066",1,484.0,桃園分局,,,,,,桃園區大業路一段153號
大樓,青春美地,EMA01317,寶民里,"25.0122721,121.3164628",1、2、3,5221.0,桃園分局,,O,,,,桃園區寶山街185號
公寓,私人住宅,EMA01323,福元里,"25.0076056,121.3173067",1,1082.0,桃園分局,,O,,,,桃園區福元街198號
大樓,臻愛加州,EMA01324,福元里,"25.0078148,121.3167127",1、2、3,5122.0,桃園分局,,O,,,,桃園區民光東路170號
大樓,生活藝術,EMA01325,寶山里,"25.0140907,121.313797",1、2,945.0,桃園分局,," ",,,,桃園區大德一街3號
大樓,新觀,EMA01326,福元里,"25.0053358,121.3170213",1、2,1272.0,桃園分局,,O,,,,桃園區大業路一段89號
公寓,神采飛揚,EMA01337,福元里,"25.006557,121.3168553",1,925.0,桃園分局,," ",,,,桃園區民富五街18號
大樓,大塊文章,EMA01354,大興里,"25.0145902,121.3091176",1、2、3,1214.0,桃園分局,,O,,,,桃園區春日路1157號
大樓,凱悅假期,EMA01355,福元里,"25.0051717,121.3172209",1、2,2830.0,桃園分局,,O,,,,桃園區大業路一段80號
公寓,桃園市立大有國民中學,EMA01362,大有里,"25.0094715,121.3191452",1,4125.0,桃園分局,,O,,,,桃園區大有路215號
大樓,富代藝術,EMA01365,寶民里,"25.0081005,121.3178775",1、2、3,5564.0,桃園分局,,O,,,,桃園市桃園區民光東路120號
大樓,私人住宅,EMA01366,福元里,"25.0082785,121.3154937",1、2、3,6996.0,桃園分局,,O,,,,桃園區大業路一段250號
大樓,皇家花園,EMA01367,忠義里,"25.0042381,121.318848",1、2,1688.0,桃園分局,,,,,,桃園區民富一街8號
公寓,布洛瓦城,EMA01379,大有里,"25.0111977,121.3193789",1,3181.0,桃園分局,,O,,,,桃園區大有路426號
公寓,私人住宅,EMA01380,朝陽里,"24.9993239,121.311188",1,318.0,桃園分局,," ",,,,桃園區民生路386號
公寓,臺北榮民總醫院桃園分院,EMA01388,三元里,"25.0037694,121.3254597",1,900.0,桃園分局,,,,,,桃園區成功路三段100號
公寓,私人住宅,EMA01389,福元里,"25.0075585,121.3171713",1,1344.0,桃園分局,,O,,,,桃園區民光東路151號
公寓,私人住宅,EMA01390,青溪里,"25.0005909,121.3152329",1,1194.0,桃園分局,,O,,,,桃園區鎮四街87號
大樓,大有可觀,EMA01405,大業里,"25.0108348,121.3140619",1、2、3,4170.0,桃園分局,,,,,,桃園區民有十二街47號
大樓,輕井澤,EMA01406,大興里,"25.011413,121.312704",1、2,7216.0,桃園分局,,O,,,,桃園區大業路一段323號
公寓,大有可觀,EMA01407,大有里,"25.0104091,121.3214963",1,4554.0,桃園分局,,O,,,,桃園區民有十五街2號
大樓,私人住宅,EMA11417,忠義里,"25.0051174,121.3184716",1、2,3466.0,桃園分局,,O,,,,桃園區福元街127號
大樓,長昇里居,EMA11419,大有里,"25.0125711,121.3193073",1、2,618.0,桃園分局,," ",,,,桃園區民富十三街47號
大樓,臻星,EMA01433,大業里,"25.0115305,121.3143309",1、2、3,10884.0,桃園分局,,O,,,,桃園區寶山街261號
公寓,私人住宅,EMA01434,忠義里,"25.0042367,121.3178865",1,281.0,桃園分局,,"  ",,,,桃園區大業路一段45號
公寓,雅園,EMA01435,三民里,"24.9995878,121.3194765",1,133.0,桃園分局,," ",,,,桃園區鎮撫街320號
公寓,桃園市桃園區大業國民小學,EMA01442,福元里,"25.0067122,121.3160189",1,1016.0,桃園分局,,O,,,,桃園區大業路一段135號
大樓,昇捷麗舍,EMA01446,大興里,"25.0149282,121.3118233",1、2,1341.0,桃園分局,,O,,,,桃園區大業路一段426號
大樓,長昇采居,EMA01454,大有里,"25.0123148,121.3189397",1、2、3,5777.0,桃園分局,,,,,,桃園區大有路466號
大樓,中悅,EMA01455,青溪里,"25.0000467,121.3197853",1、2、3,8205.0,桃園分局,車道入口位於正後方,O,,,,桃園區三民路一段121號
公寓,桃園市政府養護工程處,EMA01461,青溪里,"25.0002682,121.3201695",1,1760.0,桃園分局,,,,,
大樓,翫賞苑,EMA01464,三民里,"24.9993231,121.3206131",1、2,1509.0,桃園分局,車道於132號旁,O,,,
大樓,樸玉,EMA01465,福元里,"25.0088942,121.3152001",1、2、3,1294.0,桃園分局,,O,,,,桃園區大業路一段272號
公寓,私人住宅,T97102,大業里,"25.0095725,121.314319",1,197.0,桃園分局,," ",,,,桃園區大業路一段301巷6號
大樓,哲禮,T97111,大業里,"25.0108604,121.3122186",1、2,3302.0,桃園分局,,O,,,,桃園區寶山街375號
公寓,自強京都,T97212,成功里,"24.9967617,121.3184901",1,448.0,桃園分局,," ",,,,桃園區自強路77號
大樓,私人住宅,T97214,三民里,"24.9952823,121.3203196",1、2,1617.0,桃園分局,,O,,,
大樓,私人住宅,T97222,朝陽里,"24.9974703,121.3142339",1、2,993.0,桃園分局,," ",,,,桃園區東興街31號
大樓,國家美學館,T97430,三民里,"24.9956358,121.3209262",1、2,5378.0,桃園分局,車道位於左側稅務局巷子,O,,,,桃園區成功路二段205號
大樓,財政部北區國稅局桃園分局,T97431,忠義里,"25.0036246,121.3212695",1、2、3,8085.0,桃園分局,,O,,,,桃園區三元街152號
公寓,私人住宅,T97433,成功里,"24.9956272,121.3189661",1,237.0,桃園分局,," ",,,,桃園區自強路31號
大樓,昇捷逸品,T98105,大興里,"25.014774,121.30979",1、2,2872.0,桃園分局,,O,,,,桃園區春日路848號
大樓,天母光點,T98206,寶民里,"25.0087842,121.317881",1、2,1872.0,桃園分局,,O,,,,桃園區民有五街102號
大樓,私人住宅,T98207,成功里,"24.996693, 121.316707",1、2、3,4334.0,桃園分局,,O,,,
公寓,聯邦銀行大業分行,T98418,大興里,"25.0137557,121.3120935",1,689.0,桃園分局,,,,,,桃園區大業路一段388號
大樓,天母之星,T98422,寶民里,"25.0091299,121.3177417",1、2,3326.0,桃園分局,,,,,,桃園區民有五街120號
公寓,私人住宅,EMA00180,寶安里,"25.0179078,121.2925937",1,441.0,桃園分局,,,,,,桃園區永安北路441號
公寓,私人住宅,EMA00181,中埔里,"25.0131447,121.2924602",1,24.0,桃園分局,,,,,,桃園區永安北路221號
公寓,私人住宅,EMA00182,中埔里,"25.0076065,121.2914722",1,32.0,桃園分局,,,,,,桃園區永安路890號
公寓,私人住宅,EMA00183,中埔里,"25.014329,121.2908567",1,24.0,桃園分局,,,,,,桃園區永安北路299巷8弄12號
公寓,私人住宅,EMA00184,永安里,"24.9992409,121.3036548",1,440.0,桃園分局,,,,,,桃園區中正三街188號
公寓,私人住宅,EMA00185,永安里,"24.9994562,121.3031813",1,89.0,桃園分局,,,,,,桃園區中正三街202號
公寓,富榮天下,EMA00186,永安里,"25.000272,121.304259",1,2266.0,桃園分局,,O,,,,桃園區永康街57號
公寓,私人住宅,EMA00187,永安里,"24.9997123,121.3031533",1,254.0,桃園分局,,,,,,桃園區永康街125號
公寓,富榮名人天下,EMA00188,永安里,"25.0004366,121.3044879",1,450.0,桃園分局,,,,,,桃園區永光街133號
公寓,MOMA大興門市,EMA00189,中寧里,"25.0116089,121.2997051",1,241.0,桃園分局,,,,,,桃園區大興西路二段25號
公寓,信義房屋,EMA00190,中寧里,"25.0114209,121.300472",1,44.0,桃園分局,,,,,,桃園區中正路897號
大樓,亞曼尼社區,EMA00191,寶慶里,"25.0098257,121.2955399",1、2,457.0,桃園分局,,,,,,桃園區大興西路二段198號
大樓,私人住宅,EMA00192,中寧里,"25.0111272,121.2974586",1、2,322.0,桃園分局,,,,,,桃園區大興西路二段106號
公寓,中正帝國,EMA00193,同德里,"25.014416,121.2990651",1,46.0,桃園分局,,,,,,桃園市桃園區中正路1011號
公寓,私人住宅,EMA00194,同德里,"25.0145427,121.2990877",1,46.0,桃園分局,,,,,,桃園區中正路1009號
大樓,私人住宅,EMA00195,同德里,"25.0150113,121.2988173",1、2、3,1268.0,桃園分局,,O,,,,桃園區中正路1025號
公寓,私人住宅,EMA00196,中寧里,"25.0115003,121.300572",1,65.0,桃園分局,,,,,,桃園區中正路899號
公寓,私人住宅,EMA00197,中寧里,"25.0115053,121.300497",1,65.0,桃園分局,,,,,,桃園區中正路901號
公寓,私人住宅,EMA00198,中寧里,"25.0139319,121.2993994",1,30.0,桃園分局,,,,,,桃園區中正路995號
公寓,私人住宅,EMA00199,中寧里,"25.0139956,121.2992627",1,30.0,桃園分局,,,,,,桃園區中正路997號
公寓,私人住宅,EMA00200,中寧里,"25.0139957,121.2992627",1,30.0,桃園分局,,,,,,"桃園區中正路999 號"
公寓,恆八味屋日式豬排藝文店,EMA00201,同德里,"25.0156912,121.2985371",1,26.0,桃園分局,,,,,,桃園區中正路1057號
公寓,康是美藝文門市,EMA00202,同德里,"25.0157312,121.2985113",1,161.0,桃園分局,,,,,,桃園區中正路1061號
公寓,企業勳章大廈,EMA00203,明德里,"25.0197918,121.2966023",1,34.0,桃園分局,,,,,,桃園區中正路1215號
公寓,私人住宅,EMA00204,西埔里,"25.0114668,121.2783505",1,270.0,桃園分局,,,,,,桃園區永安路1306號
公寓,正瑞鋼鐵有限公司,EMA00205,西埔里,"25.0314606,121.2788911",1,60.0,桃園分局,,,,,,桃園區富國路962巷108號
公寓,私人住宅,EMA00206,中興里,"24.9987535,121.3007062",1,65.0,桃園分局,,,,,,桃園區民安路25巷15號
公寓,私人住宅,EMA00207,中興里,"24.9990073,121.3005587",1,44.0,桃園分局,,,,,,桃園區永安路303巷21弄7號
公寓,私人住宅,EMA00208,中興里,"24.997497,121.299132",1,413.0,桃園分局,,,,,,桃園區保定二街16號
公寓,私人住宅,EMA00209,中興里,"24.998871,121.300957",1,338.0,桃園分局,,,,,,桃園區永安路303巷22弄1號
公寓,私人住宅,EMA00210,中興里,"24.99866,121.300326",1,92.0,桃園分局,,,,,,桃園區民安路27號
公寓,私人住宅,EMA00211,中興里,"24.9969864,121.2998159",1,301.0,桃園分局,,,,,,桃園區民安路96號
公寓,私人住宅,EMA00212,中興里,"24.998809,121.300413",1,154.0,桃園分局,,,,,,桃園區民安路25巷7號
公寓,好車大聯盟,EMA00213,西埔里,"25.0097953,121.2822617",1,158.0,桃園分局,,,,,,桃園區永安路1075號
公寓,私人住宅,EMA00214,中興里,"24.9969031,121.2994734",1,1282.0,桃園分局,,O,,,,桃園區保定一街22號
公寓,私人住宅,EMA00215,中興里,"24.9964473,121.300659",1,24.0,桃園分局,,,,,,桃園區忠二路96號
公寓,私人住宅,EMA00216,中興里,"24.9966035,121.3024747",1,52.0,桃園分局,,,,,,桃園區忠二路36號
公寓,私人住宅,EMA00217,中興里,"24.99925,121.301283",1,93.0,桃園分局,,,,,,桃園區永安路301號
公寓,私人住宅,EMA00218,中興里,"24.9996836,121.300378",1,38.0,桃園分局,,,,,,桃園區永安路335號
公寓,私人住宅,EMA00219,中興里,"24.9980992,121.2992253",1,40.0,桃園分局,,,,,,桃園區忠五路188巷4號
公寓,私人住宅,EMA00220,中興里,"24.997894,121.2993187",1,26.0,桃園分局,,,,,,桃園區忠五路182號
公寓,私人住宅,EMA00221,明德里,"25.0190817,121.2962019",1,170.0,桃園分局,,,,,,桃園區中寧街12巷17號
公寓,私人住宅,EMA00222,明德里,"25.019207,121.2966311",1,245.0,桃園分局,,,,,,桃園區中寧街12巷18號
公寓,私人住宅,EMA00223,明德里,"25.0186405,121.2964205",1,261.0,桃園分局,,,,,,桃園區中寧街12巷7弄1號
公寓,私人住宅,EMA00224,明德里,"25.0187213,121.2967663",1,234.0,桃園分局,,,,,,桃園區中寧街12巷10號
公寓,私人住宅,EMA00225,同德里,"25.0144377,121.2977596",1,161.0,桃園分局,,,,,,桃園區中埔五街3巷8號
公寓,豪門貴族社區,EMA00226,明德里,"25.0205194,121.2949698",1,524.0,桃園分局,,,,,,桃園區同德十二街179號
公寓,媽媽樂購物天堂,EMA00227,長安里,"25.0027524,121.3040157",1,20.0,桃園分局,,,,,,桃園區力行路48號
公寓,永裕文具行,EMA00228,長安里,"25.0041609,121.3047776",1,38.0,桃園分局,,,,,,桃園區中正路577號
公寓,萬芳水餃,EMA00229,長安里,"25.0048453,121.3044249",1,45.0,桃園分局,,,,,,桃園區中正路611號
公寓,私人住宅,EMA00738,永安里,"25.0025314,121.3049217",1,45.0,桃園分局,,,,,,桃園區埔新路151號
公寓,私人住宅,EMA00740,長德里,"25.0055646,121.3015319",1,100.0,桃園分局,,,,,,桃園區中正五街180號
公寓,私人住宅,EMA00741,長德里,"25.0063981,121.3030134",1,138.0,桃園分局,,,,,,桃園區中正五街112號
公寓,私人住宅,EMA00742,長德里,"25.0062608,121.3027645",1,114.0,桃園分局,,,,,,桃園區中正五街120號
公寓,私人住宅,EMA00743,長德里,"25.0060162,121.3022119",1,732.0,桃園分局,,,,,,桃園區中正五街154號
公寓,私人住宅,EMA00744,長德里,"25.0068816,121.3022435",1,17.0,桃園分局,,,,,,桃園區慈文路295號
公寓,私人住宅,EMA00745,長德里,"25.0064224,121.3015888",1,109.0,桃園分局,,,,,,桃園區慈文路323號
公寓,私人住宅,EMA00746,長德里,"25.00617,121.3012033",1,61.0,桃園分局,,,,,,桃園區慈文路343號
公寓,私人住宅,EMA00747,長安里,"25.0041239,121.3037328",1,18.0,桃園分局,,,,,,桃園區長春路162號
公寓,私人住宅,EMA00748,長安里,"25.0036577,121.3039793",1,22.0,桃園分局,,,,,,桃園區長春路144號
公寓,私人住宅,EMA00749,長安里,"25.0027847,121.3040761",1,18.0,桃園分局,,,,,,桃園區力行路42號
公寓,中正學府社區,EMA01056,瑞慶里,"25.0223602,121.2934897",1,2986.0,桃園分局,,O,,,,桃園區敬二街22號
大樓,早安公園社區,EMA01057,瑞慶里,"25.01871,121.2931421",1、2,3017.0,桃園分局,,O,,,,桃園區中埔一街355號
大樓,私人住宅,EMA01058,同德里,"25.0166839,121.2951711",1、2,2505.0,桃園分局,,O,,,,桃園區南平路445號之1
大樓,微堤花園,EMA01059,長德里,"25.0070161,121.3031755",1、2、3,1445.0,桃園分局,,O,,,,桃園區中正路703號
大樓,德源世代,EMA01085,長安里,"25.0057433,121.3022186",1、2,1476.0,桃園分局,,O,,,,桃園區中正五街141號
公寓,大三元食堂,EMA01101,同德里,"25.0165938,121.2963209",1,1128.0,桃園分局,,O,,,,桃園區中埔六街34巷1號
大樓,富榮名園,EMA01102,寶慶里,"25.0127554,121.2934587",1、2,3433.0,桃園分局,,O,,,,桃園區寶慶路152號
