"unnamed (1)",類別,電腦編號,村里別,經緯度,地下層數位址,可容納人數,轄管分局,停車場坡道,備註,placemark_address
326.0,工廠,ENA08124,草漯里,"25.04917, 121.1363",1.0,"4854 ",大園分局,,,"工廠 ENA08124 草漯里 328桃園市觀音區草漯里成功路一段506號"
327.0,工廠,ENA08125,草漯里,"25.05397, 121.12638",1.0,"910 ",大園分局,,,"工廠 ENA08125 草漯里 328桃園市觀音區草漯里成功路一段513號"
328.0,工廠,ENA08126,草漯里,"25.05532, 121.12665",1.0,"334 ",大園分局,,,"工廠 ENA08126 草漯里 328桃園市觀音區草漯里成功路一段514號"
329.0,工廠,ENA08127,樹林里,"25.05608, 121.1253",1.0,"68 ",大園分局,,,"工廠 ENA08127 樹林里 328桃園市觀音區樹林里成功路一段520號"
330.0,工廠,ENA08128,樹林里,"25.05511, 121.12438",1.0,"1197 ",大園分局,,,"工廠 ENA08128 樹林里 328桃園市觀音區樹林里成功路一段522號"
331.0,工廠,ENA08131,樹林里,"25.05021, 121.11625",1.0,"68 ",大園分局,,,"工廠 ENA08131 樹林里 328桃園市觀音區樹林里成功路二段911號"
332.0,工廠,ENA08133,樹林里,"25.04911, 121.11472",1.0,"1194 ",大園分局,,,"工廠 ENA08133 樹林里 328桃園市觀音區樹林里成功路二段915號"
333.0,工廠,ENA08134,富林里,"25.0556, 121.10337",1.0,"597 ",大園分局,,,"工廠 ENA08134 富林里 328桃園市觀音區富林里成功路二段919號"
334.0,工廠,ENA08135,富林里,"25.04508, 121.11078",1.0,"252 ",大園分局,,,"工廠 ENA08135 富林里 328桃園市觀音區富林里成功路二段921號"
335.0,工廠,ENA08136,富林里,"25.05293, 121.11686",1.0,"185 ",大園分局,,,"工廠 ENA08136 富林里 328桃園市觀音區富林里成功路二段923號"
336.0,工廠,ENA08138,富林里,"25.05246, 121.11564",1.0,"456 ",大園分局,,,"工廠 ENA08138 富林里 328桃園市觀音區富林里成功路二段933號"
337.0,工廠,ENA08139,富林里,"25.05895, 121.1137",1.0,"765 ",大園分局,,,"工廠 ENA08139 富林里 328桃園市觀音區富林里成功路二段937號"
338.0,工廠,ENA08141,富林里,"25.05676, 121.10435",1.0,"1876 ",大園分局,,,"工廠 ENA08141 富林里 328桃園市觀音區富林里成功路二段943號"
339.0,大樓,ENA08142,富林里,"25.04782, 121.11614",1.0,"93 ",大園分局,,,"大樓 ENA08142 富林里 328桃園市觀音區富林里工業六路2號"
340.0,工廠,ENA08143,富林里,"25.05276, 121.10643",1.0,"2153 ",大園分局,,,"工廠 ENA08143 富林里 328桃園市觀音區富林里工業六路6號"
341.0,工廠,ENA08144,富林里,"25.04245, 121.1058",1.0,"736 ",大園分局,,,"工廠 ENA08144 富林里 328桃園市觀音區富林里工業七路5號"
342.0,大樓,ENA08145,富林里,"25.04782, 121.11614",1.0,"68 ",大園分局,,,"大樓 ENA08145 富林里 328桃園市觀音區富林里工業七路9號"
343.0,工廠,ENA08146,富林里,"25.04709, 121.11186",1.0,"1868 ",大園分局,,,"工廠 ENA08146 富林里 328桃園市觀音區富林里工業七路10號"
344.0,工廠,ENA08147,富林里,"25.04534, 121.10935",1.0,"526 ",大園分局,,,"工廠 ENA08147 富林里 328桃園市觀音區富林里工業七路11號"
345.0,工廠,ENA08148,富林里,"25.05324, 121.10565",1.0,"2900 ",大園分局,,,"工廠 ENA08148 富林里 328桃園市觀音區富林里工業七路13號"
346.0,工廠,ENA08149,富林里,"25.05919, 121.1115",1.0,"1390 ",大園分局,,,"工廠 ENA08149 富林里 328桃園市觀音區富林里國瑞路16號"
347.0,工廠,ENA08151,富林里,"25.04995, 121.10845",1.0,"150 ",大園分局,,,"工廠 ENA08151 富林里 328桃園市觀音區富林里工業八路6號"
348.0,工廠,ENA08152,富林里,"25.05293, 121.11686",1.0,"726 ",大園分局,,,"工廠 ENA08152 富林里 328桃園市觀音區富林里國建一路1號"
349.0,工廠,ENA08153,富林里,"25.05399, 121.11645",1.0,"1262 ",大園分局,,,"工廠 ENA08153 富林里 328桃園市觀音區富林里國建一路2號"
350.0,工廠,ENA08154,富林里,"25.03327, 121.12231",1.0,"341 ",大園分局,,,"工廠 ENA08154 富林里 328桃園市觀音區富林里國建一路3號"
351.0,工廠,ENA08155,富林里,"25.05895, 121.1137",1.0,"266 ",大園分局,,,"工廠 ENA08155 富林里 328桃園市觀音區富林里國建二路2號"
352.0,工廠,ENA08156,富林里,"25.05732, 121.11212",1.0,"217 ",大園分局,,,"工廠 ENA08156 富林里 328桃園市觀音區富林里國建二路3-1號"
353.0,工廠,ENA08157,富林里,"25.05872, 121.11389",1.0,"936 ",大園分局,,,"工廠 ENA08157 富林里 328桃園市觀音區富林里國建三路1號之5"
354.0,工廠,ENA08158,富林里,"25.05803, 121.1061",1.0,"53 ",大園分局,,,"工廠 ENA08158 富林里 328桃園市觀音區富林里國建三路3號"
355.0,工廠,ENA08159,富林里,"25.03682, 121.13481",1.0,"238 ",大園分局,,,"工廠 ENA08159 富林里 328桃園市觀音區富林里國建三路7號"
356.0,工廠,ENA08160,富林里,"25.05962, 121.10813",1.0,"72 ",大園分局,,,"工廠 ENA08160 富林里 328桃園市觀音區富林里國建三路7之1號"
357.0,工廠,ENA08161,富林里,"25.05958, 121.10577",1.0,"142 ",大園分局,,,"工廠 ENA08161 富林里 328桃園市觀音區富林里國光路8號"
358.0,工廠,ENA08163,富林里,"25.05803, 121.1061",1.0,"117 ",大園分局,,,"工廠 ENA08163 富林里 328桃園市觀音區富林里桃37鄉道四號"
359.0,工廠,ENA08164,富林里,"25.03119, 121.12229",1.0,"96 ",大園分局,,,"工廠 ENA08164 富林里 328桃園市觀音區富林里文林路889巷27號"
360.0,工廠,ENA08166,保障里,"25.04718, 121.14298",1.0,"69 ",大園分局,,,"工廠 ENA08166 保障里 桃園市觀音區保障里草漯68號"
361.0,工廠,ENA08168,草新里,"25.03727, 121.14264",1.0,"1137 ",大園分局,,,"工廠 ENA08168 草新里 桃園市觀音區草新里九如街261號"
362.0,工廠,ENA08169,草漯里,"25.04917, 121.1363",1.0,"737 ",大園分局,,,"工廠 ENA08169 草漯里 328桃園市觀音區草漯里大同二路25號"
363.0,工廠,ENA08170,草漯里,"25.04597, 121.14131",1.0,"68 ",大園分局,,,"工廠 ENA08170 草漯里 328桃園市觀音區草漯里大同二路40號"
364.0,工廠,ENA08171,樹林里,"25.06749, 121.12635",1.0,"1868 ",大園分局,,,"工廠 ENA08171 樹林里 328桃園市觀音區樹林里工業一路11號"
365.0,工廠,ENA08172,樹林里,"25.06645, 121.12641",1.0,"526 ",大園分局,,,"工廠 ENA08172 樹林里 328桃園市觀音區樹林里工業二路16號"
366.0,工廠,ENA08173,富林里,"25.04362, 121.10702",1.0,"2900 ",大園分局,,,"工廠 ENA08173 富林里 328桃園市觀音區富林里工業七路2號"
367.0,工廠,ENA08174,樹林里,"25.05968, 121.12701",1.0,"1390 ",大園分局,,,"工廠 ENA08174 樹林里 328桃園市觀音區樹林里經建一路59號"
368.0,工廠,ENA08175,樹林里,"25.05754, 121.12141",1.0,"52 ",大園分局,,,"工廠 ENA08175 樹林里 328桃園市觀音區樹林里經建二路26號"
369.0,工廠,ENA08176,樹林里,"25.06115, 121.12489",1.0,"150 ",大園分局,,,"工廠 ENA08176 樹林里 328桃園市觀音區樹林里經建三路31號"
370.0,工廠,ENA08179,樹林里,"25.06196, 121.12387",1.0,"341 ",大園分局,,,"工廠 ENA08179 樹林里 328桃園市觀音區樹林里經建四路26號"
371.0,工廠,ENA08181,富林里,"25.05872, 121.11389",1.0,"217 ",大園分局,,,"工廠 ENA08181 富林里 328桃園市觀音區富林里國建二路1號　　　"
372.0,工廠,ENA08183,草漯里,"25.04954, 121.13554",1.0,"53 ",大園分局,,,"工廠 ENA08183 草漯里 328桃園市觀音區草漯里成功路一段504號　　"
373.0,工廠,ENA08187,樹林里,"25.05974, 121.10815",1.0,"341 ",大園分局,,,"工廠 ENA08187 樹林里 國建三路7號"
374.0,工廠,ENA08188,草漯里,"25.05047, 121.12902",1.0,"142 ",大園分局,,,"工廠 ENA08188 草漯里 328桃園市觀音區草漯里源遠街10號"
375.0,工廠,ENA08191,保障里,"25.06948, 121.13949",1.0,"6452 ",大園分局,,,"工廠 ENA08191 保障里 328桃園市觀音區保障里8鄰草漯116號"
376.0,工廠,ENA08192,草新里,"25.04718, 121.14298",1.0,"1222 ",大園分局,,,"工廠 ENA08192 草新里 桃園市觀音區草新里十全路36號"
377.0,工廠,ENA08193,樹林里,"25.05097, 121.11789",1.0,"749 ",大園分局,,,"工廠 ENA08193 樹林里 328桃園市觀音區樹林里福壽街28號"
378.0,工廠,ENA08194,富林里,"25.0478, 121.11278",1.0,"457 ",大園分局,,,"工廠 ENA08194 富林里 328桃園市觀音區富林里二聖路431巷11號"
379.0,工廠,ENA08195,樹林里,"25.05737, 121.12501",1.0,"748 ",大園分局,,,"工廠 ENA08195 樹林里 328桃園市觀音區樹林里經建一路30號"
380.0,工廠,ENA08196,富林里,"25.04125, 121.11242",1.0,"396 ",大園分局,,,"工廠 ENA08196 富林里 328桃園市觀音區富林里工業八路188號"
381.0,工廠,ENA08199,草漯里,"25.04639, 121.13548",1.0,"1806 ",大園分局,,,"工廠 ENA08199 草漯里 328桃園市觀音區草漯里福祥街80號"
382.0,工廠,ENA08200,樹林里,"25.06239, 121.1118",1.0,"46 ",大園分局,,,"工廠 ENA08200 樹林里 328桃園市觀音區樹林里國建三路9號"
383.0,工廠,ENA08201,草漯里,"25.04338, 121.13746",1.0,"709 ",大園分局,,,"工廠 ENA08201 草漯里 328桃園市觀音區草漯里福德街182號"
384.0,大樓,ENA08202,草漯里,"25.05832, 121.12878",1.0,"468 ",大園分局,,,"大樓 ENA08202 草漯里 328桃園市觀音區草漯里榮工北路9號"
385.0,工廠,ENA08203,草漯里,"25.04513, 121.13636",1.0,"3088 ",大園分局,,,"工廠 ENA08203 草漯里 328桃園市觀音區草漯里福祥街 151號"
386.0,工廠,ENA08204,樹林里,"25.05399, 121.11645",1.0,"1143 ",大園分局,,,"工廠 ENA08204 樹林里 328桃園市觀音區樹林里國建一路2號"
387.0,工廠,ENA08205,草新里,"25.03957, 121.14389",1.0,"2780 ",大園分局,,,"工廠 ENA08205 草新里 桃園市觀音區草新里新生路1305號"
388.0,工廠,ENA08206,草新里,"25.03727, 121.14264",1.0,"1266 ",大園分局,,,"工廠 ENA08206 草新里 桃園市觀音區草新里九如街261號"
389.0,工廠,ENA08208,草漯里,"25.04718, 121.14298",1.0,"1221 ",大園分局,,,"工廠 ENA08208 草漯里 328桃園市觀音區草漯里福興街123號"
390.0,工廠,ENA08209,草漯里,"25.05832, 121.12878",2.0,"2419 ",大園分局,,,"工廠 ENA08209 草漯里 328桃園市觀音區草漯里福祥街102號"
391.0,工廠,ENA08210,草新里,"25.04129, 121.13693",1.0,"1058 ",大園分局,,,"工廠 ENA08210 草新里 桃園市觀音區草新里八德二街11號"
392.0,工廠,ENA08211,草新里,"25.04248, 121.13657",2.0,"2868 ",大園分局,,,"工廠 ENA08211 草新里 桃園市觀音區草新里大觀路二段361號7樓"
393.0,工廠,ENA08212,草漯里,"25.0433, 121.13623",2.0,"1421 ",大園分局,,,"工廠 ENA08212 草漯里 328桃園市觀音區草漯里福興街 258號"
394.0,工廠,ENA08213,草新里,"25.04151, 121.13585",1.0,"623 ",大園分局,,,"工廠 ENA08213 草新里 桃園市觀音區草新里六合二街121號"
395.0,工廠,ENA08214,草漯里,"25.03439, 121.0993",2.0,"1610 ",大園分局,,,"工廠 ENA08214 草漯里 桃園市觀音區草漯里12鄰福興街318號"
396.0,工廠,ENA08215,樹林里,"25.03439, 121.0993",1.0,"924 ",大園分局,,,"工廠 ENA08215 樹林里 桃園市觀音區樹林里10鄰民生路83巷17號二樓"
397.0,公寓,ENA08220,草漯里,"25.04852, 121.13698",2.0,"1360 ",大園分局,,,"公寓 ENA08220 草漯里 16鄰福祥街111-1號"
398.0,公寓,ENA08221,草漯里,"25.04520, 121.13627",2.0,1179,大園分局,,,"公寓 ENA08221 草漯里 16鄰福德街100號"
399.0,工廠,,埔心里,"25.08601324, 121.2478248",1.0,6662,航空警察局,,中華航空股份有限公司,"工廠 埔心里 桃園市大園區埔心里航勤南路15號"
400.0,工廠,,埔心里,"25.08909103, 121.2494625",1.0,2016,航空警察局,,長榮航空股份有限公司,"工廠 埔心里 桃園市大園區埔心里航勤南路3-1號"
401.0,工廠,,埔心里,"25.07539448, 121.2287441",1.0,652,航空警察局,,長榮航太科技股份有限公司,"工廠 埔心里 桃園市大園區埔心里航站北路600巷8號"
402.0,工廠,,埔心里,"25.06906753, 121.2212696",1.0,1714,航空警察局,,華航園區股份有限公司,"工廠 埔心里 桃園市大園區埔心里航站南路1-1號"
403.0,工廠,,埔心里,"25.09132614, 121.2484035",1.0,6362,航空警察局,,長榮航空股份有限公司,"工廠 埔心里 桃園市大園區埔心里航勤北路8-5號"
404.0,工廠,,埔心里,"25.08962068, 121.2489464",1.0,11512,航空警察局,,長榮空廚股份有限公司,"工廠 埔心里 桃園市大園區埔心里航勤北路3號"
405.0,工廠,,埔心里,"25.06777005, 121.217785",1.0,2020,航空警察局,,長榮航勤股份有限公司,"工廠 埔心里 桃園市大園區埔心里航站北路608號"
406.0,大樓,,埔心里,"25.08112378, 121.2387299",1.0,3019,航空警察局,,長榮航太科技股份有限公司,"大樓 埔心里 桃園市大園區埔心里航站南路2號"
