類別,建築物名稱,電腦編號,村里別,緯經度,地下樓層數,可容納人數,轄管分局,備註,停車場坡道
公寓,公寓,EMA00148,文明里,"24.990563,121.308543",1,343.0,桃園分局,," "
公寓,鎮南華廈,EMA00146,南華里,"24.9906869,121.308443",1、2,659.0,桃園分局,,v
公寓,運通大樓,EMA00142,南華里,"24.9908203,121.3081023",1,35.0,桃園分局,," "
公寓,公寓,EMA00144,南華里,"24.9910262,121.3080149",1、2,663.0,桃園分局,," "
公寓,遠東國際商業銀行桃園分行,EMA001178,南華里,"24.991088,121.308367",1,23.0,桃園分局,," "
公寓,凱基銀行桃園分行,EMA00147,南華里,"24.9911032,121.3083527",1,152.0,桃園分局,," "
公寓,公寓,EMA00143,南華里,"24.9910147,121.3086271",1,23.0,桃園分局,," "
公寓,公寓,EMA00141,南華里,"24.990411,121.307711",1,36.0,桃園分局,," "
公寓,公寓,EMA00145,南華里,"24.990417,121.307265",1,207.0,桃園分局,," "
公寓,公寓,EMA00152,南門里,"24.9882051,121.3060228",1,105.0,桃園分局,," "
公寓,公寓,EMA01241,南門里,"24.990868,121.306416",1,35.0,桃園分局,," "
公寓,桃園市桃園區南門國民小學,EMA00154,南門里,"24.9891301,121.3055056",1,516.0,桃園分局,," "
公寓,公寓,EMA00155,南門里,"24.9891948,121.3052657",1,534.0,桃園分局,," "
公寓,公寓,EMA00153,南門里,"24.9893335,121.3062581",1,23.0,桃園分局,," "
公寓,中華路16號華廈,EMA01001,文化里,"24.9912266,121.3111792",1、2,662.0,桃園分局,,v
公寓,公寓,EMA00157,南門里,"24.9898542,121.3040094",1,30.0,桃園分局,," "
公寓,公寓,EMA00156,南門里,"24.989327,121.3043907",1,204.0,桃園分局,," "
公寓,樂居華廈,EMA01049,萬壽里,"24.9907814,121.3177307",1、2,53.0,桃園分局,," "
公寓,公寓,EMA00161,萬壽里,"24.9908574,121.3166827",1,43.0,桃園分局,," "
公寓,公寓,EMA01246,武陵里,"24.9908728,121.3161919",1,270.0,桃園分局,," "
公寓,公寓,EMA00115,武陵里,"24.9908728,121.3161919",1、2,564.0,桃園分局,," "
公寓,"國立臺北科技大學         附屬桃園農工高級中等學校",EMA00159,萬壽里,"24.9932508,121.3201555",1,876.0,桃園分局,," "
公寓,"國立臺北科技大學         附屬桃園農工高級中等學校",EMA00160,萬壽里,"24.9932508,121.3201555",1,600.0,桃園分局,," "
大樓,公寓,EMA00515,文明里,"24.9886999,121.307459",1、2,208.0,桃園分局,," "
公寓,御康大樓,EMA01107,東門里,"24.9935034,121.3143111",1,13.0,桃園分局,," "
公寓,御康大樓,EMA01108,東門里,"24.99368,121.314244",1,12.0,桃園分局,," "
公寓,公寓,EMA00517,西湖里,"24.9929866,121.3061311",1、2、3,477.0,桃園分局,," "
公寓,公寓,EMA00516,西湖里,"24.9929001,121.3061351",1、2,430.0,桃園分局,," "
公寓,公寓,EMA00164,東門里,"24.994577,121.3139083",1、2,648.0,桃園分局,," "
公寓,公寓,EMA00165,東門里,"24.9941629,121.31469",1,25.0,桃園分局,," "
公寓,公寓,EMA00166,東門里,"24.9945382,121.314732",1,42.0,桃園分局,," "
公務機關,"台灣自來水股份有限公司  (第二區管理處)",EMA00169,南門里,"24.9920687,121.304489",1,520.0,桃園分局,," "
公寓,公寓,EMA00170,南門里,"24.9908959,121.3047585",1,22.0,桃園分局,," "
公寓,公寓,EMA00518,南門里,"24.9823539,121.3051809",1、2,917.0,桃園分局,," "
公寓,公寓,EMA00553,南華里,"24.99207,121.306337",1,174.0,桃園分局,," "
公寓,公寓,EMA00687,南華里,"24.99207,121.306337",1、2、3,690.0,桃園分局,," "
公寓,成功新象,EMA00174,東門里,"24.9950896,121.3172849",1,102.0,桃園分局,," "
公寓,成功官邸,EMA00177,東門里,"24.9945589,121.3174",1,2520.0,桃園分局,,v
大樓,成功官邸,EMA00173,東門里,"24.9945024,121.3175536",1,95.0,桃園分局,," "
公務機關,桃園市桃園區東門國民小學,EMA00175,東門里,"24.994727, 121.315302",1,88.0,桃園分局,," "
公寓,公寓,EMA00100,文化里,"24.9894779,121.3118153",1、2,662.0,桃園分局,,v
公寓,公寓,EMA01112,文化里,"24.9909652,121.3113023",1,26.0,桃園分局,," "
公寓,鑫華商業大樓,EMA00108,文化里,"24.9908859,121.3110474",1,88.0,桃園分局,," "
公寓,統領百貨,EMA00103,文化里,"24.9910545,121.3124309",1、2、3、4,2259.0,桃園分局,,v
公寓,公寓,EMA00094,文化里,"24.9929189,121.3119747",1,472.0,桃園分局,," "
公寓,公寓,EMA00092,文化里,"24.9928788,121.31199",1,705.0,桃園分局,," "
公寓,啟聖成功大樓,EMA00101,文化里,"24.9926433,121.3111349",1、2,665.0,桃園分局,,v
公寓,双得統領大廈,EMA00093,文化里,"24.9897422,121.3120033",1,158.0,桃園分局,," "
公務機關,桃園市桃園區桃園國民小學,EMA00095,文化里,"24.9920468,121.310755",1、2,814.0,桃園分局,," "
公務機關,桃園市桃園區桃園國民小學,EMA00096,文化里,"24.9920468,121.310755",1,18.0,桃園分局,," "
公寓,公寓,EMA00111,武陵里,"24.9914881,121.3147414",1、2,432.0,桃園分局,," "
公寓,公寓,EMA00116,武陵里,"24.9892038,121.3118462",1,18.0,桃園分局,," "
公寓,公寓,EMA11151,南華里,"24.9910727,121.3067817",1、2、3、4,1821.0,桃園分局,,v
公寓,公寓,EMA01051,南華里,"24.9894198,121.3124086",1,17.0,桃園分局,," "
公寓,公寓,EMA01192,武陵里,"24.9890467,121.3115148",1,66.0,桃園分局,," "
公寓,公寓,EMA00119,武陵里,"24.9890798,121.3112179",1,58.0,桃園分局,," "
公寓,公寓,EMA00118,武陵里,"24.9890798,121.3112179",1,58.0,桃園分局,," "
公寓,公寓,EMA00117,武陵里,"24.9890798,121.3112179",1,58.0,桃園分局,," "
公寓,公寓,EMA00568,南門里,"24.9803451,121.3045712",1、2、3,1147.0,桃園分局,,v
公寓,公寓,EMA00573,南門里,"24.9802976,121.3045101",1、2、3,401.0,桃園分局,," "
公寓,公寓,EMA00587,南門里,"24.9799534,121.3044223",1、2、3,817.0,桃園分局,," "
公寓,公寓,EMA01145,武陵里,"24.9900198,121.3132231",1,17.0,桃園分局,," "
公寓,公寓,EMA00163,萬壽里,"24.9907811,121.318087",1,135.0,桃園分局,," "
公寓,晴空宿社區,EMA00122,東山里,"24.993373,121.3165156",1,46.0,桃園分局,," "
公寓,龍威商業大樓,EMA00120,東山里,"24.9910539,121.316903",1,16.0,桃園分局,," "
公寓,龍威商業大樓,EMA00123,東山里,"24.9911036,121.3171201",1,750.0,桃園分局,,v
公寓,福星大廈,EMA00121,東山里,"24.9911173,121.3163309",1、2,404.0,桃園分局,," "
公寓,國泰人壽,EMA00162,萬壽里,"24.9903795,121.316944",1、2,507.0,桃園分局,," "
公寓,公寓,EMA00124,東門里,"24.9960653,121.3154078",1,182.0,桃園分局,," "
公寓,桃園監理站,EMA01022,南門里,"24.9787633,121.303434",1,323.0,桃園分局,," "
公寓,公寓,EMA01178,文明里,"24.9886619,121.307457",1,534.0,桃園分局,," "
公寓,美琪電子股份有限公司,EMA00658,南門里,"24.9854433,121.3060402",1、2,1249.0,桃園分局,,v
公寓,公寓,EMA00639,南門里,"24.9836445,121.3055373",1、2、3,1967.0,桃園分局,,v
公寓,公寓,EMA00602,南門里,"24.981179,121.304775",1、2,1177.0,桃園分局,,v
公寓,公寓,EMA00613,南門里,"24.981281,121.3043703",1、2、3,1381.0,桃園分局,,v
公寓,公寓,EMA00654,南門里,"24.982385,121.3052019",1,881.0,桃園分局,,v
公寓,公寓,EMA06997,南門里,"24.9841089,121.3047775",1,288.0,桃園分局,," "
公寓,湛龍精密科技公司,EMA00597,南門里,"24.98285,121.3032693",1,524.0,桃園分局,," "
公寓," 公寓",EMA00607,南門里,"24.9818823,121.3051315",1,212.0,桃園分局,," "
公寓,富堡學府社區,EMA00168,南門里,"24.9808575,121.3040144",1,1041.0,桃園分局,,v
公寓," 公寓",EMA00167,南門里,"24.9834922,121.3038266",1,55.0,桃園分局,," "
公寓,長壽富貴社區,EMA01177,南門里,"24.9847029,121.305004",1,26.0,桃園分局,," "
公寓," 公寓",EMA00595,南門里,"24.9804438,121.3044648",1、2、3,815.0,桃園分局,," "
公寓,桃園聖母聖心天主堂,EMA11160,東山里,"24.9935313,121.3155343",1、2,22.0,桃園分局,," "
公寓,來來大亨大樓,EMA01018,東門里,"24.9961392,121.313468",1、2、3,2788.0,桃園分局,,v
公寓,公寓,EMA00176,東門里,"24.9949687,121.3164589",1、2,652.0,桃園分局,,v
公寓,公寓,EMA00178,東門里,"24.994964,121.3164416",1、2,868.0,桃園分局,,v
公寓,公寓,EMA01106,東門里,"24.9942879,121.316374",1,7.0,桃園分局,," "
公寓,巴黎站前大樓,EMA01020,文化里,"24.9911358,121.3119534",1、2,656.0,桃園分局,," "
公寓,公寓,EMA00104,文化里,"24.9907663,121.3105851",1、2,355.0,桃園分局,," "
公寓,公寓,EMA00107,文化里,"24.9900639,121.3128379",1,97.0,桃園分局,," "
公寓,公寓,EMA00106,文化里,"24.9901939,121.31292",1,105.0,桃園分局,," "
公寓,公寓,EMA00105,文化里,"24.9902399,121.312903",1,88.0,桃園分局,," "
公寓,麥當勞桃園中正店,EMA00109,武陵里,"24.9910697,121.3129895",1、2,947.0,桃園分局,,v
公務機關,桃園成功路郵局,EMA00102,文化里,"24.9920958,121.3112131",1,701.0,桃園分局,,v
公寓," 公寓",EMA01160,南門里,"24.9797645,121.3047276",1、2、3、4、5,2434.0,桃園分局,,v
公寓,墊腳石圖書文化廣場桃園店,EMA00097,文化里,"24.9907536,121.3106253",1,248.0,桃園分局,," "
公寓,站前角間大樓,EMA01213,武陵里,"24.9922051,121.3124477",1、2,66.0,桃園分局,," "
大樓,和雲行動服務股份有限公司桃園水利綜合大樓,EMA01019,文化里,"24.9903137,121.3113974",1,232.0,桃園分局,," "
公寓,公寓,EMA01109,武陵里,"24.990344,121.3142295",1,197.0,桃園分局,," "
公寓,公寓,EMA01105,武陵里,"24.989482,121.3124979",1,7.0,桃園分局,," "
大樓,桃客旅行社,EMA01268,武陵里,"24.9895717,121.3121935",1,22.0,桃園分局,," "
大樓,戀戀薇閣社區,EMA01363,東山里,"24.9908522,121.3166179",1,794.0,桃園分局,," "
大樓,宝麗金住辦大廈,EMA00113,武陵里,"24.9904709,121.3137189",1、2、3、4、5,1375.0,桃園分局,,v
公寓,環球財經大樓,EMA00112,武陵里,"24.9910702,121.3144578",1,986.0,桃園分局,," "
大樓,中山東路社區公寓,EMA00132,東門里,"24.9957963,121.3146519",1,31.0,桃園分局,," "
公寓,公寓,EMA00130,東門里,"24.9959906,121.3152996",1、2,56.0,桃園分局,," "
公寓,公寓,EMA00129,東門里,"24.995561,121.3133638",1、2,94.0,桃園分局,," "
大樓,公寓,EMA00127,東門里,"24.9955085,121.3129436",1、2,78.0,桃園分局,," "
大樓,公寓,EMA00125,東門里,"24.9959417,121.3140844",1、2,2308.0,桃園分局,,v
公務機關,桃園市桃園區東門國民小學,EMA00128,東門里,"24.994727, 121.315302",1、2,1179.0,桃園分局,,v
公務機關,桃園市桃園區東門國民小學,EMA01364,東門里,"24.994727, 121.315302",1、2,711.0,桃園分局,,v
大樓,東國商務會館,EMA00126,東門里,"24.9966503,121.3139712",1、2,715.0,桃園分局,,v
公寓,"財團法人台灣省桃園縣     桃園佛教蓮社",EMA00133,東門里,"24.9961911,121.3137269",1,82.0,桃園分局,," "
公寓,公寓,EMA01294,東門里,"24.997443,121.313674",1、2,387.0,桃園分局,," "
公寓,公寓,EMA01110,東山里,"24.993601,121.31637",1,17.0,桃園分局,," "
公寓,美人魚酒吧,EMA00150,南華里,"24.9897888,121.3078693",1,53.0,桃園分局,," "
公寓,公寓,EMA00151,南華里,"24.9911259,121.3084171",1,30.0,桃園分局,," "
大樓, 金融機構,EMA00172,文明里,,1、2、3,1849.0,桃園分局,(機敏單位)金融機構,v
公寓,民族路85號華廈,EMA00171,文明里,"24.9912629,121.30931",1、2,351.0,桃園分局,," "
公寓,公寓,EMA00179,東門里,"24.9940415,121.3153809",1、2,1299.0,桃園分局,,v
公寓,公寓,EMA11227,經國里,"25.011287,121.307676",1,43.0,桃園分局,," "
公寓,大亨福第社區,EMA11228,同安里,"25.0141666,121.3038301",1,38.0,桃園分局,," "
公寓,公寓,EMA11229,自強里,"25.0202742,121.3032654",1,88.0,桃園分局,," "
公寓,全球家OK社區,EMA00230,經國里,"25.0168471,121.3051763",1、2、3,1252.0,桃園分局,,v
公寓,龍鳳經國社區,EMA00231,經國里,"25.017411,121.304926",1,781.0,桃園分局,," "
公寓,公寓,EMA00232,新埔里,"25.0173127,121.3034044",1,18.0,桃園分局,," "
公寓,公寓,EMA00233,新埔里,"25.0177198,121.3023586",1,31.0,桃園分局,," "
公寓,公寓,EMA00234,新埔里,"25.0180819,121.3021242",1,26.0,桃園分局,," "
公寓,公寓,EMA00235,新埔里,"25.0181465,121.3021437",1,37.0,桃園分局,," "
公寓,公寓,EMA00236,新埔里,"25.0172722,121.3026753",1,34.0,桃園分局,," "
公寓,公寓,EMA00237,新埔里,"25.0185864,121.3028776",1,463.0,桃園分局,," "
公寓,公寓,EMA00238,新埔里,"25.0183081,121.3028678",1,114.0,桃園分局,," "
公寓,公寓,EMA00239,經國里,"25.0109071,121.3066136",1,43.0,桃園分局,," "
大樓,公寓,EMA00240,經國里,"25.011287,121.307676",1,43.0,桃園分局,," "
大樓,電信機構,EMA00241,經國里,,1、2,912.0,桃園分局,(機敏單位)電信機構," "
大樓,公寓,EMA00242,經國里,"25.0109131,121.3067201",1,155.0,桃園分局,," "
公寓,公寓,EMA00243,經國里,"25.011287,121.307676",1,43.0,桃園分局,," "
公寓,公寓,EMA00724,信光里,"25.0063767,121.3038544",1,23.0,桃園分局,," "
大樓,精華大樓,EMA00725,東埔里,"25.004938,121.3050855",1,65.0,桃園分局,," "
公寓,公寓,EMA00726,信光里,"25.0061482,121.3046566",1,314.0,桃園分局,," "
公寓,公寓,EMA00730,信光里,"25.006526,121.304967",1,17.0,桃園分局,," "
公寓,公寓,EMA00731,信光里,"25.0050494,121.3049211",1,87.0,桃園分局,," "
公寓,公寓,EMA00732,信光里,"25.006733,121.30492",1,22.0,桃園分局,," "
公寓,公寓,EMA00733,信光里,"25.0061964,121.3052074",1,37.0,桃園分局,," "
公寓,公寓,EMA00734,信光里,"25.0063202,121.3057296",1,21.0,桃園分局,," "
公寓,公寓,EMA00735,信光里,"25.0064436,121.3054366",1,20.0,桃園分局,," "
公寓,公寓,EMA00736,信光里,"25.0066202,121.3056336",1,23.0,桃園分局,," "
大樓,公寓,EMA00737,信光里,"25.0063739,121.3053544",1,15.0,桃園分局,," "
大樓,公寓,EMA00758,春日里,"25.0186594,121.3090772",1,20.0,桃園分局,," "
公寓,慶暘世居社區,EMA00775,春日里,"25.0176474,121.3111212",1、2,523.0,桃園分局,," "
公寓,嘉景特區社區,EMA00783,會稽里,"25.0144729,121.315476",1,789.0,桃園分局,,v
大樓,台北檳城大興座社區,EMA00786,會稽里,"25.0159709,121.3141279",1,834.0,桃園分局,," "
公寓,公寓,EMA00789,會稽里,"25.0157446,121.314895",1,87.0,桃園分局,," "
公寓,台北檳城大有座社區,EMA00791,檜樂里,"25.014592,121.317917",1、2、3,7288.0,桃園分局,,v
公寓,賽珍珠系列NO.5社區,EMA00792,會稽里,"25.014891,121.3162759",1,881.0,桃園分局,," "
大樓,羅丹二期社區,EMA00793,會稽里,"25.014855,121.317056",1、2、3,2647.0,桃園分局,,v
公寓,現代名門社區,EMA00794,會稽里,"25.0147859,121.3170934",1,591.0,桃園分局,," "
公寓,公寓,EMA00795,會稽里,"25.0172253,121.3148786",1,15.0,桃園分局,," "
公寓,公寓,EMA00814,汴洲里,"25.0258307,121.3113389",1,90.0,桃園分局,," "
公寓,公寓,EMA00815,汴洲里,"25.0215405,121.3101267",1,250.0,桃園分局,," "
公寓,公寓,EMA00816,汴洲里,"25.0234111,121.3117963",1,211.0,桃園分局,," "
公寓,公寓,EMA00817,汴洲里,"25.0234563,121.3117498",1,212.0,桃園分局,," "
大樓,公寓,EMA00818,汴洲里,"25.0235053,121.3116839",1,365.0,桃園分局,," "
公寓,公寓,EMA00819,汴洲里,"25.0230945,121.3119712",1,87.0,桃園分局,," "
公寓,公寓,EMA00820,汴洲里,"25.0240923,121.3121323",1,183.0,桃園分局,," "
公寓,公寓,EMA00821,汴洲里,"25.0260029,121.3112883",1,83.0,桃園分局,," "
公寓,公寓,EMA00822,汴洲里,"25.026094,121.311343",1,83.0,桃園分局,," "
公寓,公寓,EMA00823,汴洲里,"25.0230655,121.3088944",1,87.0,桃園分局,," "
公寓,公寓,EMA00844,汴洲里,"25.0256261,121.3042643",1、2,202.0,桃園分局,," "
公寓,公寓,EMA00845,汴洲里,"25.0261857,121.3050553",1,68.0,桃園分局,," "
公寓,公寓,EMA00846,汴洲里,"25.0263,121.305377",1,75.0,桃園分局,," "
公寓,公寓,EMA00847,汴洲里,"25.0262451,121.3050259",1,68.0,桃園分局,," "
公寓,公寓,EMA00848,汴洲里,"25.0264274,121.305332",1,63.0,桃園分局,," "
公寓,公寓,EMA00849,汴洲里,"25.0261789,121.3050015",1,76.0,桃園分局,," "
公寓,公寓,EMA00850,汴洲里,"25.0258269,121.3043774",1,64.0,桃園分局,," "
大樓,企業財星大樓,EMA00851,汴洲里,"25.0274491,121.3011937",1、2,514.0,桃園分局,," "
公寓,公寓,EMA00852,汴洲里,"25.0326953,121.3016604",1、2,990.0,桃園分局,,v
大樓,公寓,EMA00856,汴洲里,"25.028361,121.306005",1,35.0,桃園分局,," "
公寓,公寓,EMA00858,汴洲里,"25.0282313,121.3060178",1,35.0,桃園分局,," "
公寓,公寓,EMA00859,汴洲里,"25.0318795,121.3008336",1,51.0,桃園分局,," "
大樓,公寓,EMA00860,汴洲里,"25.0285215,121.3063754",1,34.0,桃園分局,," "
公寓,公寓,EMA00861,汴洲里,"25.0285235,121.3065034",1,34.0,桃園分局,," "
公寓,公寓,EMA00862,汴洲里,"25.0294631,121.3043759",1、2,837.0,桃園分局,,v
公寓,公寓,EMA00872,春日里,"25.0159909,121.3108843",1,240.0,桃園分局,," "
大樓,公寓,EMA00873,春日里,"25.0186601,121.3092015",1,31.0,桃園分局,," "
公寓,公寓,EMA00874,春日里,"25.0157929,121.310976",1,28.0,桃園分局,," "
大樓,春日市民活動中心,EMA00875,春日里,"25.0216422,121.3124114",1,127.0,桃園分局,," "
公寓,公寓,EMA00876,春日里,"25.0159044,121.3120047",1,118.0,桃園分局,," "
大樓,台北東京社區,EMA01025,檜樂里,"25.0159873,121.3169194",1、2,4739.0,桃園分局,,v
公寓,天下大觀社區,EMA01029,同安里,"25.0125701,121.3015228",1、2,3430.0,桃園分局,,v
大樓,哈佛名門,EMA01030,信光里,"25.0076197,121.308167",1、2,3278.0,桃園分局,,v
公寓,公寓,EMA01031,莊敬里,"25.0239861,121.29619",1,74.0,桃園分局,," "
公寓,台北捷豹社區,EMA01064,自強里,"25.021957,121.303438",1、2,1081.0,桃園分局,,v
公寓,EQ別墅社區,EMA01065,莊敬里,"25.0251515,121.2966547",1、2,1405.0,桃園分局,,v
公寓,長榮矽谷大樓,EMA01081,汴洲里,"25.0326694,121.300596",1、2,3304.0,桃園分局,,v
公寓,富貴園社區,EMA01083,經國里,"25.0171934,121.3037199",1、2,1618.0,桃園分局,,v
大樓,公寓,EMA01086,同安里,"25.0209836,121.2997669",1,103.0,桃園分局,," "
大樓,春虹福星社區,EMA01096,春日里,"25.0213787,121.3118559",1、2,430.0,桃園分局,," "
大樓,新宿社區,EMA01099,春日里,"25.0184649,121.309999",1,1279.0,桃園分局,,v
公務機關,桃園市桃園區慈文國民小學,EMA01100,同安里,"25.0122424,121.3037612",1,866.0,桃園分局,," "
公寓,公寓,EMA01117,新埔里,"25.0182137,121.3051286",1,258.0,桃園分局,," "
公寓,公寓,EMA01118,新埔里,"25.0182968,121.3021707",1、2,634.0,桃園分局,,v
公寓,公寓,EMA01119,新埔里,"25.0186889,121.304088",1、2、3、4,3979.0,桃園分局,,v
公寓,公寓,EMA01120,新埔里,"25.0192955,121.3023037",1、2,1407.0,桃園分局,,v
大樓,尊龍大地社區,EMA01135,莊敬里,"25.0248712,121.2973696",1、2、3,3671.0,桃園分局,,v
大樓," 公寓",EMA01137,信光里,"25.007909,121.304653",1,2430.0,桃園分局,,v
公寓,公寓,EMA01147,莊敬里,"25.0198088,121.2986733",1,165.0,桃園分局,," "
公寓,公寓,EMA01149,東埔里,"25.0036538,121.3057843",1,221.0,桃園分局,," "
公寓,EQ城堡社區,EMA01159,汴洲里,"25.0207827,121.3101293",1、2、3,822.0,桃園分局,,v
大樓,生活公園社區,EMA01170,自強里,"25.0201978,121.3015111",1、2,769.0,桃園分局,,v
大樓,頤和園社區,EMA01171,新埔里,"25.0182799,121.3029596",1、2、3,3409.0,桃園分局,,v
大樓,公寓,EMA01174,同安里,"25.011283,121.3029958",1,116.0,桃園分局,," "
大樓,中悅春天廣場社區,EMA01182,自強里,"25.022603,121.303153",1、2、3,3945.0,桃園分局,,v
公寓,弘新花園廣場社區,EMA01193,同安里,"25.0159306,121.3020085",1、2、3,1939.0,桃園分局,,v
公寓,竹城建設機構大樓,EMA01194,自強里,"25.0214849,121.3031982",1、2、3,940.0,桃園分局,,v
公務機關,桃園市桃園區慈文國民小學,EMA01216,同安里,"25.0122424,121.3037612",1,950.0,桃園分局,,v
公寓,福華豪邸社區,EMA01217,莊敬里,"25.0196418,121.2988883",1、2,736.0,桃園分局,," "
公寓,公寓,EMA01221,長安里,"25.0037403,121.3050681",1、2、3,1624.0,桃園分局,,v
公寓,公寓,EMA01230,自強里,"25.0237938,121.3021147",1,1662.0,桃園分局,,v
公寓,羅浮宮廷社區,EMA01234,莊敬里,"25.0248175,121.2964085",1、2、3,4512.0,桃園分局,,v
大樓,公寓,EMA01236,經國里,"25.0182479,121.306454",1,236.0,桃園分局,," "
大樓,非常容易社區,EMA01239,同安里,"25.009991,121.30455",1、2、3,3416.0,桃園分局,,v
大樓,名人錄社區,EMA01243,同安里,"25.0182144,121.3016349",1、2、3,1533.0,桃園分局,,v
大樓,春日印象社區,EMA01245,春日里,"25.0216005,121.3083025",1,384.0,桃園分局,," "
大樓,RV生活館社區,EMA01248,春日里,"25.016332,121.3092188",1、2、3,1738.0,桃園分局,,v
公寓,U生活社區,EMA01254,春日里,"25.0181738,121.3107253",1、2,3955.0,桃園分局,,v
大樓,公寓,EMA01256,同安里,"25.0166109,121.3028023",1,375.0,桃園分局,," "
大樓,家樂福經國店,EMA01257,經國里,"25.0159676,121.3050284",1、2,9320.0,桃園分局,,v
公寓,公寓,EMA01259,莊敬里,"25.0196335,121.3009086",1、2,722.0,桃園分局,,v
公寓,公寓,EMA01260,新埔里,"25.018508,121.3044698",1,150.0,桃園分局,," "
公寓,御品大樓社區,EMA01261,自強里,"25.0313881,121.3002843",1、2、3,1132.0,桃園分局,,v
大樓,公寓,EMA01274,汴洲里,"25.02799,121.3039",1、2,629.0,桃園分局,,v
公寓,大睦澄舍社區,EMA01275,莊敬里,"25.0242372,121.2949779",1、2,884.0,桃園分局,," "
大樓,米蘭麗都社區,EMA01276,新埔里,"25.0197121,121.3039173",1、2、3,1158.0,桃園分局,,v
公務機關,桃園市桃園區會稽國民小學,EMA01278,春日里,"25.0232795,121.3068422",1,860.0,桃園分局,," "
大樓,風尚NO.1社區,EMA01288,會稽里,"25.0150024,121.3164604",1、2、3,1511.0,桃園分局,,v
公寓,臻園社區,EMA01289,同安里,"25.0154676,121.3032469",1、2,1143.0,桃園分局,,v
公務機關,桃園市桃園區慈文國民小學,EMA01290,同安里,"25.0122424,121.3037613",1,738.0,桃園分局,,v
公寓,葛里芬社區,EMA01291,莊敬里,"25.021545,121.296322",1、2、3,1395.0,桃園分局,,v
公寓,臻愛一生社區,EMA01302,同安里,"25.0108595,121.3018749",1、2,3665.0,桃園分局,,v
公寓,朝陽社區,EMA01303,春日里,"25.0187618,121.3106162",1、2,684.0,桃園分局,,v
大樓,自由市社區,EMA01304,莊敬里,"25.0227362,121.2993515",1、2、3,781.0,桃園分局,," "
公寓,經國麗品社區,EMA01314,經國里,"25.0135308,121.3074057",1、2、3,2197.0,桃園分局,,v
公寓,公寓,EMA01320,自強里,"25.0130198,121.3050745",1,537.0,桃園分局,," "
公務機關,桃園市立會稽國民中學,EMA01339,會稽里,"25.0161645,121.3137939",1,645.0,桃園分局,," "
大樓,璀璨經國社區,EMA01340,經國里,"25.0134049,121.3074688",1、2,951.0,桃園分局,,v
大樓,昇節高第社區,EMA01341,經國里,"25.012859,121.3078281",1、2、3,1052.0,桃園分局,,v
大樓,公寓,EMA01342,經國里,"25.0170662,121.3033205",1,401.0,桃園分局,," "
大樓,風尚NO.2社區,EMA01343,會稽里,"25.014229,121.317497",1、2,2395.0,桃園分局,,v
公務機關,桃園市桃園區會稽國民小學,EMA01351,春日里,"25.0232795,121.3068422",1,1807.0,桃園分局,,v
公務機關,桃園市立經國國民中學,EMA01352,自強里,"25.0217263,121.3040055",1,876.0,桃園分局,," "
公寓,宜誠金品社區,EMA01353,檜樂里,"25.014902,121.318668",1、2,1213.0,桃園分局,,v
大樓,中悅桂冠社區,EMA01368,經國里,"25.0115967,121.3082373",1、2、3,2212.0,桃園分局,,v
公寓,宜誠金品社區,EMA01369,檜樂里,"25.014788,121.318253",1、2,896.0,桃園分局,,v
公寓,一品薇閣社區,EMA01370,自強里,"25.0223277,121.3009214",1、2,2222.0,桃園分局,,v
公務機關,桃園市桃園區同安國民小學,EMA01382,莊敬里,"25.0214926,121.2981712",1,861.0,桃園分局,,v
公務機關,桃園市桃園區新埔國民小學,EMA01383,新埔里,"25.0182479,121.306454",1,2280.0,桃園分局,,v
大樓,輕井花道,EMA01384,信光里,"25.0072874,121.3042622",1、2,2131.0,桃園分局,,v
大樓,發現紐約社區,EMA01400,經國里,"25.0164539,121.3048046",1、2,3940.0,桃園分局,,v
公寓,中悅知音花園廣場社區,EMA01401,莊敬里,"25.0253351,121.2995231",1、2,4382.0,桃園分局,,v
公寓,百懿智慧家社區,EMA01402,春日里,"25.0173092,121.3102625",1、2,1739.0,桃園分局,,v
公寓,西華,EMA01403,信光里,"25.0090464,121.3044258",1、2,677.0,桃園分局,,v
公務機關,桃園市立會稽國民中學,EMA01404,會稽里,"25.0161645,121.3137939",1,2059.0,桃園分局,,v
公務機關,桃園市桃園區快樂國民小學,EMA01420,會稽里,"25.0190232,121.3154235",1,1109.0,桃園分局,,v
公寓,福容大飯店,EMA01421,同安里,"25.013918,121.302993",1、2,945.0,桃園分局,,v
公寓,公寓,EMA01422,同安里,"25.0163231,121.3017492",1,180.0,桃園分局,," "
公寓,公寓,EMA01423,同安里,"25.0202707,121.3002282",1、2,144.0,桃園分局,," "
公寓,五星一品社區,EMA01424,汴洲里,"25.0221402,121.3074055",1、2,827.0,桃園分局,,v
公寓,桃園區農會慈文辦事處,EMA01425,東埔里,"25.0046806,121.3049084",1,123.0,桃園分局,," "
公寓,捷寶花園,EMA01439,信光里,"25.0071212,121.3035813",1、2,2079.0,桃園分局,,v
公寓,經國之星社區,EMA01440,自強里,"25.0236932,121.3031389",1、2,3508.0,桃園分局,,v
公寓,公寓,EMA01449,信光里,"25.0083937,121.3051042",1、2、3,1572.0,桃園分局,,v
公務機關,桃園市桃園區新埔國民小學,EMA01450,新埔里,"25.0182479,121.306454",1,2308.0,桃園分局,,v
大樓,瀚霖麗緻社區,EMA01451,檜樂里,"25.0192089,121.3157206",1,3208.0,桃園分局,,v
