類別,電腦編號,村里別,地址,緯、經度,地下樓層數,可容納人數,轄管分局,停車場坡道,備註,"unnamed (1)"
大樓,EPA01152,幸福里,11鄰福州一街252號,"24.967426,121.233153",1,1140,中壢分局,V,中福所,
公寓,EPA01154,永福里,7鄰東園路13號,"24.969738,121.240323",1,393,中壢分局,V,中福所,
大樓,EPA01155,金華里,18鄰新生路266號,"24.964208,121.223088",2,4588,中壢分局,V,中福所,
大樓,EPA01156,林森里,20鄰林森路執信一街163號,"24.947417,121.225293",2,3114,中壢分局,V,龍興所,
透天,EPA01157,中央里,5鄰復興路35號,"24.957827,121.225622",1,220,中壢分局,,中壢所,
大樓,EPA01159,莊敬里,16鄰莊敬路126號,"24.969405,121.257305",1,3318,中壢分局,V,自強所,
大樓,EPA01160,林森里,20鄰百韜二路20號,"24.944596,121.228457",1,654,中壢分局,,龍興所,
教育機構,EPA01161,福德里,7鄰成功路79巷40及42號,"24.965403,121.231752",1,222,中壢分局,,內壢所,
大樓,EPA01162,莊敬里,1鄰莊敬路102號,"24.970259,121.257187",2,911,中壢分局,V,自強所,
大樓,EPA01163,中正里,22鄰榮安一街234號,"24.96429,121.260069",2,1250,中壢分局,V,自強所,
大樓,EPA01164,中堅里,18鄰中山東路四段39巷20號(2830951),"24.936946,121.255786",2,1205,中壢分局,V,仁愛所,
大樓,EPA01165,山東里,4鄰中正路四段588巷8號,"24.993025,121.172538",1,1921,中壢分局,V,大崙所,
大樓,EPA01167,明德里,廣州路60號,"24.950912,121.230174",2,813,中壢分局,V,普仁所,
工廠,EPA01168,內定里,新北園路20號,"24.9903887,121.241764",1,1038,中壢分局,,文化所,
大樓,EPA01170,光明里,王子五街16號,"24.962536,121.214004",1,7911,中壢分局,,興國所,
教育機構,EPA01171,至善里,中山東路3段414號,"24.93713,121.251818",1,397,中壢分局,V,龍興所,
透天,EPA01172,山東里,14鄰山下172號之74,"25.0057423,121.165703",1,212,中壢分局,,大崙所,
大樓,EPA01173,忠義里,5鄰自強三路3號,"24.96817,121.243516",1,1956,中壢分局,,文化所,
教育機構,EPA01174,龍興里,3鄰龍岡路二段29號,"24.947123,121.228128",1,1630,中壢分局,,龍興所,
公寓,EPA01175,中央里,10鄰復興路8號,"24.958738,121.225448",2,672,中壢分局,,中壢所,
大樓,EPA01176,仁和里,10鄰仁德四街100號(4388103),"24.95299,121.261654",2,3353,中壢分局,V,仁愛所,
大樓,EPA01178,永福里,6鄰中園路188號,"24.982283,121.237995",1,6718,中壢分局,V,中福所,
大樓,EPA01179,永福里,12鄰西園路113號,"24.985108,121.237188",1,1052,中壢分局,,中福所,
公寓,EPA01182,信義里,2鄰廣州路139號,"24.952357,121.229995",2,301,中壢分局,V,普仁所,
透天,EPA01183,信義里,2鄰廣州路210號,"24.95284,121.233054",1,128,中壢分局,V,普仁所,
大樓,EPA01184,明德里,11鄰環中東路二段294號,"24.94879,121.235278",2,2545,中壢分局,V,普仁所,
大樓,EPA01186,仁福里,24鄰仁福四街31號(4383965),"24.940767,121.255651",3,2152,中壢分局,V,仁愛所,
大樓,EPA01187,仁福里,20鄰榮民南路817巷1弄1號(4162325),"24.939307,121.256723",1,2943,中壢分局,V,仁愛所,
大樓,EPA01188,文化里,24鄰長春路261巷2之1號,"24.976727,121.245102",2,2513,中壢分局,V,文化所,
大樓,EPA01189,舊明里,22鄰中正路389號,"24.955658,121.215509",1,1315,中壢分局,V,興國所,
透天,EPA01190,五福里,4鄰民族路204號,"24.956492,121.210462",1,188,中壢分局,V,興國所,
公寓,EPA01192,中央里,8鄰中山路118號,"24.956657,121.225407",1,464,中壢分局,V,中壢所,
大樓,EPA01194,中堅里,5鄰同慶路348號(4361233),"24.939981,121.257197",2,2344,中壢分局,V,仁愛所,
透天,EPA01196,信義里,1鄰成都路10號,"24.951652,121.230875",2,286,中壢分局,,普仁所,
大樓,EPA01197,自治里,22鄰環中東路24號,"24.962721,121.255103",3,1058,中壢分局,V,自強所,
大樓,EPA01198,自信里,16鄰莊敬路865號,"24.964013,121.254313",1,565,中壢分局,,自強所,
學校,EPA01199,興仁里,16鄰遠東路210號,"24.968095,121.262789",1,622,中壢分局,V,自強所,
大樓,EPA01201,五權里,21鄰環西路121號,"24.960684,121.207204",2,556,中壢分局,V,興國所,
大樓,EPA01202,內定里,定安路1號,"24.991321,121.241292",2,1695,中壢分局,V,文化所,
大樓,EPA01203,龍昌里,10鄰龍川二街103號,"24.937374,121.249191",1,1011,中壢分局,V,龍興所,
大樓,EPA01204,光明里,5鄰光輝三街29巷1號,"24.964812,121.217685",2,1043,中壢分局,V,興國所,
大樓,EPA01205,後寮里,18鄰後興路一段90巷88號之1,"24.94216,121.247844",2,4081,中壢分局,V,普仁所,
大樓,EPA01206,幸福里,26鄰福星三街35號,"24.956331,121.222025",2,808,中壢分局,V,中福所,
大樓,EPA01207,永福里,7鄰中園路162號,"24.969805,121.236512",1,1121,中壢分局,V,中福所,
大樓,EPA01208,龍慈里,10鄰龍和一街192號,"24.940843,121.245204",3,4666,中壢分局,V,龍興所,
教育機構,EPA01209,明德里,龍岡路二段29號,"24.947384,121.228305",1,1861,中壢分局,V,普仁所,
教育機構,EPA01210,龍興里,18鄰龍勇路100號,"24.938155,121.236058",1,2122,中壢分局,V,龍興所,
大樓,EPA01211,金華里,新生路288號,"24.964255,121.223291",2,3956,中壢分局,V,中福所,
大樓,EPA01212,金華里,六合路56號(原-新生路288號),"24.964213,121.223275",2,3977,中壢分局,V,中福所,
大樓,EPA01213,石頭里,13鄰復興路161號,"24.953933,121.223638",3,609,中壢分局,V,中壢所,
大樓,EPA01214,中正里,22鄰榮安一街198號,"24.96467,121.260744",1,3569,中壢分局,V,自強所,
透天,EPA01215,永福里,14鄰東園路16號,"24.969926,121.239887",1,61,中壢分局,V,中福所,
透天,EPA01216,東興里,3鄰龍岡路一段215號,"24.948036,121.225843",1,83,中壢分局,,中壢所,
大樓,EPA01217,文化里,1鄰長春路96號,"24.978726,121.248115",2,1579,中壢分局,V,文化所,
透天,EPA01218,內定里,合圳北路二段570號,"25.009102,121.247222",1,25,中壢分局,,文化所,
透天,EPA01220,永福里,7鄰南園路15號,"24.970845,121.238511",1,24,中壢分局,V,中福所,
大樓,EPA01221,至善里,24鄰後寮二路237號,"24.938489,121.248245",3,2743,中壢分局,V,龍興所,
公寓,EPA01222,龍慈里,1鄰龍和一街228號,"24.940377,121.245178",1,459,中壢分局,V,龍興所,
學校,EPA01223,自立里,永福路1200號(原自立1號),"24.96843,121.251411",1,531,中壢分局,,自強所,
大樓,EPA01224,過嶺里,7鄰過嶺50號之1號,"24.966484,121.175463",2,13598,中壢分局,V,大崙所,
公寓,EPA01225,新街里,6鄰延平路241號,"24.961695,121.22728",1,384,中壢分局,V,中壢所,
大樓,EPA01226,興南里,6鄰延平路366-372號,"24.959911,121.224895",3,947,中壢分局,V,中壢所,
大樓,EPA01227,文化里,24鄰長春路255號,"24.977062,121.245234",3,1325,中壢分局,V,文化所,
大樓,EPA01228,文化里,21鄰長春路150之1號,"24.978187,121.247164",2,770,中壢分局,V,文化所,
大樓,EPA01229,篤行里,12鄰華美一路14號(4632055),"24.951195,121.260214",2,6227,中壢分局,V,仁愛所,
大樓,EPA01230,中興里,13鄰榮安八街88號,"24.961889,121.259081",1,103,中壢分局,V,自強所,
透天,EPA01231,仁義里,18鄰福州二街515號,"24.968779,121.234951",1,136,中壢分局,V,普仁所,
教育機構,EPA01232,永福里,9鄰西園57號,"24.976492,121.234878",1,2822,中壢分局,V,中福所,
工廠,EPA01233,忠義里,9鄰中華路一段550號,"24.971237,121.252436",2,4735,中壢分局,V,文化所,
公寓,EPA01234,興國里,中豐路49巷18弄2號,"24.963457,121.220769",1,218,中壢分局,V,興國所,
透天,EPA01235,五權里,9鄰民族路二段76號,"24.957776,121.20637",1,176,中壢分局,V,興國所,
大樓,EPA01236,興南里,6鄰延平路394號,"24.959909,121.224314",1,821,中壢分局,V,中壢所,
大樓,EPA01237,石頭里,9鄰中正路51號,"24.95434,121.224015",3,1521,中壢分局,V,中壢所,
工廠,EPA01239,中正里,15鄰榮民路421號,"24.960808,121.261745",1,658,中壢分局,V,自強所,
透天厝,EPA01240,中興里,15鄰榮安七街17號,"24.962969,121.259665",2,1863,中壢分局,V,自強所,
透天,EPA01241,中原里,10鄰仁愛路35號,"24.973103,121.256296",1,132,中壢分局,V,內壢所,
大樓,EPA01242,正義里,中北路二段208巷69號,"24.952952,121.228462",3,3901,中壢分局,V,普仁所,
透天,EPA01243,新明里,14鄰中央西路二段148號,"24.959276,121.214393",1,127,中壢分局,V,興國所,
公寓,EPA01244,芝芭里,11鄰民權路三段1149號,"24.991533,121.208504",1,535,中壢分局,,青埔所,
透天,EPA01245,新興里,15鄰銘傳路26號,"24.944594,121.225474",1,184,中壢分局,V,龍興所,
工廠,EPA01246,復華里,11鄰自強四路8號,"24.972951,121.240817",1,543,中壢分局,,文化所,
大樓,EPA01247,內定里,中園路二段501號,"25.001717,121.228447",2,17431,中壢分局,V,文化所,
大樓,EPA01248,過嶺里,11鄰民族路六段436之1號,"24.963599,121.157071",1,3236,中壢分局,,大崙所,
大樓,EPA01249,自信里,39鄰環中東路232巷2號,"24.962838,121.255398",2,2058,中壢分局,V,自強所,
大樓,EPA01250,興福里,28鄰福州二街415號,"24.968061,",2,1609,中壢分局,V,中福所,
公寓,EPA01251,林森里,19鄰百韜二街2號,"24.944871,",1,468,中壢分局,V,龍興所,
大樓,EPA01252,新興里,25鄰金山街23巷1號,"24.94407,",3,1335,中壢分局,V,龍興所,
透天,EPA01253,新明里,7鄰中新路56號,"24.958528,121.21602",1,252,中壢分局,,興國所,
大樓,EPA01254,正義里,16鄰中北路二段468號,"24.954541,121.234595",1,14913,中壢分局,V,普仁所,
大樓,EPA01255,普仁里,22鄰實踐路229號,"24.95774,121.239163",2,911,中壢分局,V,普仁所,
公家機構,EPA01256,石頭里,10鄰中和路210號,"24.953866,121.223001",1,163,中壢分局,V,中壢所,
教育機構,EPA01257,明德里,健行路229號,"24.94716,121.22905",1,5778,中壢分局,V,普仁所,
大樓,EPA01258,興南里,15鄰新生路188號,"24.985053,121.223965",4,33822,中壢分局,,中壢所,
教育機構,EPA01259,普仁里,11鄰中北路八十八號,"24.95647,121.238251",1,74552,中壢分局,,普仁所,
大樓,EPA01260,明德里,21鄰環中東路二段六一六號,"24.945512,121.230847",2,19529,中壢分局,V,普仁所,
大樓,EPA01261,自治里,27鄰環中東路一八八號,"24.964164,121.257897",3,13506,中壢分局,V,自強所,
大樓,EPA01262,林森里,30鄰清泉街二號,"24.94453,121.228477",1,8512,中壢分局,V,龍興所,
大樓,EPA01263,永福里,6鄰西園路一三二號,"24.98108,121.23451",1,2811,中壢分局,V,中福所,
大樓,EPA01264,永福里,7鄰南園路四號,"24.968887,121.238387",3,1738,中壢分局,V,中福所,
大樓,EPA01265,興南里,22鄰興南路九和一街五十二號,"24.96207,121.224391",3,2581,中壢分局,V,中壢所,
大樓,EPA01266,石頭里,6鄰中平路四十六號,"24.955055,121.225112",1,14455,中壢分局,V,中壢所,
大樓,EPA01267,中壢里,13鄰中正路二四八號,"24.955636,121.219777",1,1741,中壢分局,V,中壢所,
大樓,EPA01268,石頭里,10鄰中正路八十九號,"24.954599,121.223491",3,681,中壢分局,V,中壢所,
大樓,EPA01270,新街里,11鄰慈惠三街一0六號,"24.96301,121.225634",1,11619,中壢分局,V,中壢所,
教育機構,EPA01271,龍東里,12鄰龍東路一四七號,"24.929685,121.252638",1,1036,中壢分局,V,龍興所,
大樓,EPA01272,龍安里,2鄰中山東路四段426號,"24.935939,121.256257",2,1343,中壢分局,V,龍興所,
公寓,EPA01273,振興里,16鄰龍岡路二段六之一號,"24.947274,121.227768",2,451,中壢分局,V,龍興所,
大樓,EPA01274,普仁里,3鄰中山東路一段347號,"24.955094,121.236778",2,537,中壢分局,V,普仁所,
大樓,EPA01275,新興里,14鄰自忠街99號,"24.94471,121.223812",1,18174,中壢分局,V,龍興所,
大樓,EPA01276,至善里,34鄰後寮二路227巷23號,"24.938539,121.248721",2,25385,中壢分局,V,龍興所,
大樓,EPA01277,健行里,19鄰中北路208巷210號,"24.9525556,121.2284382",3,2727,中壢分局,V,中壢所,
大樓,EPA01279,自信里,41鄰環中東路260號,"24.962186,121.254856",2,16504,中壢分局,V,自強所,
工廠,EPA01280,興仁里,14鄰興仁路一段188號,"24.969158,121.261687",2,47997,中壢分局,V,自強所,機敏單位
工廠,EPA01281,復華里,11鄰自強二路1號,"24.970022,121.245489",1,1680,中壢分局,V,文化所,
公家機構,EPA01282,石頭里,1鄰中和路139號,"24.95391,121.22598",1,304,中壢分局,V,中壢所,
學校,EPA01283,自強里,20鄰榮民路80號,"24.968962,121.260519",1,602,中壢分局,V,自強所,
學校,EPA01284,興仁里,5鄰遠東路一三五號,"24.970433,121.263377",4,3069,中壢分局,V,自強所,
教育機構,EPA01285,福德里,11鄰福德路二十號,"24.973974,121.259421",1,31763,中壢分局,V,內壢所,
大樓,EPA01286,莊敬里,14鄰精忠二街六十號,"24.970263,121.256224",2,6018,中壢分局,V,自強所,
大樓,EPA01287,莊敬里,9鄰精忠二街三十一號,"24.970293,121.256501",3,29770,中壢分局,V,自強所,
大樓,EPA01288,莊敬里,13鄰精忠三街一號,"24.970369,121.256564",2,8778,中壢分局,V,自強所,
大樓,EPA01289,莊敬里,2鄰精忠二街5號,"24.970254,121.256662",2,3325,中壢分局,V,自強所,
教育機構,EPA01291,普仁里,11鄰中北路八十八號,"24.956489,121.238809",1,10057,中壢分局,V,普仁所,
大樓,EPA01292,普忠里,9鄰大仁二街三十九號,"24.955,121.240656",2,11731,中壢分局,V,普仁所,
大樓,EPA01293,仁義里,9鄰中華路二段三六九號之1,"24.963179,121.236409",1,5360,中壢分局,V,普仁所,
公家機構,EPA01294,龍興里,19鄰龍勇路一四一號,"24.938647,121.235122",1,22517,中壢分局,V,龍興所,機敏單位
大樓,EPA01295,興南里,15鄰新生路一八二號,"24.96146,121.223135",4,7575,中壢分局,V,中壢所,
大樓,EPA01296,自治里,10鄰陸光一街七號,"24.96651,121.258886",2,13549,中壢分局,V,自強所,
大樓,EPA01297,中山里,21鄰榮安十三街二０五號,"24.962426,121.260651",2,1245,中壢分局,V,自強所,
大樓,EPA01298,自治里,14鄰陸光五街十二號,"24.966084,121.2578",2,3700,中壢分局,V,自強所,
大樓,EPA01299,自治里,11鄰陸光一街二十二號,"24.966775,121.258414",2,30389,中壢分局,V,自強所,
大樓,EPA01300,自治里,8鄰陸光一街六號,"24.966404,121.258857",2,31617,中壢分局,V,自強所,
大樓,EPA01301,自治里,13鄰陸光一街31號,"24.967111,121.258026",2,34491,中壢分局,V,自強所,
大樓,EPA01302,至善里,34鄰龍昌路一七八號,"24.938377,121.249596",2,1381,中壢分局,V,龍興所,
教育機構,EPA01303,復華里,31鄰文化二路161號,"24.974601,121.251593",1,1745,中壢分局,V,文化所,
工廠,EPA01304,復興里,北園路18號,"24.97767,121.242184",1,7881,中壢分局,V,文化所,
大樓,EPA01305,忠義里,8鄰中華路一段450號,"24.973261,121.253977",1,16204,中壢分局,V,文化所,
大樓,EPA01306,普義里,8鄰溪州街二八八號,"24.962554,121.230117",1,1000,中壢分局,V,普仁所,
大樓,EPA01307,仁義里,12鄰中華路二段五０一號,"24.962698,121.23301",2,7881,中壢分局,V,普仁所,
大樓,EPA01308,光明里,4鄰民權路三九八號,"24.96524,121.217457",3,1708,中壢分局,,興國所,
透天,EPA01309,普忠里,新中北路558號,"24.957053,121.24733",1,135,中壢分局,V,普仁所,
大樓,EPA01310,自立里,自立五街82號(原自立新村一號),"24.966425,121.251279",2,7606,中壢分局,,自強所,
大樓,EPA01311,自立里,11鄰榮安一街四三一號,"24.963721,121.258303",2,4071,中壢分局,,自強所,
大樓,EPA01312,自立里,12鄰榮安一街四０五號,"24.965176,121.25559",2,4475,中壢分局,,自強所,
教育機構,EPA01313,龍昌里,"中山東路三段四一四號 ","24.937091,121.251796",1,1098,中壢分局,V,龍興所,
大樓,EPA01314,中央里,"8鄰中山路一三八號 ","24.956131,121.224872",4,736,中壢分局,V,中壢所,
大樓,EPA01315,仁美里,28鄰金蜂四街七十六號二樓(4381392),"24.945909,121.248676",2,1318,中壢分局,V,仁愛所,
大樓,EPA01316,仁美里,29鄰金蜂四街五十一號三樓(4381389),"24.945919,121.248676",2,1174,中壢分局,V,仁愛所,
教育機構,EPA01317,普忠里,中北路200號,"24.957731,121.240753",2,1001,中壢分局,V,普仁所,
大樓,EPA01318,自立里,9鄰永福路一一三六號,"24.963266,121.253003",2,21210,中壢分局,,自強所,
透天,EPA01319,新明里,7鄰中央西路二段一０二號,"24.957453,121.223462",1,219,中壢分局,,興國所,
教育機構,EPA01320,後寮里,19鄰後興路二段四六０號,"24.945355,121.232095",1,1704,中壢分局,V,普仁所,
大樓,EPA01321,後寮里,25鄰後興路一段一二八號,"24.94159,121.247081",2,1068,中壢分局,,普仁所,
教育機構,EPA01322,普仁里,11鄰中北路88號,"24.956421,121.238198",1,1294,中壢分局,V,普仁所,
大樓,EPA01323,中山里,21鄰榮安十三街195號,"24.962484,121.260957",2,1977,中壢分局,V,自強所,
公寓,EPA01324,中原里,22鄰文化路162號,"24.975203,121.25347",1,406,中壢分局,,內壢所,
教育機構,EPA01325,普忠里,13鄰中北路200號,"24.95747,121.240744",1,3325,中壢分局,V,普仁所,
電信,EPA01326,中央里,8鄰復興路76號,"24.956609,121.224505",3,531,中壢分局,V,中壢所,機敏單位
大樓,EPA01327,健行里,21鄰中北路二段208巷41號,"24.952212,121.228177",1,921,中壢分局,V,中壢所,
警察,EPA01328,永福里,28鄰南園二路86號,"24.972361,121.233262",1,379,中壢分局,V,中福所,機敏單位
教育機構,EPA01329,普忠里,13鄰中北路200號,"24.957538,121.240776",1,2066,中壢分局,V,普仁所,
大樓,EPA01330,興國里,1鄰永嘉街90號,"24.95939,121.221245",1,1855,中壢分局,,興國所,
工廠,EPA01331,復華里,11鄰自強四路3號,"24.971644,121.243411",1,1279,中壢分局,V,文化所,
大樓,EPA01332,普仁里,22鄰實踐路225-25號,"24.957771,121.239481",1,2589,中壢分局,V,普仁所,
大樓,EPA01333,自信里,39鄰環中東路206巷23號2樓,"24.963691,121.256582",3,3498,中壢分局,V,自強所,
大樓,EPA01334,興華里,10鄰文化二路256號,"24.977053,121.25116",1,1889,中壢分局,V,文化所,
大樓,EPA01335,忠孝里,10鄰成章二街452號等,"24.980764,121.254951",2,4016,中壢分局,V,內壢所,
大樓,EPA01336,內定里,中園路二段506號,"24.999446,121.230533",1,433,中壢分局,V,文化所,
大樓,EPA01338,興華里,10鄰長樂街69巷12號,"24.977237,121.250229",1,770,中壢分局,V,文化所,
大樓,EPA01339,仁美里,27鄰金鋒四街50巷2號(4666331),"24.945665,121.248636",3,1289,中壢分局,V,仁愛所,
透天,EPA01340,普忠里,6鄰大仁五街2號,"24.956176,121.240996",1,312,中壢分局,,普仁所,
大樓,EPA01341,福德里,15鄰大華路57號,"24.978414,121.25887",1,828,中壢分局,V,內壢所,
大樓,EPA01342,復華里,3鄰中華路一段560號,"24.969988,121.251456",1,1294,中壢分局,,文化所,
教育機構,EPA01343,復華里,7鄰復華一街108號,"24.971202,121.248974",1,308,中壢分局,V,文化所,
大樓,EPA01344,普義里,4鄰普義路223號等,"24.962063,121.230834",2,4502,中壢分局,V,普仁所,
大樓,EPA01345,復興里,28鄰自強一路42號,"24.975837,121.244599",3,3043,中壢分局,V,文化所,
學校,EPA01346,自立里,7鄰永福路1200號,"24.968478,121.251807",1,1159,中壢分局,,自強所,
大樓,EPA01347,復華里,19鄰自強六路67號,"24.974641,121.248579",3,969,中壢分局,,文化所,
大樓,EPA01348,仁福里,25鄰仁福五街19號(4386037),"24.941387,121.255087",2,2158,中壢分局,V,仁愛所,
大樓,EPA01349,復華里,3鄰中華路一段556號,"24.970105,121.251893",2,4665,中壢分局,V,文化所,
大樓,EPA01350,復華里,3鄰長興街8號,"24.9701,121.250882",1,3516,中壢分局,V,文化所,
大樓,EPA01351,忠孝里,15鄰元生三街135號,"24.979154,121.253982",2,2823,中壢分局,V,內壢所,
教育機構,EPA01352,龍昌里,21鄰中山東路三段414號,"24.937103,121.251772",2,2157,中壢分局,V,龍興所,
透天,EPA01353,石頭里,3鄰中山路185號,"24.956436,121.2233",1,279,中壢分局,,中壢所,
大樓,EPA01354,新街里,5鄰元化路268號1樓之1,"24.962146,121.225188",2,1258,中壢分局,,中壢所,
大樓,EPA01355,興華里,31鄰文化二路272號,"24.977644,121.250899",2,1571,中壢分局,,文化所,
大樓,EPA01356,普義里,4鄰普義路237號,"24.962362,121.230554",2,5547,中壢分局,V,普仁所,
大樓,EPA01357,永福里,7鄰東園路50號,"24.982722,121.239977",1,3403,中壢分局,,中福所,
公家機構,EPA01358,內定里,定寧路31-1號,"24.993728,121.249702",2,2482,中壢分局,,文化所,
大樓,EPA01359,新街里,1鄰延平路176號,"24.963002,121.228583",1,1327,中壢分局,,中壢所,
大樓,EPA01360,興華里,10鄰文化二路305號1樓,"24.978756,121.250831",1,4428,中壢分局,V,文化所,
大樓,EPA01361,過嶺里,11鄰民族路六段436號,"24.963511,121.157103",1,5053,中壢分局,V,大崙所,
大樓,EPA01362,仁和里,10鄰仁德四街110號(4388103),"24.953101,121.261446",2,1289,中壢分局,V,仁愛所,
大樓,EPA01363,自信里,24鄰永福路926號1樓,"24.962563,121.254118",2,543,中壢分局,V,自強所,
大樓,EPA01364,興仁里,12鄰興仁路二段89號,"24.966833,121.262973",1,3142,中壢分局,V,自強所,
大樓,EPA01365,永福里,7鄰中園路158號,"24.968155,121.237121",1,2277,中壢分局,,中福所,
教育機構,EPA01366,普忠里,13鄰中北路200號,"24.957625,121.240776",1,676,中壢分局,V,普仁所,
大樓,EPA01367,仁義里,3鄰中園路15號,"24.965158,121.236271",2,1490,中壢分局,V,普仁所,
透天,EPA01368,普仁里,15鄰大勇一街38號,"24.954213,121.240217",1,216,中壢分局,,普仁所,
工廠,EPA01369,文化里,6鄰松江南路1號,"24.980649,121.245261",1,696,中壢分局,V,文化所,
大樓,EPA01370,五權里,22鄰五族二街172號3樓,"24.959094,121.206578",3,3137,中壢分局,,興國所,
大樓,EPA01371,復興里,28鄰自強一路32號6樓,"24.975485,121.245144",1,1122,中壢分局,V,文化所,
大樓,EPA01372,永光里,12鄰三光路205號2樓,"24.964022,121.213046",3,3153,中壢分局,,興國所,
大樓,EPA01373,興華里,31鄰文化二路318號12樓,"24.978835,121.250226",2,3119,中壢分局,V,文化所,
大樓,EPA01374,中堅里,2鄰光明路二段2巷2-1號(4382617),"24.938925,121.258135",2,1506,中壢分局,V,仁愛所,
大樓,EPA01375,忠孝里,1鄰文化路302號,"24.977968,121.251773",2,1360,中壢分局,V,內壢所,
教育機構,EPA01376,五權里,2鄰中大路300號,"24.968249,121.195259",0,7948,中壢分局,V,興國所,
大樓,EPA01377,忠義里,1鄰中園路18號,"24.965143,121.236476",3,3542,中壢分局,V,文化所,
透天,EPA01378,光明里,19鄰明德路260號,"24.961344,121.217227",2,286,中壢分局,,興國所,
大樓,EPA01379,金華里,35鄰六和路55號,"24.964179,121.224578",2,1921,中壢分局,V,中福所,
大樓,EPA01380,中堅里,16鄰龍東路631號(4382617),"24.937915,121.25856",2,1506,中壢分局,V,仁愛所,
公寓,EPA01381,興國里,1鄰永嘉街56號,"24.959523,121.221239",1,408,中壢分局,,興國所,
大樓,EPA01382,自信里,27鄰莊敬路829巷3號,"24.963685,121.254902",2,8110,中壢分局,,自強所,
大樓,EPA01383,文化里,21鄰長春五路48號,"24.979316,121.247901",2,1813,中壢分局,V,文化所,
公寓,EPA01384,芝芭里,4鄰民權路3段995巷2號,"24.987257,121.208219",1,275,中壢分局,V,青埔所,
透天,EPA01385,五權里,21鄰五族三街15號,"24.960284,121.206371",1,165,中壢分局,,興國所,
公寓,EPA01386,永福里,12鄰西園路101號,"24.982282,121.235964",1,241,中壢分局,V,中福所,
公寓,EPA01387,新街里,8鄰元化路260號,"24.962073,121.225547",2,353,中壢分局,V,中壢所,
大樓,EPA01388,光明里,4鄰民權路340號,"24.96338,121.217709",3,3523,中壢分局,V,興國所,
教育機構,EPA01389,普忠里,20鄰普忠路210號,"24.9597,121.245925",1,1467,中壢分局,V,普仁所,
大樓,EPA01390,中堅里,11鄰中山東路3段317號(4372755),"24.941326,121.251392",2,6350,中壢分局,V,仁愛所,
大樓,EPA01391,明德里,11鄰龍岡路二段73巷39號,"24.946363,121.229268",1,877,中壢分局,V,普仁所,
教育機構,EPA01392,內厝里,8鄰67-8號(高鐵南路三段657巷3號),"24.976313,121.233266",1,432,中壢分局,,大崙所,
工廠,EPA01393,復華里,3鄰中華路一段550-6號,"24.971737,121.252072",3,40549,中壢分局,,文化所,
大樓,EPA01394,光明里,4鄰民權路396號,"24.964715,121.217064",3,3355,中壢分局,V,興國所,
教育機構,EPA01395,永福里,4鄰萬能路1-1號,"24.990387,121.232171",1,1062,中壢分局,,中福所,
大樓,EPA01396,中正里,20鄰環中東路33號,"24.962125,121.255175",1,315,中壢分局,V,自強所,
公寓,EPA01397,至善里,22鄰龍昌路149巷25號,"24.939082,121.250586",1,337,中壢分局,V,龍興所,
大樓,EPA01398,興南里,18鄰九和一街1號22樓之1,"24.961997,121.223522",3,1883,中壢分局,V,中壢所,
大樓,EPA01399,仁福里,18鄰中山東路三段429巷57弄20號,"24.940072,121.253981",1,591,中壢分局,V,仁愛所,
大樓,EPA01400,龍德里,11鄰龍興路167號,"24.936454,121.239083",2,3245,中壢分局,V,龍興所,
公寓,EPA01401,興和里,9鄰新生路二段421號,"24.98493,121.223719",1,374,中壢分局,,興國所,
大樓,EPA01402,德義里,8鄰溪洲街1號,"24.956485,121.229091",3,1731,中壢分局,V,普仁所,
大樓,EPA01403,興仁里,12鄰興安一街36號,"24.966581,121.264461",3,1771,中壢分局,V,自強所,
大樓,EPA01404,仁美里,1鄰中山東路三段55號,"24.94556,121.247933",4,2153,中壢分局,V,仁愛所,
大樓,EPA01405,過嶺里,"樹籽路8號      ","24.967842,121.178677",2,3187,中壢分局,V,大崙所,
大樓,EPA01406,仁和里,6鄰仁德五街16號,"24.953563,121.262161",3,5250,中壢分局,V,仁愛所,
透天,EPA01407,健行里,3鄰新興路194巷18號,"24.95301,121.22736",1,174,中壢分局,,中壢所,
大樓,EPA01408,東興里,2鄰中北路二段231號,"24.953352,121.228974",3,1542,中壢分局,V,中壢所,
大樓,EPA01409,永福里,6鄰西園路130號3樓,"24.980486,121.234422",1,4047,中壢分局,,中福所,
大樓,EPA01410,芝芭里,1鄰文興路412號2樓,"24.999668,121.210234",1,640,中壢分局,V,青埔所,
大樓,EPA01411,普仁里,10鄰中北路53號,"24.957462,121.236085",1,855,中壢分局,V,普仁所,
教育機構,EPA01412,過嶺里,17鄰松智路2號,"24.960547,121.175444",1,1247,中壢分局,V,大崙所,
大樓,EPA01413,金華里,29鄰環北路352號,"24.965887,121.22415",3,5389,中壢分局,V,中福所,
大樓,EPA01414,龍慈里,35鄰龍川四街63號,"24.937031,121.244968",3,1972,中壢分局,V,龍興所,
大樓,EPA01415,文化里,21鄰長春五路60號,"24.979351,121.247846",2,5188,中壢分局,V,文化所,
金融機構,EPA01416,永光里,10鄰環西路二段230號,"24.964492,121.211636",4,2553,中壢分局,V,興國所,
大樓,EPA01417,龍興里,17鄰龍岡路三段115巷65弄55號,"24.939134,121.233384",3,1522,中壢分局,V,龍興所,
大樓,EPA01418,自強里,20鄰富國街35號,"24.96851,121.257838",2,1708,中壢分局,V,自強所,
公寓,EPA01419,青埔里,5鄰青埔六街47號,"25.005247,121.217182",1,436,中壢分局,V,青埔所,
