編號,里別,地址,避難所在之地下樓層數,可容納人數,經度,緯度,轄管分局,"unnamed (1)","unnamed (2)","unnamed (3)"
503.0,同心里,臺中市南屯區同心里大墩四街559號,1.0,1077.0,120.6503968,24.1521646,第四分局,,,
504.0,同心里,臺中市南屯區同心里大墩四街70號,1.0,200.0,120.6515265,24.15191518,第四分局,,,
505.0,同心里,臺中市南屯區同心里大墩四街72號,1.0,161.0,120.6522741,24.15168716,第四分局,,,
506.0,同心里,臺中市南屯區同心里大墩南路166號,1.0,386.0,120.6477788,24.15517578,第四分局,,,
507.0,同心里,臺中市南屯區同心里大墩路195號,1.0,211.0,120.6472965,24.15239651,第四分局,,,
508.0,同心里,臺中市南屯區同心里大墩路229號,1.0,1108.0,120.6475078,24.15041556,第四分局,,,
509.0,同心里,臺中市南屯區同心里大墩路329號,1.0,62.0,120.6511983,24.15234349,第四分局,,,
510.0,同心里,臺中市南屯區同心里大墩路457號,1.0,805.0,120.652589,24.15232647,第四分局,,,
511.0,同心里,臺中市南屯區同心里五權西路二段222號,1.0,1227.0,120.6531509,24.15620298,第四分局,,,
512.0,同心里,臺中市南屯區同心里五權西路二段270號,1.0,576.0,120.6507562,24.15261018,第四分局,,,
513.0,同心里,臺中市南屯區同心里文心路一段180號,1.0,225.0,120.6491372,24.1475503,第四分局,,,
514.0,同心里,臺中市南屯區同心里文心路一段190號,1.0,225.0,120.6475624,24.14402907,第四分局,,,
515.0,同心里,臺中市南屯區同心里文心路一段218號,1.0,433.0,120.6512029,24.15533723,第四分局,,,
516.0,同心里,臺中市南屯區同心里向上南路一段285號,1.0,104.0,120.6514938,24.15571782,第四分局,,,
517.0,同心里,臺中市南屯區同心里向上南路一段287號,1.0,245.0,120.6511534,24.15327586,第四分局,,,
518.0,同心里,臺中市南屯區同心里東興路292號,1.0,90.0,120.6492479,24.15171067,第四分局,,,
519.0,同心里,臺中市南屯區同心里精誠路652號,1.0,145.0,120.6508555,24.15007598,第四分局,,,
520.0,向心里,臺中市南屯區向心里文心南五路308號,1.0,972.0,120.6484619,24.14729832,第四分局,,,
521.0,向心里,臺中市南屯區向心里文心南路106號,1.0,1256.0,120.6509215,24.14890141,第四分局,,,
522.0,向心里,臺中市南屯區向心里文心南路41號,1.0,733.0,120.6522206,24.15221098,第四分局,,,
523.0,向心里,臺中市南屯區向心里文心南路63號,1.0,56.0,120.6487978,24.15257858,第四分局,,,
524.0,向心里,臺中市南屯區向心里文心南路95號,1.0,1140.0,120.6505282,24.15632308,第四分局,,,
525.0,向心里,臺中市南屯區向心里文心南路98號,1.0,889.0,120.6485386,24.14858701,第四分局,,,
526.0,向心里,臺中市南屯區向心里永春東351號,1.0,1043.0,120.6521228,24.15206937,第四分局,,,
527.0,向心里,臺中市南屯區向心里永春東339號,1.0,1043.0,120.6510135,24.15269385,第四分局,,,
528.0,向心里,臺中市南屯區向心里永春東路286巷2號,1.0,228.0,120.6509773,24.15265144,第四分局,,,
529.0,向心里,臺中市南屯區向心里永春東路679號,1.0,1651.0,120.6506542,24.15263263,第四分局,,,
530.0,向心里,臺中市南屯區向心里向心南路739號,1.0,463.0,120.6520649,24.15278089,第四分局,,,
531.0,向心里,臺中市南屯區向心里向心南路746號,1.0,2718.0,120.6503498,24.15027333,第四分局,,,
532.0,向心里,臺中市南屯區向心里向心南路905巷3號,1.0,1303.0,120.6476643,24.15310954,第四分局,,,
533.0,向心里,臺中市南屯區向心里南屯路二段405號,1.0,3863.0,120.6474288,24.15374581,第四分局,,,
534.0,南屯里,臺中市南屯區南屯里大墩四街567號,1.0,309.0,120.639621,24.142658,第四分局,,,
535.0,南屯里,臺中市南屯區南屯里大墩四街572號,1.0,213.0,120.638988,24.143055,第四分局,,,
536.0,南屯里,臺中市南屯區南屯里五福街171號,1.0,120.0,120.636604,24.137748,第四分局,,,
537.0,南屯里,臺中市南屯區南屯里五權西2段660號,1.0,734.0,120.63997,24.14201,第四分局,,,
538.0,南屯里,臺中市南屯區南屯里文心南五路350巷23號,1.0,93.0,120.64212,24.132902,第四分局,,,
539.0,南屯里,臺中市南屯區南屯里文心南五路350巷27號,1.0,93.0,120.642211,24.132987,第四分局,,,
540.0,南屯里,臺中市南屯區南屯里永春東一路551號,1.0,1056.0,120.641166,24.129963,第四分局,,,
541.0,南屯里,臺中市南屯區南屯里永春東一路706號,1.0,1119.0,120.641583,24.132906,第四分局,,,
542.0,南屯里,臺中市南屯區南屯里河南路4段690巷21號,1.0,1702.0,120.6379,24.14474,第四分局,,,
543.0,南屯里,臺中市南屯區南屯里河南路四段718號,1.0,2463.0,120.639141,24.143798,第四分局,,,
544.0,南屯里,臺中市南屯區南屯里南屯路二段222-5號,1.0,208.0,120.64973,24.13716,第四分局,,,
545.0,南屯里,臺中市南屯區南屯里南屯路二段247號,1.0,792.0,120.647914,24.136904,第四分局,,,
546.0,南屯里,臺中市南屯區南屯里南屯路三段219號,1.0,439.0,120.648621,24.13679,第四分局,,,
547.0,南屯里,臺中市南屯區南屯里南屯路三段227巷36號,1.0,348.0,120.655362,24.135085,第四分局,,,
548.0,南屯里,臺中市南屯區南屯里南屯路三段229巷3號,1.0,632.0,120.655292,24.134841,第四分局,,,
549.0,南屯里,臺中市南屯區南屯里南屯路三段82號,1.0,2147.0,120.652804,24.135988,第四分局,,,
550.0,南屯里,臺中市南屯區南屯里南永巷15號,1.0,52.0,120.63809,24.13911,第四分局,,,
551.0,南屯里,臺中市南屯區南屯里南興巷28弄22號,1.0,55.0,120.63812,24.13863,第四分局,,,
552.0,南屯里,臺中市南屯區南屯里惠德街297號,1.0,249.0,120.639731,24.14101,第四分局,,,
553.0,南屯里,臺中市南屯區南屯里萬和路147號,1.0,93.0,120.63954,24.13907,第四分局,,,
554.0,南屯里,臺中市南屯區南屯里萬和路149號,1.0,2847.0,120.6399,24.139538,第四分局,,,
555.0,南屯里,臺中市南屯區南屯里萬和路一段47號,1.0,450.0,120.638534,24.135936,第四分局,,,
556.0,南屯里,臺中市南屯區南屯里萬和路一段37號,1.0,74.0,120.63976,24.13515,第四分局,,,
557.0,南屯里,臺中市南屯區南屯里萬和路一段50號,1.0,49.0,120.63898,24.13654,第四分局,,,
558.0,南屯里,臺中市南屯區南屯里萬和路二段31號之25,1.0,1455.0,120.639934,24.140115,第四分局,,,
559.0,南屯里,臺中市南屯區南屯里萬和路二段32之3號,1.0,874.0,120.64002,24.14001,第四分局,,,
560.0,南屯里,臺中市南屯區南屯里黎明路1-65號,1.0,358.0,120.636422,24.136113,第四分局,,,
561.0,南屯里,臺中市南屯區南屯里黎明路1-66號,1.0,151.0,120.637812,24.138325,第四分局,,,
562.0,南屯里,臺中市南屯區南屯里黎明路21號,1.0,100.0,120.636422,24.136113,第四分局,,,
563.0,南屯里,臺中市南屯區南屯里黎明路一段1056號,1.0,1593.0,120.638307,24.13951,第四分局,,,
564.0,南屯里,臺中市南屯區南屯里黎明路一段940號,1.0,440.0,120.63679,24.13542,第四分局,,,
565.0,南屯里,臺中市南屯區南屯里黎明路一段968號,1.0,639.0,120.637393,24.136773,第四分局,,,
566.0,春安里,臺中市南屯區春安里工業18路31-1號,1.0,837.0,120.615472,24.149998,第四分局,,,
567.0,春安里,臺中市南屯區春安里工業區20路9號,1.0,105.0,120.615477,24.149787,第四分局,,,
568.0,春安里,臺中市南屯區春安里文山里忠勇路89號,1.0,229.0,120.615487,24.149825,第四分局,,,
569.0,春安里,臺中市南屯區春安里文山忠勇路97號,1.0,130.0,120.611605,24.136192,第四分局,,,
570.0,春安里,臺中市南屯區春安里保安二街168巷170號,1.0,1170.0,120.616407,24.151717,第四分局,,,
571.0,春安里,臺中市南屯區春安里保安三街58號,1.0,602.0,120.608421,24.134754,第四分局,,,
572.0,春安里,臺中市南屯區春安里建功路107號,1.0,813.0,120.587961,24.148209,第四分局,,,
573.0,春安里,臺中市南屯區春安里春安二街38號,1.0,208.0,120.611526,24.135864,第四分局,,,
574.0,春安里,臺中市南屯區春安里春安二街6號,4.0,398.0,120.596241,24.142648,第四分局,,,
575.0,春安里,臺中市南屯區春安里春安路109號,1.0,222.0,120.608942,24.134667,第四分局,,,
576.0,春安里,臺中市南屯區春安里春安路110號,1.0,70.0,120.593937,24.139679,第四分局,,,
577.0,春安里,臺中市南屯區春安里春安路117號,5.0,520.0,120.6082,24.162057,第四分局,,,
578.0,春安里,臺中市南屯區春安里嶺東南路159號,4.0,709.0,120.608337,24.130716,第四分局,,,
579.0,春安里,臺中市南屯區春安里嶺東南路173號,1.0,818.0,120.61089,24.129681,第四分局,,,
580.0,春社里,臺中市南屯區春社里工業區18路33號,1.0,368.0,120.607637,24.137986,第四分局,,,
581.0,春社里,臺中市南屯區春社里工業區22路37號,1.0,850.0,120.610589,24.14488,第四分局,,,
582.0,春社里,臺中市南屯區春社里中台路7號,1.0,699.0,120.610498,24.144618,第四分局,,,
583.0,春社里,臺中市南屯區春社里文山東巷11之20號,1.0,1198.0,120.613133,24.148309,第四分局,,,
584.0,春社里,臺中市南屯區春社里文山東巷11之27號,1.0,94.0,120.61265,24.14753,第四分局,,,
585.0,春社里,臺中市南屯區春社里永春北路38號,1.0,908.0,120.608171,24.131578,第四分局,,,
586.0,春社里,臺中市南屯區春社里永春北路53號,1.0,1261.0,120.614463,24.146843,第四分局,,,
587.0,春社里,臺中市南屯區春社里永春南路56巷16號,1.0,208.0,120.614548,24.147248,第四分局,,,
588.0,春社里,臺中市南屯區春社里忠勇路23之5號,1.0,722.0,120.597706,24.150524,第四分局,,,
589.0,春社里,臺中市南屯區春社里忠勇路23之7號,1.0,1689.0,120.598661,24.147749,第四分局,,,
590.0,春社里,臺中市南屯區春社里忠勇路25之9號,1.0,405.0,120.612862,24.146415,第四分局,,,
591.0,春社里,臺中市南屯區春社里忠勇路28之1號,1.0,505.0,120.613378,24.154772,第四分局,,,
592.0,春社里,臺中市南屯區春社里忠勇路46號,1.0,1216.0,120.612457,24.1459,第四分局,,,
593.0,春社里,臺中市南屯區春社里培德路9號,1.0,6827.0,120.611255,24.135764,第四分局,,,
594.0,春社里,臺中市南屯區春社里培德路7號,1.0,6827.0,120.610139,24.129275,第四分局,,,
595.0,春社里,臺中市南屯區春社里精科八路13號,1.0,2193.0,120.605941,24.1642,第四分局,,,
596.0,春社里,臺中市南屯區春社里精科八路7號,1.0,1178.0,120.593243,24.148778,第四分局,,,
597.0,春社里,臺中市南屯區春社里精科八路8號,1.0,14704.0,120.610648,24.145129,第四分局,,,
598.0,春社里,臺中市南屯區春社里精科八路10號,1.0,14704.0,120.608267,24.131535,第四分局,,,
599.0,春社里,臺中市南屯區春社里精科八路12號,1.0,14704.0,120.609044,24.135055,第四分局,,,
600.0,春社里,臺中市南屯區春社里精科中一路10號,1.0,796.0,120.610208,24.135992,第四分局,,,
601.0,春社里,臺中市南屯區春社里精科中一路12號,1.0,4285.0,120.613299,24.152473,第四分局,,,
602.0,春社里,臺中市南屯區春社里精科中一路18號,1.0,1079.0,120.6129,24.148372,第四分局,,,
603.0,春社里,臺中市南屯區春社里精科中二路11號,1.0,1255.0,120.611463,24.138335,第四分局,,,
604.0,春社里,臺中市南屯區春社里精科中二路13號,1.0,974.0,120.613536,24.145547,第四分局,,,
605.0,春社里,臺中市南屯區春社里精科中二路15號,1.0,68.0,120.593937,24.139679,第四分局,,,
606.0,春社里,臺中市南屯區春社里精科中二路1號,1.0,1250.0,120.608615,24.144992,第四分局,,,
607.0,春社里,臺中市南屯區春社里精科中路63號,1.0,1123.0,120.609098,24.144781,第四分局,,,
608.0,春社里,臺中市南屯區春社里精科五路1號,1.0,1036.0,120.608814,24.131506,第四分局,,,
609.0,春社里,臺中市南屯區春社里精科五路3號,1.0,145.0,120.594429,24.147867,第四分局,,,
610.0,春社里,臺中市南屯區春社里精科五路9號,1.0,414.0,120.608171,24.131578,第四分局,,,
611.0,春社里,臺中市南屯區春社里精科忠二路22號,1.0,477.0,120.608006,24.148454,第四分局,,,
612.0,春社里,臺中市南屯區春社里精科東路10號,1.0,1154.0,120.612503,24.147005,第四分局,,,
613.0,春社里,臺中市南屯區春社里精科南路20號,1.0,240.0,120.608977,24.131777,第四分局,,,
614.0,春社里,臺中市南屯區春社里精科南路28號,1.0,90.0,120.611254,24.135546,第四分局,,,
615.0,春社里,臺中市南屯區春社里精科南路99號,1.0,3295.0,120.599546,24.149159,第四分局,,,
616.0,春社里,臺中市南屯區春社里德興巷36弄8號,1.0,239.0,120.61416,24.143001,第四分局,,,
617.0,春社里,臺中市南屯區春社里德興巷56弄57號,1.0,136.0,120.607091,24.136232,第四分局,,,
618.0,春社里,臺中市南屯區春社里德興巷80弄47號,1.0,1105.0,120.611688,24.138714,第四分局,,,
619.0,春社里,臺中市南屯區春社里嶺東南路39號,1.0,104.0,120.60959,24.145453,第四分局,,,
620.0,春社里,臺中市南屯區春社里嶺東南路66號,1.0,556.0,120.612126,24.145576,第四分局,,,
621.0,春社里,臺中市南屯區春社里嶺東路12號,1.0,357.0,120.608911,24.145828,第四分局,,,
622.0,春社里,臺中市南屯區春社里嶺東路1號A棟,1.0,437.0,120.614287,24.148223,第四分局,,,
623.0,春社里,臺中市南屯區春社里嶺東路1號B棟,1.0,495.0,120.614692,24.145232,第四分局,,,
624.0,春社里,臺中市南屯區春社里嶺東路1號C棟,1.0,1494.0,120.588486,24.14872,第四分局,,,
625.0,春社里,臺中市南屯區春社里嶺東路1號,1.0,1574.0,120.591106,24.150051,第四分局,,,
626.0,春社里,臺中市南屯區春社里嶺東路2號A棟,1.0,420.0,120.61066,24.133275,第四分局,,,
627.0,春社里,臺中市南屯區春社里嶺東路2號B棟,1.0,195.0,120.609677,24.145665,第四分局,,,
628.0,春社里,臺中市南屯區春社里嶺東路2號,1.0,1893.0,120.612699,24.152782,第四分局,,,
629.0,春社里,臺中市南屯區春社里嶺東路10,1.0,1193.0,120.613196,24.139509,第四分局,,,
630.0,春社里,臺中市南屯區春社里嶺東路22號,1.0,1193.0,120.608615,24.144992,第四分局,,,
631.0,春社里,臺中市南屯區春社里嶺東路750號,1.0,502.0,120.608006,24.148454,第四分局,,,
632.0,春社里,臺中市南屯區春社里嶺東路776號,1.0,1216.0,120.597706,24.150524,第四分局,,,
633.0,黎明里,臺中市南屯區逢甲路247號,1.0,124.0,120.587961,24.148209,第四分局,,,
634.0,惠中里,臺中市南屯區惠中里18鄰大墩11街283號,2.0,99.0,120.609885,24.138283,第四分局,,,
635.0,惠中里,臺中市南屯區惠中里大川街50號,1.0,1367.0,120.609677,24.145665,第四分局,,,
636.0,惠中里,臺中市南屯區惠中里大正街36號,1.0,627.0,120.591106,24.150051,第四分局,,,
637.0,惠中里,臺中市南屯區惠中里大英街231號,1.0,598.0,120.608911,24.145828,第四分局,,,
638.0,惠中里,臺中市南屯區惠中里大通街68號,1.0,1392.0,120.609044,24.135055,第四分局,,,
639.0,惠中里,臺中市南屯區惠中里大聖街37號,1.0,6062.0,120.593243,24.148778,第四分局,,,
640.0,惠中里,臺中市南屯區惠中里大墩11街325號,1.0,518.0,120.610145,24.135061,第四分局,,,
641.0,惠中里,臺中市南屯區惠中里大墩12街431號,1.0,1045.0,120.612748,24.145814,第四分局,,,
642.0,惠中里,臺中市南屯區惠中里大墩七街526號,1.0,623.0,120.610491,24.143084,第四分局,,,
643.0,惠中里,臺中市南屯區惠中里大墩十一街285號,1.0,155.0,120.654962,24.14326342,第四分局,,,
644.0,惠中里,臺中市南屯區惠中里大墩十一街297號,1.0,613.0,120.6514154,24.13893133,第四分局,,,
645.0,惠中里,臺中市南屯區惠中里大墩十一街350號,1.0,149.0,120.6485803,24.14289275,第四分局,,,
646.0,惠中里,臺中市南屯區惠中里大墩十二街281號,1.0,734.0,120.6474503,24.13891807,第四分局,,,
647.0,惠中里,臺中市南屯區惠中里大墩十二街361號,1.0,304.0,120.6536368,24.13947493,第四分局,,,
648.0,惠中里,臺中市南屯區惠中里大墩十街298號,1.0,1200.0,120.64867,24.13792813,第四分局,,,
649.0,惠中里,臺中市南屯區惠中里大墩十街331號,1.0,395.0,120.6513409,24.14095456,第四分局,,,
650.0,惠中里,臺中市南屯區惠中里大墩路501號,1.0,321.0,120.6531094,24.14158623,第四分局,,,
651.0,惠中里,臺中市南屯區惠中里大觀路11號,1.0,1561.0,120.6472979,24.13903747,第四分局,,,
652.0,惠中里,臺中市南屯區惠中里大觀路215號,1.0,893.0,120.6511457,24.14134176,第四分局,,,
653.0,惠中里,臺中市南屯區惠中里公益路二段103號,1.0,684.0,120.6488866,24.14119034,第四分局,,,
654.0,惠中里,臺中市南屯區惠中里公益路二段17號,1.0,152.0,120.6495663,24.13796724,第四分局,,,
655.0,惠中里,臺中市南屯區惠中里公益路二段399號,1.0,155.0,120.6486937,24.13949126,第四分局,,,
656.0,惠中里,臺中市南屯區惠中里文心路一段351號,1.0,86.0,120.648069,24.14248081,第四分局,,,
657.0,惠中里,臺中市南屯區惠中里文心路一段371號,1.0,434.0,120.6481262,24.1426144,第四分局,,,
658.0,惠中里,臺中市南屯區惠中里永春東七路892號,1.0,4781.0,120.6490001,24.1413189,第四分局,,,
659.0,惠中里,臺中市南屯區惠中里向上路一段578號,1.0,390.0,120.6485752,24.14752931,第四分局,,,
660.0,惠中里,臺中市南屯區惠中里向上路一段638號,1.0,66.0,120.6544737,24.14364815,第四分局,,,
661.0,惠中里,臺中市南屯區惠中里向上路一段646號,1.0,65.0,120.6539419,24.13868991,第四分局,,,
662.0,惠中里,臺中市南屯區惠中里向上路一段668號,1.0,634.0,120.6514828,24.14142134,第四分局,,,
663.0,惠中里,臺中市南屯區惠中里向上路一段688號,1.0,115.0,120.6479034,24.14196026,第四分局,,,
664.0,惠中里,臺中市南屯區惠中里惠中路三段79號,3.0,592.0,120.6542569,24.13885248,第四分局,,,
665.0,惠中里,臺中市南屯區惠中里惠文路529號,1.0,895.0,120.6515098,24.14232034,第四分局,,,
666.0,惠中里,臺中市南屯區惠中里惠文路536號,1.0,1006.0,120.6515257,24.15292421,第四分局,,,
667.0,惠中里,臺中市南屯區惠中里惠文路596號,1.0,417.0,120.6489346,24.14833782,第四分局,,,
668.0,新生里,臺中市南屯區新生里1鄰新富路667號,1.0,59.0,120.6417553,24.14017128,第四分局,,,
669.0,新生里,臺中市南屯區新生里7鄰龍富十一街32號,1.0,1116.0,120.6417532,24.14235156,第四分局,,,
670.0,新生里,臺中市南屯區新生里永春路32之5號,1.0,605.0,120.6541568,24.1439291,第四分局,,,
671.0,新生里,臺中市南屯區新生里永春路38之2號,1.0,502.0,120.653964,24.13835079,第四分局,,,
672.0,新生里,臺中市南屯區新生里向上路三段377號,1.0,196.0,120.6493618,24.14287242,第四分局,,,
673.0,新生里,臺中市南屯區新生里向上路三段380號,1.0,366.0,120.6544435,24.1386296,第四分局,,,
674.0,新生里,臺中市南屯區新生里向上路三段497號,1.0,682.0,120.6540513,24.14469962,第四分局,,,
675.0,新生里,臺中市南屯區新生里益豐路463號,1.0,63.0,120.6542925,24.14390722,第四分局,,,
676.0,新生里,臺中市南屯區新生里益豐路四段107號,1.0,77.0,120.6256876,24.1427034,第四分局,,,
677.0,新生里,臺中市南屯區新生里益豐路四段495號,1.0,905.0,120.6258413,24.1493345,第四分局,,,
678.0,新生里,臺中市南屯區新生里新富一街2號,1.0,88.0,120.6254886,24.1367907,第四分局,,,
679.0,新生里,臺中市南屯區新生里新富一街6號,1.0,62.0,120.6252909,24.1367967,第四分局,,,
680.0,新生里,臺中市南屯區新生里新富路305號,1.0,532.0,120.6219971,24.1426952,第四分局,,,
681.0,新生里,臺中市南屯區新生里新富路408號,1.0,226.0,120.6227896,24.145662,第四分局,,,
682.0,新生里,臺中市南屯區新生里新富路608號,1.0,377.0,120.6231037,24.1362636,第四分局,,,
683.0,新生里,臺中市南屯區新生里龍富十路170號,1.0,597.0,120.6255819,24.1365402,第四分局,,,
684.0,新生里,臺中市南屯區新生里龍富十路96號,1.0,107.0,120.6231377,24.1414252,第四分局,,,
685.0,新生里,臺中市南屯區新生里龍富四路39號,1.0,780.0,120.6232434,24.1475729,第四分局,,,
686.0,新生里,臺中市南屯區新生里龍富路四段333號,1.0,134.0,120.6234613,24.1413249,第四分局,,,
687.0,新生里,臺中市南屯區新生里龍富路四段38號,1.0,185.0,120.6235235,24.142632,第四分局,,,
688.0,新生里,臺中市南屯區新生里龍富路四段86號,1.0,318.0,120.6234613,24.1413249,第四分局,,,
689.0,新生里,臺中市南屯區新生里龍德一路122號,1.0,3590.0,120.6217068,24.1481254,第四分局,,,
690.0,楓樹里,臺中市南屯區楓樹里19鄰楓樹六街166之1號,1.0,57.0,120.62826,24.11673,第四分局,,,
691.0,楓樹里,臺中市南屯區楓樹里6鄰楓樹巷37巷15號,1.0,532.0,120.6294,24.11844,第四分局,,,
692.0,楓樹里,臺中市南屯區楓樹里互愛巷39號,1.0,118.0,120.627426,24.114574,第四分局,,,
693.0,楓樹里,臺中市南屯區楓樹里互愛巷60號,1.0,122.0,120.627416,24.114864,第四分局,,,
694.0,楓樹里,臺中市南屯區楓樹里互愛巷40號,1.0,122.0,120.6279,24.11494,第四分局,,,
695.0,楓樹里,臺中市南屯區楓樹里永春東二路50之1號,1.0,313.0,120.63107,24.11848,第四分局,,,
696.0,楓樹里,臺中市南屯區楓樹里永春東三路29號,1.0,2556.0,120.629426,24.113052,第四分局,,,
697.0,楓樹里,臺中市南屯區楓樹里永春東三路365號,1.0,148.0,120.637741,24.132739,第四分局,,,
698.0,楓樹里,臺中市南屯區楓樹里南屯路二段228巷20號,1.0,786.0,120.6497,24.13706,第四分局,,,
699.0,楓樹里,臺中市南屯區楓樹里楓樹一街2號,3.0,666.0,120.627752,24.11334,第四分局,,,
700.0,楓樹里,臺中市南屯區楓樹里楓樹一街6號,1.0,666.0,120.627628,24.113354,第四分局,,,
701.0,楓樹里,臺中市南屯區楓樹里楓樹西街135號,1.0,535.0,120.62891,24.11728,第四分局,,,
702.0,楓樹里,臺中市南屯區楓樹里楓樹東街521號,1.0,567.0,120.63229,24.11767,第四分局,,,
703.0,楓樹里,臺中市南屯區楓樹里楓樹巷10之1號,1.0,520.0,120.631618,24.116326,第四分局,,,
704.0,楓樹里,臺中市南屯區楓樹里楓樹巷113號,1.0,302.0,120.63132,24.116866,第四分局,,,
705.0,楓樹里,臺中市南屯區楓樹里楓樹巷119號,1.0,302.0,120.6305,24.11709,第四分局,,,
706.0,楓樹里,臺中市南屯區楓樹里楓樹巷388號,1.0,127.0,120.631392,24.116814,第四分局,,,
707.0,楓樹里,臺中市南屯區楓樹里萬和路一段13巷7號,1.0,87.0,120.6375,24.13455,第四分局,,,
708.0,鎮平里,臺中市南屯區楓樹里萬和路一段13巷15號,1.0,333.0,120.63762,24.13493,第四分局,,,
709.0,楓樹里,臺中市南屯區楓樹里萬和路一段互愛巷7-3號,1.0,55.0,120.62893,24.11442,第四分局,,,
710.0,楓樹里,臺中市南屯區楓樹里黎明路7巷38號,1.0,75.0,120.62501,24.11356,第四分局,,,
711.0,楓樹里,臺中市南屯區楓樹里黎明路7巷46號,1.0,75.0,120.62476,24.11363,第四分局,,,
712.0,楓樹里,臺中市南屯區楓樹里黎明路7巷50號,1.0,75.0,120.62468,24.11362,第四分局,,,
713.0,楓樹里,臺中市南屯區楓樹里黎明路7巷54號,1.0,75.0,120.62454,24.11357,第四分局,,,
714.0,楓樹里,臺中市南屯區楓樹里黎明路7巷58弄28號,1.0,250.0,120.62406,24.1135,第四分局,,,
715.0,南屯里,臺中市南屯區楓樹里黎明路28號,1.0,55.0,120.62614,24.11299,第四分局,,,
716.0,楓樹里,臺中市南屯區楓樹里黎明路7巷58弄30號,1.0,72.0,120.62711,24.11345,第四分局,,,
717.0,楓樹里,臺中市南屯區楓樹里黎明路7巷58弄34號,1.0,75.0,120.62812,24.11347,第四分局,,,
718.0,永定里,臺中市南屯區楓樹里黎明路7巷9-1號,1.0,55.0,120.62611,24.11332,第四分局,,,
719.0,楓樹里,臺中市南屯區楓樹里黎明路一段109號,1.0,1604.0,120.626852,24.116716,第四分局,,,
720.0,楓樹里,臺中市南屯區楓樹里黎明路一段1130號,1.0,1566.0,120.638351,24.141383,第四分局,,,
721.0,楓樹里,臺中市南屯區楓樹里黎明路一段1152號,1.0,1554.0,120.638147,24.141894,第四分局,,,
722.0,楓樹里,臺中市南屯區楓樹里黎明路一段157巷25號,1.0,1135.0,120.635745,24.137352,第四分局,,,
723.0,楓樹里,臺中市南屯區楓樹里黎明路一段304號,1.0,1208.0,120.628027,24.118604,第四分局,,,
724.0,楓樹里,臺中市南屯區楓樹里黎明路一段41號,1.0,161.0,120.625761,24.113126,第四分局,,,
725.0,楓樹里,臺中市南屯區楓樹里黎明路一段425號,1.0,410.0,120.628094,24.119667,第四分局,,,
726.0,溝墘里,臺中市南屯區溝墘里大光街102號,1.0,61.0,120.6521232,24.14232532,第四分局,,,
727.0,溝墘里,臺中市南屯區溝墘里大光街114號,1.0,145.0,120.6523125,24.14232522,第四分局,,,
728.0,溝墘里,臺中市南屯區溝墘里大光街124號,1.0,263.0,120.6469775,24.14243556,第四分局,,,
729.0,溝墘里,臺中市南屯區溝墘里大光街249號,1.0,239.0,120.6488622,24.13812732,第四分局,,,
730.0,溝墘里,臺中市南屯區溝墘里大光街364號,1.0,2205.0,120.6483126,24.14132621,第四分局,,,
731.0,溝墘里,臺中市南屯區溝墘里大昌街462號,1.0,175.0,120.6485913,24.142069,第四分局,,,
732.0,溝墘里,臺中市南屯區溝墘里大昌街465巷2號,1.0,147.0,120.6485692,24.14653604,第四分局,,,
733.0,溝墘里,臺中市南屯區溝墘里大昌街471號,1.0,390.0,120.6474969,24.14113356,第四分局,,,
734.0,溝墘里,臺中市南屯區溝墘里大昌街480號,1.0,559.0,120.6423877,24.13990123,第四分局,,,
735.0,溝墘里,臺中市南屯區溝墘里大昌街511號,1.0,659.0,120.6523808,24.14098776,第四分局,,,
736.0,溝墘里,臺中市南屯區溝墘里大昌街515號,1.0,309.0,120.6527892,24.14504958,第四分局,,,
737.0,溝墘里,臺中市南屯區溝墘里大英西街73號,1.0,241.0,120.6545206,24.14092956,第四分局,,,
738.0,溝墘里,臺中市南屯區溝墘里大英街229號,1.0,701.0,120.646234,24.14124006,第四分局,,,
739.0,溝墘里,臺中市南屯區溝墘里大英街292號,1.0,187.0,120.646234,24.14124006,第四分局,,,
740.0,溝墘里,臺中市南屯區溝墘里大英街309號,1.0,134.0,120.6458119,24.15268161,第四分局,,,
741.0,溝墘里,臺中市南屯區溝墘里大英街427號,1.0,1864.0,120.6470441,24.14368126,第四分局,,,
742.0,溝墘里,臺中市南屯區溝墘里大英街463號,1.0,486.0,120.6423252,24.1423152,第四分局,,,
743.0,溝墘里,臺中市南屯區溝墘里大英街363號,1.0,175.0,120.6222152,24.14706395,第四分局,,,
744.0,溝墘里,臺中市南屯區溝墘里大英街485號,1.0,577.0,120.6461723,24.14706395,第四分局,,,
745.0,溝墘里,臺中市南屯區溝墘里大英街591號,1.0,377.0,120.6481748,24.14706395,第四分局,,,
746.0,溝墘里,臺中市南屯區溝墘里大英街599號,1.0,1331.0,120.6507378,24.14734094,第四分局,,,
747.0,溝墘里,臺中市南屯區溝墘里大英街602號,1.0,690.0,120.6511405,24.1526058,第四分局,,,
748.0,溝墘里,臺中市南屯區溝墘里大英街603號,1.0,845.0,120.6421673,24.1463319,第四分局,,,
749.0,溝墘里,臺中市南屯區溝墘里大英街617號,1.0,65.0,120.6463969,24.14043665,第四分局,,,
750.0,溝墘里,臺中市南屯區溝墘里大容西街2號,1.0,181.0,120.6535643,24.13895522,第四分局,,,
751.0,溝墘里,臺中市南屯區溝墘里大容東街11號,1.0,785.0,120.6469509,24.146306,第四分局,,,
