類別,編號,里別,防空避難設備地址,Location,地下層數位址,可容納人數,備註
一般建築,D1276,龍鳳里,高雄市小港區龍鳳里15鄰岐山一路16號,"22.516663,120.355003",1,31.0,
一般建築,D1277,龍鳳里,高雄市小港區龍鳳里15鄰鳳鳴路239號,"22.517046,120.355687",1,22.0,
一般建築,D1278,龍鳳里,高雄市小港區龍鳳里15鄰鳳鳴路241號,"22.517091,120.355631",1,21.0,
工廠,D1279,龍鳳里,高雄市小港區龍鳳里1鄰大業南路11號,"22.523251,120.362926",1,113.0,
工廠,D1280,龍鳳里,高雄市小港區龍鳳里1鄰大業南路15之1號,"22.524291,120.36349",1,80.0,
工廠,D1281,龍鳳里,高雄市小港區龍鳳里1鄰大業南路15之3號,"22.524791,120.363705",1,211.0,
工廠,D1282,龍鳳里,高雄市小港區龍鳳里1鄰大業南路15號,"22.524111,120.36338",1,86.0,
工廠,D1283,龍鳳里,高雄市小港區龍鳳里1鄰大業南路17之1號,"22.525552,120.363855",1,159.0,
工廠,D1284,龍鳳里,高雄市小港區龍鳳里1鄰大業南路17號,"22.525023,120.36384",1,93.0,
工廠,D1285,龍鳳里,高雄市小港區龍鳳里1鄰大業南路19號,"22.525718,120.364242",1,119.0,
工廠,D1286,龍鳳里,高雄市小港區龍鳳里1鄰大業南路23號,"22.526486,120.364621",1,72.0,
工廠,D1287,龍鳳里,高雄市小港區龍鳳里1鄰大業南路25之1號,"22.527432,120.365172",1,225.0,
工廠,D1288,龍鳳里,高雄市小港區龍鳳里1鄰大業南路25號,"22.526237,120.364529",1,248.0,
工廠,D1289,龍鳳里,高雄市小港區龍鳳里1鄰大業南路29號,"22.527888,120.36545",1,107.0,
工廠,D1290,龍鳳里,高雄市小港區龍鳳里1鄰大業南路31號,"22.528254,120.365654",1,2955.0,
工廠,D1291,龍鳳里,高雄市小港區龍鳳里1鄰大業南路33號,"22.52872,120.365881",1,313.0,
工廠,D1292,龍鳳里,高雄市小港區龍鳳里1鄰大業南路33號,"22.528793572564236, 120.36582327659491",1,58.0,
工廠,D1293,龍鳳里,高雄市小港區龍鳳里1鄰大業南路7號,"22.519821,120.360974",1,433.0,
工廠,D1294,龍鳳里,高雄市小港區龍鳳里1鄰中亨街26號,"22.525621,120.361341",1,183.0,
工廠,D1295,龍鳳里,高雄市小港區龍鳳里1鄰中亨街30號,"22.526095,120.361599",1,69.0,
工廠,D1296,龍鳳里,高雄市小港區龍鳳里1鄰中亨街32號,"22.52642,120.361795",1,229.0,
工廠,D1297,龍鳳里,高雄市小港區龍鳳里1鄰中亨街34號,"22.526951,120.362082",1,172.0,
工廠,D1298,龍鳳里,高雄市小港區龍鳳里1鄰中亨街36號,"22.527263,120.362323",1,160.0,
工廠,D1299,龍鳳里,高雄市小港區龍鳳里1鄰中亨街46號,"22.528801,120.363127",1,241.0,
工廠,D1300,龍鳳里,高雄市小港區龍鳳里1鄰中亨街48號,"22.529226,120.363704",1,173.0,
工廠,D1301,龍鳳里,高雄市小港區龍鳳里1鄰中亨街48號,"22.529555230052964, 120.36360383193389",1,155.0,
工廠,D1302,龍鳳里,高雄市小港區龍鳳里1鄰中亨街48號,"22.529513112407816, 120.36357030432048",1,1247.0,
工廠,D1303,龍鳳里,高雄市小港區龍鳳里1鄰中亨街48號,"22.529495150467017, 120.36359846751573",1,2044.0,
工廠,D1304,龍鳳里,高雄市小港區龍鳳里1鄰中亨街52號,"22.530508,120.364061",1,96.0,
工廠,D1305,龍鳳里,高雄市小港區龍鳳里1鄰中利街16號,"22.524349,120.361585",1,100.0,
工廠,D1306,龍鳳里,高雄市小港區龍鳳里1鄰興業街10號,"22.524595,120.36232",1,47.0,
工廠,D1307,龍鳳里,高雄市小港區龍鳳里1鄰興業街12號,"22.524754,120.362426",1,74.0,
工廠,D1308,龍鳳里,高雄市小港區龍鳳里1鄰興業街15號,"22.525345,120.362465",1,57.0,
工廠,D1309,龍鳳里,高雄市小港區龍鳳里1鄰興業街19號,"22.526546,120.362885",1,123.0,
工廠,D1310,龍鳳里,高雄市小港區龍鳳里1鄰興業街25號,"22.526133,120.362917",1,48.0,
工廠,D1311,龍鳳里,高雄市小港區龍鳳里1鄰興業街27號,"22.526869,120.363062",1,88.0,
工廠,D1312,龍鳳里,高雄市小港區龍鳳里1鄰興業街29號,"22.527028,120.36315",1,87.0,
工廠,D1313,龍鳳里,高雄市小港區龍鳳里1鄰興業街2號,"22.524,120.36227",1,153.0,
工廠,D1314,龍鳳里,高雄市小港區龍鳳里1鄰興業街33號,"22.527246,120.363525",1,107.0,
工廠,D1315,龍鳳里,高雄市小港區龍鳳里1鄰興業街34號,"22.525801,120.362987",1,138.0,
工廠,D1316,龍鳳里,高雄市小港區龍鳳里1鄰興業街36號,"22.526107,120.363193",1,303.0,
工廠,D1317,龍鳳里,高雄市小港區龍鳳里1鄰興業街37號,"22.527906,120.363885",1,137.0,
工廠,D1318,龍鳳里,高雄市小港區龍鳳里1鄰興業街38號,"22.526523,120.363392",1,121.0,
工廠,D1319,龍鳳里,高雄市小港區龍鳳里1鄰興業街39號,"22.52806,120.363986",1,51.0,
工廠,D1320,龍鳳里,高雄市小港區龍鳳里1鄰興業街3號,"22.524685,120.362116",1,49.0,
工廠,D1321,龍鳳里,高雄市小港區龍鳳里1鄰興業街41號,"22.528303,120.364051",1,105.0,
工廠,D1322,龍鳳里,高雄市小港區龍鳳里1鄰興業街42號,"22.526831,120.363603",1,82.0,
工廠,D1323,龍鳳里,高雄市小港區龍鳳里1鄰興業街44號,"22.527069,120.363726",1,187.0,
工廠,D1324,龍鳳里,高雄市小港區龍鳳里1鄰興業街46號,"22.527487,120.363963",1,245.0,
工廠,D1325,龍鳳里,高雄市小港區龍鳳里1鄰興業街46號,"22.527215809975274, 120.36392388734218",1,157.0,
工廠,D1326,龍鳳里,高雄市小港區龍鳳里1鄰興業街50號,"22.527788,120.364142",1,43.0,
工廠,D1327,龍鳳里,高雄市小港區龍鳳里1鄰興業街52號,"22.527954,120.364191",1,25.0,
工廠,D1328,龍鳳里,高雄市小港區龍鳳里1鄰興業街54號,"22.528233,120.364273",1,160.0,
工廠,D1329,龍鳳里,高雄市小港區龍鳳里1鄰興業街5號,"22.524846,120.362189",1,142.0,
工廠,D1330,龍鳳里,高雄市小港區龍鳳里1鄰興業街6號,"22.524296,120.362151",1,35.0,
一般建築,D1331,龍鳳里,高雄市小港區龍鳳里2鄰岐山一路68之2號,"22.516508,120.353423",1,119.0,
工廠,D1332,龍鳳里,高雄市小港區龍鳳里3鄰中智街3號,"22.529382,120.365757",1,131.0,
一般建築,D1333,濟南里,高雄市小港區濟南里11鄰山明路605號,"22.570744,120.36086",1.2,1133.0,
一般建築,D1334,濟南里,高雄市小港區濟南里11鄰山明路605號,"22.570793533367443, 120.36089476851431",1.2,1178.0,
一般建築,D1335,濟南里,高雄市小港區濟南里12鄰宏平路322號,"22.569779,120.360421",1.2,1718.0,
一般建築,D1336,濟南里,高雄市小港區濟南里12鄰宏平路360號,"22.57008,120.35923",2,3015.0,
一般建築,D1337,濟南里,高雄市小港區濟南里12鄰青山街93巷31號,"22.570492,120.360699",1.2,1332.0,
一般建築,D1338,濟南里,高雄市小港區濟南里山明路618號,"22.571172,120.361061",1,1079.0,
一般建築,D1339,濟南里,高雄市小港區濟南里宏平路362號,"22.57008,120.359087",1,455.0,
一般建築,D1340,濟南里,高雄市小港區濟南里青山街122號,"22.571028,120.359139",1,1673.0,
一般建築,D1341,濟南里,高雄市小港區濟南里青山街123巷45號,"22.570419,120.360276",1,2114.0,
一般建築,D1342,濟南里,高雄市小港區濟南里青山街22巷33號,"22.572085,120.361446",1,52.0,
一般建築,D1343,濟南里,高雄市小港區濟南里青山街46號,"22.57215,120.361699",1,29.0,
一般建築,D1344,濟南里,高雄市小港區濟南里青山街48號,"22.572123,120.361677",1,29.0,
一般建築,D1345,濟南里,高雄市小港區濟南里青山街49號,"22.571807,120.361729",1,18.0,
一般建築,D1346,濟南里,高雄市小港區濟南里青山街50號,"22.572105,120.361648",1,29.0,
一般建築,D1347,濟南里,高雄市小港區濟南里青山街52號,"22.572078,120.361615",1,26.0,
一般建築,D1348,濟南里,高雄市小港區濟南里青山街53號,"22.571688,120.361624",1,27.0,
一般建築,D1349,濟南里,高雄市小港區濟南里青山街54號,"22.57205,120.361589",1,26.0,
一般建築,D1350,濟南里,高雄市小港區濟南里青山街55號,"22.571662,120.361591",1,41.0,
一般建築,D1351,濟南里,高雄市小港區濟南里青山街56號,"22.572032,120.361562",1,26.0,
一般建築,D1352,濟南里,高雄市小港區濟南里青山街57號,"22.571635,120.361562",1,41.0,
一般建築,D1353,濟南里,高雄市小港區濟南里青山街58號,"22.571995,120.361529",1,26.0,
一般建築,D1354,濟南里,高雄市小港區濟南里青山街59號,"22.571608,120.361534",1,40.0,
一般建築,D1355,濟南里,高雄市小港區濟南里青山街60號,"22.571887,120.361394",1,29.0,
一般建築,D1356,濟南里,高雄市小港區濟南里青山街61號,"22.57159,120.361507",1,40.0,
一般建築,D1357,濟南里,高雄市小港區濟南里青山街62號,"22.571833,120.361399",1,29.0,
一般建築,D1358,濟南里,高雄市小港區濟南里青山街63號,"22.571562,120.361476",1,39.0,
一般建築,D1359,濟南里,高雄市小港區濟南里青山街64號,"22.571833,120.361338",1,29.0,
一般建築,D1360,濟南里,高雄市小港區濟南里青山街65號,"22.571535,120.361452",1,39.0,
一般建築,D1361,濟南里,高雄市小港區濟南里青山街66號,"22.571805,120.361299",1,30.0,
一般建築,D1362,濟南里,高雄市小港區濟南里青山街67號,"22.571508,120.361421",1,67.0,
一般建築,D1363,濟南里,高雄市小港區濟南里青山街71巷24號,"22.570841,120.361721",1,962.0,
一般建築,D1364,濟南里,高雄市小港區濟南里青山街73號,"22.571317,120.361151",1,112.0,
一般建築,D1365,濟南里,高雄市小港區濟南里飛機路276號,"22.573291,120.360119",1,67.0,
一般建築,D1366,濟南里,高雄市小港區濟南里飛機路296號,"22.573322,120.359613",1,103.0,
一般建築,D1367,濟南里,高雄市小港區濟南里廠邊二路55號,"22.571797,120.356836",1,20.0,
一般建築,D1368,中庄里,高雄市大寮區中庄里大寮區鳳屏一路502號,"22.636647829657093, 120.39339163942466",1,98.0,
一般建築,FS0465,新武里,高雄市鳳山區新武里武營路136號,"22.60922468350478, 120.33787375889554",1.2.3,3871.0,
一般建築,FS0467,鳳東里,高雄市鳳山區鳳東里鳳捷路40號,"22.627233496237668, 120.38564726342018",1.2,4435.0,
一般建築,FS0464,三民里,高雄市鳳山區三民里三民路18號,"22.62130976464966, 120.362276120781",1.2.3,3744.0,
一般建築,FS0466,東門里,高雄市鳳山區東門里東福街16號,"22.6231217517096, 120.37545848729022",1.2.3.4,7585.0,
一般建築,QJ4325,竹北里,高雄市前鎮區竹北里英明路19號,"22.612492098502234, 120.3250664830149",1.2.3,6434.0,
一般建築,QJ4326,瑞竹里,高雄市前鎮區瑞竹里籬仔內路19號,"22.603852398149364, 120.32326347496917",1.2.3.4,11127.0,
一般建築,DL0533,中庄里,高雄市大寮區中庄里四維路286號,"22.637120756097033, 120.39690769563546",1.2,3176.0,
工廠宿舍,DL0539,上寮里,高雄市大寮區上寮里上發五路9號,"22.59446648326237, 120.42576865613051",1,1335.0,
一般建築,XG2729,順苓里,高雄市小港區順苓里康莊路99號,"22.568516833714718, 120.35543867228176",1.2.3,5851.0,
藝文設施,FS468,新強里,高雄市鳳山區新強里三多一路1號,"22.623017198280998, 120.342434893618",1.2.,85251.0,
一般建築,FS469,忠義里,高雄市鳳山區忠義里中山西路376號,"22.628859196239087, 120.34160729332862",2,11647.0,
一般建築,FS470,新樂里,高雄市鳳山區新樂里大明路183號,"22.610538805429872, 120.34139844057525",2,6299.0,
一般建築,FS471,海洋里,高雄市鳳山區海洋里新富路450號,"22.613016488495273, 120.34601916414023",3,4067.0,
一般建築,FS472,新泰里,高雄市鳳山區新泰里新強路13號,"22.610905404924274, 120.34391545244719",2,3128.0,
政府機關,FS473,忠孝里,高雄市鳳山區忠孝里光復路二段120號,"22.63027982613502, 120.34745606480428",1,3002.0,
一般建築,FS474,老爺里,高雄市鳳山區老爺里五甲一路612號,"22.6102616349978, 120.3487232904981",3,1944.0,
一般建築,FS475,新武里,高雄市鳳山區新武里武營路52巷90號,"22.607252041139894, 120.34000201859159",2,1336.0,
一般建築,FS476,新甲里,高雄市鳳山區新甲里新樂街111號,"22.608646631631835, 120.3427963244637",2,3609.0,
