類別,電腦編號,行政區,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,"unnamed (1)","unnamed (2)","unnamed (3)","unnamed (4)","unnamed (5)","unnamed (6)"
一般建築,QJ3746,區草衙里,草衙里,高雄市前鎮區草衙里天后街72號,"22.571071,120.321057",1,320.0,前鎮分局,,,,,,,
一般建築,QJ4096,區瑞華里,瑞華里,高雄市前鎮區瑞華里瑞安街56號,"22.607837,120.336153",1,327.0,前鎮分局,,,,,,,
一般建築,QJ4141,區草衙里,草衙里,高雄市前鎮區草衙里天倫街130號,"22.573865,120.322028",1,339.0,前鎮分局,,,,,,,
一般建築,QJ3679,區瑞和里,瑞和里,高雄市前鎮區瑞和里康寧街36號,"22.610104,120.331934",1,365.0,前鎮分局,,,,,,,
一般建築,QJ3793,區瑞興里,瑞興里,高雄市前鎮區瑞興里福祥街28號,"22.600936,120.327485",1,371.0,前鎮分局,,,,,,,
一般建築,QJ4048,區草衙里,草衙里,高雄市前鎮區草衙里天倫街138號,"22.57402,120.321906",1,374.0,前鎮分局,,,,,,,
一般建築,QJ4046,區明孝里,明孝里,高雄市前鎮區明孝里國光路134號,"22.570594,120.323352",1,380.0,前鎮分局,,,,,,,
一般建築,QJ3976,區瑞興里,瑞興里,高雄市前鎮區瑞興里福祥街10巷60號之1,"22.60124399,120.328131267345",1,381.0,前鎮分局,,,,,,,
一般建築,QJ3909,區西甲里,西甲里,高雄市前鎮區西甲里一心二路45號,"22.611031,120.310798",1,384.0,前鎮分局,,,,,,,
一般建築,QJ3930,區草衙里,草衙里,高雄市前鎮區草衙里佛公路197號,"22.574735,120.321825",1,403.0,前鎮分局,,,,,,,
一般建築,QJ4091,區竹北里,竹北里,高雄市前鎮區竹北里英德街19巷17號,"22.613515,120.324727",1,443.0,前鎮分局,,,,,,,
一般建築,QJ4026,區草衙里,草衙里,高雄市前鎮區草衙里佛西街76號,"22.571369,120.321138",1,454.0,前鎮分局,,,,,,,
一般建築,QJ3971,區興東里,興東里,高雄市前鎮區興東里民權二路426號,"22.611709,120.314289",2,471.0,前鎮分局,,,,,,,
一般建築,QJ3885,區西山里,西山里,高雄市前鎮區西山里一心二路15號,"22.610337,120.312226",1,487.0,前鎮分局,,,,,,,
一般建築,QJ4054,區草衙里,草衙里,高雄市前鎮區草衙里天倫街85號,"22.572735,120.322675",1,498.0,前鎮分局,,,,,,,
一般建築,QJ3960,區草衙里,草衙里,高雄市前鎮區草衙里天倫街12號,"22.571491,120.324147",1,512.0,前鎮分局,,,,,,,
一般建築,,區瑞華里,瑞華里,高雄市前鎮區瑞華里瑞福路105巷19號,"22.60723779,120.335889767346",1,517.0,前鎮分局,,,,,,,
一般建築,QJ4137,區興東里,興東里,高雄市前鎮區興東里民權二路430號,"22.612079,120.31439",2,535.0,前鎮分局,,,,,,,
一般建築,QJ4032,區瑞興里,瑞興里,高雄市前鎮區瑞興里福祥街32號,"22.600964,120.327442",1,539.0,前鎮分局,,,,,,,
一般建築,QJ4106,區興東里,興東里,高雄市前鎮區興東里民權二路462號,"22.613092,120.314639",1,541.0,前鎮分局,,,,,,,
一般建築,QJ4003,區瑞竹里,瑞竹里,高雄市前鎮區瑞竹里凱旋三路23號,"22.605633,120.324603",1,548.0,前鎮分局,,,,,,,
一般建築,QJ4017,區瑞文里,瑞文里,高雄市前鎮區瑞文里瑞興街238號之1,"22.61104012,120.327368063793",1,582.0,前鎮分局,,,,,,,
一般建築,QJ4318,區前鎮里,前鎮里,高雄市前鎮區前鎮里新福路19號,"22.58109,120.31619",1,597.0,前鎮分局,,,,,,,
一般建築,QJ3944,區西甲里,西甲里,高雄市前鎮區西甲里一心二路119號,"22.612017,120.308468",1,600.0,前鎮分局,,,,,,,
一般建築,QJ4088,區瑞和里,瑞和里,高雄市前鎮區瑞和里保泰路43號,"22.599451,120.327178",1,608.0,前鎮分局,,,,,,,
一般建築,QJ3713,區瑞興里,瑞興里,高雄市前鎮區瑞興里福祥街46號,"22.601179,120.327282",1,612.0,前鎮分局,,,,,,,
一般建築,QJ3972,區西甲里,西甲里,高雄市前鎮區西甲里一心二路25號,"22.610624,120.311663",2,617.0,前鎮分局,,,,,,,
一般建築,QJ4303,區興東里,興東里,高雄市前鎮區興東里景德路7號,"22.611996,120.314809",2,635.0,前鎮分局,,,,,,,
一般建築,QJ3968,區明正里,明正里,高雄市前鎮區明正里明道北街27號,"22.581733,120.326531",1,641.0,前鎮分局,,,,,,,
一般建築,QJ4089,區興邦里,興邦里,高雄市前鎮區興邦里翠亨北路399巷28號,"22.592828,120.314916",1,643.0,前鎮分局,,,,,,,
一般建築,,區興東里,興東里,高雄市前鎮區興東里嘉陵街5號,"22.611208,120.31485",1,650.0,前鎮分局,,,,,,,
一般建築,QJ4173,區光華二,竹西里,高雄市前鎮區光華二路80號,"22.610565455041744, 120.31788629456844",1,650.0,前鎮分局,,,,,,,
一般建築,QJ3974,區草衙里,草衙里,高雄市前鎮區草衙里天倫街135號,"22.57373,120.321817",1,668.0,前鎮分局,,,,,,,
一般建築,QJ4189,區振興里,振興里,高雄市前鎮區振興里林森四路166號,"22.609127,120.302984",1,676.0,前鎮分局,,,,,,,
一般建築,QJ4072,區明孝里,明孝里,高雄市前鎮區明孝里國光路5號,"22.571936,120.325737",1,694.0,前鎮分局,,,,,,,
一般建築,QJ4180,區竹南里,竹南里,高雄市前鎮區竹南里一心一路17號,"22.605212,120.324012",1,695.0,前鎮分局,,,,,,,
一般建築,QJ3945,區西甲里,西甲里,高雄市前鎮區西甲里一心二路157號,"22.612304,120.307822",2,715.0,前鎮分局,,,,,,,
一般建築,QJ3720,區興東里,興東里,高雄市前鎮區興東里民權二路386號,"22.610997,120.31401",1,717.0,前鎮分局,,,,,,,
一般建築,QJ3910,區瑞和里,瑞和里,高雄市前鎮區瑞和里崗山中街263號,"22.60178,120.326362",1,744.0,前鎮分局,,,,,,,
一般建築,QJ4258,區鎮海里,鎮海里,高雄市前鎮區鎮海里鎮海路82巷5號,"22.590703,120.316661",2,749.0,前鎮分局,,,,,,,
一般建築,QJ3982,區草衙里,草衙里,高雄市前鎮區草衙里天倫街21號,"22.571414,120.323853",1,753.0,前鎮分局,,,,,,,
一般建築,QJ3928,區興東里,興東里,高雄市前鎮區興東里民權二路456號,"22.612786,120.314618",2,755.0,前鎮分局,,,,,,,
一般建築,QJ3851,區瑞興里,瑞興里,高雄市前鎮區瑞興里福祥街10巷71號,"22.601272,120.327894",1,770.0,前鎮分局,,,,,,,
一般建築,QJ3979,區瑞和里,瑞和里,高雄市前鎮區瑞和里武慶一路184號,"22.606891,120.332448",1,772.0,前鎮分局,,,,,,,
一般建築,QJ3924,區草衙里,草衙里,高雄市前鎮區草衙里后平路87號,"22.571427,120.321972",1,779.0,前鎮分局,,,,,,,
一般建築,QJ3937,區草衙里,草衙里,高雄市前鎮區草衙里佛中路66號,"22.571726,120.322554",2,794.0,前鎮分局,,,,,,,
一般建築,QJ3992,區草衙里,草衙里,高雄市前鎮區草衙里佛中路68號,"22.571674,120.322496",2,802.0,前鎮分局,,,,,,,
一般建築,QJ3792,區瑞文里,瑞文里,高雄市前鎮區瑞文里瑞興街199之10號,"22.610854,120.327725",1,805.0,前鎮分局,,,,,,,
一般建築,QJ4033,區明孝里,明孝里,高雄市前鎮區明孝里國光路149號,"22.569944,120.322929",1,808.0,前鎮分局,,,,,,,
一般建築,QJ3686,區復國里,復國里,高雄市前鎮區復國里桂林街14號,"22.613696,120.316461",1,809.0,前鎮分局,,,,,,,
一般建築,QJ3918,區瑞興里,瑞興里,高雄市前鎮區瑞興里福祥街10巷82號,"22.601742,120.327774",1,811.0,前鎮分局,,,,,,,
一般建築,QJ4071,區草衙里,草衙里,高雄市前鎮區草衙里天倫街70號,"22.572592,120.323094",1,820.0,前鎮分局,,,,,,,
一般建築,QJ4071,區鎮陽里,鎮陽里,高雄市前鎮區鎮陽里前鎮二巷9之1號,"22.58851241,120.309031247634",1,841.0,前鎮分局,,,,,,,
一般建築,QJ3702,區竹西里,竹西里,高雄市前鎮區竹西里溫江街15巷39號,"22.611035,120.321597",1,844.0,前鎮分局,,,,,,,
一般建築,QJ3999,區明孝里,明孝里,高雄市前鎮區明孝里國光路48號,"22.571812,120.325069",1,844.0,前鎮分局,,,,,,,
一般建築,QJ4057,區瑞文里,瑞文里,高雄市前鎮區瑞文里瑞興街138號,"22.611243,120.329989",1,852.0,前鎮分局,,,,,,,
一般建築,QJ4056,區瑞誠里,瑞誠里,高雄市前鎮區瑞誠里二聖路187號,"22.611984,120.329993",1,852.0,前鎮分局,,,,,,,
一般建築,QJ3925,區盛興里,盛興里,高雄市前鎮區盛興里復興三路146號,"22.611986,120.311331",2,863.0,前鎮分局,,,,,,,
一般建築,QJ4037,區復國里,復國里,高雄市前鎮區復國里光華二路393號,"22.617018,120.318051",1,874.0,前鎮分局,,,,,,,
一般建築,QJ4019,區竹西里,竹西里,高雄市前鎮區竹西里育樂路118號,"22.60885,120.323515",1,888.0,前鎮分局,,,,,,,
一般建築,QJ2459,區竹西里,竹西里,高雄市前鎮區竹西里和平二路193號,"22.612587,120.32238",1,900.0,前鎮分局,,,,,,,
一般建築,QJ3540,區竹西里,竹西里,高雄市前鎮區竹西里二聖一路185號,"22.612197,120.32201",1,906.0,前鎮分局,,,,,,,
一般建築,QJ4031,區竹西里,竹西里,高雄市前鎮區竹西里和平二路123號,"22.609888,120.321538",1,912.0,前鎮分局,,,,,,,
一般建築,QJ3822,區盛興里,盛興里,高雄市前鎮區盛興里復興三路165之3號,"22.610187,120.30991",1,921.0,前鎮分局,,,,,,,
一般建築,QJ4067,區明孝里,明孝里,高雄市前鎮區明孝里國光路25號,"22.571719,120.325351",1,924.0,前鎮分局,,,,,,,
一般建築,QJ3984,區瑞和里,瑞和里,高雄市前鎮區瑞和里崗山中街265號,"22.601754,120.326323",2,944.0,前鎮分局,,,,,,,
一般建築,QJ4049,區鎮海里,鎮海里,高雄市前鎮區鎮海里樹人路275號,"22.5912411,120.317454425018",1,964.0,前鎮分局,,,,,,,
政府機關,QJ4063,區平等里,平等里,高雄市前鎮區平等里鎮中路132號,"22.587325,120.319908",1,970.0,前鎮分局,,,,,,,
一般建築,QJ3969,區瑞華里,瑞華里,高雄市前鎮區瑞華里瑞福路21號,"22.604901,120.336149",1,974.0,前鎮分局,,,,,,,
一般建築,QJ3906,區竹西里,竹西里,高雄市前鎮區竹西里和平二路203號,"22.612922,120.322427",2,987.0,前鎮分局,,,,,,,
一般建築,QJ3900,區西甲里,西甲里,高雄市前鎮區西甲里一心二路33號,"22.610785,120.311288",2,987.0,前鎮分局,,,,,,,
一般建築,QJ4114,區興邦里,興邦里,高雄市前鎮區興邦里翠亨北路399巷26號,"22.592918,120.314849",1,991.0,前鎮分局,,,,,,,
一般建築,QJ4116,區瑞和里,瑞和里,高雄市前鎮區瑞和里公正路282號,"22.608149,120.330811",2,1001.0,前鎮分局,,,,,,,
一般建築,QJ4094,區明正里,明正里,高雄市前鎮區明正里草衙二路251號,"22.57584851,120.324688496181",1,1009.0,前鎮分局,,,,,,,
一般建築,QJ4012,區西山里,西山里,高雄市前鎮區西山里聖德二街10號,"22.609228,120.3108",2,1017.0,前鎮分局,,,,,,,
一般建築,QJ4234,區振興里,振興里,高雄市前鎮區振興里中山二路192號,"22.610979,120.305965",3,1024.0,前鎮分局,,,,,,,
一般建築,QJ4069,區興東里,興東里,高雄市前鎮區興東里民權二路385號,"22.61148,120.313447",3,1031.0,前鎮分局,,,,,,,
一般建築,QJ3931,區忠孝里,忠孝里,高雄市前鎮區忠孝里廣西路512號,"22.614201,120.307602",2,1052.0,前鎮分局,,,,,,,
一般建築,QJ4213,區興邦里,興邦里,高雄市前鎮區興邦里翠亨北路399巷3號之1,"22.5932487,120.314971996181",3,1068.0,前鎮分局,,,,,,,
一般建築,QJ4145,區瑞北里,瑞北里,高雄市前鎮區瑞北里瑞孝街58號,"22.60949459,120.328611225018",2,1093.0,前鎮分局,,,,,,,
一般建築,QJ4146,區瑞西里,瑞西里,高雄市前鎮區瑞西里瑞泰街140巷12號,"22.608499,120.33486",2,1104.0,前鎮分局,,,,,,,
一般建築,QJ4151,區瑞和里,瑞和里,高雄市前鎮區瑞和里保泰路542號,"22.605706,120.338931",2,1132.0,前鎮分局,,,,,,,
一般建築,QJ4040,區草衙里,草衙里,高雄市前鎮區草衙里佛佑路3號,"22.572634,120.3252",1,1134.0,前鎮分局,,,,,,,
一般建築,QJ3895,區草衙里,草衙里,高雄市前鎮區草衙里天后街53號,"22.571355,120.321772",1,1136.0,前鎮分局,,,,,,,
一般建築,QJ3827,區瑞和里,瑞和里,高雄市前鎮區瑞和里崗山中街208號,"22.602138,120.327279",1,1140.0,前鎮分局,,,,,,,
一般建築,QJ3975,區草衙里,草衙里,高雄市前鎮區草衙里佛公路93號,"22.572662,120.323605",1,1143.0,前鎮分局,,,,,,,
一般建築,QJ4217,區興邦里,興邦里,高雄市前鎮區興邦里翠村街75號,"22.594614,120.315871",2,1147.0,前鎮分局,,,,,,,
一般建築,QJ4170,區仁愛里,仁愛里,高雄市前鎮區仁愛里新都路3號,"22.577818,120.315749",2,1149.0,前鎮分局,,,,,,,
一般建築,QJ3973,區瑞北里,瑞北里,高雄市前鎮區瑞北里瑞北路273號,"22.608605,120.327518",1,1213.0,前鎮分局,,,,,,,
一般建築,QJ4060,區草衙里,草衙里,高雄市前鎮區草衙里天倫街87巷19號,"22.572403,120.322233",1,1224.0,前鎮分局,,,,,,,
一般建築,QJ4174,區興東里,興東里,高雄市前鎮區興東里嘉陵街1號,"22.611305,120.314415",1,1224.0,前鎮分局,,,,,,,
一般建築,QJ4073,區西甲里,西甲里,高雄市前鎮區西甲里一心二路252號,"22.613686,120.305555",3,1226.0,前鎮分局,,,,,,,
一般建築,QJ4177,區振興里,振興里,高雄市前鎮區振興里中華五路1461號,"22.610099,120.303102",3,1234.0,前鎮分局,,,,,,,
一般建築,QJ3943,區西甲里,西甲里,高雄市前鎮區西甲里一心二路128號,"22.612223,120.308932",1,1242.0,前鎮分局,,,,,,,
一般建築,QJ4255,區興邦里,興邦里,高雄市前鎮區興邦里翠亨北路305號,"22.590679,120.319455",3,1255.0,前鎮分局,,,,,,,
一般建築,QJ4154,區盛豐里,盛豐里,高雄市前鎮區盛豐里修文街81之5號,"22.610676,120.308704",2,1272.0,前鎮分局,,,,,,,
一般建築,QJ4289,區振興里,振興里,高雄市前鎮區振興里中山二路22號,"22.608319,120.30703",5,1278.0,前鎮分局,,,,,,,
一般建築,QJ4150,區興邦里,興邦里,高雄市前鎮區興邦里凱旋四路316號,"22.593807,120.312523",2,1300.0,前鎮分局,,,,,,,
一般建築,QJ4187,區興邦里,興邦里,高雄市前鎮區興邦里凱旋四路500號,"22.595946,120.317449",2,1311.0,前鎮分局,,,,,,,
一般建築,QJ3837,區明孝里,明孝里,高雄市前鎮區明孝里新生路802號,"22.569369,120.322283",1,1313.0,前鎮分局,,,,,,,
一般建築,QJ3967,區明正里,明正里,高雄市前鎮區明正里草衙二路273號,"22.576008,120.324423",1,1326.0,前鎮分局,,,,,,,
一般建築,QJ4212,區興邦里,興邦里,高雄市前鎮區興邦里翠亨北路399巷18號,"22.593176,120.314635",2,1327.0,前鎮分局,,,,,,,
一般建築,QJ4041,區草衙里,草衙里,高雄市前鎮區草衙里佛佑路5號,"22.572669,120.325177",1,1347.0,前鎮分局,,,,,,,
一般建築,QJ4142,區瑞北里,瑞北里,高雄市前鎮區瑞北里瑞北路210號,"22.608896,120.328605",2,1349.0,前鎮分局,,,,,,,
一般建築,QJ3952,區西甲里,西甲里,高雄市前鎮區西甲里一心二路21號,"22.610453,120.311898",2,1396.0,前鎮分局,,,,,,,
一般建築,QJ4110,區瑞和里,瑞和里,高雄市前鎮區瑞和里崗山中街217號,"22.602298,120.327119",2,1397.0,前鎮分局,,,,,,,
一般建築,QJ4264,區瑞隆里,瑞隆里,高雄市前鎮區瑞隆里永豐路273號,"22.60971,120.332852",3,1431.0,前鎮分局,,,,,,,
一般建築,QJ3990,區瑞興里,瑞興里,高雄市前鎮區瑞興里福祥街10巷40號,"22.600767,120.328575",1,1442.0,前鎮分局,,,,,,,
一般建築,QJ4000,區瑞興里,瑞興里,高雄市前鎮區瑞興里福祥街56巷12號,"22.601443,120.32746",1,1487.0,前鎮分局,,,,,,,
一般建築,QJ3965,區瑞和里,瑞和里,高雄市前鎮區瑞和里保泰路303號,"22.602397,120.333209",1,1497.0,前鎮分局,,,,,,,
一般建築,QJ4251,區竹內里,竹內里,高雄市前鎮區竹內里育樂路167號,"22.609908,120.322505",2,1498.0,前鎮分局,,,,,,,
一般建築,QJ4065,區興東里,興東里,高雄市前鎮區興東里天山路21號,"22.610436,120.314815",2,1511.0,前鎮分局,,,,,,,
一般建築,QJ3951,區草衙里,草衙里,高雄市前鎮區草衙里佛公路31號,"22.571957,120.324282",1,1513.0,前鎮分局,,,,,,,
一般建築,QJ4272,區瑞豐里,瑞豐里,高雄市前鎮區瑞豐里班超路11號,"22.599112,120.326151",3,1524.0,前鎮分局,,,,,,,
一般建築,QJ4282,區盛興里,盛興里,高雄市前鎮區盛興里復興三路381號,"22.612998,120.311291",3,1525.0,前鎮分局,,,,,,,
一般建築,QJ3904,區瑞祥里,瑞祥里,高雄市前鎮區瑞祥里瑞誠街12號,"22.600892,120.329853",2,1528.0,前鎮分局,,,,,,,
一般建築,QJ4015,區竹西里,竹西里,高雄市前鎮區竹西里和平二路58之1號,"22.607966,120.321557",1,1538.0,前鎮分局,,,,,,,
一般建築,QJ4200,區瑞竹里,瑞竹里,高雄市前鎮區瑞竹里凱旋四路800號,"22.601386,120.322387",2,1547.0,前鎮分局,,,,,,,
一般建築,QJ4269,區鎮北里,鎮北里,高雄市前鎮區鎮北里建基街9號,"22.595815,120.297646",1,1587.0,前鎮分局,,,,,,,
政府機關,QJ4085,區明孝里,明孝里,高雄市前鎮區明孝里漁港北一路1號,"22.571546,120.310939",1,1593.0,前鎮分局,,,,,,,
一般建築,QJ4121,區西山里,西山里,高雄市前鎮區西山里一德路33號,"22.610137,120.308182",2,1600.0,前鎮分局,,,,,,,
一般建築,QJ3994,區瑞興里,瑞興里,高雄市前鎮區瑞興里福祥街10巷11號,"22.600591,120.32817",1,1615.0,前鎮分局,,,,,,,
一般建築,QJ3995,區民權里,民權里,高雄市前鎮區民權里民權二路333號,"22.60906,120.312147",3,1649.0,前鎮分局,,,,,,,
一般建築,QJ4105,區瑞文里,瑞文里,高雄市前鎮區瑞文里瑞文街42號,"22.610166,120.329483",1,1649.0,前鎮分局,,,,,,,
一般建築,QJ4297,區振興里,振興里,高雄市前鎮區振興里中山二路199號,"22.610513,120.305466",5,1668.0,前鎮分局,,,,,,,
一般建築,QJ4168,區忠孝里,忠孝里,高雄市前鎮區忠孝里三多二路427號,"22.617507,120.315907",3,1670.0,前鎮分局,,,,,,,
一般建築,QJ4064,區瑞和里,瑞和里,高雄市前鎮區瑞和里崗山中街161之3號,"22.602952,120.328034",1,1675.0,前鎮分局,,,,,,,
一般建築,QJ4181,區振興里,振興里,高雄市前鎮區振興里中華五路1425號,"22.609248,120.303471",2,1698.0,前鎮分局,,,,,,,
一般建築,QJ4261,區竹北里,竹北里,高雄市前鎮區竹北里二聖一路176號,"22.612404,120.322946",3,1716.0,前鎮分局,,,,,,,
一般建築,QJ4209,區竹西里,竹西里,高雄市前鎮區竹西里和平二路227巷17號,"22.613168,120.32207",3,1730.0,前鎮分局,,,,,,,
一般建築,QJ4280,區瑞南里,瑞南里,高雄市前鎮區瑞南里瑞士街21號,"22.598953,120.325678",3,1751.0,前鎮分局,,,,,,,
一般建築,QJ1691,區西甲里,西甲里,高雄市前鎮區西甲里一心二路26號,"22.610816,120.31215",1,1756.0,前鎮分局,,,,,,,
一般建築,QJ4221,區竹北里,竹北里,高雄市前鎮區竹北里二聖一路180號,"22.612552,120.322187",3,1772.0,前鎮分局,,,,,,,
一般建築,QJ4053,區盛興里,盛興里,高雄市前鎮區盛興里三多三路139號,"22.615776,120.310548",3,1791.0,前鎮分局,,,,,,,
