地址,經度,緯度,避難所在之地下樓層數,可容納人數,村里別,轄區分局,編號
臺中市西屯區西墩里西屯路三段52號,"120.637020 ","24.181567 ",B01,"86 ",西墩里,第六分局,FA01980
臺中市西屯區西墩里西屯路三段52之2號,"120.636646 ","24.181820 ",B01,"522 ",西墩里,第六分局,FA01981
臺中市西屯區逢甲里寶慶街50巷1號,"120.647060 ","24.171828 ",B02,"1673 ",逢甲里,第六分局,FA01983
臺中市西屯區逢甲里河南路二段301巷24號,"120.647722 ","24.172450 ",B02,"533 ",逢甲里,第六分局,FA01985
臺中市西屯區逢福里慶和街86號,"120.646700 ","24.176154 ",B01,"138 ",逢福里,第六分局,FA01986
臺中市西屯區逢福里慶和街82號,"120.646735 ","24.176178 ",B01,"175 ",逢福里,第六分局,FA01987
臺中市西屯區港尾里中清路二段1250巷96弄1號,"120.660366 ","24.195461 ",B01,"334 ",港尾里,第六分局,FA01988
臺中市西屯區西安里西安街27巷2號,"120.641105 ","24.181542 ",B01,"474 ",西安里,第六分局,FA01989
臺中市西屯區逢甲里西屯路二段上石北二巷22號,"120.647183 ","24.172457 ",B01,"140 ",逢甲里,第六分局,FA01990
臺中市西屯區西平里逢甲路162之1號,"120.642460 ","24.178093 ",B01,"253 ",西平里,第六分局,FA01991
臺中市西屯區逢甲里西屯路二段252號,"120.647283 ","24.170691 ",B02,"1526 ",逢甲里,第六分局,FA01992
臺中市西屯區西安里西屯路二段300號,"120.640478 ","24.179400 ",B01,"1013 ",西安里,第六分局,FA01993
臺中市西屯區逢福里櫻城五街33號,"120.650353 ","24.171873 ",B01,"287 ",逢福里,第六分局,FA01995
臺中市西屯區西安里西屯路二段300號,"120.640478 ","24.179400 ",B01,"104 ",西安里,第六分局,FA01996
臺中市西屯區逢甲里西屯路二段268號,"120.644690 ","24.173739 ",B03,"3008 ",逢甲里,第六分局,FA01999
臺中市西屯區西平里逢甲路19巷8號,"120.645629 ","24.178410 ",B01,"142 ",西平里,第六分局,FA02000
臺中市西屯區西安里西屯路二段297之5號,"120.641272 ","24.178394 ",B01B02,"569 ",西安里,第六分局,FA02001
臺中市西屯區至善里逢甲路317號,"120.639079 ","24.173687 ",B02,"265 ",至善里,第六分局,FA02002
臺中市西屯區上石里青海路二段270號,"120.642598 ","24.172936 ",B01,"208 ",上石里,第六分局,FA02003
臺中市西屯區西平里西安街145號,"120.643932 ","24.181792 ",B02,"427 ",西平里,第六分局,FA02005
臺中市西屯區上安里至善路40號,"120.639296 ","24.171113 ",B01,"1623 ",上安里,第六分局,FA02010
臺中市西屯區上安里至善路20號,"120.639106 ","24.170618 ",B02,"675 ",上安里,第六分局,FA02011
臺中市西屯區西平里西安街132號,"120.643985 ","24.181622 ",B01,"277 ",西平里,第六分局,FA02012
臺中市西屯區上石里西屯路二段255號,"120.645925 ","24.171786 ",B01,"619 ",上石里,第六分局,FA02013
臺中市西屯區上石里西屯路二段上石南六巷25號,"120.643144 ","24.173647 ",B01,"1682 ",上石里,第六分局,FA02015
臺中市西屯區上石里西屯路二段上石南八巷21號,"120.643573 ","24.174792 ",B01,"2927 ",上石里,第六分局,FA02016
臺中市西屯區上德里青海路二段153號之1,"120.646649 ","24.168972 ",B02,"2092 ",上德里,第六分局,FA02017
臺中市西屯區上石里西屯路二段上石南六巷25號,"120.643144 ","24.173647 ",B01,"747 ",上石里,第六分局,FA02018
臺中市西屯區至善里臺灣大道三段686巷30號,"120.638521 ","24.171628 ",B02,"518 ",至善里,第六分局,FA02019
臺中市西屯區西墩里青海路二段492號,"120.637845 ","24.175884 ",B02,"363 ",西敦里,第六分局,FA02023
臺中市西屯區上安里至善路88號,"120.640579 ","24.172518 ",B01B02,"638 ",上安里,第六分局,FA02024
臺中市西屯區至善里至善路133巷1號,"120.642584 ","24.176303 ",B01B02,"1613 ",至善里,第六分局,FA02026
臺中市西屯區西平里西安街227巷150號,"120.646458 ","24.181979 ",B02,"1820 ",西平里,第六分局,FA02027
臺中市西屯區上石里西屯路二段上石南六巷25號,"120.643144 ","24.173647 ",B01,"1666 ",上石里,第六分局,FA02028
臺中市西屯區鵬程里文華路100號,"120.649991 ","24.179310 ",B01,"2140 ",鵬程里,第六分局,FA02029
臺中市西屯區逢福里惠來路三段220號,"120.649878 ","24.170992 ",B03,"913 ",逢福里,第六分局,FA02030
臺中市西屯區西平里福星路459號,"120.645287 ","24.177979 ",B02,"631 ",西平里,第六分局,FA02032
臺中市西屯區逢甲里寶慶街26號,"120.647851 ","24.171021 ",B02,"962 ",逢甲里,第六分局,FA02033
臺中市西屯區逢甲里寶慶街50巷2號,"120.647366 ","24.171719 ",B04,"2967 ",逢甲里,第六分局,FA02034
臺中市西屯區至善里至善路101巷1之1號,"120.641872 ","24.175648 ",B01,"155 ",至善里,第六分局,FA02036
臺中市西屯區至善里至善路65巷48號,"120.639577 ","24.173375 ",B01,"488 ",至善里,第六分局,FA02038
臺中市西屯區西平里福星北路98號,"120.644750 ","24.187759 ",B02,"2276 ",西平里,第六分局,FA02039
臺中市西屯區逢福里惠來路三段248號,"120.650026 ","24.171575 ",B03,"677 ",逢福里,第六分局,FA02040
臺中市西屯區逢甲里河南路二段301巷72號,"120.648272 ","24.171906 ",B01,"1000 ",逢甲里,第六分局,FA02043
臺中市西屯區至善里臺灣大道三段658號,"120.638189 ","24.170594 ",B05,"1931 ",至善里,第六分局,FA02044
臺中市西屯區至善里上安路156號,"120.639140 ","24.172511 ",B01,"1763 ",至善里,第六分局,FA02045
臺中市西屯區上安里上安路39巷16號,"120.640643 ","24.169705 ",B01,"277 ",上安里,第六分局,FA02046
臺中市西屯區上石里青海路二段282號,"120.642172 ","24.172986 ",B01,"1572 ",上石里,第六分局,FA02047
臺中市西屯區逢福里河南路二段278號,"120.648877 ","24.175045 ",B03,"403 ",逢福里,第六分局,FA02048
臺中市西屯區逢福里惠來路三段206號,"120.649524 ","24.170873 ",B01,"752 ",逢福里,第六分局,FA02050
臺中市西屯區西平里文華路217巷1號,"120.646342 ","24.183134 ",B01B02,"3832 ",西平里,第六分局,FA02051
臺中市西屯區至善里至善路101巷15號,"120.641501 ","24.175724 ",B01,"410 ",至善里,第六分局,FA02052
臺中市西屯區上石里上石路180號,"120.646192 ","24.170307 ",B01B02B03,"792 ",上石里,第六分局,FA02053
臺中市西屯區上安里上安路18巷3號,"120.641739 ","24.170275 ",B02,"1164 ",上安里,第六分局,FA02055
臺中市西屯區上石里西屯路二段湳子巷9之30號,"120.643513 ","24.174168 ",B01,"475 ",上石里,第六分局,FA02056
臺中市西屯區西平里福星路160-170號,"120.643002 ","24.182078 ",B01B02,"3497 ",西平里,第六分局,FA02057
臺中市西屯區西墩里僑光路100號,"120.643190 ","24.189102 ",B01,"3083 ",西墩里,第六分局,FA02058
臺中市西屯區上石里上石路172號,"120.646095 ","24.170218 ",B01,"1853 ",上石里,第六分局,FA02059
臺中市西屯區西平里文華路162巷19號,"120.646772 ","24.183537 ",B02,"1297 ",西平里,第六分局,FA02060
臺中市西屯區至善里臺灣大道三段660號,"120.637846 ","24.170748 ",B05,"1931 ",至善里,第六分局,FA02061
臺中市西屯區西安里西屯路二段297之8巷12弄35號,"120.640162 ","24.178075 ",B01,"142 ",西安里,第六分局,FA02062
臺中市西屯區鵬程里文華路100號,"120.649991 ","24.179310 ",B01,"1678 ",鵬程里,第六分局,FA02063
臺中市西屯區鵬程里文華路100號,"120.649991 ","24.179310 ",B01,"1678 ",鵬程里,第六分局,FA02064
臺中市西屯區逢甲里寶慶街30巷8號,"120.647893 ","24.171123 ",B01B02,"860 ",逢甲里,第六分局,FA02065
臺中市西屯區港尾里中清路二段1250巷83號,"120.660124 ","24.195754 ",B01,"376 ",港尾里,第六分局,FA02066
臺中市西屯區上安里至善路18巷1號,"120.639123 ","24.170528 ",B01,"2225 ",上安里,第六分局,FA02067
臺中市西屯區西安里西屯路二段300號,"120.640478 ","24.179400 ",B01,"2126 ",西安里,第六分局,FA02068
臺中市西屯區上石里西屯路二段253巷39號,"120.645844 ","24.171150 ",B03,"960 ",上石里,第六分局,FA02069
臺中市西屯區上石里西屯路二段245號,"120.647383 ","24.170168 ",B01,"847 ",上石里,第六分局,FA02070
臺中市西屯區港尾里中清路二段1250巷117號,"120.660242 ","24.196588 ",B01,"88 ",港尾里,第六分局,FA02072
臺中市西屯區西安里逢明街93號,"120.638976 ","24.176466 ",B01,"1502 ",西安里,第六分局,FA02073
臺中市西屯區至善里上安路123號,"120.638462 ","24.171970 ",B01,"1275 ",至善里,第六分局,FA02074
臺中市西屯區上安里至善路110之1號,"120.641045 ","24.173080 ",B02,"533 ",上安里,第六分局,FA02075
臺中市西屯區上安里臺灣大道三段590號,"120.639803 ","24.169647 ",B01,"4330 ",上安里,第六分局,FA02076
臺中市西屯區西墩里黎明路三段387號,"120.638676 ","24.182390 ",B01,"720 ",西墩里,第六分局,FA02077
臺中市西屯區西墩里黎明路三段217號,"120.637291 ","24.177074 ",B01,"686 ",西墩里,第六分局,FA02078
臺中市西屯區上石里青海路二段188號,"120.646839 ","24.169429 ",B02,"3655 ",上石里,第六分局,FA02079
臺中市西屯區廣福里中清路三段392號,"120.653718 ","24.205791 ",B01,"1921 ",廣福里,第六分局,FA02080
臺中市西屯區上石里西屯路二段281之10號,"120.643379 ","24.175864 ",B01,"302 ",上石里,第六分局,FA02081
臺中市西屯區西平里福星北三街35號,"120.645416 ","24.184308 ",B01,"87 ",西平里,第六分局,FA02082
臺中市西屯區西平里福星北路18號,"120.645034 ","24.183080 ",B02,"1632 ",西平里,第六分局,FA02083
臺中市西屯區西平里福星北路49號,"120.644499 ","24.184283 ",B01,"569 ",西平里,第六分局,FA02084
臺中市西屯區西平里漢翔路131號,"120.643146 ","24.184926 ",B01,"514 ",西平里,第六分局,FA02085
臺中市西屯區西墩里福科二路52號,"120.636152 ","24.174766 ",B01,"747 ",西墩里,第六分局,FA02086
臺中市西屯區西墩里上墩路91號,"120.638170 ","24.184625 ",B01,"1692 ",西墩里,第六分局,FA02087
臺中市西屯區上德里臺灣大道三段342號,"120.643583 ","24.166333 ",B01,"295 ",上德里,第六分局,FA02088
臺中市西屯區西安里漢翔北街57號,"120.640652 ","24.186426 ",B01,"341 ",西安里,第六分局,FA02089
臺中市西屯區西墩里黎明路三段321號,"120.637303 ","24.179634 ",B01,"127 ",西墩里,第六分局,FA02090
臺中市西屯區西墩里福星西路39號,"120.638188 ","24.182290 ",B01,"134 ",西墩里,第六分局,FA02091
臺中市西屯區西墩里黎明路三段235號,"120.637212 ","24.177488 ",B01,"157 ",西墩里,第六分局,FA02092
臺中市西屯區西墩里福科二路51號,"120.635799 ","24.175234 ",B01,"871 ",西墩里,第六分局,FA02093
臺中市西屯區西墩里福吉街113號,"120.640212 ","24.184381 ",B01B02,"2568 ",西墩里,第六分局,FA02094
臺中市西屯區西墩里上安路220號,"120.636506 ","24.173811 ",B01,"835 ",西墩里,第六分局,FA02095
臺中市西屯區西墩里環中路二段1135號,"120.636325 ","24.182373 ",B01,"1137 ",西墩里,第六分局,FA02096
臺中市西屯區西墩里黎明路三段287號,"120.637281 ","24.178508 ",B03,"969 ",西墩里,第六分局,FA02097
臺中市西屯區西墩里黎明路三段99號,"120.637192 ","24.173414 ",B01,"553 ",西墩里,第六分局,FA02098
臺中市西屯區至善里臺灣大道三段686巷28號之1,"120.638401 ","24.171340 ",B01,"485 ",至善里,第六分局,FA02099
臺中市西屯區西安里西苑路29號,"120.641266 ","24.182797 ",B03,"596 ",西安里,第六分局,FA02100
臺中市西屯區西墩里黎明路三段395號,"120.638977 ","24.182835 ",B01,"63 ",西墩里,第六分局,FA02101
臺中市西屯區西墩里黎明路三段397號,"120.638999 ","24.182874 ",B01,"63 ",西墩里,第六分局,FA02102
臺中市西屯區西墩里漢翔路227號,"120.640306 ","24.184888 ",B01,"1709 ",西墩里,第六分局,FA02103
臺中市西屯區西墩里黎明路三段493號,"120.639711 ","24.184791 ",B01,"133 ",西墩里,第六分局,FA02104
臺中市西屯區西墩里福科一街88號,"120.636925 ","24.177420 ",B01,"217 ",西墩里,第六分局,FA02105
臺中市西屯區西墩里上安路199號,"120.636805 ","24.173120 ",B01,"1739 ",西墩里,第六分局,FA02106
臺中市西屯區西墩里青海南街263號,"120.635366 ","24.176710 ",B01,"124 ",西墩里,第六分局,FA02107
臺中市西屯區上德里上石路160號,"120.645566 ","24.169870 ",B01,"121 ",上德里,第六分局,FA02108
臺中市西屯區西墩里上墩路1號,"120.637399 ","24.182997 ",B01,"606 ",西墩里,第六分局,FA02109
臺中市西屯區逢甲里寶慶街8號,"120.648218 ","24.170621 ",B01,"602 ",逢甲里,第六分局,FA02110
臺中市西屯區西安里福星北一街83號,"120.642889 ","24.182893 ",B01,"165 ",西安里,第六分局,FA02111
臺中市西屯區西安里漢翔路232號,"120.641281 ","24.185275 ",B01,"450 ",西安里,第六分局,FA02112
臺中市西屯區逢福里福星路561號,"120.645568 ","24.176317 ",B01,"111 ",逢福里,第六分局,FA02113
臺中市西屯區西安里福星北一街83號,"120.642889 ","24.182893 ",B01,"103 ",西安里,第六分局,FA02114
臺中市西屯區西平里文華路138巷1之1號,"120.645838 ","24.182917 ",B01,"225 ",西平里,第六分局,FA02118
臺中市西屯區西安里福星北一街15號,"120.640953 ","24.177567 ",B01,"218 ",西安里,第六分局,FA02119
臺中市西屯區上安里上明三街30號,"120.642570 ","24.171144 ",B01,"166 ",上安里,第六分局,FA02120
臺中市西屯區上石里至善路188號,"120.642850 ","24.175605 ",B01,"637 ",上石里,第六分局,FA02121
臺中市西屯區西墩里上安北街18號,"120.636771 ","24.173957 ",B01,"595 ",西墩里,第六分局,FA02122
臺中市西屯區逢甲里西屯路二段272之18號,"120.644308 ","24.175343 ",B01,"227 ",逢甲里,第六分局,FA02123
臺中市西屯區西墩里西屯路三段56號之6,"120.636097 ","24.181936 ",B01,"819 ",西墩里,第六分局,FA02124
臺中市西屯區港尾里中平北路98號,"120.655417 ","24.198475 ",B02,"690 ",港尾里,第六分局,FA02125
臺中市西屯區逢福里文華路41號,"120.646451 ","24.177133 ",B01,"149 ",逢福里,第六分局,FA02126
臺中市西屯區西墩里黎明路三段427號,"120.639289 ","24.183592 ",B01,"2137 ",西墩里,第六分局,FA02127
臺中市西屯區西墩里福科二路99號,"120.635746 ","24.176638 ",B01,"917 ",西墩里,第六分局,FA02128
臺中市西屯區西平里福星北三街33巷52號,"120.645797 ","24.183585 ",B01,"333 ",西平里,第六分局,FA02129
臺中市西屯區至善里逢甲路301巷22弄3號,"120.639476 ","24.173612 ",B01,"110 ",至善里,第六分局,FA02130
臺中市西屯區西平里漢翔路3號,"120.646052 ","24.184863 ",B01,"274 ",西平里,第六分局,FA02131
臺中市西屯區上石里青海路二段240之10號,"120.645481 ","24.170596 ",B01,"687 ",上石里,第六分局,FA02133
"臺中市西屯區西安里福星北一街61號24.182918645345126, 120.64332445019147","120.643324 ","24.182918 ",B01,"233 ",西安里,第六分局,FA02134
臺中市西屯區西安里福星北一街59號,"120.643525 ","24.182894 ",B01,"110 ",西安里,第六分局,FA02135
臺中市西屯區港尾里中清路二段1357號,"120.657698 ","24.195857 ",B01,"659 ",港尾里,第六分局,FA02136
臺中市西屯區西平里福星北三路33巷28號,"120.645720 ","24.183136 ",B01,"360 ",西平里,第六分局,FA02137
臺中市西屯區西安里西安街76巷16弄30號,"120.641585 ","24.180280 ",B01,"254 ",西安里,第六分局,FA02138
臺中市西屯區西平里西安街277巷59號,"120.644433 ","24.184909 ",B04,"473 ",西平里,第六分局,FA02139
臺中市西屯區逢福里櫻城一街85號,"120.651774 ","24.172516 ",B01,"166 ",廣福里,第六分局,FA02140
臺中市西屯區西墩里青海南街150號,"120.635352 ","24.175070 ",B01,"294 ",西墩里,第六分局,FA02141
臺中市西屯區西墩里環中路二段1129號,"120.636401 ","24.182786 ",B01,"784 ",西墩里,第六分局,FA02142
臺中市西屯區港尾里環中路二段27號,"120.654996 ","24.198861 ",B01,"682 ",港尾里,第六分局,FA02143
臺中市西屯區西墩里福吉街35號,"120.640255 ","24.183814 ",B03,"398 ",西墩里,第六分局,FA02144
臺中市西屯區西墩里西苑路33號,"120.641268 ","24.186630 ",B01,"164 ",西墩里,第六分局,FA02145
臺中市西屯區西墩里黎明路三段482號,"120.640433 ","24.186457 ",B01,"105 ",西墩里,第六分局,FA02146
臺中市西屯區西墩里西安街227巷300之5號,"120.645487 ","24.188915 ",B01,"661 ",西平里,第六分局,FA02147
臺中市西屯區西墩里福星西路18號,"120.638361 ","24.182439 ",B03,"544 ",西墩里,第六分局,FA02148
臺中市西屯區港尾里中清路二段1199號,"120.659154 ","24.192474 ",B02,"3961 ",至善里,第六分局,FA02149
臺中市西屯區西安里青海路二段412號,"120.638820 ","24.175833 ",B01,"2823 ",西安里,第六分局,FA02150
臺中市西屯區鵬程里福星北路98號,"120.644370 ","24.187600 ",B01,"1516 ",西平里,第六分局,FA02151
臺中市西屯區西安里漢翔路139號,"120.642310 ","24.185280 ",B01,"528 ",西安里,第六分局,FA02152
臺中市西屯區逢甲里寶慶街9號,"120.647900 ","24.170290 ",B04,"1368 ",逢甲里,第六分局,FA02153
