類別,A01-04-004,電腦編號:,電腦編號,地址,地下樓層數,可容納人數,轄管分局,備註
大樓,大安里,桃園市八德區大安里10鄰興豐路1889號,2,8630.0,八德分局,
大樓,大宏里,桃園市八德區大宏里13鄰公園路142號,3,7031.0,八德分局,
八德區公有零售市場,福興里,桃園市八德區福興里11鄰建國路45號,1,1517.0,八德分局,
八德區大湳停一公有停車場,大慶里,桃園市八德區大慶里1鄰廣福路42號,1,2226.0,八德分局,
八德區公所,興仁里,桃園市八德區興仁里14鄰中山路47號,1,55.0,八德分局,
八德區公所,興仁里,桃園市八德區興仁里14鄰中山路47號,1,55.0,八德分局,
桃園市八德國民運動中心,廣隆里,桃園市八德區廣隆里22鄰廣福路216號,2,23298.0,八德分局,
桃園市八德生命紀念園區,大安里,桃園市八德區大安里15鄰興豐路2350巷399號,2,1616.0,八德分局,
大樓,大勇里,桃園市八德區大勇里1鄰忠勇一街6號,3,1790.0,八德分局,
大樓,興仁里,桃園市八德區興仁里7鄰建德路198號,3,3465.0,八德分局,
大樓,興仁里,桃園市八德區興仁里13鄰建德路260號,3,3344.0,八德分局,
大樓,興仁里,桃園市八德區興仁里32鄰豐田二路110號,2,2231.0,八德分局,
大樓,大園里,桃園市大園區大園里11鄰中山北路44號,1.0,109,大園分局,,109.0
大樓大園戶政所,大園里,桃園市大園區大園里18鄰中山北路162號,1.0,304,大園分局,,304.0
大樓,大園里,桃園市大園區大園里33鄰和平二街114巷6號,1.0,345,大園分局,,345.0
大樓,大園里,桃園市大園區大園里中華路2號,2.0,1521,大園分局,,1521.0
大樓,田心里,桃園市大園區田心里5鄰大觀路53號,1.0,622,大園分局,,622.0
大樓,田心里,桃園市大園區田心里5鄰大觀路33號,1.0,132,大園分局,,132.0
大樓,田心里,桃園市大園區田心里7鄰新興路46號,1.0,100,大園分局,,100.0
大樓,田心里,桃園市大園區田心里7鄰新興路42號,1.0,178,大園分局,,178.0
大樓,田心里,桃園市大園區田心里9鄰中正西路13號,1.0,484,大園分局,,484.0
大樓,田心里,桃園市大園區田心里6鄰華興路40號,1.0,101,大園分局,,101.0
大樓,田心里,桃園市大園區田心里7鄰中正西路36號,1.0,141,大園分局,,141.0
大樓大興高中,田心里,桃園市大園區田心里18鄰永興路142號,1.0,526,大園分局,,526.0
大樓,田心里,桃園市大園區田心里4鄰大觀路255號,1.0,52,大園分局,,52.0
大樓大園衛生所,田心里,桃園市大園區田心里9鄰中正西路19號,1.0,2482,大園分局,,2482.0
大樓,田心里,桃園市大園區田心里20鄰長興街50號,1.0,3106,大園分局,,3106.0
大樓,田心里,桃園市大園區田心里15鄰新園街62號,1.0,2251,大園分局,,2251.0
大樓大園區公所,田心里,桃園市大園區田心里7鄰中正西路12號,1.0,1633,大園分局,,1633.0
大樓,田心里,桃園市大園區田心里12鄰大興路107-1號,1.0,4687,大園分局,,4687.0
大樓,田心里,桃園市大園區田心里23鄰和平西路112號,1.0,4370,大園分局,,4370.0
大樓,田心里,桃園市大園區田心里21鄰新興路268巷9號,1.0,740,大園分局,,740.0
大樓,田心里,桃園市大園區田心里新興路132號,1.0,1604,大園分局,,1604.0
大樓,溪海里,桃園市大園區溪海里8鄰聖德北路52巷43號,1.0,85,大園分局,,85.0
大樓,溪海里,桃園市大園區溪海里8鄰聖德北路68號,1.0,198,大園分局,,198.0
公寓,溪海里,桃園市大園區溪海里11鄰和平西路1段369號,1.0,513,大園分局,,513.0
大樓,溪海里,桃園市大園區溪海里17鄰聖德北路1076巷1號,1.0,1723,大園分局,,1723.0
大樓,溪海里,桃園市大園區溪海里22鄰柴梳崙路338號,1.0,900,大園分局,,900.0
大樓,溪海里,桃園市大園區溪海里11鄰崙頂38號,1.0,149,大園分局,,149.0
大樓,和平里,桃園市大園區和平里1鄰開和路128號,1.0,235,大園分局,,235.0
大樓大園國小,橫峰里,桃園市大園區橫峰里12鄰中山南路351號,1.0,730,大園分局,,730.0
大樓大園國小,橫峰里,桃園市大園區橫峰里12鄰中山南路351號,1.0,1254,大園分局,,1254.0
大樓大園農會,橫峰里,桃園市大園區橫峰里10鄰中正東路103號,1.0,856,大園分局,,856.0
大樓,橫峰里,桃園市大園區橫峰里23鄰中山南路2段156號,1.0,32,大園分局,,32.0
大樓大園消防隊,橫峰里,桃園市大園區橫峰里11鄰和平二街18號,1.0,181,大園分局,,181.0
大樓,橫峰里,桃園市大園區橫峰里23鄰中山南路2段206號,1.0,244,大園分局,,244.0
大樓,橫峰里,桃園市大園區橫峰里25鄰中山南路2段379號,1.0,360,大園分局,,360.0
大樓,橫峰里,桃園市大園區橫峰里30鄰中山南路二段586號,1.0,121,大園分局,,121.0
大樓,橫峰里,桃園市大園區橫峰里12鄰中山南路310號,1.0,816,大園分局,,816.0
大樓,橫峰里,桃園市大園區橫峰里12鄰水源路11號,1.0,1891,大園分局,,1891.0
大樓,橫峰里,桃園市大園區橫峰里中正東路200號,1.0,264,大園分局,,264.0
大樓,五權里,桃園市大園區五權里12鄰中正東路三段61巷123號,1.0,682,大園分局,,682.0
大樓,五權里,桃園市大園區五權里五青路143號,1.0,168,大園分局,,168.0
公寓,五權里,桃園市大園區五權里五青路70巷180號,1.0,3822,大園分局,,3822.0
大樓,五權里,桃園市大園區五權里中正東路二段511巷36之1號,1.0,146,大園分局,,146.0
大樓,五權里,桃園市大園區五權里中正東路二段511巷36號,1.0,322,大園分局,,322.0
大樓,五權里,桃園市大園區五權里4鄰五青路515號,1.0,805,大園分局,,805.0
大樓,五權里,桃園市大園區五權里8鄰高鐵站前西路三段77號,1.0,12969,大園分局,,12969.0
大樓,五權里,桃園市大園區五權里09鄰中正東路三段429號,1.0,420,大園分局,,420.0
大樓,五權里,桃園市大園區五權里9鄰中正東路三段245巷30弄71號,1.0,280,大園分局,,280.0
大樓,五權里,桃園市大園區五權里8鄰高鐵站前西路三段66號,1.0,11828,大園分局,,11828.0
大樓,五權里,桃園市大園區五權里8鄰高鐵站前西路三段68號,1.0,11063,大園分局,,11063.0
大樓,五權里,桃園市大園區五權里中正東路三段336巷83號,1.0,193,大園分局,,193.0
大樓,五權里,桃園市大園區五權里中興路二段371巷19號,1.0,1368,大園分局,,1368.0
大樓,五權里,桃園市大園區五權里青昇路一段132巷338-1號,1.0,1689,大園分局,,1689.0
公寓,五權里,桃園市大園區五權里五青路183巷168號,1.0,477,大園分局,,477.0
公寓,五權里,桃園市大園區五權里9鄰中正東路三段131巷88號,1.0,345,大園分局,,345.0
大樓,埔心里,桃園市大園區埔心里中正東路444巷21號,1.0,2809,大園分局,,2809.0
公寓,埔心里,33745桃園市大園區埔心里18鄰海豐坡23之10號,1.0,1204,大園分局,,1204.0
公寓,埔心里,桃園市大園區埔心里中正東路一段840巷119號,1.0,181,大園分局,,181.0
公寓,埔心里,桃園市大園區埔心里中正東路一段700巷29-1號,1.0,4294,大園分局,,4294.0
公寓,三石里,桃園市大園區三石里16鄰三和路28巷6號,1.0,1644,大園分局,,1644.0
公寓,三石里,桃園市大園區三石里16鄰三和路28巷11號,1.0,502,大園分局,,502.0
公寓,三石里,桃園市大園區三石里16鄰三和路27巷10號,1.0,114,大園分局,,114.0
公寓,菓林里,桃園市大園區菓林里3鄰菓林路47號,1.0,6026,大園分局,,6026.0
公寓,菓林里,桃園市大園區菓林里16鄰三和路27巷4弄8號,1.0,956,大園分局,,956.0
公寓菒林國小,菓林里,桃園市大園區菓林里桃五線12鄰41號,1.0,1513,大園分局,,1513.0
大樓,菓林里,33754桃園市大園區菓林里福德路68巷45號,1.0,1768,大園分局,,1768.0
大樓,菓林里,桃園市大園區菓林里30鄰拔子林三路53巷17弄51號,1.0,3884,大園分局,,3884.0
公寓,菓林里,桃園市大園區菓林里31鄰拔子林一路139號,1.0,2492,大園分局,,2492.0
公寓,菓林里,桃園市大園區菓林里32鄰拔子林一路226號,1.0,2253,大園分局,,2253.0
公寓,菓林里,桃園市大園區菓林里6鄰菓林路172號,1.0,304,大園分局,,304.0
公寓,菓林里,桃園市大園區菓林里6鄰菓林路160號,1.0,401,大園分局,,401.0
公寓,海口里,桃園市大園區海口里7鄰三民路一段122巷12號,1.0,1405,大園分局,,1405.0
公寓,海口里,桃園市大園區海口里9鄰國際路三段932號,1.0,1714,大園分局,,1714.0
公寓,沙崙里,桃園市大園區沙崙里6鄰桃25鄉道118-1號,1.0,57,大園分局,,57.0
大樓,沙崙里,桃園市大園區沙崙里6鄰桃25鄉道118-1號,1.0,97,大園分局,,97.0
公寓,圳頭里,桃園市大園區圳頭里中華路298號,1.0,989,大園分局,,989.0
大樓,圳頭里,桃園市大園區圳頭里濱海路二段208號,1.0,5644,大園分局,,5644.0
公寓,圳頭里,桃園市大園區圳頭里中華路259號,1.0,1062,大園分局,,1062.0
公寓,圳頭里,桃園市大園區圳頭里濱海路二段198號,1.0,120,大園分局,,120.0
大樓,圳頭里,桃園市大園區圳頭里濱海路三段151號,1.0,112,大園分局,,112.0
大樓,圳頭里,桃園市大園區圳頭里濱海路三段151號,1.0,98,大園分局,,98.0
大樓,內海里,桃園市大園區內海里中山北路252號,1.0,1324,大園分局,,1324.0
大樓,內海里,桃園市大園區內海里中山北路262號,1.0,633,大園分局,,633.0
大樓,內海里,桃園市大園區內海里中山北路271號,1.0,256,大園分局,,256.0
公寓,內海里,桃園市大園區內海里中山北路271號,1.0,517,大園分局,,517.0
公寓,內海里,桃園市大園區內海里中山北路275號,1.0,6262,大園分局,,6262.0
大樓,內海里,桃園市大園區內海里中山北路277號,1.0,297,大園分局,,297.0
大樓,內海里,桃園市大園區內海里中山北路278號,1.0,1178,大園分局,,1178.0
大樓,內海里,桃園市大園區內海里中山北路280巷2號,1.0,301,大園分局,,301.0
公寓,內海里,桃園市大園區內海里民權路7-1號,1.0,133,大園分局,,133.0
大樓,內海里,桃園市大園區內海里民權路12號,1.0,505,大園分局,,505.0
大樓,內海里,桃園市大園區內海里民生路119號,1.0,874,大園分局,,874.0
大樓,內海里,桃園市大園區內海里民生路123-1號,1.0,505,大園分局,,505.0
公寓,內海里,桃園市大園區內海里民族街5號,1.0,182,大園分局,,182.0
大樓,內海里,桃園市大園區內海里13鄰中山北路259號,1.0,2123,大園分局,,2123.0
大樓,內海里,桃園市大園區內海里中山北路258號,1.0,596,大園分局,,596.0
大樓,內海里,337016桃園市大園區內海里民族路8號,1.0,214,大園分局,,214.0
大樓,北港里,桃園市大園區北港里大工路11號,1.0,144,大園分局,,144.0
大樓,北港里,桃園市大園區北港里大工路13號,1.0,124,大園分局,,124.0
大樓,北港里,桃園市大園區北港里大工路17號,1.0,6721,大園分局,,6721.0
大樓,北港里,桃園市大園區北港里大工路17號,1.0,1498,大園分局,,1498.0
大樓,北港里,桃園市大園區北港里大工路31號,1.0,112,大園分局,,112.0
大樓,北港里,桃園市大園區北港里大工路31號,1.0,469,大園分局,,469.0
大樓,北港里,桃園市大園區北港里大工路31號,1.0,469,大園分局,,469.0
大樓,北港里,桃園市大園區北港里大工路126號,1.0,156,大園分局,,156.0
大樓,北港里,桃園市大園區北港里大工路132號,1.0,156,大園分局,,156.0
大樓,北港里,桃園市大園區北港里大工路138-1號,1.0,913,大園分局,,913.0
大樓,北港里,桃園市大園區北港里工五路11號,1.0,1248,大園分局,,1248.0
大樓,北港里,桃園市大園區北港里工四路2號,1.0,256,大園分局,,256.0
大樓,北港里,桃園市大園區北港里工四路5號,1.0,106,大園分局,,106.0
大樓,北港里,桃園市大園區北港里工四路15號,1.0,100,大園分局,,100.0
大樓,南港里,"桃園市大園區南港里 11鄰園航路391-13號",1.0,4174,大園分局,,4174.0
大樓,南港里,桃園市大園區南港里園一街1-6號,1.0,1590,大園分局,,1590.0
公寓,南港里,桃園市大園區南港里環區東路450-2號,1.0,1409,大園分局,,1409.0
大樓,南港里,桃園市大園區南港里南和路185-28號,1.0,6602,大園分局,,6602.0
大樓,南港里,桃園市大園區南港里潮音一路188號,1.0,722,大園分局,,722.0
大樓,南港里,桃園市大園區南港里園科路400號,1.0,3366,大園分局,,3366.0
大樓,南港里,桃園市大園區南港里學十一街91號,1.0,5233,大園分局,,5233.0
大樓,南港里,桃園市大園區南港里學六街9號,1.0,1728,大園分局,,1728.0
大樓,南港里,桃園市大園區南港里園航路393號,1.0,4322,大園分局,,4322.0
大樓,南港里,桃園市大園區南港里六鄰環區西路278號,1.0,262,大園分局,,262.0
大樓,南港里,桃園市大園區南港里六鄰環區西路296號,1.0,254,大園分局,,254.0
大樓,南港里,33759桃園市大園區南港里長發一路216號,1.0,73,大園分局,,73.0
大樓,南港里,桃園市大園區南港里六鄰環區西路198號,1.0,36,大園分局,,36.0
大樓,南港里,桃園市大園區南港里六鄰環區西路218號,1.0,178,大園分局,,178.0
大樓,南港里,337桃園市大園區南港里29鄰園學路173號,2.0,1998,大園分局,,1998.0
大樓,觀音里,桃園市觀音區觀音里5鄰光明路47號,1.0,393,大園分局,,393.0
大樓,觀音里,桃園市觀音區觀音里7鄰中正路252號,1.0,66,大園分局,,66.0
大樓,觀音里,桃園市觀音區觀音里6鄰仁愛路31號,1.0,852,大園分局,,852.0
大樓觀音郵局,觀音里,桃園市觀音區觀音里11鄰中山路40號,1.0,204,大園分局,,204.0
公寓中華電信,觀音里,桃園市觀音區觀音里11鄰中山路38號,1.0,794,大園分局,,794.0
大樓,觀音里,桃園市觀音區觀音里信義路156巷68號,1.0,468,大園分局,,468.0
大樓,白玉里,桃園市觀音區白玉里玉林路一段521號,1.0,207,大園分局,,207.0
大樓,白玉里,桃園市觀音區白玉里桃科九路58號,1.0,624,大園分局,,624.0
大樓,廣興里,桃園市觀音區廣興里2鄰廣興一路30巷55號,1.0,110,大園分局,,110.0
大樓,廣興里,桃園市觀音區廣興里8鄰中山路一段320號,1.0,108,大園分局,,108.0
工廠,廣興里,桃園市觀音區廣興里8鄰中山路一段320號,1.0,217,大園分局,,217.0
工廠,廣興里,桃園市觀音區廣興里1鄰廣興一路130號,1.0,113,大園分局,,113.0
工廠,廣興里,328451桃園市觀音區廣興里1鄰保興路一段220號,1.0,98,大園分局,,98.0
工廠,廣興里,桃園市觀音區廣興里1鄰廣興一路205巷36號,1.0,420,大園分局,,420.0
工廠,廣興里,桃園市觀音區廣興里1鄰廣興一路137號,1.0,178,大園分局,,178.0
大樓,廣興里,桃園市觀音區廣興里1鄰廣興一路163號,1.0,117,大園分局,,117.0
大樓,廣興里,桃園市觀音區廣興里8鄰中山路一段280巷96號,1.0,226,大園分局,,226.0
大樓,廣興里,桃園市觀音區廣興里2鄰廣興一路100號,1.0,189,大園分局,,189.0
大樓,廣興里,桃園市觀音區廣興里2鄰中正路55號,1.0,453,大園分局,,453.0
工廠,廣興里,桃園市觀音區廣興里8鄰中山路一段280巷90號,1.0,882,大園分局,,882.0
工廠,廣興里,32842桃園市觀音區廣興里1鄰坑子背1-19號,1.0,34,大園分局,,34.0
工廠,廣興里,32842桃園市觀音區廣興里溝尾路31號,1.0,354,大園分局,,354.0
大樓,大潭里,桃園市觀音區大潭里1鄰環科路231號,1.0,250,大園分局,,250.0
大樓,大潭里,桃園市觀音區大潭里1鄰環科路331號,1.0,2320,大園分局,,2320.0
大樓,大潭里,桃園市觀音區大潭里電廠路1號,1.0,900,大園分局,,900.0
工廠,大潭里,桃園市觀音區大潭里電廠路1-3號,1.0,1392,大園分局,,1392.0
工廠,大潭里,桃園市觀音區大潭里電廠路1-5號,1.0,244,大園分局,,244.0
工廠,大潭里,桃園市觀音區大潭里電廠路1號,1.0,1048,大園分局,,1048.0
工廠,大潭里,桃園市觀音區大潭里電廠路1號,1.0,193,大園分局,,193.0
大樓,大潭里,桃園市觀音區大潭里電廠路1號,1.0,1314,大園分局,,1314.0
工廠,大潭里,桃園市觀音區大潭里大潭三路12巷2號,1.0,2320,大園分局,,2320.0
工廠,大潭里,桃園市觀音區大潭里電廠路1號,1.0,85,大園分局,,85.0
工廠,大潭里,桃園市觀音區大潭里1鄰桃科二路288號,1.0,211,大園分局,,211.0
工廠,大潭里,桃園市觀音區大潭里環科路218號,1.0,2629,大園分局,,2629.0
工廠,大潭里,桃園市觀音區大潭里環科路259號,1.0,130,大園分局,,130.0
大樓,坑尾里,桃園市觀音區坑尾里13鄰坑尾二路382巷170號,1.0,3238,大園分局,,3238.0
大樓,坑尾里,桃園市觀音區坑尾里14鄰中山路一段739巷5號,1.0,1252,大園分局,,1252.0
工廠,坑尾里,桃園市觀音區坑尾里濱海路廣興段187號,1.0,153,大園分局,,153.0
大樓,金湖里,桃園市觀音區金湖里中山路一段1568之1號,1.0,2320,大園分局,,2320.0
大樓,金湖里,桃園市觀音區金湖里中山路一段1568之1號,1.0,790,大園分局,,790.0
工廠,金湖里,桃園市觀音區金湖里中山路一段968號,1.0,88,大園分局,,88.0
