類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,"unnamed (1)"
一般建築,XG2170,港后里,高雄市小港區港后里天順街125號,"22.570184,120.333366",1.0,27.0,小港分局,,
一般建築,XG2171,港后里,高雄市小港區港后里天順街127號,"22.570219,120.33335",1.0,27.0,小港分局,,
一般建築,XG2172,港后里,高雄市小港區港后里天順街129號,"22.570256,120.333338",1.0,27.0,小港分局,,
一般建築,XG2173,港后里,高雄市小港區港后里天順街131號,"22.570291,120.333324",1.0,27.0,小港分局,,
一般建築,XG2174,港后里,高雄市小港區港后里天順街133號,"22.570328,120.33331",1.0,27.0,小港分局,,
一般建築,XG2175,港后里,高雄市小港區港后里天順街135號,"22.570354,120.333296",1.0,27.0,小港分局,,
一般建築,XG2177,港后里,高雄市小港區港后里天順街139號,"22.570418,120.333271",1.0,27.0,小港分局,,
一般建築,XG2178,港后里,高雄市小港區港后里天順街141號,"22.570454,120.333258",1.0,27.0,小港分局,,
一般建築,XG2179,港后里,高雄市小港區港后里漢威街116號,"22.569911,120.333188",1.0,27.0,小港分局,,
一般建築,XG2180,港后里,高雄市小港區港后里漢威街118號,"22.569948,120.333172",1.0,27.0,小港分局,,
一般建築,XG2181,港后里,高雄市小港區港后里漢威街120號,"22.569984,120.33316",1.0,27.0,小港分局,,
一般建築,XG2182,港后里,高雄市小港區港后里漢威街122號,"22.570021,120.333147",1.0,27.0,小港分局,,
一般建築,XG2183,港后里,高雄市小港區港后里漢威街126號,"22.570093,120.333123",1.0,27.0,小港分局,,
一般建築,XG2184,港后里,高雄市小港區港后里漢威街128號,"22.570129,120.33311",1.0,27.0,小港分局,,
一般建築,XG2185,港后里,高雄市小港區港后里漢威街130號,"22.570164,120.333098",1.0,27.0,小港分局,,
一般建築,XG2186,港后里,高雄市小港區港后里漢威街132號,"22.570191,120.333085",1.0,27.0,小港分局,,
一般建築,XG2187,港后里,高雄市小港區港后里漢威街134號,"22.570228,120.333076",1.0,27.0,小港分局,,
一般建築,XG2188,港后里,高雄市小港區港后里漢威街136號,"22.570264,120.333061",1.0,27.0,小港分局,,
一般建築,XG2189,港后里,高雄市小港區港后里漢威街138號,"22.570291,120.333049",1.0,27.0,小港分局,,
一般建築,XG2190,港后里,高雄市小港區港后里漢威街140號,"22.570326,120.333039",1.0,27.0,小港分局,,
一般建築,XG2191,港后里,高雄市小港區港后里漢威街142號,"22.570363,120.333026",1.0,27.0,小港分局,,
一般建築,XG2351,港明里,高雄市小港區港明里孝先街121號,"22.569868,120.331205",1.0,27.0,小港分局,,
一般建築,XG2102,港明里,高雄市小港區港明里港後路10之1號,"22.56724,120.332567",1.0,27.0,小港分局,,
一般建築,XG2495,港墘里,高雄市小港區港墘里平和路106號,"22.566244,120.332978",1.0,27.0,小港分局,,
一般建築,XG2496,港墘里,高雄市小港區港墘里平和路108號,"22.566289,120.332946",1.0,27.0,小港分局,,
一般建築,XG2497,港墘里,高雄市小港區港墘里平和路110號,"22.566307,120.33293",1.0,27.0,小港分局,,
一般建築,XG2498,港墘里,高雄市小港區港墘里平和路112號,"22.566334,120.332907",1.0,27.0,小港分局,,
一般建築,XG2499,港墘里,高雄市小港區港墘里平和路114號,"22.566371,120.33288",1.0,27.0,小港分局,,
一般建築,XG2500,港墘里,高雄市小港區港墘里平和路116號,"22.566398,120.33286",1.0,27.0,小港分局,,
一般建築,XG1914,順苓里,高雄市小港區順苓里樂利路10號,"22.567167,120.357196",1.0,27.0,小港分局,,
一般建築,XG1915,順苓里,高雄市小港區順苓里樂利路12號,"22.567204,120.357194",1.0,27.0,小港分局,,
一般建築,XG1916,順苓里,高雄市小港區順苓里樂利路14號,"22.567242,120.357196",1.0,27.0,小港分局,,
一般建築,XG1917,順苓里,高雄市小港區順苓里樂利路16號,"22.567277,120.357195",1.0,27.0,小港分局,,
一般建築,XG1918,順苓里,高雄市小港區順苓里樂利路18號,"22.567312,120.357197",1.0,27.0,小港分局,,
一般建築,XG1919,順苓里,高雄市小港區順苓里樂利路20號,"22.567656,120.357198",1.0,27.0,小港分局,,
一般建築,XG1920,順苓里,高雄市小港區順苓里樂利路22號,"22.567678,120.357197",1.0,27.0,小港分局,,
一般建築,XG1911,順苓里,高雄市小港區順苓里樂利路4號,"22.567055,120.357196",1.0,27.0,小港分局,,
一般建築,XG1912,順苓里,高雄市小港區順苓里樂利路6號,"22.567091,120.357198",1.0,27.0,小港分局,,
一般建築,XG1913,順苓里,高雄市小港區順苓里樂利路8號,"22.567129,120.357196",1.0,27.0,小港分局,,
一般建築,XG0853,鳳森里,高雄市小港區鳳森里10鄰鳳林路2之16號,"22.524953,120.348043",1.0,27.0,小港分局,,
一般建築,XG1700,鳳興里,高雄市小港區鳳興里3鄰鳳西街7號,"22.523295,120.346967",1.0,27.0,小港分局,,
一般建築,XG2278,濟南里,高雄市小港區濟南里青山街53號,"22.571688,120.361624",1.0,27.0,小港分局,,
一般建築,XG1863,三苓里,高雄市小港區三苓里忠德街17號,"22.566239,120.347074",1.0,28.0,小港分局,,
一般建築,XG1906,三苓里,高雄市小港區三苓里忠德街4號,"22.566123,120.347587",1.0,28.0,小港分局,,
一般建築,XG1907,三苓里,高雄市小港區三苓里忠德街6號,"22.566123,120.347543",1.0,28.0,小港分局,,
一般建築,XG1665,大苓里,高雄市小港區大苓里民益路64巷23弄42號,"22.568974,120.348842",1.0,28.0,小港分局,,
一般建築,XG2234,小港里,高雄市小港區小港里6鄰小港二街5號,"22.563828,120.336276",1.0,28.0,小港分局,,
一般建築,XG1258,山東里,高雄市小港區山東里民義街39巷1號,"22.570315,120.349932",1.0,28.0,小港分局,,
一般建築,XG1257,山東里,高雄市小港區山東里民義街39巷3號,"22.570315,120.349886",1.0,28.0,小港分局,,
一般建築,XG1079,六苓里,高雄市小港區六苓里華盛街66號,"22.567202,120.359943",1.0,28.0,小港分局,,
一般建築,XG2152,六苓里,高雄市小港區六苓里華盛街86巷10號,"22.567862,120.360066",1.0,28.0,小港分局,,
一般建築,XG2155,六苓里,高雄市小港區六苓里華盛街86巷4號,"22.567843,120.359952",1.0,28.0,小港分局,,
一般建築,XG2154,六苓里,高雄市小港區六苓里華盛街86巷6號,"22.56785,120.35999",1.0,28.0,小港分局,,
一般建築,XG2153,六苓里,高雄市小港區六苓里華盛街86巷8號,"22.567855,120.360029",1.0,28.0,小港分局,,
一般建築,XG1080,六苓里,高雄市小港區六苓里漢民路629號,"22.567049,120.359976",1.0,28.0,小港分局,,
一般建築,XG1081,六苓里,高雄市小港區六苓里漢民路631號,"22.567067,120.360023",1.0,28.0,小港分局,,
一般建築,XG1082,六苓里,高雄市小港區六苓里漢民路633號,"22.567077,120.360061",1.0,28.0,小港分局,,
一般建築,XG1083,六苓里,高雄市小港區六苓里漢民路635號,"22.567094,120.360097",1.0,28.0,小港分局,,
一般建築,XG1084,六苓里,高雄市小港區六苓里漢民路637號,"22.567105,120.360131",1.0,28.0,小港分局,,
一般建築,XG1085,六苓里,高雄市小港區六苓里漢民路639號,"22.567122,120.360168",1.0,28.0,小港分局,,
一般建築,XG1087,六苓里,高雄市小港區六苓里漢民路641號,"22.56714,120.360201",1.0,28.0,小港分局,,
一般建築,XG1088,六苓里,高雄市小港區六苓里漢民路643號,"22.56715,120.360239",1.0,28.0,小港分局,,
一般建築,XG1090,六苓里,高雄市小港區六苓里漢民路647號,"22.567177,120.360309",1.0,28.0,小港分局,,
一般建築,XG1091,六苓里,高雄市小港區六苓里漢民路649號,"22.567195,120.360346",1.0,28.0,小港分局,,
一般建築,XG1092,六苓里,高雄市小港區六苓里漢民路651號,"22.567205,120.360381",1.0,28.0,小港分局,,
一般建築,XG1093,六苓里,高雄市小港區六苓里漢民路653號,"22.567222,120.36042",1.0,28.0,小港分局,,
一般建築,XG1094,六苓里,高雄市小港區六苓里漢民路655號,"22.56724,120.360462",1.0,28.0,小港分局,,
一般建築,XG2444,合作里,高雄市小港區合作里1鄰孔鳳路206號,"22.581385,120.365596",1.0,28.0,小港分局,,
一般建築,XG2443,合作里,高雄市小港區合作里1鄰孔鳳路208號,"22.581395,120.36556",1.0,28.0,小港分局,,
一般建築,XG2442,合作里,高雄市小港區合作里1鄰孔鳳路210號,"22.581385,120.365516",1.0,28.0,小港分局,,
一般建築,XG2441,合作里,高雄市小港區合作里1鄰孔鳳路212號,"22.581385,120.365482",1.0,28.0,小港分局,,
一般建築,XG2440,合作里,高雄市小港區合作里1鄰孔鳳路214號,"22.581385,120.365438",1.0,28.0,小港分局,,
一般建築,XG2439,合作里,高雄市小港區合作里1鄰孔鳳路216號,"22.581385,120.365399",1.0,28.0,小港分局,,
一般建築,XG2438,合作里,高雄市小港區合作里1鄰孔鳳路218號,"22.581394,120.365368",1.0,28.0,小港分局,,
一般建築,XG2437,合作里,高雄市小港區合作里1鄰孔鳳路220號,"22.581394,120.365316",1.0,28.0,小港分局,,
一般建築,XG2436,合作里,高雄市小港區合作里1鄰孔鳳路222號,"22.581394,120.365281",1.0,28.0,小港分局,,
一般建築,XG2435,合作里,高雄市小港區合作里1鄰孔鳳路224號,"22.581394,120.365238",1.0,28.0,小港分局,,
一般建築,XG2434,合作里,高雄市小港區合作里1鄰孔鳳路226號,"22.581394,120.365202",1.0,28.0,小港分局,,
一般建築,XG2433,合作里,高雄市小港區合作里1鄰孔鳳路228號,"22.581443,120.365161",1.0,28.0,小港分局,,
一般建築,XG2432,合作里,高雄市小港區合作里1鄰孔鳳路230號,"22.581403,120.365118",1.0,28.0,小港分局,,
一般建築,XG2431,合作里,高雄市小港區合作里1鄰孔鳳路232號,"22.581402,120.365082",1.0,28.0,小港分局,,
一般建築,XG2430,合作里,高雄市小港區合作里1鄰孔鳳路234號,"22.581402,120.365039",1.0,28.0,小港分局,,
一般建築,XG2428,合作里,高雄市小港區合作里1鄰孔鳳路236號,"22.581402,120.364998",1.0,28.0,小港分局,,
一般建築,XG2427,合作里,高雄市小港區合作里1鄰孔鳳路238號,"22.581402,120.364956",1.0,28.0,小港分局,,
一般建築,XG2426,合作里,高雄市小港區合作里1鄰孔鳳路240號,"22.581402,120.364917",1.0,28.0,小港分局,,
一般建築,XG2029,宏亮里,高雄市小港區宏亮里山明路558號,"22.569496,120.362227",1.0,28.0,小港分局,,
一般建築,XG2481,桂林里,高雄市小港區桂林里18鄰桂誠街141巷1號,"22.583587,120.355841",1.0,28.0,小港分局,,
一般建築,XG2479,桂林里,高雄市小港區桂林里18鄰桂誠街141巷2號,"22.583587,120.355664",1.0,28.0,小港分局,,
一般建築,XG2482,桂林里,高雄市小港區桂林里18鄰桂誠街141巷3號,"22.583551,120.355839",1.0,28.0,小港分局,,
一般建築,XG2480,桂林里,高雄市小港區桂林里18鄰桂誠街141巷4號,"22.583549,120.355663",1.0,28.0,小港分局,,
一般建築,XG2164,港后里,高雄市小港區港后里天順街113號,"22.569994,120.333454",1.0,28.0,小港分局,,
一般建築,XG2203,港南里,高雄市小港區港南里福利路2號,"22.56418,120.335984",1.0,28.0,小港分局,,
一般建築,XG2201,港南里,高雄市小港區港南里福利路4號,"22.564243,120.335933",1.0,28.0,小港分局,,
一般建築,XG2200,港南里,高雄市小港區港南里福利路6號,"22.564278,120.335908",1.0,28.0,小港分局,,
一般建築,XG1517,順苓里,高雄市小港區順苓里康莊路109號,"22.568515,120.355107",1.0,28.0,小港分局,,
一般建築,XG1516,順苓里,高雄市小港區順苓里康莊路111號,"22.568512,120.355063",1.0,28.0,小港分局,,
一般建築,XG1515,順苓里,高雄市小港區順苓里康莊路113號,"22.568515,120.355026",1.0,28.0,小港分局,,
一般建築,XG1662,順苓里,高雄市小港區順苓里漢民路355號,"22.567042,120.355712",1.0,28.0,小港分局,,
一般建築,XG1910,順苓里,高雄市小港區順苓里樂利路2號,"22.567007,120.357221",1.0,28.0,小港分局,,
一般建築,XG1603,廈莊里,高雄市小港區廈莊里4鄰新昌街11之8號,"22.583134,120.361976",1.0,28.0,小港分局,,
一般建築,XG1794,廈莊里,高雄市小港區廈莊里8鄰孔鳳路421號,"22.581353,120.359409",1.0,28.0,小港分局,,
一般建築,XG1398,鳳林里,高雄市小港區鳳林里8鄰鳳林路93號,"22.526346,120.34636",1.0,28.0,小港分局,,
一般建築,XG1007,鳳鳴里,高雄市小港區鳳鳴里13鄰丹山三路51號,"22.511293,120.358165",1.0,28.0,小港分局,,
一般建築,XG1888,三苓里,高雄市小港區三苓里忠德街24之1號,"22.566403,120.347364",1.0,29.0,小港分局,,
一般建築,XG1349,正苓里,高雄市小港區正苓里永順路176號,"22.569196,120.352318",1.0,29.0,小港分局,,
一般建築,XG1348,正苓里,高雄市小港區正苓里永順路178號,"22.569196,120.352276",1.0,29.0,小港分局,,
一般建築,XG1899,正苓里,高雄市小港區正苓里金府路51號,"22.566423,120.354549",1.0,29.0,小港分局,,
一般建築,XG1898,正苓里,高雄市小港區正苓里金府路53號,"22.566458,120.354545",1.0,29.0,小港分局,,
一般建築,XG0919,正苓里,高雄市小港區正苓里崇文路56號,"22.568024,120.352397",1.0,29.0,小港分局,,
一般建築,XG2034,宏亮里,高雄市小港區宏亮里山明路576號,"22.569849,120.36207",1.0,29.0,小港分局,,
一般建築,XG1131,宏亮里,高雄市小港區宏亮里宏平路343號,"22.569642,120.360009",1.0,29.0,小港分局,,
一般建築,XG1534,宏亮里,高雄市小港區宏亮里宏平路389巷2號,"22.569452,120.358971",1.0,29.0,小港分局,,
一般建築,XG2449,店鎮里,高雄市小港區店鎮里沿海一路393號,"22.563005,120.355802",1.0,29.0,小港分局,,
一般建築,XG2202,港南里,高雄市小港區港南里福利路2之1號,"22.564215,120.335958",1.0,29.0,小港分局,,
一般建築,XG2366,港興里,高雄市小港區港興里褔隆街163號,"22.567115,120.340467",1.0,29.0,小港分局,,
一般建築,XG1655,順苓里,高雄市小港區順苓里平治街64號,"22.567475,120.35567",1.0,29.0,小港分局,,
一般建築,XG1654,順苓里,高雄市小港區順苓里平治街66號,"22.567454,120.354819",1.0,29.0,小港分局,,
一般建築,XG1653,順苓里,高雄市小港區順苓里平治街68號,"22.567481,120.354864",1.0,29.0,小港分局,,
一般建築,XG1909,順苓里,高雄市小港區順苓里漢民路395號,"22.567008,120.357364",1.0,29.0,小港分局,,
一般建築,XG2236,廈莊里,高雄市小港區廈莊里8鄰孔鳳路381號,"22.58132,120.36033",1.0,29.0,小港分局,,
一般建築,XG2237,廈莊里,高雄市小港區廈莊里8鄰孔鳳路385號,"22.581329,120.360218",1.0,29.0,小港分局,,
一般建築,XG2238,廈莊里,高雄市小港區廈莊里8鄰孔鳳路387號,"22.581329,120.360138",1.0,29.0,小港分局,,
一般建築,XG2297,濟南里,高雄市小港區濟南里青山街46號,"22.57215,120.361699",1.0,29.0,小港分局,,
一般建築,XG2296,濟南里,高雄市小港區濟南里青山街48號,"22.572123,120.361677",1.0,29.0,小港分局,,
一般建築,XG2295,濟南里,高雄市小港區濟南里青山街50號,"22.572105,120.361648",1.0,29.0,小港分局,,
一般建築,XG2287,濟南里,高雄市小港區濟南里青山街60號,"22.571887,120.361394",1.0,29.0,小港分局,,
一般建築,XG2288,濟南里,高雄市小港區濟南里青山街62號,"22.571833,120.361399",1.0,29.0,小港分局,,
一般建築,XG2289,濟南里,高雄市小港區濟南里青山街64號,"22.571833,120.361338",1.0,29.0,小港分局,,
一般建築,XG1866,三苓里,高雄市小港區三苓里忠德街11號,"22.56613,120.347083",1.0,30.0,小港分局,,
一般建築,XG1865,三苓里,高雄市小港區三苓里忠德街13號,"22.566167,120.347081",1.0,30.0,小港分局,,
一般建築,XG1864,三苓里,高雄市小港區三苓里忠德街15號,"22.566203,120.347075",1.0,30.0,小港分局,,
一般建築,XG1891,三苓里,高雄市小港區三苓里忠德街20號,"22.566258,120.347371",1.0,30.0,小港分局,,
一般建築,XG1890,三苓里,高雄市小港區三苓里忠德街22號,"22.566295,120.347369",1.0,30.0,小港分局,,
一般建築,XG1594,大苓里,高雄市小港區大苓里沿海一路174號,"22.567834,120.3506",1.0,30.0,小港分局,,
一般建築,XG1593,大苓里,高雄市小港區大苓里沿海一路176號,"22.567798,120.350622",1.0,30.0,小港分局,,
一般建築,XG1592,大苓里,高雄市小港區大苓里沿海一路178號,"22.567771,120.350647",1.0,30.0,小港分局,,
一般建築,XG1591,大苓里,高雄市小港區大苓里沿海一路180號,"22.567744,120.350669",1.0,30.0,小港分局,,
一般建築,XG0729,山東里,高雄市小港區山東里廠西路79號,"22.570491,120.350962",1.0,30.0,小港分局,,
一般建築,XG0920,正苓里,高雄市小港區正苓里崇文路54號,"22.567992,120.35243",1.0,30.0,小港分局,,
一般建築,XG1411,店鎮里,高雄市小港區店鎮里長興街39號,"22.563255,120.357498",1.0,30.0,小港分局,,
一般建築,XG1872,青島里,高雄市小港區青島里廠橫路39號,"22.571142,120.35595",1.0,30.0,小港分局,,
一般建築,XG2631,高松里,高雄市小港區高松里19鄰松崗路85巷2號,"22.575354,120.37499",1.0,30.0,小港分局,,
一般建築,XG2634,高松里,高雄市小港區高松里19鄰松崗路85巷8號,"22.575479,120.374934",1.0,30.0,小港分局,,
一般建築,XG2605,高松里,高雄市小港區高松里19鄰松崗路99巷1號,"22.575409,120.375117",1.0,30.0,小港分局,,
一般建築,XG2607,高松里,高雄市小港區高松里19鄰松崗路99巷7號,"22.575534,120.375048",1.0,30.0,小港分局,,
一般建築,XG2613,高松里,高雄市小港區高松里19鄰松崗路99巷8號,"22.575607,120.375204",1.0,30.0,小港分局,,
一般建築,XG2194,順苓里,高雄市小港區順苓里漢民路367號,"22.567017,120.356298",1.0,30.0,小港分局,,
一般建築,XG0992,順苓里,高雄市小港區順苓里樂利路72號,"22.569006,120.357176",1.0,30.0,小港分局,,
一般建築,XG0785,鳳源里,高雄市小港區鳳源里18鄰鳳林路166巷5之4號,"22.527515,120.342996",1.0,30.0,小港分局,,
一般建築,XG2290,濟南里,高雄市小港區濟南里青山街66號,"22.571805,120.361299",1.0,30.0,小港分局,,
一般建築,XG1889,三苓里,高雄市小港區三苓里忠德街24號,"22.566348,120.347365",1.0,31.0,小港分局,,
一般建築,XG1495,六苓里,高雄市小港區六苓里華盛街115號,"22.568691,120.359511",1.0,31.0,小港分局,,
一般建築,XG1754,六苓里,高雄市小港區六苓里華盛街76巷46號,"22.567625,120.360794",1.0,31.0,小港分局,,
一般建築,XG2633,高松里,高雄市小港區高松里19鄰松崗路85巷6號,"22.575444,120.37495",1.0,31.0,小港分局,,
一般建築,XG2611,高松里,高雄市小港區高松里19鄰松崗路99巷2號,"22.575472,120.375277",1.0,31.0,小港分局,,
一般建築,XG2612,高松里,高雄市小港區高松里19鄰松崗路99巷4號,"22.575517,120.375255",1.0,31.0,小港分局,,
一般建築,XG2606,高松里,高雄市小港區高松里19鄰松崗路99巷5號,"22.575499,120.375072",1.0,31.0,小港分局,,
一般建築,XG1600,港正里,高雄市小港區港正里平和路3之12號,"22.56302,120.334858",1.0,31.0,小港分局,,
一般建築,XG1599,港正里,高雄市小港區港正里平和路3之13號,"22.563065,120.334836",1.0,31.0,小港分局,,
一般建築,XG1598,港正里,高雄市小港區港正里平和路3之14號,"22.563101,120.334815",1.0,31.0,小港分局,,
一般建築,XG1597,港正里,高雄市小港區港正里平和路3之15號,"22.563127,120.334796",1.0,31.0,小港分局,,
一般建築,XG1596,港正里,高雄市小港區港正里平和路3之16號,"22.563172,120.334776",1.0,31.0,小港分局,,
一般建築,XG1601,港正里,高雄市小港區港正里平和路3之18號,"22.563117,120.334569",1.0,31.0,小港分局,,
一般建築,XG1370,順苓里,高雄市小港區順苓里大鵬路101號,"22.567919,120.358213",1.0,31.0,小港分局,,
一般建築,XG1368,順苓里,高雄市小港區順苓里大鵬路97號,"22.567847,120.358213",1.0,31.0,小港分局,,
一般建築,XG1664,順苓里,高雄市小港區順苓里漢民路351號,"22.567041,120.35562",1.0,31.0,小港分局,,
一般建築,XG1663,順苓里,高雄市小港區順苓里漢民路353號,"22.567042,120.355664",1.0,31.0,小港分局,,
一般建築,XG1044,鳳興里,高雄市小港區鳳興里2鄰鳳西街12號,"22.523584,120.346827",1.0,31.0,小港分局,,
一般建築,XG1694,龍鳳里,高雄市小港區龍鳳里15鄰岐山一路14號,"22.516691,120.35503",1.0,31.0,小港分局,,
一般建築,XG1695,龍鳳里,高雄市小港區龍鳳里15鄰岐山一路16號,"22.516663,120.355003",1.0,31.0,小港分局,,
一般建築,XG2072,正苓里,高雄市小港區正苓里平治街128號,"22.56744,120.353803",1.0,32.0,小港分局,,
一般建築,XG2071,正苓里,高雄市小港區正苓里平治街130號,"22.56744,120.353765",1.0,32.0,小港分局,,
一般建築,XG1288,泰山里,高雄市小港區泰山里飛機路186號,"22.573335,120.362109",1.0,32.0,小港分局,,
一般建築,XG0990,高松里,高雄市小港區高松里8鄰松南街31號,"22.573204,120.372514",1.0,32.0,小港分局,,
一般建築,XG1602,港正里,高雄市小港區港正里平和路3之11號,"22.562929,120.334688",1.0,32.0,小港分局,,
一般建築,XG1195,港墘里,高雄市小港區港墘里平和路126號,"22.566586,120.3327",1.0,32.0,小港分局,,
一般建築,XG0914,順苓里,高雄市小港區順苓里樂利路62號,"22.568809,120.357176",1.0,32.0,小港分局,,
一般建築,XG1750,三苓里,高雄市小港區三苓里民益路13號,"22.566196,120.347758",1.0,33.0,小港分局,,
一般建築,XG1980,大苓里,高雄市小港區大苓里沿海一路160巷15號,"22.567912,120.350133",1.0,33.0,小港分局,,
一般建築,XG1806,大苓里,高雄市小港區大苓里沿海一路62號,"22.569101,120.349487",1.0,33.0,小港分局,,
一般建築,XG2074,正苓里,高雄市小港區正苓里永順街146之1號,"22.569192,120.353567",1.0,33.0,小港分局,,
一般建築,XG2073,正苓里,高雄市小港區正苓里永順街146號,"22.569192,120.353611",1.0,33.0,小港分局,,
一般建築,XG1595,港正里,高雄市小港區港正里平和路3之17號,"22.563209,120.33474",1.0,33.0,小港分局,,
一般建築,XG2216,港明里,高雄市小港區港明里港興街58號,"22.568725,120.332047",1.0,33.0,小港分局,,
一般建築,XG1511,港興里,高雄市小港區港興里小港路68巷2弄19號,"22.566161,120.343456",1.0,33.0,小港分局,,
一般建築,XG1367,順苓里,高雄市小港區順苓里大鵬路93號,"22.567782,120.358213",1.0,33.0,小港分局,,
一般建築,XG0915,順苓里,高雄市小港區順苓里樂利路64號,"22.568845,120.357176",1.0,33.0,小港分局,,
一般建築,XG0916,順苓里,高雄市小港區順苓里樂利路66號,"22.56889,120.357176",1.0,33.0,小港分局,,
一般建築,XG0917,順苓里,高雄市小港區順苓里樂利路68號,"22.568926,120.357176",1.0,33.0,小港分局,,
一般建築,XG0918,順苓里,高雄市小港區順苓里樂利路70號,"22.568961,120.357176",1.0,33.0,小港分局,,
一般建築,XG0921,正苓里,高雄市小港區正苓里崇文路52號,"22.567958,120.352461",1.0,34.0,小港分局,,
一般建築,XG2450,店鎮里,高雄市小港區店鎮里沿海一路395號,"22.562985,120.355836",1.0,34.0,小港分局,,
一般建築,XG1766,店鎮里,高雄市小港區店鎮里紹興街38巷2號,"22.562324,120.357101",1.0,34.0,小港分局,,
一般建築,XG2116,桂林里,高雄市小港區桂林里15鄰桂陽路6號,"22.581683,120.358459",1.0,34.0,小港分局,,
一般建築,XG2353,港明里,高雄市小港區港明里孝先街117號,"22.569804,120.331255",1.0,34.0,小港分局,,
一般建築,XG1420,港明里,高雄市小港區港明里港安街111號,"22.568321,120.332659",1.0,34.0,小港分局,,
一般建築,XG2512,港明里,高雄市小港區港明里港壽街65號,"22.569323,120.332638",1.0,34.0,小港分局,,
一般建築,XG2343,三苓里,高雄市小港區三苓里永義街92巷2弄38號,"22.567211,120.350716",1.0,35.0,小港分局,,
一般建築,XG1176,大苓里,高雄市小港區大苓里中山四路3之1號,"22.569123,120.34786",1.0,35.0,小港分局,,
一般建築,XG1031,港口里,高雄市小港區港口里24鄰崇明街161號,"22.569203,120.330144",1.0,35.0,小港分局,,
一般建築,XG2352,港明里,高雄市小港區港明里孝先街119號,"22.569832,120.33123",1.0,35.0,小港分局,,
一般建築,XG1196,港墘里,高雄市小港區港墘里平和路124號,"22.566559,120.332733",1.0,35.0,小港分局,,
工廠,XG1983,龍鳳里,高雄市小港區龍鳳里1鄰興業街6號,"22.524296,120.362151",1.0,35.0,小港分局,,
一般建築,XG1867,三苓里,高雄市小港區三苓里忠德街7巷6號,"22.566148,120.347033",1.0,36.0,小港分局,,
一般建築,XG1868,三苓里,高雄市小港區三苓里忠德街7巷8號,"22.566148,120.34699",1.0,36.0,小港分局,,
一般建築,XG1455,大苓里,高雄市小港區大苓里民益路77巷27弄6號,"22.567837,120.347074",1.0,36.0,小港分局,,
一般建築,XG1979,大苓里,高雄市小港區大苓里沿海一路160巷17號,"22.567912,120.350093",1.0,36.0,小港分局,,
一般建築,XG2638,山東里,高雄市小港區山東里民治路54巷18號,"22.57016,120.349478",1.0,36.0,小港分局,,
一般建築,XG2636,山東里,高雄市小港區山東里民治路54巷6號,"22.570575,120.349473",1.0,36.0,小港分局,,
一般建築,XG1221,正苓里,高雄市小港區正苓里漢民路256巷3號,"22.56639,120.353371",1.0,36.0,小港分局,,
一般建築,XG2204,宏亮里,高雄市小港區宏亮里宏平路309號,"22.569645,120.360774",1.0,36.0,小港分局,,
一般建築,XG2206,宏亮里,高雄市小港區宏亮里宏平路313號,"22.569645,120.360692",1.0,36.0,小港分局,,
一般建築,XG2504,港明里,高雄市小港區港明里港壽街49號,"22.569044,120.332764",1.0,36.0,小港分局,,
一般建築,XG2637,山東里,高雄市小港區山東里民治路54巷20號,"22.570122,120.349478",1.0,37.0,小港分局,,
一般建築,XG2635,山東里,高雄市小港區山東里民治路54巷8號,"22.570539,120.349474",1.0,37.0,小港分局,,
一般建築,XG1395,正苓里,高雄市小港區正苓里金府路43巷27號,"22.56605,120.35395",1.0,37.0,小港分局,,
一般建築,XG2205,宏亮里,高雄市小港區宏亮里宏平路311號,"22.569645,120.360732",1.0,37.0,小港分局,,
一般建築,XG1395,順苓里,高雄市小港區順苓里大鵬路105號,"22.568,120.358213",1.0,37.0,小港分局,,
一般建築,XG2127,六苓里,高雄市小港區六苓里華盛街94之1號,"22.567816,120.35972",1.0,38.0,小港分局,,
一般建築,XG1967,六苓里,高雄市小港區六苓里新豐街67號,"22.567083,120.361597",1.0,38.0,小港分局,,
一般建築,XG1374,宏亮里,高雄市小港區宏亮里安和街114號,"22.569379,120.359424",1.0,38.0,小港分局,,
一般建築,XG2249,港明里,高雄市小港區港明里港興街59號,"22.568525,120.332105",1.0,38.0,小港分局,,
一般建築,XG2217,港明里,高雄市小港區港明里港興街60號,"22.56867,120.332026",1.0,38.0,小港分局,,
一般建築,XG2248,港明里,高雄市小港區港明里港興街61號,"22.568508,120.33207",1.0,38.0,小港分局,,
一般建築,XG2218,港明里,高雄市小港區港明里港興街62號,"22.56866,120.331993",1.0,38.0,小港分局,,
一般建築,XG2247,港明里,高雄市小港區港明里港興街63號,"22.56848,120.332033",1.0,38.0,小港分局,,
一般建築,XG2246,港明里,高雄市小港區港明里港興街65號,"22.568462,120.332005",1.0,38.0,小港分局,,
一般建築,XG2245,港明里,高雄市小港區港明里港興街67號,"22.568444,120.331975",1.0,38.0,小港分局,,
一般建築,XG2244,港明里,高雄市小港區港明里港興街69號,"22.568417,120.33195",1.0,38.0,小港分局,,
一般建築,XG2222,港明里,高雄市小港區港明里港興街70號,"22.568579,120.331863",1.0,38.0,小港分局,,
一般建築,XG1396,順苓里,高雄市小港區順苓里大鵬路109號,"22.568062,120.358211",1.0,38.0,小港分局,,
一般建築,XG2192,順苓里,高雄市小港區順苓里漢民路371號,"22.567018,120.356431",1.0,38.0,小港分局,,
