類別,電腦編號,村里別,地址,緯經度,可容納人數,轄管分局,備註
公有建築物,FOA00505,頂福里,新竹市香山區頂福里頂埔路23號,"24.7979136,120.9502543",5041.0,第三分局,
一般住宅,FOA00506,頂福里,新竹市香山區頂福里頂埔路26號,"24.7971289,120.9512118",1304.0,第三分局,
一般住宅,FOA00507,頂埔里,新竹市香山區頂埔里牛埔路80-90號,"24.7991271,120.954256",148.0,第三分局,
一般住宅,FOA00508,頂埔里,新竹市香山區頂埔里牛埔路154號,"24.7996836,120.9520852",418.0,第三分局,
一般住宅,FOA00509,頂埔里,新竹市香山區頂埔里牛埔路158號,"24.799722,120.9519359",1206.0,第三分局,
一般住宅,FOA00510,頂埔里,新竹市香山區頂埔里牛埔路160巷1號,"24.7999614,120.9519621",616.0,第三分局,
一般住宅,FOA00511,頂福里,新竹市香山區頂福里頂埔路19巷1號,"24.7968198,120.9508536",1442.0,第三分局,
一般住宅,FOA00512,頂福里,新竹市香山區頂福里頂埔路1-17號,"24.7965599,120.9512551",249.0,第三分局,
公有建築物,FOA00513,頂埔里,新竹市香山區頂埔里經國路3段126號,"24.7970804,120.9522219",278.0,第三分局,
供公眾使用建築物,FOA00514,頂埔里,新竹市香山區頂埔里牛埔路188號,"24.8001621,120.9503288",518.0,第三分局,
一般住宅,FOA00515,頂埔里,新竹市香山區頂埔里牛埔路165號,"24.7998175,120.9506288",648.0,第三分局,
一般住宅,FOA00516,頂埔里,新竹市香山區頂埔里中山路530號,"24.7983337,120.9563706",36.0,第三分局,
一般住宅,FOA00517,頂福里,新竹市香山區頂福里中山路640巷9號,"24.795692,120.953862",512.0,第三分局,
一般住宅,FOA00518,頂埔里,新竹市香山區頂埔里中華路4段62號,"24.7967894,120.9537847",1417.0,第三分局,
一般住宅,FOA00519,頂埔里,新竹市香山區頂埔里中山路518號,"24.7985095,120.9565244",34.0,第三分局,
一般住宅,FOA00520,頂埔里,新竹市香山區頂埔里中山路570號,"24.7974836,120.9557137",208.0,第三分局,
一般住宅,FOA00521,頂埔里,新竹市香山區頂埔里中山路510號,"24.7986385,120.9565791",34.0,第三分局,
一般住宅,FOA00522,頂福里,新竹市香山區頂福里中山路640巷8號,"24.796105,120.954314",308.0,第三分局,
一般住宅,FOA00523,中埔里,新竹市香山區中埔里牛埔路347號,"24.7979584,120.9439215",65.0,第三分局,
一般住宅,FOA00524,頂埔里,新竹市香山區頂埔里中華路4段250號,"24.7947823,120.9476419",224.0,第三分局,
一般住宅,FOA00526,頂埔里,新竹市香山區頂埔里牛埔路177號,"24.799536,120.950085",285.0,第三分局,
一般住宅,FOA00527,中埔里,新竹市香山區中埔里牛埔東路187號,"24.796684,120.9456065",104.0,第三分局,
一般住宅,FOA00528,頂埔里,新竹市香山區頂埔里牛埔路196號,"24.8002402,120.9486945",192.0,第三分局,
一般住宅,FOA00529,中埔里,新竹市香山區中埔里牛埔路451號,"24.7961657,120.9410604",249.0,第三分局,
一般住宅,FOA00530,虎山里,新竹市香山區虎山里牛埔北路185號,"24.8028938,120.9395646",529.0,第三分局,
一般住宅,FOA00531,虎林里,新竹市香山區虎林里延平路2段95-1號,"24.8049834,120.9410238",1625.0,第三分局,
一般住宅,FOA00532,頂竹里,新竹市東區頂竹里竹蓮街26巷28號,"24.7980101,120.9724904",42.0,第三分局,
一般住宅,FOA00533,頂竹里,新竹市東區頂竹里15鄰東南街76號,"24.798594,120.9732838",64.0,第三分局,
一般住宅,FOA00535,頂竹里,新竹市東區頂竹里東南街58號,"24.798837,120.9729135",113.0,第三分局,
一般住宅,FOA00536,頂竹里,新竹市東區頂竹里南大路207號,"24.7991231,120.9727599",40.0,第三分局,
一般住宅,FOA00537,頂竹里,新竹市東區頂竹里東南街42-46號,"24.7994317,120.9728162",216.0,第三分局,
一般住宅,FOA00538,頂竹里,新竹市東區頂竹里17鄰東南街96巷4號,"24.7982134,120.9734656",61.0,第三分局,
一般住宅,FOA00539,頂竹里,新竹市東區頂竹里南大路241號,"24.7989075,120.9720898",38.0,第三分局,
一般住宅,FOA00540,頂竹里,新竹市東區頂竹里南大路203號,"24.7993002,120.972671",40.0,第三分局,
一般住宅,FOA00541,頂竹里,新竹市東區頂竹里東南街64號,"24.7987509,120.9729971",50.0,第三分局,
一般住宅,FOA00542,頂竹里,新竹市東區頂竹里竹蓮街64號,"24.798163,120.971067",109.0,第三分局,
一般住宅,FOA00543,頂竹里,新竹市東區頂竹里17鄰東南街96巷18號,"24.7979881,120.9731632",50.0,第三分局,
供公眾使用建築物,FOA00544,頂竹里,新竹市東區頂竹里東南街52巷26號,"24.7987091,120.9725038",112.0,第三分局,
一般住宅,FOA00545,頂竹里,新竹市東區頂竹里16鄰東南街128號,"24.7974714,120.9738858",37.0,第三分局,
一般住宅,FOA00546,頂竹里,新竹市東區頂竹里南大路223號,"24.7990744,120.9723704",26.0,第三分局,
一般住宅,FOA00547,南大里,新竹市東區南大里食品路297號,"24.7951395,120.9732684",500.0,第三分局,
一般住宅,FOA00548,南大里,新竹市東區南大里食品路205號,"24.796027,120.974842",117.0,第三分局,
一般住宅,FOA00550,南大里,新竹市東區南大里食品路273號,"24.795167,120.973616",17.0,第三分局,
一般住宅,FOA00551,南大里,新竹市東區南大里食品路269號,"24.795209,120.973681",101.0,第三分局,
一般住宅,FOA00552,南大里,新竹市東區南大里西大路46巷28號,"24.795888,120.9721613",134.0,第三分局,
一般住宅,FOA00553,南大里,新竹市東區南大里竹蓮街47巷2號,"24.7974465,120.9715067",20.0,第三分局,
一般住宅,FOA00554,南大里,新竹市東區南大里竹蓮街51號,"24.7975377,120.9714677",61.0,第三分局,
一般住宅,FOA00555,南大里,新竹市東區南大里食品路261號,"24.795288,120.973838",36.0,第三分局,
一般住宅,FOA00556,南大里,新竹市東區南大里食品路279號,"24.795098,120.973476",80.0,第三分局,
一般住宅,FOA00557,南大里,新竹市東區南大里西大路46巷33弄11-15號,"24.7956271,120.971918",145.0,第三分局,
一般住宅,FOA00558,南大里,新竹市東區南大里竹蓮街61號,"24.797705,120.971012",378.0,第三分局,
一般住宅,FOA00559,振興里,新竹市東區振興里食品路551號,"24.7952571,120.9646906",180.0,第三分局,
一般住宅,FOA00560,振興里,新竹市東區振興里振興路85巷9號,"24.7945179,120.9613621",2034.0,第三分局,
一般住宅,FOA00561,振興里,新竹市東區振興里興中街51號,"24.7966531,120.967341",172.0,第三分局,
一般住宅,FOA00562,南大里,新竹市東區南大里西大路27號,"24.7946141,120.972418",194.0,第三分局,
一般住宅,FOA00563,振興里,新竹市東區振興里興學街12號,"24.7982169,120.9679298",197.0,第三分局,
一般住宅,FOA00564,振興里,新竹市東區振興里興學街105號,"24.7965451,120.966915",193.0,第三分局,
一般住宅,FOA00565,南門里,新竹市東區南門里林森路57號,"24.8014618,120.9682029",260.0,第三分局,
一般住宅,FOA00566,南門里,新竹市東區南門里武昌街12號,"24.8005655,120.968459",133.0,第三分局,
一般住宅,FOA00567,頂竹里,新竹市東區頂竹里南大路273號,"24.7984916,120.971253",314.0,第三分局,
一般住宅,FOA00568,振興里,新竹市東區振興里興中街46號,"24.7970591,120.9674784",500.0,第三分局,
一般住宅,FOA00569,南門里,新竹市東區南門里中華路2段508號,"24.8007363,120.9693108",318.0,第三分局,
一般住宅,FOA00570,振興里,新竹市東區振興里興中街50號,"24.7969955,120.9672807",470.0,第三分局,
一般住宅,FOA00571,新興里,新竹市東區新興里南大路441號,"24.7957536,120.9671521",432.0,第三分局,
一般住宅,FOA00572,中隘里,新竹市香山區中隘里中華路6段799巷8弄10-24號,"24.7201148,120.919464",1418.0,第三分局,
一般住宅,FOA00573,中隘里,新竹市香山區中隘里中華路6段799巷8弄9號,"24.7201148,120.919464",453.0,第三分局,
公有建築物,FOA00574,樹下里,新竹市香山區樹下里香北路12號,"24.7923995,120.9304169",3245.0,第三分局,
一般住宅,FOA00575,明湖里,新竹市東區明湖里11鄰明湖路1050巷260號,"24.7636419,120.9774648",706.0,第三分局,
一般住宅,FOA00576,光鎮里,新竹市東區光鎮里5鄰南大路619號,"24.7880274,120.967321",690.0,第三分局,
一般住宅,FOA00577,頂埔里,新竹市香山區頂埔里經國路3段61號,"24.7986911,120.95364",4882.0,第三分局,
公有建築物,FOA00578,頂竹里,新竹市東區頂竹里食品路226號,"24.7959792,120.9741066",937.0,第三分局,
供公眾使用建築物,FOA00579,東香里,新竹市香山區東香里玄奘路48號,"24.7743486,120.943289",1514.0,第三分局,
一般住宅,FOA00580,鹽水里,新竹市香山區鹽水里中華路6段67巷66弄2號,"24.7486618,120.9104982",1550.0,第三分局,
公有建築物,FOA00581,香山里,新竹市香山區香山里元培街124號,"24.7851705,120.9303385",1350.0,第三分局,
一般住宅,FOA00582,茄苳里,新竹市香山區茄苳里至善街35巷12號,"24.755317,120.9500311",540.0,第三分局,
一般住宅,FOA00583,香山里,新竹市香山區香山里18鄰香北路160-166號,"24.7914011,120.9262405",3896.0,第三分局,
供公眾使用建築物,FOA00584,朝山里,新竹市香山區朝山里中華路5段722號地下第1層,"24.765044,120.913751",1341.0,第三分局,
一般住宅,FOA00586,高峰里,新竹市東區高峰里27鄰寶山路150巷1號,"24.791486,120.975222",224.0,第三分局,
公有建築物,FOA00587,朝山里,新竹市香山區朝山里富禮街16號,"24.764249,120.9127599",722.0,第三分局,
公有建築物,FOA00588,虎林里,新竹市香山區虎林里延平路2段76號,"24.8052619,120.9419437",1644.0,第三分局,
一般住宅,FOA00589,頂竹里,新竹市東區頂竹里東南街139號地下第1層,"24.7976345,120.9744133",166.0,第三分局,
一般住宅,FOA00590,明湖里,新竹市東區明湖里17鄰明湖路1050巷270號,"24.764945,120.9769977",981.0,第三分局,
一般住宅,FOA00591,湖濱里,新竹市東區湖濱里15鄰明湖路486巷33號,"24.7794973,120.9662058",425.0,第三分局,
一般住宅,FOA00592,頂竹里,新竹市東區頂竹里東南街189號,"24.796695,120.9750792",248.0,第三分局,
一般住宅,FOA00593,茄苳里,新竹市香山區茄苳里至善街31巷15號,"24.7539583,120.948892",457.0,第三分局,
公有建築物,FOA00594,內湖里,新竹市香山區內湖里內湖路109號地下第1層,"24.7422354,120.9061346",921.0,第三分局,
一般住宅,FOA00595,頂福里,新竹市香山區頂福里中山路640巷566號地下第1層,"24.7940604,120.9515917",3329.0,第三分局,
一般住宅,FOA00596,香山里,新竹市香山區香山里香北一路15號地下第1層,"24.7899898,120.9220925",996.0,第三分局,
一般住宅,FOA00597,明湖里,新竹市東區明湖里21鄰明湖路1200巷132弄35號,"24.7636721,120.9792961",461.0,第三分局,
一般住宅,FOA00599,牛埔里,新竹市香山區牛埔里東華路81巷2號,"24.7949905,120.9450654",649.0,第三分局,
公有建築物,FOA00600,新興里,新竹市東區新興里食品路463號,"24.7951641,120.9648402",2476.0,第三分局,
一般住宅,FOA00601,明湖里,新竹市東區明湖里21鄰明湖路1200巷132弄35號,"24.7636721,120.9792961",462.0,第三分局,
供公眾使用建築物,FOA00602,朝山里,新竹市香山區朝山里中華路5段522巷18號,"24.7736169,120.9171419",1642.0,第三分局,
一般住宅,FOA00603,香山里,新竹市香山區香山里大庄路66-88號,"24.7903911,120.9248361",438.0,第三分局,
一般住宅,FOA00604,明湖里,新竹市東區明湖里明湖路1050巷375號,"24.7635371,120.9778069",1054.0,第三分局,
一般住宅,FOA00605,埔前里,新竹市香山區埔前里牛埔南路207巷11號,"24.7917984,120.9334433",701.0,第三分局,
公有建築物,FOA00606,虎林里,新竹市香山區虎林里延平路2段76號,"24.8052619,120.9419437",3360.0,第三分局,
一般住宅,FOA00607,頂埔里,新竹市香山區頂埔里經國路3段2巷28號,"24.8005145,120.9532637",1846.0,第三分局,
一般住宅,FOA00608,頂埔里,新竹市香山區頂埔里經國路3段60號,"24.7991008,120.9531699",1708.0,第三分局,
一般住宅,FOA00609,牛埔里,新竹市香山區牛埔里牛埔路329號,"24.7981728,120.9445683",706.0,第三分局,
公有建築物,FOA00610,新光里,新竹市東區新光里1鄰食品路331號,"24.7934621,120.97083",4233.0,第三分局,
一般住宅,FOA00611,柴橋里,新竹市東區柴橋里16鄰柴橋路61號,"24.7749348,120.9709015",153.0,第三分局,
公有建築物,FOA00612,振興里,新竹市東區振興里興學街106號地下第1層,"24.7968093,120.966368",1062.0,第三分局,
一般住宅,FOA00613,柴橋里,新竹市東區柴橋里1鄰明湖路773號,"24.7753331,120.967646",7716.0,第三分局,
一般住宅,FOA00614,振興里,新竹市東區振興里南大路622號地下第1層,"24.793473,120.9630287",266.0,第三分局,
供公眾使用建築物,FOA00615,東香里,新竹市香山區東香里玄奘路48號地下第1層,"24.7743486,120.943289",748.0,第三分局,
一般住宅,FOA00616,頂埔里,新竹市香山區頂埔里經國路3段2巷20號地下第1層,"24.800668,120.953324",641.0,第三分局,
一般住宅,FOA00617,中埔里,新竹市香山區中埔里華北路66號,"24.7970105,120.9474033",1105.0,第三分局,
公有建築物,FOA00618,頂竹里,新竹市東區頂竹里竹蓮街6號地下第1層,"24.7969551,120.972713",1532.0,第三分局,
一般住宅,FOA00619,新興里,新竹市東區新興里食品路470號地下第2層,"24.7939688,120.9663498",522.0,第三分局,
公有建築物,FOA00620,南市里,新竹市東區南市里西大路317號地下第1層,"24.801574,120.9656909",4782.0,第三分局,
一般住宅,FOA00621,東香里,新竹市香山區東香里富群街9號地下第2層,"24.768873,120.9542763",4713.0,第三分局,
公有建築物,FOA00622,虎林里,新竹市香山區虎林里延平路2段78號,"24.8052582,120.9410568",770.0,第三分局,
一般住宅,FOA00623,南市里,新竹市東區南市里西大路323號,"24.8019347,120.9648374",7576.0,第三分局,
一般住宅,FOA00624,福德里,新竹市東區福德里林森路233號地下第3層,"24.7981521,120.9629345",526.0,第三分局,
供公眾使用建築物,FOA00625,頂竹里,新竹市東區頂竹里東南街142巷28號,"24.796861,120.9732268",869.0,第三分局,
一般住宅,FOA00626,柴橋里,新竹市東區柴橋里21鄰藝術路2號地下第1層,"24.7685083,120.9672812",354.0,第三分局,
供公眾使用建築物,FOA00627,東香里,新竹市香山區東香里玄奘路48號,"24.7743535,120.9411003",11053.0,第三分局,
一般住宅,FOA00628,埔前里,新竹市香山區埔前里中華路4段518號地下第1層,"24.789638,120.931258",1446.0,第三分局,
一般住宅,FOA00629,埔前里,新竹市香山區埔前里牛埔南路15號地下第1層,"24.7944435,120.9410068",1589.0,第三分局,
公有建築物,FOA00630,新光里,新竹市東區新光里9鄰明湖路200號地下第2層,"24.7898278,120.967955",181.0,第三分局,
供公眾使用建築物,FOA00631,明湖里,新竹市東區明湖里3鄰明湖路1008巷178號地下第2層,"24.76886,120.9772333",7538.0,第三分局,
供公眾使用建築物,FOA00632,明湖里,新竹市東區明湖里2鄰明湖路1006巷200號,"24.7654814,120.9756436",4501.0,第三分局,
一般住宅,FOA00633,東香里,新竹市香山區東香里11鄰香檳三街36號,"24.781038,120.9507054",2548.0,第三分局,
一般住宅,FOA00634,福德里,新竹市東區福德里林森路231號地下第3層,"24.7982477,120.96332",1584.0,第三分局,
公有建築物,FOA00635,香山里,新竹市香山區香山里大庄路105號,"24.7916476,120.9239954",762.0,第三分局,
一般住宅,FOA00636,中埔里,新竹市香山區中埔里中華路4段270巷25弄25號地下第1層,"24.7954584,120.9470313",780.0,第三分局,
供公眾使用建築物,FOA00637,新光里,新竹市東區新光里14鄰明湖路180號,"24.7917615,120.9683786",544.0,第三分局,
一般住宅,FOA00638,牛埔里,新竹市香山區牛埔里牛埔東路251巷33號地下第2層,"24.7952927,120.9441323",5353.0,第三分局,
公有建築物,FOA00639,香山里,新竹市香山區香山里元培街124號地下第1層,"24.7851754,120.9281498",1008.0,第三分局,
公有建築物,FOA00640,新光里,新竹市東區新光里9鄰明湖路200號,"24.7898278,120.967955",354.0,第三分局,
一般住宅,FOA00641,牛埔里,新竹市香山區牛埔里育德街101號,"24.794486,120.944013",1728.0,第三分局,
一般住宅,FOA00642,柴橋里,新竹市東區柴橋里1鄰明湖路715號地下第1層,"24.7764321,120.9675578",14416.0,第三分局,
一般住宅,FOA00643,東香里,新竹市香山區東香里美之城路88號,"24.7686995,120.9557188",1009.0,第三分局,
一般住宅,FOA00644,湖濱里,新竹市東區湖濱里2鄰明湖路400巷8號地下第2層,"24.785536,120.966846",1780.0,第三分局,
一般住宅,FOA00645,牛埔里,新竹市香山區牛埔里育德街111號地下第1層,"24.794346,120.943642",910.0,第三分局,
一般住宅,FOA00646,振興里,新竹市東區振興里南大路588號地下第2層,"24.7940951,120.9637159",2416.0,第三分局,
一般住宅,FOA00647,香村里,新竹市香山區香村里元培街298號地下2層,"24.7818242,120.9313709",2183.0,第三分局,
一般住宅,FOA00649,明湖里,新竹市東區明湖里22鄰明湖路1200巷6弄2號地下第1層,"24.7657389,120.9803591",1705.0,第三分局,
供公眾使用建築物,FOA00650,牛埔里,新竹市香山區牛埔里牛埔東路290號地下第1層,"24.7958296,120.9426628",2035.0,第三分局,
一般住宅,FOA00651,牛埔里,新竹市香山區牛埔里中華路4段451巷208號,"24.7890767,120.9349318",761.0,第三分局,
一般住宅,FOA00652,南市里,新竹市東區南市里中華路2段635號地下第1層,"24.7987829,120.9667344",105.0,第三分局,
一般住宅,FOA00654,新興里,新竹市東區新興里明湖路72巷2弄20號地下第1層,"24.7953944,120.9684897",608.0,第三分局,
一般住宅,FOA00655,柴橋里,新竹市東區柴橋里21鄰志平路111號,"24.7663038,120.9698189",3066.0,第三分局,
一般住宅,FOA00656,頂埔里,新竹市香山區頂埔里經國路3段36號,"24.7995888,120.9533864",1990.0,第三分局,
一般住宅,FOA00657,東香里,新竹市香山區東香里五福路2段707號地下第1層,"24.7570787,120.9505018",578.0,第三分局,
一般住宅,FOA00658,頂埔里,新竹市香山區頂埔里牛埔東路33巷23號地下第3層,"24.7992133,120.9505785",5026.0,第三分局,
一般住宅,FOA00659,明湖里,新竹市東區明湖里21鄰明湖路1200巷5弄29號地下第2層,"24.7650852,120.9804493",2363.0,第三分局,
供公眾使用建築物,FOA00660,中埔里,新竹市香山區中埔里牛埔路287號等6戶,"24.799187,120.945485",868.0,第三分局,
一般住宅,FOA00661,頂福里,新竹市香山區頂福里頂埔路19巷7號,"24.7966941,120.9509741",382.0,第三分局,
公有建築物,FOA00662,高峰里,新竹市東區高峰里2鄰高翠路332巷2號,"24.7801033,120.9834351",955.0,第三分局,
供公眾使用建築物,FOA00663,香村里,新竹市香山區香村里元培街306號,"24.7763419,120.9406409",1711.0,第三分局,
公有建築物,FOA00664,明湖里,新竹市東區明湖里4鄰明湖路1211號,"24.7685317,120.978023",746.0,第三分局,
供公眾使用建築物,FOA00665,頂埔里,新竹市香山區頂埔里中山路558號,"24.7977669,120.9559628",1195.0,第三分局,
公有建築物,FOA00666,頂竹里,新竹市東區頂竹里食品路226號,"24.7959792,120.9741066",1367.0,第三分局,
一般住宅,FOA00667,柴橋里,新竹市東區柴橋里5鄰新香街279-1號,"24.7767283,120.9609807",294.0,第三分局,
一般住宅,FOA00668,新光里,新竹市東區新光里6鄰明湖路243巷105號2樓,"24.7900769,120.9729749",1578.0,第三分局,
公有建築物,FOA00669,新興里,新竹市東區新興里南大路521號,"24.7931736,120.9633505",3066.0,第三分局,
一般住宅,FOA00670,朝山里,新竹市香山區朝山里14鄰中華路五段672號,"24.7672824,120.9154097",194.0,第三分局,
一般住宅,FOA00671,鹽水里,新竹市香山區鹽水里中華路六段89號,"24.7485793,120.9076185",1608.0,第三分局,
一般住宅,FOA00672,埔前里,新竹市香山區埔前里5鄰牛埔南路142巷33弄5號,"24.7972854,120.9393113",8624.0,第三分局,
一般住宅,FOA00673,頂福里,新竹市香山區頂福里中山路640巷498號2樓之1,"24.793924,120.9496953",3635.0,第三分局,
一般住宅,FOA00674,香山里,新竹市香山區香山里莊敬街108號,"24.7943299,120.9234803",1747.0,第三分局,
一般住宅,FOA00675,頂埔里,新竹市香山區頂埔里經國路3段78巷23號,"24.7984271,120.9519578",10820.0,第三分局,
一般住宅,FOA00676,中埔里,新竹市香山區中埔里中華路4段236號,"24.795107,120.9482663",1528.0,第三分局,
一般住宅,FOA00677,明湖里,新竹市東區明湖里3鄰明湖路1010號,"24.769245,120.9771313",1194.0,第三分局,
一般住宅,FOA00678,牛埔里,新竹市香山區牛埔里中華路4段302號,"24.7936582,120.9452119",4867.0,第三分局,
供公眾使用建築物,FOA00679,內湖里,新竹市香山區內湖里4鄰中華路六段335號,"24.7402181,120.910449",2050.0,第三分局,
一般住宅,FOA00680,牛埔里,新竹市香山區牛埔里中華路4段286號,"24.7942245,120.9460722",3168.0,第三分局,
供公眾使用建築物,FOA00681,中埔里,新竹市香山區中埔里牛埔路238號,"24.8003581,120.9483362",3476.0,第三分局,
一般住宅,FOA00682,頂埔里,新竹市香山區頂埔里牛埔路120巷3號1樓之1,"24.7996804,120.9527855",4550.0,第三分局,
一般住宅,FOA00683,香山里,新竹市香山區香山里大庄路28-36號,"24.789046,120.927965",170.0,第三分局,
一般住宅,FOA00684,香山里,新竹市香山區香山里大庄路1-15號,"24.7915839,120.9239987",2282.0,第三分局,
一般住宅,FOA00685,新興里,新竹市東區新興里26鄰食品路290號,"24.7951881,120.9648159",2124.0,第三分局,
一般住宅,FOA00686,香山里,新竹市香山區香山里大庄路216號,"24.7927639,120.9219368",1114.0,第三分局,
公有建築物,FOA00687,埔前里,新竹市香山區埔前里牛埔北路150號,"24.8006662,120.9411317",423.0,第三分局,
一般住宅,FOA00688,朝山里,新竹市香山區朝山里中華路五段648巷111號,"24.7663382,120.9142957",672.0,第三分局,
一般住宅,FOA00689,頂福里,新竹市香山區頂福里中山路640巷168弄7號,"24.7955275,120.9517971",3500.0,第三分局,
一般住宅,FOA00690,頂埔里,新竹市香山區頂埔里牛埔路122號,"24.7994713,120.9527095",130.0,第三分局,
公有建築物,FOA00691,牛埔里,新竹市香山區牛埔里育德街188號,"24.7940491,120.9422677",4323.0,第三分局,
供公眾使用建築物,FOA00692,柴橋里,新竹市東區柴橋里21鄰柴橋路95號,"24.768817,120.966208",1388.0,第三分局,
一般住宅,FOA00693,光鎮里,新竹市東區光鎮里18鄰南大路537巷36號地下第一層,"24.7913014,120.9655477",299.0,第三分局,
一般住宅,FOA00694,虎山里,新竹市香山區虎山里14鄰延平路二段385號1樓之5,"24.807962,120.9330049",4215.0,第三分局,
一般住宅,FOA00695,福德里,新竹市東區福德里11鄰中華路二段695巷18號,"24.7975741,120.964957",253.0,第三分局,
一般住宅,FOA00696,大庄里,新竹市香山區大庄里大庄路228巷1號,"24.792582,120.9237651",737.0,第三分局,
一般住宅,FOA00697,光鎮里,新竹市東區光鎮里5鄰南大路639號,"24.7875467,120.9676399",3036.0,第三分局,
一般住宅,FOA00698,頂埔里,新竹市香山區頂埔里18鄰牛埔路120巷17弄8號,"24.8001038,120.9530404",1833.0,第三分局,
一般住宅,FOA00699,新興里,新竹市東區新興里食品路446巷1號,"24.7939801,120.9670928",1117.0,第三分局,
供公眾使用建築物,FOA00700,湖濱里,新竹市東區湖濱里12鄰明湖路482巷2號,"24.7812549,120.9664896",1078.0,第三分局,
一般住宅,FOA00701,新興里,新竹市東區新興里南大路423巷25號,"24.796186,120.967525",888.0,第三分局,
一般住宅,FOA00702,新興里,新竹市東區新興里3鄰西大路135巷41號,"24.7960881,120.9687187",1051.0,第三分局,
供公眾使用建築物,FOA00703,朝山里,新竹市香山區朝山里9鄰中華路五段452-1號,"24.7765027,120.9180018",961.0,第三分局,
一般住宅,FOA00704,香村里,新竹市香山區香村里8鄰草漯街201巷10號,"24.7580342,120.9389233",2501.0,第三分局,
一般住宅,FOA00705,新興里,新竹市東區新興里2鄰西大路135巷32號,"24.796348,120.968852",997.0,第三分局,
一般住宅,FOA00706,寺前里,新竹市東區寺前里4鄰竹蓮街101巷26號,"24.7981381,120.9693464",621.0,第三分局,
一般住宅,FOA00707,香山里,新竹市香山區香山里5鄰香北一路32號等38戶,"24.7902728,120.9242849",722.0,第三分局,
一般住宅,FOA00708,牛埔里,新竹市香山區牛埔里5鄰牛埔南路28號2樓之1,"24.79365,120.9422554",1680.0,第三分局,
一般住宅,FOA00709,牛埔里,新竹市香山區牛埔里1鄰牛埔路413巷15號2樓,"24.7963832,120.942038",1876.0,第三分局,
一般住宅,FOA00710,牛埔里,新竹市香山區牛埔里7鄰中華路四段559號,"24.7903693,120.9349155",2808.0,第三分局,
一般住宅,FOA00711,頂竹里,新竹市東區頂竹里6鄰南大路219號,"24.7991602,120.9724178",6389.0,第三分局,
