建築物名稱,類別,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,轄管所別,備註
竹南高中,學校,正南里,苗栗縣竹南鎮正南里23鄰中正路98號,"24.68409860839481, 120.87387919959914",1.0,293.0,竹南分局,竹南,
竹南高中,學校,正南里,苗栗縣竹南鎮正南里23鄰中正路98號,"24.68409860839481, 120.87387919959914",1.0,153.0,竹南分局,竹南,
竹南高中,學校,正南里,苗栗縣竹南鎮正南里23鄰中正路99號,"24.684166847728914, 120.87381482658803",1.0,213.0,竹南分局,竹南,
竹南高中,學校,正南里,苗栗縣竹南鎮正南里23鄰中正路98號,"24.68409860839481, 120.87387919959914",1.0,133.0,竹南分局,竹南,
光南大樓,公司企業,正南里,苗栗縣竹南鎮正南里18鄰中正路105號,"24.683828505781463, 120.87666034192854",1.0,173.0,竹南分局,竹南,
公寓,公寓,正南里,苗栗縣竹南鎮正南里20鄰光復路21號,"24.68302145271751, 120.8788569419286",1.0,24.0,竹南分局,竹南,
公寓,公寓,正南里,苗栗縣竹南鎮正南里23鄰大營路132號,"24.685107513406976, 120.8730586842583",1.0,38.0,竹南分局,竹南,
公寓,公寓,正南里,苗栗縣竹南鎮正南里20鄰光復路9號,"24.682685704689394, 120.87873199775265",1.0,333.0,竹南分局,竹南,
公寓,公寓,正南里,苗栗縣竹南鎮正南里17鄰延平路2號,"24.683356915187467, 120.87680618241198",1.0,26.0,竹南分局,竹南,
公寓,公寓,正南里,苗栗縣竹南鎮正南里26鄰福德路121號,"24.683070961189443, 120.8769041572694",1.0,40.0,竹南分局,竹南,
公寓,公寓,正南里,苗栗縣竹南鎮正南里26鄰和平街15號,"24.683696500083368, 120.87742252658782",1.0,266.0,竹南分局,竹南,
公寓,公寓,正南里,苗栗縣竹南鎮正南里24鄰大營路74號,"24.683301552235527, 120.87315105357668",1.0,21.0,竹南分局,竹南,
公寓,公寓,正南里,苗栗縣竹南鎮正南里24鄰大營路70號,"24.683207455268008, 120.87322579775272",1.0,20.0,竹南分局,竹南,
公寓,公寓,正南里,苗栗縣竹南鎮正南里24鄰大營路72號,"24.6832642465497, 120.8733092842582",1.0,20.0,竹南分局,竹南,
公寓,公寓,正南里,苗栗縣竹南鎮正南里25鄰福德路155之1號,"24.683072595518816, 120.87525592658787",1.0,37.0,竹南分局,竹南,
公寓,公寓,正南里,苗栗縣竹南鎮正南里24鄰大營路65號,"24.682726572857167, 120.87297526891747",1.0,14.0,竹南分局,竹南,
公寓,公寓,正南里,苗栗縣竹南鎮正南里24鄰大營路78號,"24.68335350070057, 120.87327745542314",1.0,21.0,竹南分局,竹南,
公寓,公寓,正南里,苗栗縣竹南鎮正南里10鄰中山路45號,"24.68490574321143, 120.87970519775257",1.0,58.0,竹南分局,竹南,
公寓,公寓,正南里,苗栗縣竹南鎮正南里25鄰福德路136號,"24.68338694919285, 120.875812099599",1.0,421.0,竹南分局,竹南,
公寓,公寓,正南里,苗栗縣竹南鎮正南里28鄰環市路一段158號,"24.68264900196806, 120.87346647076386",1.0,420.0,竹南分局,竹南,
大樓,大樓,正南里,苗栗縣竹南鎮正南里25鄰環市路一段138巷2弄1號,"24.682398764784075, 120.87424614008228",1.0,2521.0,竹南分局,竹南,
公寓,公寓,正南里,苗栗縣竹南鎮正南里23鄰大營路106號,"24.684514204762408, 120.87310685357687",1.0,437.0,竹南分局,竹南,
渣打銀行,銀行,正南里,苗栗縣竹南鎮正南里4鄰中正路217號,"24.683743251475423, 120.8738316670713",1.0,5152.0,竹南分局,竹南,
新南國小,學校,新南里,苗栗縣竹南鎮新南里22鄰五谷街2號,"24.688540887667205, 120.8848366977525",1.0,3917.0,竹南分局,竹南,
公寓,公寓,新南里,苗栗縣竹南鎮新南里22鄰五谷王62號,"24.688407698975162, 120.8828698707639",1.0,89.0,竹南分局,竹南,
公寓,公寓,新南里,苗栗縣竹南鎮崁頂街132號,"24.692036232953622, 120.88273022658798",1.0,32.0,竹南分局,竹南,
公寓,公寓,新南里,苗栗縣竹南鎮新南里3鄰東平路57號,"24.684726359117448, 120.88166578425813",1.0,33.0,竹南分局,竹南,
公寓,公寓,新南里,苗栗縣竹南鎮新南里3鄰東平路62號,"24.684357004996034, 120.88154161309339",1.0,20.0,竹南分局,竹南,
公寓,公寓,新南里,苗栗縣竹南鎮新南里3鄰維新路42之60號,"24.68370325154422, 120.88217195357659",1.0,1217.0,竹南分局,竹南,
品未來,大樓,新南里,苗栗縣竹南鎮新南里3鄰維新路38號,"24.683539509138196, 120.88218806891747",1.0,48.0,竹南分局,竹南,
公寓,公寓,新南里,苗栗縣竹南鎮新南里4鄰東平路83號,"24.684999688308864, 120.88236399775262",1.0,40.0,竹南分局,竹南,
公寓,公寓,山佳里,苗栗縣竹南鎮山佳里7鄰龍山路三段211號,"24.702616860130053, 120.88179432843418",1.0,26.0,竹南分局,竹南,
公寓,公寓,山佳里,苗栗縣竹南鎮山佳里7鄰龍山路三段207號,"24.70254997794679, 120.88161832658798",1.0,56.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮佳興里14鄰明德街104號,"24.69671988661704, 120.87677655542309",1.0,101.0,竹南分局,竹南,
君毅中學,學校,山佳里,苗栗縣竹南鎮山佳里1鄰公義路245號,"24.70137229261169, 120.8831490995992",1.0,354.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮佳興里2鄰公義路176號,"24.69806608461517, 120.88265221309359",1.0,80.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮忠勇街10號,"24.695945735335272, 120.87743404192884",1.0,30.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮照南路18號,"24.69555853113862, 120.87906162474161",1.0,21.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮照南路120號,"24.695953449935253, 120.87627943823631",1.0,25.0,竹南分局,竹南,
公寓,公寓,佳里興,苗栗縣竹南鎮照南路20號,"24.695600535875624, 120.87911688425848",1.0,29.0,竹南分局,竹南,
竹南鎮公所,政府機關,山佳里,苗栗縣竹南鎮山佳里16鄰光復路452號,"24.69506469380812, 120.87968224008243",1.0,158.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮佳興里10鄰照南路16號,"24.695598421461167, 120.87915354008234",1.0,73.0,竹南分局,竹南,
公寓,公寓,山佳里,苗栗縣竹南鎮山佳里7鄰龍山路228巷230號,"24.70269431885191, 120.88120951124743",1.0,330.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮佳興里11鄰忠勇街11號,"24.696642476787407, 120.87766252658794",1.0,109.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮佳興里7鄰光復路345號,"24.69582972582961, 120.87950561309353",1.0,34.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮佳興里14鄰明德街98號,"24.69656781948872, 120.87697164377502",1.0,20.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮佳興里7鄰光復路365號,"24.696198844754175, 120.87943126891766",1.0,66.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮佳興里7鄰光復路367號,"24.696340519951278, 120.87941378241206",1.0,32.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮佳興里7鄰光復路339號,"24.695628335832204, 120.87948547076387",1.0,40.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮佳興里11鄰忠勇街12號,"24.696096630212253, 120.87743402843435",1.0,30.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮佳興里4鄰光復路428號,"24.694206933465455, 120.87988684008243",1.0,25.0,竹南分局,竹南,
公寓,公寓,山佳里,苗栗縣竹南鎮山佳里光復路17巷369號,"24.683058438462893, 120.87875769590633",1.0,28.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮民安街73號,"24.69440919005279, 120.87976775542306",1.0,33.0,竹南分局,竹南,
公寓,公寓,山佳里,苗栗縣竹南鎮忠勇街11號,"24.696574244284086, 120.87766252658794",1.0,46.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮忠勇街13號,"24.696196030041037, 120.87731334192877",1.0,46.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮佳興里7鄰光復路357號,"24.695979945028384, 120.87934472658803",1.0,20.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮佳興里4鄰光復路430號,"24.694234185716066, 120.8799533130935",1.0,25.0,竹南分局,竹南,
公寓,公寓,山佳里,苗栗縣竹南鎮山佳里15鄰光復路85號,"24.685602793413086, 120.87880291309344",1.0,104.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮佳興里11鄰忠勇街2號,"24.6957719452888, 120.87723554008251",1.0,22.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮佳興里2鄰公義路152號,"24.697315595898733, 120.88212358241212",1.0,62.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮佳興里2鄰公義路150號,"24.697258538352305, 120.8821857400825",1.0,62.0,竹南分局,竹南,
公寓,公寓,山佳里,苗栗縣竹南鎮山佳里14鄰光復路323號,"24.69400932924839, 120.879093099599",1.0,28.0,竹南分局,竹南,
公寓,公寓,山佳里,苗栗縣竹南鎮山佳里15鄰公義路176號,"24.698202547950366, 120.88266294192879",1.0,60.0,竹南分局,竹南,
公寓,公寓,山佳里,苗栗縣竹南鎮山佳里1鄰公義路279號,"24.70175944357247, 120.88468608241213",1.0,32.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮佳興里10鄰照南路118號,"24.696024782773303, 120.87642521124725",1.0,21.0,竹南分局,竹南,
照南國中,學校,山佳里,苗栗縣竹南鎮山佳里14鄰公教路2號,"24.694315819471473, 120.87601381124722",1.0,104.0,竹南分局,竹南,
公寓,公寓,山佳里,苗栗縣竹南鎮山佳里27鄰店仔37之5號,"24.702127866913106, 120.87841972843434",1.0,20.0,竹南分局,竹南,
公寓,公寓,山佳里,苗栗縣竹南鎮山佳里1鄰公義路245號,"24.701274821296305, 120.88302035357694",1.0,276.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮佳興里10鄰照南路90號,"24.695746430815156, 120.87728899775273",1.0,17.0,竹南分局,竹南,
公寓,公寓,山佳里,苗栗縣竹南鎮山佳里20鄰照南路39號,"24.695806335553527, 120.87649441124722",1.0,29.0,竹南分局,竹南,
公寓,公寓,聖福里,苗栗縣竹南鎮聖福里20鄰建國路288巷56號,"24.690665847638815, 120.87008158425839",1.0,297.0,竹南分局,竹南,
公寓,公寓,山佳里,苗栗縣竹南鎮山佳里27鄰中興街29號,"24.701817561694074, 120.8833756842585",1.0,274.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮佳興里11鄰忠勇街17號,"24.696403677217177, 120.87716824008247",1.0,144.0,竹南分局,竹南,
公寓,公寓,山佳里,苗栗縣竹南鎮山佳里15鄰照南路79號,"24.695825830678466, 120.87647295357684",1.0,116.0,竹南分局,竹南,
公寓,公寓,龍鳯里,苗栗縣竹南鎮龍鳯里13鄰龍山路二段19號,"24.692979939977047, 120.86698181124723",1.0,38.0,竹南分局,竹南,
公寓,公寓,龍鳯里,苗栗縣竹南鎮龍鳯里13鄰龍山路二段13號,"24.693150371534337, 120.86703685392288",1.0,38.0,竹南分局,竹南,
公寓,公寓,龍鳯里,苗栗縣竹南鎮龍鳯里13鄰龍山路二段11號,"24.692873540143555, 120.866889326588",1.0,38.0,竹南分局,竹南,
公寓,公寓,龍鳯里,苗栗縣竹南鎮龍鳯里13鄰龍山路二段21號,"24.693021939911336, 120.8669873535768",1.0,41.0,竹南分局,竹南,
公寓,公寓,龍鳯里,苗栗縣竹南鎮龍鳯里13鄰龍山路二段17號,"24.692934940047554, 120.86698299775269",1.0,38.0,竹南分局,竹南,
公寓,公寓,龍鳯里,苗栗縣竹南鎮龍鳯里13鄰龍山路二段45號,"24.69358118229721, 120.8673044554231",1.0,96.0,竹南分局,竹南,
公寓,公寓,龍鳯里,苗栗縣竹南鎮建國路457號,"24.692427497316665, 120.86652758241198",1.0,41.0,竹南分局,竹南,
公寓,公寓,龍鳯里,苗栗縣竹南鎮龍鳯里13鄰龍山路二段2號,"24.696203467782485, 120.86868464008234",1.0,456.0,竹南分局,竹南,
大樓,大樓,龍鳯里,苗栗縣竹南鎮龍鳯里龍山路三段221號,"24.702404995807708, 120.88208741124733",1.0,2796.0,竹南分局,竹南,
公寓,公寓,照南里,苗栗縣竹南鎮照南里16鄰博愛街232號,"24.687424789849977, 120.87346351309338",1.0,26.0,竹南分局,竹南,
公寓,公寓,照南里,苗栗縣竹南鎮照南里8鄰華東街34號,"24.690239792279424, 120.8808013554232",1.0,28.0,竹南分局,竹南,
公寓,公寓,照南里,苗栗縣竹南鎮照南里7鄰光復路264號,"24.689952944714005, 120.87957645357683",1.0,20.0,竹南分局,竹南,
公寓,公寓,照南里,苗栗縣竹南鎮照南里15鄰延平路83之1號,"24.68841938422645, 120.87658904008237",1.0,46.0,竹南分局,竹南,
公寓,公寓,南里1,苗栗竹南鎮照南里15鄰延平路83之3號,"24.688253665718346, 120.87665341309349",1.0,17.0,竹南分局,竹南,
公寓,公寓,照南里,苗栗縣竹南鎮照南里16鄰博愛街220號,"24.687385955788187, 120.87373226891742",1.0,24.0,竹南分局,竹南,
公寓,公寓,照南里,苗栗縣竹南鎮照南里15鄰延平路63巷4號,"24.68784998901842, 120.8769598842583",1.0,200.0,竹南分局,竹南,
公寓,公寓,照南里,苗栗縣竹南鎮照南里15鄰延平路63巷12號,"24.68781099626996, 120.87689551124717",1.0,29.0,竹南分局,竹南,
公寓,公寓,照南里,苗栗縣竹南鎮照南里12鄰中山路141號,"24.687590996631418, 120.8797885112472",1.0,133.0,竹南分局,竹南,
公寓,公寓,照南里,苗栗縣竹南鎮照南里自由街90號,"24.688085447636258, 120.87636199959908",1.0,22.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里17鄰建國路26號,"24.689287182393535, 120.8766144554231",1.0,62.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里16鄰自由街128號,"24.688311443613593, 120.87461118425838",1.0,32.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里16鄰自由街126號,"24.688236747399397, 120.8745872112471",1.0,33.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里14鄰建國路18號,"24.688474143333693, 120.87681249590649",1.0,45.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里8鄰新生路328號,"24.68453109858195, 120.86735357076375",1.0,36.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里18鄰建興街33號,"24.689703685392956, 120.87220098056565",1.0,72.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里8鄰大營路236號,"24.688352336201614, 120.87285296891733",1.0,38.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里8鄰大營路306號,"24.689868152680827, 120.87372536891749",1.0,28.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里自由街159號,"24.6879615442157, 120.87399399775262",1.0,33.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里10鄰大營路285號,"24.68973944115571, 120.87304681124706",1.0,65.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里10鄰建國路163號,"24.690350640103755, 120.87333132658802",1.0,244.0,竹南分局,竹南,
公寓,公寓,中華里,苗栗縣竹南鎮中華里文心街14號,"24.687213042010054, 120.87107818425837",1.0,281.0,竹南分局,中港海口,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里2鄰自由街106號,"24.688319688099657, 120.87527989590633",1.0,77.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里1鄰中山路162號,"24.687699292881657, 120.88007291124718",1.0,37.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里2鄰忠義街31號,"24.68876610218697, 120.87496675542302",1.0,28.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里16鄰忠勤街22號,"24.689634097152126, 120.874242238236",1.0,16.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里16鄰忠勤街26號,"24.689493101220027, 120.8742706554231",1.0,16.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里16鄰忠勤街24號,"24.689608145253533, 120.8743006977527",1.0,16.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里13鄰忠義街6號,"24.689597097207013, 120.87519974008237",1.0,40.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里16鄰建智街19號,"24.688836490835484, 120.87421999590643",1.0,40.0,竹南分局,竹南,
公寓,公寓,聖福里,苗栗縣竹南鎮聖福里14鄰建國路151巷37號,"24.690036961636185, 120.87368699942614",1.0,26.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里16鄰建智街29號,"24.688728754107174, 120.87399624008235",1.0,28.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里16鄰建智街,"24.688660517270492, 120.87398551124717",1.0,45.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里16鄰建智街23號,"24.68870194667146, 120.87413445542315",1.0,45.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里13鄰忠義街14號,"24.689116297921775, 120.87490562843428",1.0,62.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里14鄰建國路191號,"24.690727331370685, 120.87270155726944",1.0,74.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里18鄰建興街55號,"24.69050569184258, 120.87246264192859",1.0,18.0,竹南分局,竹南,
公寓,公寓,聖福里,苗栗縣竹南鎮聖福里勤富街79號,"24.69603627787849, 120.87278148425841",1.0,68.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮自由街127號,"24.687921692481524, 120.87477782474164",1.0,65.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里8鄰忠義街24號,"24.688682787389663, 120.87404154008229",1.0,52.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里18鄰忠勤街51號,"24.68894125761781, 120.87381976891761",1.0,16.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里7鄰建仁街36號,"24.689479985830346, 120.87499209775265",1.0,28.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里7鄰建仁街38號,"24.68945869741283, 120.87496972658788",1.0,26.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里8鄰自由街180號,"24.68836469536023, 120.87351945542314",1.0,45.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里8鄰自由街182號,"24.68829855832198, 120.87348591309366",1.0,45.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里2鄰忠義街41號,"24.688598157993667, 120.8747869554232",1.0,34.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里1鄰建國路18號,"24.68850338774058, 120.87695197076393",1.0,22.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里7鄰大營路318號,"24.689973140753448, 120.87376495357674",1.0,48.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里10鄰建興街48巷1號,"24.69026969223031, 120.87252955726947",1.0,141.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里7鄰大營路320號,"24.690352388107804, 120.87415528425839",1.0,45.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里2鄰忠義街37號,"24.688739898481323, 120.87477513823595",1.0,29.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里2鄰忠義街29號,"24.688916157645316, 120.87510244192849",1.0,37.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里2鄰自由街102號,"24.688127299391837, 120.87543132474144",1.0,34.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里2鄰忠義街31號,"24.688853835181533, 120.87485946707115",1.0,37.0,竹南分局,竹南,
公寓,公寓,聖福里,苗栗縣竹南鎮聖福里2鄰建國路288巷108號,"24.692539184172468, 120.87109426891764",1.0,38.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里17鄰建國路84巷6號,"24.6900885964764, 120.875629582412",1.0,133.0,竹南分局,竹南,
公寓,公寓,聖福里,苗栗縣竹南鎮聖福里2鄰建國路260號,"24.6909319431821, 120.87094772658791",1.0,42.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里3鄰大營路350號,"24.685810734836615, 120.87292026891745",1.0,52.0,竹南分局,竹南,
公寓,公寓,聖福里,苗栗縣竹南鎮聖福里2鄰建國路230號,"24.69082709131462, 120.87187640940091",1.0,1845.0,竹南分局,竹南,
公寓,公寓,南里自,苗栗竹南鎮照南里自由街169號,"24.687892603348857, 120.87382519959908",1.0,20.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里16鄰大營路244號,"24.688513695115407, 120.87299918425825",1.0,56.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里16鄰大營路246號,"24.688541146923153, 120.87271396707105",1.0,33.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里13鄰忠義街15號,"24.689213045871877, 120.87530459775279",1.0,41.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里16鄰忠勤街53號,"24.688927694435236, 120.8738448247416",1.0,26.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里16鄰忠勤街55號,"24.688857550185478, 120.87389772658786",1.0,16.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里新生路277號,"24.686813004784735, 120.86697602658789",1.0,120.0,竹南分局,竹南,
公寓,公寓,聖福里,苗栗縣竹南鎮聖福里建國路250號,"24.690770235330955, 120.87164845542303",1.0,480.0,竹南分局,竹南,
公寓,公寓,聖福里,苗栗縣竹南鎮聖福里13鄰建國路288巷78號,"24.691947789473065, 120.87060399775285",1.0,30.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里大營路201巷42號,"24.687630893004727, 120.87265709959895",1.0,26.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里17鄰建國路84巷10號,"24.690397252018386, 120.87575665357686",1.0,25.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里6鄰營盤邊40之34號,"24.68968890095957, 120.86909568610456",1.0,40.0,竹南分局,竹南,
"台灣菸酒公司
竹南製瓶場",廠房,聖福里,苗栗縣竹南鎮聖福里1鄰公教路59號,"24.69511111772907, 120.87423627076397",1.0,200.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里17鄰建國路84巷24號,"24.690866479057465, 120.87588494008234",1.0,25.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里17鄰建國路84巷7號,"24.69042794397059, 120.87526581124706",1.0,173.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里2鄰營盤邊25之6號,"24.689755989180888, 120.86894598425852",1.0,162.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里3鄰建國路348號,"24.691702925195777, 120.86900172658794",1.0,238.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里1鄰公教路145號,"24.69525673641371, 120.87288026707128",1.0,112.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里1鄰照南路186號,"24.696826723957, 120.874660970764",1.0,28.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里1鄰照南路188號,"24.69679793400153, 120.87457499775265",1.0,28.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里1鄰照南路190號,"24.696807186487227, 120.87451826891767",1.0,28.0,竹南分局,竹南,
公寓,公寓,佳興里,苗栗縣竹南鎮佳興里10鄰照南路92號,"24.69579567347625, 120.87716016707144",1.0,28.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里1鄰照南路194號,"24.696854933912295, 120.87448191309352",1.0,28.0,竹南分局,竹南,
公寓,公寓,山佳里,苗栗縣竹南鎮山佳里1鄰照南路196號,"24.696912923795153, 120.87432962474169",1.0,28.0,竹南分局,竹南,
公寓,公寓,山佳里,苗栗縣竹南鎮山佳里1鄰照南路198號,"24.696883286374145, 120.87434989775286",1.0,28.0,竹南分局,竹南,
公寓,公寓,山佳里,苗栗縣竹南鎮山佳里1鄰公教路41號,"24.69392086353637, 120.87555552474163",1.0,545.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里8鄰39之11號,"24.688953163197162, 120.87073255783966",1.0,36.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里2鄰自由街110號,"24.688255451033505, 120.87520899775274",1.0,602.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里11鄰建國路156號,"24.69036559207273, 120.87398979959913",1.0,120.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮建中街27號,"24.69022928832927, 120.87291787076384",1.0,36.0,竹南分局,竹南,
公寓,公寓,營盤里,苗栗縣竹南鎮建仁街15號,"24.689164182653293, 120.87513909590632",1.0,74.0,竹南分局,竹南,
公寓,公寓,中華里,苗栗縣竹南鎮中華里新生路32號,"24.680487998542045, 120.86800939405994",1.0,208.0,竹南分局,中港海口,
後龍農會保險部,大樓,北龍里,苗栗縣後龍鎮田心路51號,"24.61824429318577, 120.78877962474071",1.0,54.0,竹南分局,後龍,
後龍鎮公所,大樓,北龍里,苗栗縣後龍鎮北龍里中正路35號,"24.615521977235396, 120.79018177011108",1.0,1048.0,竹南分局,後龍,
楊宅,公寓,中龍里,苗栗縣後龍鎮中龍里中市街234號,"24.614633865063187, 120.78785974204034",1.0,74.0,竹南分局,後龍,
後龍分駐所,公寓,中龍里,苗栗縣後龍鎮三民路107號,"24.613512729099227, 120.78640205482641",1.0,88.0,竹南分局,後龍,
為棠製衣廠,公司企業,南龍里,苗栗縣後龍鎮南龍里18鄰勝利路206號,"24.61411328241903, 120.78511555065532",1.0,48.0,竹南分局,後龍,
後龍鎮公所,大樓,大庄里,苗栗縣後龍鎮大庄里16鄰中山路152號,"24.61365819027982, 120.79179232393273",1.0,453.0,竹南分局,後龍,
後龍國小,學校,大庄里,苗栗縣後龍鎮大庄里1鄰成功路254號,"24.614142460120323, 120.79575468454244",1.0,489.0,竹南分局,後龍,
後龍民眾服務社,政府機關,大庄里,苗栗縣後龍鎮大庄里16鄰中山路142之1號,"24.614136525059262, 120.79171985542226",1.0,437.0,竹南分局,後龍,
維貞國中,學校,大庄里,苗栗縣後龍鎮大庄里中山路252號,"24.61232816600362, 120.79452252474074",1.0,812.0,竹南分局,後龍,
