編號,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度,"unnamed (1)"
239.0,上石里,臺中市西屯區上石里西屯路二段275號,1.0,872.0,第六分局,"120.643981 ","24.175514 ",
240.0,西墩里,臺中市西屯區西墩里黎明路三段135號,1.0,760.0,第六分局,"120.637241 ","24.174251 ",
241.0,西墩里,臺中市西屯區西墩里西屯路三段52號,1.0,86.0,第六分局,"120.637020 ","24.181567 ",
242.0,西墩里,臺中市西屯區西墩里西屯路三段52號之2,1.0,522.0,第六分局,"120.636646 ","24.181820 ",
243.0,逢甲里,臺中市西屯區逢甲里寶慶街50巷1號,1.0,1673.0,第六分局,"120.647060 ","24.171828 ",
244.0,逢甲里,臺中市西屯區逢甲里河南路二段301巷24號,1.0,533.0,第六分局,"120.647722 ","24.172450 ",
245.0,逢福里,臺中市西屯區逢福里慶和街86號,1.0,138.0,第六分局,"120.646700 ","24.176154 ",
246.0,逢福里,臺中市西屯區逢福里慶和街82號,1.0,175.0,第六分局,"120.646735 ","24.176178 ",
247.0,港尾里,臺中市西屯區港尾里中清路二段1250巷96弄1號,1.0,334.0,第六分局,"120.660366 ","24.195461 ",
248.0,西安里,臺中市西屯區西安里西安街27巷2號,1.0,474.0,第六分局,"120.641105 ","24.181542 ",
249.0,逢甲里,臺中市西屯區逢甲里西屯路二段上石北二巷22號,1.0,140.0,第六分局,"120.647183 ","24.172457 ",
250.0,西平里,臺中市西屯區西平里逢甲路162號之1,1.0,253.0,第六分局,"120.642460 ","24.178093 ",
251.0,逢甲里,臺中市西屯區逢甲里西屯路二段252號,1.0,1526.0,第六分局,"120.647283 ","24.170691 ",
252.0,西安里,臺中市西屯區西安里西屯路二段300號,1.0,1013.0,第六分局,"120.640478 ","24.179400 ",
253.0,逢福里,臺中市西屯區逢福里櫻城五街33號,1.0,287.0,第六分局,"120.650353 ","24.171873 ",
254.0,西安里,臺中市西屯區西安里西屯路二段300號,1.0,104.0,第六分局,"120.640478 ","24.179400 ",
255.0,逢甲里,臺中市西屯區逢甲里西屯路二段268號,1.0,3008.0,第六分局,"120.644690 ","24.173739 ",
256.0,西平里,臺中市西屯區西平里逢甲路19巷8號,1.0,227.0,第六分局,"120.645629 ","24.178410 ",
257.0,西安里,臺中市西屯區西安里西屯路二段297號之5,1.0,569.0,第六分局,"120.641272 ","24.178394 ",
258.0,至善里,臺中市西屯區至善里逢甲路317號,1.0,265.0,第六分局,"120.639079 ","24.173687 ",
259.0,上石里,臺中市西屯區上石里青海路二段270號,1.0,208.0,第六分局,"120.642598 ","24.172936 ",
260.0,西平里,臺中市西屯區西平里西安街145號,1.0,683.0,第六分局,"120.643932 ","24.181792 ",
261.0,上安里,臺中市西屯區上安里至善路40號,1.0,1623.0,第六分局,"120.639296 ","24.171113 ",
262.0,上安里,臺中市西屯區上安里至善路20號,1.0,675.0,第六分局,"120.639106 ","24.170618 ",
263.0,西平里,臺中市西屯區西平里西安街132號,1.0,443.0,第六分局,"120.643985 ","24.181622 ",
264.0,上石里,臺中市西屯區上石里西屯路二段255號,1.0,619.0,第六分局,"120.645925 ","24.171786 ",
265.0,上石里,臺中市西屯區上石里西屯路二段上石南六巷25號,1.0,1682.0,第六分局,"120.643156 ","24.173836 ",
266.0,上石里,臺中市西屯區上石里西屯路二段上石南八巷21號,1.0,2927.0,第六分局,"120.643573 ","24.174792 ",
267.0,上德里,臺中市西屯區上德里青海路二段153號之1,1.0,2092.0,第六分局,"120.646649 ","24.168972 ",
268.0,上石里,臺中市西屯區上石里西屯路二段上石南六巷25號,1.0,747.0,第六分局,"120.643156 ","24.173836 ",
269.0,至善里,臺中市西屯區至善里臺灣大道三段686巷30號,1.0,518.0,第六分局,"120.638542 ","24.171904 ",
270.0,西敦里,臺中市西屯區西墩里青海路二段492號,1.0,582.0,第六分局,"120.637845 ","24.175884 ",
271.0,上安里,臺中市西屯區上安里至善路88號,1.0,638.0,第六分局,"120.640579 ","24.172518 ",
272.0,至善里,臺中市西屯區至善里至善路133巷1號,1.0,1613.0,第六分局,"120.642584 ","24.176303 ",
273.0,西平里,臺中市西屯區西平里西安街227巷150號,1.0,2913.0,第六分局,"120.646458 ","24.181979 ",
274.0,上石里,臺中市西屯區上石里西屯路二段上石南六巷25號,1.0,1666.0,第六分局,"120.643156 ","24.173836 ",
275.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,2140.0,第六分局,"120.649991 ","24.179310 ",
276.0,逢福里,臺中市西屯區逢福里惠來路三段220號,1.0,913.0,第六分局,"120.649878 ","24.170992 ",
277.0,西平里,臺中市西屯區西平里福星路459號,1.0,1010.0,第六分局,"120.645287 ","24.177979 ",
278.0,逢甲里,臺中市西屯區逢甲里寶慶街26號,1.0,962.0,第六分局,"120.647851 ","24.171021 ",
279.0,逢甲里,臺中市西屯區逢甲里寶慶街50巷2號,1.0,2967.0,第六分局,"120.647366 ","24.171719 ",
280.0,至善里,臺中市西屯區至善里至善路101巷1號之1,1.0,155.0,第六分局,"120.641872 ","24.175648 ",
281.0,至善里,臺中市西屯區至善里至善路65巷48號之5,1.0,488.0,第六分局,"120.639578 ","24.173554 ",
282.0,西平里,臺中市西屯區西平里福星北路98號,1.0,3642.0,第六分局,"120.644750 ","24.187759 ",
283.0,逢福里,臺中市西屯區逢福里惠來路三段248號,1.0,677.0,第六分局,"120.650026 ","24.171575 ",
284.0,逢甲里,臺中市西屯區逢甲里河南路二段301巷72號,1.0,1000.0,第六分局,"120.648272 ","24.171906 ",
285.0,至善里,臺中市西屯區至善里臺灣大道三段658號,1.0,1931.0,第六分局,"120.638189 ","24.170594 ",
286.0,至善里,臺中市西屯區至善里上安路156號,1.0,1763.0,第六分局,"120.639140 ","24.172511 ",
287.0,上安里,臺中市西屯區上安里上安路39巷16號,1.0,277.0,第六分局,"120.640643 ","24.169705 ",
288.0,上石里,臺中市西屯區上石里青海路二段282號,1.0,2515.0,第六分局,"120.642172 ","24.172986 ",
289.0,逢福里,臺中市西屯區逢福里河南路二段278號,1.0,403.0,第六分局,"120.648877 ","24.175045 ",
290.0,逢福里,臺中市西屯區逢福里惠來路三段206號,1.0,752.0,第六分局,"120.650096 ","24.171157 ",
291.0,西平里,臺中市西屯區西平里文華路217巷1號,2.0,3832.0,第六分局,"120.646279 ","24.182759 ",
292.0,至善里,臺中市西屯區至善里至善路101巷15號,1.0,410.0,第六分局,"120.641544 ","24.175942 ",
293.0,上石里,臺中市西屯區上石里上石路180號,1.0,792.0,第六分局,"120.646192 ","24.170307 ",
294.0,上安里,臺中市西屯區上安里上安路18巷3號,1.0,1164.0,第六分局,"120.641739 ","24.170275 ",
295.0,上石里,臺中市西屯區上石里西屯路二段湳子巷9號之30,1.0,475.0,第六分局,"120.643513 ","24.174168 ",
296.0,西平里,臺中市西屯區西平里福星路160-170號,1.0,3497.0,第六分局,"120.643002 ","24.182078 ",
297.0,西墩里,臺中市西屯區西墩里僑光路100號,1.0,3083.0,第六分局,"120.643190 ","24.189102 ",
298.0,上石里,臺中市西屯區上石里上石路172號,1.0,1853.0,第六分局,"120.646095 ","24.170218 ",
299.0,西平里,臺中市西屯區西平里文華路162巷19號,1.0,1297.0,第六分局,"120.646772 ","24.183537 ",
300.0,至善里,臺中市西屯區至善里臺灣大道三段660號,1.0,1931.0,第六分局,"120.637846 ","24.170748 ",
301.0,西安里,臺中市西屯區西安里西屯路二段297之8巷12弄35號,1.0,142.0,第六分局,"120.640162 ","24.178075 ",
302.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,1678.0,第六分局,"120.649991 ","24.179310 ",
303.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,1678.0,第六分局,"120.649991 ","24.179310 ",
304.0,逢甲里,臺中市西屯區逢甲里寶慶街30巷8號,1.0,860.0,第六分局,"120.647893 ","24.171123 ",
305.0,港尾里,臺中市西屯區港尾里中清路二段1250巷83號,1.0,376.0,第六分局,"120.660124 ","24.195754 ",
306.0,上安里,臺中市西屯區上安里至善路18巷1號,1.0,2225.0,第六分局,"120.639123 ","24.170528 ",
307.0,西安里,臺中市西屯區西安里西屯路二段300號,1.0,2126.0,第六分局,"120.640478 ","24.179400 ",
308.0,上石里,臺中市西屯區上石里西屯路二段253巷39號,3.0,960.0,第六分局,"120.645844 ","24.171150 ",
309.0,上石里,臺中市西屯區上石里西屯路二段245號,1.0,847.0,第六分局,"120.647383 ","24.170168 ",
310.0,港尾里,臺中市西屯區港尾里中清路二段1250巷117號,1.0,88.0,第六分局,"120.660242 ","24.196588 ",
311.0,西安里,臺中市西屯區西安里逢明街93號,1.0,1502.0,第六分局,"120.638976 ","24.176466 ",
312.0,至善里,臺中市西屯區至善里上安路123號,1.0,1275.0,第六分局,"120.638462 ","24.171970 ",
313.0,上安里,臺中市西屯區上安里至善路110號之1,1.0,533.0,第六分局,"120.640921 ","24.173222 ",
314.0,上安里,臺中市西屯區上安里臺灣大道三段590號,1.0,4330.0,第六分局,"120.639803 ","24.169647 ",
315.0,西墩里,臺中市西屯區西墩里黎明路三段387號,1.0,720.0,第六分局,"120.638676 ","24.182390 ",
316.0,西墩里,臺中市西屯區西墩里黎明路三段217號,1.0,686.0,第六分局,"120.637291 ","24.177074 ",
317.0,上石里,臺中市西屯區上石里青海路二段188號,1.0,3655.0,第六分局,"120.646875 ","24.169650 ",
318.0,廣福里,臺中市西屯區廣福里中清路三段392號,1.0,1921.0,第六分局,"120.653718 ","24.205791 ",
319.0,上石里,臺中市西屯區上石里西屯路二段281之10號,1.0,302.0,第六分局,"120.643379 ","24.175864 ",
320.0,西平里,臺中市西屯區西平里福星北三街35號,1.0,87.0,第六分局,"120.645416 ","24.184308 ",
321.0,西平里,臺中市西屯區西平里福星北路18號,1.0,1632.0,第六分局,"120.645034 ","24.183080 ",
322.0,西平里,臺中市西屯區西平里福星北路49號,1.0,569.0,第六分局,"120.644499 ","24.184283 ",
323.0,西平里,臺中市西屯區西平里漢翔路131號,1.0,514.0,第六分局,"120.643146 ","24.184926 ",
324.0,西墩里,臺中市西屯區西墩里福科二路52號,1.0,747.0,第六分局,"120.636152 ","24.174766 ",
325.0,西墩里,臺中市西屯區西墩里上墩路91號,1.0,1692.0,第六分局,"120.638170 ","24.184625 ",
326.0,上德里,臺中市西屯區上德里臺灣大道三段342號,1.0,295.0,第六分局,"120.643583 ","24.166333 ",
327.0,西安里,臺中市西屯區西安里漢翔北街57號,1.0,341.0,第六分局,"120.640652 ","24.186426 ",
328.0,西墩里,臺中市西屯區西墩里黎明路三段321號,1.0,127.0,第六分局,"120.637303 ","24.179634 ",
329.0,西墩里,臺中市西屯區西墩里福星西路39號,1.0,134.0,第六分局,"120.638188 ","24.182290 ",
330.0,西墩里,臺中市西屯區西墩里黎明路三段235號,1.0,157.0,第六分局,"120.637212 ","24.177488 ",
331.0,西墩里,臺中市西屯區西墩里福科二路51號,1.0,871.0,第六分局,"120.635799 ","24.175234 ",
332.0,西墩里,臺中市西屯區西墩里福吉街113號,1.0,2568.0,第六分局,"120.640212 ","24.184381 ",
333.0,西墩里,臺中市西屯區西墩里上安路220號,1.0,835.0,第六分局,"120.636506 ","24.173811 ",
334.0,西墩里,臺中市西屯區西墩里環中路2段1135號,1.0,1137.0,第六分局,"120.636325 ","24.182373 ",
335.0,西墩里,臺中市西屯區西墩里黎明路3段287號,3.0,969.0,第六分局,"120.637281 ","24.178508 ",
336.0,西墩里,臺中市西屯區西墩里黎明路3段99號,1.0,553.0,第六分局,"120.637192 ","24.173414 ",
337.0,至善里,臺中市西屯區至善里臺灣大道3段686巷28號之1,1.0,485.0,第六分局,"120.638401 ","24.171340 ",
338.0,西安里,臺中市西屯區西安里西苑路29號,1.0,596.0,第六分局,"120.641266 ","24.182797 ",
339.0,西墩里,臺中市西屯區西墩里黎明路3段395號,1.0,63.0,第六分局,"120.638977 ","24.182835 ",
340.0,西墩里,臺中市西屯區西墩里黎明路3段397號,1.0,63.0,第六分局,"120.638999 ","24.182874 ",
341.0,西墩里,臺中市西屯區西墩里漢翔路227號,1.0,1709.0,第六分局,"120.640306 ","24.184888 ",
342.0,西墩里,臺中市西屯區西墩里黎明路3段493號,1.0,133.0,第六分局,"120.639711 ","24.184791 ",
343.0,西墩里,臺中市西屯區西墩里福科一街88號,1.0,217.0,第六分局,"120.636925 ","24.177420 ",
344.0,西墩里,臺中市西屯區西墩里上安路199號,1.0,1739.0,第六分局,"120.636805 ","24.173120 ",
345.0,西墩里,臺中市西屯區西墩里青海南街263號,1.0,124.0,第六分局,"120.635366 ","24.176710 ",
346.0,上德里,臺中市西屯區上德里上石路160號,1.0,121.0,第六分局,"120.645566 ","24.169870 ",
347.0,西墩里,臺中市西屯區西墩里上墩路1號,1.0,606.0,第六分局,"120.637399 ","24.182997 ",
348.0,逢甲里,臺中市西屯區逢甲里寶慶街8號,1.0,602.0,第六分局,"120.648218 ","24.170621 ",
349.0,西安里,臺中市西屯區西安里福星北一街83號,1.0,165.0,第六分局,"120.642889 ","24.182893 ",
350.0,西安里,臺中市西屯區西安里漢翔路232號,1.0,450.0,第六分局,"120.641281 ","24.185275 ",
351.0,逢福里,臺中市西屯區逢福里福星路561號,1.0,111.0,第六分局,"120.645568 ","24.176317 ",
352.0,西安里,臺中市西屯區西安里福星北一路83號,1.0,103.0,第六分局,"120.642889 ","24.182893 ",
353.0,西平里,臺中市西屯區西平里文華路138巷1號之1,1.0,225.0,第六分局,"120.645838 ","24.182917 ",
354.0,西安里,臺中市西屯區西安里福星北一路5號,1.0,218.0,第六分局,"120.640953 ","24.177567 ",
355.0,上安里,臺中市西屯區上安里上明三路30號,1.0,166.0,第六分局,"120.642570 ","24.171144 ",
356.0,上石里,臺中市西屯區上石里至善路188號,1.0,637.0,第六分局,"120.642850 ","24.175605 ",
357.0,西墩里,臺中市西屯區西墩里上安北路18號,1.0,595.0,第六分局,"120.636771 ","24.173957 ",
358.0,逢甲里,臺中市西屯區逢甲里西屯路二段272之18號,1.0,227.0,第六分局,"120.644308 ","24.175343 ",
359.0,西墩里,臺中市西屯區西墩里西屯3段56號之6,1.0,819.0,第六分局,"120.636097 ","24.181936 ",
360.0,港尾里,臺中市西屯區港尾里中平北路98號,1.0,690.0,第六分局,"120.655417 ","24.198475 ",
361.0,逢福里,臺中市西屯區逢福里文華路41號,1.0,149.0,第六分局,"120.646451 ","24.177133 ",
362.0,西墩里,臺中市西屯區西墩里黎明路3段427號,1.0,2137.0,第六分局,"120.639289 ","24.183592 ",
363.0,西墩里,臺中市西屯區西墩里福科二路99號之2,1.0,917.0,第六分局,"120.635747 ","24.176914 ",
364.0,西平里,臺中市西屯區西平里福星北三路33巷52號,1.0,333.0,第六分局,"120.645710 ","24.183669 ",
365.0,至善里,臺中市西屯區至善里逢甲路301巷22弄3號,1.0,110.0,第六分局,"120.639476 ","24.173612 ",
366.0,西平里,臺中市西屯區西平里漢翔路3號,1.0,274.0,第六分局,"120.646052 ","24.184863 ",
367.0,上石里,臺中市西屯區上石里青海路2段240號之10,1.0,687.0,第六分局,"120.645481 ","24.170596 ",
368.0,西安里,臺中市西屯區西安里福星北一路61號,1.0,233.0,第六分局,"120.643342 ","24.182984 ",
369.0,西安里,臺中市西屯區西安里福星北一街59號,1.0,110.0,第六分局,"120.643525 ","24.182894 ",
370.0,港尾里,臺中市西屯區港尾里中清路2段1357號,1.0,659.0,第六分局,"120.657698 ","24.195857 ",
371.0,西平里,臺中市西屯區西平里福星北三路33巷28號,1.0,360.0,第六分局,"120.645720 ","24.183136 ",
372.0,西安里,臺中市西屯區西安里西安路76巷16弄30號,1.0,254.0,第六分局,"120.641585 ","24.180280 ",
373.0,西平里,臺中市西屯區西平里西安277巷59號,1.0,473.0,第六分局,"120.644433 ","24.184909 ",
374.0,逢福里,臺中市西屯區逢福里櫻城一路85號,1.0,166.0,第六分局,"120.651774 ","24.172516 ",
375.0,西墩里,臺中市西屯區西墩里青海南街150號,1.0,471.0,第六分局,"120.635352 ","24.175070 ",
376.0,西墩里,臺中市西屯區西墩里環中路2段1129號,1.0,784.0,第六分局,"120.636401 ","24.182786 ",
377.0,港尾里,臺中市西屯區港尾里環中路二段27號,1.0,682.0,第六分局,"120.654996 ","24.198861 ",
378.0,西墩里,臺中市西屯區西墩里福吉路35號,1.0,398.0,第六分局,"120.640255 ","24.183814 ",
379.0,西墩里,臺中市西屯區西墩里西苑路33號,1.0,164.0,第六分局,"120.641268 ","24.186630 ",
380.0,西墩里,臺中市西屯區西墩里黎明路三段482號,1.0,105.0,第六分局,"120.640433 ","24.186457 ",
381.0,西平里,臺中市西屯區西墩里西安街227巷300之5號,3.0,661.0,第六分局,"120.646458 ","24.181979 ",
382.0,西墩里,臺中市西屯區西墩里福星西路18號,1.0,544.0,第六分局,"120.638363 ","24.182619 ",
383.0,港尾里,臺中市西屯區港尾里中清路二段1199號,2.0,3961.0,第六分局,"120.659154 ","24.192474 ",
384.0,西安里,臺中市西屯區西安里青海路二段412號,3.0,2823.0,第六分局,"120.638820 ","24.175833 ",
385.0,西平里,臺中市西屯區鵬程里福星北路98號,1.0,1516.0,第六分局,"120.644370 ","24.187600 ",
386.0,西安里,臺中市西屯區西安里漢翔路139號,1.0,528.0,第六分局,"120.642310 ","24.185280 ",
387.0,逢甲里,臺中市西屯區逢甲里寶慶街9號,1.0,1368.0,第六分局,"120.647900 ","24.170290 ",
388.0,西墩里,臺中市西屯區西墩里上墩路13號,1.0,1456.0,第六分局,"120.637400 ","24.183560 ",
389.0,港尾里,臺中市西屯區港尾里中康二街38號,1.0,453.0,第六分局,"120.660184 ","24.198504 ",
390.0,西安里,臺中市西屯區西安里福吉街3號,3.0,665.0,第六分局,"120.640371 ","24.181965 ",
391.0,逢福里,臺中市西屯區逢福里福上巷172號,1.0,499.0,第六分局,"120.652826 ","24.175192 ",
392.0,港尾里,臺中市西屯區港尾里港尾溪街69號,1.0,281.0,第六分局,"120.658200 ","24.198521 ",
393.0,西平里,臺中市西屯區西平里漢翔東路39號,3.0,706.0,第六分局,"120.645670 ","24.186518 ",
