"unnamed (1)",類別,電腦編號,村里別,地址,經緯度,地下層數位址,可容納人數,轄管分局,停車場坡道,備註,placemark_address
333.0,工廠,ENA08110,樹林里,328桃園市觀音區樹林里經建五路1號,"25.0599, 121.11448",1.0,466.0,大園分局,,,"25.0599, 121.11448"
334.0,工廠,ENA08111,樹林里,328桃園市觀音區樹林里經建五路2號,"25.05951, 121.11442",1.0,466.0,大園分局,,,"25.05951, 121.11442"
335.0,工廠,ENA08112,樹林里,328桃園市觀音區樹林里經建五路6號,"25.05978, 121.11552",1.0,85.0,大園分局,,,"25.05978, 121.11552"
336.0,工廠,ENA08113,樹林里,328桃園市觀音區樹林里經建五路12號,"25.06047, 121.11642",1.0,51.0,大園分局,,,"25.06047, 121.11642"
337.0,工廠,ENA08114,樹林里,328桃園市觀音區樹林里經建五路14號,"25.06008, 121.11708",1.0,218.0,大園分局,,,"25.06008, 121.11708"
338.0,大樓,ENA08115,樹林里,328桃園市觀音區樹林里經建五路18號,"25.06079, 121.11713",1.0,36.0,大園分局,,,"25.06079, 121.11713"
339.0,工廠,ENA08116,樹林里,328桃園市觀音區樹林里經建五路20號,"25.06117, 121.11809",1.0,86.0,大園分局,,,"25.06117, 121.11809"
340.0,工廠,ENA08117,樹林里,328桃園市觀音區樹林里經建五路22號,"25.0614, 121.11859",1.0,77.0,大園分局,,,"25.0614, 121.11859"
341.0,大樓,ENA08118,樹林里,328桃園市觀音區樹林里經建五路30號,"25.06247, 121.12116",1.0,164.0,大園分局,,,"25.06247, 121.12116"
342.0,工廠,ENA08119,樹林里,328桃園市觀音區樹林里經建五路32號,"25.06191, 121.12231",1.0,6677.0,大園分局,,,"25.06191, 121.12231"
343.0,工廠,ENA08120,樹林里,328桃園市觀音區樹林里經建六路3號,"25.06287, 121.11665",1.0,845.0,大園分局,,,"25.06287, 121.11665"
344.0,工廠,ENA08121,樹林里,328桃園市觀音區樹林里經建六路29號,"25.06738, 121.12471",1.0,37.0,大園分局,,,"25.06738, 121.12471"
345.0,工廠,ENA08123,草漯里,328桃園市觀音區草漯里成功路一段502號,"25.04954, 121.13704",1.0,78.0,大園分局,,,"25.04954, 121.13704"
346.0,工廠,ENA08124,草漯里,328桃園市觀音區草漯里成功路一段506號,"25.04917, 121.1363",1.0,4045.0,大園分局,,,"25.04917, 121.1363"
347.0,工廠,ENA08125,草漯里,328桃園市觀音區草漯里成功路一段513號,"25.05397, 121.12638",1.0,758.0,大園分局,,,"25.05397, 121.12638"
348.0,工廠,ENA08126,草漯里,328桃園市觀音區草漯里成功路一段514號,"25.05532, 121.12665",1.0,278.0,大園分局,,,"25.05532, 121.12665"
349.0,工廠,ENA08127,樹林里,328桃園市觀音區樹林里成功路一段520號,"25.05608, 121.1253",1.0,56.0,大園分局,,,"25.05608, 121.1253"
350.0,工廠,ENA08128,樹林里,328桃園市觀音區樹林里成功路一段522號,"25.05511, 121.12438",1.0,997.0,大園分局,,,"25.05511, 121.12438"
351.0,工廠,ENA08131,樹林里,328桃園市觀音區樹林里成功路二段911號,"25.05021, 121.11625",1.0,56.0,大園分局,,,"25.05021, 121.11625"
352.0,工廠,ENA08133,樹林里,328桃園市觀音區樹林里成功路二段915號,"25.04911, 121.11472",1.0,622.0,大園分局,V,,"25.04911, 121.11472"
353.0,工廠,ENA08134,富林里,328桃園市觀音區富林里成功路二段919號,"25.0556, 121.10337",1.0,497.0,大園分局,,,"25.0556, 121.10337"
354.0,工廠,ENA08135,富林里,328桃園市觀音區富林里成功路二段921號,"25.04508, 121.11078",1.0,210.0,大園分局,,,"25.04508, 121.11078"
355.0,工廠,ENA08136,富林里,328桃園市觀音區富林里成功路二段923號,"25.05293, 121.11686",1.0,154.0,大園分局,,,"25.05293, 121.11686"
356.0,工廠,ENA08138,富林里,328桃園市觀音區富林里成功路二段933號,"25.05246, 121.11564",1.0,380.0,大園分局,,,"25.05246, 121.11564"
357.0,工廠,ENA08139,富林里,328桃園市觀音區富林里成功路二段937號,"25.05895, 121.1137",1.0,637.0,大園分局,,,"25.05895, 121.1137"
358.0,工廠,ENA08141,富林里,328桃園市觀音區富林里成功路二段943號,"25.05676, 121.10435",1.0,977.0,大園分局,V,,"25.05676, 121.10435"
359.0,工廠,ENA08142,富林里,328桃園市觀音區富林里工業六路2號,"25.04782, 121.11614",1.0,78.0,大園分局,,,"25.04782, 121.11614"
360.0,工廠,ENA08143,富林里,328桃園市觀音區富林里工業六路6號,"25.05276, 121.10643",1.0,1794.0,大園分局,,,"25.05276, 121.10643"
361.0,工廠,ENA08144,富林里,328桃園市觀音區富林里工業七路5號,"25.04245, 121.1058",1.0,613.0,大園分局,,,"25.04245, 121.1058"
362.0,工廠,ENA08145,富林里,328桃園市觀音區富林里工業七路9號,"25.04782, 121.11614",1.0,56.0,大園分局,,,"25.04782, 121.11614"
363.0,工廠,ENA08146,富林里,328桃園市觀音區富林里工業七路10號,"25.04709, 121.11186",1.0,1556.0,大園分局,,,"25.04709, 121.11186"
364.0,工廠,ENA08147,富林里,328桃園市觀音區富林里工業七路11號,"25.04534, 121.10935",1.0,438.0,大園分局,,,"25.04534, 121.10935"
365.0,工廠,ENA08148,富林里,328桃園市觀音區富林里工業七路13號,"25.05324, 121.10565",1.0,2416.0,大園分局,,,"25.05324, 121.10565"
366.0,工廠,ENA08149,富林里,328桃園市觀音區富林里國瑞路16號,"25.05919, 121.1115",1.0,1159.0,大園分局,,,"25.05919, 121.1115"
367.0,工廠,ENA08151,富林里,328桃園市觀音區富林里工業八路6號,"25.04995, 121.10845",1.0,78.0,大園分局,V,,"25.04995, 121.10845"
368.0,工廠,ENA08152,富林里,328桃園市觀音區富林里國建一路1號,"25.05293, 121.11686",1.0,605.0,大園分局,,,"25.05293, 121.11686"
369.0,工廠,ENA08153,富林里,328桃園市觀音區富林里國建一路2號,"25.05399, 121.11645",1.0,1052.0,大園分局,,,"25.05399, 121.11645"
370.0,工廠,ENA08154,富林里,328桃園市觀音區富林里國建一路3號,"25.03327, 121.12231",1.0,284.0,大園分局,,,"25.03327, 121.12231"
371.0,工廠,ENA08155,富林里,328桃園市觀音區富林里國建二路2號,"25.05895, 121.1137",1.0,222.0,大園分局,,,"25.05895, 121.1137"
372.0,工廠,ENA08156,富林里,328桃園市觀音區富林里國建二路3-1號,"25.05732, 121.11212",1.0,181.0,大園分局,,,"25.05732, 121.11212"
373.0,工廠,ENA08157,富林里,328桃園市觀音區富林里國建三路1號之5,"25.05872, 121.11389",1.0,780.0,大園分局,,,"25.05872, 121.11389"
374.0,大樓,ENA08158,富林里,328桃園市觀音區富林里國建三路3號,"25.05803, 121.1061",1.0,44.0,大園分局,,,"25.05803, 121.1061"
375.0,工廠,ENA08159,富林里,328桃園市觀音區富林里國建三路7號,"25.03682, 121.13481",1.0,198.0,大園分局,,,"25.03682, 121.13481"
376.0,工廠,ENA08160,富林里,328桃園市觀音區富林里國建三路7-1號,"25.05962, 121.10813",1.0,60.0,大園分局,,,"25.05962, 121.10813"
377.0,工廠,ENA08161,富林里,328桃園市觀音區富林里國光路8號,"25.05958, 121.10577",1.0,118.0,大園分局,,,"25.05958, 121.10577"
378.0,工廠,ENA08163,富林里,328桃園市觀音區富林里桃37線4號,"25.05803, 121.1061",1.0,97.0,大園分局,,,"25.05803, 121.1061"
379.0,工廠,ENA08164,富林里,328桃園市觀音區富林里文林路889巷27號,"25.03119, 121.12229",1.0,80.0,大園分局,,,"25.03119, 121.12229"
380.0,工廠,ENA08166,保障里,328桃園市觀音區保障里9鄰68-1號,"25.04718, 121.14298",1.0,57.0,大園分局,,,"25.04718, 121.14298"
381.0,工廠,ENA08168,草新里,328桃園市觀音區草新里九如街261號,"25.03727, 121.14264",1.0,947.0,大園分局,,,"25.03727, 121.14264"
382.0,工廠,ENA08169,草漯里,328桃園市觀音區草漯里大同二路25號,"25.04917, 121.1363",1.0,614.0,大園分局,,,"25.04917, 121.1363"
383.0,工廠,ENA08170,草漯里,328桃園市觀音區草漯里大同二路40號,"25.04597, 121.14131",1.0,56.0,大園分局,,,"25.04597, 121.14131"
384.0,工廠,ENA08171,樹林里,328桃園市觀音區樹林里工業一路11號,"25.06749, 121.12635",1.0,1556.0,大園分局,,,"25.06749, 121.12635"
385.0,工廠,ENA08172,樹林里,328桃園市觀音區樹林里工業二路16號,"25.06645, 121.12641",1.0,438.0,大園分局,,,"25.06645, 121.12641"
386.0,工廠,ENA08173,富林里,328桃園市觀音區富林里工業七路2號,"25.04362, 121.10702",1.0,2416.0,大園分局,,,"25.04362, 121.10702"
387.0,工廠,ENA08174,樹林里,328桃園市觀音區樹林里經建一路59號,"25.05968, 121.12701",1.0,1158.0,大園分局,,,"25.05968, 121.12701"
388.0,大樓,ENA08175,樹林里,328桃園市觀音區樹林里經建二路26號,"25.05754, 121.12141",1.0,43.0,大園分局,,,"25.05754, 121.12141"
389.0,大樓,ENA08176,樹林里,328桃園市觀音區樹林里經建三路31號,"25.06115, 121.12489",1.0,125.0,大園分局,,,"25.06115, 121.12489"
390.0,工廠,ENA08179,樹林里,328桃園市觀音區樹林里經建四路26號,"25.06196, 121.12387",1.0,284.0,大園分局,,,"25.06196, 121.12387"
391.0,工廠,ENA08181,富林里,328桃園市觀音區富林里國建二路1號　　　,"25.05872, 121.11389",1.0,181.0,大園分局,,,"25.05872, 121.11389"
392.0,工廠,ENA08183,草漯里,328桃園市觀音區草漯里成功路一段504號　　,"25.04954, 121.13554",1.0,44.0,大園分局,,,"25.04954, 121.13554"
393.0,工廠,ENA08187,樹林里,桃園市觀音區樹林里國建三路7號,"25.059798, 121.108136",1.0,284.0,大園分局,,,"25.059798, 121.108136"
394.0,工廠,ENA08188,草漯里,328桃園市觀音區草漯里源遠街10號,"25.05047, 121.12902",1.0,118.0,大園分局,,,"25.05047, 121.12902"
395.0,工廠,ENA08191,保障里,328桃園市觀音區保障里8鄰草漯116號,"25.06948, 121.13949",1.0,3395.0,大園分局,,,"25.06948, 121.13949"
396.0,工廠,ENA08192,草新里,328桃園市觀音區草新里新生路1305號,"25.04718, 121.14298",1.0,1018.0,大園分局,,,"25.04718, 121.14298"
397.0,工廠,ENA08193,樹林里,328桃園市觀音區樹林里福壽街28號,"25.05097, 121.11789",1.0,624.0,大園分局,,,"25.05097, 121.11789"
398.0,工廠,ENA08194,富林里,328桃園市觀音區富林里二聖路431巷11號,"25.0478, 121.11278",1.0,381.0,大園分局,,,"25.0478, 121.11278"
399.0,工廠,ENA08195,樹林里,328桃園市觀音區樹林里經建一路30號,"25.05737, 121.12501",1.0,623.0,大園分局,,,"25.05737, 121.12501"
400.0,大樓,ENA08196,富林里,328桃園市觀音區富林里工業八路188號,"25.04125, 121.11242",1.0,34383.0,大園分局,V,,"25.04125, 121.11242"
401.0,大樓,ENA08199,草漯里,328桃園市觀音區草漯里福祥街80號,"25.04639, 121.13548",1.0,1505.0,大園分局,,,"25.04639, 121.13548"
402.0,大樓,ENA08200,樹林里,328桃園市觀音區樹林里國建三路9號,"25.06239, 121.1118",1.0,38.0,大園分局,,,"25.06239, 121.1118"
403.0,大樓,ENA08201,草漯里,328桃園市觀音區草漯里福德街182號,"25.04338, 121.13746",2.0,591.0,大園分局,,,"25.04338, 121.13746"
404.0,大樓,ENA08202,草漯里,328桃園市觀音區草漯里榮工北路9號,"25.05832, 121.12878",1.0,390.0,大園分局,,,"25.05832, 121.12878"
405.0,大樓,ENA08203,草漯里,"328桃園市觀音區草漯里福祥街 151號","25.04513, 121.13636",1.0,2573.0,大園分局,,,"25.04513, 121.13636"
406.0,大樓,ENA08204,樹林里,328桃園市觀音區樹林里國建一路2號,"25.05399, 121.11645",1.0,953.0,大園分局,,,"25.05399, 121.11645"
407.0,大樓,ENA08205,草新里,328桃園市觀音區草新里十全路36號,"25.03957, 121.14389",1.0,2316.0,大園分局,,,"25.03957, 121.14389"
408.0,大樓,ENA08206,草新里,328桃園市觀音區草新里九如街261號,"25.03727, 121.14264",1.0,1055.0,大園分局,,,"25.03727, 121.14264"
409.0,大樓,ENA08208,草漯里,328桃園市觀音區草漯里福興街123號,"25.04718, 121.14298",1.0,1018.0,大園分局,,,"25.04718, 121.14298"
410.0,大樓,ENA08209,草漯里,328桃園市觀音區草漯里福祥街102號,"25.05832, 121.12878",2.0,2016.0,大園分局,,,"25.05832, 121.12878"
411.0,大樓,ENA08210,草新里,328桃園市觀音區草新里八德二街11號,"25.04129, 121.13693",1.0,882.0,大園分局,,,"25.04129, 121.13693"
412.0,大樓,ENA08211,草新里,328桃園市觀音區草新里大觀路二段361號7樓,"25.04248, 121.13657",2.0,1493.0,大園分局,V,,"25.04248, 121.13657"
413.0,大樓,ENA08212,草漯里,"328桃園市觀音區草漯里福興街 258號","25.0433, 121.13623",2.0,740.0,大園分局,V,,"25.0433, 121.13623"
414.0,大樓,ENA08213,草新里,328桃園市觀音區草新里六合二街121號,"25.04151, 121.13585",1.0,519.0,大園分局,,,"25.04151, 121.13585"
415.0,大樓,ENA08214,草漯里,328桃園市觀音區草漯里12鄰福興街318號,"25.03439, 121.0993",2.0,838.0,大園分局,V,,"25.03439, 121.0993"
416.0,大樓,ENA08215,樹林里,328桃園市觀音區樹林里10鄰民生路83巷17號二樓,"25.03439, 121.0993",1.0,770.0,大園分局,,,"25.03439, 121.0993"
417.0,大樓,ENA08220,草漯里,328桃園市觀音區草漯里16鄰福祥街111-1號,"25.047911, 121.137207",2.0,708.0,大園分局,,,"25.047911, 121.137207"
418.0,大樓,ENA08221,草漯里,328桃園市觀音區草漯里16鄰福德街100號,"25.046658, 121.137706",2.0,614.0,大園分局,,,"25.046658, 121.137706"
419.0,大樓,ENA08222,草漯里,328桃園市觀音區草漯里18鄰二聖路313巷30號,"25.038594, 121.135832",3.0,1257.0,大園分局,,,"25.038594, 121.135832"
420.0,大樓,ENA08223,草新里,328桃園市觀音區草新里25鄰大觀路二段393號,"25.04257, 121.13656",2.0,1857.0,大園分局,,,"25.04257, 121.13656"
421.0,大樓,ENA08224,草漯里,328桃園市觀音區草漯里16鄰莊敬路186號,"25.044939558002373, 121.13510039626999",2.0,1225.0,大園分局,V,,"25.044939558002373, 121.13510039626999"
422.0,大樓,ENA08225,保障里,328桃園市觀音區保障里9鄰莊敬三街172號,"25.022314037123294, 121.28994844257768",1.0,606.0,大園分局,,,"25.022314037123294, 121.28994844257768"
423.0,大樓,ENA08226,草漯里,328桃園市觀音區草漯里2鄰富貴一街113巷30號4樓之1,"25.053532304934656, 121.13782452964985",1.0,785.0,大園分局,V,,"25.053532304934656, 121.13782452964985"
,,ENA09001,埔心里,桃園市大園區埔心里航勤南路15號,"25.08601324, 121.2478248",1.0,6662.0,航空警察局,,中華航空股份有限公司,"25.08601324, 121.2478248"
,,ENA09002,埔心里,桃園市大園區埔心里航勤南路3-1號,"25.08909103, 121.2494625",1.0,2016.0,航空警察局,,長榮航空股份有限公司,"25.08909103, 121.2494625"
,,ENA09003,埔心里,桃園市大園區埔心里航站北路600巷8號,"25.07539448, 121.2287441",1.0,652.0,航空警察局,,長榮航太科技股份有限公司,"25.07539448, 121.2287441"
,,ENA09004,埔心里,桃園市大園區埔心里航站南路1-1號,"25.06906753, 121.2212696",1.0,1714.0,航空警察局,,華航園區股份有限公司,"25.06906753, 121.2212696"
,,ENA09005,埔心里,桃園市大園區埔心里航勤北路8-5號,"25.09132614, 121.2484035",1.0,6362.0,航空警察局,,長榮航空股份有限公司,"25.09132614, 121.2484035"
,,ENA09006,埔心里,桃園市大園區埔心里航勤北路3號,"25.08962068, 121.2489464",1.0,11512.0,航空警察局,,長榮空廚股份有限公司,"25.08962068, 121.2489464"
,,ENA09007,埔心里,桃園市大園區埔心里航站北路608號,"25.06777005, 121.217785",1.0,2020.0,航空警察局,,長榮航勤股份有限公司,"25.06777005, 121.217785"
,,ENA09008,埔心里,桃園市大園區埔心里航站南路2號,"25.08112378, 121.2387299",1.0,3019.0,航空警察局,,長榮航太科技股份有限公司,"25.08112378, 121.2387299"
