建築物名稱,里別,地址,緯度,經度,避難樓層,防空避難設備面積,可容納人數,轄管分局,備註
美琪電子股份有限公司,南門里,桃園市桃園區南門里南豐街88號,"24.985443 ","121.306040 ",B01B02,1799,1249.0,桃園分局,
公寓,南門里,桃園市桃園區南門里南豐街170號,"24.983644 ","121.305537 ",B01B02B03,2833,1967.0,桃園分局,
公寓,南門里,桃園市桃園區南門里南豐街286號,"24.981179 ","121.304775 ",B01B02,1696,1177.0,桃園分局,
公寓,南門里,桃園市桃園區南門里南豐街294巷12號,"24.981281 ","121.304370 ",B01B02B03,1990,1381.0,桃園分局,
公寓,南門里,桃園市桃園區南門里南豐街230號,"24.982385 ","121.305202 ",B01,1269,881.0,桃園分局,
湛龍精密科技公司,南門里,桃園市桃園區南門里南豐二街66號,"24.982850 ","121.303269 ",B01,472,327.0,桃園分局,
富堡學府社區,南門里,桃園市桃園區南門里漢中路110號,"24.980857 ","121.304014 ",B01,1500,1041.0,桃園分局,
長壽富貴社區,南門里,桃園市桃園區南門里建國路309號,"24.984702 ","121.305004 ",B01,24,16.0,桃園分局,
" 公寓",南門里,桃園市桃園區南門里南豐街320號,"24.980443 ","121.304465 ",B01B02B03,734,509.0,桃園分局,
桃園聖母聖心天主堂,東山里,桃園市桃園區東山里成功路二段56號,"24.993531 ","121.315534 ",B01B02,20,13.0,桃園分局,
來來大亨大樓,東門里,桃園市桃園區東門里朝陽街7號,"24.996139 ","121.313468 ",B01B02B03,4015,2788.0,桃園分局,
公寓,東門里,桃園市桃園區東門里春日路132號,"24.994968 ","121.316459 ",B01B02,939,652.0,桃園分局,
公寓,東門里,桃園市桃園區東門里春日路134號之1,"24.994964 ","121.316442 ",B01B02,1251,868.0,桃園分局,
公寓,東門里,桃園市桃園區東門里成功路二段71號,"24.994287 ","121.316374 ",B01,7,4.0,桃園分局,
巴黎站前大樓,文化里,桃園市桃園區文化里中華路1號,"24.991135 ","121.311953 ",B01B02,591,410.0,桃園分局,
公寓,文化里,桃園市桃園區文化里中華路49號,"24.990766 ","121.310585 ",B01B02,320,222.0,桃園分局,
公寓,文化里,桃園市桃園區文化里中正路35號,"24.990063 ","121.312838 ",B01,88,61.0,桃園分局,
公寓,文化里,桃園市桃園區文化里中正路37號,"24.990193 ","121.312920 ",B01,95,65.0,桃園分局,
公寓,文化里,桃園市桃園區文化里中正路39號,"24.990239 ","121.312903 ",B01,80,55.0,桃園分局,
麥當勞桃園中正店,武陵里,桃園市桃園區武陵里中正路50號,"24.991069 ","121.312990 ",B01B02,1365,947.0,桃園分局,
桃園成功路郵局,文化里,桃園市桃園區文化里成功路一段51號,"24.992095 ","121.311213 ",B01,1010,701.0,桃園分局,
" 公寓",南門里,桃園市桃園區南門里介壽路354號,"24.979764 ","121.304728 ",B01,3506,2434.0,桃園分局,
墊腳石圖書文化廣場桃園店,文化里,桃園市桃園區文化里中華路51號,"24.990753 ","121.310625 ",B01,224,155.0,桃園分局,
站前角間大樓,武陵里,桃園市桃園區武陵里中正路66號,"24.992205 ","121.312448 ",B01B02,60,41.0,桃園分局,
和雲行動服務股份有限公司桃園水利綜合大樓,文化里,桃園市桃園區文化里復興路186號,"24.990313 ","121.311397 ",B01,209,145.0,桃園分局,
公寓,武陵里,桃園市桃園區武陵里大同路24號,"24.990344 ","121.314230 ",B01,178,123.0,桃園分局,
公寓,武陵里,桃園市桃園區武陵里大同路41號,"24.989482 ","121.312498 ",B01,7,4.0,桃園分局,
桃客旅行社,武陵里,桃園市桃園區武陵里大同路48號,"24.989571 ","121.312194 ",B01,20,13.0,桃園分局,
戀戀薇閣社區,東山里,桃園市桃園區東山里復興路49號之1,"24.990852 ","121.316618 ",B01,715,496.0,桃園分局,
宝麗金住辦大廈,武陵里,桃園市桃園區武陵里復興路99號,"24.990470 ","121.313719 ",B01B02,1980,1375.0,桃園分局,
環球財經大樓,武陵里,桃園市桃園區武陵里復興路110號,"24.991070 ","121.314458 ",B01,888,616.0,桃園分局,
中山東路社區公寓,東門里,桃園市桃園區東門里中山東路2巷12號之4,"24.995796 ","121.314652 ",B01,28,19.0,桃園分局,
公寓,東門里,桃園市桃園區東門里中山東路32號,"24.995990 ","121.315300 ",B01B02,51,35.0,桃園分局,
公寓,東門里,桃園市桃園區東門里中山東路3號,"24.995561 ","121.313364 ",B01B02,85,59.0,桃園分局,
公寓,東門里,桃園市桃園區東門里中山東路5號,"24.995508 ","121.312944 ",B01B02,71,49.0,桃園分局,
公寓,東門里,桃園市桃園區東門里中山東路29號,"24.995941 ","121.314084 ",B01B02,3324,2308.0,桃園分局,
桃園市桃園區東門國民小學,東門里,桃園市桃園區東門里東國街14號,"24.994727 ","121.315302 ",B01B02,1699,1179.0,桃園分局,
桃園市桃園區東門國民小學,東門里,桃園市桃園區東門里東國街14號,"24.994727 ","121.315302 ",B01B02,1025,711.0,桃園分局,
東國商務會館,東門里,桃園市桃園區東門里東國街89號,"24.996650 ","121.313971 ",B01B02,1030,715.0,桃園分局,
財團法人台灣省桃園縣桃園佛教蓮社,東門里,桃園市桃園區東門里朝陽街12號,"24.996191 ","121.313727 ",B01,74,51.0,桃園分局,
公寓,東門里,桃園市桃園區東門里朝陽街16號,"24.997443 ","121.313674 ",B01B02,349,242.0,桃園分局,
公寓,東山里,桃園市桃園區東山里鎮江街57號,"24.993601 ","121.316370 ",B01,16,11.0,桃園分局,
美人魚酒吧,南華里,桃園市桃園區南華里中華路123號,"24.989788 ","121.307869 ",B01,48,33.0,桃園分局,
公寓,南華里,桃園市桃園區南華里南華街84號,"24.991125 ","121.308417 ",B01,27,18.0,桃園分局,
 金融機構,文明里,桃園市桃園區文明里民族路55號,"24.990153 ","121.309705 ",B01B02B03,2663,1849.0,桃園分局,
民族路85號華廈,文明里,桃園市桃園區文明里民族路85號,"24.991262 ","121.309310 ",B01B02,316,219.0,桃園分局,
公寓,東門里,桃園市桃園區東門里成功路2段31號,"24.994041 ","121.315381 ",B01B02,1871,1299.0,桃園分局,
公寓,經國里,桃園市桃園區經國里1鄰慈文路54號,"25.011287 ","121.307676 ",B01,39,27.0,桃園分局,
大亨福第社區,同安里,桃園市桃園區同安里06鄰大興西路一段188號,"25.014166 ","121.303830 ",B01,35,24.0,桃園分局,
公寓,自強里,桃園市桃園區自強里12鄰南平路116號,"25.020274 ","121.303265 ",B01,80,55.0,桃園分局,
全球家OK社區,經國里,桃園市桃園區經國里6鄰經國路387號,"25.016847 ","121.305176 ",B01B02B03,1804,1252.0,桃園分局,
龍鳳經國社區,經國里,桃園市桃園區經國里5鄰經國路399號,"25.017411 ","121.304926 ",B01,703,488.0,桃園分局,
公寓,新埔里,桃園市桃園區新埔里4鄰同安街370號,"25.017719 ","121.302359 ",B01,28,19.0,桃園分局,
公寓,新埔里,桃園市桃園區新埔里5鄰天祥五街54號,"25.018586 ","121.302878 ",B01,417,463.0,桃園分局,
電信機構,經國里,桃園市桃園區經國里10鄰同安街322號,25.013019,121.305075,B01B02,821,570.0,桃園分局,不對外開放
精華大樓,東埔里,桃園市桃園區東埔里22鄰信光路123號,"25.004938 ","121.305086 ",B01,59,40.0,桃園分局,
慶暘世居社區,春日里,桃園市桃園區春日里16鄰大業路二段66號,"25.017647 ","121.311121 ",B01B02,471,327.0,桃園分局,
嘉景特區社區,會稽里,桃園市桃園區會稽里3鄰興一街98號,"25.014472 ","121.315476 ",B01,1137,1263.0,桃園分局,
台北檳城大興座社區,會稽里,桃園市桃園區會稽里6鄰大興路251號,"25.015970 ","121.314128 ",B01,751,521.0,桃園分局,
台北檳城大有座社區,檜樂里,桃園市桃園區檜樂里3鄰民有東路38號,"25.014592 ","121.317917 ",B01B02B03,10496,7288.0,桃園分局,
賽珍珠系列NO.5社區,會稽里,桃園市桃園區會稽里1鄰興一街110號,"25.014891 ","121.316276 ",B01,793,550.0,桃園分局,
羅丹二期社區,會稽里,桃園市桃園區會稽里2鄰大有路541號,"25.014855 ","121.317056 ",B01B02B03,3812,2647.0,桃園分局,
現代名門社區,會稽里,桃園市桃園區會稽里2鄰大有路539號,"25.014785 ","121.317093 ",B01,532,369.0,桃園分局,
公寓,汴洲里,桃園市桃園區汴洲里05鄰大業路二段264之1號,"25.021540 ","121.310127 ",B01,225,156.0,桃園分局,
企業財星大樓,汴洲里,桃園市桃園區汴洲里2鄰經國路618號,"25.027449 ","121.301194 ",B01B02,463,321.0,桃園分局,
公寓,汴洲里,桃園市桃園區汴洲里22鄰和愛街11號,"25.032695 ","121.301660 ",B01B02,1427,990.0,桃園分局,
公寓,汴洲里,桃園市桃園區汴洲里2鄰春日路1775巷25號,"25.029463 ","121.304376 ",B01B02,1206,837.0,桃園分局,
台北東京社區,檜樂里,桃園市桃園區檜樂里8鄰大有路646號,"25.015987 ","121.316919 ",B01B02,6825,4739.0,桃園分局,
天下大觀社區,同安里,桃園市桃園區同安里16鄰大興西路一段317號,"25.012570 ","121.301523 ",B01B02,4940,3430.0,桃園分局,
哈佛名門,信光里,桃園市桃園區信光里23鄰民生路665號,"25.007619 ","121.308167 ",B01B02,4721,3278.0,桃園分局,
台北捷豹社區,自強里,桃園市桃園區自強里25鄰經國路280號,"25.021957 ","121.303438 ",B01B02,1557,1081.0,桃園分局,
EQ別墅社區,莊敬里,桃園市桃園區莊敬里19鄰莊二街12號,"25.025151 ","121.296655 ",B01B02,2024,1405.0,桃園分局,
長榮矽谷大樓,汴洲里,桃園市桃園區汴洲里22鄰經國路888號,"25.032669 ","121.300596 ",B01B02,4759,3304.0,桃園分局,
富貴園社區,經國里,桃園市桃園區經國里5鄰同安街336巷28號,"25.017193 ","121.303720 ",B01B02,2331,1618.0,桃園分局,
公寓,同安里,桃園市桃園區同安里15鄰同安街505號,"25.020983 ","121.299767 ",B01,93,64.0,桃園分局,
春虹福星社區,春日里,桃園市桃園區春日里04鄰至善街91號,"25.021378 ","121.311856 ",B01B02,387,268.0,桃園分局,
新宿社區,春日里,桃園市桃園區春日里22鄰向善街48巷1號,"25.018464 ","121.309999 ",B01,1843,1279.0,桃園分局,
桃園市桃園區慈文國民小學,同安里,桃園市桃園區同安里3鄰新埔六街02號,"25.012242 ","121.303761 ",B01,780,541.0,桃園分局,
公寓,新埔里,桃園市桃園區新埔里21鄰新埔七街5號,"25.018296 ","121.302171 ",B01B02,914,634.0,桃園分局,
公寓,新埔里,桃園市桃園區新埔里22鄰天祥五街5號,"25.018688 ","121.304088 ",B01B02B03B04,5731,3979.0,桃園分局,
公寓,新埔里,桃園市桃園區新埔里21鄰南平路181巷2號,"25.019295 ","121.302304 ",B01B02,2027,1407.0,桃園分局,
尊龍大地社區,莊敬里,桃園市桃園區莊敬里20鄰同安街656號,"25.024871 ","121.297370 ",B01B02B03,5287,3671.0,桃園分局,
公寓,信光里,桃園市桃園區信光里28鄰大連三街67巷02號,"25.007909 ","121.304653 ",B01,3500,2430.0,桃園分局,
公寓,東埔里,桃園市桃園區東埔里3鄰正康一街181號,"25.003653 ","121.305784 ",B01,199,138.0,桃園分局,
EQ城堡社區,汴洲里,桃園市桃園區汴洲里11鄰大業路二段227號,"25.020782 ","121.310129 ",B01B02B03,1185,822.0,桃園分局,
生活公園社區,自強里,桃園市桃園區自強里12鄰新埔七街84號,"25.020197 ","121.301511 ",B01B02,1108,769.0,桃園分局,
頤和園社區,新埔里,桃園市桃園區新埔里6鄰天祥五街91號,"25.018279 ","121.302960 ",B01B02B03,4910,3409.0,桃園分局,
中悅春天廣場社區,自強里,桃園市桃園區自強里26鄰經國路298號,"25.022603 ","121.303153 ",B01B02B03,5681,3945.0,桃園分局,
弘新花園廣場社區,同安里,桃園市桃園區同安里21鄰新埔六街110號,"25.015930 ","121.302009 ",B01B02B03,2793,1939.0,桃園分局,
竹城建設機構大樓,自強里,桃園市桃園區自強里27鄰經國路523號,"25.021484 ","121.303198 ",B01B02B03,1354,940.0,桃園分局,
桃園市桃園區慈文國民小學,同安里,桃園市桃園區同安里3鄰新埔六街02號,"25.012242 ","121.303761 ",B01,1369,950.0,桃園分局,
福華豪邸社區,莊敬里,桃園市桃園區莊敬里11鄰新埔八街53號,"25.019641 ","121.298888 ",B01B02,663,460.0,桃園分局,
公寓,長安里,桃園市桃園區長安里民光路107號,"25.003740 ","121.305068 ",B01B02B03,2339,1624.0,桃園分局,
公寓,自強里,桃園市桃園區自強里13鄰經國路685號,"25.023793 ","121.302115 ",B01,2394,1662.0,桃園分局,
羅浮宮廷社區,莊敬里,桃園市桃園區莊敬里6鄰莊二街13號,"25.024670 ","121.295933 ",B01B02B03,6498,4512.0,桃園分局,
非常容易社區,同安里,桃園市桃園區同安里1鄰慈文路138號之1,"25.009991 ","121.304550 ",B01B02B03,4920,3416.0,桃園分局,
名人錄社區,同安里,桃園市桃園區同安里20鄰同安街399號,"25.018214 ","121.301635 ",B01B02B03,2208,1533.0,桃園分局,
春日印象社區,春日里,桃園市桃園區春日里15鄰春日路1112巷1弄12號,"25.021600 ","121.308303 ",B01,346,240.0,桃園分局,
RV生活館社區,春日里,桃園市桃園區春日里23鄰春日路912號,"25.016332 ","121.309219 ",B01B02B03,2504,1738.0,桃園分局,
U生活社區,春日里,桃園市桃園區春日里03鄰大業路二段85號,"25.018173 ","121.310725 ",B01B02,5696,3955.0,桃園分局,
公寓,同安里,桃園市桃園區同安里9鄰同安街315號,"25.016610 ","121.302802 ",B01,338,234.0,桃園分局,
家樂福經國店,經國里,桃園市桃園區經國里11鄰經國路369號,"25.015545 ","121.305424 ",B01B02,13422.1,9320.0,桃園分局,
公寓,莊敬里,桃園市桃園區莊敬里16鄰同安街448號,"25.019633 ","121.300909 ",B01B02,1040,722.0,桃園分局,
公寓,新埔里,桃園市桃園區新埔里2鄰經國路437號,"25.018508 ","121.304470 ",B01,135,93.0,桃園分局,
御品大樓社區,自強里,桃園市桃園區自強里27鄰經國路565號,"25.031388 ","121.300284 ",B01B02B03,1631,1132.0,桃園分局,
公寓,汴洲里,桃園市桃園區汴洲里20鄰春日路1733巷07號,"25.027990 ","121.303900 ",B01B02,907,629.0,桃園分局,
大睦澄舍社區,莊敬里,桃園市桃園區莊敬里19鄰中正路1436號,"25.024237 ","121.294978 ",B01B02,796,552.0,桃園分局,
米蘭麗都社區,新埔里,桃園市桃園區新埔里5鄰經國路467號,"25.019712 ","121.303917 ",B01B02B03,1668,1158.0,桃園分局,
桃園市桃園區會稽國民小學,春日里,桃園市桃園區春日里2鄰春日路1080號,"25.023279 ","121.306842 ",B01,774,537.0,桃園分局,
風尚NO.1社區,會稽里,桃園市桃園區會稽里1鄰興一街112號,"25.015002 ","121.316460 ",B01B02B03,2176,1511.0,桃園分局,
臻園社區,同安里,桃園市桃園區同安里9鄰同安街203號,"25.015467 ","121.303247 ",B01B02,1646,1143.0,桃園分局,
桃園市桃園區慈文國民小學,同安里,桃園市桃園區同安里3鄰新埔六街2號,"25.012242 ","121.303761 ",B01,1063,738.0,桃園分局,
葛里芬社區,莊敬里,桃園市桃園區莊敬里22鄰中正路1338號,"25.021545 ","121.296322 ",B01B02B03,2009,1395.0,桃園分局,
臻愛一生社區,同安里,桃園市桃園區同安里3鄰同德二街63號,"25.010859 ","121.301875 ",B01B02,5278,3665.0,桃園分局,
朝陽社區,春日里,桃園市桃園區春日里14鄰大業路二段113號,"25.018761 ","121.310616 ",B01B02,986,684.0,桃園分局,
自由市社區,莊敬里,桃園市桃園區莊敬里21鄰天祥七街113號,"25.022736 ","121.299352 ",B01B02B03,703,488.0,桃園分局,
經國麗品社區,經國里,桃園市桃園區經國里4鄰經國路225號,"25.013530 ","121.307406 ",B01B02B03,3165,2197.0,桃園分局,
公寓,自強里,桃園市桃園區自強里6鄰同安街456號,"25.013019 ","121.305075 ",B01,484,336.0,桃園分局,
桃園市立會稽國民中學,會稽里,桃園市桃園區會稽里7鄰大興路222號,"25.016164 ","121.313794 ",B01,581,403.0,桃園分局,
璀璨經國社區,經國里,桃園市桃園區經國里13鄰經國路70號,"25.013404 ","121.307469 ",B01B02,1370,951.0,桃園分局,
昇節高第社區,經國里,桃園市桃園區經國里14鄰經國路56號,"25.012859 ","121.307828 ",B01B02B03,1516,1052.0,桃園分局,
公寓,經國里,桃園市桃園區經國里5鄰同安街336巷16號,"25.017066 ","121.303321 ",B01,361,250.0,桃園分局,
風尚NO.2社區,會稽里,桃園市桃園區會稽里11鄰大有路511號,"25.014229 ","121.317497 ",B01B02,3449,2395.0,桃園分局,
桃園市桃園區會稽國民小學,春日里,桃園市桃園區春日里2鄰春日路1080號,"25.023279 ","121.306842 ",B01,2603,1807.0,桃園分局,
桃園市立經國國民中學,自強里,桃園市桃園區自強里1鄰經國路276號,"25.021726 ","121.304006 ",B01,789,547.0,桃園分局,
宜誠金品社區,檜樂里,桃園市桃園區檜樂里1鄰民有東路16號,"25.014902 ","121.318668 ",B01B02,1748,1213.0,桃園分局,
中悅桂冠社區,經國里,桃園市桃園區經國里12鄰經國路199號,"25.011596 ","121.308237 ",B01B02B03,3186,2212.0,桃園分局,
宜誠金品社區,檜樂里,桃園市桃園區檜樂里1鄰民有東路02巷01號,"25.014788 ","121.318253 ",B01B02,1291,896.0,桃園分局,
一品薇閣社區,自強里,桃園市桃園區自強里17鄰天祥六街65巷02號,"25.022327 ","121.300921 ",B01B02,3200,2222.0,桃園分局,
桃園市桃園區同安國民小學,莊敬里,桃園市桃園區莊敬里22鄰同德十一街48號,"25.021492 ","121.298171 ",B01,1241,861.0,桃園分局,
桃園市桃園區新埔國民小學,新埔里,桃園市桃園區新埔里20鄰經國路208巷36號,"25.018247 ","121.306454 ",B01,3284,2280.0,桃園分局,
輕井花道,信光里,桃園市桃園區信光里28鄰大連三街47號,"25.007287 ","121.304262 ",B01B02,3070,2131.0,桃園分局,
發現紐約社區,經國里,桃園市桃園區經國里8鄰天祥三街8號,"25.016453 ","121.304805 ",B01B02,5674,3940.0,桃園分局,
中悅知音花園廣場社區,莊敬里,桃園市桃園區莊敬里03鄰莊敬路一段176號,"25.025335 ","121.299523 ",B01B02,6311,4382.0,桃園分局,
百懿智慧家社區,春日里,桃園市桃園區春日里16鄰民富十七街25號,"25.017309 ","121.310263 ",B01B02,2505,1739.0,桃園分局,
西華,信光里,桃園市桃園區信光里1鄰慈文路133巷1號,"25.009046 ","121.304426 ",B01B02,975,677.0,桃園分局,
桃園市立會稽國民中學,會稽里,桃園市桃園區會稽里7鄰大興路222號,"25.016164 ","121.313794 ",B01,2965,2059.0,桃園分局,
桃園市桃園區快樂國民小學,會稽里,桃園市桃園區會稽里8鄰大有路789號,"25.019023 ","121.315424 ",B01,1598,1109.0,桃園分局,
福容大飯店,同安里,桃園市桃園區同安里6鄰大興西路一段200號,"25.013918 ","121.302993 ",B01B02,1361,1512.0,桃園分局,
五星一品社區,汴洲里,桃園市桃園區汴洲里21鄰春日路1467號,"25.022140 ","121.307406 ",B01B02,1191,827.0,桃園分局,
桃園區農會慈文辦事處,東埔里,桃園市桃園區東埔里3鄰中正路606號,25.00468,121.304908,B01,111,77.0,桃園分局,不對外開放
捷寶花園,信光里,桃園市桃園區信光里21鄰中正路708號之1,"25.007121 ","121.303581 ",B01B02,2995,2079.0,桃園分局,
經國之星社區,自強里,桃園市桃園區自強里26鄰經國路336巷28號,"25.023693 ","121.303139 ",B01B02,5052,3508.0,桃園分局,
公寓,信光里,桃園市桃園區信光里14鄰大連四街26-3號,"25.008393 ","121.305104 ",B01B02B03,2264.57,1572.0,桃園分局,
桃園市桃園區新埔國民小學,新埔里,桃園市桃園區新埔里20鄰經國路208巷36號,"25.018247 ","121.306454 ",B01,3323.66,2308.0,桃園分局,
瀚霖麗緻社區,檜樂里,桃園市桃園區檜樂里17鄰大有路750號,"25.019208 ","121.315721 ",B01,4619.71,3208.0,桃園分局,
大衛營社區,同安里,桃園市桃園區同安里6鄰新埔六街66號,"25.014824 ","121.302542 ",B01B02B03,2326.18,1615.0,桃園分局,
桃園市立會稽國民中學,會稽里,桃園市桃園區會稽里7鄰大興路222號,"25.016164 ","121.313794 ",B01,2528,1755.0,桃園分局,
樂滿帝社區,檜樂里,桃園市桃園區檜樂里5鄰大興路318巷28號,"25.016669 ","121.317906 ",B01B02B03,5422,3765.0,桃園分局,
竹城金閣社區,汴洲里,桃園市桃園區汴洲里11鄰大業路二段226號,"25.020878 ","121.310349 ",B01B02B03,2458.05,1706.0,桃園分局,
公寓,春日里,桃園市桃園區春日里02鄰春日路1138號,"25.021523 ","121.308138 ",B01,215.29,239.0,桃園分局,
涵碧園社區,同安里,桃園市桃園區同安里19鄰同安街21號,"25.011051 ","121.305644 ",B01B02,2007.35,1393.0,桃園分局,
璽樂天祥社區,自強里,桃園市桃園區自強里14鄰天祥七街8號,"25.023922 ","121.301618 ",B01,342.38,237.0,桃園分局,
公寓,東埔里,桃園市桃園區東埔里3鄰中正路610號,"25.004759 ","121.304882 ",B01,279,310.0,桃園分局,
尊璞麗緻社區,同安里,桃園市桃園區同安里18鄰慈文路198之3號,"25.008638 ","121.303637 ",B01B02,460,319.0,桃園分局,
京澄謙里社區,經國里,桃園市桃園區經國里11鄰新埔五街132號,"25.018247 ","121.306454 ",B01B02B03,597.8,415.0,桃園分局,
中悅御之苑社區,同安里,桃園市桃園區同安里25鄰藝文一街32號,"25.014350 ","121.301387 ",B01B02B03,8264.73,9183.0,桃園分局,
梵谷星空社區,信光里,桃園市桃園區信光里8鄰大連二街173號,"25.008948 ","121.307135 ",B01B02B03,2233.97,1551.0,桃園分局,
吉澧尊悅社區,春日里,桃園市桃園區春日里14鄰大業路二段165號,"25.020169 ","121.310251 ",B01B02,1648.82,1145.0,桃園分局,
中正逸品社區,東埔里,桃園市桃園區東埔里2鄰中正路442號,"25.001056 ","121.307229 ",B01B02,101.38,70.0,桃園分局,
唐寧街,三民里,桃園市桃園區三民里3鄰鎮撫街298號,"24.999382 ","121.318842 ",B01,652,452.0,桃園分局,
公寓,三民里,桃園市桃園區三民里5鄰國興街22號,"24.998609 ","121.319344 ",B01,189,131.0,桃園分局,
桃園市立青溪國民中學,三民里,"桃園市桃園區三民里8鄰中山東路124號 ","24.996687 ","121.320029 ",B01,473,328.0,桃園分局,
松柏園,三民里,桃園市桃園區三民里3鄰鎮撫街160號,"24.999223 ","121.318446 ",B01,426,295.0,桃園分局,
陶莊,三民里,桃園市桃園區三民里12鄰鎮撫街352巷18號,"24.999918 ","121.320877 ",B01,762,529.0,桃園分局,
桃園市議會,三民里,桃園市桃園區三民里8鄰三民路一段9號,"24.997050 ","121.321691 ",B01,2380,1652.0,桃園分局,
德萊教會,三民里,桃園市桃園區三民里17鄰三民路一段2號,"24.996453 ","121.323290 ",B01,647,449.0,桃園分局,
全球奧斯卡,三民里,桃園市桃園區三民里17鄰三民路一段24號,"24.996894 ","121.322648 ",B01,436,302.0,桃園分局,
成功大廈,三民里,桃園市桃園區三民里18鄰壽山路202號,"24.995823 ","121.324669 ",B01,2388,1658.0,桃園分局,
滿庭芳,三民里,桃園市桃園區三民里23鄰三民路一段42巷2號,"24.997587 ","121.322328 ",B01,1065,739.0,桃園分局,
豪世,三民里,桃園市桃園區三民里12鄰鎮撫街360號,"25.000047 ","121.321102 ",B01,1198,831.0,桃園分局,
雙子星,寶山里,桃園市桃園區寶山里14鄰民有三街448號,"25.012104 ","121.314341 ",B01,2074,1440.0,桃園分局,
公寓,寶山里,桃園市桃園區寶山里10鄰民有十三街26號,"25.012209 ","121.314773 ",B01,480,333.0,桃園分局,
海山中國城,寶民里,桃園市桃園區寶民里17鄰民富十一街21號,"25.011687 ","121.317280 ",B01B02,5660,3930.0,桃園分局,
福慶天地,寶山里,桃園市桃園區寶山里6鄰大德一街88號,"25.015490 ","121.313379 ",B01B02,1068,741.0,桃園分局,
麗悅,大有里,桃園市桃園區大有里8鄰大有路491號,"25.012939 ","121.318286 ",B01B02,2709,1881.0,桃園分局,
公寓,寶山里,桃園市桃園區寶山里3鄰大德一街52號,"25.014470 ","121.313861 ",B01,424,294.0,桃園分局,
大興豪門,寶山里,桃園市桃園區寶山里5鄰會稽一街2號,"25.014768 ","121.313804 ",B01,591,410.0,桃園分局,
大興豪門,寶山里,桃園市桃園區寶山里5鄰會稽一街1號,"25.015042 ","121.313759 ",B01,893,620.0,桃園分局,
羅丹藝術家,大有里,桃園市桃園區大有里9鄰大有路486號,"25.012850 ","121.318731 ",B01B02,2080,1444.0,桃園分局,
桃園市桃園區青溪國民小學,青溪里,桃園市桃園區青溪里14鄰自強路80號,"24.999637 ","121.317966 ",B01,1409,978.0,桃園分局,
巴黎風禾,青溪里,桃園市桃園區青溪里33鄰三民路一段163號,"25.000804 ","121.318538 ",B01B02B03B04,5500,3819.0,桃園分局,
都會名廈,大業里,桃園市桃園區大業里8鄰民富九街84號,"25.008809 ","121.313943 ",B01B02,3416,2372.0,桃園分局,
百順森活,朝陽里,桃園市桃園區朝陽里12鄰民生路484號,"24.999482 ","121.310914 ",B01B02B03,1002,695.0,桃園分局,
博市,忠義里,桃園市桃園區忠義里9鄰大業路一段58號,"25.004712 ","121.317725 ",B01,4108,2852.0,桃園分局,
寶山名邸,寶民里,桃園市桃園區寶民里5鄰寶山街235號,"25.011697 ","121.315046 ",B01B02,6019,4179.0,桃園分局,
香榭樹園,成功里,桃園市桃園區成功里18鄰桃二街66號,"24.995620 ","121.318150 ",B01B02,1508,1047.0,桃園分局,
有伴生活,三元里,桃園市桃園區三元里17鄰民有六街85號,"25.007746 ","121.319360 ",B01B02,1859,1290.0,桃園分局,
青溪校園,大業里,桃園市桃園區大業里2鄰民光東路260號,"25.007393 ","121.315659 ",B01B02,1314,912.0,桃園分局,
日和長虹,大業里,桃園市桃園區大業里10鄰春日路634號,"25.009727 ","121.311049 ",B01B02B03,1120,777.0,桃園分局,
富德晶品,寶山里,桃園市桃園區寶山里2鄰大興路205號,"25.015693 ","121.312341 ",B01B02,1202,834.0,桃園分局,
青榕園,三民里,桃園市桃園區三民里1鄰自強路52號,"24.998446 ","121.318089 ",B01B02B03,1057,734.0,桃園分局,
洛桑,三民里,桃園市桃園區三民里3鄰鎮撫街312號,"24.999507 ","121.319231 ",B01,578,401.0,桃園分局,
桃園市桃園區青溪國民小學,青溪里,桃園市桃園區青溪里14鄰自強路80號,"24.999637 ","121.317966 ",B01,1229,853.0,桃園分局,
百年皇族,朝陽里,桃園市桃園區朝陽里6鄰鎮三街2號,"24.999223 ","121.313047 ",B01,1299,902.0,桃園分局,
桃園市立桃園高級中等學校,三元里,桃園市桃園區三元里11鄰成功路三段38號,"24.997644 ","121.326194 ",B01,287,199.0,桃園分局,
羅丹藝術,大有里,桃園市桃園區大有里7鄰民有東路19號,"25.014540 ","121.318970 ",B01,3788,2630.0,桃園分局,
陽光閣廈,忠義里,桃園市桃園區忠義里8鄰大業路一段112號,"25.006031 ","121.316894 ",B01B02,2175,1510.0,桃園分局,
桃園市桃園區大業國民小學,福元里,桃園市桃園區福元里3鄰大業路一段135號,"25.006712 ","121.316019 ",B01,527,365.0,桃園分局,
公寓,大興里,桃園市桃園區大興里10鄰雙峰路70號,"25.012343 ","121.311653 ",B01B02,248,172.0,桃園分局,
潤泰大家,大業里,桃園市桃園區大業里11鄰春日路656號,"25.010164 ","121.311004 ",B01B02,7427,5157.0,桃園分局,
巴黎街頭,福元里,桃園市桃園區福元里8鄰民有五街73號,"25.007226 ","121.318701 ",B01B02,1106,768.0,桃園分局,
來來新象,朝陽里,桃園市桃園區朝陽里1鄰朝陽街51號,"24.997077 ","121.313079 ",B01B02,2345,1628.0,桃園分局,
公寓,福元里,桃園市桃園區福元里6鄰福元街94號,"25.005057 ","121.318940 ",B01,501,347.0,桃園分局,
來蘭皇家,福元里,桃園市桃園區福元里6鄰民有三街12號,"25.004975 ","121.319536 ",B01B02,1601,1111.0,桃園分局,
