建築物名稱,里別,地址,緯度,經度,避難樓層,防空避難設備面積,可容納人數,轄管分局,備註
重久山臨溪社區大樓,三民里,桃園市桃園區三民里17鄰三民路一段18號,"24.996769 ","121.322839 ",B01B02,341.74,237.0,桃園分局,
向陽明珠社區大樓,中正里,桃園市桃園區中正里23鄰正光路186巷51號,"24.997043 ","121.296281 ",B01B02,501.26,348.0,桃園分局,
名嘉清境社區大樓,文中里,桃園市桃園區文中里3鄰正光二街158號,"25.000212 ","121.292356 ",B01B02B03,780.54,542.0,桃園分局,
桃園市文昌非營利幼兒園,信光里,桃園市桃園區信光里10鄰大連二街188號,"25.009345 ","121.307130 ",B01,1136.56,789.0,桃園分局,
公寓,文中里,桃園市桃園區文中里2鄰慈文路985號,"25.007061 ","121.300189 ",B01,435.51,302.0,桃園分局,
忠泰幸社區大樓,汴洲里,桃園市桃園區汴洲里1鄰經國二路98-1號,"25.027533 ","121.298273 ",B01B02B03B04,1998.57,1387.0,桃園分局,
運動家社區大樓,中成里,桃園市桃園區中成里12鄰吉安一街58巷1號,"25.005002 ","121.294513 ",B01B02B03,1548.47,1075.0,桃園分局,
易德吉荷社區大樓,三民里,桃園市桃園區三民里17鄰三民路一段30號,"24.997086 ","121.322434 ",B01B02B03,589.93,409.0,桃園分局,
益展涵玥社區大樓,莊敬里,桃園市桃園區莊敬里21鄰新埔七街195號,"25.018896 ","121.301750 ",B01B02B03B04,1910.81,1326.0,桃園分局,
桃園市勞工教育大樓,朝陽里,桃園市桃園區朝陽里14鄰民生路650號,"25.002840 ","121.309601 ",B01B02,772.27,536.0,桃園分局,
東門市場美食街,東山里,桃園市桃園區東山里10鄰春日路69號,"24.992623 ","121.316910 ",B01B02B03,2864.41,1989.0,桃園分局,
德友極社區大樓,文明里,桃園市桃園區文明里3鄰中華路117號,"24.990017 ","121.308411 ",B01B02B03B04,1997.67,1387.0,桃園分局,
益展不二家社區大樓,中正里,桃園市桃園區中正里23鄰廈門街100號,"24.994642 ","121.299485 ",B01B02B03B04,1577.46,1095.0,桃園分局,
合遠史丹佛社區大樓,中成里,桃園市桃園區中成里17鄰正光二街69號,"25.000367 ","121.295986 ",B01B02B03,1922.84,1335.0,桃園分局,
光語澍社區大樓,中信里,桃園市桃園區中信里29鄰國信街115-1號,"24.993999 ","121.285667 ",B01B02,1307.78,908.0,桃園分局,
幸福匯社區大樓,汴洲里,桃園市桃園區汴洲里2鄰幸福路76號,"25.028683 ","121.302435 ",B01B02B03B04,4086.93,2838.0,桃園分局,
公寓,中德里,桃園市桃園區中德里15鄰桃德路39巷70號,"24.965822 ","121.292849 ",B01,1072.8,745.0,桃園分局,
水逸秀軒社區大樓,文中里,桃園市桃園區文中里3鄰文中三路126號,"24.997099 ","121.288584 ",B01B02B03,903.85,627.0,桃園分局,
臺灣桃園地方法院,中埔里,桃園市桃園區中埔里6鄰正光路888號,"25.006180 ","121.288410 ",B01B02,15231,10577.0,桃園分局,
京澄無為大方無隅社區大樓,文中里,桃園市桃園區文中里3鄰慈文路885號,"25.000746 ","121.291111 ",B01B02B03,1175.17,816.0,桃園分局,
濟弘皇璽社區大樓,西門里,桃園市桃園區西門里6鄰民族路199-6號,"24.994524 ","121.307741 ",B01B02B03,3759.95,2611.0,桃園分局,
美樂地社區大樓,東門里,桃園市桃園區東門里5鄰朝陽街一段97號,"24.995220 ","121.313798 ",B01B02B03B04,327.71,227.0,桃園分局,
利百代股份有限公司,大樹里,桃園市桃園區大樹里5鄰大誠路2號,"24.981712 ","121.319927 ",B01,2770.21,1923.0,桃園分局,
永安醴社區大樓,永安里,桃園市桃園區永安里6鄰長春路38號,"25.000824 ","121.305848 ",B01B02B03,1893.51,1314.0,桃園分局,
天鑽社區大樓,三元里,桃園市桃園區三元里4鄰大有路166-1號,"25.007255 ","121.321059 ",B01B02B03,2206.18,1532.0,桃園分局,
昭揚君鼎社區大樓,龍鳳里,桃園市桃園區龍鳳里10鄰國豐三街71號,"24.989092 ","121.279422 ",B01B02B03,1487.67,1033.0,桃園分局,
嘉仕特飯店,文昌里,桃園市桃園區文昌里6鄰中山路203號,"24.992922 ","121.308239 ",B01B02,291.15,202.0,桃園分局,
合雄首璽社區大樓,大有里,桃園市桃園區大有里14鄰大有路461號,"25.008556 ","121.320466 ",B01B02B03,2367.43,1644.0,桃園分局,
公寓,北門里,桃園市桃園區北門里3鄰正康二街2號,"25.000067 ","121.309546 ",B01,236.29,164.0,桃園分局,
新捷市社區大樓,龍壽里,桃園市桃園區龍壽里14鄰龍城一街79號,"24.983047 ","121.272559 ",B01B02B03,4954.72,3440.0,桃園分局,
合新讀樂樂社區大樓,文中里,桃園市桃園區文中里3鄰文中二路21-2號,"24.996512 ","121.289149 ",B01B02B03B04,1492.34,1036.0,桃園分局,
慈文國中,慈文里,桃園市桃園區慈文里16鄰中正路835號,"25.009440 ","121.301636 ",B01,1010.16,701.0,桃園分局,
世中心社區大樓,永興里,桃園市桃園區永興里4鄰永安路72號,"24.996443 ","121.308722 ",B01B02B03,1856.87,1289.0,桃園分局,
京澄園朗社區大樓,文中里,桃園市桃園區文中里3鄰文中三路183號,"24.999866 ","121.288651 ",B01B02B03,983.43,682.0,桃園分局,
公寓,朝陽里,桃園市桃園區朝陽里7鄰鎮三街25號,"24.999598 ","121.313429 ",B01,357.54,248.0,桃園分局,
公寓,中正里,桃園市桃園區中正里25鄰忠一路166號,"24.995571 ","121.298662 ",B01B02B03,1302.23,904.0,桃園分局,
中路二號社會住宅,中成里,桃園市桃園區中成里17鄰力行路288巷1號,24.99942,121.297623,B01B02B03,2453.026,1703.0,桃園分局,
展昇奧斯卡社區大樓,文中里,桃園市桃園區文中里3鄰正光二街229巷8號,"24.999529 ","121.290313 ",B01B02B03,1566.9,1088.0,桃園分局,
何嘉仁藝文分校,同德里,桃園市桃園區同德里15鄰中埔一街88巷8號,"25.014184 ","121.297165 ",B01B02,617.51,428.0,桃園分局,
合遠康乃爾社區大樓,中成里,桃園市桃園區中成里17鄰力行路328巷21號,"24.999536 ","121.296598 ",B01B02B03,1922.84,1335.0,桃園分局,
京懋一號社區大樓,中成里,桃園市桃園區中成里17鄰正光路318號,"24.998533 ","121.295599 ",B01B02B03,4107.91,2852.0,桃園分局,
上善若水社區大樓,文中里,桃園市桃園區文中里3鄰慈文路865號,"25.006379 ","121.301119 ",B01B02B03,1274.99,885.0,桃園分局,
荷泰建設,長德里,桃園市桃園區長德里11鄰中正五街230號,"25.003590 ","121.301269 ",B01,149.69,166.0,桃園分局,
合陽合仰社區大樓,中成里,桃園市桃園區中成里14鄰慈文路468巷9號,"25.003108 ","121.296444 ",B01B02B03B04,1666.5,1157.0,桃園分局,
和頌長照機構,南門里,桃園市桃園區南門里32鄰建國路313號,"24.984745 ","121.304943 ",B01B02,667.32,463.0,桃園分局,
"蒔樂產後護理之家 ",文中里,桃園市桃園區文中里3鄰正光二街188號,"25.000028 ","121.291384 ",B01B02B03,466.49,323.0,桃園分局,
經國翫社區大樓,新埔里,桃園市桃園區新埔里1鄰經國路198巷27-5號,"25.016474 ","121.306915 ",B01B02,5912.13,4105.0,桃園分局,
唯樂之丘社區大樓,文中里,桃園市桃園區文中里3鄰文中三路86號,"24.997729 ","121.288684 ",B01B02B03B04,3215.62,2233.0,桃園分局,
璞樂社區大樓,中興里,桃園市桃園區中興里25鄰保定三街89巷69號,"24.996551 ","121.298114 ",B01B02B03,1968.02,1366.0,桃園分局,
松下建康生活產業,龍山里,桃園市桃園區龍山里1鄰龍壽街336號,"24.989451 ","121.267481 ",B01,2228.1,1547.0,桃園分局,
和發天鑽社區大樓,三元里,桃園市桃園區三元里14鄰大有路172號,"25.007415 ","121.320900 ",B01,2206.18,1532.0,桃園分局,
合勤鼎盛天下社區,中泰里,桃園市桃園區中泰里10鄰國聖五街8號,"24.987767 ","121.287242 ",B01B02,648.13,450.0,桃園分局,
大吾疆寶琚社區大樓,中正里,桃園市桃園區中正里22鄰力行路469巷59號,"24.997243 ","121.294342 ",B01B02B03B04,1427.57,991.0,桃園分局,
禮白賞社區大樓,同安里,桃園市桃園區同安里15鄰新埔八街82號,"25.021011 ","121.298637 ",B01B02B03,1687.71,1172.0,桃園分局,
名鑄社區大樓,福元里,桃園市桃園區福元里6鄰民富二街1號,"25.005706 ","121.319828 ",B01B02,4022.54,2793.0,桃園分局,
美術花園社區大樓,中成里,桃園市桃園區中成里11鄰大興西路三段268號,"25.004312 ","121.289878 ",B01B02B03,4296.49,2983.0,桃園分局,
公寓,文明里,桃園市桃園區文明里3鄰中華路121巷39號,"24.989499 ","121.307961 ",B01B02,244.95,272.0,桃園分局,
高柏科技股份有限公司,大林里,桃園市桃園區大林里6鄰大仁路50巷12號,"24.972355 ","121.322145 ",B01,708.45,491.0,桃園分局,
明築向陽社區,中正里,桃園市桃園區中正里23鄰正光路186巷93號,"24.997076 ","121.296634 ",B01B02B03B04,1257.24,873.0,桃園分局,
桃園市桃園區龍山國民小學,龍壽里,桃園市桃園區龍壽里3鄰龍泉二街36號,"24.980932 ","121.270716 ",B01,900.76,1000.0,桃園分局,
中央公園社區大樓,中成里,桃園市桃園區中成里6鄰溫州一路298號,"25.002353 ","121.289690 ",B01B02B03,1761.953,1223.0,桃園分局,
昭陽君匯社區大樓,中正里,桃園市桃園區中正里22鄰文中一路166號,"24.999310 ","121.293840 ",B01B02B03,715.12,496.0,桃園分局,
寶程有限公司,南門里,桃園市桃園區南門里8鄰建國路348巷27號,"24.985140 ","121.302675 ",B01,430.99,478.0,桃園分局,
智滙,三元里,桃園市桃園區三元里3鄰民光東路43巷29號,"25.007946 ","121.322137 ",B01B02B03,1331.94,924.0,桃園分局,
中島美家社區大樓,中正里,桃園市桃園區中正里23鄰正光路86巷18號,"24.994950 ","121.295886 ",B01B02B03B04,1061.14,736.0,桃園分局,
桃園市政府警察局交通警察大隊,汴洲里,桃園市桃園區汴洲里1鄰經國路799號,25.027905,121.300512,B01B02,373.58,259.0,桃園分局,不對外開放
瑞御首席社區大樓,寶慶里,桃園市桃園區寶慶里19鄰中埔一街121號,"25.014264 ","121.295374 ",B01B02B03,891.61,619.0,桃園分局,
桃園區寶興市民活動中心,寶山里,桃園市桃園區寶山里14鄰民有三街501號,"25.012655 ","121.313799 ",B01,1378.01,956.0,桃園分局,
公寓,文中里,桃園市桃園區文中里3鄰文中一路213巷13號,"25.000172 ","121.293175 ",B01,389.22,270.0,桃園分局,
桃園國民運動中心,三民里,桃園市桃園區三民里11鄰中山東路233號,"24.998040 ","121.320874 ",B01B02,1767.9,1227.0,桃園分局,
璟都柏悅社區大樓,中埔里,桃園市桃園區中埔里1鄰吉安一街181號,"25.006523 ","121.290076 ",B01B02B03B04,2915.8,2024.0,桃園分局,
京懋會社區大樓,同安里,桃園市桃園區同安里26鄰中正路1048號,"25.014131 ","121.299767 ",B01B02B03B04,1192.44,828.0,桃園分局,
京彩社區大樓,南埔里,桃園市桃園區南埔里8鄰吉安一街118號,"25.005939 ","121.292470 ",B01,92.36,102.0,桃園分局,
藝文森活社區大樓,明德里,桃園市桃園區明德里5鄰中埔六街196巷42號,"25.019969 ","121.295845 ",B01,117.52,81.0,桃園分局,
正洸股份有限公司,大樹里,桃園市桃園區大樹里5鄰建國東路26號,"24.985993 ","121.321622 ",B01,832.2,577.0,桃園分局,
桃園市桃園區成功國民小學,永興里,桃園市桃園區永興里14鄰三民路三段22號,"24.998276 ","121.307092 ",B01,1228.56,1365.0,桃園分局,
君邑富疆社區大樓,中正里,桃園市桃園區中正里23鄰文中東路81號,"24.996033 ","121.296547 ",B01B02B03B04,1865.95,1295.0,桃園分局,
公寓,中正里,桃園市桃園區中正里22鄰文中路2號,"24.995634 ","121.294575 ",B01B02B03,4459.74,3097.0,桃園分局,
晴悅社區大樓,中正里,桃園市桃園區中正里23鄰力行路385巷96號,"24.996594 ","121.296778 ",B01B02B03,1096.71,761.0,桃園分局,
尊暘安社區大樓,汴洲里,桃園市桃園區汴洲里1鄰水岸三街7號,"25.029675 ","121.296672 ",B01B02,379.81,263.0,桃園分局,
衛生福利部桃園醫院,龍山里,桃園市桃園區龍山里8鄰中山路1492號,"24.978186 ","121.268588 ",B01,1721.92,1195.0,桃園分局,
鴻灃ART社區,同安里,桃園市桃園區同安里3鄰新埔三街38巷16號,"25.011274 ","121.303875 ",B01B02B03,2439.03,1693.0,桃園分局,
禮享城,龍壽里,桃園市桃園區龍壽里14鄰大慶街350號,"24.983380 ","121.273169 ",B01B02B03,3116.44,2164.0,桃園分局,
昭揚家社區,龍安里,桃園市桃園區龍安里10鄰國強一街458號,"24.990613 ","121.278247 ",B01B02,3958.12,2748.0,桃園分局,
鴻竹微風社區,龍祥里,桃園市桃園區龍祥里11鄰中山路1308巷369號,"24.985987 ","121.274014 ",B01B02B03,2446.71,1699.0,桃園分局,
涵玥社區,莊敬里,桃園市桃園區莊敬里8鄰同安街558號,"25.022117 ","121.299066 ",B01,362.75,251.0,桃園分局,
竹城祥鶴社區,汴洲里,桃園市桃園區汴洲里1鄰水岸二街98號,"25.027379 ","121.298679 ",B01B02B03,903.86,627.0,桃園分局,
旭田,朝陽里,桃園市桃園區朝陽里5鄰朝陽街96號,"24.998695 ","121.313273 ",B01B02,233.65,162.0,桃園分局,
市府采舍社區,中正里,桃園市桃園區中正里23鄰正光路86巷15號,"24.994950 ","121.295886 ",B01B02B03,1873.16,1300.0,桃園分局,
慈文里里長服務處,慈文里,桃園市桃園區慈文里1鄰永安路495號,"25.003420 ","121.296817 ",B01,134.79,149.0,桃園分局,
自遊人日上社區,汴洲里,桃園市桃園區汴洲里1鄰經國一路150號,"25.030482 ","121.299569 ",B01B02B03B04,2071.56,1438.0,桃園分局,
合展好市社區,文中里,桃園市桃園區文中里3鄰文中三路131號,"24.998970 ","121.288945 ",B01B02B03B04,1316.97,914.0,桃園分局,
公寓,汴洲里,桃園市桃園區汴洲里1鄰經國二路36號,"25.029234 ","121.298331 ",B01B02B03,854.09,593.0,桃園分局,
公寓,文化里,桃園市桃園區文化里6鄰中華路60號,"24.990826 ","121.310148 ",B01B02B03B04,4182.56,2904.0,桃園分局,
格林公園社區,中正里,桃園市桃園區中正里22鄰力行路469巷52號,"24.997604 ","121.294232 ",B01B02B03B04,1154.53,801.0,桃園分局,
公寓,成功里,桃園市桃園區成功里19鄰園二街158號,"24.998270 ","121.317584 ",B01B02B03,470.54,326.0,桃園分局,
"景上苑 紳鄰",中興里,桃園市桃園區中興里13鄰力行路337號,"24.998650 ","121.297705 ",B01B02B03,1497.33,1039.0,桃園分局,
賓爵生活家社區,汴洲里,桃園市桃園區汴洲里21鄰春日路1615號,"25.025334 ","121.306009 ",B01B02,384.88,267.0,桃園分局,
公寓,新埔里,桃園市桃園區新埔里2鄰經國路413號,"25.017833 ","121.304796 ",B01B02,451.75,313.0,桃園分局,
永聆靚心社區,雲林里,桃園市桃園區雲林里26鄰建國路61巷68號,"24.987652 ","121.320576 ",B01B02,749.25,520.0,桃園分局,
東驊飛飛想社區,福林里,桃園市桃園區福林里23鄰介壽路495巷61號,"24.976927 ","121.304901 ",B01B02B03,3830.48,2660.0,桃園分局,
竹城昭和,同德里,桃園市桃園區同德里14鄰中埔五街15號,"25.014037 ","121.298423 ",B01B02,633.04,439.0,桃園分局,
桃園區農會(會稽分部),春日里,桃園市桃園區春日里2鄰春日路1038號,"25.019118 ","121.308706 ",B01B02,756.48,525.0,桃園分局,
運泰電機有限公司,大林里,桃園市桃園區大林里6鄰大仁路50巷101號,"24.971916 ","121.319827 ",B01,800.27,555.0,桃園分局,
鴻竹微笑社區,龍祥里,桃園市桃園區龍祥里11鄰中山路1308巷330號,"24.986794 ","121.274439 ",B01B02,1106.68,768.0,桃園分局,
合輝雲門社區,同安里,桃園市桃園區同安里15鄰新埔八街70號,"25.020757 ","121.298903 ",B01B02B03,1528.54,1061.0,桃園分局,
麗捷new1社區,東山里,桃園市桃園區東山里15鄰春日路77號,"24.993073 ","121.316866 ",B01B02B03B04,981.17,681.0,桃園分局,
昭陽越社區,中正里,桃園市桃園區中正里24鄰保定三街91號,"24.997765 ","121.298064 ",B01B02B03,1830.36,1271.0,桃園分局,
竹城表參道社區,汴洲里,桃園市桃園區汴洲里1鄰幸福路256號,"25.028354 ","121.298281 ",B01B02B03B04,4444.04,3086.0,桃園分局,
森鄰物語,慈文里,桃園市桃園區慈文里3鄰慈光街91巷1號,"25.005817 ","121.298424 ",B01B02B03,1553.49,1078.0,桃園分局,
尚固傳家社區,龍鳳里,桃園市桃園區龍鳳里24鄰國強七街103號,"24.988261 ","121.278732 ",B01B02,480.85,333.0,桃園分局,
家賀澄舍,大有里,桃園市桃園區大有里10鄰寶山街9號,"25.013500 ","121.319466 ",B01B02B03,1735.89,1205.0,桃園分局,
擎亞首安社區,大林里,桃園市桃園區大林里26鄰榮華街64巷66弄1號,"24.977388 ","121.321634 ",B01B02,413.29,287.0,桃園分局,
一巷青社區,瑞慶里,桃園市桃園區瑞慶里6鄰瑞慶路379號,"25.019348 ","121.291259 ",B01B02B03,522.01,362.0,桃園分局,
公寓,玉山里,桃園市桃園區玉山里16鄰秀山路15號,"24.989631 ","121.303380 ",B01,337.8,234.0,桃園分局,
瑜璟芳華社區,自強里,桃園市桃園區自強里26鄰經國路336巷2號,"25.023611 ","121.302894 ",B01B02B03,1375.07,954.0,桃園分局,
小王子社區,同安里,桃園市桃園區同安里26鄰藝文二街20號,"25.015288 ","121.300007 ",B01B02B03,469.79,326.0,桃園分局,
澄舍,大有里,桃園市桃園區大有里7鄰民有東路1巷2號,"25.014615 ","121.319515 ",B01B02B03,1151.46,799.0,桃園分局,
早安藝文社區,北埔里,桃園市桃園區北埔里12鄰莊二街212號,"25.023468 ","121.292196 ",B01B02,2211.05,1535.0,桃園分局,
權視界PKONE社區,中正里,桃園市桃園區中正里24鄰保定三街95號,"24.997556 ","121.297716 ",B01B02B03,2562.97,1779.0,桃園分局,
幸福公園NO.3社區,汴洲里,桃園市桃園區汴洲里14鄰健行路110號,"25.022484 ","121.312073 ",B01B02,891.72,619.0,桃園分局,
昭揚縱橫社區,經國里,桃園市桃園區經國里14鄰經國路88-7號,"25.014296 ","121.307055 ",B01B02B03,6101.75,4237.0,桃園分局,
公寓,中德里,桃園市桃園區中德里5鄰國際一路152號,"24.963628 ","121.291654 ",B01B02,274.31,190.0,桃園分局,
中悅麗舍花園社區,同安里,桃園市桃園區同安里26鄰同德六街5號,"25.016781 ","121.300571 ",B01B02B03B04,7222.15,5015.0,桃園分局,
公寓,東門里,桃園市桃園區東門里13鄰園二街43號,"24.997720 ","121.314643 ",B01,188.37,130.0,桃園分局,
自遊人時上區,汴洲里,桃園市桃園區汴洲里1鄰經國一路110號,"25.029649 ","121.299507 ",B01B02B03B04,1178.98,818.0,桃園分局,
大滝藥局,龍壽里,桃園市桃園區龍壽里3鄰龍壽街74-2號,"24.980056 ","121.268907 ",B01,195.25,135.0,桃園分局,
